panel,book,cadence,sha,shared_rows,pool_diff,count_diff,nameset_diff,pool_rate,count_rate,nameset_rate
U56,EWELIG,Q,60e8c36a,75,0,0,0,0.0,0.0,0.0
U56,EWELIG,Q,56e08b10,75,0,0,0,0.0,0.0,0.0
U56,EWELIG,Q,b2528b96,75,0,0,0,0.0,0.0,0.0
U56,EWELIG,Q,868b5c36,75,0,0,0,0.0,0.0,0.0
U56,BAND03,Q,50585c86,75,0,0,0,0.0,0.0,0.0
U56,BAND03,Q,f138ee9a,75,0,0,0,0.0,0.0,0.0
U56,BAND03,Q,9ee888f4,75,0,0,0,0.0,0.0,0.0
U56,BAND03,Q,7a93b075,75,0,0,0,0.0,0.0,0.0
U56,BAND03,Q,60e8c36a,75,0,0,0,0.0,0.0,0.0
U56,BAND03,Q,56e08b10,75,0,0,0,0.0,0.0,0.0
U56,BAND03,Q,b2528b96,75,0,0,0,0.0,0.0,0.0
U56,BAND03,Q,868b5c36,75,0,0,0,0.0,0.0,0.0
U56,TOP20,Q,50585c86,75,0,0,0,0.0,0.0,0.0
U56,TOP20,Q,f138ee9a,75,0,0,0,0.0,0.0,0.0
U56,TOP20,Q,9ee888f4,75,0,0,0,0.0,0.0,0.0
U56,TOP20,Q,7a93b075,75,0,0,0,0.0,0.0,0.0
U56,TOP20,Q,60e8c36a,75,0,0,0,0.0,0.0,0.0
U56,TOP20,Q,56e08b10,75,0,0,0,0.0,0.0,0.0
U56,TOP20,Q,b2528b96,75,0,0,0,0.0,0.0,0.0
U56,TOP20,Q,868b5c36,75,0,0,0,0.0,0.0,0.0
B136,EWELIG,W,d434ebc4,975,0,0,0,0.0,0.0,0.0
B136,EWELIG,W,50585c86,975,0,0,0,0.0,0.0,0.0
B136,EWELIG,W,56e08b10,975,0,14,14,0.0,0.014358974358974359,0.014358974358974359
B136,BAND03,W,d434ebc4,975,0,0,0,0.0,0.0,0.0
B136,BAND03,W,50585c86,975,0,0,0,0.0,0.0,0.0
B136,BAND03,W,56e08b10,975,0,3,3,0.0,0.003076923076923077,0.003076923076923077
B136,TOP20,W,d434ebc4,975,0,0,0,0.0,0.0,0.0
B136,TOP20,W,50585c86,975,0,0,0,0.0,0.0,0.0
B136,TOP20,W,56e08b10,975,14,8,11,0.014358974358974359,0.008205128205128205,0.011282051282051283
B136,EWELIG,M,d434ebc4,225,0,0,0,0.0,0.0,0.0
B136,EWELIG,M,50585c86,225,0,0,0,0.0,0.0,0.0
B136,EWELIG,M,56e08b10,225,0,1,1,0.0,0.0044444444444444444,0.0044444444444444444
B136,BAND03,M,d434ebc4,225,0,0,0,0.0,0.0,0.0
B136,BAND03,M,50585c86,225,0,0,0,0.0,0.0,0.0
B136,BAND03,M,56e08b10,225,0,0,0,0.0,0.0,0.0
B136,TOP20,M,d434ebc4,225,0,0,0,0.0,0.0,0.0
B136,TOP20,M,50585c86,225,0,0,0,0.0,0.0,0.0
B136,TOP20,M,56e08b10,225,1,0,1,0.0044444444444444444,0.0,0.0044444444444444444
B136,EWELIG,Q,d434ebc4,75,0,0,0,0.0,0.0,0.0
B136,EWELIG,Q,50585c86,75,0,0,0,0.0,0.0,0.0
B136,EWELIG,Q,56e08b10,75,0,0,0,0.0,0.0,0.0
B136,BAND03,Q,d434ebc4,75,0,0,0,0.0,0.0,0.0
B136,BAND03,Q,50585c86,75,0,0,0,0.0,0.0,0.0
B136,BAND03,Q,56e08b10,75,0,0,0,0.0,0.0,0.0
B136,TOP20,Q,d434ebc4,75,0,0,0,0.0,0.0,0.0
B136,TOP20,Q,50585c86,75,0,0,0,0.0,0.0,0.0
B136,TOP20,Q,56e08b10,75,0,0,0,0.0,0.0,0.0
