band,gross,CAGR,Sharpe,MaxDD,H1,H2,oosC,oosS,oosD,pass4a,margin4a,pass4b,margin4b,isS
0.02,0.55,0.0621314275183833,1.1965217688878456,-0.08766101999271447,1.2081847259658396,1.189056227463981,0.06869446880091346,1.284773176777395,-0.0876610199927147,0,-0.022679520468296133,0,-0.04418706286853896,1.0841252880900383
0.02,0.65,0.07353903371544224,1.1965057710264968,-0.10318692315467604,1.208426255107479,1.1888230615015591,0.08136128343075777,1.2845685003696863,-0.1031869231546757,0,-0.022437991326656803,0,-0.03277945667148002,1.084338315244779
0.02,0.75,0.08497523468364876,1.1964687693650562,-0.11858554450073244,1.2086486262623757,1.1885676027859122,0.0940765608626124,1.284340823916158,-0.11858554450073233,0,-0.022215620171760042,0,-0.0213432557032735,1.084532692785475
0.02,0.85,0.09643763880481648,1.1964100548888439,-0.13385669013462898,1.2088507319535848,1.1882895143205625,0.10683774722639616,1.2840898380867394,-0.1338566901346292,0,-0.02201351448055089,0,-0.009880851582105776,1.0847071892966433
0.02,1.0,0.11367456839607004,1.1962769954974262,-0.15652431178911286,1.209110277730225,1.187826871533186,0.12605944305441286,1.2836666080706052,-0.1565243117891132,0,-0.035974838198093106,1,0.007356078009147782,1.084925813874779
0.03,0.55,0.06319586944382172,1.2037693307215924,-0.0891153987002058,1.2303420991861056,1.1833392254907926,0.06941097222243942,1.2821444002794518,-0.0891153987002059,0,-0.0005221472480301248,0,-0.04312262094310054,1.103783098776526
0.03,0.65,0.0748060554236607,1.2037609139066734,-0.10489743810269558,1.230613435495217,1.1831022373184807,0.08221217091350086,1.2819275866281055,-0.10489743810269592,0,-0.00025081093891876627,0,-0.03151243496326156,1.1040302725995075
0.03,0.75,0.08644750633071019,1.2037308291391255,-0.12054947359101975,1.2308642464341357,1.182843123927143,0.0950629792087272,1.2816876607860581,-0.12054947359101964,0,0.0,0,-0.01987098405621207,1.1042574813043367
0.03,0.85,0.09811776985501819,1.2036783880675068,-0.13607144522053027,1.2310934510124445,1.1825615668017804,0.10796078492697903,1.2814243715512195,-0.1360714452205305,0,-0.015521971629510523,0,-0.008200720531904071,1.1044634663794162
0.03,1.0,0.11567128721007824,1.2035536763611097,-0.15910993717728794,1.2313933820683174,1.1820923225070594,0.1273891568605623,1.280980913061307,-0.15910993717728783,0,-0.03856046358626819,1,0.009352796823155984,1.1047292920679197
0.04,0.55,0.06178340988856856,1.1713364397158594,-0.09284543994911343,1.1917543795681096,1.1575239144199974,0.06882611266526828,1.2572178163264676,-0.0928454399491132,0,-0.03910986686602613,0,-0.044535080498353696,1.0607263962746623
0.04,0.65,0.07311595219659561,1.1713150920592512,-0.10926923706256575,1.1920304731306313,1.157265786112801,0.08150613701986575,1.2569744641038296,-0.10926923706256553,0,-0.03883377330350446,0,-0.03320253819032665,1.0609791242242468
0.04,0.75,0.08447315894529006,1.1712712805062508,-0.12555174849868544,1.1922859371304881,1.1569842837038427,0.09423087454566659,1.2567066028589506,-0.12555174849868556,0,-0.038578309303647584,0,-0.0218453314416322,1.0612118422349035
0.04,0.85,0.09585260513291782,1.1712054467585444,-0.14169283649796172,1.1925200444028046,1.1566808989342623,0.10699774104261484,1.256415791344633,-0.14169283649796194,0,-0.038344202031331154,0,-0.010465885254004437,1.061423531853051
0.04,1.0,0.1129573967452433,1.1710602021661995,-0.16563885547293344,1.1928278371491499,1.1561779331675681,0.12622019690126152,1.2559297845142094,-0.16563885547293322,0,-0.04508938188191369,1,0.0066389063583210395,1.061698484773195
0.05,0.55,0.060930900332562654,1.1481793212753937,-0.09293830366804456,1.1911274934272327,1.11398419078151,0.06676264848475699,1.2155356080689523,-0.09293830366804456,0,-0.06885893314563307,0,-0.045387590054359606,1.0619219207933275
0.05,0.65,0.0720956396927428,1.1481891796947068,-0.10937667818086072,1.1914437833165334,1.1137523465355395,0.079036779972667,1.2153179934833755,-0.10937667818086083,0,-0.06909077739160363,0,-0.03422285069417946,1.0622174264548458
0.05,0.75,0.08328099438174097,1.1481765499430112,-0.1256730936931718,1.1917385793343305,1.1134979412531874,0.09134601743977466,1.2150766113342044,-0.12567309369317248,0,-0.06934518267395573,0,-0.02303749600518129,1.06249202562864
0.05,0.85,0.09448448813925459,1.1481418229018412,-0.14182741842404312,1.192011411234718,1.113222156787731,0.10368770026261487,1.2148127965523903,-0.14182741842404356,0,-0.06962096713941213,0,-0.011834002247667674,1.0627448803884674
0.05,1.0,0.1113175763294394,1.1480432760998682,-0.16579207357252723,1.192377674235627,1.112760507926295,0.12225396782574705,1.21436721000333,-0.165792073572527,0,-0.07008261600084809,1,0.004999085942517134,1.0630820051977168
