panel,fold,SET,BAR,HFORM,call,named,V,n_admitted
U56,2013,ALL4,A_NONE,H_NARROWEST,W,N,375.1288020534176,4
U56,2013,ALL4,A_NONE,H_ANY,W,N,,4
U56,2013,ALL4,A_POS,H_RUNNERUP,TIE,,1.5485066030391785,4
U56,2013,ALL4,A_POS,H_NARROWEST,W,N,375.1288020534176,4
U56,2013,ALL4,A_POS,H_ANY,W,N,,4
U56,2013,ALL4,A_MED,H_RUNNERUP,TIE,,,0
U56,2013,ALL4,A_MED,H_NARROWEST,TIE,,,0
U56,2013,ALL4,A_MED,H_ANY,TIE,,,0
U56,2013,ALL4,A_90,H_RUNNERUP,TIE,,,0
U56,2013,ALL4,A_90,H_NARROWEST,TIE,,,0
U56,2013,ALL4,A_90,H_ANY,TIE,,,0
U56,2013,ALL4,A_95,H_RUNNERUP,TIE,,,0
U56,2013,ALL4,A_95,H_NARROWEST,TIE,,,0
U56,2013,ALL4,A_95,H_ANY,TIE,,,0
U56,2013,ALL4,A_99,H_RUNNERUP,TIE,,,0
U56,2013,ALL4,A_99,H_NARROWEST,TIE,,,0
U56,2013,ALL4,A_99,H_ANY,TIE,,,0
U56,2013,ALL4_D,A_NONE,H_RUNNERUP,TIE,,1.5485066030391785,5
U56,2013,ALL4_D,A_NONE,H_NARROWEST,W,N,inf,5
U56,2013,ALL4_D,A_NONE,H_ANY,W,N,,5
U56,2013,ALL4_D,A_POS,H_RUNNERUP,TIE,,1.5485066030391785,4
U56,2013,ALL4_D,A_POS,H_NARROWEST,W,N,375.1288020534176,4
U56,2013,ALL4_D,A_POS,H_ANY,W,N,,4
U56,2013,ALL4_D,A_MED,H_RUNNERUP,TIE,,,0
U56,2013,ALL4_D,A_MED,H_NARROWEST,TIE,,,0
U56,2013,ALL4_D,A_MED,H_ANY,TIE,,,0
U56,2013,ALL4_D,A_90,H_RUNNERUP,TIE,,,0
U56,2013,ALL4_D,A_90,H_NARROWEST,TIE,,,0
U56,2013,ALL4_D,A_90,H_ANY,TIE,,,0
U56,2013,ALL4_D,A_95,H_RUNNERUP,TIE,,,0
U56,2013,ALL4_D,A_95,H_NARROWEST,TIE,,,0
U56,2013,ALL4_D,A_95,H_ANY,TIE,,,0
U56,2013,ALL4_D,A_99,H_RUNNERUP,TIE,,,0
U56,2013,ALL4_D,A_99,H_NARROWEST,TIE,,,0
U56,2013,ALL4_D,A_99,H_ANY,TIE,,,0
U56,2014,NG,A_NONE,H_RUNNERUP,TIE,,1.5490804274115184,3
U56,2014,NG,A_NONE,H_NARROWEST,TIE,,1.843116869828377,3
U56,2014,NG,A_NONE,H_ANY,TIE,,,3
U56,2014,NG,A_POS,H_RUNNERUP,TIE,,1.5490804274115184,3
U56,2014,NG,A_POS,H_NARROWEST,TIE,,1.843116869828377,3
U56,2014,NG,A_POS,H_ANY,TIE,,,3
U56,2014,NG,A_MED,H_RUNNERUP,TIE,,,0
U56,2014,NG,A_MED,H_NARROWEST,TIE,,,0
U56,2014,NG,A_MED,H_ANY,TIE,,,0
U56,2014,NG,A_90,H_RUNNERUP,TIE,,,0
U56,2014,NG,A_90,H_NARROWEST,TIE,,,0
U56,2014,NG,A_90,H_ANY,TIE,,,0
U56,2014,NG,A_95,H_RUNNERUP,TIE,,,0
U56,2014,NG,A_95,H_NARROWEST,TIE,,,0
U56,2014,NG,A_95,H_ANY,TIE,,,0
U56,2014,NG,A_99,H_RUNNERUP,TIE,,,0
U56,2014,NG,A_99,H_NARROWEST,TIE,,,0
U56,2014,NG,A_99,H_ANY,TIE,,,0
U56,2014,NG_D,A_NONE,H_RUNNERUP,TIE,,1.5490804274115184,4
U56,2014,NG_D,A_NONE,H_NARROWEST,W,N,inf,4
U56,2014,NG_D,A_NONE,H_ANY,W,N,,4
U56,2014,NG_D,A_POS,H_RUNNERUP,TIE,,1.5490804274115184,3
U56,2014,NG_D,A_POS,H_NARROWEST,TIE,,1.843116869828377,3
U56,2014,NG_D,A_POS,H_ANY,TIE,,,3
U56,2014,NG_D,A_MED,H_RUNNERUP,TIE,,,0
U56,2014,NG_D,A_MED,H_NARROWEST,TIE,,,0
U56,2014,NG_D,A_MED,H_ANY,TIE,,,0
U56,2014,NG_D,A_90,H_RUNNERUP,TIE,,,0
U56,2014,NG_D,A_90,H_NARROWEST,TIE,,,0
U56,2014,NG_D,A_90,H_ANY,TIE,,,0
U56,2014,NG_D,A_95,H_RUNNERUP,TIE,,,0
U56,2014,NG_D,A_95,H_NARROWEST,TIE,,,0
U56,2014,NG_D,A_95,H_ANY,TIE,,,0
U56,2014,NG_D,A_99,H_RUNNERUP,TIE,,,0
U56,2014,NG_D,A_99,H_NARROWEST,TIE,,,0
U56,2014,NG_D,A_99,H_ANY,TIE,,,0
U56,2014,ALL4,A_NONE,H_RUNNERUP,TIE,,1.5490804274115184,4
U56,2014,ALL4,A_NONE,H_NARROWEST,W,N,1106.8420301499539,4
U56,2014,ALL4,A_NONE,H_ANY,W,N,,4
U56,2014,ALL4,A_POS,H_RUNNERUP,TIE,,1.5490804274115184,4
U56,2014,ALL4,A_POS,H_NARROWEST,W,N,1106.8420301499539,4
U56,2014,ALL4,A_POS,H_ANY,W,N,,4
U56,2014,ALL4,A_MED,H_RUNNERUP,TIE,,,0
U56,2014,ALL4,A_MED,H_NARROWEST,TIE,,,0
U56,2014,ALL4,A_MED,H_ANY,TIE,,,0
U56,2014,ALL4,A_90,H_RUNNERUP,TIE,,,0
U56,2014,ALL4,A_90,H_NARROWEST,TIE,,,0
U56,2014,ALL4,A_90,H_ANY,TIE,,,0
U56,2014,ALL4,A_95,H_RUNNERUP,TIE,,,0
U56,2014,ALL4,A_95,H_NARROWEST,TIE,,,0
U56,2014,ALL4,A_95,H_ANY,TIE,,,0
U56,2014,ALL4,A_99,H_RUNNERUP,TIE,,,0
U56,2014,ALL4,A_99,H_NARROWEST,TIE,,,0
U56,2014,ALL4,A_99,H_ANY,TIE,,,0
U56,2014,ALL4_D,A_NONE,H_RUNNERUP,TIE,,1.5490804274115184,5
U56,2014,ALL4_D,A_NONE,H_NARROWEST,W,N,inf,5
U56,2014,ALL4_D,A_NONE,H_ANY,W,N,,5
U56,2014,ALL4_D,A_POS,H_RUNNERUP,TIE,,1.5490804274115184,4
U56,2014,ALL4_D,A_POS,H_NARROWEST,W,N,1106.8420301499539,4
U56,2014,ALL4_D,A_POS,H_ANY,W,N,,4
U56,2014,ALL4_D,A_MED,H_RUNNERUP,TIE,,,0
U56,2014,ALL4_D,A_MED,H_NARROWEST,TIE,,,0
U56,2014,ALL4_D,A_MED,H_ANY,TIE,,,0
U56,2014,ALL4_D,A_90,H_RUNNERUP,TIE,,,0
U56,2014,ALL4_D,A_90,H_NARROWEST,TIE,,,0
U56,2014,ALL4_D,A_90,H_ANY,TIE,,,0
U56,2014,ALL4_D,A_95,H_RUNNERUP,TIE,,,0
U56,2014,ALL4_D,A_95,H_NARROWEST,TIE,,,0
U56,2014,ALL4_D,A_95,H_ANY,TIE,,,0
U56,2014,ALL4_D,A_99,H_RUNNERUP,TIE,,,0
U56,2014,ALL4_D,A_99,H_NARROWEST,TIE,,,0
U56,2014,ALL4_D,A_99,H_ANY,TIE,,,0
U56,2015,NG,A_NONE,H_RUNNERUP,TIE,,1.1131560687673585,3
U56,2015,NG,A_NONE,H_NARROWEST,TIE,,0.7047594798636336,3
U56,2015,NG,A_NONE,H_ANY,TIE,,,3
U56,2015,NG,A_POS,H_RUNNERUP,TIE,,1.1131560687673585,3
U56,2015,NG,A_POS,H_NARROWEST,TIE,,0.7047594798636336,3
U56,2015,NG,A_POS,H_ANY,TIE,,,3
U56,2015,NG,A_MED,H_RUNNERUP,TIE,,,0
U56,2015,NG,A_MED,H_NARROWEST,TIE,,,0
U56,2015,NG,A_MED,H_ANY,TIE,,,0
U56,2015,NG,A_90,H_RUNNERUP,TIE,,,0
U56,2015,NG,A_90,H_NARROWEST,TIE,,,0
U56,2015,NG,A_90,H_ANY,TIE,,,0
U56,2015,NG,A_95,H_RUNNERUP,TIE,,,0
U56,2015,NG,A_95,H_NARROWEST,TIE,,,0
U56,2015,NG,A_95,H_ANY,TIE,,,0
U56,2015,NG,A_99,H_RUNNERUP,TIE,,,0
U56,2015,NG,A_99,H_NARROWEST,TIE,,,0
U56,2015,NG,A_99,H_ANY,TIE,,,0
U56,2015,NG_D,A_NONE,H_RUNNERUP,TIE,,1.1131560687673585,4
U56,2015,NG_D,A_NONE,H_NARROWEST,W,CADENCE,inf,4
U56,2015,NG_D,A_NONE,H_ANY,W,CADENCE,,4
U56,2015,NG_D,A_POS,H_RUNNERUP,TIE,,1.1131560687673585,3
U56,2015,NG_D,A_POS,H_NARROWEST,TIE,,0.7047594798636336,3
U56,2015,NG_D,A_POS,H_ANY,TIE,,,3
U56,2015,NG_D,A_MED,H_RUNNERUP,TIE,,,0
U56,2015,NG_D,A_MED,H_NARROWEST,TIE,,,0
U56,2015,NG_D,A_MED,H_ANY,TIE,,,0
U56,2015,NG_D,A_90,H_RUNNERUP,TIE,,,0
U56,2015,NG_D,A_90,H_NARROWEST,TIE,,,0
U56,2015,NG_D,A_90,H_ANY,TIE,,,0
U56,2015,NG_D,A_95,H_RUNNERUP,TIE,,,0
U56,2015,NG_D,A_95,H_NARROWEST,TIE,,,0
U56,2015,NG_D,A_95,H_ANY,TIE,,,0
U56,2015,NG_D,A_99,H_RUNNERUP,TIE,,,0
U56,2015,NG_D,A_99,H_NARROWEST,TIE,,,0
U56,2015,NG_D,A_99,H_ANY,TIE,,,0
U56,2015,ALL4,A_NONE,H_RUNNERUP,TIE,,1.1131560687673585,4
U56,2015,ALL4,A_NONE,H_NARROWEST,W,CADENCE,95.12853149308033,4
U56,2015,ALL4,A_NONE,H_ANY,W,CADENCE,,4
U56,2015,ALL4,A_POS,H_RUNNERUP,TIE,,1.1131560687673585,4
U56,2015,ALL4,A_POS,H_NARROWEST,W,CADENCE,95.12853149308033,4
U56,2015,ALL4,A_POS,H_ANY,W,CADENCE,,4
U56,2015,ALL4,A_MED,H_RUNNERUP,TIE,,,1
U56,2015,ALL4,A_MED,H_NARROWEST,TIE,,,1
U56,2015,ALL4,A_MED,H_ANY,TIE,,,1
U56,2015,ALL4,A_90,H_RUNNERUP,TIE,,,0
U56,2015,ALL4,A_90,H_NARROWEST,TIE,,,0
U56,2015,ALL4,A_90,H_ANY,TIE,,,0
U56,2015,ALL4,A_95,H_RUNNERUP,TIE,,,0
U56,2015,ALL4,A_95,H_NARROWEST,TIE,,,0
U56,2015,ALL4,A_95,H_ANY,TIE,,,0
U56,2015,ALL4,A_99,H_RUNNERUP,TIE,,,0
U56,2015,ALL4,A_99,H_NARROWEST,TIE,,,0
U56,2015,ALL4,A_99,H_ANY,TIE,,,0
U56,2015,ALL4_D,A_NONE,H_RUNNERUP,TIE,,1.1131560687673585,5
U56,2015,ALL4_D,A_NONE,H_NARROWEST,W,CADENCE,inf,5
U56,2015,ALL4_D,A_NONE,H_ANY,W,CADENCE,,5
U56,2015,ALL4_D,A_POS,H_RUNNERUP,TIE,,1.1131560687673585,4
U56,2015,ALL4_D,A_POS,H_NARROWEST,W,CADENCE,95.12853149308033,4
U56,2015,ALL4_D,A_POS,H_ANY,W,CADENCE,,4
U56,2015,ALL4_D,A_MED,H_RUNNERUP,TIE,,,1
U56,2015,ALL4_D,A_MED,H_NARROWEST,TIE,,,1
U56,2015,ALL4_D,A_MED,H_ANY,TIE,,,1
U56,2015,ALL4_D,A_90,H_RUNNERUP,TIE,,,0
U56,2015,ALL4_D,A_90,H_NARROWEST,TIE,,,0
U56,2015,ALL4_D,A_90,H_ANY,TIE,,,0
U56,2015,ALL4_D,A_95,H_RUNNERUP,TIE,,,0
U56,2015,ALL4_D,A_95,H_NARROWEST,TIE,,,0
U56,2015,ALL4_D,A_95,H_ANY,TIE,,,0
U56,2015,ALL4_D,A_99,H_RUNNERUP,TIE,,,0
U56,2015,ALL4_D,A_99,H_NARROWEST,TIE,,,0
U56,2015,ALL4_D,A_99,H_ANY,TIE,,,0
U56,2016,NG,A_NONE,H_RUNNERUP,TIE,,1.5402207245431756,3
U56,2016,NG,A_NONE,H_NARROWEST,TIE,,2.3086486065238034,3
U56,2016,NG,A_NONE,H_ANY,TIE,,,3
U56,2016,NG,A_POS,H_RUNNERUP,TIE,,1.5402207245431756,3
U56,2016,NG,A_POS,H_NARROWEST,TIE,,2.3086486065238034,3
U56,2016,NG,A_POS,H_ANY,TIE,,,3
U56,2016,NG,A_MED,H_RUNNERUP,TIE,,,0
U56,2016,NG,A_MED,H_NARROWEST,TIE,,,0
U56,2016,NG,A_MED,H_ANY,TIE,,,0
U56,2016,NG,A_90,H_RUNNERUP,TIE,,,0
U56,2016,NG,A_90,H_NARROWEST,TIE,,,0
U56,2016,NG,A_90,H_ANY,TIE,,,0
U56,2016,NG,A_95,H_RUNNERUP,TIE,,,0
U56,2016,NG,A_95,H_NARROWEST,TIE,,,0
U56,2016,NG,A_95,H_ANY,TIE,,,0
U56,2016,NG,A_99,H_RUNNERUP,TIE,,,0
U56,2016,NG,A_99,H_NARROWEST,TIE,,,0
U56,2016,NG,A_99,H_ANY,TIE,,,0
U56,2016,NG_D,A_NONE,H_RUNNERUP,TIE,,1.5402207245431756,4
U56,2016,NG_D,A_NONE,H_NARROWEST,W,H,inf,4
U56,2016,NG_D,A_NONE,H_ANY,W,H,,4
U56,2016,NG_D,A_POS,H_RUNNERUP,TIE,,1.5402207245431756,3
U56,2016,NG_D,A_POS,H_NARROWEST,TIE,,2.3086486065238034,3
U56,2016,NG_D,A_POS,H_ANY,TIE,,,3
U56,2016,NG_D,A_MED,H_RUNNERUP,TIE,,,0
U56,2016,NG_D,A_MED,H_NARROWEST,TIE,,,0
U56,2016,NG_D,A_MED,H_ANY,TIE,,,0
U56,2016,NG_D,A_90,H_RUNNERUP,TIE,,,0
U56,2016,NG_D,A_90,H_NARROWEST,TIE,,,0
U56,2016,NG_D,A_90,H_ANY,TIE,,,0
U56,2016,NG_D,A_95,H_RUNNERUP,TIE,,,0
U56,2016,NG_D,A_95,H_NARROWEST,TIE,,,0
U56,2016,NG_D,A_95,H_ANY,TIE,,,0
U56,2016,NG_D,A_99,H_RUNNERUP,TIE,,,0
U56,2016,NG_D,A_99,H_NARROWEST,TIE,,,0
U56,2016,NG_D,A_99,H_ANY,TIE,,,0
U56,2016,ALL4,A_NONE,H_RUNNERUP,TIE,,1.5402207245431756,4
U56,2016,ALL4,A_NONE,H_NARROWEST,W,H,54.0702167454498,4
U56,2016,ALL4,A_NONE,H_ANY,W,H,,4
U56,2016,ALL4,A_POS,H_RUNNERUP,TIE,,1.5402207245431756,4
U56,2016,ALL4,A_POS,H_NARROWEST,W,H,54.0702167454498,4
U56,2016,ALL4,A_POS,H_ANY,W,H,,4
U56,2016,ALL4,A_MED,H_RUNNERUP,TIE,,,1
U56,2016,ALL4,A_MED,H_NARROWEST,TIE,,,1
U56,2016,ALL4,A_MED,H_ANY,TIE,,,1
U56,2016,ALL4,A_90,H_RUNNERUP,TIE,,,0
U56,2016,ALL4,A_90,H_NARROWEST,TIE,,,0
U56,2016,ALL4,A_90,H_ANY,TIE,,,0
U56,2016,ALL4,A_95,H_RUNNERUP,TIE,,,0
U56,2016,ALL4,A_95,H_NARROWEST,TIE,,,0
U56,2016,ALL4,A_95,H_ANY,TIE,,,0
U56,2016,ALL4,A_99,H_RUNNERUP,TIE,,,0
U56,2016,ALL4,A_99,H_NARROWEST,TIE,,,0
U56,2016,ALL4,A_99,H_ANY,TIE,,,0
U56,2016,ALL4_D,A_NONE,H_RUNNERUP,TIE,,1.5402207245431756,5
U56,2016,ALL4_D,A_NONE,H_NARROWEST,W,H,inf,5
U56,2016,ALL4_D,A_NONE,H_ANY,W,H,,5
U56,2016,ALL4_D,A_POS,H_RUNNERUP,TIE,,1.5402207245431756,4
U56,2016,ALL4_D,A_POS,H_NARROWEST,W,H,54.0702167454498,4
U56,2016,ALL4_D,A_POS,H_ANY,W,H,,4
U56,2016,ALL4_D,A_MED,H_RUNNERUP,TIE,,,1
U56,2016,ALL4_D,A_MED,H_NARROWEST,TIE,,,1
U56,2016,ALL4_D,A_MED,H_ANY,TIE,,,1
U56,2016,ALL4_D,A_90,H_RUNNERUP,TIE,,,0
U56,2016,ALL4_D,A_90,H_NARROWEST,TIE,,,0
U56,2016,ALL4_D,A_90,H_ANY,TIE,,,0
U56,2016,ALL4_D,A_95,H_RUNNERUP,TIE,,,0
U56,2016,ALL4_D,A_95,H_NARROWEST,TIE,,,0
U56,2016,ALL4_D,A_95,H_ANY,TIE,,,0
U56,2016,ALL4_D,A_99,H_RUNNERUP,TIE,,,0
U56,2016,ALL4_D,A_99,H_NARROWEST,TIE,,,0
U56,2016,ALL4_D,A_99,H_ANY,TIE,,,0
U56,2017,NG,A_NONE,H_RUNNERUP,TIE,,1.2882774602845353,3
U56,2017,NG,A_NONE,H_NARROWEST,TIE,,2.3055491850308507,3
U56,2017,NG,A_NONE,H_ANY,W,N,,3
U56,2017,NG,A_POS,H_RUNNERUP,TIE,,1.2882774602845353,3
U56,2017,NG,A_POS,H_NARROWEST,TIE,,2.3055491850308507,3
U56,2017,NG,A_POS,H_ANY,W,N,,3
U56,2017,NG,A_MED,H_RUNNERUP,TIE,,,0
U56,2017,NG,A_MED,H_NARROWEST,TIE,,,0
U56,2017,NG,A_MED,H_ANY,TIE,,,0
U56,2017,NG,A_90,H_RUNNERUP,TIE,,,0
U56,2017,NG,A_90,H_NARROWEST,TIE,,,0
U56,2017,NG,A_90,H_ANY,TIE,,,0
U56,2017,NG,A_95,H_RUNNERUP,TIE,,,0
U56,2017,NG,A_95,H_NARROWEST,TIE,,,0
U56,2017,NG,A_95,H_ANY,TIE,,,0
U56,2017,NG,A_99,H_RUNNERUP,TIE,,,0
U56,2017,NG,A_99,H_NARROWEST,TIE,,,0
U56,2017,NG,A_99,H_ANY,TIE,,,0
U56,2017,NG_D,A_NONE,H_RUNNERUP,TIE,,1.2882774602845353,4
U56,2017,NG_D,A_NONE,H_NARROWEST,W,N,inf,4
U56,2017,NG_D,A_NONE,H_ANY,W,N,,4
U56,2017,NG_D,A_POS,H_RUNNERUP,TIE,,1.2882774602845353,3
U56,2017,NG_D,A_POS,H_NARROWEST,TIE,,2.3055491850308507,3
U56,2017,NG_D,A_POS,H_ANY,W,N,,3
U56,2017,NG_D,A_MED,H_RUNNERUP,TIE,,,0
U56,2017,NG_D,A_MED,H_NARROWEST,TIE,,,0
U56,2017,NG_D,A_MED,H_ANY,TIE,,,0
U56,2017,NG_D,A_90,H_RUNNERUP,TIE,,,0
U56,2017,NG_D,A_90,H_NARROWEST,TIE,,,0
U56,2017,NG_D,A_90,H_ANY,TIE,,,0
U56,2017,NG_D,A_95,H_RUNNERUP,TIE,,,0
U56,2017,NG_D,A_95,H_NARROWEST,TIE,,,0
U56,2017,NG_D,A_95,H_ANY,TIE,,,0
U56,2017,NG_D,A_99,H_RUNNERUP,TIE,,,0
U56,2017,NG_D,A_99,H_NARROWEST,TIE,,,0
U56,2017,NG_D,A_99,H_ANY,TIE,,,0
U56,2017,ALL4,A_NONE,H_RUNNERUP,TIE,,1.2882774602845353,4
U56,2017,ALL4,A_NONE,H_NARROWEST,W,N,50.020392927907785,4
U56,2017,ALL4,A_NONE,H_ANY,W,N,,4
U56,2017,ALL4,A_POS,H_RUNNERUP,TIE,,1.2882774602845353,4
U56,2017,ALL4,A_POS,H_NARROWEST,W,N,50.020392927907785,4
U56,2017,ALL4,A_POS,H_ANY,W,N,,4
U56,2017,ALL4,A_MED,H_RUNNERUP,TIE,,,0
U56,2017,ALL4,A_MED,H_NARROWEST,TIE,,,0
U56,2017,ALL4,A_MED,H_ANY,TIE,,,0
U56,2017,ALL4,A_90,H_RUNNERUP,TIE,,,0
U56,2017,ALL4,A_90,H_NARROWEST,TIE,,,0
U56,2017,ALL4,A_90,H_ANY,TIE,,,0
U56,2017,ALL4,A_95,H_RUNNERUP,TIE,,,0
U56,2017,ALL4,A_95,H_NARROWEST,TIE,,,0
U56,2017,ALL4,A_95,H_ANY,TIE,,,0
U56,2017,ALL4,A_99,H_RUNNERUP,TIE,,,0
U56,2017,ALL4,A_99,H_NARROWEST,TIE,,,0
U56,2017,ALL4,A_99,H_ANY,TIE,,,0
U56,2017,ALL4_D,A_NONE,H_RUNNERUP,TIE,,1.2882774602845353,5
U56,2017,ALL4_D,A_NONE,H_NARROWEST,W,N,inf,5
U56,2017,ALL4_D,A_NONE,H_ANY,W,N,,5
U56,2017,ALL4_D,A_POS,H_RUNNERUP,TIE,,1.2882774602845353,4
U56,2017,ALL4_D,A_POS,H_NARROWEST,W,N,50.020392927907785,4
U56,2017,ALL4_D,A_POS,H_ANY,W,N,,4
U56,2017,ALL4_D,A_MED,H_RUNNERUP,TIE,,,0
U56,2017,ALL4_D,A_MED,H_NARROWEST,TIE,,,0
U56,2017,ALL4_D,A_MED,H_ANY,TIE,,,0
U56,2017,ALL4_D,A_90,H_RUNNERUP,TIE,,,0
U56,2017,ALL4_D,A_90,H_NARROWEST,TIE,,,0
U56,2017,ALL4_D,A_90,H_ANY,TIE,,,0
U56,2017,ALL4_D,A_95,H_RUNNERUP,TIE,,,0
U56,2017,ALL4_D,A_95,H_NARROWEST,TIE,,,0
U56,2017,ALL4_D,A_95,H_ANY,TIE,,,0
U56,2017,ALL4_D,A_99,H_RUNNERUP,TIE,,,0
U56,2017,ALL4_D,A_99,H_NARROWEST,TIE,,,0
U56,2017,ALL4_D,A_99,H_ANY,TIE,,,0
U56,2018,NG,A_NONE,H_RUNNERUP,TIE,,1.4824382221026544,3
U56,2018,NG,A_NONE,H_NARROWEST,TIE,,7.318674423971546,3
U56,2018,NG,A_NONE,H_ANY,TIE,,,3
U56,2018,NG,A_POS,H_RUNNERUP,TIE,,1.4824382221026544,3
U56,2018,NG,A_POS,H_NARROWEST,TIE,,7.318674423971546,3
U56,2018,NG,A_POS,H_ANY,TIE,,,3
U56,2018,NG,A_MED,H_RUNNERUP,TIE,,,0
U56,2018,NG,A_MED,H_NARROWEST,TIE,,,0
U56,2018,NG,A_MED,H_ANY,TIE,,,0
U56,2018,NG,A_90,H_RUNNERUP,TIE,,,0
U56,2018,NG,A_90,H_NARROWEST,TIE,,,0
U56,2018,NG,A_90,H_ANY,TIE,,,0
U56,2018,NG,A_95,H_RUNNERUP,TIE,,,0
U56,2018,NG,A_95,H_NARROWEST,TIE,,,0
U56,2018,NG,A_95,H_ANY,TIE,,,0
U56,2018,NG,A_99,H_RUNNERUP,TIE,,,0
U56,2018,NG,A_99,H_NARROWEST,TIE,,,0
U56,2018,NG,A_99,H_ANY,TIE,,,0
U56,2018,NG_D,A_NONE,H_RUNNERUP,TIE,,1.4824382221026544,4
U56,2018,NG_D,A_NONE,H_NARROWEST,W,N,inf,4
U56,2018,NG_D,A_NONE,H_ANY,W,N,,4
U56,2018,NG_D,A_POS,H_RUNNERUP,TIE,,1.4824382221026544,3
U56,2018,NG_D,A_POS,H_NARROWEST,TIE,,7.318674423971546,3
U56,2018,NG_D,A_POS,H_ANY,TIE,,,3
U56,2018,NG_D,A_MED,H_RUNNERUP,TIE,,,0
U56,2018,NG_D,A_MED,H_NARROWEST,TIE,,,0
U56,2018,NG_D,A_MED,H_ANY,TIE,,,0
U56,2018,NG_D,A_90,H_RUNNERUP,TIE,,,0
U56,2018,NG_D,A_90,H_NARROWEST,TIE,,,0
U56,2018,NG_D,A_90,H_ANY,TIE,,,0
U56,2018,NG_D,A_95,H_RUNNERUP,TIE,,,0
U56,2018,NG_D,A_95,H_NARROWEST,TIE,,,0
U56,2018,NG_D,A_95,H_ANY,TIE,,,0
U56,2018,NG_D,A_99,H_RUNNERUP,TIE,,,0
U56,2018,NG_D,A_99,H_NARROWEST,TIE,,,0
U56,2018,NG_D,A_99,H_ANY,TIE,,,0
U56,2018,ALL4,A_NONE,H_RUNNERUP,TIE,,1.4824382221026544,4
U56,2018,ALL4,A_NONE,H_NARROWEST,W,N,70.34167744100753,4
U56,2018,ALL4,A_NONE,H_ANY,W,N,,4
U56,2018,ALL4,A_POS,H_RUNNERUP,TIE,,1.4824382221026544,4
U56,2018,ALL4,A_POS,H_NARROWEST,W,N,70.34167744100753,4
U56,2018,ALL4,A_POS,H_ANY,W,N,,4
U56,2018,ALL4,A_MED,H_RUNNERUP,TIE,,,1
U56,2018,ALL4,A_MED,H_NARROWEST,TIE,,,1
U56,2018,ALL4,A_MED,H_ANY,TIE,,,1
U56,2018,ALL4,A_90,H_RUNNERUP,TIE,,,0
U56,2018,ALL4,A_90,H_NARROWEST,TIE,,,0
U56,2018,ALL4,A_90,H_ANY,TIE,,,0
U56,2018,ALL4,A_95,H_RUNNERUP,TIE,,,0
U56,2018,ALL4,A_95,H_NARROWEST,TIE,,,0
U56,2018,ALL4,A_95,H_ANY,TIE,,,0
U56,2018,ALL4,A_99,H_RUNNERUP,TIE,,,0
U56,2018,ALL4,A_99,H_NARROWEST,TIE,,,0
U56,2018,ALL4,A_99,H_ANY,TIE,,,0
U56,2018,ALL4_D,A_NONE,H_RUNNERUP,TIE,,1.4824382221026544,5
U56,2018,ALL4_D,A_NONE,H_NARROWEST,W,N,inf,5
