
========================================================================================================================================================================================================
PANEL u56: 56 tradable names, 2008-01-02 -> 2026-09-04 | eval from 2009-01-13 | IS <= 2016-12-31 | OOS >= 2017-01-01
  SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: DD cap 20.23%, CAGR floor 10.66%
  regime spy200     armed 0.171 (757 days) | IS 0.177 OOS 0.165
  regime breadth20  armed 0.087 (384 days) | IS 0.031 OOS 0.132
  CHECK(a) run_cond(no instrument) == engine.backtest @0bps: max|diff| = 0.000e+00
  CHECK(a) run_cond(no instrument) == engine.backtest @10bps: max|diff| = 0.000e+00
  CHECK(a) run_cond(no instrument) == engine.backtest @25bps: max|diff| = 0.000e+00

========================================================================================================================================================================================================
PANEL broad: 136 tradable names, 2008-01-02 -> 2026-09-04 | eval from 2009-01-13 | IS <= 2016-12-31 | OOS >= 2017-01-01
  SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: DD cap 20.23%, CAGR floor 10.66%
  regime spy200     armed 0.171 (757 days) | IS 0.177 OOS 0.165
  regime breadth20  armed 0.081 (359 days) | IS 0.025 OOS 0.127

========================================================================================================================================================================================================
PANEL small: 439 tradable names, 2010-01-04 -> 2026-09-04 | eval from 2011-01-13 | IS <= 2016-12-31 | OOS >= 2017-01-01
  SPY CAGR 14.13% Sharpe 0.862 MaxDD -33.72% halves 0.891/0.858 OOS 0.882 | 4b bars: DD cap 20.23%, CAGR floor 9.89%
  regime spy200     armed 0.153 (603 days) | IS 0.134 OOS 0.165
  regime breadth20  armed 0.123 (484 days) | IS 0.049 OOS 0.169

========================================================================================================================================================================================================
LIVE-BASELINE CONTEXT — idea 246's imported `keep_paths` judges 4a against RULES v1 (the pre-2026-09-06 convention).  RULES v2 has been live since 2026-09-06 and is printed here so no 4a count in this file is read as a claim against the live book:
panel    cost            book   CAGR  Sharpe   MaxDD     H1     H2  OOS_CAGR  OOS_Sharpe
  u56  0.0000        RULES v1 0.0900  0.8954 -0.1359 0.8786 0.9149    0.1044      0.9780
  u56  0.0000 RULES v2 (LIVE) 0.0885  1.2307 -0.1203 1.2511 1.2158    0.0973      1.3096
  u56 10.0000        RULES v1 0.0646  0.6647 -0.1383 0.6421 0.6878    0.0773      0.7471
  u56 10.0000 RULES v2 (LIVE) 0.0866  1.2056 -0.1205 1.2259 1.1909    0.0953      1.2851
  u56 25.0000        RULES v1 0.0276  0.3174 -0.1563 0.2860 0.3460    0.0378      0.3992
  u56 25.0000 RULES v2 (LIVE) 0.0837  1.1681 -0.1209 1.1881 1.1534    0.0924      1.2483
broad  0.0000        RULES v1 0.0956  0.9118 -0.1835 1.0363 0.8070    0.0928      0.8569
broad  0.0000 RULES v2 (LIVE) 0.0825  1.1336 -0.1221 1.2547 1.0144    0.0821      1.1481
broad 10.0000        RULES v1 0.0639  0.6350 -0.2119 0.7562 0.5320    0.0594      0.5763
broad 10.0000 RULES v2 (LIVE) 0.0803  1.1058 -0.1224 1.2291 0.9844    0.0798      1.1185
broad 25.0000        RULES v1 0.0179  0.2195 -0.2672 0.3350 0.1198    0.0111      0.1554
broad 25.0000 RULES v2 (LIVE) 0.0770  1.0640 -0.1228 1.1906 0.9393    0.0764      1.0740
small  0.0000        RULES v1 0.1182  0.8281 -0.2930 0.9329 0.7359    0.1157      0.8010
small  0.0000 RULES v2 (LIVE) 0.0409  0.6113 -0.1433 0.6095 0.6153    0.0414      0.6071
small 10.0000        RULES v1 0.0815  0.6027 -0.3284 0.6894 0.5263    0.0792      0.5807
small 10.0000 RULES v2 (LIVE) 0.0380  0.5710 -0.1470 0.5682 0.5757    0.0384      0.5665
small 25.0000        RULES v1 0.0286  0.2645 -0.4304 0.3240 0.2115    0.0267      0.2501
small 25.0000 RULES v2 (LIVE) 0.0337  0.5106 -0.1527 0.5064 0.5164    0.0339      0.5056

========================================================================================================================================================================================================
GRID: 1107 runs written to 2026-09-08_do-de-grossing-instruments-belong-armed-only-in-crashes-after-all_B.grid.csv (25 arm labels x 3 panels x 3 books x 3 cost rungs)
GROSS MATCH QUALITY: max |achieved - target| mean gross over all 432 matched controls = 8.63e-05 (tolerance 0.0001); mu range 0.8262 - 1.0571

----- FULL GRID (every point) -----
panel  book    cost                        arm            regime  armed_frac  mean_gross  turnover   CAGR  Sharpe   MaxDD     H1      H2  OOS_Sharpe  pass4a  pass4b
  u56   V1u 25.0000 MATCHED[ddctl16/breadth20] matched-breadth20      0.0865      0.7923   24.5486 0.0278  0.3130 -0.2097 0.3289  0.3010      0.3588   False   False
  u56 TOP20  0.0000                    CONTROL              none      1.0000      0.7471    9.0443 0.1654  1.2403 -0.2212 1.3465  1.1695      1.2312   False   False
  u56 TOP20  0.0000                    gross00            always      1.0000      0.0000    0.0000 0.0000     NaN  0.0000    NaN     NaN         NaN   False   False
  u56 TOP20  0.0000                    gross00            spy200      0.1705      0.6167    9.2473 0.1313  1.1722 -0.1281 1.1928  1.1636      1.2425    True    True
  u56 TOP20  0.0000    MATCHED[gross00/spy200]    matched-spy200      0.1705      0.6519    7.9035 0.1439  1.2402 -0.1951 1.3464  1.1694      1.2311   False    True
  u56 TOP20  0.0000                    gross00         breadth20      0.0865      0.6803    9.3782 0.1470  1.2046 -0.2074 1.3299  1.1006      1.1778   False   False
  u56 TOP20  0.0000 MATCHED[gross00/breadth20] matched-breadth20      0.0865      0.7192    8.7105 0.1591  1.2402 -0.2137 1.3464  1.1695      1.2312   False   False
  u56 TOP20  0.0000                    gross25            always      1.0000      0.1870    2.2976 0.0406  1.2397 -0.0589 1.3457  1.1688      1.2303    True   False
  u56 TOP20  0.0000                    gross25            spy200      0.1705      0.6493    9.1834 0.1402  1.2300 -0.1361 1.2689  1.2071      1.2817   False    True
  u56 TOP20  0.0000    MATCHED[gross25/spy200]    matched-spy200      0.1705      0.6865    8.3178 0.1517  1.2402 -0.2047 1.3464  1.1695      1.2311   False   False
  u56 TOP20  0.0000                    gross25         breadth20      0.0865      0.6970    9.2853 0.1519  1.2336 -0.2048 1.3418  1.1456      1.2190   False   False
  u56 TOP20  0.0000 MATCHED[gross25/breadth20] matched-breadth20      0.0865      0.7369    8.9221 0.1631  1.2402 -0.2185 1.3465  1.1695      1.2312   False   False
  u56 TOP20  0.0000                    gross50            always      1.0000      0.3738    4.5633 0.0818  1.2399 -0.1154 1.3460  1.1691      1.2307    True   False
  u56 TOP20  0.0000                    gross50            spy200      0.1705      0.6819    9.1172 0.1489  1.2577 -0.1648 1.3184  1.2185      1.2889   False    True
  u56 TOP20  0.0000    MATCHED[gross50/spy200]    matched-spy200      0.1705      0.7209    8.7306 0.1595  1.2402 -0.2141 1.3464  1.1695      1.2312   False   False
  u56 TOP20  0.0000                    gross50         breadth20      0.0865      0.7137    9.1913 0.1565  1.2484 -0.2021 1.3484  1.1708      1.2402   False    True
  u56 TOP20  0.0000 MATCHED[gross50/breadth20] matched-breadth20      0.0865      0.7545    9.1335 0.1671  1.2403 -0.2233 1.3465  1.1695      1.2312   False   False
  u56 TOP20  0.0000                    gross75            always      1.0000      0.5605    6.8078 0.1234  1.2401 -0.1694 1.3462  1.1693      1.2309   False    True
  u56 TOP20  0.0000                    gross75            spy200      0.1705      0.7145    9.0504 0.1573  1.2589 -0.1932 1.3428  1.2032      1.2692   False    True
  u56 TOP20  0.0000    MATCHED[gross75/spy200]    matched-spy200      0.1705      0.7553    9.1434 0.1673  1.2403 -0.2235 1.3465  1.1695      1.2312   False   False
  u56 TOP20  0.0000                    gross75         breadth20      0.0865      0.7304    9.0972 0.1611  1.2500 -0.2086 1.3499  1.1776      1.2432   False   False
  u56 TOP20  0.0000 MATCHED[gross75/breadth20] matched-breadth20      0.0865      0.7721    9.3449 0.1711  1.2403 -0.2280 1.3465  1.1696      1.2312   False   False
  u56 TOP20  0.0000                    ddctl04            always      1.0000      0.5358    7.2465 0.1015  1.0656 -0.1648 1.1487  0.9992      1.0871   False   False
  u56 TOP20  0.0000                    ddctl04            spy200      0.1705      0.6846    9.1510 0.1476  1.2443 -0.1648 1.2872  1.2185      1.2889   False    True
  u56 TOP20  0.0000    MATCHED[ddctl04/spy200]    matched-spy200      0.1705      0.7238    8.7649 0.1601  1.2402 -0.2149 1.3464  1.1695      1.2312   False   False
  u56 TOP20  0.0000                    ddctl04         breadth20      0.0865      0.7141    9.1679 0.1576  1.2551 -0.2021 1.3629  1.1708      1.2402   False    True
  u56 TOP20  0.0000 MATCHED[ddctl04/breadth20] matched-breadth20      0.0865      0.7549    9.1388 0.1672  1.2403 -0.2234 1.3465  1.1695      1.2312   False   False
  u56 TOP20  0.0000                    ddctl08            always      1.0000      0.6188    7.8083 0.1245  1.1249 -0.1648 1.2188  1.0457      1.1360   False    True
  u56 TOP20  0.0000                    ddctl08            spy200      0.1705      0.6973    9.0930 0.1506  1.2406 -0.1648 1.2942  1.2023      1.2726   False    True
  u56 TOP20  0.0000    MATCHED[ddctl08/spy200]    matched-spy200      0.1705      0.7371    8.9248 0.1631  1.2402 -0.2185 1.3465  1.1695      1.2312   False   False
  u56 TOP20  0.0000                    ddctl08         breadth20      0.0865      0.7174    9.1425 0.1593  1.2593 -0.2021 1.3574  1.1808      1.2495   False    True
  u56 TOP20  0.0000 MATCHED[ddctl08/breadth20] matched-breadth20      0.0865      0.7583    9.1795 0.1680  1.2403 -0.2243 1.3465  1.1695      1.2312   False   False
  u56 TOP20  0.0000                    ddctl12            always      1.0000      0.6948    8.5438 0.1411  1.1384 -0.1969 1.3465  0.9582      1.0434   False    True
  u56 TOP20  0.0000                    ddctl12            spy200      0.1705      0.7301    9.0632 0.1536  1.1971 -0.1969 1.3465  1.0790      1.1515   False    True
  u56 TOP20  0.0000    MATCHED[ddctl12/spy200]    matched-spy200      0.1705      0.7718    9.3416 0.1710  1.2403 -0.2279 1.3465  1.1696      1.2312   False   False
  u56 TOP20  0.0000                    ddctl12         breadth20      0.0865      0.7363    9.1826 0.1575  1.2180 -0.1969 1.3465  1.1195      1.1886   False    True
  u56 TOP20  0.0000 MATCHED[ddctl12/breadth20] matched-breadth20      0.0865      0.7783    9.4198 0.1725  1.2403 -0.2297 1.3465  1.1696      1.2313   False   False
  u56 TOP20  0.0000                    ddctl16            always      1.0000      0.7402    8.9950 0.1589  1.2247 -0.1969 1.3465  1.1327      1.2005   False    True
  u56 TOP20  0.0000                    ddctl16            spy200      0.1705      0.7426    9.0299 0.1620  1.2397 -0.1969 1.3465  1.1621      1.2272   False    True
  u56 TOP20  0.0000    MATCHED[ddctl16/spy200]    matched-spy200      0.1705      0.7850    9.5002 0.1740  1.2403 -0.2315 1.3465  1.1696      1.2313   False   False
  u56 TOP20  0.0000                    ddctl16         breadth20      0.0865      0.7447    9.0931 0.1635  1.2474 -0.1969 1.3465  1.1767      1.2406   False    True
  u56 TOP20  0.0000 MATCHED[ddctl16/breadth20] matched-breadth20      0.0865      0.7872    9.5259 0.1745  1.2403 -0.2321 1.3465  1.1696      1.2313   False   False
  u56 TOP20 10.0000                    CONTROL              none      1.0000      0.7471    9.0443 0.1549  1.1710 -0.2221 1.2684  1.1066      1.1677   False   False
  u56 TOP20 10.0000                    gross00            always      1.0000      0.0000    0.0000 0.0000     NaN  0.0000    NaN     NaN         NaN   False   False
  u56 TOP20 10.0000                    gross00            spy200      0.1705      0.6167    9.2473 0.1209  1.0888 -0.1329 1.0996  1.0879      1.1667    True    True
  u56 TOP20 10.0000    MATCHED[gross00/spy200]    matched-spy200      0.1705      0.6519    7.9035 0.1349  1.1708 -0.1959 1.2681  1.1063      1.1674   False    True
  u56 TOP20 10.0000                    gross00         breadth20      0.0865      0.6803    9.3782 0.1363  1.1265 -0.2087 1.2488  1.0248      1.1020   False   False
  u56 TOP20 10.0000 MATCHED[gross00/breadth20] matched-breadth20      0.0865      0.7192    8.7105 0.1491  1.1709 -0.2145 1.2683  1.1065      1.1676   False   False
  u56 TOP20 10.0000                    gross25            always      1.0000      0.1870    2.2976 0.0382  1.1692 -0.0592 1.2664  1.1046      1.1656    True   False
  u56 TOP20 10.0000                    gross25            spy200      0.1705      0.6493    9.1834 0.1298  1.1482 -0.1368 1.1775  1.1326      1.2071    True    True
  u56 TOP20 10.0000    MATCHED[gross25/spy200]    matched-spy200      0.1705      0.6865    8.3178 0.1422  1.1709 -0.2055 1.2682  1.1064      1.1675   False   False
  u56 TOP20 10.0000                    gross25         breadth20      0.0865      0.6970    9.2853 0.1412  1.1566 -0.2059 1.2610  1.0716      1.1450   False   False
  u56 TOP20 10.0000 MATCHED[gross25/breadth20] matched-breadth20      0.0865      0.7369    8.9221 0.1528  1.1710 -0.2193 1.2683  1.1065      1.1677   False   False
  u56 TOP20 10.0000                    gross50            always      1.0000      0.3738    4.5633 0.0768  1.1699 -0.1158 1.2672  1.1054      1.1664    True   False
  u56 TOP20 10.0000                    gross50            spy200      0.1705      0.6819    9.1172 0.1385  1.1792 -0.1656 1.2306  1.1470      1.2171   False    True
  u56 TOP20 10.0000    MATCHED[gross50/spy200]    matched-spy200      0.1705      0.7209    8.7306 0.1494  1.1709 -0.2150 1.2683  1.1065      1.1676   False   False
  u56 TOP20 10.0000                    gross50         breadth20      0.0865      0.7137    9.1913 0.1460  1.1735 -0.2031 1.2683  1.0999      1.1691   False   False
  u56 TOP20 10.0000 MATCHED[gross50/breadth20] matched-breadth20      0.0865      0.7545    9.1335 0.1565  1.1710 -0.2241 1.2684  1.1066      1.1677   False   False
  u56 TOP20 10.0000                    gross75            always      1.0000      0.5605    6.8078 0.1158  1.1705 -0.1701 1.2679  1.1061      1.1671   False    True
  u56 TOP20 10.0000                    gross75            spy200      0.1705      0.7145    9.0504 0.1469  1.1849 -0.1940 1.2597  1.1359      1.2015   False    True
  u56 TOP20 10.0000    MATCHED[gross75/spy200]    matched-spy200      0.1705      0.7553    9.1434 0.1567  1.1710 -0.2243 1.2684  1.1066      1.1677   False   False
  u56 TOP20 10.0000                    gross75         breadth20      0.0865      0.7304    9.0972 0.1505  1.1778 -0.2097 1.2707  1.1107      1.1758   False   False
  u56 TOP20 10.0000 MATCHED[gross75/breadth20] matched-breadth20      0.0865      0.7721    9.3449 0.1602  1.1710 -0.2289 1.2684  1.1066      1.1677   False   False
  u56 TOP20 10.0000                    ddctl04            always      1.0000      0.5297    7.1015 0.0914  0.9732 -0.1656 1.0198  0.9384      1.0247   False   False
  u56 TOP20 10.0000                    ddctl04            spy200      0.1705      0.6846    9.1510 0.1371  1.1657 -0.1656 1.1993  1.1470      1.2171   False    True
  u56 TOP20 10.0000    MATCHED[ddctl04/spy200]    matched-spy200      0.1705      0.7238    8.7649 0.1500  1.1709 -0.2157 1.2683  1.1065      1.1676   False   False
  u56 TOP20 10.0000                    ddctl04         breadth20      0.0865      0.7141    9.1679 0.1470  1.1804 -0.2031 1.2833  1.0999      1.1691   False   False
  u56 TOP20 10.0000 MATCHED[ddctl04/breadth20] matched-breadth20      0.0865      0.7549    9.1388 0.1566  1.1710 -0.2242 1.2684  1.1066      1.1677   False   False
  u56 TOP20 10.0000                    ddctl08            always      1.0000      0.6134    7.7437 0.1137  1.0423 -0.1656 1.1387  0.9593      1.0514   False    True
  u56 TOP20 10.0000                    ddctl08            spy200      0.1705      0.6968    9.0906 0.1401  1.1636 -0.1656 1.2090  1.1317      1.2017   False    True
  u56 TOP20 10.0000    MATCHED[ddctl08/spy200]    matched-spy200      0.1705      0.7367    8.9194 0.1527  1.1710 -0.2193 1.2683  1.1065      1.1676   False   False
  u56 TOP20 10.0000                    ddctl08         breadth20      0.0865      0.7174    9.1425 0.1487  1.1853 -0.2031 1.2788  1.1105      1.1790   False   False
  u56 TOP20 10.0000 MATCHED[ddctl08/breadth20] matched-breadth20      0.0865      0.7583    9.1795 0.1573  1.1710 -0.2252 1.2684  1.1066      1.1677   False   False
  u56 TOP20 10.0000                    ddctl12            always      1.0000      0.6927    8.5280 0.1286  1.0504 -0.1976 1.2684  0.8603      0.9474   False    True
  u56 TOP20 10.0000                    ddctl12            spy200      0.1705      0.7301    9.0632 0.1432  1.1253 -0.1976 1.2684  1.0121      1.0842   False    True
  u56 TOP20 10.0000    MATCHED[ddctl12/spy200]    matched-spy200      0.1705      0.7718    9.3416 0.1601  1.1710 -0.2288 1.2684  1.1066      1.1677   False   False
  u56 TOP20 10.0000                    ddctl12         breadth20      0.0865      0.7363    9.1826 0.1469  1.1456 -0.1976 1.2684  1.0514      1.1202   False    True
  u56 TOP20 10.0000 MATCHED[ddctl12/breadth20] matched-breadth20      0.0865      0.7783    9.4198 0.1615  1.1710 -0.2306 1.2684  1.1066      1.1678   False   False
  u56 TOP20 10.0000                    ddctl16            always      1.0000      0.7402    8.9950 0.1485  1.1540 -0.1976 1.2684  1.0676      1.1349   False    True
  u56 TOP20 10.0000                    ddctl16            spy200      0.1705      0.7426    9.0299 0.1516  1.1692 -0.1976 1.2684  1.0972      1.1618   False    True
  u56 TOP20 10.0000    MATCHED[ddctl16/spy200]    matched-spy200      0.1705      0.7850    9.5002 0.1629  1.1711 -0.2324 1.2684  1.1066      1.1678   False   False
  u56 TOP20 10.0000                    ddctl16         breadth20      0.0865      0.7447    9.0931 0.1529  1.1765 -0.1976 1.2684  1.1111      1.1746   False    True
  u56 TOP20 10.0000 MATCHED[ddctl16/breadth20] matched-breadth20      0.0865      0.7872    9.5259 0.1634  1.1711 -0.2330 1.2684  1.1067      1.1678   False   False
  u56 TOP20 25.0000                    CONTROL              none      1.0000      0.7471    9.0443 0.1394  1.0669 -0.2234 1.1509  1.0119      1.0722   False   False
  u56 TOP20 25.0000                    gross00            always      1.0000      0.0000    0.0000 0.0000     NaN  0.0000    NaN     NaN         NaN   False   False
  u56 TOP20 25.0000                    gross00            spy200      0.1705      0.6167    9.2473 0.1055  0.9634 -0.1489 0.9593  0.9738      1.0526    True   False
  u56 TOP20 25.0000    MATCHED[gross00/spy200]    matched-spy200      0.1705      0.6519    7.9035 0.1216  1.0665 -0.1971 1.1505  1.0115      1.0717   False    True
  u56 TOP20 25.0000                    gross00         breadth20      0.0865      0.6803    9.3782 0.1205  1.0090 -0.2106 1.1268  0.9107      0.9880   False   False
  u56 TOP20 25.0000 MATCHED[gross00/breadth20] matched-breadth20      0.0865      0.7192    8.7105 0.1342  1.0668 -0.2158 1.1508  1.0118      1.0721   False   False
  u56 TOP20 25.0000                    gross25            always      1.0000      0.1870    2.2976 0.0346  1.0633 -0.0595 1.1472  1.0082      1.0683    True   False
  u56 TOP20 25.0000                    gross25            spy200      0.1705      0.6493    9.1834 0.1144  1.0251 -0.1380 1.0400  1.0205      1.0948    True    True
  u56 TOP20 25.0000    MATCHED[gross25/spy200]    matched-spy200      0.1705      0.6865    8.3178 0.1280  1.0666 -0.2067 1.1506  1.0117      1.0719   False   False
  u56 TOP20 25.0000                    gross25         breadth20      0.0865      0.6970    9.2853 0.1255  1.0409 -0.2075 1.1395  0.9605      1.0337   False   False
  u56 TOP20 25.0000 MATCHED[gross25/breadth20] matched-breadth20      0.0865      0.7369    8.9221 0.1375  1.0668 -0.2206 1.1508  1.0119      1.0721   False   False
  u56 TOP20 25.0000                    gross50            always      1.0000      0.3738    4.5633 0.0695  1.0648 -0.1166 1.1487  1.0097      1.0699    True   False
  u56 TOP20 25.0000                    gross50            spy200      0.1705      0.6819    9.1172 0.1230  1.0611 -0.1668 1.0984  1.0395      1.1092   False    True
  u56 TOP20 25.0000    MATCHED[gross50/spy200]    matched-spy200      0.1705      0.7209    8.7306 0.1345  1.0668 -0.2162 1.1508  1.0118      1.0721   False   False
  u56 TOP20 25.0000                    gross50         breadth20      0.0865      0.7137    9.1913 0.1303  1.0609 -0.2045 1.1477  0.9934      1.0623   False   False
  u56 TOP20 25.0000 MATCHED[gross50/breadth20] matched-breadth20      0.0865      0.7545    9.1335 0.1408  1.0669 -0.2254 1.1509  1.0120      1.0722   False   False
  u56 TOP20 25.0000                    gross75            always      1.0000      0.5605    6.8078 0.1044  1.0660 -0.1712 1.1500  1.0110      1.0712   False   False
  u56 TOP20 25.0000                    gross75            spy200      0.1705      0.7145    9.0504 0.1314  1.0737 -0.1952 1.1347  1.0347      1.0996   False    True
  u56 TOP20 25.0000    MATCHED[gross75/spy200]    matched-spy200      0.1705      0.7553    9.1434 0.1409  1.0669 -0.2257 1.1509  1.0120      1.0722   False   False
  u56 TOP20 25.0000                    gross75         breadth20      0.0865      0.7304    9.0972 0.1350  1.0693 -0.2113 1.1516  1.0101      1.0746   False   False
  u56 TOP20 25.0000 MATCHED[gross75/breadth20] matched-breadth20      0.0865      0.7721    9.3449 0.1440  1.0670 -0.2302 1.1509  1.0120      1.0723   False   False
  u56 TOP20 25.0000                    ddctl04            always      1.0000      0.5135    6.9554 0.0750  0.8320 -0.1668 0.8794  0.7971      0.8804   False   False
  u56 TOP20 25.0000                    ddctl04            spy200      0.1705      0.6846    9.1510 0.1216  1.0475 -0.1668 1.0671  1.0395      1.1092   False    True
  u56 TOP20 25.0000    MATCHED[ddctl04/spy200]    matched-spy200      0.1705      0.7238    8.7649 0.1350  1.0668 -0.2170 1.1508  1.0118      1.0721   False   False
  u56 TOP20 25.0000                    ddctl04         breadth20      0.0865      0.7137    9.1913 0.1303  1.0609 -0.2045 1.1477  0.9934      1.0623   False   False
  u56 TOP20 25.0000 MATCHED[ddctl04/breadth20] matched-breadth20      0.0865      0.7545    9.1335 0.1408  1.0669 -0.2254 1.1509  1.0120      1.0722   False   False
  u56 TOP20 25.0000                    ddctl08            always      1.0000      0.6037    7.5653 0.0982  0.9269 -0.1668 1.0394  0.8316      0.9253   False   False
  u56 TOP20 25.0000                    ddctl08            spy200      0.1705      0.6928    9.0841 0.1246  1.0572 -0.1668 1.0641  1.0577      1.1259   False    True
  u56 TOP20 25.0000    MATCHED[ddctl08/spy200]    matched-spy200      0.1705      0.7324    8.8681 0.1366  1.0668 -0.2194 1.1508  1.0119      1.0721   False   False
  u56 TOP20 25.0000                    ddctl08         breadth20      0.0865      0.7174    9.1425 0.1331  1.0741 -0.2045 1.1604  1.0049      1.0730   False   False
  u56 TOP20 25.0000 MATCHED[ddctl08/breadth20] matched-breadth20      0.0865      0.7583    9.1795 0.1415  1.0669 -0.2265 1.1509  1.0120      1.0722   False   False
  u56 TOP20 25.0000                    ddctl12            always      1.0000      0.6605    8.2227 0.1018  0.8701 -0.1986 1.0978  0.6762      0.7692   False   False
  u56 TOP20 25.0000                    ddctl12            spy200      0.1705      0.7289    9.1170 0.1258  1.0045 -0.1986 1.1231  0.9116      0.9830   False    True
  u56 TOP20 25.0000    MATCHED[ddctl12/spy200]    matched-spy200      0.1705      0.7705    9.3258 0.1437  1.0669 -0.2298 1.1509  1.0120      1.0723   False   False
  u56 TOP20 25.0000                    ddctl12         breadth20      0.0865      0.7363    9.1826 0.1312  1.0369 -0.1986 1.1509  0.9491      1.0174   False    True
  u56 TOP20 25.0000 MATCHED[ddctl12/breadth20] matched-breadth20      0.0865      0.7783    9.4198 0.1452  1.0670 -0.2319 1.1510  1.0121      1.0723   False   False
  u56 TOP20 25.0000                    ddctl16            always      1.0000      0.7402    8.9950 0.1331  1.0477 -0.1986 1.1509  0.9698      1.0363   False    True
  u56 TOP20 25.0000                    ddctl16            spy200      0.1705      0.7426    9.0299 0.1361  1.0631 -0.1986 1.1509  0.9997      1.0635   False    True
  u56 TOP20 25.0000    MATCHED[ddctl16/spy200]    matched-spy200      0.1705      0.7850    9.5002 0.1465  1.0670 -0.2337 1.1510  1.0121      1.0723   False   False
  u56 TOP20 25.0000                    ddctl16         breadth20      0.0865      0.7447    9.0931 0.1373  1.0699 -0.1986 1.1509  1.0126      1.0753   False    True
  u56 TOP20 25.0000 MATCHED[ddctl16/breadth20] matched-breadth20      0.0865      0.7872    9.5259 0.1469  1.0670 -0.2343 1.1510  1.0121      1.0723   False   False
  u56 EWall  0.0000                    CONTROL              none      1.0000      0.7502    0.8284 0.1336  1.1311 -0.2251 1.1973  1.0790      1.1429   False   False
  u56 EWall  0.0000                    gross00            always      1.0000      0.0000    0.0000 0.0000     NaN  0.0000    NaN     NaN         NaN   False   False
  u56 EWall  0.0000                    gross00            spy200      0.1705      0.6194    2.8549 0.0934  1.1341 -0.1368 1.0550  1.2092      1.3125   False   False
  u56 EWall  0.0000    MATCHED[gross00/spy200]    matched-spy200      0.1705      0.6200    0.6977 0.1102  1.1309 -0.1888 1.1966  1.0792      1.1431   False    True
  u56 EWall  0.0000                    gross00         breadth20      0.0865      0.6833    2.1469 0.1153  1.1414 -0.1858 1.1739  1.1082      1.2016   False    True
  u56 EWall  0.0000 MATCHED[gross00/breadth20] matched-breadth20      0.0865      0.6838    0.7617 0.1217  1.1310 -0.2067 1.1970  1.0791      1.1430   False   False
  u56 EWall  0.0000                    gross25            always      1.0000      0.1877    0.2348 0.0331  1.1302 -0.0600 1.1941  1.0796      1.1437    True   False
  u56 EWall  0.0000                    gross25            spy200      0.1705      0.6522    2.3348 0.1039  1.2158 -0.1197 1.1692  1.2604      1.3560    True   False
  u56 EWall  0.0000    MATCHED[gross25/spy200]    matched-spy200      0.1705      0.6527    0.7305 0.1161  1.1310 -0.1980 1.1968  1.0792      1.1431   False    True
  u56 EWall  0.0000                    gross25         breadth20      0.0865      0.7001    1.8059 0.1202  1.1730 -0.1843 1.1871  1.1594      1.2472   False    True
  u56 EWall  0.0000 MATCHED[gross25/breadth20] matched-breadth20      0.0865      0.7006    0.7785 0.1247  1.1311 -0.2114 1.1971  1.0791      1.1430   False   False
  u56 EWall  0.0000                    gross50            always      1.0000      0.3753    0.4454 0.0664  1.1305 -0.1175 1.1952  1.0795      1.1435    True   False
  u56 EWall  0.0000                    gross50            spy200      0.1705      0.6849    1.8099 0.1141  1.2251 -0.1555 1.2198  1.2322      1.3175   False    True
  u56 EWall  0.0000    MATCHED[gross50/spy200]    matched-spy200      0.1705      0.6854    0.7633 0.1220  1.1310 -0.2072 1.1970  1.0791      1.1430   False   False
  u56 EWall  0.0000                    gross50         breadth20      0.0865      0.7168    1.4625 0.1249  1.1787 -0.1863 1.1953  1.1616      1.2420   False    True
  u56 EWall  0.0000 MATCHED[gross50/breadth20] matched-breadth20      0.0865      0.7173    0.7953 0.1277  1.1311 -0.2160 1.1972  1.0791      1.1429   False   False
  u56 EWall  0.0000                    gross75            always      1.0000      0.5628    0.6401 0.0999  1.1309 -0.1725 1.1963  1.0793      1.1432   False   False
  u56 EWall  0.0000                    gross75            spy200      0.1705      0.7176    1.2823 0.1240  1.1878 -0.1907 1.2221  1.1612      1.2355   False    True
  u56 EWall  0.0000    MATCHED[gross75/spy200]    matched-spy200      0.1705      0.7181    0.7961 0.1278  1.1311 -0.2163 1.1972  1.0791      1.1429   False   False
  u56 EWall  0.0000                    gross75         breadth20      0.0865      0.7335    1.1182 0.1294  1.1626 -0.2057 1.1986  1.1291      1.2013   False   False
  u56 EWall  0.0000 MATCHED[gross75/breadth20] matched-breadth20      0.0865      0.7340    0.8121 0.1307  1.1311 -0.2207 1.1972  1.0790      1.1429   False   False
  u56 EWall  0.0000                    ddctl04            always      1.0000      0.5756    1.3821 0.0864  1.1015 -0.1555 1.1815  1.0385      1.1529   False   False
  u56 EWall  0.0000                    ddctl04            spy200      0.1705      0.6853    1.8105 0.1139  1.2217 -0.1555 1.2198  1.2259      1.3115   False    True
  u56 EWall  0.0000    MATCHED[ddctl04/spy200]    matched-spy200      0.1705      0.6858    0.7637 0.1220  1.1310 -0.2073 1.1970  1.0791      1.1430   False   False
  u56 EWall  0.0000                    ddctl04         breadth20      0.0865      0.7168    1.4625 0.1249  1.1787 -0.1863 1.1953  1.1616      1.2420   False    True
