corpus,window,step,conv,rung,n_is,n_oos,is_exact,oos_exact,gap,is_QRAB,oos_QRAB,is_rho,oos_rho
ASOF,1008,21,WINDOW,0.0,48,68,0.0,0.0,0.0,0.625,0.8235294117647058,0.13262552924550916,0.3382352941176471
ASOF,1008,21,WINDOW,10.0,48,68,0.0,0.029411764705882353,0.029411764705882353,0.5,0.8823529411764706,0.07625529245509141,0.4117647058823529
ASOF,1008,21,WINDOW,25.0,48,68,0.0,0.07352941176470588,0.07352941176470588,0.4791666666666667,0.9705882352941176,0.0782985468582855,0.5127356677027124
ASOF,1008,21,FULL,0.0,48,68,0.5208333333333334,0.0,-0.5208333333333334,0.9166666666666666,0.8235294117647058,0.6770833333333334,0.3382352941176471
ASOF,1008,21,FULL,10.0,48,68,0.20833333333333334,0.029411764705882353,-0.17892156862745098,0.9166666666666666,0.8823529411764706,0.5360843918243516,0.4117647058823529
ASOF,1008,21,FULL,25.0,48,68,0.0,0.11764705882352941,0.11764705882352941,0.9583333333333334,0.9705882352941176,0.4583333333333333,0.5347944912321241
ASOF,1008,63,WINDOW,0.0,16,23,0.0,0.0,0.0,0.625,0.8260869565217391,0.125,0.32608695652173914
ASOF,1008,63,WINDOW,10.0,16,23,0.0,0.043478260869565216,0.043478260869565216,0.5,0.8695652173913043,0.06862976320958228,0.41304347826086957
ASOF,1008,63,WINDOW,25.0,16,23,0.0,0.08695652173913043,0.08695652173913043,0.5625,1.0,0.1540063509461097,0.559392408860193
ASOF,1008,63,FULL,0.0,16,23,0.5625,0.0,-0.5625,0.875,0.8260869565217391,0.65625,0.32608695652173914
ASOF,1008,63,FULL,10.0,16,23,0.25,0.043478260869565216,-0.20652173913043478,0.875,0.8695652173913043,0.5228765877365275,0.41304347826086957
ASOF,1008,63,FULL,25.0,16,23,0.0,0.13043478260869565,0.13043478260869565,0.9375,1.0,0.4375,0.5811315392949756
ASOF,1008,126,WINDOW,0.0,8,12,0.0,0.0,0.0,0.625,0.8333333333333334,0.125,0.3333333333333333
ASOF,1008,126,WINDOW,10.0,8,12,0.0,0.0,0.0,0.375,0.9166666666666666,-0.07924682452694515,0.4166666666666667
ASOF,1008,126,WINDOW,25.0,8,12,0.0,0.08333333333333333,0.08333333333333333,0.5,1.0,0.0915063509461097,0.5721687836487032
ASOF,1008,126,FULL,0.0,8,12,0.375,0.0,-0.375,0.875,0.8333333333333334,0.5625,0.3333333333333333
ASOF,1008,126,FULL,10.0,8,12,0.375,0.0,-0.375,0.875,0.9166666666666666,0.5625,0.4166666666666667
ASOF,1008,126,FULL,25.0,8,12,0.0,0.16666666666666666,0.16666666666666666,0.875,1.0,0.375,0.6138354503153699
TODAY,504,21,WINDOW,0.0,72,92,0.0,0.11956521739130435,0.11956521739130435,0.625,0.9130434782608695,0.20633897861876419,0.48621794356053133
TODAY,504,21,WINDOW,10.0,72,92,0.0,0.11956521739130435,0.11956521739130435,0.6388888888888888,0.8913043478260869,0.2558136706533624,0.47389213273210123
TODAY,504,21,WINDOW,25.0,72,92,0.013888888888888888,0.11956521739130435,0.10567632850241546,0.6388888888888888,0.9021739130434783,0.26784180126147955,0.4699135957344443
TODAY,504,21,FULL,0.0,72,92,0.375,0.15217391304347827,-0.22282608695652173,0.9722222222222222,0.9021739130434783,0.6698895945495678,0.5090231197708934
TODAY,504,21,FULL,10.0,72,92,0.20833333333333334,0.2717391304347826,0.06340579710144925,0.9722222222222222,0.9130434782608695,0.5865562612162345,0.5836538306815938
TODAY,504,21,FULL,25.0,72,92,0.1111111111111111,0.3804347826086957,0.26932367149758457,0.9305555555555556,0.9239130434782609,0.49813924171922835,0.6380016567685504
TODAY,504,63,WINDOW,0.0,24,31,0.0,0.12903225806451613,0.12903225806451613,0.5833333333333334,0.9354838709677419,0.14433756729740646,0.5279363033478852
TODAY,504,63,WINDOW,10.0,24,31,0.0,0.12903225806451613,0.12903225806451613,0.5833333333333334,0.9354838709677419,0.174839684279443,0.5118072710898206
TODAY,504,63,WINDOW,25.0,24,31,0.041666666666666664,0.16129032258064516,0.1196236559139785,0.625,0.9032258064516129,0.2525907427704613,0.4956782388317561
TODAY,504,63,FULL,0.0,24,31,0.375,0.1935483870967742,-0.1814516129032258,0.9583333333333334,0.9032258064516129,0.6610843918243516,0.5279363033478852
TODAY,504,63,FULL,10.0,24,31,0.16666666666666666,0.2903225806451613,0.12365591397849465,0.9583333333333334,0.9354838709677419,0.556917725157685,0.5924524323801431
TODAY,504,63,FULL,25.0,24,31,0.125,0.3870967741935484,0.2620967741935484,0.9166666666666666,0.9032258064516129,0.5,0.6203887357280282
TODAY,504,126,WINDOW,0.0,12,16,0.0,0.0625,0.0625,0.5833333333333334,0.9375,0.14433756729740646,0.5
TODAY,504,126,WINDOW,10.0,12,16,0.0,0.0625,0.0625,0.5833333333333334,0.9375,0.174839684279443,0.46875
TODAY,504,126,WINDOW,25.0,12,16,0.08333333333333333,0.1875,0.10416666666666667,0.6666666666666666,0.875,0.3303418012614796,0.46875
TODAY,504,126,FULL,0.0,12,16,0.3333333333333333,0.1875,-0.14583333333333331,0.9166666666666666,0.9375,0.6138354503153699,0.5625
TODAY,504,126,FULL,10.0,12,16,0.08333333333333333,0.25,0.16666666666666669,0.9166666666666666,1.0,0.48883545031536996,0.6478765877365275
TODAY,504,126,FULL,25.0,12,16,0.08333333333333333,0.375,0.2916666666666667,0.9166666666666666,0.9375,0.4583333333333333,0.6478765877365275
TODAY,756,21,WINDOW,0.0,60,80,0.0,0.1375,0.1375,0.6833333333333333,0.825,0.26263883748662836,0.41875
TODAY,756,21,WINDOW,10.0,60,80,0.0,0.175,0.175,0.65,0.9,0.30251058491018284,0.5108253175473054
TODAY,756,21,WINDOW,25.0,60,80,0.0,0.2125,0.2125,0.6833333333333333,0.9125,0.33584391824351617,0.5358253175473054
TODAY,756,21,FULL,0.0,60,80,0.38333333333333336,0.2,-0.18333333333333335,1.0,0.825,0.6916666666666667,0.459150635094611
TODAY,756,21,FULL,10.0,60,80,0.16666666666666666,0.2875,0.12083333333333332,1.0,0.9,0.5833333333333334,0.5625
TODAY,756,21,FULL,25.0,60,80,0.06666666666666667,0.35,0.2833333333333333,0.9166666666666666,0.9,0.4583333333333333,0.5983253175473054
TODAY,756,63,WINDOW,0.0,20,27,0.0,0.1111111111111111,0.1111111111111111,0.7,0.8148148148148148,0.29150635094610966,0.4074074074074074
TODAY,756,63,WINDOW,10.0,20,27,0.0,0.18518518518518517,0.18518518518518517,0.65,0.8888888888888888,0.2964101615137755,0.5185185185185185
TODAY,756,63,WINDOW,25.0,20,27,0.0,0.25925925925925924,0.25925925925925924,0.7,0.8888888888888888,0.3464101615137755,0.5370370370370371
TODAY,756,63,FULL,0.0,20,27,0.4,0.2222222222222222,-0.1777777777777778,1.0,0.8148148148148148,0.7,0.4765194593994237
TODAY,756,63,FULL,10.0,20,27,0.15,0.3333333333333333,0.18333333333333332,1.0,0.8888888888888888,0.575,0.5925925925925926
TODAY,756,63,FULL,25.0,20,27,0.1,0.37037037037037035,0.27037037037037037,0.9,0.8888888888888888,0.45,0.5925925925925926
TODAY,756,126,WINDOW,0.0,10,14,0.0,0.07142857142857142,0.07142857142857142,0.7,0.7857142857142857,0.3098076211353316,0.35714285714285715
TODAY,756,126,WINDOW,10.0,10,14,0.0,0.14285714285714285,0.14285714285714285,0.6,0.9285714285714286,0.24641016151377554,0.5
TODAY,756,126,WINDOW,25.0,10,14,0.0,0.21428571428571427,0.21428571428571427,0.7,0.9285714285714286,0.3464101615137755,0.5357142857142857
TODAY,756,126,FULL,0.0,10,14,0.3,0.21428571428571427,-0.08571428571428572,1.0,0.7857142857142857,0.65,0.42857142857142855
TODAY,756,126,FULL,10.0,10,14,0.2,0.35714285714285715,0.15714285714285714,1.0,0.9285714285714286,0.6,0.6071428571428571
TODAY,756,126,FULL,25.0,10,14,0.2,0.42857142857142855,0.22857142857142854,0.9,0.9285714285714286,0.5,0.6428571428571429
TODAY,1008,21,WINDOW,0.0,48,68,0.0,0.0,0.0,0.6458333333333334,0.8382352941176471,0.16387552924550916,0.3602941176470588
TODAY,1008,21,WINDOW,10.0,48,68,0.0,0.0,0.0,0.6458333333333334,0.8676470588235294,0.2325052924550914,0.375
TODAY,1008,21,WINDOW,25.0,48,68,0.0,0.04411764705882353,0.04411764705882353,0.6666666666666666,0.9558823529411765,0.26579854685828547,0.4887066295230718
TODAY,1008,21,FULL,0.0,48,68,0.4166666666666667,0.0,-0.4166666666666667,0.9375,0.8382352941176471,0.6458333333333334,0.3602941176470588
TODAY,1008,21,FULL,10.0,48,68,0.16666666666666666,0.0,-0.16666666666666666,0.9375,0.8676470588235294,0.5465010584910183,0.375
TODAY,1008,21,FULL,25.0,48,68,0.020833333333333332,0.08823529411764706,0.06740196078431374,1.0,0.9558823529411765,0.5104166666666666,0.5053827265262418
TODAY,1008,63,WINDOW,0.0,16,23,0.0,0.0,0.0,0.625,0.8695652173913043,0.125,0.391304347826087
TODAY,1008,63,WINDOW,10.0,16,23,0.0,0.0,0.0,0.625,0.8695652173913043,0.19362976320958228,0.391304347826087
TODAY,1008,63,WINDOW,25.0,16,23,0.0,0.08695652173913043,0.08695652173913043,0.6875,0.9565217391304348,0.2790063509461097,0.5159141479906278
TODAY,1008,63,FULL,0.0,16,23,0.375,0.0,-0.375,0.875,0.8695652173913043,0.5625,0.391304347826087
TODAY,1008,63,FULL,10.0,16,23,0.125,0.0,-0.125,0.875,0.8695652173913043,0.49162658773652745,0.391304347826087
TODAY,1008,63,FULL,25.0,16,23,0.0,0.08695652173913043,0.08695652173913043,1.0,0.9565217391304348,0.5,0.5159141479906278
TODAY,1008,126,WINDOW,0.0,8,12,0.0,0.0,0.0,0.625,0.9166666666666666,0.125,0.4166666666666667
TODAY,1008,126,WINDOW,10.0,8,12,0.0,0.0,0.0,0.625,0.9166666666666666,0.17075317547305485,0.4166666666666667
TODAY,1008,126,WINDOW,25.0,8,12,0.0,0.08333333333333333,0.08333333333333333,0.625,0.9166666666666666,0.2165063509461097,0.48883545031536985
TODAY,1008,126,FULL,0.0,8,12,0.25,0.0,-0.25,0.875,0.9166666666666666,0.5,0.4166666666666667
TODAY,1008,126,FULL,10.0,8,12,0.25,0.0,-0.25,0.875,0.9166666666666666,0.5457531754730549,0.4166666666666667
TODAY,1008,126,FULL,25.0,8,12,0.0,0.08333333333333333,0.08333333333333333,1.0,0.9166666666666666,0.5,0.48883545031536985
