panel,B,seed,leg,window,obs,SE,t,p2,mean,lo,hi,fail_share,n,joint4b
B136,10,33,L5_CAGR,FULL,0.019236014470239773,0.01408598316789156,1.365613904330619,0.172,0.018927577356854117,-0.00912509219964431,0.04613928870340626,0.093,4000,0.66175
B136,10,33,L5_CAGR,OOS,0.02327192274128287,0.02102937626217606,1.106638753862629,0.268,0.022558163905770506,-0.017736308060839593,0.06418457594629345,0.14675,4000,
B136,21,11,L1_H1,FULL,0.3600406546759264,0.14397101523282796,2.500785690047914,0.0075,0.35652458512557755,0.08370448856940228,0.6523985716686631,0.00475,4000,0.71575
B136,21,11,L2_H2,FULL,0.31657530255421906,0.16833002839483752,1.880682285703981,0.0575,0.296545696997397,-0.029119584072919577,0.624153164400664,0.03875,4000,0.71575
B136,21,11,L3_OOS,FULL,0.4191157342889814,0.1610992486899904,2.601599558639173,0.008,0.4019511085491425,0.09044140302712936,0.7220572478048625,0.0055,4000,0.71575
B136,21,11,L4_DD,FULL,0.08422049627479955,0.038600559735597305,2.1818465030477703,0.0175,0.034333068297464575,-0.036106093846194294,0.11609126091708324,0.19225,4000,0.71575
B136,21,11,L5_CAGR,FULL,0.019236014470239773,0.014187685296776963,1.3558247217824635,0.1655,0.018779421374851026,-0.009037136067786377,0.04694492438624264,0.095,4000,0.71575
B136,21,11,L5_CAGR,OOS,0.02327192274128287,0.02041008322462188,1.1402169449857307,0.2455,0.02264039215008967,-0.019435241291266694,0.061778554749792255,0.1295,4000,
B136,21,22,L1_H1,FULL,0.3600406546759264,0.1420587948164205,2.5344481849307474,0.007,0.35412700410781695,0.08870605170074228,0.6387071953915979,0.00375,4000,0.7145
B136,21,22,L2_H2,FULL,0.31657530255421906,0.16870125088564544,1.8765438957462763,0.056,0.2982774455759759,-0.024766957285184497,0.626118222851968,0.03375,4000,0.7145
B136,21,22,L3_OOS,FULL,0.4191157342889814,0.16405381712593858,2.554745397769321,0.006,0.4023651446440226,0.08195369290554318,0.7378436617942555,0.00425,4000,0.7145
B136,21,22,L4_DD,FULL,0.08422049627479955,0.03764023646943218,2.2375124115704064,0.019,0.03295347974758156,-0.03629926800041631,0.11019246087402124,0.1945,4000,0.7145
B136,21,22,L5_CAGR,FULL,0.019236014470239773,0.01407305041810027,1.366868866290643,0.1665,0.01856914887685032,-0.00876568431038907,0.04558719170355992,0.09325,4000,0.7145
B136,21,22,L5_CAGR,OOS,0.02327192274128287,0.02060337581664951,1.1295198878271646,0.251,0.022748382214064555,-0.01873035944157113,0.06245603244633043,0.13075,4000,
B136,21,33,L1_H1,FULL,0.3600406546759264,0.1386270863626169,2.5971883570728886,0.007,0.35576684887836846,0.0938951238405886,0.6336990958040907,0.00375,4000,0.71325
B136,21,33,L2_H2,FULL,0.31657530255421906,0.16393001159622628,1.9311613503326728,0.05,0.2978621501697577,-0.018669412756865917,0.6260535684375275,0.03325,4000,0.71325
B136,21,33,L3_OOS,FULL,0.4191157342889814,0.16426417491286235,2.551473773945602,0.006,0.40464579807545514,0.0911304858043253,0.7326831721649832,0.0035,4000,0.71325
B136,21,33,L4_DD,FULL,0.08422049627479955,0.03784583591266547,2.2253570107197542,0.015,0.03356434400649404,-0.03443382193517311,0.11225645378775014,0.197,4000,0.71325
B136,21,33,L5_CAGR,FULL,0.019236014470239773,0.01407700402692218,1.366484973183997,0.173,0.018646716876994263,-0.009077217846910568,0.046134914925965845,0.095,4000,0.71325
B136,21,33,L5_CAGR,OOS,0.02327192274128287,0.020956268661317657,1.1104993506902108,0.2595,0.02282672105959553,-0.019271100859653938,0.0631452276325386,0.13375,4000,
B136,63,11,L1_H1,FULL,0.3600406546759264,0.14515751031298488,2.480344653884019,0.0085,0.3497595410453781,0.08585136259635442,0.6430316010095186,0.00625,4000,0.79425
B136,63,11,L2_H2,FULL,0.31657530255421906,0.14070637949471482,2.249900137371598,0.0205,0.293931619044273,0.02257593790709586,0.5747155662628757,0.017,4000,0.79425
B136,63,11,L3_OOS,FULL,0.4191157342889814,0.14521837675844101,2.886106728669378,0.001,0.39690800070237064,0.12027556413548086,0.682230479715615,0.001,4000,0.79425
B136,63,11,L4_DD,FULL,0.08422049627479955,0.03601072934575063,2.3387611915929667,0.016,0.04223182182875323,-0.02527617946276561,0.10811432277188794,0.132,4000,0.79425
B136,63,11,L5_CAGR,FULL,0.019236014470239773,0.012391773343434753,1.5523213616904272,0.1075,0.019110263373539632,-0.00638664813810194,0.042198177019433625,0.067,4000,0.79425
B136,63,11,L5_CAGR,OOS,0.02327192274128287,0.017876660715787553,1.3018048007551297,0.176,0.023039076760484264,-0.014143133287102266,0.05754134834717848,0.0915,4000,
B136,63,22,L1_H1,FULL,0.3600406546759264,0.14498883565730233,2.483230195233263,0.008,0.349222976102774,0.07671776682849178,0.6323571094631969,0.00475,4000,0.8035
B136,63,22,L2_H2,FULL,0.31657530255421906,0.14087320436384154,2.2472357605821283,0.023,0.2905276531134692,0.01434715789994247,0.570817405782121,0.02,4000,0.8035
B136,63,22,L3_OOS,FULL,0.4191157342889814,0.14534663474958606,2.8835599462695853,0.0025,0.3935128140526843,0.11406225107423688,0.6834481123987481,0.00225,4000,0.8035
B136,63,22,L4_DD,FULL,0.08422049627479955,0.036005558416370924,2.3390970722038955,0.0135,0.04291071164724501,-0.023593837609892337,0.1091274818208833,0.12725,4000,0.8035
B136,63,22,L5_CAGR,FULL,0.019236014470239773,0.012183802276229358,1.5788186671224391,0.106,0.01911209893838938,-0.006954587254360677,0.042332573156779005,0.06125,4000,0.8035
B136,63,22,L5_CAGR,OOS,0.02327192274128287,0.017438369314786314,1.3345240212082319,0.168,0.02289229699822397,-0.013051891185897195,0.056341626044469746,0.0935,4000,
B136,63,33,L1_H1,FULL,0.3600406546759264,0.14188923913988374,2.537476815426254,0.005,0.3483766668165978,0.0840584191399846,0.6454350234689383,0.0035,4000,0.81025
B136,63,33,L2_H2,FULL,0.31657530255421906,0.14038121698058176,2.2551115410119955,0.023,0.28890076151400124,0.02230125662995625,0.5740024986015302,0.016,4000,0.81025
B136,63,33,L3_OOS,FULL,0.4191157342889814,0.14735972881820278,2.8441673831121332,0.005,0.39304971841022895,0.10698556934784284,0.6824422672299579,0.004,4000,0.81025
B136,63,33,L4_DD,FULL,0.08422049627479955,0.03579174035102713,2.3530707210325033,0.011,0.04349574853880582,-0.0268793361331821,0.10862076887439674,0.12225,4000,0.81025
B136,63,33,L5_CAGR,FULL,0.019236014470239773,0.01226022464820702,1.5689773248203016,0.106,0.01937670855740573,-0.00596230802345973,0.04260554472774786,0.05875,4000,0.81025
B136,63,33,L5_CAGR,OOS,0.02327192274128287,0.017768040706272747,1.3097630248599699,0.1725,0.022616668099203995,-0.013005542011788933,0.057130293891282435,0.10475,4000,
B136,126,11,L1_H1,FULL,0.3600406546759264,0.14720316475598066,2.4458757749724156,0.0055,0.3492435200977842,0.08417129980395051,0.660883706774362,0.00375,4000,0.8515
B136,126,11,L2_H2,FULL,0.31657530255421906,0.11980035569271742,2.6425238950560432,0.007,0.2935391409519164,0.061463938994795096,0.5388292802731356,0.00725,4000,0.8515
B136,126,11,L3_OOS,FULL,0.4191157342889814,0.13453560602894182,3.115277409898608,0.001,0.3960524328208187,0.14630418243180413,0.682204160183067,0.0005,4000,0.8515
B136,126,11,L4_DD,FULL,0.08422049627479955,0.03338110315635721,2.5229991914979695,0.007,0.04570466152010006,-0.01793580897214648,0.1037714909664081,0.09875,4000,0.8515
B136,126,11,L5_CAGR,FULL,0.019236014470239773,0.011067095800460818,1.7381266790370435,0.079,0.01921609783269465,-0.0028211472646743436,0.04073276701178011,0.04325,4000,0.8515
B136,126,11,L5_CAGR,OOS,0.02327192274128287,0.01537252505946881,1.5138646807375586,0.119,0.022974638257714338,-0.008060852107722005,0.05279456435783411,0.068,4000,
B136,126,22,L1_H1,FULL,0.3600406546759264,0.1467137972466781,2.4540340542789574,0.005,0.35133395611479157,0.08105158293049444,0.6510342007300963,0.0035,4000,0.854
B136,126,22,L2_H2,FULL,0.31657530255421906,0.11796557020925462,2.683624569377813,0.0075,0.2915090829498073,0.06534029554602763,0.5249959378623784,0.00625,4000,0.854
B136,126,22,L3_OOS,FULL,0.4191157342889814,0.13464562140887767,3.1127319990321465,0.0005,0.39507701479004737,0.13897715510899472,0.6678576528921707,0.0005,4000,0.854
B136,126,22,L4_DD,FULL,0.08422049627479955,0.03344019806761666,2.518540593106065,0.006,0.04567616109296251,-0.017880463072756817,0.10104899725192933,0.10275,4000,0.854
B136,126,22,L5_CAGR,FULL,0.019236014470239773,0.010958264739034723,1.7553887342873422,0.068,0.019203678039711947,-0.0028213708330345993,0.039684573808615266,0.041,4000,0.854
B136,126,22,L5_CAGR,OOS,0.02327192274128287,0.015005005932622002,1.5509439213674667,0.1155,0.02317134454339695,-0.007240964118146666,0.05217983555028351,0.0635,4000,
B136,126,33,L1_H1,FULL,0.3600406546759264,0.14834168348591803,2.4271037392541444,0.0085,0.3492997847032244,0.07705682567912743,0.6603259882436495,0.00475,4000,0.856
B136,126,33,L2_H2,FULL,0.31657530255421906,0.11813005483052229,2.679887882964249,0.006,0.2904379689372178,0.06477460334641305,0.5253302701558061,0.00525,4000,0.856
B136,126,33,L3_OOS,FULL,0.4191157342889814,0.13419935706691513,3.123083026992446,0.0005,0.3888210409490049,0.1379379559247014,0.6619148846683615,0.00075,4000,0.856
B136,126,33,L4_DD,FULL,0.08422049627479955,0.03353167312511822,2.5116699653054555,0.0075,0.046575634371980354,-0.01842592010375191,0.10315888246413359,0.09575,4000,0.856
B136,126,33,L5_CAGR,FULL,0.019236014470239773,0.01108715230292893,1.7349824323382057,0.068,0.019357542812880754,-0.0034819357695675046,0.04031086626906197,0.04425,4000,0.856
B136,126,33,L5_CAGR,OOS,0.02327192274128287,0.015393440267180414,1.511807778986207,0.1195,0.02250879271542408,-0.008384473731860874,0.052611629529881666,0.0725,4000,
U56,5,11,L1_H1,FULL,0.2950468914003477,0.16111287678629982,1.8313054628879726,0.066,0.29678071002894396,-0.016942627338496018,0.6208129350930962,0.0325,4000,0.6565
U56,5,11,L2_H2,FULL,0.4109150963841318,0.17184422295935897,2.3912069274584398,0.017,0.4030357940583992,0.07897099432708474,0.742805802946146,0.0095,4000,0.6565
U56,5,11,L3_OOS,FULL,0.4713137108629185,0.16521432813382408,2.852741140472714,0.0015,0.4697849036725732,0.14781051412935323,0.799393118856474,0.00075,4000,0.6565
U56,5,11,L4_DD,FULL,0.06742712642970389,0.03460990013806871,1.9482034377654358,0.0385,0.021718039146473366,-0.04243467411785353,0.0957368990090229,0.25975,4000,0.6565
U56,5,11,L5_CAGR,FULL,0.019387542007675437,0.015074936682285848,1.2860778400785733,0.193,0.019281612475600375,-0.011224802589516617,0.04836325266562164,0.10175,4000,0.6565
U56,5,11,L5_CAGR,OOS,0.029693459530874128,0.020883918484325626,1.4218337211553704,0.1555,0.029429768790026654,-0.01254277753272008,0.06918692883438957,0.08,4000,
U56,5,22,L1_H1,FULL,0.2950468914003477,0.1566115537849009,1.88394077109778,0.0575,0.29715751891392334,-0.007355625581508469,0.6085681422892206,0.02725,4000,0.65025
U56,5,22,L2_H2,FULL,0.4109150963841318,0.16994265204749195,2.41796330369905,0.014,0.39987100812141746,0.0735889433799124,0.728193364991472,0.0085,4000,0.65025
U56,5,22,L3_OOS,FULL,0.4713137108629185,0.16859296493788528,2.795571636316881,0.0045,0.47041395049160506,0.14116223610091935,0.802303732641316,0.00275,4000,0.65025
U56,5,22,L4_DD,FULL,0.06742712642970389,0.03520169104478462,1.9154513441959684,0.048,0.02162054088322815,-0.04516959407260564,0.096772147576107,0.26875,4000,0.65025
U56,5,22,L5_CAGR,FULL,0.019387542007675437,0.015088859771527699,1.2848911250576565,0.193,0.01903853146277318,-0.011603946795815456,0.04781782596779468,0.10275,4000,0.65025
U56,5,22,L5_CAGR,OOS,0.029693459530874128,0.02140897108064308,1.3869634098259616,0.158,0.02966974810317977,-0.014365534616860227,0.07015619412840189,0.079,4000,
U56,5,33,L1_H1,FULL,0.2950468914003477,0.1565112890285826,1.8851476671849865,0.0575,0.29352865473403333,-0.010958132986233864,0.6020912749896422,0.02925,4000,0.64325
U56,5,33,L2_H2,FULL,0.4109150963841318,0.16812808916135327,2.444059754879952,0.015,0.4006970307023337,0.0756393199582011,0.732637109508575,0.00825,4000,0.64325
U56,5,33,L3_OOS,FULL,0.4713137108629185,0.16569850539207645,2.844405323679258,0.004,0.4646391054935363,0.1472032775720952,0.7867674440292574,0.002,4000,0.64325
U56,5,33,L4_DD,FULL,0.06742712642970389,0.03526556202750459,1.9119821875266187,0.042,0.02076026887989542,-0.04389047028486744,0.096491643314544,0.279,4000,0.64325
U56,5,33,L5_CAGR,FULL,0.019387542007675437,0.015021260866383735,1.2906734115152114,0.1855,0.018943298518203783,-0.010922334129825963,0.048138300198883564,0.1015,4000,0.64325
U56,5,33,L5_CAGR,OOS,0.029693459530874128,0.0210060793333817,1.413565047509219,0.154,0.029010500485888373,-0.013876515691819627,0.06860971072591698,0.08825,4000,
U56,10,11,L1_H1,FULL,0.2950468914003477,0.15733166337982857,1.8753179433948293,0.057,0.2965223306751107,-0.009984967594227437,0.6051539890001201,0.0285,4000,0.68125
U56,10,11,L2_H2,FULL,0.4109150963841318,0.17202172000880855,2.3887396101090634,0.011,0.39610790651965716,0.07814791796951043,0.7554740058900822,0.00675,4000,0.68125
U56,10,11,L3_OOS,FULL,0.4713137108629185,0.1708293498646694,2.75897386038343,0.0035,0.4645987651790539,0.1380967094440481,0.8151050507930754,0.00175,4000,0.68125
U56,10,11,L4_DD,FULL,0.06742712642970389,0.037771875612780025,1.7851145948095328,0.051,0.02589443472768506,-0.04175354975284488,0.1089136986352296,0.242,4000,0.68125
U56,10,11,L5_CAGR,FULL,0.019387542007675437,0.01500379501903517,1.2921758783746813,0.19,0.019100971012359746,-0.009550765761916942,0.048753220432615756,0.0975,4000,0.68125
U56,10,11,L5_CAGR,OOS,0.029693459530874128,0.021012526725196025,1.413131315391444,0.153,0.02961844746444784,-0.010627865151283694,0.07262486371121796,0.0775,4000,
U56,10,22,L1_H1,FULL,0.2950468914003477,0.16051702489398248,1.8381034136112282,0.055,0.29061501086845737,-0.009490585261462375,0.6131059504400186,0.031,4000,0.6755
U56,10,22,L2_H2,FULL,0.4109150963841318,0.17452178889380904,2.354520309404808,0.01,0.4001606481979134,0.07041184547053324,0.7566793287297532,0.00675,4000,0.6755
U56,10,22,L3_OOS,FULL,0.4713137108629185,0.16956920967500763,2.7794769567318696,0.0045,0.46232638241576296,0.1389103806148096,0.8121297663483951,0.0025,4000,0.6755
U56,10,22,L4_DD,FULL,0.06742712642970389,0.037257484152876004,1.8097605880481602,0.042,0.026187980636887622,-0.03857443871668883,0.11042538814222728,0.23975,4000,0.6755
U56,10,22,L5_CAGR,FULL,0.019387542007675437,0.014954238763760326,1.2964579684696924,0.198,0.019290583045223162,-0.010600974700044518,0.04740255082025,0.10025,4000,0.6755
U56,10,22,L5_CAGR,OOS,0.029693459530874128,0.021161134279411162,1.4032073677527077,0.159,0.029464130777595667,-0.01244716844911288,0.07165716950380639,0.0815,4000,
U56,10,33,L1_H1,FULL,0.2950468914003477,0.15508549121142445,1.90247900751797,0.0555,0.2963497107944406,-0.0059832533145035656,0.6090677020986849,0.02775,4000,0.68475
U56,10,33,L2_H2,FULL,0.4109150963841318,0.17143290522595878,2.396944132997812,0.013,0.3957524526408951,0.06794628778821887,0.7452162554791352,0.00775,4000,0.68475
U56,10,33,L3_OOS,FULL,0.4713137108629185,0.16850053209629598,2.797105178241031,0.006,0.4590871795937464,0.13753387663164218,0.7975005164401073,0.00325,4000,0.68475
U56,10,33,L4_DD,FULL,0.06742712642970389,0.03693937487867525,1.8253456278338087,0.042,0.026171615658889657,-0.0379454950567785,0.10360173086976321,0.23875,4000,0.68475
U56,10,33,L5_CAGR,FULL,0.019387542007675437,0.014609091563312476,1.3270874457630883,0.1785,0.019148057278022577,-0.010607316886541363,0.04707518037058355,0.09425,4000,0.68475
U56,10,33,L5_CAGR,OOS,0.029693459530874128,0.021150259535807493,1.4039288492230062,0.155,0.029025511405531043,-0.01241797627386856,0.07047493843780411,0.086,4000,
U56,21,11,L1_H1,FULL,0.2950468914003477,0.16203421719933064,1.820892503448133,0.067,0.2917454158928496,-0.0204126497160241,0.6196421998080294,0.03575,4000,0.71925
U56,21,11,L2_H2,FULL,0.4109150963841318,0.17039376085018254,2.411561869013654,0.013,0.390132631160423,0.06405538829597276,0.7191236891981307,0.00875,4000,0.71925
U56,21,11,L3_OOS,FULL,0.4713137108629185,0.1616717612304192,2.9152506738093162,0.002,0.4568771961271979,0.1461811105819634,0.7718575117243246,0.002,4000,0.71925
U56,21,11,L4_DD,FULL,0.06742712642970389,0.03803397190352614,1.7728131734632926,0.0625,0.034526770741681485,-0.03603170891486608,0.11585049857192735,0.18325,4000,0.71925
U56,21,11,L5_CAGR,FULL,0.019387542007675437,0.014772162802991382,1.3124376075620718,0.179,0.01895764466281205,-0.00978636710074194,0.04777513461470577,0.10175,4000,0.71925
U56,21,11,L5_CAGR,OOS,0.029693459530874128,0.02013353307774982,1.4748260733079817,0.1325,0.02944161497165506,-0.011275938933677196,0.06815600898413851,0.06925,4000,
U56,21,22,L1_H1,FULL,0.2950468914003477,0.16219799301782806,1.8190538977132564,0.0625,0.2879159550273555,-0.0223402629423822,0.6142717458652043,0.0345,4000,0.71275
U56,21,22,L2_H2,FULL,0.4109150963841318,0.16963845727729937,2.4222991825045295,0.0095,0.39375811394900895,0.06644025433529123,0.735191456461262,0.007,4000,0.71275
U56,21,22,L3_OOS,FULL,0.4713137108629185,0.1658917098492553,2.841092609698207,0.0025,0.4547428116049996,0.14085019323421363,0.7800434636490664,0.002,4000,0.71275
U56,21,22,L4_DD,FULL,0.06742712642970389,0.03664277363202652,1.8401207044755812,0.0515,0.03298837063647471,-0.03499540075059007,0.10812736293786868,0.1875,4000,0.71275
U56,21,22,L5_CAGR,FULL,0.019387542007675437,0.014679259735166423,1.320743849312074,0.176,0.018817361194641044,-0.011208597112381547,0.046750300182285244,0.0995,4000,0.71275
U56,21,22,L5_CAGR,OOS,0.029693459530874128,0.02033325605483914,1.460339625428921,0.1335,0.029278312168121316,-0.011382511451819191,0.06851989550768836,0.077,4000,
U56,21,33,L1_H1,FULL,0.2950468914003477,0.1582320204155707,1.8646471847193442,0.0545,0.29015613272598173,-0.01569304164066001,0.605946032692965,0.031,4000,0.72475
U56,21,33,L2_H2,FULL,0.4109150963841318,0.16574479503317796,2.479203623268392,0.0145,0.39273731306515974,0.07141012376970023,0.7145324961406888,0.0095,4000,0.72475
U56,21,33,L3_OOS,FULL,0.4713137108629185,0.16449709971012524,2.865179457227281,0.002,0.4583518174446871,0.14928561518715985,0.7894628337378422,0.003,4000,0.72475
U56,21,33,L4_DD,FULL,0.06742712642970389,0.03781388926840129,1.7831312180323258,0.0535,0.033665128938304284,-0.03496445523982578,0.11086776492953848,0.186,4000,0.72475
U56,21,33,L5_CAGR,FULL,0.019387542007675437,0.01443950610524381,1.3426734866391803,0.1675,0.018961184031083916,-0.009190892138042276,0.04691222228540912,0.0905,4000,0.72475
U56,21,33,L5_CAGR,OOS,0.029693459530874128,0.020786379254510455,1.428505617419201,0.1495,0.029516700739177025,-0.010969265612564928,0.06830348429733549,0.0805,4000,
U56,63,11,L1_H1,FULL,0.2950468914003477,0.16286733417519964,1.8115780730036377,0.06,0.2848708519322313,-0.023039896506718276,0.6228765434776355,0.03375,4000,0.77675
U56,63,11,L2_H2,FULL,0.4109150963841318,0.14630977708024068,2.80852793698656,0.0015,0.3872343151891039,0.12248879752894355,0.6888289784821113,0.002,4000,0.77675
U56,63,11,L3_OOS,FULL,0.4713137108629185,0.1438211369349102,3.2770823601277965,0.0,0.4488810806375325,0.17506247638543423,0.7348026523751249,0.0,4000,0.77675
U56,63,11,L4_DD,FULL,0.06742712642970389,0.036804098577702414,1.8320548263761658,0.0515,0.041744874756263504,-0.028909319355731013,0.10983566146858999,0.14175,4000,0.77675
U56,63,11,L5_CAGR,FULL,0.019387542007675437,0.01295337638799963,1.4967172594194513,0.123,0.01921330033925532,-0.006520170736147081,0.04501167328283333,0.06925,4000,0.77675
U56,63,11,L5_CAGR,OOS,0.029693459530874128,0.01664815516556037,1.7835885859773977,0.07,0.029542793126699607,-0.00410282397778443,0.06187870789269869,0.03775,4000,
U56,63,22,L1_H1,FULL,0.2950468914003477,0.16018556165213294,1.8419069007048614,0.056,0.2842846401475868,-0.020234961933013416,0.6004331521255022,0.0325,4000,0.77975
U56,63,22,L2_H2,FULL,0.4109150963841318,0.14450491947422792,2.843606279144133,0.003,0.3874056792433613,0.11237808676768664,0.6760483959473209,0.0025,4000,0.77975
U56,63,22,L3_OOS,FULL,0.4713137108629185,0.14271250693145718,3.302539637183193,0.0005,0.4464035502595533,0.18580360933766268,0.7330473938047737,0.0005,4000,0.77975
U56,63,22,L4_DD,FULL,0.06742712642970389,0.03641299833096676,1.8517323351634498,0.054,0.04219566427481406,-0.026352585676470645,0.11083282501580859,0.1345,4000,0.77975
U56,63,22,L5_CAGR,FULL,0.019387542007675437,0.012839302132595714,1.5100152490730328,0.1315,0.019124042394022035,-0.006458274866898866,0.04362117861580242,0.06975,4000,0.77975
U56,63,22,L5_CAGR,OOS,0.029693459530874128,0.016245424841782253,1.827804432328808,0.0685,0.029470381474565613,-0.0028701386096063957,0.06163637776387377,0.035,4000,
U56,63,33,L1_H1,FULL,0.2950468914003477,0.15781774727275097,1.869541901966376,0.0585,0.2842086713792954,-0.021842018807673304,0.5966060100938431,0.03325,4000,0.8005
