window,basis,pair,char,predictor,n,slope,icept,R2,sd_resid,spearman
FULL,SUB,SS,tpers,neff_min,410,-0.14975590986209913,-2.889250862572363,0.033115976847515105,0.22396994956631275,-0.23925749146344288
IS,FULL,BS,momac,min_n,31,-0.22987927603675587,-1.8150385628137138,0.012739275580956,0.27788392199064044,-0.1734726980436185
IS,FULL,BS,momac,tot_n,31,-0.22693945608555133,-1.7516095761214179,0.012290389394812085,0.27794708872822116,-0.21984581136635867
IS,FULL,BS,momac,fill,31,-0.06288159643499293,-2.2547796230799193,0.0029008188124185486,0.27926510296156887,0.03722457782701768
IS,FULL,BS,momac,neff_min,31,-0.04889976491764346,-2.1477541051967743,0.0004023813740614557,0.27961476219008363,0.04139746920680369
IS,FULL,BS,tpers,min_n,31,-0.06040226865852838,-2.815715024648527,0.00047050287319205797,0.38177351337855775,-0.05177572387768049
IS,FULL,BS,tpers,tot_n,31,-0.06040226865853059,-2.797532129976151,0.0004705028731918359,0.38177351337855775,-0.05177572387768049
IS,FULL,BS,tpers,fill,31,0.04899938674553281,-2.9044653335955415,0.0009405006107074954,0.38168374424909657,0.07470319449179676
IS,FULL,BS,tpers,neff_min,31,0.1117506687779294,-3.1010126958217255,0.0014461495103335054,0.3815871421989414,0.07325197248861143
IS,FULL,SS,momac,min_n,56,-0.3324238606712049,-1.5994408954141608,0.16421420451578705,0.18063546015650672,-0.45502623761632505
IS,FULL,SS,momac,tot_n,56,-0.3351230723395186,-1.4926032376646308,0.16567664665039683,0.18047735471249565,-0.47088788691777844
IS,FULL,SS,momac,fill,56,0.09260378878974514,-2.203318210461283,0.021344273655930834,0.1954656678167078,0.2173482130418351
IS,FULL,SS,momac,neff_min,56,-0.37208950743629937,-1.5888406549237184,0.1710195075605916,0.17989855387384143,-0.44301614847875515
IS,FULL,SS,tpers,min_n,55,-0.4140366550905457,-2.226737522666013,0.1619087448553549,0.2225674496470316,-0.393680429314764
IS,FULL,SS,tpers,tot_n,55,-0.41403665509054627,-2.1021000701793766,0.16190874485535534,0.22256744964703154,-0.393680429314764
IS,FULL,SS,tpers,fill,55,0.19958313423514001,-2.9330920459362493,0.06283768285355273,0.23535498613202696,0.26940808226231805
IS,FULL,SS,tpers,neff_min,55,-0.4812256348518753,-2.23106300795693,0.1804276980399696,0.22009472355483342,-0.4300074500304455
OOS,FULL,BS,momac,min_n,31,0.008871422621799062,-2.3500182981757805,2.1068069479213136e-05,0.27637548267696166,-0.003700990801048929
OOS,FULL,BS,momac,tot_n,31,-0.006036036113650239,-2.321448591635903,9.672391637849387e-06,0.27637705744863456,-0.003700990801048929
OOS,FULL,BS,momac,fill,31,-0.14266582346212972,-2.392057276346906,0.015600062727380681,0.27421416020632206,-0.1047321590126428
OOS,FULL,BS,momac,neff_min,31,-0.027671781431757986,-2.2878440132044764,0.0001834153033994923,0.2763530468960814,-0.09505554789043474
OOS,FULL,BS,tpers,min_n,32,0.19372865277626203,-3.3000246054790816,0.009911106234777423,0.2704233226326127,-0.040644850966246954
OOS,FULL,BS,tpers,tot_n,32,0.1937286527762627,-3.35834274098431,0.0099111062347772,0.27042332263261276,-0.040644850966246954
OOS,FULL,BS,tpers,fill,32,-0.13876494838031617,-3.0073633955718337,0.015526194439995478,0.26965540682127453,-0.03605574942905395
OOS,FULL,BS,tpers,neff_min,32,0.21237825822375012,-3.2896184843492535,0.009750877454495988,0.27044520341853157,-0.05795507842331845
OOS,FULL,SS,momac,min_n,66,-0.25426207368787784,-1.82831591610251,0.1297117554894922,0.193351696596593,-0.3758986134988398
OOS,FULL,SS,momac,tot_n,66,-0.2545163353102643,-1.7501780225108894,0.12939092831537535,0.19338733235456632,-0.3800976904357192
OOS,FULL,SS,momac,fill,66,-0.0741127111843912,-2.4068461228167854,0.015485757886437579,0.205649392117434,-0.08766105440298708
OOS,FULL,SS,momac,neff_min,66,-0.2946608722898948,-1.796855383715825,0.1617319129555317,0.1897614083900855,-0.4296054148536593
OOS,FULL,SS,tpers,min_n,67,-0.45547099201552826,-2.2258851537803412,0.2596523527324578,0.22819501868840356,-0.49465832725352094
OOS,FULL,SS,tpers,tot_n,67,-0.4554709920155279,-2.0887747230288385,0.2596523527324578,0.22819501868840353,-0.49465832725352094
OOS,FULL,SS,tpers,fill,67,0.12743939532536977,-3.088117808123184,0.028863307383710235,0.26135360281752684,0.15711875138851691
OOS,FULL,SS,tpers,neff_min,67,-0.5048300020882314,-2.251124839440487,0.28960988727108794,0.2235304867031162,-0.5318865393615508
