panel,T_trade,cost,family,chooser,cell,target,turn_py,refresh_py,oos_CAGR,oos_Sharpe,oos_MaxDD,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos,bind
SMALL665,W,25,CAL,C_ISSHARPE,R=M,0.2,2.55541559518244,12.051391862955033,0.07181685702284168,0.4537818869714134,-0.43920715072694494,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,25,CAL,C_ISCALMAR,R=M,0.2,2.55541559518244,12.051391862955033,0.07181685702284168,0.4537818869714134,-0.43920715072694494,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,25,CAL,C_ISDD,R=M,0.08,2.891641462362683,12.051391862955033,0.020604864505554987,0.2624799038234584,-0.32540346249427954,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,25,CAL,C_ISLEGS,R=M,0.2,2.55541559518244,12.051391862955033,0.07181685702284168,0.4537818869714134,-0.43920715072694494,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,25,CAL,ORACLE_OOS,R=D,0.2,3.423225775438965,252.00000000000003,0.07321107607713673,0.48711985339386077,-0.3226005093889861,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,25,DRIFT,C_ISSHARPE,h=0.16,0.2,2.505605706105972,3.957173447537474,0.07152551182061107,0.4782506970064084,-0.3342368577022866,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,25,DRIFT,C_ISCALMAR,h=0.16,0.2,2.505605706105972,3.957173447537474,0.07152551182061107,0.4782506970064084,-0.3342368577022866,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,25,DRIFT,C_ISDD,h=0.05,0.08,4.094340491683259,36.99357601713062,0.02780136328742655,0.3582094639806961,-0.2019245559782118,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR
SMALL665,W,25,DRIFT,C_ISLEGS,h=0.16,0.2,2.505605706105972,3.957173447537474,0.07152551182061107,0.4782506970064084,-0.3342368577022866,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,25,DRIFT,ORACLE_OOS,h=0.20,0.2,2.2495861175304523,2.3982869379014993,0.07939871790696973,0.524572784006202,-0.32145100756748923,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,50,CAL,C_ISSHARPE,R=M,0.2,2.55541559518244,12.051391862955033,0.06413241365074152,0.4168305601794115,-0.4442572020547776,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,50,CAL,C_ISCALMAR,R=M,0.2,2.55541559518244,12.051391862955033,0.06413241365074152,0.4168305601794115,-0.4442572020547776,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,50,CAL,C_ISDD,R=M,0.08,2.891641462362683,12.051391862955033,0.014150344677777982,0.1956221152200984,-0.33608119648288903,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,50,CAL,C_ISLEGS,R=M,0.2,2.55541559518244,12.051391862955033,0.06413241365074152,0.4168305601794115,-0.4442572020547776,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,50,CAL,ORACLE_OOS,R=Q,0.2,2.1511317266767205,4.017130620985011,0.0690086102026477,0.4367665010862325,-0.4623088397230265,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,50,DRIFT,C_ISSHARPE,h=0.16,0.2,2.505605706105972,3.957173447537474,0.06385898531713563,0.4377454602049369,-0.34091942062667313,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,50,DRIFT,C_ISCALMAR,h=0.16,0.2,2.505605706105972,3.957173447537474,0.06385898531713563,0.4377454602049369,-0.34091942062667313,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,50,DRIFT,C_ISDD,h=0.12,0.08,3.3517399861848522,14.869379014989295,0.01979989732830445,0.26176671628273573,-0.23744764069423419,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,50,DRIFT,C_ISLEGS,h=0.16,0.2,2.505605706105972,3.957173447537474,0.06385898531713563,0.4377454602049369,-0.34091942062667313,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,50,DRIFT,ORACLE_OOS,h=0.20,0.2,2.2495861175304523,2.3982869379014993,0.07262532041778402,0.48862204503509155,-0.3273861507789809,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
U56,M,0,CAL,C_ISSHARPE,R=M,0.16,1.0540969569008192,12.043330501274426,0.1659316429084734,1.2102329075934466,-0.24222874223016144,False,False,False,False,False,L4_DD
U56,M,0,CAL,C_ISCALMAR,R=M,0.08,2.190068145517449,12.043330501274426,0.12097515186901608,1.3001243526877324,-0.16090008721906257,True,True,True,False,False,none
U56,M,0,CAL,C_ISDD,R=M,0.08,2.190068145517449,12.043330501274426,0.12097515186901608,1.3001243526877324,-0.16090008721906257,True,True,True,False,False,none
U56,M,0,CAL,C_ISLEGS,R=M,0.1,1.9107969252425276,12.043330501274426,0.1401778758715133,1.2990143080674257,-0.19348431785987874,True,True,True,False,False,none
U56,M,0,CAL,ORACLE_OOS,R=D,0.1,4.379055173965942,251.99999999999997,0.14092899385684832,1.3879701857695694,-0.13371053023893908,True,True,True,False,False,none
U56,M,0,DRIFT,C_ISSHARPE,h=0.12,0.16,1.134130796310996,4.6567544604927775,0.16506606118012845,1.291226875014928,-0.18010308857133928,True,True,True,False,False,none
U56,M,0,DRIFT,C_ISCALMAR,h=0.25,0.16,0.8168820032896782,1.445199660152931,0.15780933021388854,1.2304752016031422,-0.20202009688275824,True,True,True,False,False,none
U56,M,0,DRIFT,C_ISDD,h=0.16,0.08,2.306376950446908,9.688190314358538,0.11892627397674693,1.3333315937950778,-0.11699597776813542,True,True,True,False,True,none
U56,M,0,DRIFT,C_ISLEGS,h=0.25,0.16,0.8168820032896782,1.445199660152931,0.15780933021388854,1.2304752016031422,-0.20202009688275824,True,True,True,False,False,none
U56,M,0,DRIFT,ORACLE_OOS,h=0.12,0.08,2.7787321630760458,14.88020390824129,0.12549741353653876,1.4303273541188086,-0.10238877198877805,True,True,True,True,True,none
U56,M,10,CAL,C_ISSHARPE,R=M,0.16,1.0540969569008192,12.043330501274426,0.16460058030960023,1.201821197210332,-0.2424267774427421,False,False,False,False,False,L4_DD
U56,M,10,CAL,C_ISCALMAR,R=M,0.2,0.8984167546926686,12.043330501274426,0.16752179271010936,1.1211207760419306,-0.274786116522331,False,False,False,False,False,L4_DD
U56,M,10,CAL,C_ISDD,R=M,0.08,2.190068145517449,12.043330501274426,0.11870330469245571,1.2779895735466718,-0.16128146474466498,True,True,True,False,False,none
U56,M,10,CAL,C_ISLEGS,R=M,0.12,1.4658876121097217,12.043330501274426,0.1536992580236911,1.2865298993454573,-0.2100819118598538,False,False,False,False,False,L4_DD
U56,M,10,CAL,ORACLE_OOS,R=D,0.12,3.4184233005329134,251.99999999999997,0.15277029508582807,1.348483233161068,-0.15794875063714242,True,True,True,False,False,none
U56,M,10,DRIFT,C_ISSHARPE,h=0.12,0.16,1.134130796310996,4.6567544604927775,0.16359001067154244,1.2809901707646705,-0.18159240416653522,True,True,True,False,False,none
U56,M,10,DRIFT,C_ISCALMAR,h=0.25,0.16,0.8168820032896782,1.445199660152931,0.15674872895328384,1.2231542428922384,-0.20248948516502152,False,False,False,False,False,L4_DD
U56,M,10,DRIFT,C_ISDD,h=0.16,0.08,2.306376950446908,9.688190314358538,0.11637500399665446,1.307060950237418,-0.11788523139001683,False,True,False,False,True,L5_CAGR
U56,M,10,DRIFT,C_ISLEGS,h=0.25,0.16,0.8168820032896782,1.445199660152931,0.15674872895328384,1.2231542428922384,-0.20248948516502152,False,False,False,False,False,L4_DD
U56,M,10,DRIFT,ORACLE_OOS,h=0.12,0.08,2.7787321630760458,14.88020390824129,0.12248708287141552,1.3988527521539262,-0.10374387285173692,True,True,True,True,True,none
U56,M,25,CAL,C_ISSHARPE,R=M,0.16,1.0540969569008192,12.043330501274426,0.16260629469844567,1.1891707625561394,-0.24272383026161304,False,False,False,False,False,L4_DD
U56,M,25,CAL,C_ISCALMAR,R=M,0.2,0.8984167546926686,12.043330501274426,0.165825060557236,1.1113084357535241,-0.2748777535903021,False,False,False,False,False,L4_DD
U56,M,25,CAL,C_ISDD,R=M,0.08,2.190068145517449,12.043330501274426,0.1153029206705396,1.244613470479069,-0.1618535310330691,True,True,True,False,False,none
U56,M,25,CAL,C_ISLEGS,R=M,0.12,1.4658876121097217,12.043330501274426,0.15123528464400837,1.2683438256585857,-0.21060609067467484,False,False,False,False,False,L4_DD
U56,M,25,CAL,ORACLE_OOS,R=D,0.12,3.4184233005329134,251.99999999999997,0.1470418881240183,1.3030706216067882,-0.16419533079345772,True,True,True,False,False,none
U56,M,25,DRIFT,C_ISSHARPE,h=0.25,0.16,0.8168820032896782,1.445199660152931,0.15515932354559703,1.2121521240785902,-0.2031932834074256,False,False,False,False,False,L4_DD
U56,M,25,DRIFT,C_ISCALMAR,h=0.25,0.16,0.8168820032896782,1.445199660152931,0.15515932354559703,1.2121521240785902,-0.2031932834074256,False,False,False,False,False,L4_DD
U56,M,25,DRIFT,C_ISDD,h=0.16,0.08,2.306376950446908,9.688190314358538,0.11255811226944856,1.2675334255639035,-0.11921769499130774,False,True,False,False,True,L5_CAGR
U56,M,25,DRIFT,C_ISLEGS,h=0.25,0.16,0.8168820032896782,1.445199660152931,0.15515932354559703,1.2121521240785902,-0.2031932834074256,False,False,False,False,False,L4_DD
U56,M,25,DRIFT,ORACLE_OOS,h=0.12,0.08,2.7787321630760458,14.88020390824129,0.11798575575944725,1.351500380968327,-0.10577301550794971,False,True,False,True,True,L5_CAGR
U56,M,50,CAL,C_ISSHARPE,R=M,0.16,1.0540969569008192,12.043330501274426,0.15928863285201644,1.1680018460541273,-0.24321891829306475,False,False,False,False,False,L4_DD
U56,M,50,CAL,C_ISCALMAR,R=M,0.2,0.8984167546926686,12.043330501274426,0.16300146715577313,1.0949038142747338,-0.27503048203692115,False,False,False,False,False,L4_DD
U56,M,50,CAL,C_ISDD,R=M,0.08,2.190068145517449,12.043330501274426,0.10965526352065735,1.188561637432211,-0.16280697484707563,False,True,False,False,False,L5_CAGR
U56,M,50,CAL,C_ISLEGS,R=M,0.12,1.4658876121097217,12.043330501274426,0.14713840808202172,1.2378691382327829,-0.2114797220327097,False,False,False,False,False,L4_DD
U56,M,50,CAL,ORACLE_OOS,R=M,0.12,1.4658876121097217,12.043330501274426,0.14713840808202172,1.2378691382327829,-0.2114797220327097,False,False,False,False,False,L4_DD
U56,M,50,DRIFT,C_ISSHARPE,h=0.25,0.16,0.8168820032896782,1.445199660152931,0.15251430093402552,1.1937618327077242,-0.2043655227598723,False,False,False,False,False,L4_DD
U56,M,50,DRIFT,C_ISCALMAR,h=0.25,0.16,0.8168820032896782,1.445199660152931,0.15251430093402552,1.1937618327077242,-0.2043655227598723,False,False,False,False,False,L4_DD
U56,M,50,DRIFT,C_ISDD,h=0.16,0.08,2.306376950446908,9.688190314358538,0.10622324293685992,1.201365712677665,-0.12143469388773676,False,False,False,False,True,L5_CAGR
U56,M,50,DRIFT,C_ISLEGS,h=0.25,0.16,0.8168820032896782,1.445199660152931,0.15251430093402552,1.1937618327077242,-0.2043655227598723,False,False,False,False,False,L4_DD
U56,M,50,DRIFT,ORACLE_OOS,h=0.20,0.12,1.510329768405171,5.084961767204757,0.1485647112216706,1.3020269694047326,-0.1460142756325863,True,True,True,False,False,none
U56,W,0,CAL,C_ISSHARPE,R=M,0.16,1.6730487084002543,12.043330501274426,0.16506336454602644,1.1946898196426399,-0.24490641676811353,False,False,False,False,False,L4_DD
U56,W,0,CAL,C_ISCALMAR,R=M,0.08,2.8336184400736166,12.043330501274426,0.12042861534092753,1.2852178312386402,-0.162358540216046,True,True,True,False,False,none
U56,W,0,CAL,C_ISDD,R=M,0.08,2.8336184400736166,12.043330501274426,0.12042861534092753,1.2852178312386402,-0.162358540216046,True,True,True,False,False,none
U56,W,0,CAL,C_ISLEGS,R=M,0.1,2.588918043630289,12.043330501274426,0.13954062099034514,1.283764670942999,-0.19571550473570332,True,True,True,False,False,none
U56,W,0,CAL,ORACLE_OOS,R=D,0.1,4.613405617883589,251.99999999999997,0.13999316034277265,1.3778782548897264,-0.13518090948090045,True,True,True,False,False,none
U56,W,0,DRIFT,C_ISSHARPE,h=0.25,0.16,1.3242729462038159,1.6057774001699234,0.15715470859191516,1.2112949994417048,-0.2028168645071481,False,False,False,False,False,L4_DD
U56,W,0,DRIFT,C_ISCALMAR,h=0.25,0.16,1.3242729462038159,1.6057774001699234,0.15715470859191516,1.2112949994417048,-0.2028168645071481,False,False,False,False,False,L4_DD
U56,W,0,DRIFT,C_ISDD,h=0.08,0.08,3.5603987936479533,24.08666100254885,0.12156210370740261,1.383212697236064,-0.11039860563489123,True,True,True,True,True,none
U56,W,0,DRIFT,C_ISLEGS,h=0.25,0.16,1.3242729462038159,1.6057774001699234,0.15715470859191516,1.2112949994417048,-0.2028168645071481,False,False,False,False,False,L4_DD
U56,W,0,DRIFT,ORACLE_OOS,h=0.12,0.08,3.0979467783131533,14.719626168224298,0.12445705852505018,1.4164311554676938,-0.09939682373096737,True,True,True,True,True,none
U56,W,10,CAL,C_ISSHARPE,R=M,0.16,1.6730487084002543,12.043330501274426,0.1629795609133713,1.1815336504062817,-0.2452176352862262,False,False,False,False,False,L4_DD
U56,W,10,CAL,C_ISCALMAR,R=M,0.2,1.502080480867304,12.043330501274426,0.16572200289794292,1.102576884279414,-0.27704733386702973,False,False,False,False,False,L4_DD
U56,W,10,CAL,C_ISDD,R=M,0.08,2.8336184400736166,12.043330501274426,0.11742743809402412,1.2561223062377382,-0.16281316611106156,True,True,True,False,False,none
U56,W,10,CAL,C_ISLEGS,R=M,0.12,2.134724459710851,12.043330501274426,0.15221849267829013,1.2649923221170265,-0.21272867194044376,False,False,False,False,False,L4_DD
U56,W,10,CAL,ORACLE_OOS,R=D,0.12,3.7273054111757156,251.99999999999997,0.15130856186503672,1.3344774398616566,-0.15972245935531348,True,True,True,False,False,none
U56,W,10,DRIFT,C_ISSHARPE,h=0.25,0.16,1.3242729462038159,1.6057774001699234,0.15543899548368834,1.1995090617740605,-0.2033711193426131,False,False,False,False,False,L4_DD
U56,W,10,DRIFT,C_ISCALMAR,h=0.25,0.16,1.3242729462038159,1.6057774001699234,0.15543899548368834,1.1995090617740605,-0.2033711193426131,False,False,False,False,False,L4_DD
U56,W,10,DRIFT,C_ISDD,h=0.08,0.08,3.5603987936479533,24.08666100254885,0.11761675656250148,1.3421344505195016,-0.11220771542087149,False,True,False,True,True,L5_CAGR
U56,W,10,DRIFT,C_ISLEGS,h=0.25,0.16,1.3242729462038159,1.6057774001699234,0.15543899548368834,1.1995090617740605,-0.2033711193426131,False,False,False,False,False,L4_DD
U56,W,10,DRIFT,ORACLE_OOS,h=0.12,0.08,3.0979467783131533,14.719626168224298,0.12107651630531402,1.3811774182393286,-0.09998654755716829,True,True,True,True,True,none
U56,W,25,CAL,C_ISSHARPE,R=M,0.16,1.6730487084002543,12.043330501274426,0.15986028516810702,1.1617681729897718,-0.2456843287071988,False,False,False,False,False,L4_DD
U56,W,25,CAL,C_ISCALMAR,R=M,0.2,1.502080480867304,12.043330501274426,0.162913673565533,1.0863509986609592,-0.2773298916913316,False,False,False,False,False,L4_DD
U56,W,25,CAL,C_ISDD,R=M,0.08,2.8336184400736166,12.043330501274426,0.11293945491336554,1.2123072582644372,-0.16349496194974833,True,True,True,False,False,none
U56,W,25,CAL,C_ISLEGS,R=M,0.12,2.134724459710851,12.043330501274426,0.14858626694950194,1.2382451466628062,-0.21340049862463195,False,False,False,False,False,L4_DD
U56,W,25,CAL,ORACLE_OOS,R=D,0.12,3.7273054111757156,251.99999999999997,0.1450109141967333,1.284570698726637,-0.16613601151984558,True,True,True,False,False,none
U56,W,25,DRIFT,C_ISSHARPE,h=0.25,0.16,1.3242729462038159,1.6057774001699234,0.15286982834879392,1.1818132100926046,-0.20420201507042413,False,False,False,False,False,L4_DD
U56,W,25,DRIFT,C_ISCALMAR,h=0.25,0.16,1.3242729462038159,1.6057774001699234,0.15286982834879392,1.1818132100926046,-0.20420201507042413,False,False,False,False,False,L4_DD
U56,W,25,DRIFT,C_ISDD,h=0.08,0.08,3.5603987936479533,24.08666100254885,0.11172386248115984,1.2803823130939274,-0.11491476903393438,False,True,False,False,True,L5_CAGR
U56,W,25,DRIFT,C_ISLEGS,h=0.25,0.16,1.3242729462038159,1.6057774001699234,0.15286982834879392,1.1818132100926046,-0.20420201507042413,False,False,False,False,False,L4_DD
U56,W,25,DRIFT,ORACLE_OOS,h=0.12,0.08,3.0979467783131533,14.719626168224298,0.11602383501357383,1.328158551209758,-0.1019415439619542,False,True,False,True,True,L5_CAGR
U56,W,50,CAL,C_ISSHARPE,R=M,0.16,1.6730487084002543,12.043330501274426,0.15467859415180496,1.1287467976957215,-0.2464617928781796,False,False,False,False,False,L4_DD
U56,W,50,CAL,C_ISCALMAR,R=M,0.2,1.502080480867304,12.043330501274426,0.15824693552265257,1.059265010402658,-0.27780063515189024,False,False,False,False,False,L4_DD
U56,W,50,CAL,C_ISDD,R=M,0.08,2.8336184400736166,12.043330501274426,0.10549609900127899,1.138875087385617,-0.16463090706500627,False,False,False,False,False,L5_CAGR
U56,W,50,CAL,C_ISLEGS,R=M,0.12,2.134724459710851,12.043330501274426,0.14255598351681065,1.193507702732193,-0.2145197243392637,False,False,False,False,False,L4_DD
U56,W,50,CAL,ORACLE_OOS,R=D,0.12,3.7273054111757156,251.99999999999997,0.13458994037780436,1.2013187844921176,-0.1767176910141679,True,True,True,False,False,none
U56,W,50,DRIFT,C_ISSHARPE,h=0.25,0.16,1.3242729462038159,1.6057774001699234,0.14859959813523904,1.1522779079746968,-0.20558554449553923,False,False,False,False,False,L4_DD
U56,W,50,DRIFT,C_ISCALMAR,h=0.25,0.16,1.3242729462038159,1.6057774001699234,0.14859959813523904,1.1522779079746968,-0.20558554449553923,False,False,False,False,False,L4_DD
U56,W,50,DRIFT,C_ISDD,h=0.08,0.08,3.5603987936479533,24.08666100254885,0.10196901063266717,1.1771551719097122,-0.11940895041178912,False,False,False,False,False,L5_CAGR
U56,W,50,DRIFT,C_ISLEGS,h=0.25,0.16,1.3242729462038159,1.6057774001699234,0.14859959813523904,1.1522779079746968,-0.20558554449553923,False,False,False,False,False,L4_DD
U56,W,50,DRIFT,ORACLE_OOS,h=0.25,0.08,2.11479114455763,5.03143585386576,0.11524875132515122,1.2632960511684697,-0.13749618061362534,False,True,False,False,False,L5_CAGR
