panel,q,k,draw,prov,Ebar,breadth,v2_S,v2_OOS_S,spy_S,spy_OOS_S
q=0.00 k=80 d2,0.0,80,2,new,55.11505507955936,0.6889381884944921,1.1492402553637229,1.1527823490408735,0.8615657442323101,0.8820239235972316
q=0.00 k=80 d3,0.0,80,3,new,54.90085679314566,0.6862607099143208,1.0563190778159977,1.0462871776892508,0.8615657442323101,0.8820239235972316
q=0.00 k=80 d4,0.0,80,4,new,55.18727050183598,0.6898408812729497,1.0836681559910644,1.092777966953678,0.8615657442323101,0.8820239235972316
q=0.00 k=80 d5,0.0,80,5,new,54.680538555691555,0.6835067319461444,1.1703838423667527,1.2068859949705981,0.8615657442323101,0.8820239235972316
q=0.00 k=80 d6,0.0,80,6,new,54.578947368421055,0.6822368421052631,1.127877660000295,1.1169628830187865,0.8615657442323101,0.8820239235972316
q=0.00 k=80 d7,0.0,80,7,new,54.906976744186046,0.6863372093023256,1.0936443497901456,1.10249209703175,0.8615657442323101,0.8820239235972316
q=0.00 k=100 d0,0.0,100,0,new,68.44430844553244,0.6844430844553244,1.129182375012068,1.1403815423349781,0.8615657442323101,0.8820239235972316
q=0.50 k=40 d0,0.5,40,0,new,18.621787025703796,0.4655446756425949,0.8877923534736716,0.9050338195264528,0.8615657442323101,0.8820239235972316
q=0.50 k=40 d1,0.5,40,1,new,18.856793145654834,0.47141982864137083,1.0822222114015263,1.0727172718015399,0.8615657442323101,0.8820239235972316
q=0.50 k=40 d2,0.5,40,2,new,21.935128518971847,0.5483782129742962,0.9867144368940288,0.935304434637886,0.8615657442323101,0.8820239235972316
q=0.50 k=40 d3,0.5,40,3,new,19.960832313341495,0.49902080783353736,0.9398125044340045,1.0726411228013313,0.8615657442323101,0.8820239235972316
q=0.50 k=40 d4,0.5,40,4,new,18.810281517747857,0.47025703794369644,0.8181055711695479,0.7195688902299685,0.8615657442323101,0.8820239235972316
q=0.50 k=40 d5,0.5,40,5,new,20.571603427172583,0.5142900856793146,0.7670567654938594,0.7296316009990395,0.8615657442323101,0.8820239235972316
q=0.50 k=40 d6,0.5,40,6,new,21.414932680538556,0.5353733170134639,0.7304847271504954,0.859223037941776,0.8615657442323101,0.8820239235972316
q=0.50 k=40 d7,0.5,40,7,new,21.281517747858018,0.5320379436964504,0.8463653751583131,0.8380549596809399,0.8615657442323101,0.8820239235972316
q=0.50 k=60 d0,0.5,60,0,new,30.52998776009792,0.5088331293349654,1.0880522233526209,1.0117826910729124,0.8615657442323101,0.8820239235972316
q=0.50 k=60 d1,0.5,60,1,new,32.39902080783354,0.539983680130559,0.9279981479400681,0.8787057704860948,0.8615657442323101,0.8820239235972316
q=0.50 k=60 d2,0.5,60,2,new,28.893512851897185,0.48155854753161975,0.7367624011311357,0.7064277980815947,0.8615657442323101,0.8820239235972316
q=0.50 k=60 d3,0.5,60,3,new,30.67686658506732,0.511281109751122,1.002295383868217,1.0186008335573609,0.8615657442323101,0.8820239235972316
q=0.50 k=60 d4,0.5,60,4,new,31.29498164014688,0.5215830273357813,0.934846363500856,0.9170355131867565,0.8615657442323101,0.8820239235972316
q=0.50 k=60 d5,0.5,60,5,new,29.586291309669523,0.4931048551611587,0.8872896066062788,0.8777431611755018,0.8615657442323101,0.8820239235972316
q=0.50 k=60 d6,0.5,60,6,new,30.548347613219093,0.5091391268869849,0.8950779787297418,0.9698094105885026,0.8615657442323101,0.8820239235972316
q=0.50 k=60 d7,0.5,60,7,new,30.104039167686658,0.5017339861281109,0.8610368888368886,0.8343992736702792,0.8615657442323101,0.8820239235972316
q=0.50 k=80 d0,0.5,80,0,new,39.159118727050185,0.4894889840881273,0.9736564976508872,0.9304767718124448,0.8615657442323101,0.8820239235972316
q=0.50 k=80 d1,0.5,80,1,new,44.51897184822521,0.5564871481028152,0.8924151104582428,0.9538445679551474,0.8615657442323101,0.8820239235972316
q=0.50 k=80 d2,0.5,80,2,new,41.1578947368421,0.5144736842105263,0.8604338861398056,0.9652310698054031,0.8615657442323101,0.8820239235972316
q=0.50 k=80 d3,0.5,80,3,new,40.70501835985312,0.508812729498164,0.9240501411937959,0.9854262352942175,0.8615657442323101,0.8820239235972316
q=0.50 k=80 d4,0.5,80,4,new,38.73561811505508,0.4841952264381885,0.9574211771290824,1.0152360008154628,0.8615657442323101,0.8820239235972316
q=0.50 k=80 d5,0.5,80,5,new,40.18971848225214,0.5023714810281518,0.8162272180514116,0.8777171585058794,0.8615657442323101,0.8820239235972316
q=0.50 k=80 d6,0.5,80,6,new,41.19706242350061,0.5149632802937576,0.9884064385061179,0.9531211180996125,0.8615657442323101,0.8820239235972316
q=0.50 k=80 d7,0.5,80,7,new,39.99632802937577,0.4999541003671971,0.9881880205057174,0.9770133211643962,0.8615657442323101,0.8820239235972316
q=0.50 k=100 d0,0.5,100,0,new,50.719706242350064,0.5071970624235006,1.0108322481547907,1.056576956434471,0.8615657442323101,0.8820239235972316
q=0.50 k=100 d1,0.5,100,1,new,51.78702570379437,0.5178702570379436,0.8282187834415189,0.8206746686881515,0.8615657442323101,0.8820239235972316
q=0.50 k=100 d2,0.5,100,2,new,51.378212974296204,0.513782129742962,0.8650926274075103,0.8793955714024954,0.8615657442323101,0.8820239235972316
q=0.50 k=100 d3,0.5,100,3,new,48.69767441860465,0.4869767441860465,0.8415339857780718,0.8394952419426607,0.8615657442323101,0.8820239235972316
q=0.50 k=100 d4,0.5,100,4,new,49.77845777233782,0.49778457772337825,1.002982870462475,0.9408182292286028,0.8615657442323101,0.8820239235972316
q=0.50 k=100 d5,0.5,100,5,new,50.424724602203185,0.5042472460220319,0.9232327290852443,0.953127559773874,0.8615657442323101,0.8820239235972316
q=0.50 k=100 d6,0.5,100,6,new,50.78335373317014,0.5078335373317013,0.8374790323116541,0.8762657055130623,0.8615657442323101,0.8820239235972316
q=0.50 k=100 d7,0.5,100,7,new,50.804161566707464,0.5080416156670746,0.8166442437135031,0.8007254069472385,0.8615657442323101,0.8820239235972316
q=0.50 k=200 d0,0.5,200,0,new,100.04161566707467,0.5002080783353733,0.9130530179693047,0.9084906153491098,0.8615657442323101,0.8820239235972316
q=0.50 k=200 d1,0.5,200,1,new,101.6952264381885,0.5084761321909425,0.9369799228478842,0.9955125387564994,0.8615657442323101,0.8820239235972316
q=0.50 k=200 d2,0.5,200,2,new,101.29865361077111,0.5064932680538555,0.927456294695129,0.9210880613195904,0.8615657442323101,0.8820239235972316
q=0.50 k=200 d3,0.5,200,3,new,103.8249694002448,0.519124847001224,0.9660812003535026,0.9154818097558283,0.8615657442323101,0.8820239235972316
q=0.50 k=200 d4,0.5,200,4,new,100.41493268053856,0.5020746634026928,0.8617401706888617,0.8497945279402602,0.8615657442323101,0.8820239235972316
q=0.50 k=200 d5,0.5,200,5,new,99.39167686658507,0.4969583843329254,0.977995527879542,0.9843259489371377,0.8615657442323101,0.8820239235972316
q=0.50 k=200 d6,0.5,200,6,new,102.44553243574052,0.5122276621787026,0.939620656314122,0.9053319277633799,0.8615657442323101,0.8820239235972316
q=0.50 k=200 d7,0.5,200,7,new,97.8359853121175,0.4891799265605875,0.9331527273619858,0.9422368457002874,0.8615657442323101,0.8820239235972316
q=1.00 k=40 d0,1.0,40,0,idea688,10.895960832313342,0.27239902080783357,0.44144523518925866,0.7808524144316686,0.8615657442323101,0.8820239235972316
q=1.00 k=40 d1,1.0,40,1,idea688,13.320685434516523,0.3330171358629131,0.41286686172895193,0.42458506081762704,0.8615657442323101,0.8820239235972316
q=1.00 k=40 d2,1.0,40,2,idea688,14.074663402692778,0.35186658506731944,0.7278982180470087,0.6680319593768097,0.8615657442323101,0.8820239235972316
q=1.00 k=40 d3,1.0,40,3,idea688,12.947368421052632,0.3236842105263158,0.41113411311756093,0.3720100164084281,0.8615657442323101,0.8820239235972316
q=1.00 k=40 d4,1.0,40,4,idea688,13.60342717258262,0.3400856793145655,0.570518999799032,0.5286916803729645,0.8615657442323101,0.8820239235972316
q=1.00 k=40 d5,1.0,40,5,idea688,14.597307221542227,0.36493268053855565,0.4836751844855835,0.5309865293887819,0.8615657442323101,0.8820239235972316
q=1.00 k=40 d6,1.0,40,6,idea688,12.673194614443084,0.3168298653610771,0.13552497939407424,0.26206740870906386,0.8615657442323101,0.8820239235972316
q=1.00 k=40 d7,1.0,40,7,idea688,12.50061199510404,0.31251529987760096,0.3339412205840902,0.25098195165767084,0.8615657442323101,0.8820239235972316
q=1.00 k=60 d0,1.0,60,0,idea688,16.461444308445532,0.27435740514075885,0.44234859652019576,0.45657341217062386,0.8615657442323101,0.8820239235972316
q=1.00 k=60 d1,1.0,60,1,idea688,18.379436964504283,0.30632394940840474,0.4096732931182566,0.4746262887083499,0.8615657442323101,0.8820239235972316
q=1.00 k=60 d2,1.0,60,2,idea688,20.277845777233782,0.33796409628722973,0.5261019170305159,0.5622039462773781,0.8615657442323101,0.8820239235972316
q=1.00 k=60 d3,1.0,60,3,idea688,18.485924112607098,0.30809873521011827,0.5299848663143575,0.4631361964216977,0.8615657442323101,0.8820239235972316
q=1.00 k=60 d4,1.0,60,4,idea688,20.843329253365972,0.34738882088943285,0.5802109614666738,0.588489874847753,0.8615657442323101,0.8820239235972316
q=1.00 k=60 d5,1.0,60,5,idea688,20.61933904528764,0.343655650754794,0.5955768357771275,0.6007491775144616,0.8615657442323101,0.8820239235972316
q=1.00 k=60 d6,1.0,60,6,idea688,20.105263157894736,0.3350877192982456,0.5800757775025923,0.5451707763182968,0.8615657442323101,0.8820239235972316
q=1.00 k=60 d7,1.0,60,7,idea688,18.920440636474908,0.3153406772745818,0.47083717877100706,0.3994296792575563,0.8615657442323101,0.8820239235972316
q=1.00 k=80 d0,1.0,80,0,idea688,28.25581395348837,0.3531976744186046,0.479011500980419,0.5060779065436872,0.8615657442323101,0.8820239235972316
q=1.00 k=80 d1,1.0,80,1,idea688,27.637698898408814,0.34547123623011017,0.41148082658215024,0.3365430213925769,0.8615657442323101,0.8820239235972316
q=1.00 k=80 d2,1.0,80,2,idea688,26.307221542227662,0.32884026927784576,0.6326390694808356,0.6024368542818372,0.8615657442323101,0.8820239235972316
q=1.00 k=80 d3,1.0,80,3,idea688,24.987760097919217,0.31234700122399023,0.5642444891564652,0.6458412282812666,0.8615657442323101,0.8820239235972316
q=1.00 k=80 d4,1.0,80,4,idea688,25.862913096695227,0.3232864137086903,0.4355067295142777,0.5938944258865118,0.8615657442323101,0.8820239235972316
q=1.00 k=80 d5,1.0,80,5,idea688,24.187270501835986,0.30234088127294984,0.47455901362184305,0.507320890132148,0.8615657442323101,0.8820239235972316
q=1.00 k=80 d6,1.0,80,6,idea688,25.90330477356181,0.32379130966952263,0.44046389282567355,0.46036270987852007,0.8615657442323101,0.8820239235972316
q=1.00 k=80 d7,1.0,80,7,idea688,26.43941248470012,0.3304926560587515,0.6093851168967832,0.6755869459902986,0.8615657442323101,0.8820239235972316
q=1.00 k=100 d0,1.0,100,0,idea688,33.87637698898409,0.3387637698898409,0.6070290501124489,0.6483826513010355,0.8615657442323101,0.8820239235972316
q=1.00 k=100 d1,1.0,100,1,idea688,32.41370869033048,0.3241370869033048,0.5538116459026935,0.5472960382537307,0.8615657442323101,0.8820239235972316
q=1.00 k=100 d2,1.0,100,2,idea688,34.98653610771114,0.3498653610771114,0.5429045550242677,0.5133647389903344,0.8615657442323101,0.8820239235972316
q=1.00 k=100 d3,1.0,100,3,idea688,32.82986536107711,0.3282986536107711,0.42442025008626805,0.3094540616387492,0.8615657442323101,0.8820239235972316
q=1.00 k=100 d4,1.0,100,4,idea688,34.75397796817625,0.34753977968176253,0.4820805862995657,0.4313907347283538,0.8615657442323101,0.8820239235972316
q=1.00 k=100 d5,1.0,100,5,idea688,32.97674418604651,0.3297674418604651,0.5067404336082448,0.4969037115534156,0.8615657442323101,0.8820239235972316
q=1.00 k=100 d6,1.0,100,6,idea688,30.11015911872705,0.30110159118727053,0.5304553321821459,0.4877893374944994,0.8615657442323101,0.8820239235972316
q=1.00 k=100 d7,1.0,100,7,idea688,32.91921664626683,0.3291921664626683,0.5293876180945721,0.6298816538401721,0.8615657442323101,0.8820239235972316
q=1.00 k=200 d0,1.0,200,0,idea688,64.35250917992656,0.32176254589963277,0.5096095155881921,0.49566935249245786,0.8615657442323101,0.8820239235972316
q=1.00 k=200 d1,1.0,200,1,idea688,60.60954712362301,0.30304773561811504,0.6604933970318176,0.6417795132273681,0.8615657442323101,0.8820239235972316
q=1.00 k=200 d2,1.0,200,2,idea688,66.69277845777233,0.3334638922888617,0.6067382997628415,0.6293156511782757,0.8615657442323101,0.8820239235972316
q=1.00 k=200 d3,1.0,200,3,idea688,67.92044063647491,0.33960220318237455,0.5916024663842411,0.6184695879104116,0.8615657442323101,0.8820239235972316
q=1.00 k=200 d4,1.0,200,4,idea688,66.00122399020808,0.3300061199510404,0.4701218415465685,0.4344723307028492,0.8615657442323101,0.8820239235972316
q=1.00 k=200 d5,1.0,200,5,idea688,63.6780905752754,0.318390452876377,0.5669248946199699,0.6376966259808674,0.8615657442323101,0.8820239235972316
q=1.00 k=200 d6,1.0,200,6,idea688,64.18604651162791,0.3209302325581395,0.5515186118827556,0.5785767395578439,0.8615657442323101,0.8820239235972316
q=1.00 k=200 d7,1.0,200,7,idea688,64.98164014687883,0.32490820073439414,0.592676438073769,0.5643559884907308,0.8615657442323101,0.8820239235972316
q=1.00 k=400 d0,1.0,400,0,idea688,127.62668298653611,0.31906670746634025,0.5773652322554875,0.5732362582309642,0.8615657442323101,0.8820239235972316
q=1.00 k=400 d1,1.0,400,1,idea688,128.4749082007344,0.321187270501836,0.5871394285970654,0.5880594577596353,0.8615657442323101,0.8820239235972316
q=1.00 k=400 d2,1.0,400,2,idea688,128.30110159118726,0.32075275397796815,0.5680573559726586,0.573637502909874,0.8615657442323101,0.8820239235972316
q=1.00 k=400 d3,1.0,400,3,idea688,126.51040391676867,0.31627600979192166,0.5801191257387737,0.5707773731582672,0.8615657442323101,0.8820239235972316
q=1.00 k=400 d4,1.0,400,4,idea688,128.66952264381885,0.32167380660954714,0.5873243331721584,0.5903350826739405,0.8615657442323101,0.8820239235972316
q=1.00 k=400 d5,1.0,400,5,idea688,128.4235006119951,0.32105875152998775,0.572230562102958,0.5531132686261653,0.8615657442323101,0.8820239235972316
q=1.00 k=400 d6,1.0,400,6,idea688,131.49571603427174,0.32873929008567937,0.5683279848375543,0.5615243989685856,0.8615657442323101,0.8820239235972316
q=1.00 k=400 d7,1.0,400,7,idea688,128.8249694002448,0.32206242350061204,0.589295366392941,0.5952786503971715,0.8615657442323101,0.8820239235972316
