K,scheme,within,group,bk,n,rate_lo,rate_mid,rate_hi,winrate,med_dSharpe,ties
8,count,True,ABS,7,14,0.49211997966446364,0.8246059989832232,0.8248601931875953,0.0,-0.1216606301125705,0
8,count,True,QEXP,0,14,0.0,0.0,0.0,0.0,0.0,14
8,count,True,QEXP,1,13,0.0,0.0002541942043721403,0.002251745102454402,0.0,-0.0075037580028426976,4
8,count,True,QEXP,2,14,0.002251745102454402,0.002251745102454402,0.019064565327910524,0.14285714285714285,-0.013660031288163177,0
8,count,True,QEXP,3,13,0.019064565327910524,0.019827147941026944,0.024780355936021625,0.7692307692307693,0.0022617674513880637,0
8,count,True,QEXP,4,13,0.024780355936021625,0.03219995496509795,0.032425129475343394,1.0,0.02049378535936186,0
8,count,True,QEXP,5,14,0.032425129475343394,0.04640684838927686,0.047082676278441093,0.7857142857142857,0.010654951652410927,0
8,count,True,QEXP,6,13,0.047082676278441093,0.04829689883070666,0.05134722928317234,0.9230769230769231,0.009839462439307944,0
8,count,True,QEXP,7,14,0.05134722928317234,0.05179013735645125,0.05201531186669669,1.0,0.04970343366021823,0
8,count,True,QROLL,0,54,0.031011692933401117,0.043027708943455735,0.051093035078800204,0.9629629629629629,0.016927058302021236,0
8,count,True,QROLL,1,54,0.05465175394001017,0.05969813020950664,0.07006082451002478,0.9259259259259259,0.03478312115806448,0
8,count,True,QROLL,2,54,0.07051137643613427,0.08693441789527198,0.09439062851993692,0.9629629629629629,0.02863102541414353,0
8,count,True,QROLL,3,54,0.09506645640910115,0.10047307952241495,0.10628236883584778,1.0,0.05019109739857397,0
8,count,True,QROLL,4,54,0.11101103355100203,0.12023385866802237,0.12232484793872493,0.9629629629629629,0.0503741159602952,0
8,count,True,QROLL,5,54,0.12339563161450123,0.13116420945602442,0.15296237891416986,0.9629629629629629,0.04551379212356732,0
8,count,True,QROLL,6,54,0.1545500762582613,0.16725978647686832,0.17639107907186302,0.9629629629629629,0.055132650689377144,0
8,count,True,QROLL,7,54,0.17676199054267058,0.1977032199954965,0.22212209957197568,0.9629629629629629,0.04680796735115422,0
8,width,False,ABS,0,24,0.061725613876999326,0.06767965098610355,0.07363206485025896,0.5833333333333334,0.01120442926090115,0
8,width,False,ABS,1,48,0.10903356611849516,0.13784098986694412,0.1729340238684981,0.625,0.006607204019125956,0
8,width,False,ABS,2,12,0.242755465175394,0.24351804778851044,0.24428063040162684,0.3333333333333333,-0.012564304245105268,0
8,width,False,ABS,4,12,0.49059481443823083,0.49135739705134723,0.49211997966446364,0.3333333333333333,-0.01427726501238305,0
8,width,False,ABS,7,12,0.8246059989832232,0.8247330960854092,0.8248601931875953,0.0,-0.1216606301125705,0
8,width,False,QEXP,0,108,0.0,0.024780355936021625,0.05201531186669669,0.5740740740740741,0.006171381104256635,18
8,width,False,QROLL,0,198,0.031011692933401117,0.06888662938485003,0.10250056318990763,0.9595959595959596,0.029845471179731242,0
8,width,False,QROLL,1,210,0.10560684530511145,0.14073406890340012,0.1977032199954965,0.9714285714285714,0.050390779609078395,0
8,width,False,QROLL,2,24,0.2150482968988307,0.21730583806036824,0.22212209957197568,0.9166666666666666,0.026226271124157347,0
8,width,False,POOLED,0,330,0.0,0.05465175394001017,0.10250056318990763,0.806060606060606,0.020576486564441,18
8,width,False,POOLED,1,258,0.10560684530511145,0.14073406890340012,0.1977032199954965,0.9069767441860465,0.04104895736661485,0
8,width,False,POOLED,2,36,0.2150482968988307,0.22020725388601037,0.24428063040162684,0.7222222222222222,0.013666592148773388,0
8,width,False,POOLED,4,12,0.49059481443823083,0.49135739705134723,0.49211997966446364,0.3333333333333333,-0.01427726501238305,0
8,width,False,POOLED,7,12,0.8246059989832232,0.8247330960854092,0.8248601931875953,0.0,-0.1216606301125705,0
8,width,True,ABS,0,60,0.061725613876999326,0.11015994593376888,0.1531876548772246,0.6,0.004166809990450049,0
8,width,True,ABS,1,24,0.16707948660211663,0.20784474452194607,0.24428063040162684,0.5,0.0011676783718224115,0
8,width,True,ABS,4,12,0.49059481443823083,0.49135739705134723,0.49211997966446364,0.3333333333333333,-0.01427726501238305,0
8,width,True,ABS,7,12,0.8246059989832232,0.8247330960854092,0.8248601931875953,0.0,-0.1216606301125705,0
8,width,True,QEXP,0,36,0.0,0.00012709710218607016,0.002251745102454402,0.0,-0.0018550591630060453,18
8,width,True,QEXP,2,6,0.019064565327910524,0.019064565327910524,0.019064565327910524,0.3333333333333333,-0.001270522249046807,0
8,width,True,QEXP,3,18,0.019827147941026944,0.024780355936021625,0.024780355936021625,0.8888888888888888,0.006243294246141562,0
8,width,True,QEXP,4,12,0.03219995496509795,0.032312542220220675,0.032425129475343394,1.0,0.03587473074015324,0
8,width,True,QEXP,7,36,0.04640684838927686,0.0498220640569395,0.05201531186669669,0.8888888888888888,0.013136661257018234,0
8,width,True,QROLL,0,60,0.031011692933401117,0.043918718241149166,0.05465175394001017,0.9333333333333333,0.015969431686998298,0
8,width,True,QROLL,1,60,0.05922089619455078,0.06732717856338663,0.07092018301982715,0.9666666666666667,0.0378058412726342,0
8,width,True,QROLL,2,78,0.08057956278596848,0.09439062851993692,0.10250056318990763,0.9743589743589743,0.04141695124250533,0
8,width,True,QROLL,3,90,0.10560684530511145,0.12023385866802237,0.12592926334760082,0.9777777777777777,0.04797192215572965,0
8,width,True,QROLL,4,30,0.126842907981698,0.14073406890340012,0.15003379139445822,1.0,0.052635851472886075,0
8,width,True,QROLL,5,42,0.15296237891416986,0.1573969826615627,0.17405989641972527,0.9047619047619048,0.05175666911080501,0
8,width,True,QROLL,6,48,0.17513980681240468,0.18299689975432695,0.1977032199954965,1.0,0.05350789420598806,0
8,width,True,QROLL,7,24,0.2150482968988307,0.21730583806036824,0.22212209957197568,0.9166666666666666,0.026226271124157347,0
