panel,book,gross,cadence,T_is,T_oos
SMALL439,V2DG,0.75,W,2.669379446712683,2.8758036486125813
SMALL439,V2DG,0.75,M,1.6294403430752187,1.7319357787951164
SMALL439,V2DG,0.75,Q,0.9698166684897979,1.0028067955497373
SMALL439,V2DG,1.0,W,3.5490414342805914,3.8239321601239626
SMALL439,V2DG,1.0,M,2.1690670480050476,2.3058166889459044
SMALL439,V2DG,1.0,Q,1.2910809952402058,1.3341294148883331
SMALL439,EWALL,0.5,W,1.047072675616126,1.2675985492595794
SMALL439,EWALL,0.5,M,0.5237960921861643,0.6481640669962582
SMALL439,EWALL,0.5,Q,0.3125791030320898,0.4005702439722812
SMALL439,EWALL,0.75,W,1.5384801411959006,1.8620325596952507
SMALL439,EWALL,0.75,M,0.7731637345036665,0.9539578604358433
SMALL439,EWALL,0.75,Q,0.45829205921783867,0.5868144436466891
SMALL439,EWALL,1.0,W,2.0462243265409827,2.478569634537104
SMALL439,EWALL,1.0,M,1.0287591740392028,1.2698082909328245
SMALL439,EWALL,1.0,Q,0.6087929163946305,0.7791141948879892
