panel,panel_here,estimator,n_parent,n_here,agree_parent,agree_here,best_parent,best_here,d_agree,d_best,d_n,gate,popn,proxy,dis_parent,dis_here,d_dis
U56,U56,,112,112,0.9017857142857144,0.9017857142857143,0.9375,0.9375,1.1102230246251565e-16,0.0,0,G5_910,ALL,FULL,36.0,36.0,0.0
U56,U56,,112,112,0.9017857142857144,0.9017857142857143,0.9464285714285714,0.9464285714285714,1.1102230246251565e-16,0.0,0,G5_910,ALL,DOWN,40.0,40.0,0.0
U56,U56,,112,112,0.9285714285714286,0.9285714285714286,0.9642857142857144,0.9642857142857143,0.0,1.1102230246251565e-16,0,G5_910,ALL,ROLL,20.0,20.0,0.0
U56,U56,,112,112,0.8125,0.8125,0.9375,0.9375,0.0,0.0,0,G5_910,ALL,MAXROLL,42.0,42.0,0.0
U56,U56,,112,112,0.9285714285714286,0.9285714285714286,0.9553571428571428,0.9553571428571429,0.0,1.1102230246251565e-16,0,G5_910,ALL,EWMA,31.0,31.0,0.0
U56,U56,,112,112,0.9017857142857144,0.9017857142857143,0.9553571428571428,0.9553571428571429,1.1102230246251565e-16,1.1102230246251565e-16,0,G5_910,ALL,SEMI,32.0,32.0,0.0
U56,U56,,112,112,0.8839285714285714,0.8839285714285714,0.9464285714285714,0.9464285714285714,0.0,0.0,0,G5_910,ALL,TAIL10,25.0,25.0,0.0
U56,U56,,112,112,0.8839285714285714,0.8839285714285714,0.9107142857142856,0.9107142857142857,0.0,1.1102230246251565e-16,0,G5_910,ALL,HIVOL,50.0,50.0,0.0
U56,U56,,112,112,0.9196428571428572,0.9196428571428571,0.9375,0.9375,1.1102230246251565e-16,0.0,0,G5_910,ALL,SPYDD,31.0,31.0,0.0
U56,U56,,112,112,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.9285714285714286,0.0,0.0,0,G5_910,ALL,SPYDD10,38.0,38.0,0.0
U56,U56,,64,64,0.953125,0.953125,0.984375,0.984375,0.0,0.0,0,G5_910,ALL,DDWIN,21.0,21.0,0.0
U56,U56,,64,64,0.859375,0.859375,0.984375,0.984375,0.0,0.0,0,G5_910,DDSUB,FULL,9.0,9.0,0.0
U56,U56,,64,64,0.859375,0.859375,0.953125,0.953125,0.0,0.0,0,G5_910,DDSUB,DOWN,6.0,6.0,0.0
U56,U56,,64,64,0.984375,0.984375,1.0,1.0,0.0,0.0,0,G5_910,DDSUB,ROLL,0.0,0.0,0.0
U56,U56,,64,64,0.921875,0.921875,1.0,1.0,0.0,0.0,0,G5_910,DDSUB,MAXROLL,0.0,0.0,0.0
U56,U56,,64,64,0.9375,0.9375,0.984375,0.984375,0.0,0.0,0,G5_910,DDSUB,EWMA,2.0,2.0,0.0
U56,U56,,64,64,0.859375,0.859375,0.984375,0.984375,0.0,0.0,0,G5_910,DDSUB,SEMI,3.0,3.0,0.0
U56,U56,,64,64,0.890625,0.890625,0.9375,0.9375,0.0,0.0,0,G5_910,DDSUB,TAIL10,6.0,6.0,0.0
U56,U56,,64,64,0.828125,0.828125,0.9375,0.9375,0.0,0.0,0,G5_910,DDSUB,HIVOL,15.0,15.0,0.0
U56,U56,,64,64,0.984375,0.984375,0.984375,0.984375,0.0,0.0,0,G5_910,DDSUB,SPYDD,3.0,3.0,0.0
U56,U56,,64,64,0.828125,0.828125,0.9375,0.9375,0.0,0.0,0,G5_910,DDSUB,SPYDD10,13.0,13.0,0.0
U56,U56,,64,64,0.953125,0.953125,0.984375,0.984375,0.0,0.0,0,G5_910,DDSUB,DDWIN,21.0,21.0,0.0
B136,B136,,112,112,0.8571428571428571,0.8571428571428571,0.8928571428571429,0.8928571428571429,0.0,0.0,0,G5_910,ALL,FULL,36.0,36.0,0.0
B136,B136,,112,112,0.8660714285714286,0.8660714285714286,0.9107142857142856,0.9107142857142857,0.0,1.1102230246251565e-16,0,G5_910,ALL,DOWN,43.0,43.0,0.0
B136,B136,,112,112,0.8571428571428571,0.8571428571428571,0.8928571428571429,0.8928571428571429,0.0,0.0,0,G5_910,ALL,ROLL,48.0,48.0,0.0
B136,B136,,112,112,0.8303571428571429,0.8303571428571429,0.875,0.875,0.0,0.0,0,G5_910,ALL,MAXROLL,78.0,78.0,0.0
B136,B136,,112,112,0.8392857142857143,0.8392857142857143,0.9196428571428572,0.9196428571428571,0.0,1.1102230246251565e-16,0,G5_910,ALL,EWMA,31.0,31.0,0.0
B136,B136,,112,112,0.875,0.875,0.9017857142857144,0.9017857142857143,0.0,1.1102230246251565e-16,0,G5_910,ALL,SEMI,44.0,44.0,0.0
B136,B136,,112,112,0.875,0.875,0.9553571428571428,0.9553571428571429,0.0,1.1102230246251565e-16,0,G5_910,ALL,TAIL10,19.0,19.0,0.0
B136,B136,,112,112,0.8660714285714286,0.8660714285714286,0.9017857142857144,0.9017857142857143,0.0,1.1102230246251565e-16,0,G5_910,ALL,HIVOL,37.0,37.0,0.0
B136,B136,,112,112,0.9732142857142856,0.9732142857142857,0.9910714285714286,0.9910714285714286,1.1102230246251565e-16,0.0,0,G5_910,ALL,SPYDD,3.0,3.0,0.0
B136,B136,,112,112,0.8660714285714286,0.8660714285714286,0.9107142857142856,0.9107142857142857,0.0,1.1102230246251565e-16,0,G5_910,ALL,SPYDD10,47.0,47.0,0.0
B136,B136,,60,60,0.9833333333333332,0.9833333333333333,1.0,1.0,1.1102230246251565e-16,0.0,0,G5_910,ALL,DDWIN,0.0,0.0,0.0
B136,B136,,60,60,0.8,0.8,0.9666666666666668,0.9666666666666667,0.0,1.1102230246251565e-16,0,G5_910,DDSUB,FULL,5.0,5.0,0.0
B136,B136,,60,60,0.8166666666666667,0.8166666666666667,0.9666666666666668,0.9666666666666667,0.0,1.1102230246251565e-16,0,G5_910,DDSUB,DOWN,6.0,6.0,0.0
B136,B136,,60,60,0.8666666666666667,0.8666666666666667,0.9833333333333332,0.9833333333333333,0.0,1.1102230246251565e-16,0,G5_910,DDSUB,ROLL,0.0,0.0,0.0
B136,B136,,60,60,0.9333333333333332,0.9333333333333333,0.9333333333333332,0.9333333333333333,1.1102230246251565e-16,1.1102230246251565e-16,0,G5_910,DDSUB,MAXROLL,12.0,12.0,0.0
B136,B136,,60,60,0.8333333333333334,0.8333333333333334,0.9833333333333332,0.9833333333333333,0.0,1.1102230246251565e-16,0,G5_910,DDSUB,EWMA,7.0,7.0,0.0
B136,B136,,60,60,0.8166666666666667,0.8166666666666667,0.9666666666666668,0.9666666666666667,0.0,1.1102230246251565e-16,0,G5_910,DDSUB,SEMI,8.0,8.0,0.0
B136,B136,,60,60,0.85,0.85,0.9833333333333332,0.9833333333333333,0.0,1.1102230246251565e-16,0,G5_910,DDSUB,TAIL10,6.0,6.0,0.0
B136,B136,,60,60,0.7666666666666667,0.7666666666666667,0.95,0.95,0.0,0.0,0,G5_910,DDSUB,HIVOL,10.0,10.0,0.0
B136,B136,,60,60,1.0,1.0,1.0,1.0,0.0,0.0,0,G5_910,DDSUB,SPYDD,0.0,0.0,0.0
B136,B136,,60,60,0.7666666666666667,0.7666666666666667,0.9333333333333332,0.9333333333333333,0.0,1.1102230246251565e-16,0,G5_910,DDSUB,SPYDD10,12.0,12.0,0.0
B136,B136,,60,60,0.9833333333333332,0.9833333333333333,1.0,1.0,1.1102230246251565e-16,0.0,0,G5_910,DDSUB,DDWIN,0.0,0.0,0.0
SMALL,SMALLRAW,,112,112,0.6785714285714286,0.6785714285714286,0.9107142857142856,0.9107142857142857,0.0,1.1102230246251565e-16,0,G5_910,ALL,FULL,69.0,69.0,0.0
SMALL,SMALLRAW,,112,112,0.6964285714285714,0.6964285714285714,0.9107142857142856,0.9107142857142857,0.0,1.1102230246251565e-16,0,G5_910,ALL,DOWN,62.0,62.0,0.0
SMALL,SMALLRAW,,112,112,0.7321428571428571,0.7321428571428571,0.9107142857142856,0.9107142857142857,0.0,1.1102230246251565e-16,0,G5_910,ALL,ROLL,54.0,54.0,0.0
SMALL,SMALLRAW,,112,112,0.8392857142857143,0.8392857142857143,0.8482142857142857,0.8482142857142857,0.0,0.0,0,G5_910,ALL,MAXROLL,57.0,57.0,0.0
SMALL,SMALLRAW,,112,112,0.7321428571428571,0.7321428571428571,0.9107142857142856,0.9107142857142857,0.0,1.1102230246251565e-16,0,G5_910,ALL,EWMA,62.0,62.0,0.0
SMALL,SMALLRAW,,112,112,0.7142857142857143,0.7142857142857143,0.9107142857142856,0.9107142857142857,0.0,1.1102230246251565e-16,0,G5_910,ALL,SEMI,67.0,67.0,0.0
SMALL,SMALLRAW,,112,112,0.6964285714285714,0.6964285714285714,0.8839285714285714,0.8839285714285714,0.0,0.0,0,G5_910,ALL,TAIL10,62.0,62.0,0.0
SMALL,SMALLRAW,,112,112,0.6607142857142857,0.6607142857142857,0.9107142857142856,0.9107142857142857,0.0,1.1102230246251565e-16,0,G5_910,ALL,HIVOL,78.0,78.0,0.0
SMALL,SMALLRAW,,112,112,0.6696428571428571,0.6696428571428571,0.8839285714285714,0.8839285714285714,0.0,0.0,0,G5_910,ALL,SPYDD,132.0,132.0,0.0
SMALL,SMALLRAW,,112,112,0.6517857142857143,0.6517857142857143,0.8839285714285714,0.8839285714285714,0.0,0.0,0,G5_910,ALL,SPYDD10,80.0,80.0,0.0
SMALL,SMALLRAW,,112,112,0.7321428571428571,0.7321428571428571,0.8571428571428571,0.8571428571428571,0.0,0.0,0,G5_910,ALL,DDWIN,80.0,80.0,0.0
SMALL,SMALLRAW,,112,112,0.6785714285714286,0.6785714285714286,0.9107142857142856,0.9107142857142857,0.0,1.1102230246251565e-16,0,G5_910,DDSUB,FULL,69.0,69.0,0.0
SMALL,SMALLRAW,,112,112,0.6964285714285714,0.6964285714285714,0.9107142857142856,0.9107142857142857,0.0,1.1102230246251565e-16,0,G5_910,DDSUB,DOWN,62.0,62.0,0.0
SMALL,SMALLRAW,,112,112,0.7321428571428571,0.7321428571428571,0.9107142857142856,0.9107142857142857,0.0,1.1102230246251565e-16,0,G5_910,DDSUB,ROLL,54.0,54.0,0.0
SMALL,SMALLRAW,,112,112,0.8392857142857143,0.8392857142857143,0.8482142857142857,0.8482142857142857,0.0,0.0,0,G5_910,DDSUB,MAXROLL,57.0,57.0,0.0
SMALL,SMALLRAW,,112,112,0.7321428571428571,0.7321428571428571,0.9107142857142856,0.9107142857142857,0.0,1.1102230246251565e-16,0,G5_910,DDSUB,EWMA,62.0,62.0,0.0
SMALL,SMALLRAW,,112,112,0.7142857142857143,0.7142857142857143,0.9107142857142856,0.9107142857142857,0.0,1.1102230246251565e-16,0,G5_910,DDSUB,SEMI,67.0,67.0,0.0
SMALL,SMALLRAW,,112,112,0.6964285714285714,0.6964285714285714,0.8839285714285714,0.8839285714285714,0.0,0.0,0,G5_910,DDSUB,TAIL10,62.0,62.0,0.0
SMALL,SMALLRAW,,112,112,0.6607142857142857,0.6607142857142857,0.9107142857142856,0.9107142857142857,0.0,1.1102230246251565e-16,0,G5_910,DDSUB,HIVOL,78.0,78.0,0.0
SMALL,SMALLRAW,,112,112,0.6696428571428571,0.6696428571428571,0.8839285714285714,0.8839285714285714,0.0,0.0,0,G5_910,DDSUB,SPYDD,132.0,132.0,0.0
SMALL,SMALLRAW,,112,112,0.6517857142857143,0.6517857142857143,0.8839285714285714,0.8839285714285714,0.0,0.0,0,G5_910,DDSUB,SPYDD10,80.0,80.0,0.0
SMALL,SMALLRAW,,112,112,0.7321428571428571,0.7321428571428571,0.8571428571428571,0.8571428571428571,0.0,0.0,0,G5_910,DDSUB,DDWIN,80.0,80.0,0.0
