panel,val,bps,S_ew,S_top,C_ew,C_top,dS,dC,dOS,dOC,rev,rev_oos,dial
SMALL,0.75,0,0.4361514694631411,0.5700230108127359,0.05061731543970338,0.0860306923698364,-0.13387154134959478,-0.03541337693013302,-0.19405780582445475,-0.046809181947951695,False,False,g
SMALL,0.75,10,0.33611343420604756,0.44991579434596285,0.03666279912702519,0.06404932322062762,-0.11380236013991529,-0.027386524093602427,-0.174771569574518,-0.03813030280256435,False,False,g
SMALL,0.85,0,0.4360279741392313,0.5704955929933011,0.05613554234431928,0.0957665430164305,-0.13446761885406983,-0.03963100067211123,-0.19495115779675948,-0.05259988384277192,False,False,g
SMALL,0.85,10,0.3363973835358593,0.4504739610506977,0.040298867383918635,0.07066776302413014,-0.1140765775148384,-0.030368895640211502,-0.17533303805104683,-0.04255890565169507,False,False,g
SMALL,1.0,0,0.4358620291498731,0.5712133113152362,0.06382692041937355,0.1095051706634147,-0.13535128216536313,-0.04567825024404115,-0.19626336540467804,-0.06101314125421431,False,False,g
SMALL,1.0,10,0.33684142476005835,0.45126786545236464,0.04516699753546094,0.0796574093480189,-0.11442644069230629,-0.034490411812557964,-0.1760996087201373,-0.048840887641641295,False,False,g
U56,0.55,0,1.1325847501075494,1.1550476847831292,0.08280279206097685,0.102604606461284,-0.022462934675579804,-0.01980181440030715,-0.02299077919876269,-0.025166212437965685,False,False,g
U56,0.55,10,1.0488669384230063,1.06317108745829,0.0762614933330128,0.09372686874592939,-0.014304149035283764,-0.017465375412916595,-0.018317045404119936,-0.02279285554458088,False,False,g
U56,0.65,0,1.1323627790113553,1.1550728190962516,0.09796531240970507,0.12145682091544341,-0.0227100400848963,-0.023491508505738334,-0.023406979703473718,-0.029909504810280207,False,False,g
U56,0.65,10,1.048953503521818,1.0633728900164738,0.09015708681071022,0.1108117087653524,-0.014419386494655795,-0.020654621954642183,-0.018581845059020496,-0.027014401537771793,False,False,g
U56,0.75,0,1.1321362346444486,1.1550935984443078,0.11314831389325475,0.14034814475179003,-0.022957363799859243,-0.02719983085853528,-0.023824945737197956,-0.03469356058094597,False,False,g
U56,0.75,10,1.0490288480160836,1.0635392242670008,0.1040491811310249,0.12788458697149974,-0.014510376250917112,-0.023835405840474833,-0.018822533351464443,-0.03124436427320343,False,False,g
U56,0.85,0,1.1319050510697204,1.1551099925515886,0.12834651619345272,0.1592694992168826,-0.023204941481868246,-0.030922983023429884,-0.02424472813881784,-0.03951367804145889,False,False,g
U56,0.85,10,1.0490930888026995,1.063668062859295,0.11793248564342851,0.14493443287177232,-0.014574974056595469,-0.027001947228343814,-0.019039611255561084,-0.03547611489498781,False,False,g
U56,1.0,0,1.1315494241489454,1.1551262869320018,0.1511604877060726,0.18768741093042074,-0.023576862783056374,-0.03652692322434814,-0.024877923074964725,-0.04680075096990799,False,False,g
U56,1.0,10,1.0491670917398797,1.063778208604389,0.13872886468108003,0.17043894112856628,-0.014611116864509333,-0.031710076447486246,-0.01930887241283674,-0.04180924075788783,False,False,g
B136,0.0,0,1.1054296734148639,1.0454701923010825,0.11635195735512016,0.14620897388850618,0.059959481113781354,-0.029857016533386016,0.11438840330455458,-0.02606035420328978,True,True,band
B136,0.0,10,1.0261183690583502,0.9431848997615343,0.10716215168162102,0.12992958836952506,0.08293346929681589,-0.02276743668790404,0.1349453882045959,-0.0187067788960531,True,True,band
B136,0.02,0,1.11437321116574,1.0446945494967523,0.11716513629809477,0.14587638782305734,0.06967866166898773,-0.028711251524962567,0.1184235660882883,-0.026520643702755864,True,True,band
B136,0.02,10,1.0562320676157892,0.9427016152464561,0.11044012634923983,0.12966499064869552,0.11353045236933312,-0.01922486429945569,0.1604381408442923,-0.016690887938747734,True,True,band
B136,0.03,0,1.1123586640680232,1.0505120882637895,0.11683535835325665,0.1468489932831487,0.061846575804233694,-0.030013634929892063,0.11247207439676132,-0.02764057770465911,True,True,band
B136,0.03,10,1.0624215322147224,0.9488982955415121,0.11106192081184574,0.1306755105413595,0.11352323667321029,-0.01961358972951377,0.1626781567707949,-0.016879397818123643,True,True,band
B136,0.05,0,1.0807588725406276,1.0328479459741247,0.11565339658845275,0.1444505532501723,0.047910926566502976,-0.02879715666171956,0.09539895618863015,-0.027425640426064657,True,True,band
B136,0.05,10,1.0413750565336701,0.9321528414302767,0.11100949614546018,0.12841323166645324,0.10922221510339347,-0.017403735520993058,0.15455203997668787,-0.01572316357275305,True,True,band
B136,0.08,0,1.1076435964497766,1.0415880443558982,0.12021321352230263,0.14605622234168902,0.06605555209387837,-0.025843008819386393,0.0887283855502421,-0.02588504458841845,True,True,band
B136,0.08,10,1.0776096898326908,0.9416989459165371,0.1166199910154202,0.13010410195083555,0.13591074391615365,-0.01348411093541535,0.15669269031537447,-0.0132446510891302,True,True,band
BSTK100,0.0,0,1.0926815390192868,1.0366881647031916,0.13717411937332047,0.15429839582784632,0.05599337431609519,-0.017124276454525855,0.10022096553626614,-0.014594031950789343,True,True,band
BSTK100,0.0,10,1.0228373951970056,0.9458199036213336,0.12738334929822792,0.13882130950972837,0.07701749157567195,-0.011437960211500453,0.11852701802338605,-0.008907999914866016,True,True,band
BSTK100,0.02,0,1.0766771666574748,1.0213037360178867,0.1346654561278673,0.15133475651802475,0.055373430639588106,-0.01666930039015746,0.08559308795529086,-0.016489961525784746,True,True,band
BSTK100,0.02,10,1.0233336641786726,0.9311294035888762,0.12724638882385308,0.13605067580734254,0.09220426058979636,-0.008804286983489451,0.12053000102964073,-0.008575243060835236,True,True,band
BSTK100,0.03,0,1.0632095738686562,1.02430642539179,0.1323864010257465,0.15158229826200853,0.03890314847686627,-0.019195897236262027,0.06439041048066119,-0.01905731276349165,True,True,band
BSTK100,0.03,10,1.0159879089617205,0.9341286058315736,0.1258570654905773,0.13631835467207964,0.08185930313014689,-0.010461289181502353,0.1057083935413431,-0.01028664329432405,True,True,band
BSTK100,0.05,0,1.0213613984937977,1.000769586732368,0.12649845703556806,0.1475234013380844,0.020591811761429657,-0.021024944302516335,0.06191887343703584,-0.019197230195104886,True,True,band
BSTK100,0.05,10,0.983098219942656,0.9115757075057195,0.12124470957799738,0.1324780023349894,0.07152251243693653,-0.01123329275699203,0.1109966876160966,-0.009409167619843561,True,True,band
BSTK100,0.08,0,1.096380990382339,1.0502912653323402,0.13692236171139482,0.155811817601601,0.04608972504999875,-0.018889455890206186,0.0605605095795867,-0.0211698566352041,True,True,band
BSTK100,0.08,10,1.066859773533295,0.9620400056026139,0.13284268400367383,0.14082927725323136,0.10481976793068104,-0.007986593249557528,0.11797565789139686,-0.01028650643129092,True,True,band
SMALL,0.0,0,0.4361514694631411,0.5700230108127359,0.05061731543970338,0.0860306923698364,-0.13387154134959478,-0.03541337693013302,-0.19405780582445475,-0.046809181947951695,False,False,band
SMALL,0.0,10,0.33611343420604756,0.44991579434596285,0.03666279912702519,0.06404932322062762,-0.11380236013991529,-0.027386524093602427,-0.174771569574518,-0.03813030280256435,False,False,band
SMALL,0.02,0,0.4696922121071593,0.5789859832362516,0.05518682120613083,0.08740320108484911,-0.10929377112909233,-0.03221637987871828,-0.19405093290106912,-0.046958363655080104,False,False,band
SMALL,0.02,10,0.383293331233017,0.45892388391338984,0.043115284118595776,0.06548662667254201,-0.07563055268037283,-0.02237134255394624,-0.16191830767811843,-0.0364695878448027,False,False,band
SMALL,0.03,0,0.4585496615191474,0.570409630588654,0.05435176282834564,0.08641610680562639,-0.11185996906950663,-0.03206434397728075,-0.1907752011233947,-0.0460189023273232,False,False,band
SMALL,0.03,10,0.3799881697008356,0.4510858425917079,0.043202782168379805,0.06447519563169002,-0.07109767289087232,-0.021272413463310214,-0.15164256718124514,-0.03458142185861668,False,False,band
SMALL,0.05,0,0.4739839485391266,0.5502311761151842,0.057746120362109465,0.08353987230408255,-0.07624722757605762,-0.025793751941973087,-0.15866458066308525,-0.03981463764797066,False,False,band
SMALL,0.05,10,0.40754432209259067,0.4325554816934273,0.04804678943417273,0.06168057468390842,-0.025011159600836608,-0.013633785249735686,-0.10936201885315411,-0.02704778489378379,False,False,band
SMALL,0.08,0,0.5037040930898296,0.5506476425312348,0.06184781114684834,0.08336141943696251,-0.04694354944140522,-0.021513608290114172,-0.12268624963082625,-0.03421762478065826,False,False,band
SMALL,0.08,10,0.4458413219268343,0.4328193037510385,0.053411573632947906,0.06155728522739934,0.013022018175795791,-0.008145711594451432,-0.06539426696598877,-0.02029188613502586,True,False,band
U56,0.0,0,1.1321362346444486,1.1550935984443078,0.11314831389325475,0.14034814475179003,-0.022957363799859243,-0.02719983085853528,-0.023824945737197956,-0.03469356058094597,False,False,band
U56,0.0,10,1.0490288480160836,1.0635392242670008,0.1040491811310249,0.12788458697149974,-0.014510376250917112,-0.023835405840474833,-0.018822533351464443,-0.03124436427320343,False,False,band
U56,0.02,0,1.1635155023220223,1.1570581871264745,0.11603671384022851,0.1404290484582742,0.006457315195547819,-0.024392334618045686,0.0013949870344274196,-0.03336166450324529,True,False,band
U56,0.02,10,1.1042353929234954,1.0701319883799492,0.10955892739713957,0.12860896102077923,0.03410340454354621,-0.01905003362363966,0.02555846758382141,-0.02787164809335496,True,True,band
U56,0.03,0,1.1843633895479797,1.1741757374062354,0.11798505224371114,0.14250656626353275,0.01018765214174433,-0.02452151401982161,0.0020833721103652447,-0.03424190674410044,True,False,band
U56,0.03,10,1.1348420086349607,1.0900080661479357,0.11257738955016827,0.13104801127121224,0.04483394248702499,-0.018470621721043967,0.03381237875228327,-0.027961327591849106,True,True,band
U56,0.05,0,1.1466306927711178,1.1792143720021313,0.1192026232252077,0.14513425143935366,-0.03258367923101346,-0.025931628214145963,-0.0369973065819591,-0.03448712586414171,False,False,band
U56,0.05,10,1.1065116447006114,1.099660341175678,0.11460379558516154,0.13412697756079073,0.00685130352493335,-0.01952318197562919,0.00025409454385294516,-0.02774438530406531,True,False,band
U56,0.08,0,1.1605588710596015,1.17919924632864,0.12299992418600558,0.14563813946133242,-0.0186403752690385,-0.022638215275326834,-0.05418185076187321,-0.03224367609098766,False,False,band
U56,0.08,10,1.1294329811969805,1.103999768490188,0.11934442448797444,0.1351758772705225,0.02543321270679244,-0.01583145278254805,-0.012943386384221656,-0.025245723802960862,True,False,band
