statistic,D,floor_form,spanR_FULL,marginR_FULL,cells_gt1_FULL,spanR_IS,marginR_IS,cells_gt1_IS,spanR_OOS,marginR_OOS,cells_gt1_OOS,order_same,top_same,collapse,OOS_content
SHARPE,6,RSS,3.6439073551515,0.30811227947332853,6,1.9434192626940938,0.09801881941821493,6,3.061183352160631,0.6330535231085201,6,6,6,False,True
SHARPE,12,POOLED,5.0353836460169195,0.43161766733661533,6,3.0131024406805107,0.1406479223024361,6,5.112313595684462,0.5953459072957217,6,6,6,False,True
SHARPE,12,RSS,3.3099764545013795,0.35385858489123934,6,1.87859658695696,0.12597717397278835,6,3.1159302019721133,0.5455833426764716,6,6,6,False,True
SHARPE,24,POOLED,5.2640258026388835,0.45121617287929583,6,3.423978442980318,0.15982710959696006,6,4.885412959807436,0.5689225742188511,6,6,6,False,True
SHARPE,24,RSS,3.4904599438142334,0.3639579002743468,6,2.213765392854925,0.13710550920829412,6,2.948647449878173,0.5211973162303022,6,6,6,False,True
CAGR,3,POOLED,3.461660616615364,0.09260875120040571,6,2.0442779734526275,0.25336494494935496,6,2.404153202398645,0.2625793452715493,6,0,0,False,False
CAGR,3,RSS,1.8061433287267536,0.11084389838381892,5,1.18658614684513,0.24874903086282688,3,0.9439168779392217,0.7376017209922712,3,0,0,True,False
CAGR,6,POOLED,2.439781961518352,0.0652707430569576,6,1.7510519446442712,0.21702292218555647,5,2.1590966899432087,0.23581450410798355,6,0,0,False,False
CAGR,6,RSS,1.700766906666351,0.04693594819169355,5,1.0753807445651604,0.16854665338710095,3,1.2063567294577513,0.24099970786794198,4,0,0,False,False
CAGR,12,POOLED,2.384755875943908,0.06379864696410653,6,1.791401499424497,0.22202378941515183,5,2.2265743436431467,0.24318434980305506,6,0,0,False,False
CAGR,12,RSS,1.4913999122455324,0.05559495477797516,5,1.0267892018368348,0.21391178017013734,3,1.2836330847584174,0.24305909673731924,4,0,0,False,False
CAGR,24,POOLED,2.5157910768155,0.06730419174737226,6,2.0874294782737155,0.2587130819373066,6,2.1447042520406323,0.23424257561459577,6,0,0,False,False
CAGR,24,RSS,1.5664536179724813,0.05913556293689397,5,1.2149981286784381,0.2419436763901393,4,1.211974390026469,0.24015162377095753,4,0,0,True,False
MAXDD,3,POOLED,6.916070758370184,0.7399702998581819,6,2.292903568963311,0.12299349299556897,6,6.737134952180522,0.7208254433655994,6,3,3,False,False
MAXDD,3,RSS,3.6260257844021933,0.8537537030666975,6,1.2880892630886271,0.09773503879018022,5,3.7382810138519873,0.7701707790139969,6,3,3,False,False
MAXDD,6,POOLED,6.624987097270392,0.7088264218509838,6,2.7451215973899945,0.1472508911978469,6,6.687977762720517,0.7155659742977212,6,3,3,False,False
MAXDD,6,RSS,3.8416770408779097,0.716970526390928,6,1.4376848830112663,0.14020342125447116,5,3.8893472689823536,0.7201594146440553,6,3,3,False,False
MAXDD,12,POOLED,5.211973805873644,0.5576440662232564,6,2.507069262726875,0.1344815412119663,6,5.20838427914795,0.5572600124360165,6,3,3,False,False
MAXDD,12,RSS,2.884515818221959,0.606621494796663,6,1.3099437598993084,0.13239012481445028,5,2.8988242040264676,0.6001611285552305,6,3,3,False,False
MAXDD,24,POOLED,4.922763176782869,0.5267005892972182,6,2.564983443132275,0.13758811204139557,6,4.722788176500672,0.5053046889236024,6,3,3,False,False
MAXDD,24,RSS,2.7634275826260537,0.5637582032715065,6,1.3671156654218717,0.1440035143880064,5,2.591092352423493,0.5620075101141062,6,3,3,False,False
