panel,share,rep,lo,hi,n,rho
BROAD136,0.5,7,250,1000000000.0,9623,-0.004315136646395598
BROAD136,0.7,0,0,5.0,164,0.2098411703414805
BROAD136,0.7,0,5,10.0,193,0.03422586861744342
BROAD136,0.7,0,10,25.0,619,-0.13865965668521968
BROAD136,0.7,0,25,50.0,1060,-0.04741725520376836
BROAD136,0.7,0,50,100.0,2070,0.004586498775137783
BROAD136,0.7,0,100,250.0,6106,-0.002003903088432598
BROAD136,0.7,0,250,1000000000.0,9688,-0.00022555189735649103
BROAD136,0.7,1,0,5.0,139,0.11305080554839235
BROAD136,0.7,1,5,10.0,202,-0.10051941839919717
BROAD136,0.7,1,10,25.0,631,0.036261327052462954
BROAD136,0.7,1,25,50.0,1029,-0.00227293372613231
BROAD136,0.7,1,50,100.0,2062,0.005065603338000688
BROAD136,0.7,1,100,250.0,6129,-0.0005962779792748281
BROAD136,0.7,1,250,1000000000.0,9708,-0.012643373956374613
BROAD136,0.7,2,0,5.0,163,0.06399122272010924
BROAD136,0.7,2,5,10.0,201,0.021665981521435337
BROAD136,0.7,2,10,25.0,615,0.04430067367071602
BROAD136,0.7,2,25,50.0,1009,-0.034842456680451384
BROAD136,0.7,2,50,100.0,2048,-0.0036829282882923594
BROAD136,0.7,2,100,250.0,6075,-0.01600339491201022
BROAD136,0.7,2,250,1000000000.0,9789,-0.0002156549066519951
BROAD136,0.7,3,0,5.0,159,0.19506744554302088
BROAD136,0.7,3,5,10.0,185,-0.06118342801032198
BROAD136,0.7,3,10,25.0,600,-0.0041605794685354615
BROAD136,0.7,3,25,50.0,1006,-0.06744866419054998
BROAD136,0.7,3,50,100.0,2045,0.002804280189837107
BROAD136,0.7,3,100,250.0,6177,0.006643317991528756
BROAD136,0.7,3,250,1000000000.0,9728,-0.00988051131008493
BROAD136,0.7,4,0,5.0,174,0.13965319373711607
BROAD136,0.7,4,5,10.0,184,0.1185034188060587
BROAD136,0.7,4,10,25.0,631,-0.009551132800169037
BROAD136,0.7,4,25,50.0,999,-0.06054998771728987
BROAD136,0.7,4,50,100.0,2038,0.021125515340273855
BROAD136,0.7,4,100,250.0,6113,-0.015769812694320286
BROAD136,0.7,4,250,1000000000.0,9761,-0.0026883533969052267
BROAD136,0.7,5,0,5.0,169,0.3027858480596011
BROAD136,0.7,5,5,10.0,198,-0.046404871455031464
BROAD136,0.7,5,10,25.0,605,-0.049785271469677046
BROAD136,0.7,5,25,50.0,1015,-0.05848414584910331
BROAD136,0.7,5,50,100.0,2053,0.032223025191539405
BROAD136,0.7,5,100,250.0,6106,0.0009152510249337528
BROAD136,0.7,5,250,1000000000.0,9754,-0.01273770145319436
BROAD136,0.7,6,0,5.0,174,0.11490368375573405
BROAD136,0.7,6,5,10.0,216,-0.007360915128133054
BROAD136,0.7,6,10,25.0,625,-0.031100625149434683
BROAD136,0.7,6,25,50.0,1039,-0.014200593783550644
BROAD136,0.7,6,50,100.0,2095,-0.030365381115967004
BROAD136,0.7,6,100,250.0,6011,0.002134763431540684
BROAD136,0.7,6,250,1000000000.0,9740,-0.0034319882130754977
BROAD136,0.7,7,0,5.0,167,0.1817707555532866
BROAD136,0.7,7,5,10.0,207,0.03777893813580417
BROAD136,0.7,7,10,25.0,600,-0.04024221421139732
BROAD136,0.7,7,25,50.0,1013,0.01914840577277734
BROAD136,0.7,7,50,100.0,2034,-0.0023035487087672063
BROAD136,0.7,7,100,250.0,6161,-0.0051087678013247255
BROAD136,0.7,7,250,1000000000.0,9718,-0.010008996336170122
SMALL439,0.15,0,0,5.0,191,0.45587159774905
SMALL439,0.15,0,5,10.0,237,0.1425900925303194
SMALL439,0.15,0,10,25.0,661,-0.05831580303171607
SMALL439,0.15,0,25,50.0,1125,-0.0075930384002711035
SMALL439,0.15,0,50,100.0,2289,-0.010686838013855567
SMALL439,0.15,0,100,250.0,6927,-0.02091768327828666
SMALL439,0.15,0,250,1000000000.0,8470,-0.000521540591862787
SMALL439,0.15,1,0,5.0,187,0.5244196743742464
SMALL439,0.15,1,5,10.0,212,0.21197924903927082
SMALL439,0.15,1,10,25.0,663,-0.26484962543264345
SMALL439,0.15,1,25,50.0,1136,-0.05008224447320872
SMALL439,0.15,1,50,100.0,2291,0.08082952351966678
SMALL439,0.15,1,100,250.0,6868,-0.0023110605492921345
SMALL439,0.15,1,250,1000000000.0,8543,-0.021049446687571097
SMALL439,0.15,2,0,5.0,170,0.6693656593977841
SMALL439,0.15,2,5,10.0,229,0.43626811672683014
SMALL439,0.15,2,10,25.0,666,0.010980386390984897
SMALL439,0.15,2,25,50.0,1123,-0.04734562129495081
SMALL439,0.15,2,50,100.0,2315,-0.02699365452333557
SMALL439,0.15,2,100,250.0,6886,0.033013935639485244
SMALL439,0.15,2,250,1000000000.0,8511,-0.05083832875598721
SMALL439,0.15,3,0,5.0,195,0.5910211383343522
SMALL439,0.15,3,5,10.0,214,0.2466670336264112
SMALL439,0.15,3,10,25.0,723,0.02774687742303364
SMALL439,0.15,3,25,50.0,1136,-0.07988960419313375
SMALL439,0.15,3,50,100.0,2263,0.028138924354580822
SMALL439,0.15,3,100,250.0,6922,-0.027008912364697102
SMALL439,0.15,3,250,1000000000.0,8447,-0.008768197420467283
SMALL439,0.15,4,0,5.0,180,0.6656109045118321
SMALL439,0.15,4,5,10.0,233,0.0900833236157591
SMALL439,0.15,4,10,25.0,678,-0.04422016600750815
SMALL439,0.15,4,25,50.0,1145,0.1322599662889075
SMALL439,0.15,4,50,100.0,2274,-0.07660821540906478
SMALL439,0.15,4,100,250.0,6903,0.013250389556251787
SMALL439,0.15,4,250,1000000000.0,8487,-0.03293462039930517
SMALL439,0.15,5,0,5.0,190,0.4975137233578028
SMALL439,0.15,5,5,10.0,217,-0.0752132560209112
SMALL439,0.15,5,10,25.0,689,-0.04220930330825461
SMALL439,0.15,5,25,50.0,1147,-0.10341766908870288
SMALL439,0.15,5,50,100.0,2284,0.0062377491485339324
SMALL439,0.15,5,100,250.0,6818,0.0062859103725271875
SMALL439,0.15,5,250,1000000000.0,8555,-0.010240609051134664
SMALL439,0.15,6,0,5.0,165,0.5661315727147413
SMALL439,0.15,6,5,10.0,237,0.10016538987701229
SMALL439,0.15,6,10,25.0,667,-0.07501982957377126
SMALL439,0.15,6,25,50.0,1140,-0.02542654265423533
SMALL439,0.15,6,50,100.0,2280,0.02830794911931112
SMALL439,0.15,6,100,250.0,6877,-0.0008497299194525141
SMALL439,0.15,6,250,1000000000.0,8534,-0.02306362236737812
SMALL439,0.15,7,0,5.0,174,0.42924925243414097
SMALL439,0.15,7,5,10.0,227,0.23498129529251852
SMALL439,0.15,7,10,25.0,686,-0.1140496505673441
SMALL439,0.15,7,25,50.0,1140,-0.07952306973712561
SMALL439,0.15,7,50,100.0,2273,0.06793825083493266
SMALL439,0.15,7,100,250.0,6908,-0.0038736698020572645
SMALL439,0.15,7,250,1000000000.0,8492,-0.021997185270915137
SMALL439,0.3,0,0,5.0,184,0.31467237067772535
SMALL439,0.3,0,5,10.0,238,0.09805133441886647
SMALL439,0.3,0,10,25.0,686,-0.086540463133194
SMALL439,0.3,0,25,50.0,1137,-0.04993665897250033
SMALL439,0.3,0,50,100.0,2277,0.0038114377617399797
SMALL439,0.3,0,100,250.0,6863,0.0008672868926647674
SMALL439,0.3,0,250,1000000000.0,8515,-0.00936254005438966
SMALL439,0.3,1,0,5.0,165,0.5895461872988257
SMALL439,0.3,1,5,10.0,228,0.23251333549282877
SMALL439,0.3,1,10,25.0,658,-0.015863364346803424
SMALL439,0.3,1,25,50.0,1167,-0.0602224402851989
SMALL439,0.3,1,50,100.0,2285,-0.04602088361144366
SMALL439,0.3,1,100,250.0,6885,0.013827050953556134
SMALL439,0.3,1,250,1000000000.0,8512,-0.01875141055060299
SMALL439,0.3,2,0,5.0,198,0.3650996836074064
SMALL439,0.3,2,5,10.0,207,0.10761913917823802
SMALL439,0.3,2,10,25.0,699,-0.03667676691283173
SMALL439,0.3,2,25,50.0,1174,-0.023686289874414897
SMALL439,0.3,2,50,100.0,2326,0.010883833305396225
SMALL439,0.3,2,100,250.0,6839,0.008653297632348211
SMALL439,0.3,2,250,1000000000.0,8457,-0.02667823501897958
SMALL439,0.3,3,0,5.0,184,0.38767028553816485
SMALL439,0.3,3,5,10.0,240,0.019836937661635076
SMALL439,0.3,3,10,25.0,686,0.046309967679048075
SMALL439,0.3,3,25,50.0,1115,0.03256062787327213
SMALL439,0.3,3,50,100.0,2305,-0.034730612422855286
SMALL439,0.3,3,100,250.0,6898,0.02936480564451938
SMALL439,0.3,3,250,1000000000.0,8472,-0.04328025297279903
SMALL439,0.3,4,0,5.0,161,0.49263909404035583
SMALL439,0.3,4,5,10.0,229,0.052216556484527575
SMALL439,0.3,4,10,25.0,694,-0.055417275467820354
SMALL439,0.3,4,25,50.0,1148,-0.07971375171022842
SMALL439,0.3,4,50,100.0,2265,0.03652366623558578
SMALL439,0.3,4,100,250.0,6889,-0.012048362841611399
SMALL439,0.3,4,250,1000000000.0,8514,-0.007167775645429347
SMALL439,0.3,5,0,5.0,167,0.30092424586740435
SMALL439,0.3,5,5,10.0,231,0.0715957547538819
SMALL439,0.3,5,10,25.0,694,-0.0271104661829025
SMALL439,0.3,5,25,50.0,1162,-0.02808761510780853
SMALL439,0.3,5,50,100.0,2344,0.00038087936485213254
SMALL439,0.3,5,100,250.0,6940,-0.002792275280870325
SMALL439,0.3,5,250,1000000000.0,8362,-0.011582741796671701
SMALL439,0.3,6,0,5.0,173,0.5912920705733248
SMALL439,0.3,6,5,10.0,233,0.12750103122615544
SMALL439,0.3,6,10,25.0,684,0.015791257904867413
SMALL439,0.3,6,25,50.0,1094,-0.07773822869314044
SMALL439,0.3,6,50,100.0,2326,-0.07133310693504198
SMALL439,0.3,6,100,250.0,6862,-0.000600296589390822
SMALL439,0.3,6,250,1000000000.0,8528,0.0014403348060265488
SMALL439,0.3,7,0,5.0,177,0.48556806312397754
SMALL439,0.3,7,5,10.0,216,0.3012004787263879
SMALL439,0.3,7,10,25.0,685,-0.015223779970969908
SMALL439,0.3,7,25,50.0,1142,-0.23989036421812468
SMALL439,0.3,7,50,100.0,2295,0.02235064745071651
SMALL439,0.3,7,100,250.0,6844,0.01326010121932022
SMALL439,0.3,7,250,1000000000.0,8541,-0.012723174570314131
SMALL439,0.5,0,0,5.0,204,0.374294284414485
SMALL439,0.5,0,5,10.0,216,0.0314038282650674
SMALL439,0.5,0,10,25.0,674,-0.008331990521265894
SMALL439,0.5,0,25,50.0,1161,-0.07018724920402236
SMALL439,0.5,0,50,100.0,2315,-0.014164241296971592
SMALL439,0.5,0,100,250.0,6882,-0.0013835349632131558
SMALL439,0.5,0,250,1000000000.0,8448,-0.006359421966061097
SMALL439,0.5,1,0,5.0,183,0.2842025149226709
SMALL439,0.5,1,5,10.0,213,0.05762849785606473
SMALL439,0.5,1,10,25.0,693,-0.06994949886152235
SMALL439,0.5,1,25,50.0,1177,0.020090733757959455
SMALL439,0.5,1,50,100.0,2315,0.001829335137356843
SMALL439,0.5,1,100,250.0,6923,-0.014890953235414577
SMALL439,0.5,1,250,1000000000.0,8396,-0.004835703047937086
SMALL439,0.5,2,0,5.0,168,0.3800884391653993
SMALL439,0.5,2,5,10.0,225,-0.011587012528852275
SMALL439,0.5,2,10,25.0,679,-0.05031610212436529
SMALL439,0.5,2,25,50.0,1136,-0.06899431185211594
SMALL439,0.5,2,50,100.0,2295,-0.00141894358903274
SMALL439,0.5,2,100,250.0,6873,0.00045771723998671334
SMALL439,0.5,2,250,1000000000.0,8524,-0.005700964735798461
SMALL439,0.5,3,0,5.0,170,0.35311498198691554
SMALL439,0.5,3,5,10.0,238,0.238706564565901
SMALL439,0.5,3,10,25.0,697,-0.0707881491856191
SMALL439,0.5,3,25,50.0,1165,-0.09863026127479928
SMALL439,0.5,3,50,100.0,2339,-0.021382575933378292
SMALL439,0.5,3,100,250.0,6931,-0.001703634041212302
SMALL439,0.5,3,250,1000000000.0,8360,0.0011033035539320382
SMALL439,0.5,4,0,5.0,184,0.27154313933768626
SMALL439,0.5,4,5,10.0,231,0.14767510740291964
SMALL439,0.5,4,10,25.0,662,0.16067742326684578
SMALL439,0.5,4,25,50.0,1169,-0.0018285958387496731
SMALL439,0.5,4,50,100.0,2270,-0.10550873148756579
SMALL439,0.5,4,100,250.0,6940,0.024682722071998887
SMALL439,0.5,4,250,1000000000.0,8444,-0.026065962081745643
SMALL439,0.5,5,0,5.0,174,0.4247949690260931
SMALL439,0.5,5,5,10.0,213,0.0367306660627521
SMALL439,0.5,5,10,25.0,699,0.06281916883476409
SMALL439,0.5,5,25,50.0,1103,-0.04156226908713302
SMALL439,0.5,5,50,100.0,2306,-0.008077139573055817
SMALL439,0.5,5,100,250.0,6889,-0.01684840997393181
SMALL439,0.5,5,250,1000000000.0,8516,-0.005297180898123044
SMALL439,0.5,6,0,5.0,181,0.15031330865933346
SMALL439,0.5,6,5,10.0,238,-0.08644069312027236
SMALL439,0.5,6,10,25.0,690,-0.03176344130605117
SMALL439,0.5,6,25,50.0,1137,0.021646440262982212
SMALL439,0.5,6,50,100.0,2303,-0.02953506053698905
SMALL439,0.5,6,100,250.0,6803,0.006880655740030373
SMALL439,0.5,6,250,1000000000.0,8548,-0.010308716491026075
SMALL439,0.5,7,0,5.0,197,0.1803047607016445
SMALL439,0.5,7,5,10.0,227,0.08683165544657184
SMALL439,0.5,7,10,25.0,711,0.045074815700095215
SMALL439,0.5,7,25,50.0,1118,0.04957346411848382
SMALL439,0.5,7,50,100.0,2329,0.05552151273626168
SMALL439,0.5,7,100,250.0,6749,0.010219887513625014
SMALL439,0.5,7,250,1000000000.0,8569,-0.05146292151756764
SMALL439,0.7,0,0,5.0,176,0.10366608569164183
SMALL439,0.7,0,5,10.0,228,0.002125454610532237
SMALL439,0.7,0,10,25.0,675,0.003007767886115344
SMALL439,0.7,0,25,50.0,1118,0.0397129648662291
SMALL439,0.7,0,50,100.0,2294,0.015316326387791984
SMALL439,0.7,0,100,250.0,6907,0.008955376083435697
SMALL439,0.7,0,250,1000000000.0,8502,-0.030833875337377966
SMALL439,0.7,1,0,5.0,184,0.09365856975287384
SMALL439,0.7,1,5,10.0,221,-0.07476519735478622
SMALL439,0.7,1,10,25.0,667,0.027244848034869876
SMALL439,0.7,1,25,50.0,1126,-0.022984362599552246
SMALL439,0.7,1,50,100.0,2302,-0.008743853266297385
SMALL439,0.7,1,100,250.0,6888,-0.0023408692884243996
SMALL439,0.7,1,250,1000000000.0,8512,-0.00666702674971799
SMALL439,0.7,2,0,5.0,196,0.24784504349341613
SMALL439,0.7,2,5,10.0,229,-0.09030657886106722
SMALL439,0.7,2,10,25.0,716,-0.015275612446861065
SMALL439,0.7,2,25,50.0,1086,-0.04853189831655366
SMALL439,0.7,2,50,100.0,2297,-0.010200485928673102
SMALL439,0.7,2,100,250.0,6854,0.00110896558623881
SMALL439,0.7,2,250,1000000000.0,8522,-0.005682325256009626
SMALL439,0.7,3,0,5.0,188,0.11337606845393525
SMALL439,0.7,3,5,10.0,225,-0.126379752064082
SMALL439,0.7,3,10,25.0,663,-0.008203415534398694
SMALL439,0.7,3,25,50.0,1111,-0.011169497562784177
SMALL439,0.7,3,50,100.0,2326,0.018138402140086465
SMALL439,0.7,3,100,250.0,6874,-0.009270407496720623
SMALL439,0.7,3,250,1000000000.0,8513,-0.00628406232923122
SMALL439,0.7,4,0,5.0,183,0.30648763131086343
SMALL439,0.7,4,5,10.0,212,-0.01827644338294442
SMALL439,0.7,4,10,25.0,677,-0.027278054611990964
SMALL439,0.7,4,25,50.0,1143,0.01268382532649353
SMALL439,0.7,4,50,100.0,2287,-0.012393164980265214
SMALL439,0.7,4,100,250.0,6866,0.0005828775594746701
SMALL439,0.7,4,250,1000000000.0,8532,-0.014522019329823554
SMALL439,0.7,5,0,5.0,176,-0.05322784765439665
SMALL439,0.7,5,5,10.0,228,0.06785258772148417
SMALL439,0.7,5,10,25.0,684,-0.01531422911195748
SMALL439,0.7,5,25,50.0,1166,-0.007551416573400351
SMALL439,0.7,5,50,100.0,2253,-0.013302843619747711
SMALL439,0.7,5,100,250.0,6882,-0.013343789172514787
SMALL439,0.7,5,250,1000000000.0,8511,0.0041100762994216306
SMALL439,0.7,6,0,5.0,191,0.154271650022533
SMALL439,0.7,6,5,10.0,216,0.12117254921476649
SMALL439,0.7,6,10,25.0,696,0.0006915214884776504
SMALL439,0.7,6,25,50.0,1124,-0.057880003370717074
SMALL439,0.7,6,50,100.0,2313,-0.0032125258698275806
SMALL439,0.7,6,100,250.0,6850,-0.003921830475996359
SMALL439,0.7,6,250,1000000000.0,8510,-0.00667076614036446
SMALL439,0.7,7,0,5.0,192,0.16402464120423166
SMALL439,0.7,7,5,10.0,225,0.007355927761423403
SMALL439,0.7,7,10,25.0,663,0.0014647823642442235
SMALL439,0.7,7,25,50.0,1150,-0.0405141088852603
SMALL439,0.7,7,50,100.0,2287,-0.00830386687179268
SMALL439,0.7,7,100,250.0,6843,-0.0015708386624846368
SMALL439,0.7,7,250,1000000000.0,8540,-0.006766691784988885
U56,0.15,0,0,5.0,163,0.4907961142993746
U56,0.15,0,5,10.0,207,0.023001173858483343
U56,0.15,0,10,25.0,615,-0.07940162610667391
U56,0.15,0,25,50.0,1080,-0.037962422205605216
U56,0.15,0,50,100.0,1978,0.010039137619173922
U56,0.15,0,100,250.0,6113,-0.004034666758064013
U56,0.15,0,250,1000000000.0,9744,-0.009249085580924334
U56,0.15,1,0,5.0,155,0.436425429527087
U56,0.15,1,5,10.0,188,0.23254862461461148
