panel,axis,window,bucket,n,share,d_pp_yr,t,V2_Sharpe_cond,CG_Sharpe_cond,V2_gross,SPY_pp_yr
broad,voltercile_FULL,FULL,volMID,1527,0.3439963955845911,-0.0867553090379806,-0.11321568992247373,0.9828379301399603,1.1033328913585057,0.5752337468840305,9.978995677348498
broad,voltercile_FULL,FULL,volLO,1560,0.35143050236539763,0.6271860036535117,1.1449529669551173,1.8124386820266756,1.9788012997694824,0.6141517279941343,15.377156417988946
broad,ddbucket,IS,dd20+,302,0.1504733432984554,-6.648729573437016,-0.6723329080002192,0.3884469239323265,0.7128750061823376,0.42855971882025473,9.721379627909265
broad,ddbucket,IS,dd10-20,251,0.12506228201295466,3.997728145964799,0.5978235999924232,0.9698444022207343,0.3422430481779474,0.4775899618121616,4.898439315370864
broad,ddbucket,IS,dd5-10,211,0.10513203786746388,-12.230085885631139,-2.1926706553949833,-1.2018011718495965,0.36855774387766554,0.44575345445427167,9.311474371917953
broad,ddbucket,IS,dd0-5,1243,0.6193323368211261,-0.9644057438044766,-1.2202356569155517,1.774918541729817,2.0675666166738966,0.590220940975509,19.962146534957313
broad,ddbucket,OOS,dd20+,56,0.023026315789473683,10.576544454592144,0.2066593770188159,-1.5880688786614126,-0.8768235633346071,0.13945803115419206,-60.49920696063275
broad,ddbucket,OOS,dd10-20,333,0.13692434210526316,-10.026751044618335,-1.313597709457314,-2.0420431539723607,-0.4182535027666534,0.3449632847938784,-15.205702254031022
broad,ddbucket,OOS,dd5-10,357,0.14679276315789475,-5.346746657471237,-1.7484409882368643,-0.5230459468983739,0.0728041963934749,0.46154994592721843,-6.576324834565177
broad,ddbucket,OOS,dd0-5,1686,0.6932565789473685,-0.418707104959662,-0.587108663806588,2.551013432178704,2.944228940931501,0.5916805521903712,29.522051129788668
broad,ddbucket,FULL,dd20+,358,0.08064879477359765,-3.954273300896142,-0.3431545252511752,0.05369721019431618,0.2511686055168947,0.38333710845908286,-1.2628462071699305
broad,ddbucket,FULL,dd10-20,584,0.13156116242396937,-3.9991067349670226,-0.7661850339709553,-0.6989023938546577,-0.12330060554274928,0.40196550385481855,-6.5650523671819245
broad,ddbucket,FULL,dd5-10,568,0.1279567470150935,-7.90376175807289,-2.7961125942570324,-0.7360642183294434,0.1849265949965303,0.4556818830737118,-0.6743430870864084
broad,ddbucket,FULL,dd0-5,2929,0.6598332957873395,-0.6502890128067447,-1.2268527889121037,2.2074425328679808,2.544562947369422,0.5910611268779528,25.46504825803197
