it,prem_total,prem_skill,prem_instr,sh_OOS,nl_OOS,rd_OOS,sh_OOS_CAGR,sh_OOS_MaxDD,regret,sh_4b,sh_4b_oos,sh_4a_v2,sh_4a_v1,beats_SPY_OOS,prem_total_xc,prem_skill_xc,cells_sh_gt_nl,cells_sh_gt_rd
68,0.04499857464763202,0.018287474421807913,0.026711100225824104,1.0382666842200305,0.9932681095723985,1.0199792097982228,0.13512245731933273,-0.20104248496915347,-0.021042300639711055,17,18,0,16,39,0.030106492642633105,0.011782204905855714,29,31
69,0.043670944868585145,0.017772634625846925,0.025898310242738223,1.0369390544409838,0.9932681095723985,1.019166419815137,0.13023983703535186,-0.19453465107443257,-0.018048200561954993,21,22,0,18,39,0.028877513213140017,0.00868635445720078,28,34
70,0.04883052456072485,0.03348886030476826,0.015341664255956584,1.0420986341331235,0.9932681095723985,1.008609773828355,0.12580197964385242,-0.1869684071039797,-0.008699226638527013,24,25,0,20,39,0.03687816130203997,0.03217186192433612,30,36
71,0.04896660400359155,0.020200776660352457,0.02876582734323909,1.0422347135759902,0.9932681095723985,1.0220339369156377,0.12130709876298403,-0.1793183164566243,-0.012327316628840068,23,26,0,21,39,0.04028507499457319,0.015561139646374858,27,31
72,0.055115367924851257,0.022004983406492706,0.03311038451835855,1.0483834774972498,0.9932681095723985,1.0263784940907568,0.13158255255667073,-0.19482791967251736,-0.010661444015704364,20,23,0,17,39,0.04223696737422158,0.016789944436230903,29,34
73,0.05113684178220741,0.017804567894758674,0.03333227388744874,1.0444049513546059,0.9932681095723985,1.0266003834598474,0.1287829751691215,-0.19113982186961298,-0.01263561802194001,25,25,0,18,39,0.03941511024567079,0.013579066388793307,28,31
74,0.044580150482627395,0.02317184912459489,0.021408301358032508,1.0378482600550258,0.9932681095723985,1.014676410930431,0.12542772376072392,-0.18694246906922654,-0.01784317682508244,20,21,0,20,39,0.03694412181491367,0.020286859285007966,26,29
75,0.046614300294109595,0.01943610367208866,0.027178196622020933,1.039882409866508,0.9932681095723985,1.0204463061944196,0.12841279171762562,-0.19209269788139255,-0.012569540955757052,24,23,0,18,39,0.038175816493330336,0.014853085963136997,26,30
76,0.05239749787347032,0.02339654830825715,0.029000949565213156,1.0456656074458688,0.9932681095723985,1.0222690591376116,0.1291477919964348,-0.19019875553464824,-0.014361424559856483,17,19,0,20,39,0.03781903635909495,0.012958776302312392,26,30
77,0.04763134862308535,0.032439523662561684,0.015191824960523665,1.040899458195484,0.9932681095723985,1.0084599345329222,0.12972948956762492,-0.19268250957538113,-0.01406629492232937,23,23,0,17,39,0.03591277619859673,0.026467356761679207,28,31
78,0.053743287194835364,0.030971570062373974,0.02277171713246139,1.0470113967672339,0.9932681095723985,1.0160398267048598,0.13172341576261049,-0.19563317563074642,-0.011350750586973655,20,21,0,17,39,0.03972567644455679,0.027405225884004254,28,32
79,0.04893043012865745,0.023964548170829915,0.024965881957827528,1.042198539701056,0.9932681095723985,1.0182339915302259,0.13129156435017014,-0.19512682128478084,-0.01784209286049183,22,23,0,16,39,0.03571672724902465,0.01708067923889374,27,31
80,0.047517785267095165,0.029100511274651776,0.0184172739924434,1.0407858948394937,0.9932681095723985,1.0116853835648418,0.12721419933563072,-0.18874261079229093,-0.01650674396958289,23,25,0,19,39,0.03287762432404258,0.025070407213986366,29,39
81,0.046881600690729434,0.028942364187317302,0.01793923650341213,1.0401497102631279,0.9932681095723985,1.0112073460758106,0.12602777345195285,-0.187461429167681,-0.010763503013151684,25,27,0,18,39,0.036653497865892365,0.02596905668150066,28,35
82,0.055551455576646695,0.043394472422017015,0.012156983154629679,1.0488195651490453,0.9932681095723985,1.0054250927270278,0.1316426417721525,-0.19425079907388368,-0.009800224875795332,19,21,0,19,39,0.041495527521351716,0.03657990723866791,28,33
83,0.052112190588466806,0.015966393248400892,0.0361457973400659,1.0453803001608653,0.9932681095723985,1.0294139069124641,0.13235520501429254,-0.19612146235195516,-0.015094950363164538,22,22,0,17,39,0.03921666375481493,0.01090280152658304,30,36
84,0.045770754931199226,0.022438472911081035,0.02333228202011819,1.0390388645035977,0.9932681095723985,1.0166003915925166,0.13056098391762216,-0.19466477436265286,-0.013721886636685,23,25,0,17,39,0.03586164605789113,0.016835648909214695,29,34
85,0.047705983874665896,0.016303226039961757,0.03140275783470414,1.0409740934470644,0.9932681095723985,1.0246708674071028,0.12746448288663592,-0.1890992651515165,-0.019733249084433965,18,19,0,21,39,0.034977288459683877,0.006567240314440862,27,29
86,0.05174396885848584,0.020666208148664107,0.031077760709821736,1.0450120784308845,0.9932681095723985,1.0243458702822201,0.127686143689391,-0.18993726923034282,-0.011980928218427384,20,21,0,19,39,0.039419071941885805,0.01408964183422293,27,32
87,0.046031909976699724,0.01672622358069774,0.029305686396001986,1.0393000195490982,0.9932681095723985,1.0225737959684005,0.1292173532120585,-0.19254379503363256,-0.015574518461788216,23,25,0,17,39,0.039613622555097615,0.012580348023859758,30,32
88,0.05222983168390671,0.025242787804447168,0.02698704387945954,1.0454979412563052,0.9932681095723985,1.020255153451858,0.12913962732510667,-0.1919826553665447,-0.01467162011712137,20,20,0,18,39,0.03829228870999374,0.019043579350131463,28,33
89,0.0503181465557536,0.03134183997025261,0.018976306585500993,1.0435862561281521,0.9932681095723985,1.0122444161578994,0.1281499778850749,-0.1908223011223315,-0.014867682480400839,20,20,0,19,39,0.036690172308904014,0.02359234940879716,27,32
90,0.04954947993976543,0.04090434522685362,0.008645134712911813,1.0428175895121639,0.9932681095723985,1.00191324428531,0.12466358484677954,-0.18457933925811165,-0.012613469029312268,22,24,0,20,39,0.036397682041243426,0.03755045859970848,30,37
91,0.04643094481788943,0.018418226620456484,0.028012718197432947,1.0396990543902882,0.9932681095723985,1.0212808277698313,0.1205743721042444,-0.17806123648061445,-0.012891707424249426,25,28,0,22,39,0.039507888231081215,0.012965236717298271,29,31
92,0.05079015759809951,0.020984278519053157,0.02980587907904636,1.044058267170498,0.9932681095723985,1.023073988651445,0.12459085215324962,-0.18370791893947722,-0.014174784561706549,22,24,0,20,39,0.038059224963991715,0.013853377659018378,27,29
93,0.0529517463700142,0.03257352243478605,0.02037822393522815,1.0462198559424127,0.9932681095723985,1.0136463335076267,0.1328555560840955,-0.19643868479695417,-0.014502532034639061,20,22,0,16,39,0.03842870970529323,0.027480300060729157,28,34
94,0.05134753174039899,0.022546025387630477,0.028801506352768513,1.0446156413127974,0.9932681095723985,1.0220696159251668,0.12968516935256025,-0.19193271547088758,-0.013376145699970704,20,20,0,18,39,0.03837553902194034,0.01666596408531896,28,28
95,0.04511582423876264,0.024874660866228197,0.020241163372534437,1.0383839338111611,0.9932681095723985,1.013509272944933,0.1299391128208504,-0.19338167776224527,-0.01622028769671091,24,25,0,17,39,0.03604921725326139,0.018541758085688743,28,29
96,0.029694530131362914,0.025003663041442303,0.004690867089920614,1.0229626397037614,0.9932681095723985,0.9979589766623189,0.12329744617149493,-0.18710712837056184,-0.014588912046333969,24,26,0,19,39,0.02526709462250674,0.02351911667582074,22,37
97,0.045861383522405985,0.01688817520552112,0.02897320831688487,1.0391294930948045,0.9932681095723985,1.022241317889283,0.12912289774857205,-0.1931200377842776,-0.013212084195589984,25,24,0,18,39,0.037347608044456373,0.012922766512624168,27,32
98,0.041764483110994274,0.014121735486645453,0.027642747624348818,1.035032592683393,0.9932681095723985,1.0209108571967473,0.12074883818140081,-0.1794280093769893,-0.0148623445335743,22,26,0,20,39,0.03605947280523148,0.009124184310168879,27,36
99,0.049758806336133804,0.018586972010949797,0.031171834325184004,1.0430269159085324,0.9932681095723985,1.0244399438975824,0.12756774967935292,-0.18923069231256306,-0.010625456201078486,18,20,0,19,39,0.03607489806732224,0.01518636793704004,26,36
