panel,control,L,n_bars,observed,null_median,null_mean,lo,hi,share_ge
B136,C_GATEOFF,1,4443,22.30648993613683,26.942052109857155,27.683800340159735,18.865694650492436,39.07172825912133,0.81
B136,C_GATEOFF,2,4443,22.30648993613683,25.95873660961833,26.987127630148127,18.612837531054762,38.56648992086942,0.758
B136,C_GATEOFF,5,4443,22.30648993613683,25.39955992358105,26.28124017796476,18.237359623395445,37.529576685890675,0.715
B136,C_GATEOFF,10,4443,22.30648993613683,25.142983936958025,26.10427209488103,17.424856878817877,37.58294664251445,0.699
B136,C_GATEOFF,21,4443,22.30648993613683,24.44086764395653,25.21381516255721,17.15145213898424,35.6727434698815,0.648
B136,C_GATEOFF,42,4443,22.30648993613683,24.2145851157373,25.17889825644639,17.785501668881647,35.02683261754004,0.707
B136,C_GATEOFF,63,4443,22.30648993613683,23.822759753961964,24.414908666423738,17.16133489848642,33.247351357615905,0.676
B136,C_GATEOFF,126,4443,22.30648993613683,22.38555163131337,23.392452751706724,16.814847502007503,30.302170357337626,0.662
B136,C_GATEOFF,252,4443,22.30648993613683,22.30648993613683,22.32634679691789,17.450234250058124,27.933905272770787,0.581
B136,C_GATEOFF,504,4443,22.30648993613683,22.30648993613683,21.520655270197206,16.944111491869702,26.23694423121264,0.512
B136,C_GATEOFF,1008,4443,22.30648993613683,22.306489936136824,20.974175575336726,16.045917806723537,24.371682988340126,0.47
B136,C_GATEOFF,4443,4443,22.30648993613683,22.306489936136824,22.28747156317227,22.30648993613681,22.30648993613683,0.496
B136,C_NOREBAL,1,4443,60.003504311453824,45.49554000117705,46.70565574067225,31.77575022391567,65.70315485268536,0.117
B136,C_NOREBAL,2,4443,60.003504311453824,46.52533233180813,47.48495504866603,32.208666999279544,65.424164522893,0.118
B136,C_NOREBAL,5,4443,60.003504311453824,47.434779510951046,48.243415015993634,32.62126897760275,67.58571383624756,0.151
B136,C_NOREBAL,10,4443,60.003504311453824,46.31271721901576,47.50050843925135,32.555008575026136,67.63325420822312,0.133
B136,C_NOREBAL,21,4443,60.003504311453824,47.3734499036635,48.40222612596516,32.393594313597845,69.15828757127345,0.144
B136,C_NOREBAL,42,4443,60.003504311453824,47.79721133772015,49.23341523430846,33.127706116928984,70.0422951013789,0.179
B136,C_NOREBAL,63,4443,60.003504311453824,49.58728086235418,50.84702914843514,34.428183317502615,70.39598252067654,0.209
B136,C_NOREBAL,126,4443,60.003504311453824,53.44626385714545,53.75512041311349,33.53975887295794,76.16564822514286,0.316
B136,C_NOREBAL,252,4443,60.003504311453824,59.083512390397495,54.99411300525123,34.36268318931266,75.8233350996172,0.465
B136,C_NOREBAL,504,4443,60.003504311453824,60.003504311453824,55.010968311275036,34.36268318931269,72.90955045873517,0.561
B136,C_NOREBAL,1008,4443,60.003504311453824,60.003504311453824,54.223371802169176,34.36268318931269,68.88628320999904,0.605
B136,C_NOREBAL,4443,4443,60.003504311453824,60.00350431145384,59.78770722210203,60.00350431145382,60.00350431145386,0.943
B136,C_SHUFFLE,1,4443,25.71741913062771,25.34465050588584,26.317070945906345,17.927175650384115,37.96186874660993,0.478
B136,C_SHUFFLE,2,4443,25.71741913062771,25.92664246933544,26.726254908056156,18.351361967737727,38.19609046064738,0.513
B136,C_SHUFFLE,5,4443,25.71741913062771,26.237871373561312,27.568396218490342,18.562685090246752,40.68960983225987,0.544
B136,C_SHUFFLE,10,4443,25.71741913062771,26.515629275441114,27.63353383288337,18.424114305378488,40.840561334116884,0.564
B136,C_SHUFFLE,21,4443,25.71741913062771,26.504051269164442,27.603422815511173,18.749156426900413,38.960882603138415,0.562
B136,C_SHUFFLE,42,4443,25.71741913062771,25.742487682749815,26.85979248521297,18.495089837874453,39.24001247853399,0.502
B136,C_SHUFFLE,63,4443,25.71741913062771,25.15127376880728,25.895058762058586,18.201545377442997,36.65837278708178,0.446
B136,C_SHUFFLE,126,4443,25.71741913062771,23.870384291480683,24.71740888410444,17.763898504046484,34.50190719514903,0.361
B136,C_SHUFFLE,252,4443,25.71741913062771,24.442603944815318,24.469926539186687,17.219638196822157,33.86915642468358,0.439
B136,C_SHUFFLE,504,4443,25.71741913062771,25.717419130627718,24.02325386981244,17.514586815288823,30.902153532620602,0.533
B136,C_SHUFFLE,1008,4443,25.71741913062771,25.71741913062772,23.759688189959952,17.514586815288833,29.531509751107635,0.609
B136,C_SHUFFLE,4443,4443,25.71741913062771,25.717419130627736,25.537983763748024,25.7174191306277,25.717419130627782,0.913
B136,C_SPY,1,4443,26.196107494224975,25.077608848930197,26.056767726789214,16.783998211164597,38.71784540081008,0.449
B136,C_SPY,2,4443,26.196107494224975,23.695878136768602,24.852030685507,16.704754218154715,36.42905784421534,0.351
B136,C_SPY,5,4443,26.196107494224975,23.7670680697338,24.84362519183993,16.42616230426912,36.249550249583216,0.345
B136,C_SPY,10,4443,26.196107494224975,23.744250576305145,24.768711956976514,16.26811031655374,36.77362360956641,0.341
B136,C_SPY,21,4443,26.196107494224975,25.18816020441325,26.14893689880963,15.955536189895518,39.092066549275714,0.439
B136,C_SPY,42,4443,26.196107494224975,26.196107494224947,25.907288753154113,16.73492353869676,36.80574392272786,0.484
B136,C_SPY,63,4443,26.196107494224975,26.196107494224947,25.366210956430944,16.734923538696737,36.63488438404476,0.469
B136,C_SPY,126,4443,26.196107494224975,26.196107494224947,24.65438550024247,16.423806564396916,33.35617363711451,0.431
B136,C_SPY,252,4443,26.196107494224975,26.196107494224947,24.08773311589535,16.50433668525607,30.486191440492767,0.408
B136,C_SPY,504,4443,26.196107494224975,26.19610749422494,23.740373248886783,16.942530111691116,27.570432978252068,0.359
B136,C_SPY,1008,4443,26.196107494224975,26.196107494224947,23.707347193224837,16.942530111691134,26.19610749422498,0.383
B136,C_SPY,4443,4443,26.196107494224975,26.19610749422495,26.18439539743062,26.19610749422494,26.19610749422498,0.378
SMALL,C_BOOK,1,3938,35.81405418032813,40.70569519144284,41.98820518945105,25.92446739988487,62.641378779381384,0.675
SMALL,C_BOOK,2,3938,35.81405418032813,39.833919515660256,40.967584897602464,26.657957245158794,59.40082260702493,0.647
SMALL,C_BOOK,5,3938,35.81405418032813,39.90415314880019,41.09889804294806,26.321360932601507,60.612058557143726,0.643
SMALL,C_BOOK,10,3938,35.81405418032813,39.90862967781251,40.95802856865032,24.881384797867952,60.73347014582162,0.64
SMALL,C_BOOK,21,3938,35.81405418032813,38.78885219567867,39.91921282408517,24.33607748602457,58.49278953437167,0.615
SMALL,C_BOOK,42,3938,35.81405418032813,38.03555845876838,39.06641655314294,23.798914659987876,57.86346714541283,0.6
SMALL,C_BOOK,63,3938,35.81405418032813,38.74390675622915,39.096878010467506,23.7363446814738,55.902615498276916,0.641
SMALL,C_BOOK,126,3938,35.81405418032813,37.75192721830534,38.42865220960387,23.77810750471158,54.815935434996504,0.628
SMALL,C_BOOK,252,3938,35.81405418032813,35.82911928931051,36.69656623717353,24.891886325217406,49.97327688573638,0.55
SMALL,C_BOOK,504,3938,35.81405418032813,35.81405418032812,35.441874766150605,24.891886325217417,46.3993861174574,0.48
SMALL,C_BOOK,1008,3938,35.81405418032813,35.81405418032812,33.842097975950146,24.891886325217417,41.89785023198198,0.418
SMALL,C_BOOK,3938,3938,35.81405418032813,35.81405418032812,35.76526274582195,35.81405418032811,35.81405418032813,0.494
SMALL,C_GATEOFF,1,3938,33.14305676645737,41.25904662820237,42.71848526652362,29.030418046805288,62.00660224194187,0.832
SMALL,C_GATEOFF,2,3938,33.14305676645737,41.35937899782769,42.616532768718315,28.39732383197947,60.93530176362677,0.828
SMALL,C_GATEOFF,5,3938,33.14305676645737,41.99047207110998,43.165154041397535,28.84817424816422,61.52964342078068,0.836
SMALL,C_GATEOFF,10,3938,33.14305676645737,41.460466579954755,43.01184191295943,28.79213701584785,62.53500186355761,0.828
SMALL,C_GATEOFF,21,3938,33.14305676645737,40.46678029447917,41.78142285408698,27.96028562718178,60.55051232917983,0.794
SMALL,C_GATEOFF,42,3938,33.14305676645737,39.545971113820244,40.29369654082008,27.006874120819855,57.115320101535815,0.795
SMALL,C_GATEOFF,63,3938,33.14305676645737,38.037513092876644,39.622952342971566,27.317801692779774,55.11340362985276,0.795
SMALL,C_GATEOFF,126,3938,33.14305676645737,36.10046116708323,37.64320584781047,26.453404922901925,52.02018395525688,0.764
SMALL,C_GATEOFF,252,3938,33.14305676645737,34.83673489995623,36.377613701354385,26.223737258277623,48.44621122436283,0.721
SMALL,C_GATEOFF,504,3938,33.14305676645737,33.27287832693131,35.20515710574185,26.22373725827763,45.289304724693096,0.697
SMALL,C_GATEOFF,1008,3938,33.14305676645737,33.14305676645737,33.516273478090724,28.52036971629635,40.98071822608992,0.615
SMALL,C_GATEOFF,3938,3938,33.14305676645737,33.14305676645737,33.14281118168789,33.14305676645736,33.14305676645738,0.585
SMALL,C_NOREBAL,1,3938,38.93723162501094,51.78744749746886,52.764447894355165,34.349566350070006,76.08430758711289,0.855
SMALL,C_NOREBAL,2,3938,38.93723162501094,51.444900953966254,52.27311008796746,32.49005365957267,74.95221429554543,0.829
SMALL,C_NOREBAL,5,3938,38.93723162501094,51.05441818336786,52.2435464983158,32.9603688933834,74.19086580541025,0.832
SMALL,C_NOREBAL,10,3938,38.93723162501094,51.50810817616113,52.53009148033304,33.506211109709774,75.66716959370008,0.853
SMALL,C_NOREBAL,21,3938,38.93723162501094,51.752818691641934,52.67920588146249,32.05046665910211,75.7281029196955,0.846
SMALL,C_NOREBAL,42,3938,38.93723162501094,50.260734002914276,51.1607694779623,31.90175507989797,74.63276275180613,0.815
SMALL,C_NOREBAL,63,3938,38.93723162501094,48.999405400087966,50.16191215060859,31.348135278679763,73.50881087462938,0.793
SMALL,C_NOREBAL,126,3938,38.93723162501094,47.03849676023775,48.65845776861204,32.59436536779786,70.17348002518197,0.771
SMALL,C_NOREBAL,252,3938,38.93723162501094,45.946636012859884,47.101780582068564,33.035816403381155,64.16650442186204,0.778
SMALL,C_NOREBAL,504,3938,38.93723162501094,43.8791544840293,44.86626469633855,33.035816403381126,61.27101862688057,0.718
SMALL,C_NOREBAL,1008,3938,38.93723162501094,41.26241735725132,41.91609766593366,32.679534124003276,52.43325453888303,0.616
SMALL,C_NOREBAL,3938,3938,38.93723162501094,38.93723162501093,38.042118563608675,35.621821153518646,38.93723162501097,0.459
SMALL,C_SHUFFLE,1,3938,46.78093364985628,40.654420460818315,42.03997935995141,26.43134025690922,63.26260403972044,0.303
SMALL,C_SHUFFLE,2,3938,46.78093364985628,40.35239102098527,41.835531766734164,27.061512942245646,61.85417576707727,0.294
SMALL,C_SHUFFLE,5,3938,46.78093364985628,40.62337939881492,42.16882222983682,27.26035758079016,63.375275282518736,0.301
SMALL,C_SHUFFLE,10,3938,46.78093364985628,40.70816728806153,42.30403201793065,26.734368067110914,62.77657820928154,0.314
SMALL,C_SHUFFLE,21,3938,46.78093364985628,41.06653967069691,42.65540215912117,27.397113642990345,64.33524482978406,0.322
SMALL,C_SHUFFLE,42,3938,46.78093364985628,41.90389781471809,43.19249406526964,28.20976578740056,62.27064305908543,0.334
SMALL,C_SHUFFLE,63,3938,46.78093364985628,41.36508933202436,42.91438857689318,28.01858741356892,63.83112020129202,0.311
SMALL,C_SHUFFLE,126,3938,46.78093364985628,39.30549187812846,40.623409117350995,27.193226720078258,59.133497052542026,0.239
SMALL,C_SHUFFLE,252,3938,46.78093364985628,37.52527677932005,39.03418955205895,27.358271799640672,55.94278840499312,0.17
SMALL,C_SHUFFLE,504,3938,46.78093364985628,37.32536409397322,38.66260781630175,27.35827179964077,53.22881143004358,0.166
SMALL,C_SHUFFLE,1008,3938,46.78093364985628,39.37874140156848,39.95505838129646,25.876227458998315,56.251037272924734,0.206
SMALL,C_SHUFFLE,3938,3938,46.78093364985628,46.78093364985628,44.29572487899587,33.42041371624388,46.780933649856316,0.551
SMALL,C_SPY,1,3938,26.1971511096732,23.91054812784266,25.001749601220233,16.380131083584075,37.15580467282782,0.357
SMALL,C_SPY,2,3938,26.1971511096732,22.917183650426555,23.669084795301444,15.274662237042302,35.0729864786909,0.291
SMALL,C_SPY,5,3938,26.1971511096732,22.737441845882927,23.69650391527373,15.602191489768026,34.869007954972254,0.285
SMALL,C_SPY,10,3938,26.1971511096732,22.730139293832835,23.626990610949854,15.364648840115057,35.3149226915769,0.278
SMALL,C_SPY,21,3938,26.1971511096732,24.01773828659259,24.63184029150626,14.276404402337096,37.60563650728581,0.354
SMALL,C_SPY,42,3938,26.1971511096732,26.19715110967317,25.09932485103143,14.479079743270148,37.57982605624555,0.459
SMALL,C_SPY,63,3938,26.1971511096732,26.19715110967318,24.914284506798467,14.810439257058196,35.816490814318904,0.468
SMALL,C_SPY,126,3938,26.1971511096732,26.19715110967319,24.22457862218148,14.767130697789776,32.58957934919468,0.449
SMALL,C_SPY,252,3938,26.1971511096732,26.19715110967319,23.991885611084594,14.767130697789726,30.480766358993304,0.437
SMALL,C_SPY,504,3938,26.1971511096732,26.19715110967319,23.563720944010637,14.767130697789721,27.93662786684421,0.433
SMALL,C_SPY,1008,3938,26.1971511096732,26.19715110967319,23.28954256462808,14.335379402421205,26.19715110967321,0.403
SMALL,C_SPY,3938,3938,26.1971511096732,26.1971511096732,26.1493677622788,26.19715110967317,26.197151109673207,0.514
