knob,n_rungs,output,declared_class,mean_swing,max_swing,n_decisions_moving,seed_noise,ratio,cell,cell_B_matched
K_RECENTRE,4,B_PMAX,BAR,0.29897222222222225,0.6160000000000001,72,0.03266666666666667,9.15221088435374,3_KNOB_DEPENDENT,
K_RECENTRE,4,B_MODALRUNG,BAR,3.486111111111111,9.0,51,0.25,13.944444444444445,3_KNOB_DEPENDENT,
K_RECENTRE,4,B_MODALMATCH,BAR,0.6805555555555556,1.0,49,0.1388888888888889,4.9,3_KNOB_DEPENDENT,
K_RECENTRE,4,B_SD,BAR,5.083703519876476e-18,5.551115123125783e-17,25,0.008956975241017415,5.6756922767814e-16,2_NOISE_BOUND,
K_RECENTRE,4,B_GAPEXCEEDS,BAR,0.16666666666666666,1.0,12,0.0,inf,3_KNOB_DEPENDENT,
K_RECENTRE,4,B_RESOLVED,BAR,0.25,1.0,18,0.0,inf,3_KNOB_DEPENDENT,
K_RECENTRE,4,B_Q05,BAR,0.4662969510458349,1.3637865187310672,72,0.02645880448837564,17.623507942344744,3_KNOB_DEPENDENT,
K_RECENTRE,4,O_PICK,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_RECENTRE,4,O_MARGIN,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_RECENTRE,4,O_LEVEL,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
K_RECENTRE,4,O_GAPRATIO,OBS,0.0,0.0,0,0.0,,1_STRUCTURALLY_INVARIANT,
