panel,delay,gross,cstar_full_bps,cstar_oos_bps,turn_y
SMALL,2,0.5,,,2.784544183234165
SMALL,2,0.55,,,3.0540843155754027
SMALL,2,0.6,,,3.323303019570324
SMALL,2,0.65,,,3.592431123676619
SMALL,2,0.7,,,3.861859214932038
SMALL,2,0.75,,,4.132019934460316
SMALL,2,0.8,,,4.402815177172429
SMALL,2,0.85,,,4.674690629588273
SMALL,2,0.9,,,4.948195706359538
SMALL,2,0.95,,,5.223542584360927
SMALL,2,1.0,,,5.501028144529318
SMALL,3,0.4,,,2.2404417926136158
SMALL,3,0.45,,,2.5115731270680777
SMALL,3,0.5,,,2.781666638093082
SMALL,3,0.55,,,3.0511413001876457
SMALL,3,0.6,,,3.3201985906173053
SMALL,3,0.65,,,3.5892600462189246
SMALL,3,0.7,,,3.858601130922659
SMALL,3,0.75,,,4.128479244537446
SMALL,3,0.8,,,4.3992345000068065
SMALL,3,0.85,,,4.671306308269843
SMALL,3,0.9,,,4.944830928747745
SMALL,3,0.95,,,5.2199522682279955
SMALL,3,1.0,,,5.497345912998875
