panel,book,gross,cost_bps,k,lam,rota_turn,damp_turn,rota_Sharpe,damp_Sharpe,rota_MaxDD,damp_MaxDD,rota_4b,rota_n,damp_4b
U56,CAP2,0.75,50.0,1,1.0,3.5063829420832273,3.5063829420832278,1.111339888951081,1.111339888951081,-0.14985301432639242,-0.1498530143263923,0,1,0
U56,CAP2,0.75,50.0,2,0.5,3.3019116061347713,2.5611815912325246,1.1176572560199736,1.146057388842743,-0.15870356172588776,-0.1650776050024464,0,4,0
U56,CAP2,0.75,50.0,4,0.25,2.848831191297582,1.9249922951245126,1.104637995372872,1.1576748976884155,-0.17498103761893163,-0.1824852734603597,0,4,1
U56,CAP2,0.75,50.0,8,0.125,2.3106520099313186,1.3869524534114932,1.1178380732438982,1.1550173158478714,-0.1917381027129748,-0.1951991278335462,4,4,1
U56,CAP2,1.0,0.0,1,1.0,3.9918738682526245,3.9918738682526254,1.2578720128376348,1.2578720128376348,-0.17219526991017153,-0.17219526991017187,1,1,1
U56,CAP2,1.0,0.0,2,0.5,3.5432685139906486,2.9835137233413698,1.253210597364995,1.2299371448669203,-0.17831185871145663,-0.19334200879434227,4,4,1
U56,CAP2,1.0,0.0,4,0.25,3.0289994799776854,2.2795651190685384,1.195277641995397,1.1944688647755974,-0.20981630932145112,-0.22517360401106445,1,4,0
U56,CAP2,1.0,0.0,8,0.125,2.463742325460905,1.6744592044348572,1.170754953958578,1.1620856573134206,-0.2418088826850273,-0.2449604820761505,0,4,0
U56,CAP2,1.0,10.0,1,1.0,3.9918738682526245,3.9918738682526254,1.2186869420925572,1.2186869420925572,-0.17276601457826812,-0.17276601457826812,1,1,1
U56,CAP2,1.0,10.0,2,0.5,3.5432685139906486,2.9835137233413698,1.21893306436576,1.2013457172330597,-0.17917475655804088,-0.19410861068952823,4,4,1
U56,CAP2,1.0,10.0,4,0.25,3.0289994799776854,2.2795651190685384,1.16694013466008,1.1734222028979355,-0.21034502525366447,-0.2256173504382556,1,4,0
U56,CAP2,1.0,10.0,8,0.125,2.463742325460905,1.6744592044348572,1.1487052947454321,1.1472150536351131,-0.24216116687509048,-0.24530967557654504,0,4,0
U56,CAP2,1.0,25.0,1,1.0,3.9918738682526245,3.9918738682526254,1.1598028305878672,1.159802830587867,-0.17362190598961025,-0.17362190598961025,1,1,1
U56,CAP2,1.0,25.0,2,0.5,3.5432685139906486,2.9835137233413698,1.1674434814224846,1.1584212892519448,-0.1804679776397155,-0.1952576596290947,4,4,1
U56,CAP2,1.0,25.0,4,0.25,3.0289994799776854,2.2795651190685384,1.1243874023699565,1.1418357724326391,-0.21113766539253134,-0.22628266915068063,1,4,0
U56,CAP2,1.0,25.0,8,0.125,2.463742325460905,1.6744592044348572,1.11560148189244,1.1249011940387779,-0.24268935549867146,-0.2458332447185143,0,4,0
U56,CAP2,1.0,50.0,1,1.0,3.9918738682526245,3.9918738682526254,1.0614330172323296,1.0614330172323296,-0.17504779014401317,-0.1750477901440134,1,1,1
U56,CAP2,1.0,50.0,2,0.5,3.5432685139906486,2.9835137233413698,1.081465136505011,1.0867979142544004,-0.1826203460757444,-0.1971704652400309,4,4,1
U56,CAP2,1.0,50.0,4,0.25,3.0289994799776854,2.2795651190685384,1.053360718280692,1.0891537279859589,-0.21249167551973963,-0.22739073145107336,1,4,0
U56,CAP2,1.0,50.0,8,0.125,2.463742325460905,1.6744592044348572,1.0603593014338726,1.0876920939250732,-0.24360380400396203,-0.24670527055231084,0,4,0
U56,CAND,0.75,0.0,1,1.0,4.394572810632719,4.39457281063272,1.236081945622843,1.236081945622843,-0.17274816551070737,-0.17274816551070726,1,1,1
U56,CAND,0.75,0.0,2,0.5,4.3816787978420795,3.0401783368882636,1.2550684892675488,1.2388261229022794,-0.171199113869508,-0.18133259337849694,4,4,1
U56,CAND,0.75,0.0,4,0.25,3.770582961861447,2.181106472676083,1.2253010227307115,1.2301751275043193,-0.18313130509570316,-0.19130608984119624,4,4,1
U56,CAND,0.75,0.0,8,0.125,3.031451501191179,1.5116859083993104,1.2137184047093852,1.2118978809682315,-0.19656789476394765,-0.1989523265849118,3,4,1
U56,CAND,0.75,10.0,1,1.0,4.394572810632719,4.39457281063272,1.1933695908106958,1.1933695908106956,-0.17392304314971851,-0.17392304314971851,1,1,1
U56,CAND,0.75,10.0,2,0.5,4.3816787978420795,3.0401783368882636,1.2128647365907232,1.2095621986733662,-0.17196545253656467,-0.18198986586384636,4,4,1
U56,CAND,0.75,10.0,4,0.25,3.770582961861447,2.181106472676083,1.1896977971635785,1.2094637712587966,-0.18356770651301627,-0.19166494117175348,4,4,1
U56,CAND,0.75,10.0,8,0.125,3.031451501191179,1.5116859083993104,1.185694892111816,1.1977705989204432,-0.1968265589326796,-0.19914185371516335,3,4,1
U56,CAND,0.75,25.0,1,1.0,4.394572810632719,4.39457281063272,1.1291912901285504,1.1291912901285504,-0.1756836938565105,-0.1756836938565104,1,1,1
U56,CAND,0.75,25.0,2,0.5,4.3816787978420795,3.0401783368882636,1.14944440803738,1.165622046878859,-0.1731141271412177,-0.18297519127989248,4,4,1
U56,CAND,0.75,25.0,4,0.25,3.770582961861447,2.181106472676083,1.1362054066093963,1.1783759321113525,-0.18422202160182716,-0.1922030340834323,4,4,1
U56,CAND,0.75,25.0,8,0.125,3.031451501191179,1.5116859083993104,1.1436039448122164,1.1765706100972628,-0.19721444465628557,-0.19942609141666479,3,4,1
U56,CAND,0.75,50.0,1,1.0,4.394572810632719,4.39457281063272,1.0220208374642825,1.0220208374642827,-0.17861367175230713,-0.17861367175230702,0,1,0
U56,CAND,0.75,50.0,2,0.5,4.3816787978420795,3.0401783368882636,1.0435069387380305,1.0922917665009406,-0.1750263635025599,-0.1846158453980994,4,4,1
U56,CAND,0.75,50.0,4,0.25,3.770582961861447,2.181106472676083,1.0468579574208654,1.126513674377182,-0.18531178156053835,-0.193099364828883,4,4,1
U56,CAND,0.75,50.0,8,0.125,3.031451501191179,1.5116859083993104,1.0733229465331449,1.1412148675376377,-0.19786062618247321,-0.1998996796214202,2,4,1
U56,CAND,1.0,0.0,1,1.0,5.679032812388823,5.679032812388824,1.201728416708261,1.201728416708261,-0.22996762296763962,-0.2299676229676395,0,1,0
U56,CAND,1.0,0.0,2,0.5,5.659483594107237,3.9598259496086583,1.2210943210969787,1.2036832819046102,-0.22933372198023896,-0.24329366331222246,0,4,0
U56,CAND,1.0,0.0,4,0.25,4.809302178831744,2.848648363541023,1.1883939580902707,1.1948207843771401,-0.2455972420497948,-0.25708207720332676,0,4,0
U56,CAND,1.0,0.0,8,0.125,3.8436919394977127,1.9746634693726146,1.1829732261490455,1.1776850002150043,-0.26252178790058234,-0.2665482760138401,0,4,0
U56,CAND,1.0,10.0,1,1.0,5.679032812388823,5.679032812388824,1.1604224628583475,1.1604224628583475,-0.23143958043721158,-0.23143958043721102,0,1,0
U56,CAND,1.0,10.0,2,0.5,5.659483594107237,3.9598259496086583,1.1801769995168452,1.1752151332746466,-0.23029136515358367,-0.24411696021576723,0,4,0
U56,CAND,1.0,10.0,4,0.25,4.809302178831744,2.848648363541023,1.1541999627189712,1.1746455592635636,-0.2461443075327403,-0.2575320516057108,0,4,0
U56,CAND,1.0,10.0,8,0.125,3.8436919394977127,1.9746634693726146,1.1560141655731384,1.1639089723582223,-0.2628410034028818,-0.2667860253408947,0,4,0
U56,CAND,1.0,25.0,1,1.0,5.679032812388823,5.679032812388824,1.0983626711241539,1.0983626711241536,-0.233644788010835,-0.23364478801083488,0,1,0
U56,CAND,1.0,25.0,2,0.5,5.659483594107237,3.9598259496086583,1.1186978961181318,1.1324719791454936,-0.2317264498919716,-0.2453509402085131,0,4,0
U56,CAND,1.0,25.0,4,0.25,4.809302178831744,2.848648363541023,1.10283260540377,1.144363151641361,-0.2469644195923262,-0.25820670574927373,0,4,0
U56,CAND,1.0,25.0,8,0.125,3.8436919394977127,1.9746634693726146,1.1155261261840317,1.1432362927879538,-0.2633196447738231,-0.267142560353145,0,4,0
U56,CAND,1.0,50.0,1,1.0,5.679032812388823,5.679032812388824,0.9947423463816243,0.9947423463816243,-0.23731286202349577,-0.23731286202349577,0,1,0
U56,CAND,1.0,50.0,2,0.5,5.659483594107237,3.9598259496086583,1.0160209209608733,1.0611446526341204,-0.2341145800705395,-0.24740500051253866,0,4,0
U56,CAND,1.0,50.0,4,0.25,4.809302178831744,2.848648363541023,1.0170514429971909,1.0938463124063573,-0.24832997714378247,-0.2593303096862959,0,4,0
U56,CAND,1.0,50.0,8,0.125,3.8436919394977127,1.9746634693726146,1.0479308146098494,1.108760475249962,-0.2641168955149704,-0.2677365481405307,0,4,0
B136,CAP2,0.75,0.0,1,1.0,4.6751254264368125,4.675125426436814,1.1628722607918338,1.162872260791834,-0.1660523318147472,-0.16605233181474677,1,1,1
B136,CAP2,0.75,0.0,2,0.5,4.339767236877744,3.2930873158988265,1.1450599211658414,1.1474310292205265,-0.18466184035797198,-0.1873426995579176,4,4,1
B136,CAP2,0.75,0.0,4,0.25,3.593619840156637,2.352357412226539,1.1315504733938955,1.1512809778579098,-0.20859980520004756,-0.20809683204336804,1,4,0
B136,CAP2,0.75,0.0,8,0.125,2.7353566077925686,1.5949673218042164,1.1435191409028962,1.160619215023392,-0.22018301649208255,-0.22223338363476552,0,4,0
B136,CAP2,0.75,10.0,1,1.0,4.6751254264368125,4.675125426436814,1.1179682737332233,1.117968273733223,-0.17096216935248199,-0.17096216935248332,1,1,1
B136,CAP2,0.75,10.0,2,0.5,4.339767236877744,3.2930873158988265,1.1039492635254902,1.1162460273854475,-0.18568257005875682,-0.18816938662657678,4,4,1
B136,CAP2,0.75,10.0,4,0.25,3.593619840156637,2.352357412226539,1.0982463760099104,1.1293798652558162,-0.20927871659866276,-0.20871839702918882,1,4,0
B136,CAP2,0.75,10.0,8,0.125,2.7353566077925686,1.5949673218042164,1.1185947466044959,1.1460207765488075,-0.2205482811076518,-0.22256398981201564,0,4,0
B136,CAP2,0.75,25.0,1,1.0,4.6751254264368125,4.675125426436814,1.0505054094214668,1.0505054094214668,-0.1793470044898412,-0.17934700448984142,1,1,1
B136,CAP2,0.75,25.0,2,0.5,4.339767236877744,3.2930873158988265,1.0422032776091208,1.0694271348647575,-0.18721213412641183,-0.18940846734524142,4,4,1
B136,CAP2,0.75,25.0,4,0.25,3.593619840156637,2.352357412226539,1.048236932481747,1.0965087521447328,-0.21036547550978663,-0.20965007968915794,1,4,0
B136,CAP2,0.75,25.0,8,0.125,2.7353566077925686,1.5949673218042164,1.0811797408104784,1.1241148399664176,-0.22109593625824647,-0.2230597064611869,0,4,0
B136,CAP2,0.75,50.0,1,1.0,4.6751254264368125,4.675125426436814,0.9378721377668768,0.9378721377668768,-0.19314020037155355,-0.19314020037155366,0,1,0
B136,CAP2,0.75,50.0,2,0.5,4.339767236877744,3.2930873158988265,0.9391362373857779,0.9913093604124091,-0.18975732908178145,-0.1915832704081344,0,4,0
B136,CAP2,0.75,50.0,4,0.25,3.593619840156637,2.352357412226539,0.9647723294442003,1.04167879752259,-0.21217425968891124,-0.2112011123767168,0,4,0
B136,CAP2,0.75,50.0,8,0.125,2.7353566077925686,1.5949673218042164,1.018755880479367,1.087584720387563,-0.2220080503750509,-0.22388538740796038,0,4,0
B136,CAP2,1.0,0.0,1,1.0,5.829629100658773,5.829629100658773,1.1338692692269507,1.133869269226951,-0.22311958179959213,-0.22311958179959224,0,1,0
B136,CAP2,1.0,0.0,2,0.5,5.441184740384715,4.203848019528907,1.110695474166428,1.112430492566121,-0.24111183226994368,-0.24612729450043525,0,4,0
B136,CAP2,1.0,0.0,4,0.25,4.508273310608739,3.036497878455347,1.0970012014734718,1.1132100091879882,-0.2736140593900652,-0.27776799438726274,0,4,0
B136,CAP2,1.0,0.0,8,0.125,3.428046915636619,2.0760837859694816,1.10359745522551,1.1218775759553437,-0.2932028091249226,-0.2970832839561901,0,4,0
B136,CAP2,1.0,10.0,1,1.0,5.829629100658773,5.829629100658773,1.0911176660182103,1.0911176660182105,-0.22381381560911473,-0.22381381560911429,0,1,0
B136,CAP2,1.0,10.0,2,0.5,5.441184740384715,4.203848019528907,1.0712592674634944,1.0821231170929615,-0.24234856489369713,-0.24716269287108095,0,4,0
B136,CAP2,1.0,10.0,4,0.25,4.508273310608739,3.036497878455347,1.0650713608455469,1.0917851647643626,-0.27451641703609064,-0.2785471219915009,0,4,0
B136,CAP2,1.0,10.0,8,0.125,3.428046915636619,2.0760837859694816,1.079796422667532,1.1075220250661715,-0.2936561779980984,-0.2974983553399433,0,4,0
B136,CAP2,1.0,25.0,1,1.0,5.829629100658773,5.829629100658773,1.0268897797196246,1.0268897797196246,-0.22485476575149432,-0.224854765751494,0,1,0
B136,CAP2,1.0,25.0,2,0.5,5.441184740384715,4.203848019528907,1.0120374391996712,1.0366253764579516,-0.24420127890323676,-0.24917508296028168,0,4,0
B136,CAP2,1.0,25.0,4,0.25,4.508273310608739,3.036497878455347,1.017130754721817,1.0596307676724264,-0.27586838845131234,-0.27971467944686956,0,4,0
B136,CAP2,1.0,25.0,8,0.125,3.428046915636619,2.0760837859694816,1.0440708060382902,1.0859811048072847,-0.29433582285126003,-0.2981206302715098,0,4,0
B136,CAP2,1.0,50.0,1,1.0,5.829629100658773,5.829629100658773,0.9196543213054574,0.9196543213054577,-0.22658861454669876,-0.22658861454669854,0,1,0
B136,CAP2,1.0,50.0,2,0.5,5.441184740384715,4.203848019528907,0.9132037401531674,0.960720493321576,-0.2472827813855243,-0.2525992650185903,0,4,0
B136,CAP2,1.0,50.0,4,0.25,4.508273310608739,3.036497878455347,0.9371308314273334,1.0060012076372071,-0.27811750501398647,-0.2816575872028757,0,4,0
B136,CAP2,1.0,50.0,8,0.125,3.428046915636619,2.0760837859694816,0.9844727360466712,1.050061130394262,-0.2954674756501533,-0.2991568698503224,0,4,0
B136,CAND,0.75,0.0,1,1.0,4.906022705624987,4.906022705624988,1.138421130216956,1.1384211302169558,-0.1796659908168844,-0.1796659908168844,1,1,1
B136,CAND,0.75,0.0,2,0.5,4.608944557830323,3.38516998441009,1.1424417387930297,1.1377467685487876,-0.19571302906738663,-0.1995067056616544,4,4,1
B136,CAND,0.75,0.0,4,0.25,3.815446894371129,2.396399171919175,1.1321073785915456,1.1399082900894122,-0.21317555962624804,-0.21244240763465894,1,4,0
B136,CAND,0.75,0.0,8,0.125,2.901808620703541,1.6217447363907953,1.1428219455800468,1.148279276342781,-0.22192764184762176,-0.224376510030737,0,4,0
B136,CAND,0.75,10.0,1,1.0,4.906022705624987,4.906022705624988,1.0930036341713876,1.0930036341713876,-0.18112275422094581,-0.18112275422094593,1,1,1
B136,CAND,0.75,10.0,2,0.5,4.608944557830323,3.38516998441009,1.1003186215584557,1.1067628285002398,-0.1967357124336305,-0.20032729346684464,4,4,1
B136,CAND,0.75,10.0,4,0.25,3.815446894371129,2.396399171919175,1.0978661906487086,1.118240410706696,-0.21386862372308377,-0.2130808200887785,1,4,0
B136,CAND,0.75,10.0,8,0.125,2.901808620703541,1.6217447363907953,1.1171962180863904,1.1337923954849638,-0.22243323660558054,-0.2247138102471885,0,4,0
B136,CAND,0.75,25.0,1,1.0,4.906022705624987,4.906022705624988,1.024781460232084,1.0247814602320842,-0.18330532705368308,-0.18330532705368296,1,1,1
B136,CAND,0.75,25.0,2,0.5,4.608944557830323,3.38516998441009,1.0370479145218892,1.0602478592376672,-0.1982681898213892,-0.20155722853516245,4,4,1
B136,CAND,0.75,25.0,4,0.25,3.815446894371129,2.396399171919175,1.0464451327180362,1.08571987633552,-0.2150023736807709,-0.21403773560305628,1,4,0
B136,CAND,0.75,25.0,8,0.125,2.901808620703541,1.6217447363907953,1.0787216350597728,1.1120540013735707,-0.22319119725717265,-0.22521956010475308,0,4,0
B136,CAND,0.75,50.0,1,1.0,4.906022705624987,4.906022705624988,0.9109186484133454,0.9109186484133454,-0.19322822342170298,-0.1932282234217031,0,1,0
B136,CAND,0.75,50.0,2,0.5,4.608944557830323,3.38516998441009,0.9314322456051249,0.98264282568384,-0.2008181945499849,-0.2036045971943553,0,4,0
B136,CAND,0.75,50.0,4,0.25,3.815446894371129,2.396399171919175,0.9606167648051177,1.0314759806835205,-0.21689550039020455,-0.21563072087715685,1,4,0
B136,CAND,0.75,50.0,8,0.125,2.901808620703541,1.6217447363907953,1.0145136588434494,1.075803623637012,-0.22445331494726284,-0.22606194214107012,0,4,0
B136,CAND,1.0,0.0,1,1.0,6.3167439960259175,6.316743996025919,1.1052332385356192,1.1052332385356192,-0.24012159067942052,-0.24012159067942085,0,1,0
B136,CAND,1.0,0.0,2,0.5,5.936538885158138,4.395873117563218,1.1091519074183882,1.1033621454874531,-0.25959462966976826,-0.26692945016440095,0,4,0
B136,CAND,1.0,0.0,4,0.25,4.880358801164147,3.122184526367132,1.0988311475234442,1.1046596683576817,-0.2791288843445654,-0.2855909549271861,0,4,0
B136,CAND,1.0,0.0,8,0.125,3.7079350691960675,2.1113515741956177,1.1076978717061055,1.1131323969808824,-0.295036952265335,-0.3009452479680701,0,4,0
B136,CAND,1.0,10.0,1,1.0,6.3167439960259175,6.316743996025919,1.0615372256586493,1.061537225658649,-0.24194240752120422,-0.24194240752120433,0,1,0
B136,CAND,1.0,10.0,2,0.5,5.936538885158138,4.395873117563218,1.0684588253148468,1.0733736488571235,-0.2608277342245179,-0.2679511853574771,0,4,0
B136,CAND,1.0,10.0,4,0.25,4.880358801164147,3.122184526367132,1.0658355745611752,1.0836675719147122,-0.280027334399369,-0.28638560053231377,0,4,0
B136,CAND,1.0,10.0,8,0.125,3.7079350691960675,2.1113515741956177,1.0829423452856353,1.0991103291123758,-0.2956321681139652,-0.3013641565456956,0,4,0
B136,CAND,1.0,25.0,1,1.0,6.3167439960259175,6.316743996025919,0.9959074558573804,0.9959074558573804,-0.24466941286272548,-0.24466941286272537,0,1,0
B136,CAND,1.0,25.0,2,0.5,5.936538885158138,4.395873117563218,1.0073438418166676,1.0283558250899467,-0.2626749848285831,-0.26948222180656833,0,4,0
B136,CAND,1.0,25.0,4,0.25,4.880358801164147,3.122184526367132,1.0162894784892118,1.0521622635396592,-0.28137346542779545,-0.2875763798310118,0,4,0
B136,CAND,1.0,25.0,8,0.125,3.7079350691960675,2.1113515741956177,1.0457786227767847,1.0780696814912152,-0.29652432404176127,-0.3019921798779369,0,4,0
B136,CAND,1.0,50.0,1,1.0,6.3167439960259175,6.316743996025919,0.8863855814720366,0.8863855814720364,-0.24920317657933222,-0.249203176579332,0,1,0
B136,CAND,1.0,50.0,2,0.5,5.936538885158138,4.395873117563218,0.9053434887939412,0.953255152520131,-0.26574732491945774,-0.2720297750504067,0,4,0
B136,CAND,1.0,50.0,4,0.25,4.880358801164147,3.122184526367132,0.933599776295743,0.9996141249338754,-0.28361290395171596,-0.28955784375128435,0,4,0
B136,CAND,1.0,50.0,8,0.125,3.7079350691960675,2.1113515741956177,0.9837687427946502,1.0429835063626898,-0.2980094708223981,-0.30303798043064667,0,4,0
