panel,sweep,gross,cost_bps,arm,w,dTurn,dCAGR,dSharpe,dMaxDD,dOOS_Sharpe,gross_float,gross_fix,dgross,f4b,x4b
B136,ZERO,0.75,25.0,FIX0.0300,0.03,0.05682288553497283,0.0005049084207406906,-0.014374948975401258,-0.00952384094303127,-0.006383644487760742,0.7357823741007191,0.7427023381294962,0.006919964028777037,True,True
B136,ZERO,0.75,50.0,FIX0.0125,0.0125,-0.12595417644297902,-0.0017347876089046643,0.021041972823986566,0.008633952711479376,0.028075258328060793,0.7357823741007191,0.714694806654676,-0.02108756744604312,False,False
B136,ZERO,0.75,50.0,FIX0.0150,0.015,-0.06917270409148268,-0.0003259324737046043,0.016628012296021732,0.008633952711479265,0.021034497091088622,0.7357823741007191,0.7246436600719423,-0.011138714028776864,False,False
B136,ZERO,0.75,50.0,FIX0.0200,0.02,0.0,0.0,0.0,1.1102230246251565e-16,-2.220446049250313e-16,0.7357823741007191,0.7357823741007192,1.1102230246251565e-16,False,False
B136,ZERO,0.75,50.0,FIX0.0250,0.025,0.0345113717918375,0.00011479980177964144,-0.00844883045148137,-0.0010886428636989187,-0.003644785827717101,0.7357823741007191,0.7400573291366903,0.004274955035971195,False,False
B136,ZERO,0.75,50.0,FIX0.0300,0.03,0.05682288553497283,-0.0001772638358679135,-0.018346874266208513,-0.002907512001417145,-0.010765265339717889,0.7357823741007191,0.7427023381294962,0.006919964028777037,False,False
B136,ZERO,1.0,0.0,FIX0.0125,0.0125,-0.17772168805785105,-0.009658597032069727,0.006374032689199227,0.010385346947994312,0.02268987560339908,0.9661915467625894,0.9224595323741002,-0.04373201438848928,False,False
B136,ZERO,1.0,0.0,FIX0.0150,0.015,-0.10148371778651477,-0.006516800312305504,-0.009171981893863146,2.220446049250313e-16,0.0010002335391854356,0.9661915467625894,0.94361285971223,-0.02257868705035948,False,False
B136,ZERO,1.0,0.0,FIX0.0200,0.02,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.9661915467625894,0.9661915467625894,0.0,False,False
B136,ZERO,1.0,0.0,FIX0.0250,0.025,0.05913552680239542,0.002234487463292689,-0.005167458926428559,1.1102230246251565e-16,-0.009996410689650848,0.9661915467625894,0.9787207733812945,0.012529226618705036,False,False
B136,ZERO,1.0,0.0,FIX0.0300,0.03,0.09668403079088028,0.003494184084654961,-0.007223436837269892,1.1102230246251565e-16,-0.011035033390828675,0.9661915467625894,0.9843142985611506,0.018122751798561154,False,False
B136,ZERO,1.0,10.0,FIX0.0125,0.0125,-0.17772168805785105,-0.008534172157820707,0.01110980680364082,0.01043561703924234,0.02658872087368347,0.9661915467625894,0.9224595323741002,-0.04373201438848928,False,False
B136,ZERO,1.0,10.0,FIX0.0150,0.015,-0.10148371778651477,-0.005867990841504245,-0.00633476698781954,1.1102230246251565e-16,0.0033202805390162293,0.9661915467625894,0.94361285971223,-0.02257868705035948,False,False
B136,ZERO,1.0,10.0,FIX0.0200,0.02,-2.220446049250313e-16,0.0,0.0,0.0,2.220446049250313e-16,0.9661915467625894,0.9661915467625894,0.0,False,False
B136,ZERO,1.0,10.0,FIX0.0250,0.025,0.05913552680239542,0.0018615456301562805,-0.006732902027854593,3.3306690738754696e-16,-0.011325287121837446,0.9661915467625894,0.9787207733812945,0.012529226618705036,False,False
B136,ZERO,1.0,10.0,FIX0.0300,0.03,0.09668403079088028,0.0028843397848230534,-0.009852058506067518,2.220446049250313e-16,-0.013374199924458097,0.9661915467625894,0.9843142985611506,0.018122751798561154,False,False
B136,ZERO,1.0,25.0,FIX0.0125,0.0125,-0.17772168805785105,-0.006866296714611586,0.018225314099047374,0.01051096059000256,0.032439493418404686,0.9661915467625894,0.9224595323741002,-0.04373201438848928,False,False
B136,ZERO,1.0,25.0,FIX0.0150,0.015,-0.10148371778651477,-0.004905969729573245,-0.0020685253714507468,1.1102230246251565e-16,0.006800138136625611,0.9661915467625894,0.94361285971223,-0.02257868705035948,False,False
B136,ZERO,1.0,25.0,FIX0.0200,0.02,-2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,1.1102230246251565e-16,-2.220446049250313e-16,0.9661915467625894,0.9661915467625894,0.0,False,False
B136,ZERO,1.0,25.0,FIX0.0250,0.025,0.05913552680239542,0.0013091302809684624,-0.009084537334309584,3.3306690738754696e-16,-0.013314847310852862,0.9661915467625894,0.9787207733812945,0.012529226618705036,False,False
B136,ZERO,1.0,25.0,FIX0.0300,0.03,0.09668403079088028,0.0019812378169923317,-0.013798455340613858,-1.1102230246251565e-16,-0.01687036147505483,0.9661915467625894,0.9843142985611506,0.018122751798561154,False,False
B136,ZERO,1.0,50.0,FIX0.0125,0.0125,-0.17772168805785105,-0.004135990626791486,0.030093906641382784,0.010636368958554465,0.042179081058229095,0.9661915467625894,0.9224595323741002,-0.04373201438848928,False,False
B136,ZERO,1.0,50.0,FIX0.0150,0.015,-0.10148371778651477,-0.0033321130834771395,0.005055182956306692,-1.1102230246251565e-16,0.012587944438133047,0.9661915467625894,0.94361285971223,-0.02257868705035948,False,False
B136,ZERO,1.0,50.0,FIX0.0200,0.02,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,0.0,0.9661915467625894,0.9661915467625894,0.0,False,False
B136,ZERO,1.0,50.0,FIX0.0250,0.025,0.05913552680239542,0.00040687105335046603,-0.01300320931989074,-0.004197032454952732,-0.016611984000896474,0.9661915467625894,0.9787207733812945,0.012529226618705036,False,False
B136,ZERO,1.0,50.0,FIX0.0300,0.03,0.09668403079088028,0.0005067881753426651,-0.020368259328136573,-0.01103592906900297,-0.022647827256641495,0.9661915467625894,0.9843142985611506,0.018122751798561154,False,False
