date,idea,MaxDD,verdict,script,monthly_strict,monthly_wide,dd_margin_pp
2026-09-04,40 NONE    n=3,-0.258,"KILL 4b (MaxDD -25.8% vs cap -20.2%) — lane A's OFF book, control",2026-09-04_vol-scaler-replacement_B.py,False,False,-5.569658829961044
2026-09-04,40 DD      n=3 D=6%,-0.166,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,False,False,3.630341170038956
2026-09-04,40 DD      n=3 D=8%,-0.158,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,False,False,4.4303411700389566
2026-09-04,40 DD      n=3 D=12%,-0.185,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,False,False,1.730341170038957
2026-09-04,40 BREADTH n=3 B=30%,-0.20600000000000002,KILL 4a / PARK 4b — NEAREST MISS: fails MaxDD by 0.4pp (-20.6% vs cap -20.2%); passes H1/H2/OOS/CAGR; walk-forward pick,2026-09-04_vol-scaler-replacement_B.py,False,False,-0.3696588299610448
2026-09-04,40 BREADTH n=3 B=40%,-0.209,"KILL 4a / KILL 4b (H1, MaxDD)",2026-09-04_vol-scaler-replacement_B.py,False,False,-0.6696588299610423
2026-09-04,40 BREADTH n=3 B=50%,-0.214,"KILL 4a / KILL 4b (H1, MaxDD)",2026-09-04_vol-scaler-replacement_B.py,False,False,-1.1696588299610426
2026-09-04,40 NONE    n=5,-0.21600000000000003,"KILL 4b (MaxDD, H1) — control",2026-09-04_vol-scaler-replacement_B.py,False,False,-1.3696588299610457
2026-09-04,40 DD      n=5 D=6%,-0.14300000000000002,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,False,False,5.930341170038956
2026-09-04,40 DD      n=5 D=8%,-0.155,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,False,False,4.730341170038957
2026-09-04,40 DD      n=5 D=12%,-0.157,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,False,False,4.530341170038957
2026-09-04,40 BREADTH n=5 B=30%,-0.17800000000000002,KILL 4a / PARK 4b — fails H1 only (0.865 vs 0.957),2026-09-04_vol-scaler-replacement_B.py,False,False,2.430341170038955
2026-09-04,40 BREADTH n=5 B=40%,-0.172,KILL 4a / PARK 4b — fails H1 only (0.893 vs 0.957),2026-09-04_vol-scaler-replacement_B.py,False,False,3.030341170038958
2026-09-04,40 BREADTH n=5 B=50%,-0.179,KILL 4a / PARK 4b — fails H1 only (0.896 vs 0.957),2026-09-04_vol-scaler-replacement_B.py,False,False,2.330341170038958
2026-09-04,40 NONE    n=8,-0.179,"KILL 4b (H1 0.918 vs SPY 0.957) — control, = lane A nearest miss",2026-09-04_vol-scaler-replacement_B.py,False,False,2.330341170038958
2026-09-04,40 DD      n=8 D=6%,-0.121,"KEEP 4a (marginal) / KILL 4b (H1, H2, OOS, CAGR all fail) — do NOT adopt, see memo",2026-09-04_vol-scaler-replacement_B.py,False,False,8.130341170038957
2026-09-04,40 DD      n=8 D=8%,-0.138,"KEEP 4a (marginal) / KILL 4b (H1, H2, OOS, CAGR all fail) — do NOT adopt, see memo",2026-09-04_vol-scaler-replacement_B.py,False,False,6.430341170038956
2026-09-04,40 DD      n=8 D=12%,-0.154,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,False,False,4.830341170038957
2026-09-04,40 BREADTH n=8 B=30%,-0.191,KILL 4a / PARK 4b — fails H1 only,2026-09-04_vol-scaler-replacement_B.py,False,False,1.1303411700389565
2026-09-04,40 BREADTH n=8 B=40%,-0.168,KILL 4a / PARK 4b — fails H1 only (0.915 vs 0.957),2026-09-04_vol-scaler-replacement_B.py,False,False,3.4303411700389557
2026-09-04,40 BREADTH n=8 B=50%,-0.18100000000000002,KILL 4a / PARK 4b — fails H1 only,2026-09-04_vol-scaler-replacement_B.py,False,False,2.1303411700389545
2026-09-04,2 ON  FIXEDW n=2,-0.075,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,False,False,12.730341170038956
2026-09-04,2 ON  FIXEDW n=3,-0.083,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,False,False,11.930341170038956
2026-09-04,2 ON  FIXEDW n=4,-0.11699999999999999,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,False,False,8.530341170038957
2026-09-04,2 ON  FIXEDW n=5,-0.138,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,False,False,6.430341170038956
2026-09-04,2 ON  FIXEDW n=6,-0.174,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,False,False,2.830341170038958
2026-09-04,2 ON  EQW    n=2,-0.18,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,False,False,2.2303411700389573
2026-09-04,2 ON  EQW    n=3,-0.136,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,False,False,6.630341170038956
2026-09-04,2 ON  EQW    n=4,-0.146,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,False,False,5.630341170038958
2026-09-04,2 ON  EQW    n=5,-0.138,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,False,False,6.430341170038956
2026-09-04,2 ON  EQW    n=6,-0.146,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,False,False,5.630341170038958
2026-09-04,2 ON  EQW    n=8,-0.16399999999999998,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,False,False,3.8303411700389587
2026-09-04,2 ON  EQW    n=10,-0.129,KEEP 4a,2026-09-04_position-count.py,False,False,7.330341170038956
2026-09-04,2 ON  EQW    n=12,-0.139,KILL 4a / KILL 4b (CAGR),2026-09-04_position-count.py,False,False,6.330341170038956
2026-09-04,2 ON  EQW    n=15,-0.159,"KILL 4a / KILL 4b (H2,OOS,CAGR)",2026-09-04_position-count.py,False,False,4.330341170038957
2026-09-04,2 ON  EQW    n=20,-0.174,KILL 4a / KILL 4b (CAGR),2026-09-04_position-count.py,False,False,2.830341170038958
2026-09-04,2 OFF FIXEDW n=2,-0.111,KEEP 4a,2026-09-04_position-count.py,False,False,9.130341170038957
2026-09-04,2 OFF FIXEDW n=3,-0.162,KEEP 4b,2026-09-04_position-count.py,False,False,4.030341170038956
2026-09-04,2 OFF FIXEDW n=4,-0.195,KEEP 4b,2026-09-04_position-count.py,False,False,0.7303411700389562
2026-09-04,2 OFF FIXEDW n=5,-0.21600000000000003,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_position-count.py,False,False,-1.3696588299610457
2026-09-04,2 OFF FIXEDW n=6,-0.23,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_position-count.py,False,False,-2.769658829961044
2026-09-04,2 OFF EQW    n=2,-0.265,"KILL 4a / KILL 4b (H1,H2,OOS,DD)",2026-09-04_position-count.py,False,False,-6.2696588299610445
2026-09-04,2 OFF EQW    n=3,-0.258,KILL 4a / KILL 4b (DD),2026-09-04_position-count.py,False,False,-5.569658829961044
2026-09-04,2 OFF EQW    n=4,-0.23800000000000002,KILL 4a / KILL 4b (DD),2026-09-04_position-count.py,False,False,-3.5696588299610448
2026-09-04,2 OFF EQW    n=5,-0.21600000000000003,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_position-count.py,False,False,-1.3696588299610457
2026-09-04,2 OFF EQW    n=6,-0.19399999999999998,KILL 4a / KILL 4b (H1),2026-09-04_position-count.py,False,False,0.830341170038959
2026-09-04,2 OFF EQW    n=8,-0.179,KILL 4a / KILL 4b (H1),2026-09-04_position-count.py,False,False,2.330341170038958
2026-09-04,2 OFF EQW    n=10,-0.175,KILL 4a / KILL 4b (H1),2026-09-04_position-count.py,False,False,2.730341170038958
2026-09-04,2 OFF EQW    n=12,-0.17800000000000002,KEEP 4b,2026-09-04_position-count.py,False,False,2.430341170038955
2026-09-04,2 OFF EQW    n=15,-0.192,KEEP 4b,2026-09-04_position-count.py,False,False,1.0303411700389564
2026-09-04,2 OFF EQW    n=20,-0.183,KEEP 4b,2026-09-04_position-count.py,False,False,1.9303411700389572
2026-09-04,"31 PEAD tercile h=40 (broad, 2012-26)",-0.34700000000000003,KILL 4a / KILL 4b,research/backtests/2026-09-04_small-cap-pead.py,False,False,-14.469658829961046
2026-09-04,"31 PEAD tercile h=60 (broad, 2012-26)",-0.335,KILL 4a / KILL 4b,research/backtests/2026-09-04_small-cap-pead.py,False,False,-13.269658829961045
2026-09-04,"31 PEAD quintile h=40 (broad, 2012-26)",-0.36,KILL 4a / KILL 4b,research/backtests/2026-09-04_small-cap-pead.py,False,False,-15.769658829961042
2026-09-04,"31 PEAD quintile h=60 (broad, 2012-26)",-0.35,KILL 4a / KILL 4b,research/backtests/2026-09-04_small-cap-pead.py,False,False,-14.769658829961042
2026-09-04,31 PEAD CONTROL bottom-tercile h=60 (sort reversed — beats the signal),-0.321,diagnostic,research/backtests/2026-09-04_small-cap-pead.py,False,False,-11.869658829961043
2026-09-04,46 N  n=5,-0.21600000000000003,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_eligible-fraction-vs-n_B.py,False,False,-1.3696588299610457
2026-09-04,46 N  n=8,-0.179,KILL 4a / KILL 4b (H1),2026-09-04_eligible-fraction-vs-n_B.py,False,False,2.330341170038958
2026-09-04,46 N  n=10,-0.175,KILL 4a / KILL 4b (H1),2026-09-04_eligible-fraction-vs-n_B.py,False,False,2.730341170038958
2026-09-04,46 N  n=12,-0.17800000000000002,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,False,False,2.430341170038955
2026-09-04,46 N  n=15,-0.192,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,False,False,1.0303411700389564
2026-09-04,46 N  n=20,-0.183,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,False,False,1.9303411700389572
2026-09-04,46 N  n=25,-0.177,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,False,False,2.530341170038958
2026-09-04,46 N  n=30,-0.166,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,False,False,3.630341170038956
2026-09-04,46 NF n=5,-0.212,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_eligible-fraction-vs-n_B.py,False,False,-0.9696588299610426
2026-09-04,46 NF n=8,-0.179,KILL 4a / KILL 4b (H1),2026-09-04_eligible-fraction-vs-n_B.py,False,False,2.330341170038958
2026-09-04,46 NF n=10,-0.175,KILL 4a / KILL 4b (H1),2026-09-04_eligible-fraction-vs-n_B.py,False,False,2.730341170038958
2026-09-04,46 NF n=12,-0.17800000000000002,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,False,False,2.430341170038955
2026-09-04,46 NF n=15,-0.192,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,False,False,1.0303411700389564
2026-09-04,46 NF n=20,-0.183,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,False,False,1.9303411700389572
2026-09-04,46 NF n=25,-0.17600000000000002,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,False,False,2.630341170038955
2026-09-04,46 NF n=30,-0.175,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,False,False,2.730341170038958
2026-09-04,46 F  f=0.15,-0.278,KILL 4a / KILL 4b (DD),2026-09-04_eligible-fraction-vs-n_B.py,False,False,-7.569658829961046
2026-09-04,46 F  f=0.25,-0.25,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_eligible-fraction-vs-n_B.py,False,False,-4.769658829961044
2026-09-04,46 F  f=0.35,-0.215,KILL 4a / KILL 4b (DD),2026-09-04_eligible-fraction-vs-n_B.py,False,False,-1.2696588299610427
2026-09-04,46 F  f=0.45,-0.19699999999999998,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,False,False,0.5303411700389588
2026-09-04,46 F  f=0.55,-0.18,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,False,False,2.2303411700389573
2026-09-04,46 F  f=0.70,-0.171,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,False,False,3.1303411700389554
2026-09-04,46 F  f=0.85,-0.16699999999999998,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,False,False,3.530341170038959
2026-09-04,46 F  f=1.00,-0.159,KILL 4a / KILL 4b (CAGR),2026-09-04_eligible-fraction-vs-n_B.py,False,False,4.330341170038957
2026-09-04,36 spinoff INVESTABLE daily-EW,-0.45299999999999996,PARK (5-name result; sign test p 0.12; DD 1.8x IWM),2026-09-04_spinoff-calendar.py,False,False,-25.06965882996104
2026-09-04,36 spinoff INVESTABLE drift,-0.491,PARK,2026-09-04_spinoff-calendar.py,False,False,-28.869658829961043
2026-09-04,36 spinoff INVESTABLE ex top-5,-0.494,PARK (robustness arm),2026-09-04_spinoff-calendar.py,False,False,-29.169658829961044
2026-09-04,36 spinoff ALL daily-EW,-0.46299999999999997,KILL (raw 10-12B list; mean log return negative),2026-09-04_spinoff-calendar.py,False,False,-26.06965882996104
2026-09-04,36 spinoff ALL drift,-0.46299999999999997,"KILL (one OTC shell, LDSN +5850%)",2026-09-04_spinoff-calendar.py,False,False,-26.06965882996104
2026-09-04,"insider-cluster-buying hold=6m (broad universe, 2012+)",-0.39799999999999996,KILL,research/backtests/2026-09-04_insider-cluster-buying.py,False,False,-19.56965882996104
2026-09-04,"insider-cluster-buying hold=12m (broad universe, 2012+)",-0.397,"PARK (4b: Sharpe yes, MaxDD no)",research/backtests/2026-09-04_insider-cluster-buying.py,False,False,-19.469658829961045
2026-09-04,"RULES v1 baseline, 2012+ broad-universe sample - reference",-0.212,-,research/backtests/2026-09-04_insider-cluster-buying.py,False,False,-0.9696588299610426
2026-09-04,"SPY buy & hold, 2012+ sample - reference",-0.337,-,research/backtests/2026-09-04_insider-cluster-buying.py,False,False,-13.469658829961045
2026-09-04,50 insider-cluster-smallcap ALL hold=6m EW100%,-0.494,"KILL 4a (DD) / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_insider-cluster-smallcap.py,False,False,-29.169658829961044
2026-09-04,50 insider-cluster-smallcap ALL hold=6m cap5%,-0.494,"KILL 4a (DD) / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_insider-cluster-smallcap.py,False,False,-29.169658829961044
2026-09-04,50 insider-cluster-smallcap ALL hold=12m EW100%,-0.491,"KILL 4a (DD) / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_insider-cluster-smallcap.py,False,False,-28.869658829961043
2026-09-04,50 insider-cluster-smallcap ALL hold=12m cap5%,-0.491,"KILL 4a (DD) / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_insider-cluster-smallcap.py,False,False,-28.869658829961043
2026-09-04,50 insider-cluster-smallcap OPP hold=6m EW100% (best arm),-0.48700000000000004,"KILL 4a (DD) / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_insider-cluster-smallcap.py,False,False,-28.46965882996105
2026-09-04,50 insider-cluster-smallcap OPP hold=6m cap5%,-0.48700000000000004,"KILL 4a (DD) / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_insider-cluster-smallcap.py,False,False,-28.46965882996105
2026-09-04,50 insider-cluster-smallcap OPP hold=12m EW100%,-0.491,"KILL 4a (DD) / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_insider-cluster-smallcap.py,False,False,-28.869658829961043
2026-09-04,50 insider-cluster-smallcap OPP hold=12m cap5%,-0.491,"KILL 4a (DD) / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_insider-cluster-smallcap.py,False,False,-28.869658829961043
2026-09-04,"50 RULES v1 on the small panel, 2012+ - reference",-0.32799999999999996,-,research/backtests/2026-09-04_insider-cluster-smallcap.py,False,False,-12.569658829961039
2026-09-04,"50 SPY buy & hold, 2012+ - reference",-0.337,-,research/backtests/2026-09-04_insider-cluster-smallcap.py,False,False,-13.469658829961045
2026-09-04,"50 EW all 439 small caps, 2012+ - CONTROL (no insider signal)",-0.46,-,research/backtests/2026-09-04_insider-cluster-smallcap.py,False,False,-25.769658829961045
2026-09-04,49 N  n=5 (small panel),-0.402,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-19.969658829961045
2026-09-04,49 N  n=8 (small panel),-0.375,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-17.269658829961042
2026-09-04,49 N  n=10 (small panel),-0.29100000000000004,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-8.869658829961047
2026-09-04,49 N  n=12 (small panel),-0.273,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-7.069658829961045
2026-09-04,49 N  n=15 (small panel),-0.27699999999999997,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-7.46965882996104
2026-09-04,49 N  n=20 (small panel),-0.27399999999999997,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-7.1696588299610395
2026-09-04,49 N  n=25 (small panel),-0.276,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-7.369658829961045
2026-09-04,49 N  n=30 (small panel),-0.247,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-4.469658829961043
2026-09-04,49 N  n=40 (small panel) [diag],-0.24100000000000002,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-3.869658829961045
2026-09-04,49 N  n=60 (small panel) [diag],-0.257,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-5.469658829961044
2026-09-04,49 N  n=90 (small panel) [diag],-0.263,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-6.069658829961044
2026-09-04,49 N  n=120 (small panel) [diag],-0.26899999999999996,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-6.6696588299610395
2026-09-04,49 NF n=5 (small panel),-0.402,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-19.969658829961045
2026-09-04,49 NF n=8 (small panel),-0.375,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-17.269658829961042
2026-09-04,49 NF n=10 (small panel),-0.314,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-11.169658829961044
2026-09-04,49 NF n=12 (small panel),-0.311,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-10.869658829961043
2026-09-04,49 NF n=15 (small panel),-0.31,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-10.769658829961044
2026-09-04,49 NF n=20 (small panel),-0.324,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-12.169658829961044
2026-09-04,49 NF n=25 (small panel),-0.349,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-14.66965882996104
2026-09-04,49 NF n=30 (small panel),-0.32799999999999996,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-12.569658829961039
2026-09-04,49 F  f=0.15 (small panel),-0.40399999999999997,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-20.16965882996104
2026-09-04,49 F  f=0.25 (small panel),-0.408,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-20.56965882996104
2026-09-04,49 F  f=0.35 (small panel),-0.408,"KILL 4a / KILL 4b (H1,H2,OOS,DD,CAGR)",research/backtests/2026-09-04_third-universe-portability_B.py,False,False,-20.56965882996104
