panel,key,dir,m,cost,kind,dSharpe_F,dSharpe_IS
u56,PRICE,POS,0.2,25.0,real,-0.07033658334975079,-0.09754939169162491
u56,PRICE,POS,0.5,10.0,real,-0.06251426584009767,-0.051409383138057096
u56,PRICE,POS,0.5,25.0,real,-0.05782846004723974,-0.05341849636482532
u56,PRICE,POS,1.0,10.0,real,-0.14898223778554698,-0.1725157411562398
u56,PRICE,POS,1.0,25.0,real,-0.14223172574150167,-0.17287723593196824
u56,PRICE,NEG,0.2,10.0,real,0.05107009332571777,0.03343134667214376
u56,PRICE,NEG,0.2,25.0,real,0.055486500276156536,0.040328367378601127
u56,PRICE,NEG,0.5,10.0,real,0.07587911827640292,0.11455320703973448
u56,PRICE,NEG,0.5,25.0,real,0.08315129929053311,0.13038478748435767
u56,PRICE,NEG,1.0,10.0,real,0.08077491272170212,0.08374722492126374
u56,PRICE,NEG,1.0,25.0,real,0.087094574733667,0.10573385240218058
u56,NULL00,POS,0.2,10.0,nullkey,-0.021641325267770517,-0.02729925956632795
u56,NULL00,POS,0.2,25.0,nullkey,-0.024029107037802366,-0.03024140169396139
u56,NULL00,POS,0.5,10.0,nullkey,-0.05400265117470693,-0.09025442375904458
u56,NULL00,POS,0.5,25.0,nullkey,-0.07289323154410676,-0.10446156588491451
u56,NULL00,POS,1.0,10.0,nullkey,-0.04328133436336756,-0.03850146995739756
u56,NULL00,POS,1.0,25.0,nullkey,-0.08137777431291582,-0.06961384994070574
u56,NULL00,NEG,0.2,10.0,nullkey,-0.01144710949242489,-0.007197880894488251
u56,NULL00,NEG,0.2,25.0,nullkey,-0.01400560002882123,-0.010099238815722611
u56,NULL00,NEG,0.5,10.0,nullkey,-0.023753362035546344,0.011158451350268606
u56,NULL00,NEG,0.5,25.0,nullkey,-0.03817935537569195,-0.0024638784260198054
u56,NULL00,NEG,1.0,10.0,nullkey,-0.09509158541593021,-0.13313749570300681
u56,NULL00,NEG,1.0,25.0,nullkey,-0.12683698052041503,-0.1613063769711658
u56,NULL01,POS,0.2,10.0,nullkey,-0.028886986340926013,-0.03170458161807743
u56,NULL01,POS,0.2,25.0,nullkey,-0.034490946994275795,-0.040048424719558384
u56,NULL01,POS,0.5,10.0,nullkey,-0.0698929291854391,-0.04614105086872644
u56,NULL01,POS,0.5,25.0,nullkey,-0.0847320448685216,-0.06105596368668953
u56,NULL01,POS,1.0,10.0,nullkey,-0.06684044406434864,-0.012659524295624447
u56,NULL01,POS,1.0,25.0,nullkey,-0.10211186798179861,-0.04240404170381773
u56,NULL01,NEG,0.2,10.0,nullkey,0.003730797629406757,-0.011707467355941081
u56,NULL01,NEG,0.2,25.0,nullkey,0.004244231343519589,-0.013264292651500531
u56,NULL01,NEG,0.5,10.0,nullkey,-0.027409887534632693,-0.03081140926458592
u56,NULL01,NEG,0.5,25.0,nullkey,-0.037529841732206304,-0.04162328747241695
u56,NULL01,NEG,1.0,10.0,nullkey,-0.012593580651257819,-0.06390053147205965
u56,NULL01,NEG,1.0,25.0,nullkey,-0.04686697346415847,-0.0963308693892373
u56,NULL02,POS,0.2,10.0,nullkey,-0.05121053135954967,-0.04364354365887557
u56,NULL02,POS,0.2,25.0,nullkey,-0.0541942311194793,-0.05007668422748879
u56,NULL02,POS,0.5,10.0,nullkey,-0.050175529211763825,-0.0053861245707752525
u56,NULL02,POS,0.5,25.0,nullkey,-0.0649692140692616,-0.014380852548452006
u56,NULL02,POS,1.0,10.0,nullkey,-0.026680477092624555,-0.030220312244165992
u56,NULL02,POS,1.0,25.0,nullkey,-0.05651447894798023,-0.059027540600358974
u56,NULL02,NEG,0.2,10.0,nullkey,-0.011659671020358475,-0.05811492628767856
u56,NULL02,NEG,0.2,25.0,nullkey,-0.014055041021879044,-0.06360073333324812
u56,NULL02,NEG,0.5,10.0,nullkey,-0.018973281323553248,-0.043950323971579164
u56,NULL02,NEG,0.5,25.0,nullkey,-0.03216419049110408,-0.05535627088892492
u56,NULL02,NEG,1.0,10.0,nullkey,-0.06846265740556512,-0.09930238984030448
u56,NULL02,NEG,1.0,25.0,nullkey,-0.09890580501875257,-0.12455638020760573
u56,NULL03,POS,0.2,10.0,nullkey,-0.015431577258990137,0.020958038990814942
u56,NULL03,POS,0.2,25.0,nullkey,-0.014339092006530718,0.019755871072919318
u56,NULL03,POS,0.5,10.0,nullkey,-0.03549217647040859,-0.030846969131157476
u56,NULL03,POS,0.5,25.0,nullkey,-0.04321271588909936,-0.04459023424950148
u56,NULL03,POS,1.0,10.0,nullkey,-0.07890859016416263,0.005219346583985263
u56,NULL03,POS,1.0,25.0,nullkey,-0.10821560379845485,-0.025624519795871548
u56,NULL03,NEG,0.2,10.0,nullkey,-0.010493081370984925,-0.013779200163572036
u56,NULL03,NEG,0.2,25.0,nullkey,-0.016498479111175857,-0.018626431948086553
u56,NULL03,NEG,0.5,10.0,nullkey,-0.029417921802253222,-0.07064962132788966
u56,NULL03,NEG,0.5,25.0,nullkey,-0.04788791315273733,-0.09137534732261687
u56,NULL03,NEG,1.0,10.0,nullkey,-0.04052283689880909,-0.10713557260778861
u56,NULL03,NEG,1.0,25.0,nullkey,-0.07552213460335533,-0.1479278943129939
u56,NULL04,POS,0.2,10.0,nullkey,-0.025185802142901226,-0.018830041562867716
u56,NULL04,POS,0.2,25.0,nullkey,-0.029116094565454054,-0.024894722842392802
u56,NULL04,POS,0.5,10.0,nullkey,-0.029059788193585456,0.005397864610153236
u56,NULL04,POS,0.5,25.0,nullkey,-0.044330823836279176,-0.011795353069278591
u56,NULL04,POS,1.0,10.0,nullkey,-0.04628034054971697,-0.03862509344645382
u56,NULL04,POS,1.0,25.0,nullkey,-0.0821545224865946,-0.07113363148575425
u56,NULL04,NEG,0.2,10.0,nullkey,-0.040404469075342675,-0.07764067037882894
u56,NULL04,NEG,0.2,25.0,nullkey,-0.04478547912343844,-0.08451706724292041
u56,NULL04,NEG,0.5,10.0,nullkey,-0.028163554466863472,-0.07750259721608055
u56,NULL04,NEG,0.5,25.0,nullkey,-0.04285064659753335,-0.08973965328164668
u56,NULL04,NEG,1.0,10.0,nullkey,-0.07057775108584075,-0.17432296767487754
u56,NULL04,NEG,1.0,25.0,nullkey,-0.10374711326618513,-0.19909739872259868
u56,NULL05,POS,0.2,10.0,nullkey,-0.0045446328436442585,-0.013438334033254784
u56,NULL05,POS,0.2,25.0,nullkey,-0.008678983429410536,-0.020737426085462918
u56,NULL05,POS,0.5,10.0,nullkey,-0.024326295394705877,-0.024265378874848254
u56,NULL05,POS,0.5,25.0,nullkey,-0.03874588238642129,-0.0402317419580287
u56,NULL05,POS,1.0,10.0,nullkey,-0.06818927322552826,-0.0651896054788147
u56,NULL05,POS,1.0,25.0,nullkey,-0.09924976869119662,-0.09326775646612229
u56,NULL05,NEG,0.2,10.0,nullkey,-0.02398800922168509,-0.06924178402419578
u56,NULL05,NEG,0.2,25.0,nullkey,-0.03140988835397851,-0.08209380131186306
u56,NULL05,NEG,0.5,10.0,nullkey,-0.06494742511280305,-0.08763672205842021
u56,NULL05,NEG,0.5,25.0,nullkey,-0.0821142210147967,-0.10465908553788161
u56,NULL05,NEG,1.0,10.0,nullkey,-0.01753450758037367,-0.05900097735366694
u56,NULL05,NEG,1.0,25.0,nullkey,-0.05122072971050473,-0.09433595212651547
u56,NULL06,POS,0.2,10.0,nullkey,-0.0032999508495599184,-0.0076757628778632014
u56,NULL06,POS,0.2,25.0,nullkey,-0.004673147607736294,-0.01081886534231502
u56,NULL06,POS,0.5,10.0,nullkey,-0.032191908411247416,-0.004367168407505173
u56,NULL06,POS,0.5,25.0,nullkey,-0.04340511994951879,-0.005490189699132508
u56,NULL06,POS,1.0,10.0,nullkey,-0.056534563511095426,-0.025460165092557108
u56,NULL06,POS,1.0,25.0,nullkey,-0.08841570977364177,-0.04665270129979404
u56,NULL06,NEG,0.2,10.0,nullkey,-0.021784487218803994,-0.058340867277500874
u56,NULL06,NEG,0.2,25.0,nullkey,-0.025992907941247756,-0.06134979480408942
u56,NULL06,NEG,0.5,10.0,nullkey,-0.09131173486602129,-0.12726279418649333
u56,NULL06,NEG,0.5,25.0,nullkey,-0.10924329977319347,-0.14249768006426822
u56,NULL06,NEG,1.0,10.0,nullkey,-0.07503502886183777,-0.12143865750616312
u56,NULL06,NEG,1.0,25.0,nullkey,-0.11208211306709537,-0.1521773847367126
u56,NULL07,POS,0.2,10.0,nullkey,-0.032452485432322264,-0.03937650139065352
u56,NULL07,POS,0.2,25.0,nullkey,-0.03613798043846694,-0.044878173205669336
u56,NULL07,POS,0.5,10.0,nullkey,-0.07658169606852594,0.002861004769546649
u56,NULL07,POS,0.5,25.0,nullkey,-0.09018401760313166,-0.01197713908932141
u56,NULL07,POS,1.0,10.0,nullkey,-0.08147518144862453,0.010215349471428659
u56,NULL07,POS,1.0,25.0,nullkey,-0.10934695135182926,-0.01815241523319633
u56,NULL07,NEG,0.2,10.0,nullkey,0.005036565549213279,-0.006183024132228376
u56,NULL07,NEG,0.2,25.0,nullkey,0.0028982847640408593,-0.005563560307090265
u56,NULL07,NEG,0.5,10.0,nullkey,-0.0163716476384983,-0.06034766874696329
u56,NULL07,NEG,0.5,25.0,nullkey,-0.030477174031658616,-0.07381493650249793
u56,NULL07,NEG,1.0,10.0,nullkey,-0.008604780259402256,-0.0559865136131622
u56,NULL07,NEG,1.0,25.0,nullkey,-0.041746341020864386,-0.08497917374968444
u56,NULL08,POS,0.2,10.0,nullkey,-0.009342175456868329,0.013861670029795214
u56,NULL08,POS,0.2,25.0,nullkey,-0.012919027216830248,0.009366285686467246
u56,NULL08,POS,0.5,10.0,nullkey,-0.020464202835096312,-0.020029903641381464
u56,NULL08,POS,0.5,25.0,nullkey,-0.03735877408026822,-0.03637169336095836
u56,NULL08,POS,1.0,10.0,nullkey,-0.033128514910800266,-0.003267002959165821
u56,NULL08,POS,1.0,25.0,nullkey,-0.069772254686433,-0.03523203534633956
u56,NULL08,NEG,0.2,10.0,nullkey,-0.06091727436572825,-0.11261013762940697
u56,NULL08,NEG,0.2,25.0,nullkey,-0.06412490386799086,-0.11765634168075179
u56,NULL08,NEG,0.5,10.0,nullkey,-0.05436359998273432,-0.12734864939752866
u56,NULL08,NEG,0.5,25.0,nullkey,-0.06688138616645756,-0.13993149916308778
u56,NULL08,NEG,1.0,10.0,nullkey,-0.08237499837099138,-0.1224080248616578
u56,NULL08,NEG,1.0,25.0,nullkey,-0.1114961534087675,-0.15048431133336804
u56,NULL09,POS,0.2,10.0,nullkey,-0.011100233644737889,0.007143393002443044
u56,NULL09,POS,0.2,25.0,nullkey,-0.015459454065746003,0.0010160377461457815
u56,NULL09,POS,0.5,10.0,nullkey,-0.013196704851569319,-0.044771783292488876
u56,NULL09,POS,0.5,25.0,nullkey,-0.026971626615562183,-0.06056116237577147
u56,NULL09,POS,1.0,10.0,nullkey,0.039674334280784374,0.03373121591220307
u56,NULL09,POS,1.0,25.0,nullkey,0.007523473428277971,0.007059586410968599
u56,NULL09,NEG,0.2,10.0,nullkey,-0.010708273183338557,-0.05757939627131059
u56,NULL09,NEG,0.2,25.0,nullkey,-0.012910112451355538,-0.05687472524862147
u56,NULL09,NEG,0.5,10.0,nullkey,-0.031809867761224186,-0.040021036868832294
u56,NULL09,NEG,0.5,25.0,nullkey,-0.04855386349733848,-0.05293775557932734
u56,NULL09,NEG,1.0,10.0,nullkey,-0.05826304840437979,-0.08836993643944135
u56,NULL09,NEG,1.0,25.0,nullkey,-0.09353426559216271,-0.11805068530493523
u56,NULL10,POS,0.2,10.0,nullkey,-0.03716798082758466,-0.04618573366041023
u56,NULL10,POS,0.2,25.0,nullkey,-0.042095208672583206,-0.05020497727376394
u56,NULL10,POS,0.5,10.0,nullkey,-0.037243550775432066,-0.015890814777304474
u56,NULL10,POS,0.5,25.0,nullkey,-0.05371166249457293,-0.02758398375064508
u56,NULL10,POS,1.0,10.0,nullkey,-0.06913630554704109,-0.0887961953190769
u56,NULL10,POS,1.0,25.0,nullkey,-0.10109488319278659,-0.11233137068086052
u56,NULL10,NEG,0.2,10.0,nullkey,-0.005946990115758277,-0.02972212566263721
u56,NULL10,NEG,0.2,25.0,nullkey,-0.00751850240944707,-0.03538703294509915
u56,NULL10,NEG,0.5,10.0,nullkey,0.02095521931596478,0.040146353445275396
u56,NULL10,NEG,0.5,25.0,nullkey,0.01121176134008639,0.03386622040461862
u56,NULL10,NEG,1.0,10.0,nullkey,-0.004877736913719399,-0.03714285333310374
u56,NULL10,NEG,1.0,25.0,nullkey,-0.03430159065849625,-0.0650681359194466
u56,NULL11,POS,0.2,10.0,nullkey,0.003541128798402182,0.00975904479674583
u56,NULL11,POS,0.2,25.0,nullkey,0.0011409189302311606,0.006815070837268955
u56,NULL11,POS,0.5,10.0,nullkey,-0.05438068540363994,-0.012448493051970044
u56,NULL11,POS,0.5,25.0,nullkey,-0.07065155566285786,-0.027741231530602595
u56,NULL11,POS,1.0,10.0,nullkey,-0.09654681531857956,0.019513200217082916
u56,NULL11,POS,1.0,25.0,nullkey,-0.13814556047807147,-0.014251498112771932
u56,NULL11,NEG,0.2,10.0,nullkey,-0.0034361159247309203,-0.019873279289829626
u56,NULL11,NEG,0.2,25.0,nullkey,-0.00566161361587636,-0.02579587313868248
u56,NULL11,NEG,0.5,10.0,nullkey,-0.031051902029301637,-0.08080793227250127
u56,NULL11,NEG,0.5,25.0,nullkey,-0.04473443234738128,-0.09839619245131226
u56,NULL11,NEG,1.0,10.0,nullkey,-0.039585298532484936,-0.11779081290255966
u56,NULL11,NEG,1.0,25.0,nullkey,-0.0703749615812228,-0.14935393556569443
u56,NULL12,POS,0.2,10.0,nullkey,-0.03241608092101367,-0.010211735892640683
u56,NULL12,POS,0.2,25.0,nullkey,-0.03420505392636031,-0.009795732415817104
u56,NULL12,POS,0.5,10.0,nullkey,-0.0844458631681142,-0.06387689739122715
u56,NULL12,POS,0.5,25.0,nullkey,-0.09813459458624407,-0.07321106692062207
u56,NULL12,POS,1.0,10.0,nullkey,-0.12156116691324537,-0.10360372599608592
u56,NULL12,POS,1.0,25.0,nullkey,-0.1550647706102506,-0.1317224239713587
u56,NULL12,NEG,0.2,10.0,nullkey,-0.014485164534291384,-0.04293428453582182
u56,NULL12,NEG,0.2,25.0,nullkey,-0.016528461555347373,-0.047635047468324254
u56,NULL12,NEG,0.5,10.0,nullkey,-0.015534200151636535,-0.026755829451295288
u56,NULL12,NEG,0.5,25.0,nullkey,-0.02866074774552896,-0.039038113454249346
u56,NULL12,NEG,1.0,10.0,nullkey,-0.033934441224129364,-0.015157910328723712
u56,NULL12,NEG,1.0,25.0,nullkey,-0.07315741846552315,-0.04800171170668455
u56,NULL13,POS,0.2,10.0,nullkey,-0.00831948989421294,-0.04727568382466518
u56,NULL13,POS,0.2,25.0,nullkey,-0.00951590689818449,-0.04884596114434825
u56,NULL13,POS,0.5,10.0,nullkey,-0.03683997409356876,-0.06953931867315555
u56,NULL13,POS,0.5,25.0,nullkey,-0.05207706473804263,-0.08141203514657802
u56,NULL13,POS,1.0,10.0,nullkey,-0.05178955098409599,-0.06482722336248936
u56,NULL13,POS,1.0,25.0,nullkey,-0.08162410632934591,-0.08391302386713084
u56,NULL13,NEG,0.2,10.0,nullkey,-0.04380482751323411,-0.048964372541671075
u56,NULL13,NEG,0.2,25.0,nullkey,-0.04888153498044234,-0.05698041822156796
u56,NULL13,NEG,0.5,10.0,nullkey,-0.003146620915599474,0.06378877012581319
u56,NULL13,NEG,0.5,25.0,nullkey,-0.019269467825621223,0.047113394478286774
u56,NULL13,NEG,1.0,10.0,nullkey,-0.0058723154957232016,0.02237758269147927
u56,NULL13,NEG,1.0,25.0,nullkey,-0.0444109788605308,-0.015507692119036243
u56,NULL14,POS,0.2,10.0,nullkey,-0.004624978368928057,0.01845849890527862
u56,NULL14,POS,0.2,25.0,nullkey,-0.007223468184547999,0.014865773209842281
u56,NULL14,POS,0.5,10.0,nullkey,-0.011581767973962709,0.052168819890235585
u56,NULL14,POS,0.5,25.0,nullkey,-0.025144944818268344,0.04094130752783531
u56,NULL14,POS,1.0,10.0,nullkey,-0.053690163442750016,-0.021914838449057727
u56,NULL14,POS,1.0,25.0,nullkey,-0.08584622587885493,-0.051044873889878106
u56,NULL14,NEG,0.2,10.0,nullkey,0.0058608913675242125,-0.017409301160368984
u56,NULL14,NEG,0.2,25.0,nullkey,0.0037946346572276246,-0.022227267917105165
u56,NULL14,NEG,0.5,10.0,nullkey,-0.026244600157510733,-0.06738981651007381
u56,NULL14,NEG,0.5,25.0,nullkey,-0.04021994147006547,-0.07775420624543494
u56,NULL14,NEG,1.0,10.0,nullkey,-0.050310250536534706,-0.07398061519107113
u56,NULL14,NEG,1.0,25.0,nullkey,-0.0905942942142759,-0.10715042388656593
u56,NULL15,POS,0.2,10.0,nullkey,-0.002543371494700075,0.010831943888476192
u56,NULL15,POS,0.2,25.0,nullkey,-0.005179541167431911,0.007368431674676379
u56,NULL15,POS,0.5,10.0,nullkey,-0.06493348035339541,-0.033000091284297595
u56,NULL15,POS,0.5,25.0,nullkey,-0.07717835991036293,-0.045514485790888015
u56,NULL15,POS,1.0,10.0,nullkey,-0.07110763963253164,0.0018159382242914912
u56,NULL15,POS,1.0,25.0,nullkey,-0.09963329383486863,-0.0258942275491042
u56,NULL15,NEG,0.2,10.0,nullkey,-0.03496217904214527,-0.059866717026056726
u56,NULL15,NEG,0.2,25.0,nullkey,-0.039077131883126115,-0.06507032648806543
u56,NULL15,NEG,0.5,10.0,nullkey,-0.05481958497124295,-0.07646617571126058
u56,NULL15,NEG,0.5,25.0,nullkey,-0.07015092673648637,-0.09056017164627916
u56,NULL15,NEG,1.0,10.0,nullkey,-0.048246064439750214,-0.04664834653831862
u56,NULL15,NEG,1.0,25.0,nullkey,-0.08217569777118483,-0.0785455425865208
u56,NULL16,POS,0.2,10.0,nullkey,0.005035980687664088,-0.06318122468348553
u56,NULL16,POS,0.2,25.0,nullkey,0.0013707903061299653,-0.07322868409892902
u56,NULL16,POS,0.5,10.0,nullkey,0.02659249873992242,-0.03686455143651102
u56,NULL16,POS,0.5,25.0,nullkey,0.014167312113528285,-0.05652122601822551
u56,NULL16,POS,1.0,10.0,nullkey,0.008118734926924498,-0.06744030082964181
u56,NULL16,POS,1.0,25.0,nullkey,-0.022362103217817064,-0.09888194972592035
u56,NULL16,NEG,0.2,10.0,nullkey,-0.03281393664787502,-0.020832587569167615
u56,NULL16,NEG,0.2,25.0,nullkey,-0.03539870967495684,-0.022010006756839506
u56,NULL16,NEG,0.5,10.0,nullkey,-0.0814599999379717,-0.022935526125368644
u56,NULL16,NEG,0.5,25.0,nullkey,-0.09760290973449981,-0.03307042299417895
u56,NULL16,NEG,1.0,10.0,nullkey,-0.10935942092828532,-0.03028037003009576
u56,NULL16,NEG,1.0,25.0,nullkey,-0.1478373648056882,-0.05950781859182752
u56,NULL17,POS,0.2,10.0,nullkey,0.005961618257193324,-0.005776220706541935
u56,NULL17,POS,0.2,25.0,nullkey,0.00035539614722579493,-0.015261552082142193
u56,NULL17,POS,0.5,10.0,nullkey,-0.003359956491054028,-0.026612910444484994
u56,NULL17,POS,0.5,25.0,nullkey,-0.015861201860961183,-0.03978632023347484
u56,NULL17,POS,1.0,10.0,nullkey,-0.04868550724843845,-0.08830774107294581
u56,NULL17,POS,1.0,25.0,nullkey,-0.08349309898667123,-0.12155296625236378
u56,NULL17,NEG,0.2,10.0,nullkey,-0.06479317070560309,-0.06928060953216897
u56,NULL17,NEG,0.2,25.0,nullkey,-0.07050883953531872,-0.07367280152334155
u56,NULL17,NEG,0.5,10.0,nullkey,-0.07344976393646219,-0.06989860439164897
u56,NULL17,NEG,0.5,25.0,nullkey,-0.08589731001010414,-0.08308708504567242
u56,NULL17,NEG,1.0,10.0,nullkey,-0.08341590849462532,-0.0667791936057649
u56,NULL17,NEG,1.0,25.0,nullkey,-0.11763318905131592,-0.09870734782806478
u56,NULL18,POS,0.2,10.0,nullkey,-0.042658128279504215,-0.055358253891356846
u56,NULL18,POS,0.2,25.0,nullkey,-0.047908279199420645,-0.06160141156906851
u56,NULL18,POS,0.5,10.0,nullkey,-0.05081655122699025,-0.05310864767130119
u56,NULL18,POS,0.5,25.0,nullkey,-0.06309622624281142,-0.062044179854854775
u56,NULL18,POS,1.0,10.0,nullkey,-0.0077080368442357106,-0.016422888561016036
u56,NULL18,POS,1.0,25.0,nullkey,-0.03547505036472809,-0.040916683559581446
u56,NULL18,NEG,0.2,10.0,nullkey,0.0013435137690356314,0.006062853374841026
u56,NULL18,NEG,0.2,25.0,nullkey,-0.00043339175105738814,0.002331358793716598
u56,NULL18,NEG,0.5,10.0,nullkey,-0.03938409778056129,-0.04454691384444065
u56,NULL18,NEG,0.5,25.0,nullkey,-0.05300293751872409,-0.05737347218616895
u56,NULL18,NEG,1.0,10.0,nullkey,-0.08721650139563897,-0.033381253190453264
u56,NULL18,NEG,1.0,25.0,nullkey,-0.123955260784116,-0.06356960784735988
u56,NULL19,POS,0.2,10.0,nullkey,-0.002835282272819928,0.021686560984294112
u56,NULL19,POS,0.2,25.0,nullkey,-0.005442692251479864,0.018471793180252605
u56,NULL19,POS,0.5,10.0,nullkey,-0.06459103156786616,-0.07366156875719154
u56,NULL19,POS,0.5,25.0,nullkey,-0.07755617613168586,-0.08373774304672366
u56,NULL19,POS,1.0,10.0,nullkey,-0.014312308593730672,-0.052745556103250046
u56,NULL19,POS,1.0,25.0,nullkey,-0.043580704184280616,-0.08112601484233439
u56,NULL19,NEG,0.2,10.0,nullkey,-0.032384684528989016,-0.11110053209044002
u56,NULL19,NEG,0.2,25.0,nullkey,-0.039022864053720796,-0.12136372990274735
u56,NULL19,NEG,0.5,10.0,nullkey,-0.018811950908534047,-0.04148851555073407
u56,NULL19,NEG,0.5,25.0,nullkey,-0.03161303185231634,-0.05629774928611775
u56,NULL19,NEG,1.0,10.0,nullkey,-0.0552150599625989,-0.033650195355018675
u56,NULL19,NEG,1.0,25.0,nullkey,-0.09065306598952672,-0.06234377776475153
