mode,con,bps,panel,band,isSharpe,oCAGR,oSharpe,oMaxDD,spy_oCAGR,spy_oSharpe,spy_oMaxDD,base_oCAGR,base_oSharpe,base_oMaxDD,oos_beats_spy,oos_beats_base,is_live_band,pass4b_full,fail4b
perpanel,RESPREAD,0,SMALL439,0.15,0.7361364143447909,0.11170784789906807,0.7405155006905065,-0.36484746727489525,0.15450723909089636,0.882010501050508,-0.3371728920067377,0.09534818985375493,1.2850848109016457,-0.12054947359101964,False,False,False,False,"H1,H2,OOS,DD"
pooled,RESPREAD,0,U56,0.12,1.2004027047276251,0.15425017045268818,1.2879615496288674,-0.19290942335996908,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,True,True,False,True,-
pooled,RESPREAD,0,B136,0.12,1.2149580224997163,0.14021857202883736,1.1839501433857214,-0.21641052989193654,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.09534818985375493,1.2850848109016457,-0.12054947359101964,True,False,False,False,DD
perpanel,RESPREAD,10,U56,0.1,1.1848663326470057,0.14780643181175512,1.2656474848964665,-0.18188512874218088,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,True,False,False,True,-
perpanel,RESPREAD,10,B136,0.12,1.1975006218096558,0.13772155971364186,1.1646479438304378,-0.21724870333320878,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.09534818985375493,1.2850848109016457,-0.12054947359101964,True,False,False,False,DD
perpanel,RESPREAD,10,SMALL439,0.15,0.7137544782164618,0.10733192015626325,0.7158332448280303,-0.36899711464756835,0.15450723909089636,0.882010501050508,-0.3371728920067377,0.09534818985375493,1.2850848109016457,-0.12054947359101964,False,False,False,False,"H1,H2,OOS,DD"
pooled,RESPREAD,10,U56,0.12,1.183549615301916,0.15187035780696312,1.269820825435068,-0.19360734397246837,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,True,False,False,True,-
pooled,RESPREAD,10,B136,0.12,1.1975006218096558,0.13772155971364186,1.1646479438304378,-0.21724870333320878,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.09534818985375493,1.2850848109016457,-0.12054947359101964,True,False,False,False,DD
perpanel,RESPREAD,25,U56,0.12,1.1582276047392364,0.1483092066425613,1.2425911181496194,-0.19465397203572254,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,True,False,False,True,-
perpanel,RESPREAD,25,B136,0.12,1.1712821448967248,0.1339856267591979,1.135685689009852,-0.21886431615700475,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.09534818985375493,1.2850848109016457,-0.12054947359101964,True,False,False,False,DD
perpanel,RESPREAD,25,SMALL439,0.15,0.6801839346154559,0.10079904500756154,0.6788024240548887,-0.3751725785103227,0.15450723909089636,0.882010501050508,-0.3371728920067377,0.09534818985375493,1.2850848109016457,-0.12054947359101964,False,False,False,False,"H1,H2,OOS,DD,CAGR"
pooled,RESPREAD,25,U56,0.12,1.1582276047392364,0.1483092066425613,1.2425911181496194,-0.19465397203572254,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,True,False,False,True,-
pooled,RESPREAD,25,B136,0.12,1.1712821448967248,0.1339856267591979,1.135685689009852,-0.21886431615700475,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.09534818985375493,1.2850848109016457,-0.12054947359101964,True,False,False,False,DD
perpanel,RESPREAD,50,U56,0.12,1.1159204094133592,0.14239673315166423,1.197167763650164,-0.1963976779638834,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,True,False,False,True,-
perpanel,RESPREAD,50,B136,0.12,1.1275072240451838,0.12778455031763425,1.087401551874212,-0.22217202146792314,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.09534818985375493,1.2850848109016457,-0.12054947359101964,True,False,False,False,DD
perpanel,RESPREAD,50,SMALL439,0.15,0.6242462874142717,0.08999312729080478,0.6170772908456698,-0.3853356596373585,0.15450723909089636,0.882010501050508,-0.3371728920067377,0.09534818985375493,1.2850848109016457,-0.12054947359101964,False,False,False,False,"H1,H2,OOS,DD,CAGR"
pooled,RESPREAD,50,U56,0.12,1.1159204094133592,0.14239673315166423,1.197167763650164,-0.1963976779638834,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,True,False,False,True,-
pooled,RESPREAD,50,B136,0.12,1.1275072240451838,0.12778455031763425,1.087401551874212,-0.22217202146792314,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.09534818985375493,1.2850848109016457,-0.12054947359101964,True,False,False,False,DD
