panel,ladder,chooser,pick,margin,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass_4b_full,pass_4b_oos,pass_4a,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,A_H1,A_H2,A_DD
U56,CADENCE,C_ISCAGR,W,0.006201106453944671,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.1696947758085483,1.1643314948267134,-0.19127568902302317,True,True,False,True,True,True,True,True,True,True,True,False,False,False
B136,N,C_ISSHARPE,8,0.009369302261435175,0.1782211925038646,0.9883520420625724,-0.24535256443898135,1.369320557424036,0.7066621559053999,0.1455591690419591,0.7866466863657643,-0.24535256443898168,False,False,False,True,False,False,False,True,False,False,True,True,False,False
B136,N,C_ISDD,30,0.0007983238369267953,0.1601345108161336,1.0981338933042264,-0.24354358049436975,1.2732684511921244,0.9689318299894406,0.1661079493963833,1.0695530808226905,-0.24354358049436964,False,False,False,True,True,True,False,True,True,False,True,True,True,False
B136,N,C_ISCAGR,5,0.018795664533841183,0.18905908768145907,0.9776027635417431,-0.281238810087446,1.3071352694307312,0.72568322978275,0.150259915145035,0.7686882215621813,-0.2812388100874458,False,False,False,True,False,False,False,True,False,False,True,True,False,False
B136,H,C_ISSHARPE,63,0.0046360134424350274,0.1695140686096932,1.082336942583977,-0.2869481836289933,1.3387285180940438,0.8873528433714876,0.16487229134834314,0.9960363388880005,-0.28694818362899355,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,H,C_ISDD,21,0.003247419789500161,0.16273672121545713,1.0848266176335637,-0.2569070436953068,1.304650328807595,0.9060332245349892,0.15547309710536084,0.9966114494768078,-0.2569070436953067,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,H,C_ISCAGR,63,0.0035585605592283187,0.1695140686096932,1.082336942583977,-0.2869481836289933,1.3387285180940438,0.8873528433714876,0.16487229134834314,0.9960363388880005,-0.28694818362899355,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,GROSS,C_ISSHARPE,0.75,0.000332938823043083,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16023726571201902,1.0100346106764955,-0.20740302267849475,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,GROSS,C_ISDD,0.3,0.009800324617187939,0.06388483980525494,1.0594428126149014,-0.08672096624141135,1.2859408329469937,0.8800717116702663,0.06411548358053709,1.0054987279847747,-0.08672096624141135,False,False,False,True,True,True,True,False,True,True,False,True,False,True
B136,GROSS,C_ISCAGR,0.75,0.01084004186969545,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16023726571201902,1.0100346106764955,-0.20740302267849475,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,CADENCE,C_ISSHARPE,W,0.02047292148834412,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16023726571201902,1.0100346106764955,-0.20740302267849475,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,CADENCE,C_ISDD,D,0.007648003967920758,0.1658275110791685,1.0108299798090135,-0.283637731649679,1.2461224941070186,0.859320160034378,0.17050660867462075,0.9522190783873681,-0.283637731649679,False,False,False,True,True,True,False,True,True,False,True,True,False,False
B136,CADENCE,C_ISCAGR,W,0.000439770274247131,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16023726571201902,1.0100346106764955,-0.20740302267849475,False,False,False,True,True,True,False,True,True,False,True,True,False,False
