panel,n,cadence,kernel,K,F_MC,F_MC_sd,F_EXACT,F_EXACT_sd,F_POOLED,F_POOLED_sd,mean_abs_MC_minus_EXACT,exact_minus_pooled,replay_1e6,replay_5e3
SMALL,20,W,RATIO,20,4.860292479220204,11.021252759287798,4.053974973071929,9.293540679693178,4.069075327948943,0.49580529419039243,1.8062957240489097,25.424258028263502,0.05,0.05
SMALL,20,W,RATIO,50,5.031391109309412,5.022342428201743,4.526175127550309,4.92376652212303,4.055864494825183,0.3339237418241031,0.9474991251359274,11.026180029935453,0.05,0.05
SMALL,20,W,RATIO,100,4.590394573928021,3.9761112668422514,4.756354630190538,3.1493643549437214,4.026494270567254,0.19760953706233597,0.9920181340669423,5.970149675363542,0.05,0.05
SMALL,20,W,RATIO,200,4.931727435215456,2.580025162435494,4.829043635207668,2.207235769780133,4.0038971161691,0.14450656854169536,0.7365223675004033,4.890193679429506,0.05,0.05
SMALL,20,W,RATIO,400,5.5861231089463095,0.5089630652555983,5.547486530957906,9.112518314015307e-16,4.029392908846544,7.8916723523882e-16,0.43328506585674476,1.518093622111362,0.05,0.05
SMALL,20,W,IND,10,0.9799999999999999,0.041039134083406155,0.985,0.028745709061939722,1.0,0.0,0.009000000000000003,0.08999999999999997,0.8,0.8
SMALL,20,W,IND,20,0.985,0.023508117299081387,0.9824999999999999,0.02110437719626206,1.0,0.0,0.008500000000000002,0.05500000000000005,0.3,0.3
SMALL,20,W,IND,50,0.99,0.012139539573337691,0.98894,0.008592064882632597,1.0,0.0,0.00742000000000001,0.02839999999999998,0.4,0.4
SMALL,20,W,IND,100,0.9879999999999999,0.010052493799000702,0.9880849999999999,0.006967539398034143,1.0,0.0,0.005714999999999998,0.023599999999999954,0.3,0.3
SMALL,20,W,IND,200,0.9875,0.005735393346764049,0.9868612500000001,0.005226793793068857,1.0,0.0,0.002866250000000009,0.02234999999999998,0.2,0.2
SMALL,20,W,IND,400,0.9887500000000002,0.0034887035746218042,0.9870625000000001,1.1390647892519134e-16,1.0,0.0,0.0032187500000000367,0.012937500000000046,0.3,0.7
SMALL,12,W,DIFF,10,0.5669187197999235,0.08498791547858021,0.5669187197999235,0.08498791547858024,0.5669187197999235,0.08498791547858026,6.38378239159465e-17,2.220446049250313e-16,0.05,0.05
SMALL,12,W,DIFF,20,0.5688101860593686,0.04272194258177308,0.5688101860593686,0.0427219425817731,0.5688101860593686,0.042721942581773066,8.049116928532385e-17,2.220446049250313e-16,0.05,0.1
SMALL,12,W,DIFF,50,0.5666017215239917,0.027484202099666642,0.5666017215239915,0.027484202099666635,0.5666017215239916,0.027484202099666625,4.4408920985006264e-17,2.220446049250313e-16,0.05,0.1
SMALL,12,W,DIFF,100,0.5751965535940468,0.028096953461370523,0.5751965535940468,0.028096953461370488,0.5751965535940468,0.028096953461370512,6.661338147750939e-17,2.220446049250313e-16,0.05,0.05
SMALL,12,W,DIFF,200,0.5767252934925473,0.009971719964430827,0.5767252934925473,0.00997171996443082,0.5767252934925473,0.009971719964430798,3.3306690738754695e-17,2.220446049250313e-16,0.05,0.2
SMALL,12,W,DIFF,400,0.5711339290354468,2.5470262995437506e-17,0.5711339290354468,4.411578959023922e-17,0.5711339290354468,1.1390647892519134e-16,2.2204460492503132e-17,2.220446049250313e-16,1.0,1.0
SMALL,12,W,RATIO,10,5.823184291907405,5.931530594957593,5.5206124054622325,6.0387108674581205,4.450939786052123,1.3406002365883984,0.606814254521957,18.301609913097383,0.05,0.05
SMALL,12,W,RATIO,20,6.827079673502107,6.595357269527817,7.745874355128362,6.76076768478262,4.316889062999124,0.8540897893791554,1.7191211894479974,19.41963206985963,0.05,0.05
SMALL,12,W,RATIO,50,6.346140737766517,5.088945754865459,6.5950273117075096,4.292545840693591,4.281875463225456,0.5360790879167922,1.099096442433555,9.948562230386225,0.05,0.05
SMALL,12,W,RATIO,100,5.4309935190801335,2.7716488218881525,5.440834458628144,2.4886614538904968,4.355292373829762,0.4407709412943173,0.4905593632805278,4.648035926255643,0.05,0.05
SMALL,12,W,RATIO,200,5.553429937995639,1.463063559704456,5.473773137695882,1.3866592788626102,4.3596733549010285,0.1485434138665875,0.49738707208476446,2.8992678164494468,0.05,0.05
SMALL,12,W,RATIO,400,5.691669504891732,0.4806534033663393,5.568164672719309,9.112518314015307e-16,4.3307864482344,9.982263672530257e-16,0.416103298413063,1.237378224484912,0.05,0.05
SMALL,12,W,IND,10,0.9800000000000001,0.052314836378059684,0.99,0.021764287503300336,1.0,0.0,0.014000000000000002,0.06999999999999995,0.85,0.85
SMALL,12,W,IND,20,0.9875,0.02750598021100905,0.9896249999999999,0.01306046162640269,1.0,0.0,0.012874999999999987,0.050000000000000044,0.8,0.8
SMALL,12,W,IND,50,0.99,0.016543403837370237,0.99114,0.005464950522239541,1.0,0.0,0.010860000000000003,0.01959999999999995,0.65,0.65
SMALL,12,W,IND,100,0.991,0.010711528467275964,0.990645,0.003367722172563968,1.0,0.0,0.0072150000000000105,0.0131,0.45,0.45
SMALL,12,W,IND,200,0.9897499999999997,0.00802545293032376,0.990365,0.0021631999931874817,1.0,0.0,0.005897500000000005,0.014575000000000005,0.1,0.1
SMALL,12,W,IND,400,0.9899999999999999,0.00472952651463459,0.9897062500000002,2.278129578503827e-16,1.0,0.0,0.0035881249999999976,0.01029374999999999,0.2,0.45
SMALL,20,M,DIFF,10,0.1595939338294659,0.06357691627385678,0.15959393382946588,0.06357691627385677,0.15959393382946585,0.06357691627385677,2.2204460492503132e-17,1.6653345369377348e-16,0.05,0.05
SMALL,20,M,DIFF,20,0.16384558141811167,0.04795650796925999,0.16384558141811167,0.04795650796925999,0.16384558141811167,0.04795650796925997,1.8735013540549518e-17,2.498001805406602e-16,0.05,0.05
SMALL,20,M,DIFF,50,0.16021940153281033,0.03451608095884201,0.16021940153281033,0.034516080958842,0.1602194015328103,0.034516080958842024,1.2490009027033011e-17,2.220446049250313e-16,0.05,0.1
SMALL,20,M,DIFF,100,0.16157478614867615,0.021827280663254865,0.16157478614867618,0.02182728066325486,0.1615747861486762,0.021827280663254848,1.5265566588595904e-17,3.0531133177191805e-16,0.05,0.1
SMALL,20,M,DIFF,200,0.16346988574526283,0.012328805621947847,0.16346988574526283,0.012328805621947849,0.16346988574526283,0.012328805621947877,1.9428902930940238e-17,1.1102230246251565e-16,0.05,0.45
SMALL,20,M,DIFF,400,0.16119507715518416,2.2958584807400738e-17,0.16119507715518414,1.8010195682678647e-17,0.16119507715518405,5.695323946259567e-17,2.0816681711721685e-17,1.6653345369377348e-16,1.0,1.0
SMALL,20,M,RATIO,10,1.3625915810526048,0.13202549795517204,1.3596983514326182,0.14096179712952908,1.3019082193510885,0.12347219668808297,0.02281346940817408,0.17119903305377115,0.05,0.05
SMALL,20,M,RATIO,20,1.371877500053677,0.09959724228369173,1.3755908475503795,0.10799709276319178,1.3090543315722558,0.09398601943050275,0.019443423216011824,0.14913830361176927,0.05,0.05
SMALL,20,M,RATIO,50,1.3790156466330556,0.08327047803793149,1.381455284969207,0.08653500923188791,1.3059588819531829,0.07240825923107183,0.011831310671230754,0.1210334782022029,0.05,0.05
SMALL,20,M,RATIO,100,1.3777356787328756,0.0521923250438161,1.37816694449508,0.048843801229773866,1.3078476526211469,0.04310720483111469,0.00964755163852874,0.08999301919007618,0.05,0.1
SMALL,20,M,RATIO,200,1.384361754883413,0.028382730075352445,1.3824053150145805,0.026802631675661902,1.3111485970239019,0.024552153157824365,0.007986211198886761,0.08372720284737589,0.05,0.3
SMALL,20,M,RATIO,400,1.377816202713579,0.007712665247444344,1.377252892398061,2.278129578503827e-16,1.3061210668937364,4.0110610275845315e-16,0.006172184087927801,0.07113182550432473,0.05,0.5
SMALL,20,M,IND,10,0.76,0.1142481141154959,0.7375,0.08459656581308972,1.0,0.0,0.053500000000000006,0.36,0.2,0.2
SMALL,20,M,IND,20,0.7625,0.09716372509164216,0.73375,0.08465292919357621,1.0,0.0,0.04775000000000002,0.4425,0.2,0.2
SMALL,20,M,IND,50,0.745,0.06484800041554664,0.72828,0.04804350659887129,1.0,0.0,0.03484000000000001,0.38,0.2,0.2
SMALL,20,M,IND,100,0.735,0.036055512754639904,0.72685,0.02889065592886393,1.0,0.0,0.028370000000000013,0.3183,0.2,0.2
SMALL,20,M,IND,200,0.73675,0.026570412908068712,0.7294175,0.016587503420853956,1.0,0.0,0.018167500000000013,0.30315000000000003,0.15,0.15
SMALL,20,M,IND,400,0.7330000000000001,0.015948106635684325,0.7276000000000001,1.1390647892519134e-16,1.0,0.0,0.013970000000000005,0.2724,0.1,0.15
SMALL,10,M,DIFF,10,0.23925181719431943,0.07002609411558454,0.23925181719431943,0.07002609411558455,0.23925181719431948,0.07002609411558454,2.706168622523819e-17,1.6653345369377348e-16,0.05,0.1
SMALL,10,M,DIFF,20,0.26640500646824894,0.06307747465059532,0.26640500646824894,0.06307747465059532,0.26640500646824894,0.06307747465059531,1.8041124150158794e-17,1.6653345369377348e-16,0.05,0.15
SMALL,10,M,DIFF,50,0.2620949967656744,0.033812577591216676,0.2620949967656744,0.033812577591216676,0.26209499676567444,0.033812577591216676,2.0816681711721685e-17,2.220446049250313e-16,0.05,0.1
SMALL,10,M,DIFF,100,0.26566969347852265,0.012606716722405289,0.26566969347852265,0.01260671672240528,0.26566969347852265,0.01260671672240527,3.608224830031759e-17,3.3306690738754696e-16,0.05,0.1
SMALL,10,M,DIFF,200,0.26787335601699863,0.013006962806639611,0.2678733560169987,0.013006962806639624,0.2678733560169987,0.013006962806639632,2.0816681711721685e-17,1.3877787807814457e-16,0.05,0.05
SMALL,10,M,DIFF,400,0.2656461353645395,5.695323946259567e-17,0.2656461353645395,5.695323946259567e-17,0.2656461353645395,5.695323946259567e-17,2.2204460492503132e-17,1.6653345369377348e-16,1.0,1.0
SMALL,10,M,RATIO,10,1.6734777277491528,0.23704794520157196,1.6826318703764627,0.2182381389136527,1.513170749433799,0.16383236162298656,0.037580354959286945,0.47921317726510626,0.05,0.05
SMALL,10,M,RATIO,20,1.8518422375278103,0.29289707730038866,1.8779385251058627,0.3049874342405358,1.6010131942184185,0.16006073445474062,0.05175734972355937,0.6895536729397074,0.05,0.05
SMALL,10,M,RATIO,50,1.8502438019517062,0.23365732826902125,1.8592163001956987,0.24114694862122163,1.584040059168223,0.09429837479916893,0.038211807923485455,0.8668559579488955,0.05,0.1
SMALL,10,M,RATIO,100,1.8580110437595097,0.09464248324793197,1.870633136841084,0.10304590990227569,1.5897805498206723,0.032786380315527164,0.03134563639786464,0.5297392830576599,0.05,0.05
SMALL,10,M,RATIO,200,1.8973491931722837,0.0983777786537643,1.900400558314568,0.08267999947956388,1.591865600285704,0.030707992840952932,0.028230715602718615,0.42678841446241855,0.05,0.1
SMALL,10,M,RATIO,400,1.8768254243807778,0.02255163117068586,1.8817642625432547,2.278129578503827e-16,1.5859084252668691,1.6895061133507964e-16,0.019539788678144477,0.295855837276386,0.05,0.2
SMALL,10,M,IND,10,0.805,0.11909748329127612,0.8089999999999999,0.08984782456435644,1.0,0.0,0.057000000000000016,0.31000000000000005,0.25,0.25
SMALL,10,M,IND,20,0.8275,0.08346918750747424,0.8249999999999998,0.06552922208731324,1.0,0.0,0.038999999999999986,0.2825,0.2,0.2
SMALL,10,M,IND,50,0.828,0.050429732249307475,0.8296800000000001,0.03981147150204191,1.0,0.0,0.034120000000000004,0.26280000000000003,0.15,0.15
SMALL,10,M,IND,100,0.8380000000000001,0.02948683916954351,0.8383849999999999,0.018266773834363564,1.0,0.0,0.018755,0.1895,0.1,0.1
SMALL,10,M,IND,200,0.8387500000000001,0.02394483792298236,0.8403925000000001,0.01332102142638113,1.0,0.0,0.014272500000000011,0.19327499999999997,0.1,0.1
SMALL,10,M,IND,400,0.8380000000000001,0.012633497661292969,0.8387625,0.0,1.0,0.0,0.00949750000000001,0.16123750000000003,0.05,0.05
