panel,dial,rung,G,n_pass,mixed,B,n_flip,flip_rate,window_pts,window_frac,window_units,thin_rate_t1,thin_rate_t05,med_thin,med_m_min,best_m_min
U56,band,5.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,16.673893987745203,-0.020039615426137095,-0.01716471275774746
U56,band,7.5,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,17.450345017013845,-0.020508924195800318,-0.017439721968634428
U56,band,10.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,18.11000564129002,-0.02080311634222,-0.01771466459734096
U56,band,15.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,17.049764562827647,-0.021387594835151416,-0.018264350170242874
U56,band,20.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,16.125367020961814,-0.02199436674227641,-0.018813769600483102
U56,band,25.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,15.604459596347162,-0.022645200366705268,-0.0193629230120327
U56,band,40.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,20.47172424415784,-0.025361628828059382,-0.02100878837342869
U56,gross,0.0,15,3,1,1,2,0.13333333333333333,3,0.2,0.09999999999999998,0.13333333333333333,0.06666666666666667,4.959950956852987,-0.029532549991549986,0.012360713246275287
U56,gross,2.5,15,2,1,1,2,0.13333333333333333,2,0.13333333333333333,0.050000000000000044,0.13333333333333333,0.06666666666666667,5.058824412902033,-0.029950846823708424,0.011697862039067738
U56,gross,5.0,15,2,1,1,2,0.13333333333333333,2,0.13333333333333333,0.050000000000000044,0.13333333333333333,0.06666666666666667,5.158781360676939,-0.03036898654577326,0.011035390429178657
U56,gross,7.5,15,2,1,1,2,0.13333333333333333,2,0.13333333333333333,0.050000000000000044,0.13333333333333333,0.06666666666666667,5.2598392640056915,-0.030786969214807516,0.010373298206461476
U56,gross,10.0,15,2,1,1,2,0.13333333333333333,2,0.13333333333333333,0.050000000000000044,0.13333333333333333,0.06666666666666667,5.362015963819762,-0.031204794887853785,0.009711585160881095
U56,gross,15.0,15,2,1,1,2,0.13333333333333333,2,0.13333333333333333,0.050000000000000044,0.13333333333333333,0.06666666666666667,5.569799063896776,-0.03203997547405259,0.008389295761556323
U56,gross,20.0,15,2,1,1,2,0.13333333333333333,2,0.13333333333333333,0.050000000000000044,0.13333333333333333,0.06666666666666667,5.782281327836292,-0.0328745287603114,0.0070685205531772904
U56,gross,25.0,15,2,1,1,2,0.13333333333333333,2,0.13333333333333333,0.050000000000000044,0.13333333333333333,0.06666666666666667,5.999620147226077,-0.03370845520225153,0.0057492578595126215
U56,gross,40.0,15,1,1,1,2,0.13333333333333333,1,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,6.682458875244962,-0.03620647801357425,0.0018005281313919624
U56,n,0.0,19,0,0,0,0,0.0,0,0.0,0.0,0.10526315789473684,0.05263157894736842,11.75608703367382,-0.43216954106568906,-0.0008981604143140087
U56,n,2.5,19,0,0,0,0,0.0,0,0.0,0.0,0.05263157894736842,0.0,11.771984652941448,-0.4327017581008378,-0.02849292737378542
U56,n,5.0,19,0,0,0,0,0.0,0,0.0,0.0,0.05263157894736842,0.0,11.787897559822825,-0.433233621504595,-0.033310726998217716
U56,n,7.5,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,11.80382583126963,-0.4337651313558183,-0.0506354402989492
U56,n,10.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,11.819769544348752,-0.43429628773336415,-0.0513361150546128
U56,n,15.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,12.954036222836015,-0.45847131336831215,-0.11670942279730478
U56,n,20.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,13.883700358439825,-0.47684200219978057,-0.1388048331756524
U56,n,25.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,13.915760427716826,-0.5109039046704781,-0.20982517869207484
U56,n,40.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,19.595445473132806,-0.5231375438735378,-0.32823909712712496
