file,block,spec,n,p,K,lam,R2
F1,decomp,log episode_days,115,1,LOO,1.0,0.14773607144824574
F1,decomp,log episode_days,115,1,IS,10.0,0.17153468954963946
F1,decomp,log episode_days,115,1,2,10.0,0.16833304990127307
F1,decomp,log episode_days,115,1,5,10.0,0.13514020211317646
F1,decomp,log episode_days,115,1,10,10.0,0.14272322489903932
F1,decomp,log episode_days,115,1,LOO,10.0,0.1474793952838287
F1,decomp,log episode_days,115,1,IS,100.0,0.13529191757340409
F1,decomp,log episode_days,115,1,2,100.0,0.10297319727219212
F1,decomp,log episode_days,115,1,5,100.0,0.0992382837768575
F1,decomp,log episode_days,115,1,10,100.0,0.10702128045279868
F1,decomp,log episode_days,115,1,LOO,100.0,0.11461652036539405
F1,decomp,log turnover at W,115,1,IS,0.0,0.015278514610554406
F1,decomp,log turnover at W,115,1,2,0.0,0.0024192562345647373
F1,decomp,log turnover at W,115,1,5,0.0,-0.018947975781764326
F1,decomp,log turnover at W,115,1,10,0.0,-0.015676028989200397
F1,decomp,log turnover at W,115,1,LOO,0.0,-0.013614098543998754
F1,decomp,log turnover at W,115,1,IS,0.1,0.015278503077867933
F1,decomp,log turnover at W,115,1,2,0.1,0.0024321271122844657
F1,decomp,log turnover at W,115,1,5,0.1,-0.018928189287225727
F1,decomp,log turnover at W,115,1,10,0.1,-0.015664451107711974
F1,decomp,log turnover at W,115,1,LOO,0.1,-0.01360417279351056
F1,decomp,log turnover at W,115,1,IS,1.0,0.015277379168029848
F1,decomp,log turnover at W,115,1,2,1.0,0.002541725929253502
F1,decomp,log turnover at W,115,1,5,1.0,-0.018753843929109282
F1,decomp,log turnover at W,115,1,10,1.0,-0.015562562200893693
F1,decomp,log turnover at W,115,1,LOO,1.0,-0.013516661223771376
F1,decomp,log turnover at W,115,1,IS,10.0,0.015180732117046736
F1,decomp,log turnover at W,115,1,2,10.0,0.0031663174803735483
F1,decomp,log turnover at W,115,1,5,10.0,-0.01732764281757526
F1,decomp,log turnover at W,115,1,10,10.0,-0.014741843211299788
F1,decomp,log turnover at W,115,1,LOO,10.0,-0.012799486037960106
F1,decomp,log turnover at W,115,1,IS,100.0,0.01197326537084542
F1,decomp,log turnover at W,115,1,2,100.0,0.0006590012531590972
F1,decomp,log turnover at W,115,1,5,100.0,-0.014191913934838318
F1,decomp,log turnover at W,115,1,10,100.0,-0.013631689746492981
F1,decomp,log turnover at W,115,1,LOO,100.0,-0.011666451408729461
F1,decomp,log h* + log episode,115,2,IS,0.0,0.20358927640304603
F1,decomp,log h* + log episode,115,2,2,0.0,0.17884801655188576
F1,decomp,log h* + log episode,115,2,5,0.0,0.12381095032665823
F1,decomp,log h* + log episode,115,2,10,0.0,0.13947546145419287
F1,decomp,log h* + log episode,115,2,LOO,0.0,0.14399704887312292
F1,decomp,log h* + log episode,115,2,IS,0.1,0.2035891513236724
F1,decomp,log h* + log episode,115,2,2,0.1,0.17893857431992777
F1,decomp,log h* + log episode,115,2,5,0.1,0.12389946497648996
F1,decomp,log h* + log episode,115,2,10,0.1,0.13953083029089242
F1,decomp,log h* + log episode,115,2,LOO,0.1,0.14404836880059513
F1,decomp,log h* + log episode,115,2,IS,1.0,0.2035769460475021
F1,decomp,log h* + log episode,115,2,2,1.0,0.17968979272384167
F1,decomp,log h* + log episode,115,2,5,1.0,0.12466822998000948
F1,decomp,log h* + log episode,115,2,10,1.0,0.14000987149818744
F1,decomp,log h* + log episode,115,2,LOO,1.0,0.14449408876445236
F1,decomp,log h* + log episode,115,2,IS,10.0,0.20251456282595626
F1,decomp,log h* + log episode,115,2,2,10.0,0.1823481370664175
F1,decomp,log h* + log episode,115,2,5,10.0,0.130015372303374
F1,decomp,log h* + log episode,115,2,10,10.0,0.14315826089152628
F1,decomp,log h* + log episode,115,2,LOO,10.0,0.14755589555481097
F1,decomp,log h* + log episode,115,2,IS,100.0,0.1645355657698081
F1,decomp,log h* + log episode,115,2,2,100.0,0.12481658285287667
F1,decomp,log h* + log episode,115,2,5,100.0,0.11151624711212205
F1,decomp,log h* + log episode,115,2,10,100.0,0.12117796332711495
F1,decomp,log h* + log episode,115,2,LOO,100.0,0.1288714435242415
F1,decomp,log h* + log episode + family,115,4,IS,0.0,0.4518472304047566
F1,decomp,log h* + log episode + family,115,4,2,0.0,0.41758507943871237
F1,decomp,log h* + log episode + family,115,4,5,0.0,0.34979356257047867
F1,decomp,log h* + log episode + family,115,4,10,0.0,0.38620218530142725
F1,decomp,log h* + log episode + family,115,4,LOO,0.0,0.39440075947178654
F1,decomp,log h* + log episode + family,115,4,IS,0.1,0.45184580205820746
F1,decomp,log h* + log episode + family,115,4,2,0.1,0.4177408555891652
F1,decomp,log h* + log episode + family,115,4,5,0.1,0.3499881691295619
F1,decomp,log h* + log episode + family,115,4,10,0.1,0.3862971134134683
F1,decomp,log h* + log episode + family,115,4,LOO,0.1,0.3944596877829353
F1,decomp,log h* + log episode + family,115,4,IS,1.0,0.45171244448410885
F1,decomp,log h* + log episode + family,115,4,2,1.0,0.4186581189098971
F1,decomp,log h* + log episode + family,115,4,5,1.0,0.3514853666678568
F1,decomp,log h* + log episode + family,115,4,10,1.0,0.3869686048691785
F1,decomp,log h* + log episode + family,115,4,LOO,1.0,0.3948464129175101
F1,decomp,log h* + log episode + family,115,4,IS,10.0,0.44358861205653555
F1,decomp,log h* + log episode + family,115,4,2,10.0,0.40755790062641817
F1,decomp,log h* + log episode + family,115,4,5,10.0,0.3527124451814637
F1,decomp,log h* + log episode + family,115,4,10,10.0,0.38363040695542094
F1,decomp,log h* + log episode + family,115,4,LOO,10.0,0.3905421546721457
F1,decomp,log h* + log episode + family,115,4,IS,100.0,0.3480251047883983
F1,decomp,log h* + log episode + family,115,4,2,100.0,0.28447215143274973
F1,decomp,log h* + log episode + family,115,4,5,100.0,0.28042189944436324
F1,decomp,log h* + log episode + family,115,4,10,100.0,0.30246989093930965
F1,decomp,log h* + log episode + family,115,4,LOO,100.0,0.3107690136355362
F2,B3,full,162,6,IS,0.0,0.609802193292392
F2,B3,partial:c_bar,162,1,IS,0.0,0.2708026321338167
F2,B3,partial:panel,162,2,IS,0.0,0.001971338711407311
F2,B3,partial:family,162,1,IS,0.0,0.3738630779584454
F2,B3,partial:cadence,162,2,IS,0.0,0.0017992205683508011
F2,B3,full,162,6,2,0.0,0.5502512916503748
F2,B3,partial:c_bar,162,1,2,0.0,0.24553577931365822
F2,B3,partial:panel,162,2,2,0.0,-0.02092799864050543
F2,B3,partial:family,162,1,2,0.0,0.3768775284323661
F2,B3,partial:cadence,162,2,2,0.0,-0.01196557669572662
F2,B3,full,162,6,5,0.0,0.5530116850279172
F2,B3,partial:c_bar,162,1,5,0.0,0.28015716622384557
F2,B3,partial:panel,162,2,5,0.0,-0.01341771010545112
F2,B3,partial:family,162,1,5,0.0,0.3963733342087882
F2,B3,partial:cadence,162,2,5,0.0,-0.01933546267607622
F2,B3,full,162,6,10,0.0,0.5610943360339506
F2,B3,partial:c_bar,162,1,10,0.0,0.27500618435694013
F2,B3,partial:panel,162,2,10,0.0,-0.011008910550144524
F2,B3,partial:family,162,1,10,0.0,0.3914495383317349
F2,B3,partial:cadence,162,2,10,0.0,-0.01097766448904025
F2,B3,full,162,6,LOO,0.0,0.5715485979508383
F2,B3,partial:c_bar,162,1,LOO,0.0,0.28437303569551087
F2,B3,partial:panel,162,2,LOO,0.0,-0.008742890928178926
F2,B3,partial:family,162,1,LOO,0.0,0.3980144298011379
F2,B3,partial:cadence,162,2,LOO,0.0,-0.00891050105757496
F2,B3,full,162,6,IS,0.1,0.6098019254278397
F2,B3,partial:c_bar,162,1,IS,0.1,0.27080249757918584
F2,B3,partial:panel,162,2,IS,0.1,0.001971336704867377
F2,B3,partial:family,162,1,IS,0.1,0.37386290257587584
F2,B3,partial:cadence,162,2,IS,0.1,0.0017992183219642799
F2,B3,full,162,6,2,0.1,0.5504850293474173
F2,B3,partial:c_bar,162,1,2,0.1,0.24571316348597327
F2,B3,partial:panel,162,2,2,0.1,-0.020867221345875486
F2,B3,partial:family,162,1,2,0.1,0.37694482791412587
F2,B3,partial:cadence,162,2,2,0.1,-0.011873435299351476
F2,B3,full,162,6,5,0.1,0.553055297516426
F2,B3,partial:c_bar,162,1,5,0.1,0.28015757606187186
F2,B3,partial:panel,162,2,5,0.1,-0.013416247849740826
F2,B3,partial:family,162,1,5,0.1,0.39635327637296625
F2,B3,partial:cadence,162,2,5,0.1,-0.01931346035765491
F2,B3,full,162,6,10,0.1,0.5611351884338521
F2,B3,partial:c_bar,162,1,10,0.1,0.2750128889735184
F2,B3,partial:panel,162,2,10,0.1,-0.011001082542242968
F2,B3,partial:family,162,1,10,0.1,0.3914365613549473
F2,B3,partial:cadence,162,2,10,0.1,-0.010961359987935126
F2,B3,full,162,6,LOO,0.1,0.5715736175752852
F2,B3,partial:c_bar,162,1,LOO,0.1,0.28436285047349263
F2,B3,partial:panel,162,2,LOO,0.1,-0.008733599229875377
F2,B3,partial:family,162,1,LOO,0.1,0.3979971872643524
F2,B3,partial:cadence,162,2,LOO,0.1,-0.008900966658786036
F2,B3,full,162,6,IS,1.0,0.609775725220099
F2,B3,partial:c_bar,162,1,IS,1.0,0.27078934194328275
F2,B3,partial:panel,162,2,IS,1.0,0.001971141367020479
F2,B3,partial:family,162,1,IS,1.0,0.37384575285098665
F2,B3,partial:cadence,162,2,IS,1.0,0.0017990007743584613
F2,B3,full,162,6,2,1.0,0.5524065867916415
F2,B3,partial:c_bar,162,1,2,1.0,0.24719304190428404
F2,B3,partial:panel,162,2,2,1.0,-0.02035684076216926
F2,B3,partial:family,162,1,2,1.0,0.3774495425630815
F2,B3,partial:cadence,162,2,2,1.0,-0.011081492379590552
F2,B3,full,162,6,5,1.0,0.5534027094311117
F2,B3,partial:c_bar,162,1,5,1.0,0.28013870267504404
F2,B3,partial:panel,162,2,5,1.0,-0.013403088547352504
F2,B3,partial:family,162,1,5,1.0,0.39614789909729897
F2,B3,partial:cadence,162,2,5,1.0,-0.019120803453444246
F2,B3,full,162,6,10,1.0,0.5614671105235607
F2,B3,partial:c_bar,162,1,10,1.0,0.27505584139922845
F2,B3,partial:panel,162,2,10,1.0,-0.01093217019406345
F2,B3,partial:family,162,1,10,1.0,0.3913001274250135
F2,B3,partial:cadence,162,2,10,1.0,-0.010817860061454465
F2,B3,full,162,6,LOO,1.0,0.5717706963502184
F2,B3,partial:c_bar,162,1,LOO,1.0,0.2842590082291113
F2,B3,partial:panel,162,2,LOO,1.0,-0.008651693931749027
F2,B3,partial:family,162,1,LOO,1.0,0.3978264649327623
F2,B3,partial:cadence,162,2,LOO,1.0,-0.008816986138984961
F2,B3,full,162,6,IS,10.0,0.6074446420338615
F2,B3,partial:c_bar,162,1,IS,10.0,0.26962366384755987
F2,B3,partial:panel,162,2,IS,10.0,0.00195451968541982
F2,B3,partial:family,162,1,IS,10.0,0.37232397351240387
F2,B3,partial:cadence,162,2,IS,10.0,0.0017813241317019557
F2,B3,full,162,6,2,10.0,0.5581676875275893
F2,B3,partial:c_bar,162,1,2,10.0,0.2534750855023722
F2,B3,partial:panel,162,2,2,10.0,-0.01760598900117427
F2,B3,partial:family,162,1,2,10.0,0.3751387279198479
F2,B3,partial:cadence,162,2,2,10.0,-0.005788648705236987
F2,B3,full,162,6,5,10.0,0.5531010309792055
F2,B3,partial:c_bar,162,1,5,10.0,0.27809352878022153
F2,B3,partial:panel,162,2,5,10.0,-0.013266804038236879
F2,B3,partial:family,162,1,5,10.0,0.3920432151518315
F2,B3,partial:cadence,162,2,5,10.0,-0.01761686500449966
F2,B3,full,162,6,10,10.0,0.5617273711629213
F2,B3,partial:c_bar,162,1,10,10.0,0.27401081540190886
F2,B3,partial:panel,162,2,10,10.0,-0.010370185342919225
F2,B3,partial:family,162,1,10,10.0,0.3882725323321513
F2,B3,partial:cadence,162,2,10,10.0,-0.009651103836457842
F2,B3,full,162,6,LOO,10.0,0.5713052666497385
F2,B3,partial:c_bar,162,1,LOO,10.0,0.28217544300794095
F2,B3,partial:panel,162,2,LOO,10.0,-0.00797802333312947
F2,B3,partial:family,162,1,LOO,10.0,0.3947839950909544
F2,B3,partial:cadence,162,2,LOO,10.0,-0.00813075663604712
F2,B3,full,162,6,IS,100.0,0.5130278589433895
F2,B3,partial:c_bar,162,1,IS,100.0,0.2240018782138139
F2,B3,partial:panel,162,2,IS,100.0,0.0014498410284117247
F2,B3,partial:family,162,1,IS,100.0,0.3118762388448266
F2,B3,partial:cadence,162,2,IS,100.0,0.001333356950593445
F2,B3,full,162,6,2,100.0,0.3945651829750457
F2,B3,partial:c_bar,162,1,2,100.0,0.1775212445492892
F2,B3,partial:panel,162,2,2,100.0,-0.014092739082293249
F2,B3,partial:family,162,1,2,100.0,0.2520323686749337
F2,B3,partial:cadence,162,2,2,100.0,0.0005274385405561466
F2,B3,full,162,6,5,100.0,0.4446013375355339
F2,B3,partial:c_bar,162,1,5,100.0,0.21375430446334698
F2,B3,partial:panel,162,2,5,100.0,-0.011173443784617487
F2,B3,partial:family,162,1,5,100.0,0.303211683987581
F2,B3,partial:cadence,162,2,5,100.0,-0.012962015833390406
F2,B3,full,162,6,10,100.0,0.4667804964762112
F2,B3,partial:c_bar,162,1,10,100.0,0.22083722809534212
F2,B3,partial:panel,162,2,10,100.0,-0.008463902538658363
F2,B3,partial:family,162,1,10,100.0,0.31157682172842716
F2,B3,partial:cadence,162,2,10,100.0,-0.0062980324567515344
F2,B3,full,162,6,LOO,100.0,0.4827641245875429
F2,B3,partial:c_bar,162,1,LOO,100.0,0.22969012791027799
F2,B3,partial:panel,162,2,LOO,100.0,-0.006068393015786766
F2,B3,partial:family,162,1,LOO,100.0,0.3235163739939214
F2,B3,partial:cadence,162,2,LOO,100.0,-0.006226038931924527
F3,T1i:2W,family,115,2,IS,0.0,0.03765152785463133
F3,T1i:2W,family,115,2,2,0.0,0.006366110258440361
F3,T1i:2W,family,115,2,5,0.0,-0.004931801667879654
F3,T1i:2W,family,115,2,10,0.0,0.009322708668713875
F3,T1i:2W,family,115,2,LOO,0.0,-0.010559415405114736
F3,T1i:2W,family,115,2,IS,0.1,0.03765146635328054
F3,T1i:2W,family,115,2,2,0.1,0.006412342426798334
F3,T1i:2W,family,115,2,5,0.1,-0.004889901767608507
F3,T1i:2W,family,115,2,10,0.1,0.00934660445239821
F3,T1i:2W,family,115,2,LOO,0.1,-0.010526179219171095
F3,T1i:2W,family,115,2,IS,1.0,0.03764556729854429
F3,T1i:2W,family,115,2,2,1.0,0.006790494285206949
F3,T1i:2W,family,115,2,5,1.0,-0.004528501198972856
F3,T1i:2W,family,115,2,10,1.0,0.009551058859107564
F3,T1i:2W,family,115,2,LOO,1.0,-0.010237059184921682
F3,T1i:2W,family,115,2,IS,10.0,0.03720312335062581
F3,T1i:2W,family,115,2,2,10.0,0.008300327282280029
F3,T1i:2W,family,115,2,5,10.0,-0.002062825171510907
F3,T1i:2W,family,115,2,10,10.0,0.010813518787696541
F3,T1i:2W,family,115,2,LOO,10.0,-0.008115728340379658
F3,T1i:2W,family,115,2,IS,100.0,0.028292820354137826
F3,T1i:2W,family,115,2,2,100.0,0.0012107001128954797
F3,T1i:2W,family,115,2,5,100.0,-0.0007539240833673855
F3,T1i:2W,family,115,2,10,100.0,0.008312206227001018
F3,T1i:2W,family,115,2,LOO,100.0,-0.005525027553664019
F3,T1i:2W,P1+P2,115,2,IS,0.0,0.06494115921820687
F3,T1i:2W,P1+P2,115,2,2,0.0,0.021425356193356726
F3,T1i:2W,P1+P2,115,2,5,0.0,-0.0031559718415412608
F3,T1i:2W,P1+P2,115,2,10,0.0,0.02460878839932945
F3,T1i:2W,P1+P2,115,2,LOO,0.0,0.012486390861349395
F3,T1i:2W,P1+P2,115,2,IS,0.1,0.06493846070872988
F3,T1i:2W,P1+P2,115,2,2,0.1,0.021748120256715686
F3,T1i:2W,P1+P2,115,2,5,0.1,-0.0028044462796814607
F3,T1i:2W,P1+P2,115,2,10,0.1,0.024785798295864803
F3,T1i:2W,P1+P2,115,2,LOO,0.1,0.0126358993147474
F3,T1i:2W,P1+P2,115,2,IS,1.0,0.0647005315167718
F3,T1i:2W,P1+P2,115,2,2,1.0,0.02344894026818245
F3,T1i:2W,P1+P2,115,2,5,1.0,-0.00024014124422588878
F3,T1i:2W,P1+P2,115,2,10,1.0,0.0259885906926276
F3,T1i:2W,P1+P2,115,2,LOO,1.0,0.013660361759345707
F3,T1i:2W,P1+P2,115,2,IS,10.0,0.05501387511009781
F3,T1i:2W,P1+P2,115,2,2,10.0,0.015530701602129215
F3,T1i:2W,P1+P2,115,2,5,10.0,0.0025837464446709646
F3,T1i:2W,P1+P2,115,2,10,10.0,0.023199868274482727
F3,T1i:2W,P1+P2,115,2,LOO,10.0,0.011102500200536158
F3,T1i:2W,P1+P2,115,2,IS,100.0,0.017371199677519433
F3,T1i:2W,P1+P2,115,2,2,100.0,-0.008029905786093305
F3,T1i:2W,P1+P2,115,2,5,100.0,-0.014561145005927978
F3,T1i:2W,P1+P2,115,2,10,100.0,-0.0028429968046561616
F3,T1i:2W,P1+P2,115,2,LOO,100.0,-0.01372738834714271
F3,T1i:2W,both,115,4,IS,0.0,0.0966452488394256
F3,T1i:2W,both,115,4,2,0.0,0.04913001597722089
F3,T1i:2W,both,115,4,5,0.0,0.019478970505840243
F3,T1i:2W,both,115,4,10,0.0,0.04737170076259223
F3,T1i:2W,both,115,4,LOO,0.0,0.022494489244678895
F3,T1i:2W,both,115,4,IS,0.1,0.09652822813582351
F3,T1i:2W,both,115,4,2,0.1,0.05002810978603889
F3,T1i:2W,both,115,4,5,0.1,0.020779080572590147
F3,T1i:2W,both,115,4,10,0.1,0.04791461853136425
F3,T1i:2W,both,115,4,LOO,0.1,0.02315242198924372
F3,T1i:2W,both,115,4,IS,1.0,0.09121429441452433
F3,T1i:2W,both,115,4,2,1.0,0.04221000926241636
F3,T1i:2W,both,115,4,5,1.0,0.020973611043007767
F3,T1i:2W,both,115,4,10,1.0,0.045514210999996085
F3,T1i:2W,both,115,4,LOO,1.0,0.022369684809504964
F3,T1i:2W,both,115,4,IS,10.0,0.06367400295333525
F3,T1i:2W,both,115,4,2,10.0,0.020273592370617877
F3,T1i:2W,both,115,4,5,10.0,0.008408110836851002
F3,T1i:2W,both,115,4,10,10.0,0.027476557736660245
F3,T1i:2W,both,115,4,LOO,10.0,0.007680126555407729
F3,T1i:2W,both,115,4,IS,100.0,0.03668001194549575
F3,T1i:2W,both,115,4,2,100.0,0.004671285190891772
F3,T1i:2W,both,115,4,5,100.0,-0.0005077299098967814
F3,T1i:2W,both,115,4,10,100.0,0.012386851829060519
F3,T1i:2W,both,115,4,LOO,100.0,-0.00245694722584755
F3,T1i:6W,family,115,2,IS,0.0,0.11155402595421249
F3,T1i:6W,family,115,2,2,0.0,0.08975554823009413
F3,T1i:6W,family,115,2,5,0.0,0.035633346817280476
F3,T1i:6W,family,115,2,10,0.0,0.043993137468995025
F3,T1i:6W,family,115,2,LOO,0.0,0.07181551542679898
F3,T1i:6W,family,115,2,IS,0.1,0.11155386833053937
F3,T1i:6W,family,115,2,2,0.1,0.0898290317618975
F3,T1i:6W,family,115,2,5,0.1,0.03568756290249764
F3,T1i:6W,family,115,2,10,0.1,0.0440337075423608
F3,T1i:6W,family,115,2,LOO,0.1,0.07183833563347697
F3,T1i:6W,family,115,2,IS,1.0,0.11153873721457674
F3,T1i:6W,family,115,2,2,1.0,0.09040586967507336
F3,T1i:6W,family,115,2,5,1.0,0.03614140049484549
F3,T1i:6W,family,115,2,10,1.0,0.044374775846579784
F3,T1i:6W,family,115,2,LOO,1.0,0.0720264842878452
F3,T1i:6W,family,115,2,IS,10.0,0.11039487923834723
F3,T1i:6W,family,115,2,2,10.0,0.09118147697388079
F3,T1i:6W,family,115,2,5,10.0,0.03827963370990084
F3,T1i:6W,family,115,2,10,10.0,0.046034609080649935
F3,T1i:6W,family,115,2,LOO,10.0,0.07263286149868231
F3,T1i:6W,family,115,2,IS,100.0,0.08604770723525146
F3,T1i:6W,family,115,2,2,100.0,0.05923599064560148
F3,T1i:6W,family,115,2,5,100.0,0.022316364871723282
F3,T1i:6W,family,115,2,10,100.0,0.03214093789525552
F3,T1i:6W,family,115,2,LOO,100.0,0.05626334989807935
F3,T1i:6W,P1+P2,115,2,IS,0.0,0.1285898049463089
F3,T1i:6W,P1+P2,115,2,2,0.0,0.12405388478136326
F3,T1i:6W,P1+P2,115,2,5,0.0,0.055416638592313716
F3,T1i:6W,P1+P2,115,2,10,0.0,0.0679873561239287
F3,T1i:6W,P1+P2,115,2,LOO,0.0,0.09041461321226407
F3,T1i:6W,P1+P2,115,2,IS,0.1,0.12858886123437407
F3,T1i:6W,P1+P2,115,2,2,0.1,0.1240327812757287
F3,T1i:6W,P1+P2,115,2,5,0.1,0.05551045067534599
F3,T1i:6W,P1+P2,115,2,10,0.1,0.06803305264558246
F3,T1i:6W,P1+P2,115,2,LOO,0.1,0.09047392774179308
F3,T1i:6W,P1+P2,115,2,IS,1.0,0.1285058336853141
F3,T1i:6W,P1+P2,115,2,2,1.0,0.12349787548841695
F3,T1i:6W,P1+P2,115,2,5,1.0,0.05618206412931226
F3,T1i:6W,P1+P2,115,2,10,1.0,0.06832960172823344
F3,T1i:6W,P1+P2,115,2,LOO,1.0,0.09089171919539762
F3,T1i:6W,P1+P2,115,2,IS,10.0,0.1251084986194161
F3,T1i:6W,P1+P2,115,2,2,10.0,0.11500589121007287
F3,T1i:6W,P1+P2,115,2,5,10.0,0.056577686346000244
F3,T1i:6W,P1+P2,115,2,10,10.0,0.06717121100858459
F3,T1i:6W,P1+P2,115,2,LOO,10.0,0.09041237619475806
F3,T1i:6W,P1+P2,115,2,IS,100.0,0.1026887372926445
F3,T1i:6W,P1+P2,115,2,2,100.0,0.08109912512316031
F3,T1i:6W,P1+P2,115,2,5,100.0,0.04221807336547867
F3,T1i:6W,P1+P2,115,2,10,100.0,0.052631286500912644
F3,T1i:6W,P1+P2,115,2,LOO,100.0,0.07487657994395369
F3,T1i:6W,both,115,4,IS,0.0,0.2059426552049547
F3,T1i:6W,both,115,4,2,0.0,0.17479820623248177
F3,T1i:6W,both,115,4,5,0.0,0.10796774333768744
F3,T1i:6W,both,115,4,10,0.0,0.10558198432311783
F3,T1i:6W,both,115,4,LOO,0.0,0.1261960854401809
F3,T1i:6W,both,115,4,IS,0.1,0.20573918371401922
F3,T1i:6W,both,115,4,2,0.1,0.17969669864756
F3,T1i:6W,both,115,4,5,0.1,0.11084903866809837
F3,T1i:6W,both,115,4,10,0.1,0.10876419680458538
F3,T1i:6W,both,115,4,LOO,0.1,0.12832743976535865
F3,T1i:6W,both,115,4,IS,1.0,0.19647787547118567
F3,T1i:6W,both,115,4,2,1.0,0.1710957774013958
F3,T1i:6W,both,115,4,5,1.0,0.11019176047471946
F3,T1i:6W,both,115,4,10,1.0,0.11300040877773676
F3,T1i:6W,both,115,4,LOO,1.0,0.13129593895323144
F3,T1i:6W,both,115,4,IS,10.0,0.14864081276775565
F3,T1i:6W,both,115,4,2,10.0,0.12243044124895375
