family,score,dial,arm,ref,mean_d,median_d,t,wins,losses,ties,sign_p,n,verdict,n_changed
MODE_vs_SEL,OOS_margin,CADENCE,MODE-4B-LOO,SEL-4B,0.002628203612048326,0.0,0.19983505525039424,8,6,39,0.79052734375,53,mode ahead (n.s.),
MODE_vs_SEL,OOS_margin,SLEEVE,MODE-SHARPE-LOO,SEL-SHARPE,0.0,0.0,,0,0,53,1.0,53,identical (selector never deviates),
MODE_vs_SEL,OOS_margin,SLEEVE,MODE-SHARPE-IC,SEL-SHARPE,0.0,0.0,,0,0,53,1.0,53,identical (selector never deviates),
MODE_vs_SEL,OOS_margin,SLEEVE,MODE-4B-LOO,SEL-4B,-0.023724795187762316,0.0,-3.9749538456851714,5,22,26,0.0015137195587158203,53,MODE LOSES,
ARM_vs_CONST,OOS_Sharpe,GROSS,SEL-SHARPE,CONST,-0.0005796682045082517,-0.000638435405026061,-4.2414978784415895,14,39,0,0.0008023308868949641,53,LOSES TO CONST,53.0
ARM_vs_CONST,OOS_Sharpe,GROSS,MODE-SHARPE-IC,CONST,-0.0006367437714336575,-0.0006592988316835857,-4.672408456409881,13,40,0,0.0002685401188191605,53,LOSES TO CONST,53.0
ARM_vs_CONST,OOS_Sharpe,GROSS,MODE-SHARPE-LOO,CONST,-0.0006367437714336575,-0.0006592988316835857,-4.672408456409881,13,40,0,0.0002685401188191605,53,LOSES TO CONST,53.0
ARM_vs_CONST,OOS_Sharpe,GROSS,SEL-4B,CONST,-0.0005312006998621619,-0.0003134193282992026,-5.692859621339714,10,39,4,3.845911694355664e-05,53,LOSES TO CONST,49.0
ARM_vs_CONST,OOS_Sharpe,GROSS,MODE-4B-LOO,CONST,-0.0006367437714336575,-0.0006592988316835857,-4.672408456409881,13,40,0,0.0002685401188191605,53,LOSES TO CONST,53.0
ARM_vs_CONST,OOS_Sharpe,GROSS,RANDOM,CONST,0.00015927137907283982,7.60967543855795e-06,0.9538635544423354,27,21,5,0.4708790136217118,53,(control) ahead (n.s.),48.0
ARM_vs_CONST,OOS_Sharpe,GROSS,ORACLE,CONST,0.0014423895604723058,0.0011273497022257217,8.24679303489197,52,0,1,4.440892098500626e-16,53,(upper bound),52.0
ARM_vs_CONST,OOS_Sharpe,N,SEL-SHARPE,CONST,-0.02152851876388876,0.0,-1.4725692699513038,20,21,12,1.0,53,behind (n.s.),41.0
ARM_vs_CONST,OOS_Sharpe,N,MODE-SHARPE-IC,CONST,0.0,0.0,,0,0,53,1.0,53,behind (n.s.),0.0
ARM_vs_CONST,OOS_Sharpe,N,MODE-SHARPE-LOO,CONST,0.0,0.0,,0,0,53,1.0,53,behind (n.s.),0.0
ARM_vs_CONST,OOS_Sharpe,N,SEL-4B,CONST,0.004222088995121431,0.0,0.33944604456744853,23,17,13,0.42959050784338615,53,ahead (n.s.),40.0
ARM_vs_CONST,OOS_Sharpe,N,MODE-4B-LOO,CONST,-0.030415443049899522,-0.03991227639668027,-4.264640261045404,17,36,0,0.012660335802414213,53,LOSES TO CONST,53.0
ARM_vs_CONST,OOS_Sharpe,N,RANDOM,CONST,-0.059332063562752044,-0.03383816426903452,-3.653793245230378,17,30,6,0.07894069368148848,53,(control) behind (n.s.),47.0
ARM_vs_CONST,OOS_Sharpe,N,ORACLE,CONST,0.08999466468400406,0.07667003638919279,8.971995254045776,50,0,3,1.7763568394002505e-15,53,(upper bound),50.0
ARM_vs_CONST,OOS_Sharpe,BAND,SEL-SHARPE,CONST,0.008526665053000933,0.001251049537828397,1.082417785826526,27,23,3,0.6718110337653656,53,ahead (n.s.),50.0
ARM_vs_CONST,OOS_Sharpe,BAND,MODE-SHARPE-IC,CONST,0.009030452638465185,0.009524663048486315,1.1209937303586894,32,21,0,0.16897782228771874,53,ahead (n.s.),53.0
ARM_vs_CONST,OOS_Sharpe,BAND,MODE-SHARPE-LOO,CONST,0.009030452638465185,0.009524663048486315,1.1209937303586894,32,21,0,0.16897782228771874,53,ahead (n.s.),53.0
ARM_vs_CONST,OOS_Sharpe,BAND,SEL-4B,CONST,0.00593934238809906,0.0,0.7474286134436596,26,25,2,1.0,53,ahead (n.s.),51.0
ARM_vs_CONST,OOS_Sharpe,BAND,MODE-4B-LOO,CONST,0.009030452638465185,0.009524663048486315,1.1209937303586894,32,21,0,0.16897782228771874,53,ahead (n.s.),53.0
ARM_vs_CONST,OOS_Sharpe,BAND,RANDOM,CONST,0.0022497148461763324,0.0,0.4691261863891935,24,21,8,0.765991824244793,53,(control) ahead (n.s.),45.0
ARM_vs_CONST,OOS_Sharpe,BAND,ORACLE,CONST,0.03249676277999177,0.018087225545545316,5.381379914864515,44,0,9,1.1368683772161603e-13,53,(upper bound),44.0
ARM_vs_CONST,OOS_Sharpe,CADENCE,SEL-SHARPE,CONST,0.06419037083323248,0.10018858009246889,4.5431117516507085,40,11,2,5.703811637403078e-05,53,BEATS CONST,51.0
ARM_vs_CONST,OOS_Sharpe,CADENCE,MODE-SHARPE-IC,CONST,0.09027409577351404,0.10197620446687616,10.078833420776645,48,5,0,7.077378683106872e-10,53,BEATS CONST,53.0
ARM_vs_CONST,OOS_Sharpe,CADENCE,MODE-SHARPE-LOO,CONST,0.09027409577351404,0.10197620446687616,10.078833420776645,48,5,0,7.077378683106872e-10,53,BEATS CONST,53.0
ARM_vs_CONST,OOS_Sharpe,CADENCE,SEL-4B,CONST,0.045900867447114725,0.06387199708817115,3.389841014077583,35,12,6,0.0010885382064742544,53,BEATS CONST,47.0
ARM_vs_CONST,OOS_Sharpe,CADENCE,MODE-4B-LOO,CONST,0.09027409577351404,0.10197620446687616,10.078833420776645,48,5,0,7.077378683106872e-10,53,BEATS CONST,53.0
ARM_vs_CONST,OOS_Sharpe,CADENCE,RANDOM,CONST,-0.021516649571896657,0.0,-1.6398042897177225,19,24,10,0.542384011856484,53,(control) behind (n.s.),43.0
ARM_vs_CONST,OOS_Sharpe,CADENCE,ORACLE,CONST,0.09564816734482816,0.10197620446687616,13.031649150560716,50,0,3,1.7763568394002505e-15,53,(upper bound),50.0
ARM_vs_CONST,OOS_Sharpe,SLEEVE,SEL-SHARPE,CONST,0.18012681473660275,0.17196539027423086,37.72615110067599,53,0,0,2.220446049250313e-16,53,BEATS CONST,53.0
ARM_vs_CONST,OOS_Sharpe,SLEEVE,MODE-SHARPE-IC,CONST,0.18012681473660275,0.17196539027423086,37.72615110067599,53,0,0,2.220446049250313e-16,53,BEATS CONST,53.0
ARM_vs_CONST,OOS_Sharpe,SLEEVE,MODE-SHARPE-LOO,CONST,0.18012681473660275,0.17196539027423086,37.72615110067599,53,0,0,2.220446049250313e-16,53,BEATS CONST,53.0
ARM_vs_CONST,OOS_Sharpe,SLEEVE,SEL-4B,CONST,0.02834042116922415,0.02207887259166552,5.899041488722154,27,0,26,1.4901161193847656e-08,53,BEATS CONST,27.0
ARM_vs_CONST,OOS_Sharpe,SLEEVE,MODE-4B-LOO,CONST,0.0,0.0,,0,0,53,1.0,53,behind (n.s.),0.0
ARM_vs_CONST,OOS_Sharpe,SLEEVE,RANDOM,CONST,0.07624033094031504,0.06905073403518802,8.235125264400486,41,0,12,9.094947017729282e-13,53,(control) BEATS CONST,41.0
ARM_vs_CONST,OOS_Sharpe,SLEEVE,ORACLE,CONST,0.18012681473660275,0.17196539027423086,37.72615110067599,53,0,0,2.220446049250313e-16,53,(upper bound),53.0
ARM_vs_CONST,OOS_margin,GROSS,SEL-SHARPE,CONST,-0.06757329464871514,-0.1183434429167953,-2.3808815921026056,20,33,0,0.09837064844049181,53,behind (n.s.),53.0
ARM_vs_CONST,OOS_margin,GROSS,MODE-SHARPE-IC,CONST,-0.0730512600149294,-0.12331154187746673,-2.510525791513657,20,33,0,0.09837064844049181,53,behind (n.s.),53.0
ARM_vs_CONST,OOS_margin,GROSS,MODE-SHARPE-LOO,CONST,-0.0730512600149294,-0.12331154187746673,-2.510525791513657,20,33,0,0.09837064844049181,53,behind (n.s.),53.0
ARM_vs_CONST,OOS_margin,GROSS,SEL-4B,CONST,0.03842497737503089,0.000560378237797976,2.1236334992691033,28,21,4,0.3916029105474905,53,ahead (n.s.),49.0
ARM_vs_CONST,OOS_margin,GROSS,MODE-4B-LOO,CONST,-0.0730512600149294,-0.12331154187746673,-2.510525791513657,20,33,0,0.09837064844049181,53,behind (n.s.),53.0
ARM_vs_CONST,OOS_margin,GROSS,RANDOM,CONST,-0.17678632543530512,-0.08123568203328146,-5.6607506964463346,9,39,5,1.5221826110689562e-05,53,(control) LOSES TO CONST,48.0
ARM_vs_CONST,OOS_margin,GROSS,ORACLE,CONST,-0.41045516243403873,-0.44711752778769004,-12.272173769900915,4,48,1,1.3065282189472782e-10,53,(upper bound),52.0
ARM_vs_CONST,OOS_margin,N,SEL-SHARPE,CONST,-0.011170949752258236,0.0,-0.6108194246118979,17,24,12,0.34888887944907765,53,behind (n.s.),41.0
ARM_vs_CONST,OOS_margin,N,MODE-SHARPE-IC,CONST,0.0,0.0,,0,0,53,1.0,53,behind (n.s.),0.0
ARM_vs_CONST,OOS_margin,N,MODE-SHARPE-LOO,CONST,0.0,0.0,,0,0,53,1.0,53,behind (n.s.),0.0
ARM_vs_CONST,OOS_margin,N,SEL-4B,CONST,0.05987839923200761,0.029985864018970704,3.4636090391397194,28,12,13,0.01658900337497471,53,BEATS CONST,40.0
ARM_vs_CONST,OOS_margin,N,MODE-4B-LOO,CONST,0.036835218589677185,0.003867557689766734,2.2649953307269315,28,25,0,0.7838463022094988,53,ahead (n.s.),53.0
ARM_vs_CONST,OOS_margin,N,RANDOM,CONST,-0.09318020361529053,-0.08775116487138795,-3.1364235019946936,15,32,6,0.01862383661500644,53,(control) LOSES TO CONST,47.0
ARM_vs_CONST,OOS_margin,N,ORACLE,CONST,0.03199531852879066,0.001024788925542322,1.0340852711757467,27,23,3,0.6718110337653656,53,(upper bound),50.0
ARM_vs_CONST,OOS_margin,BAND,SEL-SHARPE,CONST,0.027300060813426293,0.000554621620004192,2.4360907851958697,28,22,3,0.47988766169832786,53,ahead (n.s.),50.0
ARM_vs_CONST,OOS_margin,BAND,MODE-SHARPE-IC,CONST,0.03018258544531212,0.0038035654809266406,2.672784745634114,29,24,0,0.5831321542611763,53,ahead (n.s.),53.0
ARM_vs_CONST,OOS_margin,BAND,MODE-SHARPE-LOO,CONST,0.03018258544531212,0.0038035654809266406,2.672784745634114,29,24,0,0.5831321542611763,53,ahead (n.s.),53.0
ARM_vs_CONST,OOS_margin,BAND,SEL-4B,CONST,0.027389245734247152,0.0038035654809266406,2.4296193210588566,28,22,3,0.47988766169832786,53,ahead (n.s.),51.0
ARM_vs_CONST,OOS_margin,BAND,MODE-4B-LOO,CONST,0.03018258544531212,0.0038035654809266406,2.672784745634114,29,24,0,0.5831321542611763,53,ahead (n.s.),53.0
ARM_vs_CONST,OOS_margin,BAND,RANDOM,CONST,0.006999078895915577,0.0,1.242832191929147,26,19,8,0.3712980344710104,53,(control) ahead (n.s.),45.0
ARM_vs_CONST,OOS_margin,BAND,ORACLE,CONST,0.04140543151539894,0.014628694405241408,3.942209727897051,34,10,9,0.00038813090293388086,53,(upper bound),44.0
ARM_vs_CONST,OOS_margin,CADENCE,SEL-SHARPE,CONST,-0.0472562322656734,0.0,-2.0222171347013536,25,26,2,1.0,53,behind (n.s.),51.0
ARM_vs_CONST,OOS_margin,CADENCE,MODE-SHARPE-IC,CONST,-0.012967628950408167,0.018657934124958822,-0.6169932347839949,31,22,0,0.27167916606550335,53,behind (n.s.),53.0
ARM_vs_CONST,OOS_margin,CADENCE,MODE-SHARPE-LOO,CONST,-0.012967628950408167,0.018657934124958822,-0.6169932347839949,31,22,0,0.27167916606550335,53,behind (n.s.),53.0
ARM_vs_CONST,OOS_margin,CADENCE,SEL-4B,CONST,-0.01559583256245649,0.0,-0.7741717374298271,26,21,6,0.5600646295802107,53,behind (n.s.),47.0
ARM_vs_CONST,OOS_margin,CADENCE,MODE-4B-LOO,CONST,-0.012967628950408167,0.018657934124958822,-0.6169932347839949,31,22,0,0.27167916606550335,53,behind (n.s.),53.0
ARM_vs_CONST,OOS_margin,CADENCE,RANDOM,CONST,-0.07177665627080973,-0.02621648813828592,-3.84008689750508,12,31,10,0.005401572654591291,53,(control) LOSES TO CONST,43.0
ARM_vs_CONST,OOS_margin,CADENCE,ORACLE,CONST,-0.01161642110889003,0.006201694717990855,-0.556717362013491,28,22,3,0.47988766169832786,53,(upper bound),50.0
ARM_vs_CONST,OOS_margin,SLEEVE,SEL-SHARPE,CONST,-0.03044369883634199,-0.050541542535385064,-2.657733729183626,14,39,0,0.0008023308868949641,53,LOSES TO CONST,53.0
ARM_vs_CONST,OOS_margin,SLEEVE,MODE-SHARPE-IC,CONST,-0.03044369883634199,-0.050541542535385064,-2.657733729183626,14,39,0,0.0008023308868949641,53,LOSES TO CONST,53.0
ARM_vs_CONST,OOS_margin,SLEEVE,MODE-SHARPE-LOO,CONST,-0.03044369883634199,-0.050541542535385064,-2.657733729183626,14,39,0,0.0008023308868949641,53,LOSES TO CONST,53.0
ARM_vs_CONST,OOS_margin,SLEEVE,SEL-4B,CONST,0.023724795187762316,0.0,3.9749538456851714,22,5,26,0.0015137195587158203,53,BEATS CONST,27.0
ARM_vs_CONST,OOS_margin,SLEEVE,MODE-4B-LOO,CONST,0.0,0.0,,0,0,53,1.0,53,behind (n.s.),0.0
ARM_vs_CONST,OOS_margin,SLEEVE,RANDOM,CONST,0.015629986595109856,0.0,1.6455935661061991,20,21,12,1.0,53,(control) ahead (n.s.),41.0
ARM_vs_CONST,OOS_margin,SLEEVE,ORACLE,CONST,-0.03044369883634199,-0.050541542535385064,-2.657733729183626,14,39,0,0.0008023308868949641,53,(upper bound),53.0
