panel,book,cost,arm,CAGR,Sharpe,MaxDD,H1,H2,full_4a_v2,full_4b,full_fail4b,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,oos_window_4b,oos_window_fail
u56,R5,10.0,band3-rw,0.22841310492706235,1.1252649723748094,-0.28454186189207553,1.2917313450705383,1.0255033506186941,False,False,DD,0.22881284177352734,1.0344836489975662,-0.28454186189207553,False,DD
u56,R5,10.0,control,0.23198593849789306,1.1375572855874294,-0.28454186189207553,1.2825009880078508,1.0541040895787448,False,False,DD,0.23674885281008407,1.0611447348041037,-0.2845418618920752,False,DD
u56,R5,10.0,stop15,0.21214953935380731,1.0887551576128167,-0.31556622329067796,1.2532070125013992,0.9822201716570299,False,False,DD,0.20976102144615627,0.9973656027517805,-0.31556622329067796,False,DD
u56,R5,10.0,ddctl-8/.5/recover,0.1428271751619099,0.9524327986455698,-0.21390926661498388,1.1293390514558799,0.8047847182329859,False,False,"H2,OOS,DD",0.1315215282857014,0.8415020709499403,-0.21390926661498388,False,"H1,H2,OOS,DD"
u56,R5,25.0,abs12-dg,0.201493700233776,1.0223133395275714,-0.2847131735151808,1.1571004516108765,0.9491550559950717,False,False,DD,0.2066603363371451,0.9535509883349922,-0.2847131735151808,False,DD
u56,R5,25.0,control,0.20397094825413364,1.0232338769761318,-0.28471317351518066,1.1458288796952594,0.953792761458654,False,False,DD,0.2084342663290204,0.9578021540479847,-0.284713173515181,False,DD
u56,R5,25.0,band3-rw,0.20048275205399135,1.0106461533430384,-0.28471317351518066,1.1547379045141517,0.9249286898795834,False,False,DD,0.20068938551137383,0.9308798632738754,-0.2847131735151809,False,"H1,DD"
u56,R5,25.0,ddctl-8/.5/recover,0.11700342623434823,0.8170435603121528,-0.2144020467856549,0.9476206745798824,0.7147210343230852,False,False,"H1,H2,OOS,DD",0.11340129015736089,0.7460385720455425,-0.21440204678565467,False,"H1,H2,OOS,DD"
u56,S3-25,10.0,control,0.1290636791061941,1.2239404688862316,-0.1708120477742332,1.3382266289984255,1.1431341646606197,False,True,-,0.1356383158915515,1.2019257371273369,-0.1708120477742333,True,-
u56,S3-25,10.0,stop25,0.12734269141216914,1.2167465620438063,-0.18582664383345615,1.3360256404443551,1.1300895018157928,False,True,-,0.1329170454447417,1.1908246083784393,-0.18582664383345604,True,-
u56,S3-25,10.0,v1gate-dg,0.09957270378109317,1.1016599061569572,-0.1297930368375112,1.1294041484714905,1.0800947388048394,False,False,CAGR,0.10761171566761418,1.1455247758253346,-0.12979303683751087,False,CAGR
u56,S3-25,10.0,g200-rw,0.12567730233315744,1.1716689484887672,-0.16826170292100373,1.2401185873871516,1.1232914036763404,False,True,-,0.13530663016234645,1.1847399020321514,-0.16826170292100373,True,-
u56,S3-25,25.0,control,0.11411732028127908,1.0951184836778523,-0.17211806117541184,1.1893062777497845,1.029350257115831,False,True,-,0.12115746813098527,1.0861856596514323,-0.1721180611754124,True,-
u56,S3-25,25.0,stop25,0.11208716435928223,1.084166423519412,-0.18770979061601867,1.185343210380647,1.011122709497894,False,True,-,0.11799960887777128,1.0701185851644397,-0.18770979061601867,True,-
u56,S3-25,25.0,vol60-rw,0.10088388845101615,1.0378959803248626,-0.15152634161019318,1.067472554108744,1.0165852194917995,False,False,CAGR,0.10901171965830647,1.0724659159047225,-0.15152634161019296,True,-
u56,S3-50,10.0,ebud-0.20,0.10079812198789151,1.2761939324118379,-0.12245117239563308,1.3839253372828075,1.1927468694111194,False,False,CAGR,0.10304652333658137,1.2404155546509814,-0.12245117239563319,False,CAGR
u56,S3-50,10.0,band3-rw,0.11267207324071471,1.2623708864959946,-0.11630045016463753,1.2790735112361225,1.2485496394034858,True,True,-,0.1173145067704402,1.2886082511871213,-0.11630045016463719,True,-
u56,S3-50,10.0,ebud-0.10,0.09938060751076128,1.2913195643692768,-0.1109539752212928,1.3709673632632176,1.2322302521399737,True,False,CAGR,0.10375956886679005,1.2774249650596572,-0.11095397522129302,False,CAGR
u56,S3-50,25.0,ebud-0.10,0.08656524427571188,1.1362309293317874,-0.1119374439451587,1.1948025522545238,1.0939369703410635,False,False,CAGR,0.09134408006045724,1.1357755280696418,-0.1119374439451587,False,CAGR
u56,S3-50,25.0,control,0.08671866754687363,1.1087666794132707,-0.12369272148576249,1.1864512211984086,1.0493586999450841,False,False,CAGR,0.0898809910665257,1.0932014298233788,-0.12369272148576249,False,CAGR
u56,S3-50,25.0,stop25,0.08534090860615651,1.0982287141197804,-0.13513371339753566,1.1820293083766211,1.0323771661415047,False,False,CAGR,0.0877706354665937,1.0781188969028952,-0.135133713397535,False,CAGR
u56,S3-50,25.0,band3-rw,0.09912378842998515,1.1222413364594865,-0.11775850112589159,1.1273768020596153,1.118918234031173,False,False,CAGR,0.1043016322381225,1.1570204643163833,-0.11775850112589192,False,CAGR
u56,S4-50,10.0,control,0.10352409070668189,1.2592264910663369,-0.1307343659759871,1.3022594412649229,1.2285837385876115,False,False,CAGR,0.10910711434450104,1.2673066831214284,-0.13073436597598675,True,-
u56,S4-50,10.0,ebud-0.20,0.10338921862504735,1.2586913256295258,-0.1307343659759872,1.3017215387748906,1.2282146379911882,False,False,CAGR,0.10904962057025358,1.2669777964490818,-0.13073436597598675,True,-
u56,S4-50,10.0,band3-rw,0.1125161329726494,1.241120300360117,-0.12383977014651348,1.1965568280510688,1.2838973126298907,False,True,-,0.12181167015797167,1.3148635056202704,-0.12383977014651382,True,-
u56,S4-50,10.0,g200-rw,0.10682914407181143,1.1974930271980382,-0.13674360936629237,1.1876085281824975,1.2087758656423062,False,True,-,0.11499460957683705,1.2502686439937754,-0.13674360936629226,True,-
u56,S4-50,25.0,control,0.08921546754016352,1.0973205685784215,-0.13204485536042987,1.1149122089915284,1.0877292406632004,False,False,CAGR,0.09567459429064029,1.1228455490637232,-0.13204485536042965,False,CAGR
u56,S4-50,25.0,stop25,0.08775900475089338,1.0864287912613468,-0.14424696710520735,1.110764753701614,1.070241488295609,False,False,CAGR,0.09340753857515982,1.1072230937460386,-0.14424696710520757,False,CAGR
u56,S4-50,25.0,band3-rw,0.09878534200972822,1.101431824236961,-0.12532689077181214,1.044159422273983,1.1558217904375336,False,False,CAGR,0.1086886271645866,1.1846108830571578,-0.1253268907718118,True,-
u56,V1u,10.0,control,0.06302817005165506,0.6633444197513279,-0.15672052714358353,0.6830627666275517,0.649828508476489,False,False,"H1,H2,OOS,CAGR",0.071676179287683,0.7135811186539041,-0.15672052714358353,False,"H2,OOS,CAGR"
u56,V1u,10.0,ebud-0.10,0.027551758654525305,0.5491127539117945,-0.09312661831221458,0.6456083812714054,0.4527497799108076,False,False,"H1,H2,OOS,CAGR",0.02547678589059732,0.5179723503585533,-0.09312661831221469,False,"H1,H2,OOS,CAGR"
u56,V1u,25.0,ebud-0.10,0.01178097723422944,0.25113328426298953,-0.11081656385656002,0.3508981458294681,0.15155582386686436,False,False,"H1,H2,OOS,CAGR",0.009515811798478158,0.21069484809512934,-0.11081656385655891,False,"H1,H2,OOS,CAGR"
u56,V1u,25.0,control,0.026608537305961022,0.3131960927824153,-0.1994805519592855,0.32879124370812596,0.3014305455907336,False,False,"H1,H2,OOS,CAGR",0.032674294773369805,0.3592014253245978,-0.1994805519592857,False,"H1,H2,OOS,CAGR"
