scope,norm,q,tau,incumbent,n,mean,t,p,W,L,Z,abstain,sel_mean,argmax_mean,inc_mean
RECORD/all,raw,0.4,0.012715494981417042,mean,4925,-0.007252341090154627,-11.630869544218761,0.0,627,1331,2967,0.4,0.8769358743413235,0.8841882154314782,0.851703947195702
RECORD/all,raw,0.5,0.021960313626830263,ctl,1834,0.005337712291703465,4.313918848364515,1.6038584003119638e-05,359,287,1188,0.604143947655398,0.906803976919689,0.9014662646279856,0.9072164455860492
RECORD/all,raw,0.5,0.021960313626830263,med,4925,-0.006410805430273539,-6.504134771434425,7.814193736521702e-11,995,1334,2596,0.4998984771573604,0.8777774100012046,0.8841882154314782,0.8540493430444559
RECORD/all,raw,0.5,0.021960313626830263,mean,4925,-0.009281536315842012,-12.710654098714853,0.0,783,1667,2475,0.4998984771573604,0.874906679115636,0.8841882154314782,0.851703947195702
RECORD/all,raw,0.6,0.03385767871015002,ctl,1834,0.007358533716026576,5.4634193170863865,4.670495989955725e-08,440,349,1045,0.7061068702290076,0.908824798344012,0.9014662646279856,0.9072164455860492
RECORD/all,raw,0.6,0.03385767871015002,med,4925,-0.006566609376280375,-5.810566990326055,6.2261613642533575e-09,1192,1630,2103,0.6,0.8776216060551977,0.8841882154314782,0.8540493430444559
RECORD/all,raw,0.6,0.03385767871015002,mean,4925,-0.010446863268343399,-12.516260188416101,0.0,954,1989,1982,0.6,0.8737413521631348,0.8841882154314782,0.851703947195702
RECORD/all,raw,0.7,0.04898056047885217,ctl,1834,0.008693691366709007,5.990279833968537,2.094802775687299e-09,513,394,927,0.777535441657579,0.9101599559946946,0.9014662646279856,0.9072164455860492
RECORD/all,raw,0.7,0.04898056047885217,med,4925,-0.009292604283577092,-7.109953401691397,1.1608491945480637e-12,1414,1900,1611,0.6998984771573604,0.874895611147901,0.8841882154314782,0.8540493430444559
RECORD/all,raw,0.7,0.04898056047885217,mean,4925,-0.012932417777631756,-13.630805117114006,0.0,1125,2310,1490,0.6998984771573604,0.8712557976538465,0.8841882154314782,0.851703947195702
RECORD/all,raw,0.8,0.06820269352623264,ctl,1834,0.009220577799556815,5.828722691595562,5.585322870871323e-09,595,467,772,0.8844056706652127,0.9106868424275424,0.9014662646279856,0.9072164455860492
RECORD/all,raw,0.8,0.06820269352623264,med,4925,-0.013037165916117682,-9.037094416404654,0.0,1607,2200,1118,0.8,0.8711510495153604,0.8841882154314782,0.8540493430444559
RECORD/all,raw,0.8,0.06820269352623264,mean,4925,-0.01684518912573416,-16.071357684232936,0.0,1257,2671,997,0.8,0.8673430263057439,0.8841882154314782,0.851703947195702
RECORD/all,raw,0.9,0.11923621255274525,ctl,1834,0.007377239756152758,4.396559584872791,1.0998017977659202e-05,616,509,709,0.9574700109051254,0.9088435043841382,0.9014662646279856,0.9072164455860492
RECORD/all,raw,0.9,0.11923621255274525,med,4925,-0.016450343456623405,-10.470599689641151,0.0,1796,2503,626,0.8998984771573604,0.8677378719748546,0.8841882154314782,0.8540493430444559
RECORD/all,raw,0.9,0.11923621255274525,mean,4925,-0.02055004580295074,-18.20483317647174,0.0,1401,3019,505,0.8998984771573604,0.8636381696285275,0.8841882154314782,0.851703947195702
RECORD/all,z,0.0,0.0,ctl,1834,0.0,,,0,0,1834,0.0,0.9014662646279856,0.9014662646279856,0.9072164455860492
RECORD/all,z,0.0,0.0,med,4925,0.0,,,0,0,4925,0.0,0.8841882154314782,0.8841882154314782,0.8540493430444559
RECORD/all,z,0.0,0.0,mean,4925,0.0,,,0,0,4925,0.0,0.8841882154314782,0.8841882154314782,0.851703947195702
RECORD/all,z,0.1,0.004520011814222084,ctl,1834,0.00017987664594149336,0.5816630106655427,0.5607936913079485,28,19,1787,0.1668484187568157,0.9016461412739271,0.9014662646279856,0.9072164455860492
RECORD/all,z,0.1,0.004520011814222084,med,4925,-0.0030371072936863012,-5.971739474475851,2.3473716304067693e-09,162,224,4539,0.1001015228426396,0.8811511081377918,0.8841882154314782,0.8540493430444559
RECORD/all,z,0.1,0.004520011814222084,mean,4925,-0.0033440061757305964,-10.412327986015434,0.0,113,380,4432,0.1001015228426396,0.8808442092557476,0.8841882154314782,0.851703947195702
RECORD/all,z,0.2,0.06842306726068868,ctl,1834,0.0002785176239167318,0.43655845216383177,0.6624315996453178,113,107,1614,0.3075245365321701,0.9017447822519022,0.9014662646279856,0.9072164455860492
RECORD/all,z,0.2,0.06842306726068868,med,4925,-0.005702535694670663,-7.691106263707922,1.4654943925052066e-14,345,532,4048,0.2,0.8784856797368075,0.8841882154314782,0.8540493430444559
RECORD/all,z,0.2,0.06842306726068868,mean,4925,-0.007341413091748714,-13.784437910743106,0.0,215,770,3940,0.2,0.8768468023397294,0.8841882154314782,0.851703947195702
RECORD/all,z,0.3,0.1529165183445394,ctl,1834,0.003289523587626399,3.0605291999976014,0.002209462150356334,232,182,1420,0.4247546346782988,0.9047557882156119,0.9014662646279856,0.9072164455860492
RECORD/all,z,0.3,0.1529165183445394,med,4925,-0.008035164857628238,-8.488901257302361,0.0,529,838,3558,0.2998984771573604,0.8761530505738497,0.8841882154314782,0.8540493430444559
RECORD/all,z,0.3,0.1529165183445394,mean,4925,-0.010988810599785917,-14.795754300843695,0.0,352,1125,3448,0.2998984771573604,0.8731994048316922,0.8841882154314782,0.851703947195702
RECORD/all,z,0.4,0.29165646066554135,ctl,1834,0.003016682078908382,2.6433434802155644,0.00820917106011021,301,265,1268,0.5256270447110142,0.9044829467068938,0.9014662646279856,0.9072164455860492
RECORD/all,z,0.4,0.29165646066554135,med,4925,-0.011775367232616267,-10.017039525899621,0.0,718,1138,3069,0.4,0.8724128481988619,0.8841882154314782,0.8540493430444559
RECORD/all,z,0.4,0.29165646066554135,mean,4925,-0.015846253588301697,-18.075211462641423,0.0,476,1492,2957,0.4,0.8683419618431766,0.8841882154314782,0.851703947195702
RECORD/all,z,0.5,0.46910668696513635,ctl,1834,0.006267412528060583,4.694935942878363,2.666902826575779e-06,382,316,1136,0.6161395856052344,0.9077336771560461,0.9014662646279856,0.9072164455860492
RECORD/all,z,0.5,0.46910668696513635,med,4925,-0.015051504611311812,-10.883761575185881,0.0,924,1419,2582,0.4992893401015228,0.8691367108201663,0.8841882154314782,0.8540493430444559
RECORD/all,z,0.5,0.46910668696513635,mean,4925,-0.019324754118185284,-18.766030222839817,0.0,642,1815,2468,0.4992893401015228,0.8648634613132927,0.8841882154314782,0.851703947195702
RECORD/all,z,0.6,0.6941379617267108,ctl,1834,0.007190026986334156,5.0553362349042645,4.296331601594261e-07,481,364,989,0.7099236641221374,0.9086562916143197,0.9014662646279856,0.9072164455860492
RECORD/all,z,0.6,0.6941379617267108,med,4925,-0.017941489619744164,-11.559920597616179,0.0,1127,1707,2091,0.5997969543147208,0.8662467258117341,0.8841882154314782,0.8540493430444559
RECORD/all,z,0.6,0.6941379617267108,mean,4925,-0.022181949682405708,-19.6180246812552,0.0,814,2136,1975,0.5997969543147208,0.8620062657490725,0.8841882154314782,0.851703947195702
RECORD/all,z,0.7,1.003796377135765,ctl,1834,0.008173139216196348,5.075591230764856,3.8629295406877873e-07,575,429,830,0.8107960741548528,0.909639403844182,0.9014662646279856,0.9072164455860492
RECORD/all,z,0.7,1.003796377135765,med,4925,-0.020856088629179835,-12.516637480570349,0.0,1332,1992,1601,0.6996954314720812,0.8633321268022983,0.8841882154314782,0.8540493430444559
RECORD/all,z,0.7,1.003796377135765,mean,4925,-0.02414312831287348,-19.77431535240904,0.0,987,2455,1483,0.6996954314720812,0.8600450871186046,0.8841882154314782,0.851703947195702
RECORD/all,z,0.8,1.363624102588141,ctl,1834,0.005797306509865975,3.2452613025043293,0.0011734289440499257,602,499,733,0.8876772082878953,0.9072635711378515,0.9014662646279856,0.9072164455860492
RECORD/all,z,0.8,1.363624102588141,med,4925,-0.02325918147132169,-13.113113063308381,0.0,1521,2297,1107,0.8,0.8609290339601565,0.8841882154314782,0.8540493430444559
RECORD/all,z,0.8,1.363624102588141,mean,4925,-0.02649549390020868,-20.68599447210019,0.0,1137,2799,989,0.8,0.8576927215312694,0.8841882154314782,0.851703947195702
RECORD/all,z,0.9,1.7245251432674775,ctl,1834,0.005658044543988222,3.145081049095826,0.001660408229466892,622,529,683,0.9525627044711014,0.9071243091719737,0.9014662646279856,0.9072164455860492
RECORD/all,z,0.9,1.7245251432674775,med,4925,-0.02874176489667097,-15.237152829411958,0.0,1698,2607,620,0.8998984771573604,0.8554464505348072,0.8841882154314782,0.8540493430444559
RECORD/all,z,0.9,1.7245251432674775,mean,4925,-0.030928080329530795,-23.106479208920078,0.0,1280,3145,500,0.8998984771573604,0.8532601351019474,0.8841882154314782,0.851703947195702
RECORD/all,rng,0.0,0.0,ctl,1834,0.0,,,0,0,1834,0.0,0.9014662646279856,0.9014662646279856,0.9072164455860492
RECORD/all,rng,0.0,0.0,med,4925,0.0,,,0,0,4925,0.0,0.8841882154314782,0.8841882154314782,0.8540493430444559
RECORD/all,rng,0.0,0.0,mean,4925,0.0,,,0,0,4925,0.0,0.8841882154314782,0.8841882154314782,0.851703947195702
RECORD/all,rng,0.1,0.0016733229527509715,ctl,1834,0.00014765856246353696,0.4820471830360159,0.629772428702625,22,16,1796,0.16303162486368594,0.9016139231904492,0.9014662646279856,0.9072164455860492
RECORD/all,rng,0.1,0.0016733229527509715,med,4925,-0.002886682619888688,-5.654743149023934,1.5607950043516894e-08,167,216,4542,0.09949238578680203,0.8813015328115894,0.8841882154314782,0.8540493430444559
RECORD/all,rng,0.1,0.0016733229527509715,mean,4925,-0.0032659951405526375,-10.075851188351301,0.0,114,376,4435,0.09949238578680203,0.8809222202909254,0.8841882154314782,0.851703947195702
RECORD/all,rng,0.2,0.026028628419781086,ctl,1834,-0.00035310074134195236,-0.48983283998037885,0.6242521902442839,117,124,1593,0.3173391494002181,0.9011131638866436,0.9014662646279856,0.9072164455860492
RECORD/all,rng,0.2,0.026028628419781086,med,4925,-0.005548544586013255,-7.595183621139241,3.064215547965432e-14,349,528,4048,0.2,0.8786396708454648,0.8841882154314782,0.8540493430444559
RECORD/all,rng,0.2,0.026028628419781086,mean,4925,-0.0073087277912971035,-13.842382688664312,0.0,212,773,3940,0.2,0.8768794876401811,0.8841882154314782,0.851703947195702
RECORD/all,rng,0.3,0.05765397627092562,ctl,1834,0.003220025633715275,3.023401217864051,0.00249950615750949,244,197,1393,0.440567066521265,0.9046862902617008,0.9014662646279856,0.9072164455860492
RECORD/all,rng,0.3,0.05765397627092562,med,4925,-0.00832248685797991,-8.815698018194432,0.0,520,848,3557,0.3001015228426396,0.8758657285734983,0.8841882154314782,0.8540493430444559
RECORD/all,rng,0.3,0.05765397627092562,mean,4925,-0.011358961194731005,-15.13184496918799,0.0,337,1141,3447,0.3001015228426396,0.8728292542367471,0.8841882154314782,0.851703947195702
RECORD/all,rng,0.4,0.10649181594952307,ctl,1834,0.004723558751101709,4.04210863106603,5.2972680003149364e-05,334,265,1235,0.5468920392584514,0.9061898233790873,0.9014662646279856,0.9072164455860492
RECORD/all,rng,0.4,0.10649181594952307,med,4925,-0.011140843927192072,-9.490041984625526,0.0,729,1128,3068,0.4,0.873047371504286,0.8841882154314782,0.8540493430444559
RECORD/all,rng,0.4,0.10649181594952307,mean,4925,-0.01546645243399401,-17.48051038147145,0.0,495,1473,2957,0.4,0.868721762997484,0.8841882154314782,0.851703947195702
RECORD/all,rng,0.5,0.1700212807959338,ctl,1834,0.0089045849060223,6.57475690172713,4.873257353210647e-11,454,303,1077,0.6455834242093784,0.9103708495340078,0.9014662646279856,0.9072164455860492
RECORD/all,rng,0.5,0.1700212807959338,med,4925,-0.013683086246188652,-9.7561558243626,0.0,968,1378,2579,0.4998984771573604,0.8705051291852896,0.8841882154314782,0.8540493430444559
RECORD/all,rng,0.5,0.1700212807959338,mean,4925,-0.01837017283999391,-17.753735951395125,0.0,679,1780,2466,0.4998984771573604,0.8658180425914844,0.8841882154314782,0.851703947195702
RECORD/all,rng,0.6,0.26973395247099546,ctl,1834,0.01133481265589705,7.720290897155583,1.1546319456101628e-14,537,350,947,0.737186477644493,0.9128010772838825,0.9014662646279856,0.9072164455860492
RECORD/all,rng,0.6,0.26973395247099546,med,4925,-0.016778434661682856,-10.84524345283919,0.0,1172,1663,2090,0.6,0.8674097807697952,0.8841882154314782,0.8540493430444559
RECORD/all,rng,0.6,0.26973395247099546,mean,4925,-0.020946426674410462,-18.412812220043797,0.0,843,2108,1974,0.6,0.8632417887570677,0.8841882154314782,0.851703947195702
RECORD/all,rng,0.7,0.40453105429363445,ctl,1834,0.01086778281023028,6.729830291287591,1.6985968187555045e-11,592,415,827,0.8380588876772083,0.9123340474382158,0.9014662646279856,0.9072164455860492
RECORD/all,rng,0.7,0.40453105429363445,med,4925,-0.019374238384641758,-11.661841090149153,0.0,1343,1982,1600,0.6998984771573604,0.8648139770468363,0.8841882154314782,0.8540493430444559
RECORD/all,rng,0.7,0.40453105429363445,mean,4925,-0.02335966255592459,-18.95856473918411,0.0,1006,2437,1482,0.6998984771573604,0.8608285528755535,0.8841882154314782,0.851703947195702
RECORD/all,rng,0.8,0.5735488772496863,ctl,1834,0.006980750267201014,3.9698898412550854,7.190586851812952e-05,620,497,717,0.9247546346782988,0.9084470148951864,0.9014662646279856,0.9072164455860492
RECORD/all,rng,0.8,0.5735488772496863,med,4925,-0.0232459209173787,-13.113036339848223,0.0,1524,2294,1107,0.8,0.8609422945140994,0.8841882154314782,0.8540493430444559
RECORD/all,rng,0.8,0.5735488772496863,mean,4925,-0.026640124564498276,-20.745613777550904,0.0,1142,2794,989,0.8,0.8575480908669798,0.8841882154314782,0.851703947195702
RECORD/all,rng,0.9,0.8396805513475013,ctl,1834,0.005831631424457584,3.238994194940973,0.0011995201483343543,629,529,676,0.9749182115594329,0.9072978960524432,0.9014662646279856,0.9072164455860492
RECORD/all,rng,0.9,0.8396805513475013,med,4925,-0.028062797412837886,-14.882813878769038,0.0,1691,2617,617,0.8998984771573604,0.8561254180186403,0.8841882154314782,0.8540493430444559
RECORD/all,rng,0.9,0.8396805513475013,mean,4925,-0.031051518992224265,-23.16863668562974,0.0,1270,3158,497,0.8998984771573604,0.8531366964392539,0.8841882154314782,0.851703947195702
