rule,conv,panel,n_pick,underfill_IS,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
SATARGMAX,NORM,ETF36,20.0,0.20512820512820512,0.06984267029369451,0.7430861921157712,-0.22138180239728722
SATARGMAX,NORM,ETF24,10.0,0.13782051282051283,0.08071838718277258,0.6635051992781815,-0.3040951784521594
SATARGMAX,NORM,STK20,10.0,0.10576923076923077,0.24283134392990613,1.4104354275286253,-0.2013470007434297
SATARGMAX,NORM,B136,30.0,0.003205128205128205,0.11601647704030738,0.8951694506747754,-0.20296607416739587
SATARGMAX,NORM,BSTK100,30.0,0.038461538461538464,0.12648865351607386,0.9285625198662371,-0.26749225748891126
SATARGMAX,NORM,SMALL,20.0,0.003205128205128205,0.06952666704630439,0.46573138739537995,-0.33479416717597366
WIDEST,NORM,U56,60.0,1.0,0.11341323151490479,1.1132841948586054,-0.15874704847794496
WIDEST,NORM,ETF36,60.0,1.0,0.05581124633443468,0.6657212560768846,-0.21774379263431154
WIDEST,NORM,ETF24,60.0,1.0,0.08366087918532394,0.7267326083633888,-0.2940456163371711
WIDEST,NORM,STK20,60.0,1.0,0.22061876638034805,1.4356760444375725,-0.19512939690016118
WIDEST,NORM,B136,60.0,0.10256410256410256,0.11538957576421982,1.0052150948644978,-0.18676941561945615
WIDEST,NORM,BSTK100,60.0,0.1794871794871795,0.12668315772723737,1.0209480694852155,-0.2636083770541163
WIDEST,NORM,SMALL,60.0,0.07692307692307693,0.05707124288362686,0.44295002658970545,-0.3466004993732129
NARROWEST,NORM,U56,5.0,0.0,0.17956766240699396,0.9548662408690617,-0.2150878998120782
NARROWEST,NORM,ETF36,5.0,0.009615384615384616,0.07178194910184343,0.5732216456287108,-0.2364756451692509
NARROWEST,NORM,ETF24,5.0,0.09294871794871795,0.08064361381160556,0.6123620283628871,-0.31365991697605977
NARROWEST,NORM,STK20,5.0,0.009615384615384616,0.23097202946489315,1.175083907580831,-0.18447211091294835
NARROWEST,NORM,B136,5.0,0.0,0.16392587618324272,0.8243073644786649,-0.23988843771808588
NARROWEST,NORM,BSTK100,5.0,0.0,0.15348668380469555,0.7794566584876192,-0.2866972641388026
NARROWEST,NORM,SMALL,5.0,0.0,0.07951506756104587,0.42321225444554156,-0.4019865108407549
NOTHING,NORM,U56,20.0,0.08653846153846154,0.14453585654383216,1.1306969416161394,-0.1830834869787813
NOTHING,NORM,ETF36,20.0,0.08653846153846154,0.14453585654383216,1.1306969416161394,-0.1830834869787813
NOTHING,NORM,ETF24,20.0,0.08653846153846154,0.14453585654383216,1.1306969416161394,-0.1830834869787813
NOTHING,NORM,STK20,20.0,0.08653846153846154,0.14453585654383216,1.1306969416161394,-0.1830834869787813
NOTHING,NORM,B136,20.0,0.08653846153846154,0.14453585654383216,1.1306969416161394,-0.1830834869787813
NOTHING,NORM,BSTK100,20.0,0.08653846153846154,0.14453585654383216,1.1306969416161394,-0.1830834869787813
NOTHING,NORM,SMALL,20.0,0.08653846153846154,0.14453585654383216,1.1306969416161394,-0.1830834869787813
RANDOM,NORM,U56,,0.29754273504273504,0.13982006039763054,1.079448096630317,-0.17893560760413998
RANDOM,NORM,ETF36,,0.5128205128205128,0.0637290615601569,0.6648729569008863,-0.22280363445481602
RANDOM,NORM,ETF24,,0.6287393162393162,0.08281068546812002,0.6972728551855946,-0.2989895934628173
RANDOM,NORM,STK20,,0.6858974358974358,0.22604640648603191,1.388037252143291,-0.19438944987617046
RANDOM,NORM,B136,,0.026709401709401708,0.1278858112440112,0.8933966924597655,-0.20595434486086975
RANDOM,NORM,BSTK100,,0.049679487179487176,0.13135366541868435,0.8907965929176739,-0.2741746579860181
RANDOM,NORM,SMALL,,0.020833333333333332,0.07095073071584979,0.46270786875049885,-0.3418533633250879
