panel,stat,k,n_subsets,n_fire,share_fire,floor_min,floor_max,bar,count_determines
U56,S_DD,3,84,4,0.047619047619047616,-0.2553328701844375,-0.19390170464023937,-0.20230360625077404,False
U56,S_DD,4,126,1,0.007936507936507936,-0.2553328701844375,-0.20192294540169775,-0.20230360625077404,False
U56,S_DD,5,126,0,0.0,-0.2553328701844375,-0.21753419701251098,-0.20230360625077404,True
U56,S_DD,6,84,0,0.0,-0.2553328701844375,-0.21843527860630396,-0.20230360625077404,True
U56,S_DD,7,36,0,0.0,-0.2553328701844375,-0.2282840041427341,-0.20230360625077404,True
U56,S_DD,8,9,0,0.0,-0.2553328701844375,-0.25011197005250063,-0.20230360625077404,True
U56,S_DD,9,1,0,0.0,-0.2553328701844375,-0.2553328701844375,-0.20230360625077404,True
U56,S_CAGR,1,9,9,1.0,0.13325930709585254,0.15961142526911276,0.1059382382916937,True
U56,S_CAGR,2,36,36,1.0,0.13325930709585254,0.1578143852165539,0.1059382382916937,True
U56,S_CAGR,3,84,84,1.0,0.13325930709585254,0.15578413144491754,0.1059382382916937,True
U56,S_CAGR,4,126,126,1.0,0.13325930709585254,0.15395789253417935,0.1059382382916937,True
U56,S_CAGR,5,126,126,1.0,0.13325930709585254,0.15259954527276554,0.1059382382916937,True
U56,S_CAGR,6,84,84,1.0,0.13325930709585254,0.14180691740293483,0.1059382382916937,True
U56,S_CAGR,7,36,36,1.0,0.13325930709585254,0.14126846680823824,0.1059382382916937,True
U56,S_CAGR,8,9,9,1.0,0.13325930709585254,0.1376077500171442,0.1059382382916937,True
U56,S_CAGR,9,1,1,1.0,0.13325930709585254,0.13325930709585254,0.1059382382916937,True
U56,S_4B,1,9,4,0.4444444444444444,0.0,1.0,0.5,False
U56,S_4B,2,36,6,0.16666666666666666,0.0,1.0,0.5,False
U56,S_4B,3,84,4,0.047619047619047616,0.0,1.0,0.5,False
U56,S_4B,4,126,1,0.007936507936507936,0.0,1.0,0.5,False
U56,S_4B,5,126,0,0.0,0.0,0.0,0.5,True
U56,S_4B,6,84,0,0.0,0.0,0.0,0.5,True
U56,S_4B,7,36,0,0.0,0.0,0.0,0.5,True
U56,S_4B,8,9,0,0.0,0.0,0.0,0.5,True
U56,S_4B,9,1,0,0.0,0.0,0.0,0.5,True
B135,S_IS,1,9,9,1.0,1.083406498870667,1.2313543403376166,0.8988895024890386,True
B135,S_IS,2,36,36,1.0,1.083406498870667,1.2256288299987839,0.8988895024890386,True
B135,S_IS,3,84,84,1.0,1.083406498870667,1.1611755174405136,0.8988895024890386,True
B135,S_IS,4,126,126,1.0,1.083406498870667,1.1562494144851194,0.8988895024890386,True
B135,S_IS,5,126,126,1.0,1.083406498870667,1.144477050456314,0.8988895024890386,True
B135,S_IS,6,84,84,1.0,1.083406498870667,1.118731359324001,0.8988895024890386,True
B135,S_IS,7,36,36,1.0,1.083406498870667,1.1157626792412996,0.8988895024890386,True
B135,S_IS,8,9,9,1.0,1.083406498870667,1.11332124338702,0.8988895024890386,True
B135,S_IS,9,1,1,1.0,1.083406498870667,1.083406498870667,0.8988895024890386,True
B135,S_OOS,1,9,8,0.8888888888888888,0.836426432366158,1.047801028726617,0.8769078511614361,False
B135,S_OOS,2,36,28,0.7777777777777778,0.836426432366158,1.024015074035567,0.8769078511614361,False
B135,S_OOS,3,84,56,0.6666666666666666,0.836426432366158,1.0181529666507185,0.8769078511614361,False
B135,S_OOS,4,126,70,0.5555555555555556,0.836426432366158,1.0023341092550495,0.8769078511614361,False
B135,S_OOS,5,126,56,0.4444444444444444,0.836426432366158,0.976173419223881,0.8769078511614361,False
B135,S_OOS,6,84,28,0.3333333333333333,0.836426432366158,0.960512071949132,0.8769078511614361,False
B135,S_OOS,7,36,8,0.2222222222222222,0.836426432366158,0.9055051344395678,0.8769078511614361,False
B135,S_OOS,8,9,1,0.1111111111111111,0.836426432366158,0.8880152347591168,0.8769078511614361,False
B135,S_OOS,9,1,0,0.0,0.836426432366158,0.836426432366158,0.8769078511614361,True
B135,S_FULL,1,9,9,1.0,0.9716449632228609,1.0923498510546932,0.8861754876770278,True
B135,S_FULL,2,36,36,1.0,0.9716449632228609,1.072333570067406,0.8861754876770278,True
B135,S_FULL,3,84,84,1.0,0.9716449632228609,1.0715348935832014,0.8861754876770278,True
B135,S_FULL,4,126,126,1.0,0.9716449632228609,1.0690015998465905,0.8861754876770278,True
B135,S_FULL,5,126,126,1.0,0.9716449632228609,1.0458900754044433,0.8861754876770278,True
B135,S_FULL,6,84,84,1.0,0.9716449632228609,1.0445102898485232,0.8861754876770278,True
B135,S_FULL,7,36,36,1.0,0.9716449632228609,0.9864260750351186,0.8861754876770278,True
B135,S_FULL,8,9,9,1.0,0.9716449632228609,0.9730611677361213,0.8861754876770278,True
B135,S_FULL,9,1,1,1.0,0.9716449632228609,0.9716449632228609,0.8861754876770278,True
B135,S_DD,1,9,1,0.1111111111111111,-0.28694818362899366,-0.198367914373068,-0.20229571984435818,False
B135,S_DD,2,36,0,0.0,-0.28694818362899366,-0.20740302267849475,-0.20229571984435818,True
B135,S_DD,3,84,0,0.0,-0.28694818362899366,-0.234909982764114,-0.20229571984435818,True
B135,S_DD,4,126,0,0.0,-0.28694818362899366,-0.25031072464803206,-0.20229571984435818,True
B135,S_DD,5,126,0,0.0,-0.28694818362899366,-0.253382535870723,-0.20229571984435818,True
B135,S_DD,6,84,0,0.0,-0.28694818362899366,-0.2580679773831921,-0.20229571984435818,True
B135,S_DD,7,36,0,0.0,-0.28694818362899366,-0.26372392677410794,-0.20229571984435818,True
B135,S_DD,8,9,0,0.0,-0.28694818362899366,-0.2788266044551593,-0.20229571984435818,True
B135,S_DD,9,1,0,0.0,-0.28694818362899366,-0.28694818362899366,-0.20229571984435818,True
B135,S_CAGR,1,9,9,1.0,0.13459113806203526,0.17141325998392132,0.10614372571434413,True
B135,S_CAGR,2,36,36,1.0,0.13459113806203526,0.1683645742002473,0.10614372571434413,True
B135,S_CAGR,3,84,84,1.0,0.13459113806203526,0.16386492526981544,0.10614372571434413,True
B135,S_CAGR,4,126,126,1.0,0.13459113806203526,0.16347961628672936,0.10614372571434413,True
B135,S_CAGR,5,126,126,1.0,0.13459113806203526,0.16184809643572629,0.10614372571434413,True
B135,S_CAGR,6,84,84,1.0,0.13459113806203526,0.16035887193713472,0.10614372571434413,True
B135,S_CAGR,7,36,36,1.0,0.13459113806203526,0.15879251182313436,0.10614372571434413,True
B135,S_CAGR,8,9,9,1.0,0.13459113806203526,0.13896601755461813,0.10614372571434413,True
B135,S_CAGR,9,1,1,1.0,0.13459113806203526,0.13459113806203526,0.10614372571434413,True
B135,S_4B,1,9,0,0.0,0.0,0.0,0.5,True
B135,S_4B,2,36,0,0.0,0.0,0.0,0.5,True
B135,S_4B,3,84,0,0.0,0.0,0.0,0.5,True
B135,S_4B,4,126,0,0.0,0.0,0.0,0.5,True
B135,S_4B,5,126,0,0.0,0.0,0.0,0.5,True
B135,S_4B,6,84,0,0.0,0.0,0.0,0.5,True
B135,S_4B,7,36,0,0.0,0.0,0.0,0.5,True
B135,S_4B,8,9,0,0.0,0.0,0.0,0.5,True
B135,S_4B,9,1,0,0.0,0.0,0.0,0.5,True
SMALL663,S_IS,1,9,2,0.2222222222222222,0.5083184186931504,0.9836131774916315,0.8318351347478239,False
SMALL663,S_IS,2,36,1,0.027777777777777776,0.5083184186931504,0.8564618889362902,0.8318351347478239,False
SMALL663,S_IS,3,84,0,0.0,0.5083184186931504,0.7960052813729335,0.8318351347478239,True
SMALL663,S_IS,4,126,0,0.0,0.5083184186931504,0.7737827073073849,0.8318351347478239,True
SMALL663,S_IS,5,126,0,0.0,0.5083184186931504,0.7162173900230094,0.8318351347478239,True
SMALL663,S_IS,6,84,0,0.0,0.5083184186931504,0.6375040066054942,0.8318351347478239,True
SMALL663,S_IS,7,36,0,0.0,0.5083184186931504,0.6117006929163159,0.8318351347478239,True
SMALL663,S_IS,8,9,0,0.0,0.5083184186931504,0.5865129317126481,0.8318351347478239,True
SMALL663,S_IS,9,1,0,0.0,0.5083184186931504,0.5083184186931504,0.8318351347478239,True
SMALL663,S_OOS,1,9,0,0.0,0.39264252285794665,0.667742920666616,0.8768941923019906,True
SMALL663,S_OOS,2,36,0,0.0,0.39264252285794665,0.6447311616245422,0.8768941923019906,True
SMALL663,S_OOS,3,84,0,0.0,0.39264252285794665,0.5677562221324892,0.8768941923019906,True
SMALL663,S_OOS,4,126,0,0.0,0.39264252285794665,0.5459047733851458,0.8768941923019906,True
SMALL663,S_OOS,5,126,0,0.0,0.39264252285794665,0.5172659147220605,0.8768941923019906,True
SMALL663,S_OOS,6,84,0,0.0,0.39264252285794665,0.463084304182747,0.8768941923019906,True
SMALL663,S_OOS,7,36,0,0.0,0.39264252285794665,0.4534302580652866,0.8768941923019906,True
SMALL663,S_OOS,8,9,0,0.0,0.39264252285794665,0.4354051882765051,0.8768941923019906,True
SMALL663,S_OOS,9,1,0,0.0,0.39264252285794665,0.39264252285794665,0.8768941923019906,True
SMALL663,S_FULL,1,9,0,0.0,0.5072986475097555,0.7844886599736367,0.8581846060640912,True
SMALL663,S_FULL,2,36,0,0.0,0.5072986475097555,0.6415167206882173,0.8581846060640912,True
SMALL663,S_FULL,3,84,0,0.0,0.5072986475097555,0.6224707215939894,0.8581846060640912,True
SMALL663,S_FULL,4,126,0,0.0,0.5072986475097555,0.5754051545337854,0.8581846060640912,True
SMALL663,S_FULL,5,126,0,0.0,0.5072986475097555,0.572737778402366,0.8581846060640912,True
SMALL663,S_FULL,6,84,0,0.0,0.5072986475097555,0.5506113595658381,0.8581846060640912,True
SMALL663,S_FULL,7,36,0,0.0,0.5072986475097555,0.5283906293247708,0.8581846060640912,True
SMALL663,S_FULL,8,9,0,0.0,0.5072986475097555,0.5121151115664255,0.8581846060640912,True
SMALL663,S_FULL,9,1,0,0.0,0.5072986475097555,0.5072986475097555,0.8581846060640912,True
SMALL663,S_DD,1,9,0,0.0,-0.41225237483416266,-0.3015305628659286,-0.20230360625077418,True
SMALL663,S_DD,2,36,0,0.0,-0.41225237483416266,-0.3456361154647519,-0.20230360625077418,True
SMALL663,S_DD,3,84,0,0.0,-0.41225237483416266,-0.35814054180328136,-0.20230360625077418,True
SMALL663,S_DD,4,126,0,0.0,-0.41225237483416266,-0.3642879587939073,-0.20230360625077418,True
SMALL663,S_DD,5,126,0,0.0,-0.41225237483416266,-0.36965233502084327,-0.20230360625077418,True
SMALL663,S_DD,6,84,0,0.0,-0.41225237483416266,-0.37411836270629706,-0.20230360625077418,True
SMALL663,S_DD,7,36,0,0.0,-0.41225237483416266,-0.38294667892209744,-0.20230360625077418,True
SMALL663,S_DD,8,9,0,0.0,-0.41225237483416266,-0.3945157438230388,-0.20230360625077418,True
SMALL663,S_DD,9,1,0,0.0,-0.41225237483416266,-0.41225237483416266,-0.20230360625077418,True
SMALL663,S_CAGR,1,9,2,0.2222222222222222,0.07874421355849681,0.13356082787910206,0.09840880764074142,False
SMALL663,S_CAGR,2,36,1,0.027777777777777776,0.07874421355849681,0.10504905325895164,0.09840880764074142,False
SMALL663,S_CAGR,3,84,0,0.0,0.07874421355849681,0.09444491394638499,0.09840880764074142,True
SMALL663,S_CAGR,4,126,0,0.0,0.07874421355849681,0.09113026871833108,0.09840880764074142,True
SMALL663,S_CAGR,5,126,0,0.0,0.07874421355849681,0.0850043626730228,0.09840880764074142,True
SMALL663,S_CAGR,6,84,0,0.0,0.07874421355849681,0.08415448373274259,0.09840880764074142,True
SMALL663,S_CAGR,7,36,0,0.0,0.07874421355849681,0.08065090747596027,0.09840880764074142,True
SMALL663,S_CAGR,8,9,0,0.0,0.07874421355849681,0.07945514998624148,0.09840880764074142,True
SMALL663,S_CAGR,9,1,0,0.0,0.07874421355849681,0.07874421355849681,0.09840880764074142,True
SMALL663,S_4B,1,9,0,0.0,0.0,0.0,0.5,True
SMALL663,S_4B,2,36,0,0.0,0.0,0.0,0.5,True
SMALL663,S_4B,3,84,0,0.0,0.0,0.0,0.5,True
SMALL663,S_4B,4,126,0,0.0,0.0,0.0,0.5,True
SMALL663,S_4B,5,126,0,0.0,0.0,0.0,0.5,True
SMALL663,S_4B,6,84,0,0.0,0.0,0.0,0.5,True
SMALL663,S_4B,7,36,0,0.0,0.0,0.0,0.5,True
SMALL663,S_4B,8,9,0,0.0,0.0,0.0,0.5,True
SMALL663,S_4B,9,1,0,0.0,0.0,0.0,0.5,True
