panel,N,control,delta,lifted_rung,n_rungs,obs_argmax,modal_rung,modal_share,p_obs_argmax,cset_size,cset_lo,cset_hi,cset_span_days,obs_spread,obs_gap_top2,se_gap,se_gap_unpaired,pairing_gain,gap_over_se,resolved
U56,5,CTRL_INDEP,1.0,63,16,63,63,0.9495,0.9495,1,63,63,0,1.2215266047718756,0.6184192469196839,0.3318062934646031,0.3386716455331094,1.0206908434340431,1.8637960132171407,True
U56,8,CTRL_CORR,0.0,63,16,126,126,0.1365,0.1365,13,21,126,105,6.8833827526759706e-15,8.881784197001252e-16,0.11825304779866712,0.2861930545438847,2.420174869667169,7.510828991167331e-15,False
U56,8,CTRL_CORR,0.05,63,16,63,63,0.1765,0.1765,13,21,126,105,0.05000000000000182,0.04999999999999494,0.1284516063836397,0.2914111758592076,2.268645632884225,0.3892516521020574,False
U56,8,CTRL_CORR,0.1,63,16,63,63,0.3725,0.3725,12,21,126,105,0.10000000000000164,0.09999999999999476,0.12957947292437355,0.2926707200414253,2.258619466774932,0.7717271705400264,False
U56,8,CTRL_CORR,0.2,63,16,63,63,0.7865,0.7865,5,57,126,69,0.20000000000000195,0.19999999999999507,0.13202597022735088,0.2952718612514236,2.2364680277899915,1.5148534765970043,False
U56,8,CTRL_CORR,0.3,63,16,63,63,0.96,0.96,1,63,63,0,0.3000000000000018,0.29999999999999494,0.1347151223318508,0.2979800061807685,2.2119269241855326,2.2269214829571196,True
U56,8,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000021,0.5999999999999952,0.14409659417177736,0.3067175612010296,2.128555244237015,4.16387357000774,True
U56,8,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000022,0.9999999999999953,0.15916483857339642,0.3196912548070272,2.008554512871299,6.2827946735161655,True
U56,8,CTRL_INDEP,0.0,63,16,37,37,0.357,0.357,6,21,115,94,0.7420126680760456,0.13247797816322837,0.33842516908908243,0.31735818255519427,0.9377499416175433,0.3914542719142638,False
U56,8,CTRL_INDEP,0.05,63,16,37,37,0.34,0.34,6,21,115,94,0.7420126680760456,0.10955280332432782,0.3164500964869037,0.3180049397845797,1.0049133917636217,0.3461929844248338,False
U56,8,CTRL_INDEP,0.1,63,16,37,37,0.3235,0.3235,6,21,115,94,0.7420126680760456,0.060030500978006884,0.3177518040815975,0.31914203361187043,1.0043752057814153,0.1889226125765482,False
U56,8,CTRL_INDEP,0.2,63,16,63,63,0.3315,0.3315,5,21,115,94,0.7810267717906804,0.03901410371463476,0.32041221479839466,0.32147677510637773,1.0033224710507773,0.12176222351317872,False
U56,8,CTRL_INDEP,0.3,63,16,63,63,0.4685,0.4685,5,21,115,94,0.8800713764833218,0.1380587084072762,0.32314704985813236,0.3238907937758835,1.0023015649317475,0.42723183908962364,False
U56,8,CTRL_INDEP,0.6,63,16,63,63,0.8335,0.8335,2,37,63,26,1.177205190561247,0.43519252248520135,0.3317794469562776,0.33159091459702555,0.9994317539528695,1.3116922295146018,False
U56,8,CTRL_INDEP,1.0,63,16,63,63,0.985,0.985,1,63,63,0,1.5733836093318132,0.8313709412557677,0.3442197207813611,0.3428611279736611,0.9960531232649423,2.415233326459618,True
U56,10,CTRL_CORR,0.0,63,16,32,126,0.121,0.0335,13,21,126,105,1.0880185641326534e-14,8.881784197001252e-16,0.09423280298679756,0.2751980856141149,2.9204064496804936,9.425363477987203e-15,False
U56,10,CTRL_CORR,0.05,63,16,63,63,0.206,0.206,13,21,126,105,0.050000000000007816,0.049999999999996936,0.09029565482003399,0.29113859444143414,3.2242813347075803,0.5537365014922444,False
U56,10,CTRL_CORR,0.1,63,16,63,63,0.445,0.445,12,21,126,105,0.10000000000000764,0.09999999999999676,0.09159456847310665,0.2925259281219218,3.1937038734759824,1.0917677943901012,False
U56,10,CTRL_CORR,0.2,63,16,63,63,0.8635,0.8635,3,63,126,63,0.20000000000000728,0.1999999999999964,0.0944544936237034,0.2953818893013776,3.127240197572256,2.1174217586383453,False
U56,10,CTRL_CORR,0.3,63,16,63,63,0.988,0.988,1,63,63,0,0.3000000000000076,0.2999999999999967,0.09763790467080008,0.29834363593307844,3.05561284768437,3.0725772025883686,True
U56,10,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000076,0.5999999999999968,0.10883117036050294,0.3078325110355851,2.8285325795531815,5.513126414174344,True
U56,10,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000073,0.9999999999999964,0.1266394829904879,0.32177944606116576,2.5409093472478492,7.896431479233913,True
U56,10,CTRL_INDEP,0.0,63,16,105,105,0.402,0.402,7,21,126,105,0.7435017577053867,0.1525534934590942,0.3203183611513996,0.3210752956559472,1.0023630693595795,0.4762558503069677,False
U56,10,CTRL_INDEP,0.05,63,16,105,105,0.3935,0.3935,7,21,126,105,0.7435017577053867,0.1525534934590942,0.3203183611513996,0.3210752956559472,1.0023630693595795,0.4762558503069677,False
U56,10,CTRL_INDEP,0.1,63,16,105,105,0.3815,0.3815,7,21,126,105,0.7435017577053867,0.1525534934590942,0.3203183611513996,0.3210752956559472,1.0023630693595795,0.4762558503069677,False
U56,10,CTRL_INDEP,0.2,63,16,105,105,0.3555,0.3555,6,21,126,105,0.7435017577053867,0.11570840400723625,0.35505497942619796,0.336261143330009,0.9470678143239631,0.3258886953063772,False
U56,10,CTRL_INDEP,0.3,63,16,105,63,0.332,0.309,6,21,126,105,0.7435017577053867,0.013279895983572043,0.3590223464680167,0.34010368603121954,0.9473050615848435,0.0369890512783306,False
U56,10,CTRL_INDEP,0.6,63,16,63,63,0.706,0.706,3,21,105,84,1.0375073857928054,0.2940056280874186,0.3714498081774437,0.3522020636719007,0.9481821121405769,0.791508358908535,False
U56,10,CTRL_INDEP,1.0,63,16,63,63,0.95,0.95,1,63,63,0,1.4472214178874587,0.7037196601820721,0.3891395628923344,0.369546679905451,0.9496507555251987,1.8083991639184074,True
U56,12,CTRL_CORR,0.0,63,16,90,126,0.1115,0.0395,13,21,126,105,7.993605777301127e-15,1.3322676295501878e-15,0.0686407929063341,0.27710563415517203,4.037040110147111,1.9409269228113004e-14,False
U56,12,CTRL_CORR,0.05,63,16,63,63,0.2195,0.2195,13,21,126,105,0.0500000000000036,0.049999999999995604,0.07500898352843477,0.2872536012973316,3.8295893076385723,0.6665868226442685,False
U56,12,CTRL_CORR,0.1,63,16,63,63,0.5175,0.5175,10,21,126,105,0.10000000000000342,0.09999999999999543,0.0758835950782348,0.2885771983288124,3.802893076313712,1.3178078858401079,False
U56,12,CTRL_CORR,0.2,63,16,63,63,0.9235,0.9235,1,63,63,0,0.20000000000000373,0.19999999999999574,0.077957353203035,0.2913009086867319,3.7366700730341256,2.5655052638730353,True
U56,12,CTRL_CORR,0.3,63,16,63,63,0.994,0.994,1,63,63,0,0.3000000000000036,0.2999999999999956,0.0804352120944075,0.2941242678154067,3.6566605614241494,3.7297098147498264,True
U56,12,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000039,0.5999999999999959,0.08993286208259439,0.30316390702983587,3.371002545781429,6.671643558379756,True
U56,12,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000036,0.9999999999999956,0.10617729796665704,0.3164421239447481,2.9803181094712046,9.418209157234596,True
U56,12,CTRL_INDEP,0.0,63,16,21,21,0.283,0.283,6,21,126,105,0.6474573818934415,0.032981172082440224,0.30250489026000543,0.30380613272317925,1.0043015584378003,0.10902690549594962,False
U56,12,CTRL_INDEP,0.05,63,16,21,21,0.2805,0.2805,6,21,126,105,0.6474573818934415,0.032981172082440224,0.30250489026000543,0.30380613272317925,1.0043015584378003,0.10902690549594962,False
U56,12,CTRL_INDEP,0.1,63,16,21,21,0.2765,0.2765,7,21,126,105,0.6474573818934415,0.032981172082440224,0.30250489026000543,0.30380613272317925,1.0043015584378003,0.10902690549594962,False
U56,12,CTRL_INDEP,0.2,63,16,21,21,0.2625,0.2625,7,21,126,105,0.6474573818934415,0.032981172082440224,0.30250489026000543,0.30380613272317925,1.0043015584378003,0.10902690549594962,False
U56,12,CTRL_INDEP,0.3,63,16,21,21,0.242,0.242,7,21,126,105,0.6474573818934415,0.032981172082440224,0.30250489026000543,0.30380613272317925,1.0043015584378003,0.10902690549594962,False
U56,12,CTRL_INDEP,0.6,63,16,63,63,0.5205,0.5205,4,21,69,48,0.838930738356207,0.19147335646276553,0.3131736568112298,0.30419574250124237,0.9713324728478073,0.611396751605385,False
U56,12,CTRL_INDEP,1.0,63,16,63,63,0.922,0.922,1,63,63,0,1.256174868663883,0.6087174867704415,0.3180094081860132,0.3096391875892286,0.9736793302923648,1.9141493021941804,True
U56,15,CTRL_CORR,0.0,63,16,21,126,0.1095,0.0885,13,21,126,105,6.217248937900877e-15,0.0,0.051225697996081794,0.2964056292076466,5.7862682365073566,0.0,False
U56,15,CTRL_CORR,0.05,63,16,63,63,0.263,0.263,12,21,126,105,0.050000000000003375,0.04999999999999716,0.07677334397656138,0.3038732615325299,3.9580568696512857,0.6512677110334282,False
U56,15,CTRL_CORR,0.1,63,16,63,63,0.618,0.618,9,21,126,105,0.1000000000000032,0.09999999999999698,0.07770566444257719,0.3051878363386719,3.927485062098647,1.286907469582154,False
U56,15,CTRL_CORR,0.2,63,16,63,63,0.9755,0.9755,1,63,63,0,0.2000000000000035,0.1999999999999973,0.07985205648862254,0.30788156969063146,3.8556498508526076,2.504631800290499,True
U56,15,CTRL_CORR,0.3,63,16,63,63,1.0,1.0,1,63,63,0,0.3000000000000034,0.29999999999999716,0.08234910588551822,0.3106595405535401,3.77247011018455,3.6430268036796583,True
U56,15,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.600000000000003,0.5999999999999968,0.09163793012876746,0.3194765714983484,3.4862918777129455,6.5475071202163875,True
U56,15,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000027,0.9999999999999964,0.10718287345478952,0.3322784936291083,3.100108094874557,9.329848769372687,True
U56,15,CTRL_INDEP,0.0,63,16,47,47,0.2845,0.2845,9,21,126,105,0.5754499945512814,0.010982494079008642,0.30315807903142356,0.31465690235940486,1.037930123336048,0.03622695497377876,False
U56,15,CTRL_INDEP,0.05,63,16,47,47,0.2825,0.2825,9,21,126,105,0.5754499945512814,0.010982494079008642,0.30315807903142356,0.31465690235940486,1.037930123336048,0.03622695497377876,False
U56,15,CTRL_INDEP,0.1,63,16,47,47,0.279,0.279,9,21,105,84,0.5754499945512814,0.010982494079008642,0.30315807903142356,0.31465690235940486,1.037930123336048,0.03622695497377876,False
U56,15,CTRL_INDEP,0.2,63,16,47,47,0.2675,0.2675,8,21,105,84,0.5754499945512814,0.010982494079008642,0.30315807903142356,0.31465690235940486,1.037930123336048,0.03622695497377876,False
U56,15,CTRL_INDEP,0.3,63,16,47,47,0.251,0.251,8,21,105,84,0.5754499945512814,0.010982494079008642,0.30315807903142356,0.31465690235940486,1.037930123336048,0.03622695497377876,False
U56,15,CTRL_INDEP,0.6,63,16,63,63,0.569,0.569,5,32,105,73,0.8283718283877857,0.25292183383650424,0.33377609394300434,0.3266156540134148,0.9785471756080523,0.7577589840202672,False
U56,15,CTRL_INDEP,1.0,63,16,63,63,0.9545,0.9545,1,63,63,0,1.2488271169430634,0.6733771223917819,0.33916415022736895,0.3310628304699895,0.9761138677187773,1.9854018236902786,True
U56,20,CTRL_CORR,0.0,63,16,26,126,0.1315,0.0715,13,21,126,105,8.659739592076221e-15,1.1102230246251565e-15,0.05440187002535744,0.2967791627160009,5.455311785746853,2.040780995410023e-14,False
U56,20,CTRL_CORR,0.05,63,16,63,63,0.3675,0.3675,12,21,126,105,0.050000000000005596,0.049999999999996936,0.07484892154793132,0.3014022329105678,4.0268079576478275,0.6680122968502388,False
U56,20,CTRL_CORR,0.1,63,16,63,63,0.7395,0.7395,6,21,126,105,0.1000000000000052,0.09999999999999654,0.07650941532844208,0.3028384565876839,3.9581854767501388,1.3070286783752474,False
U56,20,CTRL_CORR,0.2,63,16,63,63,0.9865,0.9865,1,63,63,0,0.20000000000000506,0.1999999999999964,0.08008931724731656,0.30578543017530635,3.81805514999008,2.4972119487845617,True
U56,20,CTRL_CORR,0.3,63,16,63,63,0.9995,0.9995,1,63,63,0,0.30000000000000515,0.2999999999999965,0.08397721182562864,0.3088293915614375,3.677538046901281,3.5723977193112857,True
U56,20,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000048,0.5999999999999961,0.0971050143213292,0.31851495418595793,3.2801082046284797,6.178877622267191,True
U56,20,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000038,0.9999999999999951,0.11696458064530645,0.33261850072215055,2.843754056886775,8.54959676239495,True
U56,20,CTRL_INDEP,0.0,63,16,105,105,0.4695,0.4695,4,42,105,63,0.8500589482690386,0.10154674914116546,0.28783586910907477,0.3026300456817715,1.0513979602976116,0.35279393584780966,False
U56,20,CTRL_INDEP,0.05,63,16,105,105,0.469,0.469,4,42,105,63,0.8500589482690386,0.10154674914116546,0.28783586910907477,0.3026300456817715,1.0513979602976116,0.35279393584780966,False
U56,20,CTRL_INDEP,0.1,63,16,105,105,0.469,0.469,4,42,105,63,0.8500589482690386,0.10154674914116546,0.28783586910907477,0.3026300456817715,1.0513979602976116,0.35279393584780966,False
U56,20,CTRL_INDEP,0.2,63,16,105,105,0.465,0.465,4,42,105,63,0.8500589482690386,0.10154674914116546,0.28783586910907477,0.3026300456817715,1.0513979602976116,0.35279393584780966,False
U56,20,CTRL_INDEP,0.3,63,16,105,105,0.461,0.461,5,42,105,63,0.8500589482690386,0.10154674914116546,0.28783586910907477,0.3026300456817715,1.0513979602976116,0.35279393584780966,False
U56,20,CTRL_INDEP,0.6,63,16,105,105,0.3555,0.3555,4,42,105,63,0.8500589482690386,0.045701376612128586,0.31227022101769447,0.32249238385533696,1.0327349908817058,0.1463520167346952,False
U56,20,CTRL_INDEP,1.0,63,16,63,63,0.8215,0.8215,2,63,105,42,1.22522539621422,0.3751664479451815,0.31693519255348596,0.32727766831358934,1.0326327779404239,1.1837323741883554,False
U56,25,CTRL_CORR,0.0,63,16,126,126,0.136,0.136,13,21,126,105,6.439293542825908e-15,4.440892098500626e-16,0.05465930032016089,0.3031963149275536,5.547021516038702,8.124677909319337e-15,False
U56,25,CTRL_CORR,0.05,63,16,63,63,0.4335,0.4335,11,21,126,105,0.05000000000000204,0.049999999999995604,0.05813205645028915,0.3093439750280933,5.32140085724689,0.8601106352181509,False
U56,25,CTRL_CORR,0.1,63,16,63,63,0.875,0.875,3,63,126,63,0.10000000000000187,0.09999999999999543,0.05918962101102263,0.3107502109717181,5.250079417029016,1.6894853910514624,False
U56,25,CTRL_CORR,0.2,63,16,63,63,0.9985,0.9985,1,63,63,0,0.2000000000000015,0.19999999999999507,0.06173011381775957,0.3136379063577712,5.080792614180123,3.2399097884451926,True
U56,25,CTRL_CORR,0.3,63,16,63,63,1.0,1.0,1,63,63,0,0.3000000000000016,0.29999999999999516,0.06478062695288096,0.3166236029577304,4.88762795068394,4.631014149001739,True
U56,25,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000014,0.599999999999995,0.07633255804275761,0.3261413445821584,4.272637429489401,7.860341843436002,True
U56,25,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000007,0.9999999999999942,0.09540620127446553,0.34004006873617965,3.5641296288272595,10.48149896591296,True
U56,25,CTRL_INDEP,0.0,63,16,37,37,0.326,0.326,7,32,126,94,0.6831999388730712,0.10976665656020179,0.3072464963808786,0.3167556799426044,1.0309496891705405,0.35725926203607344,False
U56,25,CTRL_INDEP,0.05,63,16,37,37,0.312,0.312,7,32,126,94,0.6831999388730712,0.10976665656020179,0.3072464963808786,0.3167556799426044,1.0309496891705405,0.35725926203607344,False
U56,25,CTRL_INDEP,0.1,63,16,37,37,0.2905,0.2905,7,32,126,94,0.6831999388730712,0.05727580654924269,0.2767999236207685,0.2839571652378327,1.0258570939017673,0.20692132353227732,False
U56,25,CTRL_INDEP,0.2,63,16,63,63,0.3245,0.3245,6,32,126,94,0.7341868860335126,0.05098694716044139,0.2781308763843786,0.28546869184462087,1.0263825992843072,0.18331998166926677,False
U56,25,CTRL_INDEP,0.3,63,16,63,63,0.4955,0.4955,5,32,126,94,0.8424496397431971,0.1592497008701259,0.27949828518043557,0.28701393118738117,1.026889775019885,0.5697698673439773,False
U56,25,CTRL_INDEP,0.6,63,16,63,63,0.896,0.896,2,37,63,26,1.1672379008722507,0.4840379619991795,0.2838139082421496,0.29184651230329306,1.028302362315134,1.70547653917721,False
U56,25,CTRL_INDEP,1.0,63,16,63,63,0.9965,0.9965,1,63,63,0,1.6002889157109879,0.9170889768379167,0.2900458757547544,0.2987291831760526,1.0299377034708825,3.161875597960072,True
U56,30,CTRL_CORR,0.0,63,16,57,105,0.093,0.0325,13,21,126,105,4.218847493575595e-15,0.0,0.0365264789100639,0.3052755471104582,8.357650565282043,0.0,False
U56,30,CTRL_CORR,0.05,63,16,63,63,0.5015,0.5015,11,21,126,105,0.0500000000000036,0.04999999999999938,0.028700276469381072,0.30697040801974385,10.695729999229647,1.7421434965388554,False
U56,30,CTRL_CORR,0.1,63,16,63,63,0.954,0.954,1,63,63,0,0.10000000000000342,0.0999999999999992,0.028088438219246566,0.3082657059152346,10.97482542493256,3.5601837033245194,True
U56,30,CTRL_CORR,0.2,63,16,63,63,1.0,1.0,1,63,63,0,0.20000000000000306,0.19999999999999885,0.02778526968473986,0.31092462976763346,11.190268559401407,7.19805862132201,True
U56,30,CTRL_CORR,0.3,63,16,63,63,1.0,1.0,1,63,63,0,0.30000000000000293,0.2999999999999987,0.02872544543282168,0.3136727187736686,10.919681628862273,10.443702281365457,True
U56,30,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000025,0.5999999999999983,0.03748274470890422,0.3224288088044523,8.602059729309461,16.007365646770932,True
U56,30,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.000000000000002,0.9999999999999978,0.05620496022968112,0.3352128496373971,5.964115057951336,17.792023976416065,True
U56,30,CTRL_INDEP,0.0,63,16,115,115,0.6445,0.6445,5,26,126,100,0.8446172650638599,0.3301988968840708,0.312823778517285,0.3057033955633999,0.9772383576861258,1.0555428313318762,False
U56,30,CTRL_INDEP,0.05,63,16,115,115,0.644,0.644,5,26,126,100,0.8273215018970005,0.3301988968840708,0.312823778517285,0.3057033955633999,0.9772383576861258,1.0555428313318762,False
U56,30,CTRL_INDEP,0.1,63,16,115,115,0.644,0.644,5,26,126,100,0.8273215018970005,0.3301988968840708,0.312823778517285,0.3057033955633999,0.9772383576861258,1.0555428313318762,False
U56,30,CTRL_INDEP,0.2,63,16,115,115,0.6425,0.6425,5,26,126,100,0.8273215018970005,0.3301988968840708,0.312823778517285,0.3057033955633999,0.9772383576861258,1.0555428313318762,False
U56,30,CTRL_INDEP,0.3,63,16,115,115,0.6395,0.6395,5,26,126,100,0.8273215018970005,0.3301988968840708,0.312823778517285,0.3057033955633999,0.9772383576861258,1.0555428313318762,False
U56,30,CTRL_INDEP,0.6,63,16,115,115,0.5755,0.5755,5,26,115,89,0.8273215018970005,0.26234138706812793,0.26946520572635124,0.3142647048432965,1.1662533721048953,0.9735631224112187,False
U56,30,CTRL_INDEP,1.0,63,16,63,63,0.608,0.608,3,63,115,52,0.9531640334926937,0.12584253159569325,0.282542554908901,0.33039024494395475,1.1693468442319461,0.44539319620815393,False
U56,40,CTRL_CORR,0.0,63,16,37,115,0.0875,0.0465,14,21,126,105,7.993605777301127e-15,2.886579864025407e-15,0.029489841268524095,0.3211756240709751,10.89105977704197,9.788387254245382e-14,False
U56,40,CTRL_CORR,0.05,63,16,63,63,0.634,0.634,10,21,126,105,0.050000000000000044,0.04999999999999205,0.035156938787930365,0.3275000192553536,9.315373594693824,1.4221943583198835,False
U56,40,CTRL_CORR,0.1,63,16,63,63,0.9895,0.9895,1,63,63,0,0.10000000000000031,0.09999999999999232,0.03619478457431074,0.3290597804952887,9.09135900007094,2.762828986996302,True
U56,40,CTRL_CORR,0.2,63,16,63,63,1.0,1.0,1,63,63,0,0.20000000000000084,0.19999999999999285,0.03904123219679595,0.33225674320393744,8.510406165694873,5.1227891320604,True
U56,40,CTRL_CORR,0.3,63,16,63,63,1.0,1.0,1,63,63,0,0.30000000000000093,0.29999999999999294,0.04273688655886614,0.33555449028377604,7.85163631004286,7.019697131815404,True
U56,40,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000003,0.5999999999999923,0.05710973768173395,0.34602318313428737,6.058917396235211,10.506089230241678,True
U56,40,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000002,0.9999999999999922,0.08004947812768613,0.3612182658893207,4.512437486639763,12.492273821009826,True
U56,40,CTRL_INDEP,0.0,63,16,115,115,0.7545,0.7545,3,69,115,46,1.2169211028284304,0.40089610806661535,0.28241349435214547,0.29448025592538435,1.0427272839809583,1.4195359502429874,False
U56,40,CTRL_INDEP,0.05,63,16,115,115,0.7545,0.7545,3,69,115,46,1.2169211028284304,0.40089610806661535,0.28241349435214547,0.29448025592538435,1.0427272839809583,1.4195359502429874,False
U56,40,CTRL_INDEP,0.1,63,16,115,115,0.7535,0.7535,3,69,115,46,1.2169211028284304,0.40089610806661535,0.28241349435214547,0.29448025592538435,1.0427272839809583,1.4195359502429874,False
U56,40,CTRL_INDEP,0.2,63,16,115,115,0.752,0.752,3,69,115,46,1.2169211028284304,0.40089610806661535,0.28241349435214547,0.29448025592538435,1.0427272839809583,1.4195359502429874,False
U56,40,CTRL_INDEP,0.3,63,16,115,115,0.7505,0.7505,3,69,115,46,1.2169211028284304,0.40089610806661535,0.28241349435214547,0.29448025592538435,1.0427272839809583,1.4195359502429874,False
U56,40,CTRL_INDEP,0.6,63,16,115,115,0.71,0.71,4,63,115,52,1.2169211028284304,0.40089610806661535,0.28241349435214547,0.29448025592538435,1.0427272839809583,1.4195359502429874,False
U56,40,CTRL_INDEP,1.0,63,16,115,115,0.4975,0.4975,3,63,115,52,1.2169211028284304,0.09341038380298095,0.32830512610529283,0.35469673060617546,1.0803874274336442,0.2845230743458532,False
B136,5,CTRL_CORR,0.0,63,16,26,126,0.126,0.0215,13,21,126,105,3.774758283725532e-15,4.440892098500626e-16,0.10306344115717606,0.2747641348778224,2.6659708990193294,4.30889173565249e-15,False
B136,5,CTRL_CORR,0.05,63,16,63,63,0.145,0.145,13,21,126,105,0.0500000000000016,0.049999999999997824,0.10748275744817834,0.26869553907195814,2.4998943593488177,0.4651908937496769,False
B136,5,CTRL_CORR,0.1,63,16,63,63,0.284,0.284,12,21,126,105,0.10000000000000209,0.09999999999999831,0.10797760695224617,0.2696374322463347,2.4971606600392957,0.9261179500322135,False
B136,5,CTRL_CORR,0.2,63,16,63,63,0.6845,0.6845,8,21,126,105,0.20000000000000218,0.1999999999999984,0.10915253395749522,0.2715885128795373,2.488155822248669,1.832298277911531,False
B136,5,CTRL_CORR,0.3,63,16,63,63,0.927,0.927,1,63,63,0,0.30000000000000204,0.29999999999999827,0.11056769847130836,0.2736277105805113,2.4747527023140123,2.7132698260681116,True
B136,5,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000019,0.5999999999999981,0.11615939923696252,0.2802543563692138,2.4126705045839754,5.165315970479598,True
B136,5,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000024,0.9999999999999987,0.12635263253256004,0.290203272818885,2.296772667115598,7.914358252427442,True
B136,5,CTRL_INDEP,0.0,63,16,105,105,0.518,0.518,5,42,115,73,0.9739654675454344,0.17762011449374748,0.3559704863199663,0.3354636698925596,0.9423918071427584,0.4989742726426273,False
B136,5,CTRL_INDEP,0.05,63,16,105,105,0.514,0.514,5,42,115,73,0.9739654675454344,0.17762011449374748,0.3559704863199663,0.3354636698925596,0.9423918071427584,0.4989742726426273,False
B136,5,CTRL_INDEP,0.1,63,16,105,105,0.512,0.512,6,42,115,73,0.9739654675454344,0.17762011449374748,0.3559704863199663,0.3354636698925596,0.9423918071427584,0.4989742726426273,False
B136,5,CTRL_INDEP,0.2,63,16,105,105,0.4845,0.4845,5,42,105,63,0.9739654675454344,0.17762011449374748,0.3559704863199663,0.3354636698925596,0.9423918071427584,0.4989742726426273,False
B136,5,CTRL_INDEP,0.3,63,16,105,105,0.4465,0.4465,5,42,105,63,0.9739654675454344,0.08598728262724298,0.30851478572096896,0.3022703179755685,0.9797595835453794,0.27871365200957576,False
B136,5,CTRL_INDEP,0.6,63,16,63,63,0.693,0.693,3,57,105,48,1.215049626888249,0.24108415934281435,0.3123833921018766,0.30594325225471564,0.9793838596737542,0.7717572874815007,False
