panel,N,control,delta,lifted_rung,n_rungs,obs_argmax,modal_rung,modal_share,p_obs_argmax,cset_size,cset_lo,cset_hi,cset_span_days,obs_spread,obs_gap_top2,se_gap,se_gap_unpaired,pairing_gain,gap_over_se,resolved
SMALL,8,CTRL_INDEP,0.6,63,16,63,63,0.525,0.525,7,32,126,94,0.8697996514415066,0.2515391785276777,0.3344586039582778,0.3361863609105212,1.0051658319797894,0.7520786595134389,False
SMALL,8,CTRL_INDEP,1.0,63,16,63,63,0.9635,0.9635,1,63,63,0,1.3480212164089165,0.7297607434950877,0.3479570497741795,0.3490310792718735,1.0030866726177585,2.0972724764987367,True
SMALL,10,CTRL_CORR,0.0,63,16,37,126,0.101,0.036,14,21,126,105,5.440092820663267e-15,7.771561172376096e-16,0.141939586221476,0.32683373532150867,2.3026256735138873,5.4752598477000695e-15,False
SMALL,10,CTRL_CORR,0.05,63,16,63,63,0.1375,0.1375,14,21,126,105,0.05000000000000426,0.04999999999999882,0.15292970167361933,0.3214998522225416,2.102272146640831,0.326947606990748,False
SMALL,10,CTRL_CORR,0.1,63,16,63,63,0.2565,0.2565,13,21,126,105,0.10000000000000431,0.09999999999999887,0.1525736437873409,0.322102692033521,2.1111293145916594,0.655421195415508,False
SMALL,10,CTRL_CORR,0.2,63,16,63,63,0.5495,0.5495,11,21,126,105,0.2000000000000044,0.19999999999999896,0.15196490461760018,0.3233547462080201,2.1278251516144473,1.3160933473638063,False
SMALL,10,CTRL_CORR,0.3,63,16,63,63,0.8405,0.8405,5,21,115,94,0.3000000000000047,0.29999999999999927,0.15149534636199774,0.3246680333083015,2.1430891516133315,1.9802588475764136,False
SMALL,10,CTRL_CORR,0.6,63,16,63,63,0.9985,0.9985,1,63,63,0,0.6000000000000054,0.6,0.1509328222526506,0.32896778776265423,2.179564278020231,3.975278478498491,True
SMALL,10,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000056,1.0,0.152165626417765,0.3355109466290229,2.204906288808553,6.571786437855142,True
SMALL,10,CTRL_INDEP,0.0,63,16,126,126,0.315,0.315,4,32,126,94,0.6660080908373633,0.033028909869457834,0.29149788566512325,0.3037950862342088,1.0421862427613378,0.11330754524717856,False
SMALL,10,CTRL_INDEP,0.05,63,16,126,126,0.3145,0.3145,4,32,126,94,0.6095787361878464,0.033028909869457834,0.29149788566512325,0.3037950862342088,1.0421862427613378,0.11330754524717856,False
SMALL,10,CTRL_INDEP,0.1,63,16,126,126,0.3145,0.3145,4,32,126,94,0.5800180359595294,0.033028909869457834,0.29149788566512325,0.3037950862342088,1.0421862427613378,0.11330754524717856,False
SMALL,10,CTRL_INDEP,0.2,63,16,126,126,0.3115,0.3115,4,32,126,94,0.5800180359595294,0.033028909869457834,0.29149788566512325,0.3037950862342088,1.0421862427613378,0.11330754524717856,False
SMALL,10,CTRL_INDEP,0.3,63,16,126,126,0.3055,0.3055,5,32,126,94,0.5800180359595294,0.033028909869457834,0.29149788566512325,0.3037950862342088,1.0421862427613378,0.11330754524717856,False
SMALL,10,CTRL_INDEP,0.6,63,16,63,63,0.262,0.262,4,63,126,63,0.5911622009163727,0.011144164956843339,0.3029402370761139,0.31212452570706506,1.0303171632781274,0.03678667800752847,False
SMALL,10,CTRL_INDEP,1.0,63,16,63,63,0.833,0.833,3,63,126,63,1.0425970381125107,0.4625790021529812,0.3056145085860423,0.31445832366760346,1.0289378116323011,1.513602885848423,False
SMALL,12,CTRL_CORR,0.0,63,16,57,26,0.091,0.083,14,21,126,105,5.662137425588298e-15,1.1102230246251565e-15,0.16351949991346282,0.33694607909276586,2.060586531093131,6.789545132003857e-15,False
SMALL,12,CTRL_CORR,0.05,63,16,63,63,0.14,0.14,14,21,126,105,0.050000000000002265,0.0499999999999966,0.16887860562138776,0.33387938326078886,1.9770377783040178,0.2960706586605326,False
SMALL,12,CTRL_CORR,0.1,63,16,63,63,0.256,0.256,13,21,126,105,0.10000000000000175,0.09999999999999609,0.16910618068027822,0.3345806651896327,1.9785241665543258,0.5913444416857938,False
SMALL,12,CTRL_CORR,0.2,63,16,63,63,0.5635,0.5635,12,21,115,94,0.20000000000000195,0.1999999999999963,0.16967918149345146,0.3360387922483432,1.9804361931184362,1.1786949833189466,False
SMALL,12,CTRL_CORR,0.3,63,16,63,63,0.8535,0.8535,4,26,63,37,0.30000000000000215,0.2999999999999965,0.1704079503738081,0.3375701984817545,1.9809533401537787,1.7604812412913502,False
SMALL,12,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.600000000000002,0.5999999999999963,0.17350714131508604,0.34259403045975,1.9745240908419155,3.4580709211870793,True
SMALL,12,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000018,0.999999999999996,0.17966068470075655,0.3502553348663699,1.949538016343177,5.566048029181228,True
SMALL,12,CTRL_INDEP,0.0,63,16,126,126,0.3465,0.3465,5,21,126,105,0.9296174196125704,0.08783275303600702,0.31442758927126496,0.2919028290704039,0.9283626470149591,0.27934175000219647,False
SMALL,12,CTRL_INDEP,0.05,63,16,126,126,0.3465,0.3465,5,21,126,105,0.9296174196125704,0.08783275303600702,0.31442758927126496,0.2919028290704039,0.9283626470149591,0.27934175000219647,False
SMALL,12,CTRL_INDEP,0.1,63,16,126,126,0.3405,0.3405,5,21,126,105,0.9296174196125704,0.08783275303600702,0.31442758927126496,0.2919028290704039,0.9283626470149591,0.27934175000219647,False
SMALL,12,CTRL_INDEP,0.2,63,16,126,126,0.332,0.332,5,21,126,105,0.9296174196125704,0.08783275303600702,0.31442758927126496,0.2919028290704039,0.9283626470149591,0.27934175000219647,False
SMALL,12,CTRL_INDEP,0.3,63,16,126,126,0.3145,0.3145,5,21,126,105,0.9296174196125704,0.08783275303600702,0.31442758927126496,0.2919028290704039,0.9283626470149591,0.27934175000219647,False
SMALL,12,CTRL_INDEP,0.6,63,16,63,63,0.4925,0.4925,4,21,126,105,1.0601648855921402,0.1305474659795698,0.2968977986459257,0.3284811323120288,1.1063777967036015,0.43970506542979815,False
SMALL,12,CTRL_INDEP,1.0,63,16,63,63,0.916,0.916,1,63,63,0,1.480279196179359,0.5506617765667887,0.3079044267747321,0.3399338022049265,1.1040237575201464,1.7884178617856048,True
SMALL,15,CTRL_CORR,0.0,63,16,76,52,0.0915,0.0735,13,21,126,105,4.551914400963142e-15,5.551115123125783e-16,0.1484991676094713,0.3205505183028091,2.158601448499731,3.738145615552751e-15,False
SMALL,15,CTRL_CORR,0.05,63,16,63,63,0.1475,0.1475,13,21,126,105,0.050000000000002376,0.049999999999997824,0.14546439929856778,0.3226156137550246,2.2178320971363683,0.34372671417266915,False
SMALL,15,CTRL_CORR,0.1,63,16,63,63,0.2795,0.2795,13,21,126,105,0.10000000000000253,0.09999999999999798,0.14520547293091088,0.32333599437213173,2.2267479857730694,0.6886792762114292,False
SMALL,15,CTRL_CORR,0.2,63,16,63,63,0.6305,0.6305,10,21,105,84,0.20000000000000262,0.19999999999999807,0.14482823567614575,0.3248352504904081,2.242900004780703,1.3809461881951208,False
SMALL,15,CTRL_CORR,0.3,63,16,63,63,0.892,0.892,2,63,105,42,0.3000000000000025,0.29999999999999793,0.1446396322596901,0.3264115983798594,2.256723093666408,2.0741203175998777,False
SMALL,15,CTRL_CORR,0.6,63,16,63,63,0.9995,0.9995,1,63,63,0,0.6000000000000024,0.5999999999999979,0.14520929956701287,0.3315919294722725,2.2835447210407183,4.131966766516237,True
SMALL,15,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000013,0.9999999999999969,0.148570972169057,0.33950779914452905,2.285155667947084,6.730789907345493,True
SMALL,15,CTRL_INDEP,0.0,63,16,37,37,0.707,0.707,4,37,76,39,1.2031581007572523,0.3412189664760157,0.30227671430976816,0.3099478361453442,1.0253778126875985,1.1288298116352429,False
SMALL,15,CTRL_INDEP,0.05,63,16,37,37,0.69,0.69,4,37,76,39,1.2031581007572523,0.3412189664760157,0.30227671430976816,0.3099478361453442,1.0253778126875985,1.1288298116352429,False
SMALL,15,CTRL_INDEP,0.1,63,16,37,37,0.6725,0.6725,4,37,76,39,1.2031581007572523,0.2891501451559717,0.339638731071446,0.32099204416908056,0.9450984672933461,0.8513462061402721,False
SMALL,15,CTRL_INDEP,0.2,63,16,37,37,0.606,0.606,3,37,76,39,1.2031581007572523,0.17297534753847987,0.34220265074977496,0.3236171847843134,0.9456887142027091,0.5054763519788241,False
SMALL,15,CTRL_INDEP,0.3,63,16,37,37,0.4995,0.4995,3,37,76,39,1.2031581007572523,0.05680054992098804,0.3448375849675371,0.3263163977573366,0.9462901144840576,0.16471681857514237,False
SMALL,15,CTRL_INDEP,0.6,63,16,63,63,0.7665,0.7665,2,37,63,26,1.4948819436887386,0.29172384293148634,0.3531523654497855,0.3348403121734999,0.9481468763405766,0.8260566018294626,False
SMALL,15,CTRL_INDEP,1.0,63,16,63,63,0.9765,0.9765,1,63,63,0,1.9595811341587053,0.756423033401453,0.3651361950025123,0.3471338296114292,0.9506968478132953,2.07161887469482,True
SMALL,20,CTRL_CORR,0.0,63,16,26,21,0.0995,0.0945,13,21,126,105,3.9968028886505635e-15,3.3306690738754696e-16,0.16887474962821952,0.33063632663630665,1.9578790041981282,1.972271805706887e-15,False
SMALL,20,CTRL_CORR,0.05,63,16,63,63,0.1255,0.1255,13,21,126,105,0.050000000000003486,0.04999999999999949,0.12937370474183127,0.33598935663985874,2.597045182483833,0.38647729922997753,False
SMALL,20,CTRL_CORR,0.1,63,16,63,63,0.2885,0.2885,13,21,126,105,0.10000000000000353,0.09999999999999953,0.12865265239905813,0.33684752613543734,2.618271134361031,0.7772867339712278,False
SMALL,20,CTRL_CORR,0.2,63,16,63,63,0.7145,0.7145,8,21,115,94,0.2000000000000034,0.1999999999999994,0.12741224130663992,0.33863778189129456,2.6578119842998706,1.5697078863769793,False
SMALL,20,CTRL_CORR,0.3,63,16,63,63,0.9335,0.9335,1,63,63,0,0.3000000000000034,0.2999999999999994,0.12644717162664354,0.3405252890712754,2.693024167252498,2.3725323084789878,True
SMALL,20,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000032,0.5999999999999992,0.12525858620443583,0.3467550292184696,2.7683134524009967,4.790090788832097,True
SMALL,20,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000038,0.9999999999999998,0.12770155439591224,0.3563210527689781,2.790264021879314,7.830758245116631,True
SMALL,20,CTRL_INDEP,0.0,63,16,57,57,0.5005,0.5005,8,26,105,79,0.7311780162325239,0.25067822847988463,0.31143421483853473,0.31257647802505983,1.0036677511079422,0.8049155055421593,False
SMALL,20,CTRL_INDEP,0.05,63,16,57,57,0.496,0.496,8,26,105,79,0.7311780162325239,0.25067822847988463,0.31143421483853473,0.31257647802505983,1.0036677511079422,0.8049155055421593,False
SMALL,20,CTRL_INDEP,0.1,63,16,57,57,0.492,0.492,8,26,105,79,0.7311780162325239,0.25067822847988463,0.31143421483853473,0.31257647802505983,1.0036677511079422,0.8049155055421593,False
SMALL,20,CTRL_INDEP,0.2,63,16,57,57,0.479,0.479,8,26,105,79,0.7311780162325239,0.25067822847988463,0.31143421483853473,0.31257647802505983,1.0036677511079422,0.8049155055421593,False
SMALL,20,CTRL_INDEP,0.3,63,16,57,57,0.454,0.454,8,26,105,79,0.7311780162325239,0.25067822847988463,0.31143421483853473,0.31257647802505983,1.0036677511079422,0.8049155055421593,False
SMALL,20,CTRL_INDEP,0.6,63,16,63,63,0.436,0.436,6,26,83,57,0.7835718407364813,0.052393824503957465,0.3413961090416913,0.33856157650292085,0.9916972324414385,0.1534693076937181,False
SMALL,20,CTRL_INDEP,1.0,63,16,63,63,0.8645,0.8645,2,57,63,6,1.1884760843630842,0.4572980681305603,0.35343903598034854,0.34959699499965563,0.9891295510977273,1.2938527485005544,True
SMALL,25,CTRL_CORR,0.0,63,16,37,26,0.1005,0.029,14,21,126,105,5.329070518200751e-15,1.1102230246251565e-16,0.11289961526382505,0.3420949549724698,3.0300807861307457,9.833718405778224e-16,False
SMALL,25,CTRL_CORR,0.05,63,16,63,63,0.1355,0.1355,13,21,126,105,0.05000000000000182,0.04999999999999649,0.09543221411558674,0.3473805484425263,3.640076379468486,0.5239320963405176,False
SMALL,25,CTRL_CORR,0.1,63,16,63,63,0.3335,0.3335,12,21,126,105,0.10000000000000187,0.09999999999999654,0.0945248434168321,0.3477250339668119,3.6786628932398986,1.0579229373490766,False
SMALL,25,CTRL_CORR,0.2,63,16,63,63,0.81,0.81,5,26,115,89,0.20000000000000207,0.19999999999999674,0.09312479337630535,0.34853064560187086,3.742619263524196,2.1476557718826004,False
SMALL,25,CTRL_CORR,0.3,63,16,63,63,0.977,0.977,1,63,63,0,0.30000000000000215,0.2999999999999968,0.0922976001803799,0.34949086016571024,3.7865649754997968,3.2503553658350604,True
SMALL,25,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000028,0.5999999999999974,0.09335276647073132,0.3532855007244849,3.7844138323983114,6.4272332002942205,True
SMALL,25,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.000000000000003,0.9999999999999978,0.10250205218674577,0.36041240121427465,3.5161481504550647,9.75590223479745,True
SMALL,25,CTRL_INDEP,0.0,63,16,42,42,0.4385,0.4385,7,37,115,78,0.8538373227583147,0.16480536697980652,0.35979847816583616,0.3310678700426385,0.9201480554624377,0.4580490940927366,False
SMALL,25,CTRL_INDEP,0.05,63,16,42,42,0.422,0.422,6,42,115,73,0.8538373227583147,0.15647870165254285,0.3272222110469861,0.3090461125278122,0.9444533472803777,0.478203179276464,False
SMALL,25,CTRL_INDEP,0.1,63,16,42,42,0.403,0.403,6,42,115,73,0.8538373227583147,0.10303706418315972,0.32736132651711836,0.30916789446710846,0.944424003154024,0.3147502647285727,False
SMALL,25,CTRL_INDEP,0.2,63,16,63,42,0.3485,0.3265,5,42,115,73,0.8576835335139208,0.0038462107556060943,0.32772129663801175,0.3094980554841715,0.9443940893045808,0.01173622463679701,False
SMALL,25,CTRL_INDEP,0.3,63,16,63,63,0.5035,0.5035,4,42,115,73,0.9645668084526866,0.11072948569437191,0.3281899421753167,0.30994335842477266,0.9444023676362487,0.3373945129470818,False
SMALL,25,CTRL_INDEP,0.6,63,16,63,63,0.857,0.857,2,42,63,21,1.2852166332689843,0.4313793105106696,0.3302427682677787,0.31196455071750145,0.9446521792251442,1.3062490748045203,True
SMALL,25,CTRL_INDEP,1.0,63,16,63,63,0.995,0.995,1,63,63,0,1.7127497330240475,0.8589124102657328,0.3344616554680112,0.31622775134771547,0.9454828264400561,2.5680444864863783,True
SMALL,30,CTRL_CORR,0.0,63,16,32,26,0.1205,0.032,14,21,126,105,4.218847493575595e-15,2.220446049250313e-16,0.083397545518614,0.3472123475745653,4.163340124884957,2.6624836923464592e-15,False
SMALL,30,CTRL_CORR,0.05,63,16,63,63,0.156,0.156,13,21,126,105,0.0499999999999996,0.049999999999995826,0.08258582098802776,0.33977007185052255,4.114145355529954,0.6054308040025925,False
SMALL,30,CTRL_CORR,0.1,63,16,63,63,0.3785,0.3785,12,21,115,94,0.09999999999999964,0.09999999999999587,0.08275933747551853,0.3403319431118069,4.112308695227076,1.2083228678525537,False
SMALL,30,CTRL_CORR,0.2,63,16,63,63,0.86,0.86,3,26,83,57,0.19999999999999984,0.19999999999999607,0.08353631531221538,0.34155807539929545,4.08873762414261,2.3941683237104714,False
SMALL,30,CTRL_CORR,0.3,63,16,63,63,0.9905,0.9905,1,63,63,0,0.29999999999999905,0.29999999999999527,0.08487222414655597,0.34291949005235856,4.0404206853376525,3.534725324058436,True
SMALL,30,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.5999999999999991,0.5999999999999953,0.09193939478278586,0.34779875292212276,3.782913230436474,6.526038173489646,True
SMALL,30,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,0.9999999999999988,0.999999999999995,0.10705006004430026,0.3560875635335739,3.3263649117638523,9.341423999072653,True
SMALL,30,CTRL_INDEP,0.0,63,16,115,115,0.3615,0.3615,8,21,126,105,0.8297725642878295,0.16697151116840814,0.3183261739731952,0.3095294870989337,0.9723658071704709,0.524529632874198,False
SMALL,30,CTRL_INDEP,0.05,63,16,115,115,0.354,0.354,7,21,126,105,0.8297725642878295,0.16697151116840814,0.3183261739731952,0.3095294870989337,0.9723658071704709,0.524529632874198,False
SMALL,30,CTRL_INDEP,0.1,63,16,115,115,0.343,0.343,7,21,126,105,0.8297725642878295,0.16697151116840814,0.3183261739731952,0.3095294870989337,0.9723658071704709,0.524529632874198,False
SMALL,30,CTRL_INDEP,0.2,63,16,115,115,0.3115,0.3115,7,21,126,105,0.8297725642878295,0.06852268126859862,0.32766865499076353,0.3479351879762918,1.0618506917791681,0.2091218681583387,False
SMALL,30,CTRL_INDEP,0.3,63,16,63,63,0.327,0.327,7,21,126,105,0.8715718183365819,0.0417992540487524,0.32818612104558503,0.3475191575247084,1.0589087570721434,0.1273644781673948,False
SMALL,30,CTRL_INDEP,0.6,63,16,63,63,0.772,0.772,3,63,126,63,1.2025376242886372,0.37276506000080767,0.3301871509200113,0.3466999439366736,1.0500104046164491,1.128950835797699,False
SMALL,30,CTRL_INDEP,1.0,63,16,63,63,0.9865,0.9865,1,63,63,0,1.6438253655580435,0.814052801270214,0.33388386208765247,0.34661344287254875,1.0381257743495085,2.438131619121219,True
SMALL,40,CTRL_CORR,0.0,63,16,105,105,0.101,0.101,14,21,126,105,4.551914400963142e-15,1.1102230246251565e-16,0.1273139360922292,0.361380071152022,2.8384957864332288,8.720357399215785e-16,False
SMALL,40,CTRL_CORR,0.05,63,16,63,63,0.1545,0.1545,14,21,126,105,0.04999999999999971,0.04999999999999516,0.10437837166208978,0.3430475659329819,3.2865770989755414,0.4790264420091079,False
SMALL,40,CTRL_CORR,0.1,63,16,63,63,0.4315,0.4315,12,26,126,100,0.09999999999999976,0.0999999999999952,0.10476701553385001,0.3441817752179556,3.2852112228657613,0.9544988896594597,False
SMALL,40,CTRL_CORR,0.2,63,16,63,63,0.901,0.901,1,63,63,0,0.19999999999999996,0.1999999999999954,0.10593196838912114,0.3465586623189577,3.271521029855121,1.888004188361091,True
SMALL,40,CTRL_CORR,0.3,63,16,63,63,0.9945,0.9945,1,63,63,0,0.29999999999999993,0.2999999999999954,0.10759904255541003,0.3490776935204407,3.244245350423792,2.788128898503024,True
SMALL,40,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.5999999999999999,0.5999999999999953,0.11536280141242614,0.35745675411723216,3.0985443292011565,5.2009832689046265,True
SMALL,40,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,0.9999999999999996,0.999999999999995,0.13101088641264252,0.3704268322971809,2.827450774819235,7.632953469609493,True
SMALL,40,CTRL_INDEP,0.0,63,16,32,32,0.4155,0.4155,7,32,126,94,0.8349165965943777,0.156708032224933,0.3619245260869889,0.351171043551012,0.9702880524504927,0.43298539040503736,False
SMALL,40,CTRL_INDEP,0.05,63,16,32,32,0.407,0.407,6,32,105,73,0.8349165965943777,0.156708032224933,0.3619245260869889,0.351171043551012,0.9702880524504927,0.43298539040503736,False
SMALL,40,CTRL_INDEP,0.1,63,16,32,32,0.3905,0.3905,6,32,105,73,0.8349165965943777,0.156708032224933,0.3619245260869889,0.351171043551012,0.9702880524504927,0.43298539040503736,False
SMALL,40,CTRL_INDEP,0.2,63,16,32,32,0.3545,0.3545,5,32,83,51,0.8349165965943777,0.06746988575129031,0.35081345375098955,0.34045994629828363,0.970487142548259,0.1923241113756744,False
SMALL,40,CTRL_INDEP,0.3,63,16,63,63,0.352,0.352,5,32,83,51,0.8771243127112742,0.042207716116896554,0.3506388492736403,0.3398929291811145,0.9693533100659374,0.12037375836799373,False
SMALL,40,CTRL_INDEP,0.6,63,16,63,63,0.786,0.786,2,32,63,31,1.2061571183158355,0.37124052172145783,0.3505031840868842,0.3385885374644996,0.966007023150377,1.0591644771747157,False
SMALL,40,CTRL_INDEP,1.0,63,16,63,63,0.989,0.989,1,63,63,0,1.6448675257885832,0.8099509291942055,0.3512279084009443,0.33778333178766945,0.9617212177856687,2.306055156270799,True
