metric,default,pool,cells,noop,helps,hurts,win_rate,mean_d,median_d,sd,se,t,sign_p
OOS_CAGR,K_Calmar,P_ALL,72,10,6,56,0.0967741935483871,-0.011626285449922065,-0.005078864388605497,0.01896172091846957,0.002234660240736107,-5.202708330324217,2.972584851879123e-11
OOS_CAGR,K_Calmar,P_S1,72,43,5,24,0.1724137931034483,-0.002508109619038998,0.0,0.007614912953726431,0.000897426097954207,-2.7947812357547233,0.0005461126565933228
OOS_CAGR,K_MaxDD,P_ALL,72,0,2,70,0.027777777777777776,-0.04376787461370243,-0.041905102769644875,0.03242917402766074,0.0038218148105395957,-11.452118112317146,1.1134248091657778e-18
OOS_CAGR,K_MaxDD,P_S1,72,40,5,27,0.15625,-0.004095692042527682,0.0,0.008813929716636257,0.0010387315785891872,-3.9429744189451528,0.00011307420209050179
OOS_CAGR,K_Random,P_ALL,72,8,10,54,0.15625,-0.012740652353626956,-0.006194863922616145,0.01985770667476801,0.0023402531747569715,-5.444134203535493,1.9964982237862146e-08
OOS_CAGR,K_Random,P_S1,72,43,7,22,0.2413793103448276,-0.0035463370917646155,0.0,0.008947918076585711,0.0010545222582425743,-3.3629798366464096,0.008130058646202087
OOS_CAGR,K_Sharpe,P_ALL,72,17,7,48,0.12727272727272726,-0.011492573428883142,-0.004849074989510926,0.018002884195980833,0.0021216602493156957,-5.416783121892334,1.3087586125948292e-08
OOS_CAGR,K_Sharpe,P_S1,72,47,5,20,0.2,-0.0026437768631067857,0.0,0.008048022906572652,0.0009484685953970319,-2.787416342446312,0.004077315330505371
OOS_MaxDD,D_NONE,P_ALL,72,72,0,0,,0.0,0.0,0.0,0.0,,
OOS_MaxDD,D_NONE,P_S1,72,72,0,0,,0.0,0.0,0.0,0.0,,
OOS_MaxDD,K_CAGR,P_ALL,72,32,35,5,0.875,0.005824448694129446,4.996003610813204e-16,0.008734378516928733,0.001029356379795068,5.65834030706549,1.382612026645802e-06
OOS_MaxDD,K_CAGR,P_S1,72,48,21,3,0.875,0.006551290931080891,0.0,0.014962320159183484,0.0017633263411404709,3.7153025950055825,0.0002771615982055664
OOS_MaxDD,K_Calmar,P_ALL,72,16,44,12,0.7857142857142857,0.01956631215329397,0.010991639212654558,0.032000127876858214,0.0037712512367605207,5.188281269242964,2.0876568218419767e-05
OOS_MaxDD,K_Calmar,P_S1,72,45,20,7,0.7407407407407407,0.007810059997521994,0.0,0.01783653483197282,0.0021020557887596733,3.715438971355918,0.0191572904586792
OOS_MaxDD,K_MaxDD,P_ALL,72,1,69,2,0.971830985915493,0.08139669782583175,0.0718876378563007,0.061374725499527744,0.007233080765696498,11.25339263621423,2.165863246129246e-18
OOS_MaxDD,K_MaxDD,P_S1,72,42,25,5,0.8333333333333334,0.011314895127840558,0.0,0.020942555897916826,0.0024681038817992193,4.584448495576341,0.00032491423189640045
OOS_MaxDD,K_Random,P_ALL,72,17,40,15,0.7272727272727273,0.021093146433929146,0.0034014034408645366,0.04339747776972657,0.005114441802894352,4.1242323692083405,0.0010158471941252856
OOS_MaxDD,K_Random,P_S1,72,43,22,7,0.7586206896551724,0.009751426134837213,0.0,0.020740341370970646,0.002444272671256207,3.989500127997412,0.008130058646202087
OOS_MaxDD,K_Sharpe,P_ALL,72,24,42,6,0.875,0.02188032355902885,0.008919204393674551,0.037107072612064154,0.00437311044566203,5.003377763013819,1.0087482138487758e-07
OOS_MaxDD,K_Sharpe,P_S1,72,47,21,4,0.84,0.007956968076147127,0.0,0.01596233273659277,0.001881178953600128,4.2297773217797205,0.0009105205535888672
