slice,ceiling_x_yr,admitted,admit_share,precision,recall,lift
0bps gross<0.9,8.0,658,0.49177877428998507,0.12613981762917933,0.21614583333333334,0.43951842705167177
0bps gross<0.9,12.0,992,0.7414050822122571,0.3094758064516129,0.7994791666666666,1.0783297631048387
0bps gross<0.9,20.0,1261,0.9424514200298953,0.3021411578112609,0.9921875,1.0527730967486122
0bps gross>=0.9,0.5,3,0.01060070671378092,0.0,0.0,0.0
0bps gross>=0.9,0.75,3,0.01060070671378092,0.0,0.0,0.0
0bps gross>=0.9,1.0,4,0.014134275618374558,0.0,0.0,0.0
0bps gross>=0.9,1.5,5,0.0176678445229682,0.0,0.0,0.0
0bps gross>=0.9,2.0,5,0.0176678445229682,0.0,0.0,0.0
0bps gross>=0.9,3.0,6,0.02120141342756184,0.0,0.0,0.0
0bps gross>=0.9,4.0,6,0.02120141342756184,0.0,0.0,0.0
0bps gross>=0.9,6.0,6,0.02120141342756184,0.0,0.0,0.0
0bps gross>=0.9,8.0,6,0.02120141342756184,0.0,0.0,0.0
0bps gross>=0.9,12.0,171,0.6042402826855123,0.36257309941520466,0.7045454545454546,1.1660021265284424
0bps gross>=0.9,20.0,280,0.9893992932862191,0.3142857142857143,1.0,1.0107142857142857
10bps pooled,0.25,4,0.0005802988539097636,0.0,0.0,0.0
10bps pooled,0.5,534,0.07746989699695343,0.018726591760299626,0.005834305717619603,0.07531061668829948
10bps pooled,0.75,611,0.08864064993471638,0.054009819967266774,0.019253208868144692,0.21720518613440482
10bps pooled,1.0,705,0.10227767300159582,0.07943262411347518,0.03267211201866978,0.3194452030421146
10bps pooled,1.5,920,0.1334687363992456,0.12934782608695652,0.06942823803967328,0.520183526964639
10bps pooled,2.0,1128,0.1636442768025533,0.1524822695035461,0.10035005834305717,0.6132207022683449
10bps pooled,3.0,1514,0.2196431162048455,0.1571994715984148,0.13885647607934656,0.6321913405646867
10bps pooled,4.0,2040,0.2959524154939794,0.1906862745098039,0.22695449241540255,0.7668614295192989
10bps pooled,6.0,2539,0.3683446975192224,0.23001181567546278,0.34072345390898484,0.9250125119317181
10bps pooled,8.0,3018,0.43783548527491656,0.2551358515573227,0.4492415402567094,1.0260510062920802
10bps pooled,12.0,4795,0.695633251124329,0.3261730969760167,0.912485414235706,1.311733464093164
10bps pooled,20.0,6498,0.9426954881764108,0.2623884272083718,0.9947491248541424,1.0552178697475536
10bps gross<0.9,0.25,4,0.0007252946509519493,0.0,0.0,0.0
10bps gross<0.9,0.5,385,0.06980961015412511,0.023376623376623377,0.006016042780748663,0.0861778595735815
10bps gross<0.9,0.75,461,0.08359020852221215,0.06941431670281996,0.0213903743315508,0.2558956929251685
10bps gross<0.9,1.0,550,0.09972801450589303,0.1,0.03676470588235294,0.36864973262032086
10bps gross<0.9,1.5,738,0.13381686310063462,0.15989159891598917,0.07887700534759358,0.5894399518861498
10bps gross<0.9,2.0,940,0.17044424297370808,0.1819148936170213,0.1143048128342246,0.6706287689156901
10bps gross<0.9,3.0,1314,0.23825929283771533,0.18036529680365296,0.15842245989304812,0.6649161844065147
10bps gross<0.9,4.0,1840,0.33363553943789664,0.2108695652173913,0.25935828877005346,0.7773700883515461
10bps gross<0.9,6.0,2310,0.4188576609247507,0.24978354978354977,0.3856951871657754,0.9208263884066022
10bps gross<0.9,8.0,2770,0.5022665457842248,0.2732851985559567,0.5060160427807486,1.0074651537674473
10bps gross<0.9,12.0,4046,0.7336355394378966,0.3568956994562531,0.9652406417112299,1.3156950417789008
10bps gross<0.9,20.0,5220,0.9465095194922938,0.28620689655172415,0.9986631016042781,1.0551009588788494
10bps gross>=0.9,0.5,149,0.1081277213352685,0.006711409395973154,0.0045871559633027525,0.04242349609014223
10bps gross>=0.9,0.75,150,0.10885341074020319,0.006666666666666667,0.0045871559633027525,0.04214067278287462
10bps gross>=0.9,1.0,155,0.11248185776487664,0.0064516129032258064,0.0045871559633027525,0.04078129624149157
10bps gross>=0.9,1.5,182,0.1320754716981132,0.005494505494505495,0.0045871559633027525,0.03473132372214942
10bps gross>=0.9,2.0,188,0.13642960812772134,0.005319148936170213,0.0045871559633027525,0.03362287722037868
10bps gross>=0.9,3.0,200,0.14513788098693758,0.005,0.0045871559633027525,0.03160550458715597
10bps gross>=0.9,4.0,200,0.14513788098693758,0.005,0.0045871559633027525,0.03160550458715597
10bps gross>=0.9,6.0,229,0.16618287373004353,0.03056768558951965,0.03211009174311927,0.19322142542366091
10bps gross>=0.9,8.0,248,0.1799709724238026,0.05241935483870968,0.05963302752293578,0.331348031962119
10bps gross>=0.9,12.0,749,0.5435413642960812,0.1602136181575434,0.5504587155963303,1.0127264487206185
10bps gross>=0.9,20.0,1278,0.9274310595065312,0.1651017214397496,0.9678899082568807,1.0436246428622704
25bps pooled,0.25,4,0.0006056935190793458,0.0,0.0,0.0
25bps pooled,0.5,508,0.07692307692307693,0.015748031496062992,0.009603841536614645,0.12484993997599039
25bps pooled,0.75,576,0.08721986674742581,0.050347222222222224,0.03481392557022809,0.3991513271975457
25bps pooled,1.0,669,0.10130224106602059,0.07922272047832586,0.06362545018007203,0.6280754454248068
25bps pooled,1.5,885,0.13400969109630526,0.12768361581920903,0.13565426170468187,1.0122720274550498
25bps pooled,2.0,1089,0.16490006056935191,0.14600550964187328,0.1908763505402161,1.1575274737994372
25bps pooled,3.0,1471,0.22274379164142943,0.14547926580557444,0.25690276110444177,1.1533554278271472
25bps pooled,4.0,1962,0.29709267110841914,0.16615698267074414,0.39135654261704683,1.3172877713776643
25bps pooled,6.0,2426,0.36735311932162323,0.18219291014014838,0.5306122448979592,1.444420142335582
25bps pooled,8.0,2882,0.4364021804966687,0.16793893129770993,0.581032412965186,1.3314150087515924
25bps pooled,12.0,4583,0.6939733494851605,0.1767401265546585,0.9723889555822329,1.4011906311728268
25bps pooled,20.0,6231,0.943519079345851,0.13368640667629594,1.0,1.0598619804204783
25bps gross<0.9,0.25,4,0.0007614696363982486,0.0,0.0,0.0
25bps gross<0.9,0.5,360,0.06853226727584237,0.022222222222222223,0.01045751633986928,0.1525925925925926
25bps gross<0.9,0.75,427,0.08128688368551304,0.06791569086651054,0.03790849673202614,0.4663544106167058
25bps gross<0.9,1.0,515,0.09803921568627451,0.1029126213592233,0.06928104575163399,0.7066666666666667
25bps gross<0.9,1.5,704,0.13401865600609175,0.16051136363636365,0.1477124183006536,1.1021780303030304
25bps gross<0.9,2.0,902,0.17171140300780507,0.1762749445676275,0.20784313725490197,1.2104212860310422
25bps gross<0.9,3.0,1272,0.24214734437464305,0.16823899371069181,0.2797385620915033,1.1552410901467505
25bps gross<0.9,4.0,1763,0.3356177422425281,0.1849120816789563,0.4261437908496732,1.2697296275288334
25bps gross<0.9,6.0,2198,0.4184275652008376,0.19927206551410373,0.5725490196078431,1.3683348498635124
25bps gross<0.9,8.0,2635,0.5016181229773463,0.18026565464895636,0.6209150326797386,1.2378241619228338
25bps gross<0.9,12.0,3848,0.7325337902151152,0.19854469854469856,0.9986928104575163,1.3633402633402636
25bps gross<0.9,20.0,4980,0.9480296973158195,0.1536144578313253,1.0,1.0548192771084337
25bps gross>=0.9,0.5,148,0.10954848260547742,0.0,0.0,0.0
25bps gross>=0.9,0.75,149,0.11028867505551443,0.0,0.0,0.0
25bps gross>=0.9,1.0,154,0.11398963730569948,0.0,0.0,0.0
25bps gross>=0.9,1.5,181,0.13397483345669875,0.0,0.0,0.0
25bps gross>=0.9,2.0,187,0.1384159881569208,0.0,0.0,0.0
25bps gross>=0.9,3.0,199,0.14729829755736493,0.0,0.0,0.0
25bps gross>=0.9,4.0,199,0.14729829755736493,0.0,0.0,0.0
25bps gross>=0.9,6.0,228,0.1687638786084382,0.017543859649122806,0.058823529411764705,0.34855521155830754
25bps gross>=0.9,8.0,247,0.18282753515914138,0.03643724696356275,0.1323529411764706,0.723922362467254
25bps gross>=0.9,12.0,735,0.5440414507772021,0.06258503401360545,0.6764705882352942,1.2434173669467787
25bps gross>=0.9,20.0,1251,0.9259807549962991,0.05435651478816946,1.0,1.0799360511590728
