panel,book,gross,cost_bps,chooser,q,H,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,base_OOS_Sharpe,base_OOS_CAGR,base_OOS_MaxDD,pass4b,pass4a
U56,CAND,0.75,10.0,C_ISCALMAR,0.3,126,0.1195867929198502,1.1997898503513553,-0.1472118875309617,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.2839355379722956,0.0951245058604564,-0.12054950773958317,True,False
U56,CAND,0.75,25.0,C_ISSHARPE,inf,63,0.13104300062203,1.1786655678511138,-0.1756836938565105,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.2471042446353333,0.09219507341635946,-0.12092639496264546,True,False
U56,CAND,0.75,25.0,C_ISCALMAR,0.3,126,0.1122626790431096,1.1321288016967728,-0.1525787664329794,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.2471042446353333,0.09219507341635946,-0.12092639496264546,True,False
U56,CAND,0.75,50.0,C_ISSHARPE,inf,63,0.11867736655768191,1.0767540132346374,-0.17861367175230713,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.1856242391281901,0.08732952292477725,-0.12155438589978085,False,False
U56,CAND,0.75,50.0,C_ISCALMAR,0.3,126,0.10015693541381698,1.0191403457787451,-0.16630158579650423,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.1856242391281901,0.08732952292477725,-0.12155438589978085,False,False
U56,CAND,1.0,0.0,C_ISSHARPE,inf,63,0.18588102761864755,1.240320117227432,-0.22996762296763962,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.3084634507178121,0.09708168179295829,-0.12029821098034799,False,False
U56,CAND,1.0,0.0,C_ISCALMAR,0.3,126,0.1602398581003841,1.2007459073842375,-0.19802638450271737,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.3084634507178121,0.09708168179295829,-0.12029821098034799,True,False
U56,CAND,1.0,10.0,C_ISSHARPE,inf,63,0.1791787324880838,1.2010516293259708,-0.23143958043721102,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.2839355379722956,0.0951245058604564,-0.12054950773958317,False,False
U56,CAND,1.0,10.0,C_ISCALMAR,0.3,126,0.1536583525038866,1.1568678900046419,-0.1985896896436361,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.2839355379722956,0.0951245058604564,-0.12054950773958317,True,False
U56,CAND,1.0,25.0,C_ISSHARPE,inf,63,0.16919261159408938,1.142064220896412,-0.23364478801083466,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.2471042446353333,0.09219507341635946,-0.12092639496264546,False,False
U56,CAND,1.0,25.0,C_ISCALMAR,0.3,126,0.14385246018582554,1.0909393142728163,-0.19943437021527854,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.2471042446353333,0.09219507341635946,-0.12092639496264546,True,False
U56,CAND,1.0,50.0,C_ISSHARPE,inf,63,0.1527270792943205,1.0435965710638826,-0.23731286202349577,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.1856242391281901,0.08732952292477725,-0.12155438589978085,False,False
U56,CAND,1.0,50.0,C_ISCALMAR,0.3,126,0.1276847757382027,0.9808595780541666,-0.20345779299855948,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.1856242391281901,0.08732952292477725,-0.12155438589978085,False,False
U56,CAP2,0.75,0.0,C_ISSHARPE,inf,63,0.13168913356431755,1.3693466954314064,-0.14765004422980454,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.3084634507178121,0.09708168179295829,-0.12029821098034799,True,False
U56,CAP2,0.75,0.0,C_ISCALMAR,0.3,126,0.117496897648389,1.3181578003725043,-0.14146442926726488,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.3084634507178121,0.09708168179295829,-0.12029821098034799,True,False
U56,CAP2,0.75,10.0,C_ISSHARPE,inf,63,0.12773946456006335,1.3318413815124672,-0.14809080759214632,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.2839355379722956,0.0951245058604564,-0.12054950773958317,True,False
U56,CAP2,0.75,10.0,C_ISCALMAR,0.3,126,0.11362985247669388,1.2783317107712557,-0.14190611012804288,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.2839355379722956,0.0951245058604564,-0.12054950773958317,True,False
U56,CAP2,0.75,25.0,C_ISSHARPE,inf,63,0.12183969460699817,1.275468963789105,-0.14875179387181792,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.2471042446353333,0.09219507341635946,-0.12092639496264546,True,False
U56,CAP2,0.75,25.0,C_ISCALMAR,0.3,126,0.10785326914444249,1.2184557003600909,-0.1425684745656277,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.2471042446353333,0.09219507341635946,-0.12092639496264546,False,False
U56,CAP2,0.75,50.0,C_ISSHARPE,inf,63,0.1120723488705766,1.181260845927782,-0.14985301432639275,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.1856242391281901,0.08732952292477725,-0.12155438589978085,False,False
U56,CAP2,0.75,50.0,C_ISCALMAR,0.3,126,0.0982892508902089,1.1183604352114243,-0.14367199704280798,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.1856242391281901,0.08732952292477725,-0.12155438589978085,False,False
U56,CAP2,1.0,0.0,C_ISSHARPE,inf,63,0.14757573417524883,1.333105459265909,-0.17219526991017187,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.3084634507178121,0.09708168179295829,-0.12029821098034799,True,False
U56,CAP2,1.0,0.0,C_ISCALMAR,0.3,126,0.13204175896294834,1.2839786691132495,-0.1650682974679799,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.3084634507178121,0.09708168179295829,-0.12029821098034799,True,False
U56,CAP2,1.0,10.0,C_ISSHARPE,inf,63,0.14292015051644658,1.2952683323978311,-0.172766014578268,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.2839355379722956,0.0951245058604564,-0.12054950773958317,True,False
U56,CAP2,1.0,10.0,C_ISCALMAR,0.3,126,0.1275124630864668,1.2441096354541012,-0.165639712724294,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.2839355379722956,0.0951245058604564,-0.12054950773958317,True,False
U56,CAP2,1.0,25.0,C_ISSHARPE,inf,63,0.13597078538040042,1.238402726012863,-0.17362190598961036,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.2471042446353333,0.09219507341635946,-0.12092639496264546,True,False
U56,CAP2,1.0,25.0,C_ISCALMAR,0.3,126,0.12075111890740309,1.1841767225863347,-0.16649661307930974,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.2471042446353333,0.09219507341635946,-0.12092639496264546,True,False
U56,CAP2,1.0,50.0,C_ISSHARPE,inf,63,0.12447863828467565,1.1433814467910008,-0.1750477901440134,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.1856242391281901,0.08732952292477725,-0.12155438589978085,True,False
U56,CAP2,1.0,50.0,C_ISCALMAR,0.3,126,0.10956860999316653,1.084001232817652,-0.16792418696813316,0.8831406547160487,0.15454794790057602,-0.33717256724185274,1.1856242391281901,0.08732952292477725,-0.12155438589978085,False,False
