n_min,tau,n_cells,n_below,share_below,flip_below,flip_above,dflip,goodS_below,goodS_above,goodD_below,goodD_above,sok_dbad_below,sok_dbad_above,regS_below,regS_above,regD_below,regD_above,hit_below,hit_above,arm
5,0.02,4032,319,0.07911706349206349,0.322884012539185,0.32345812011850256,-0.0005741075793175843,0.6896551724137931,0.7204416913546997,0.6927899686520376,0.6189065445731214,0.15987460815047022,0.2124966334500404,-0.011711135610479045,-0.07256248511093204,3.779912739362821,3.3026115973323886,0.6018808777429467,0.3587395636951252,archaeology_all
5,0.05,4032,556,0.1378968253968254,0.38669064748201437,0.31329113924050633,0.07339950824150804,0.6690647482014388,0.7258342922899885,0.6492805755395683,0.6208285385500575,0.20323741007194246,0.20914844649021863,-0.018963825936280643,-0.07555134414731345,2.552052782806391,3.466469412402631,0.4136690647482014,0.3722669735327963,archaeology_all
5,0.1,4032,1014,0.25148809523809523,0.40039447731755423,0.2975480450629556,0.10284643225459861,0.6291913214990138,0.747846255798542,0.6291913214990138,0.6232604373757455,0.20019723865877712,0.21106693174287608,-0.033095518366731344,-0.07939082301284557,1.9443178957632068,3.8094269974976824,0.32741617357001973,0.3949635520212061,archaeology_all
3,0.0025,651,31,0.047619047619047616,0.41935483870967744,0.3387096774193548,0.08064516129032262,0.6451612903225806,0.8,0.6774193548387096,0.6806451612903226,0.1935483870967742,0.22903225806451613,-0.0009434191752414262,-0.045695634294977514,2.4771204952363526,3.7078664764676064,0.5161290322580645,0.39838709677419354,archaeology_validated
3,0.005,651,42,0.06451612903225806,0.4523809523809524,0.33497536945812806,0.11740558292282433,0.6428571428571429,0.8029556650246306,0.6190476190476191,0.6847290640394089,0.23809523809523808,0.22660098522167488,-0.0025177229293881723,-0.04639539391508085,2.483718348877003,3.729641675056501,0.47619047619047616,0.39901477832512317,archaeology_validated
3,0.01,651,66,0.10138248847926268,0.48484848484848486,0.3264957264957265,0.15835275835275836,0.5909090909090909,0.8153846153846154,0.6212121212121212,0.6871794871794872,0.22727272727272727,0.22735042735042735,-0.0030420997984084604,-0.04813634302670698,3.050520635489794,3.7168095535383183,0.4393939393939394,0.4,archaeology_validated
3,0.02,651,89,0.13671274961597543,0.4943820224719101,0.3185053380782918,0.1758766843936183,0.651685393258427,0.8149466192170819,0.6292134831460674,0.6886120996441281,0.25842696629213485,0.22241992882562278,-0.003254653291581803,-0.049948176360084987,3.6263052837636507,3.652894627237149,0.4606741573033708,0.39501779359430605,archaeology_validated
3,0.05,651,124,0.19047619047619047,0.49193548387096775,0.30740037950664134,0.1845351043643264,0.6693548387096774,0.8216318785578748,0.6129032258064516,0.6963946869070209,0.27419354838709675,0.21631878557874762,-0.012094214663485776,-0.0509693674365205,2.8885503975539977,3.8282499079042642,0.4435483870967742,0.3946869070208729,archaeology_validated
3,0.1,651,186,0.2857142857142857,0.4838709677419355,0.2860215053763441,0.19784946236559142,0.6612903225806451,0.8451612903225807,0.6827956989247311,0.6795698924731183,0.23118279569892472,0.22580645161290322,-0.019697850686057866,-0.05311126673056297,2.2498290724442325,4.209031705994872,0.3924731182795699,0.40860215053763443,archaeology_validated
4,0.0025,443,10,0.022573363431151242,0.3,0.3002309468822171,-0.0002309468822170868,0.6,0.7759815242494227,0.9,0.7066974595842956,0.0,0.18475750577367206,-0.0007294221188883232,-0.05163644735861679,1.942890293094024e-15,4.510165644688607,0.6,0.3371824480369515,archaeology_validated
4,0.005,443,15,0.033860045146726865,0.3333333333333333,0.29906542056074764,0.034267912772585674,0.5333333333333333,0.780373831775701,0.7333333333333333,0.7102803738317757,0.06666666666666667,0.18457943925233644,-0.0021837553078085364,-0.05218018597629165,0.6435151906337547,4.540301393202477,0.5333333333333333,0.3364485981308411,archaeology_validated
4,0.01,443,21,0.04740406320541761,0.23809523809523808,0.3033175355450237,-0.06522229744978564,0.5714285714285714,0.7819905213270142,0.7142857142857143,0.7109004739336493,0.047619047619047616,0.1872037914691943,-0.0019773886998547276,-0.052901305129793845,1.181704889336763,4.568923984535769,0.5714285714285714,0.33175355450236965,archaeology_validated
4,0.02,443,30,0.06772009029345373,0.4,0.2929782082324455,0.1070217917675545,0.6,0.784503631961259,0.6666666666666666,0.7142857142857143,0.16666666666666666,0.18159806295399517,-0.002344105354585709,-0.05398438926593797,4.575925858899281,4.396183894390286,0.6,0.324455205811138,archaeology_validated
4,0.05,443,47,0.10609480812641084,0.44680851063829785,0.2828282828282828,0.16398022781001503,0.5957446808510638,0.7929292929292929,0.6170212765957447,0.7222222222222222,0.2127659574468085,0.17676767676767677,-0.012438018901812313,-0.05500325514920397,3.353705845989671,4.533529165122859,0.5106382978723404,0.32323232323232326,archaeology_validated
4,0.1,443,86,0.19413092550790068,0.5,0.25210084033613445,0.24789915966386555,0.5581395348837209,0.8235294117647058,0.7325581395348837,0.7058823529411765,0.16279069767441862,0.18487394957983194,-0.027667504093468673,-0.05598451141577492,2.3633095369465402,4.901000291240236,0.3488372093023256,0.34173669467787116,archaeology_validated
5,0.0025,403,6,0.01488833746898263,0.3333333333333333,0.2871536523929471,0.046179680940386214,0.6666666666666666,0.783375314861461,1.0,0.7178841309823678,0.0,0.17632241813602015,-0.0010928418710792938,-0.054407358417635256,0.0,4.509285142293357,0.6666666666666666,0.3198992443324937,archaeology_validated
5,0.005,403,9,0.022332506203473945,0.3333333333333333,0.2868020304568528,0.046531302876480496,0.6666666666666666,0.7842639593908629,0.7777777777777778,0.7208121827411168,0.1111111111111111,0.1751269035532995,-0.0008149320466030637,-0.054819654707127505,1.0156311943037402,4.520420103405404,0.6666666666666666,0.31725888324873097,archaeology_validated
5,0.01,403,11,0.02729528535980149,0.2727272727272727,0.288265306122449,-0.015538033395176287,0.7272727272727273,0.7831632653061225,0.8181818181818182,0.7193877551020408,0.09090909090909091,0.1760204081632653,-0.0006667625835843249,-0.0550993468229802,0.8309709771576056,4.543483471279921,0.7272727272727273,0.3137755102040816,archaeology_validated
5,0.02,403,15,0.03722084367245657,0.3333333333333333,0.2860824742268041,0.04725085910652921,0.6666666666666666,0.7860824742268041,0.8666666666666667,0.7164948453608248,0.06666666666666667,0.17783505154639176,-0.0019409432265770966,-0.05561124792430158,0.6093787165822441,4.590323507066312,0.6666666666666666,0.3118556701030928,archaeology_validated
5,0.05,403,26,0.06451612903225806,0.5,0.27320954907161804,0.22679045092838196,0.5769230769230769,0.7957559681697612,0.6923076923076923,0.7241379310344828,0.19230769230769232,0.1724137931034483,-0.018858929105525578,-0.05601046733762336,0.5393194288803567,4.711310069866242,0.5,0.3129973474801061,archaeology_validated
5,0.1,403,56,0.13895781637717122,0.5357142857142857,0.2478386167146974,0.2878756689995883,0.5,0.8270893371757925,0.8214285714285714,0.7060518731988472,0.10714285714285714,0.1844380403458213,-0.03616810511027894,-0.05642900419842089,0.9373411664604525,5.007766847748349,0.26785714285714285,0.33429394812680113,archaeology_validated
3,0.0025,72,2,0.027777777777777776,0.0,0.12857142857142856,-0.12857142857142856,0.0,0.8285714285714286,0.0,0.7,0.0,0.12857142857142856,-0.002178680637404784,-0.02100289342709271,12.612955399187104,2.1566836681701593,0.0,0.4142857142857143,live
3,0.005,72,5,0.06944444444444445,0.0,0.13432835820895522,-0.13432835820895522,0.0,0.8656716417910447,0.0,0.7313432835820896,0.0,0.13432835820895522,-0.0024011845846519273,-0.021829163854448354,12.700633109513088,1.681949283921193,0.0,0.43283582089552236,live
3,0.01,72,6,0.08333333333333333,0.0,0.13636363636363635,-0.13636363636363635,0.0,0.8787878787878788,0.0,0.7424242424242424,0.0,0.13636363636363635,-0.0022702064866278646,-0.02213543427653836,12.728041960970366,1.512507815219139,0.0,0.4393939393939394,live
3,0.02,72,6,0.08333333333333333,0.0,0.13636363636363635,-0.13636363636363635,0.0,0.8787878787878788,0.0,0.7424242424242424,0.0,0.13636363636363635,-0.0022702064866278646,-0.02213543427653836,12.728041960970366,1.512507815219139,0.0,0.4393939393939394,live
3,0.05,72,20,0.2777777777777778,0.0,0.17307692307692307,-0.17307692307692307,0.7,0.8461538461538461,0.7,0.6730769230769231,0.0,0.17307692307692307,-0.0176866641934481,-0.021554358025044944,5.1953820131671815,1.3901178328258028,0.1,0.5192307692307693,live
3,0.1,72,40,0.5555555555555556,0.075,0.1875,-0.1125,0.675,0.96875,0.6,0.78125,0.075,0.1875,-0.028341508762325208,-0.010653110958696591,3.658987954825123,0.9323202930400145,0.125,0.75,live
4,0.0025,72,2,0.027777777777777776,0.0,0.12857142857142856,-0.12857142857142856,0.0,0.8285714285714286,0.0,0.7,0.0,0.12857142857142856,-0.002178680637404784,-0.02100289342709271,12.612955399187104,2.1566836681701593,0.0,0.4142857142857143,live
4,0.005,72,5,0.06944444444444445,0.0,0.13432835820895522,-0.13432835820895522,0.0,0.8656716417910447,0.0,0.7313432835820896,0.0,0.13432835820895522,-0.0024011845846519273,-0.021829163854448354,12.700633109513088,1.681949283921193,0.0,0.43283582089552236,live
4,0.01,72,6,0.08333333333333333,0.0,0.13636363636363635,-0.13636363636363635,0.0,0.8787878787878788,0.0,0.7424242424242424,0.0,0.13636363636363635,-0.0022702064866278646,-0.02213543427653836,12.728041960970366,1.512507815219139,0.0,0.4393939393939394,live
4,0.02,72,6,0.08333333333333333,0.0,0.13636363636363635,-0.13636363636363635,0.0,0.8787878787878788,0.0,0.7424242424242424,0.0,0.13636363636363635,-0.0022702064866278646,-0.02213543427653836,12.728041960970366,1.512507815219139,0.0,0.4393939393939394,live
4,0.05,72,20,0.2777777777777778,0.0,0.17307692307692307,-0.17307692307692307,0.7,0.8461538461538461,0.7,0.6730769230769231,0.0,0.17307692307692307,-0.0176866641934481,-0.021554358025044944,5.1953820131671815,1.3901178328258028,0.1,0.5192307692307693,live
4,0.1,72,40,0.5555555555555556,0.075,0.1875,-0.1125,0.675,0.96875,0.6,0.78125,0.075,0.1875,-0.028341508762325208,-0.010653110958696591,3.658987954825123,0.9323202930400145,0.125,0.75,live
5,0.0025,66,2,0.030303030303030304,0.0,0.140625,-0.140625,0.0,0.859375,0.0,0.71875,0.0,0.140625,-0.002178680637404784,-0.019769882507117642,12.612955399187104,2.146436993066019,0.0,0.453125,live
5,0.005,66,5,0.07575757575757576,0.0,0.14754098360655737,-0.14754098360655737,0.0,0.9016393442622951,0.0,0.7540983606557377,0.0,0.14754098360655737,-0.0024011845846519273,-0.02061678555421441,12.700633109513088,1.6245034886399017,0.0,0.47540983606557374,live
5,0.01,66,6,0.09090909090909091,0.0,0.15,-0.15,0.0,0.9166666666666666,0.0,0.7666666666666667,0.0,0.15,-0.0022702064866278646,-0.020933476713509525,12.728041960970366,1.4371604431462872,0.0,0.48333333333333334,live
5,0.02,66,6,0.09090909090909091,0.0,0.15,-0.15,0.0,0.9166666666666666,0.0,0.7666666666666667,0.0,0.15,-0.0022702064866278646,-0.020933476713509525,12.728041960970366,1.4371604431462872,0.0,0.48333333333333334,live
5,0.05,66,20,0.30303030303030304,0.0,0.1956521739130435,-0.1956521739130435,0.7,0.8913043478260869,0.7,0.6956521739130435,0.0,0.1956521739130435,-0.0176866641934481,-0.01991079473611689,5.1953820131671815,1.2758747411142572,0.1,0.5869565217391305,live
5,0.1,66,34,0.5151515151515151,0.08823529411764706,0.1875,-0.09926470588235294,0.7058823529411765,0.96875,0.6176470588235294,0.78125,0.08823529411764706,0.1875,-0.027315596795648465,-0.010653110958696591,3.90481261697997,0.9323202930400145,0.14705882352941177,0.75,live
