ceiling,n_levels,selector,declared,form,book_level,uniform,pin_rate_all,pin_rate_draws,n_ind,binom_p,band_lo,band_hi,mean_k_pick,mean_OOS_S,mean_OOS_CAGR,mean_OOS_DD,anchor_OOS_S,beats_anchor,beats_v2,beats_spy,verdict
80,3,ESD-MAX,extensive,MAX,False,0.3333333333333333,1.0,1.0,8,0.0001524157902758725,0.0,0.625,80.0,0.3311930527321444,0.04254795616625605,-0.3326693372237589,0.28776234247654847,0.7,0.2,0.0,WIDTH-PINNED
80,3,BSD-MAX,intensive,MAX,False,0.3333333333333333,0.25,0.25,8,0.8049077884468834,0.0,0.625,50.0,0.2364067725515496,0.02359263047600629,-0.3484781551502847,0.28776234247654847,0.425,0.075,0.0,WIDTH-NEUTRAL
80,3,COVER-MAX,extensive,MAX,False,0.3333333333333333,1.0,1.0,8,0.0001524157902758725,0.0,0.625,80.0,0.3311930527321444,0.04254795616625605,-0.3326693372237589,0.28776234247654847,0.7,0.2,0.0,WIDTH-PINNED
80,3,COVERSHARE-MAX,intensive,MAX,False,0.3333333333333333,0.5,0.5,8,0.2586495960981558,0.0,0.625,65.0,0.2583487160384987,0.028523372150232006,-0.35182263878020603,0.28776234247654847,0.425,0.1,0.0,WIDTH-NEUTRAL
80,3,SELECTIVITY-MAX,inverse,MAX,False,0.3333333333333333,0.0,0.0,8,1.0000000000000004,0.0,0.625,40.0,0.25239947917014005,0.026863712783707805,-0.324992796881566,0.28776234247654847,0.425,0.025,0.0,WIDTH-NEUTRAL
80,3,IS-SHARPE-MAX,intensive,MAX,True,0.3333333333333333,0.35,0.375,8,0.5317786922725196,0.0,0.625,59.5,0.3005704721306704,0.03529604852951471,-0.3222637422309253,0.28776234247654847,0.55,0.05,0.0,WIDTH-NEUTRAL
80,3,EWSHARPE-MAX,intensive,MAX,False,0.3333333333333333,0.375,0.375,8,0.5317786922725196,0.0,0.625,62.5,0.33052424284474996,0.04034330372514312,-0.3135187641600938,0.28776234247654847,0.625,0.075,0.0,WIDTH-NEUTRAL
80,3,EBAR-MIN,extensive,MIN,False,0.3333333333333333,1.0,1.0,8,0.0001524157902758725,0.0,0.625,40.0,0.25239947917014005,0.026863712783707805,-0.324992796881566,0.28776234247654847,0.425,0.025,0.0,WIDTH-PINNED
80,3,BREADTH-MIN,intensive,MIN,False,0.3333333333333333,0.25,0.25,8,0.8049077884468834,0.0,0.625,62.5,0.32009195678854885,0.037976376672316736,-0.3105525446376835,0.28776234247654847,0.6,0.025,0.0,WIDTH-NEUTRAL
80,3,K-MAX,control+,MAX,False,0.3333333333333333,1.0,1.0,8,0.0001524157902758725,0.0,0.625,80.0,0.3311930527321444,0.04254795616625605,-0.3326693372237589,0.28776234247654847,0.7,0.2,0.0,WIDTH-PINNED
80,3,RANDOM,control-,MAX,False,0.3333333333333333,0.0,0.0,8,1.0000000000000004,0.0,0.625,52.5,0.27278911971551933,0.02985952400907545,-0.3064354895793985,0.28776234247654847,0.425,0.0,0.0,WIDTH-NEUTRAL
100,4,EBAR-MAX,extensive,MAX,False,0.25,1.0,1.0,8,1.52587890625e-05,0.0,0.625,100.0,0.3841016162182534,0.05334652417934684,-0.3085800439269947,0.31184716091197473,0.65,0.225,0.0,WIDTH-PINNED
100,4,BREADTH-MAX,intensive,MAX,False,0.25,0.25,0.25,8,0.6329193115234375,0.0,0.625,67.5,0.225981137476375,0.023214527600793698,-0.3709399177592808,0.31184716091197473,0.275,0.15,0.0,WIDTH-NEUTRAL
100,4,EMED-MAX,extensive,MAX,False,0.25,0.875,0.875,8,0.0003814697265625,0.0,0.625,97.5,0.34238132204597893,0.04618059728300557,-0.3256399639232389,0.31184716091197473,0.525,0.225,0.0,WIDTH-PINNED
100,4,BMED-MAX,intensive,MAX,False,0.25,0.375,0.375,8,0.3214569091796875,0.0,0.625,75.0,0.27882882434934875,0.03264612962039034,-0.3492177945977827,0.31184716091197473,0.375,0.2,0.0,WIDTH-NEUTRAL
100,4,EMAX-MAX,extensive,MAX,False,0.25,0.875,0.875,8,0.0003814697265625,0.0,0.625,97.5,0.34238132204597893,0.04618059728300557,-0.3256399639232389,0.31184716091197473,0.525,0.225,0.0,WIDTH-PINNED
100,4,BMAX-MAX,intensive,MAX,False,0.25,0.125,0.125,8,0.8998870849609375,0.0,0.625,62.5,0.20153710597586488,0.018449904567253126,-0.37922100883771037,0.31184716091197473,0.15,0.075,0.0,WIDTH-NEUTRAL
100,4,ESD-MAX,extensive,MAX,False,0.25,0.75,0.75,8,0.0042266845703125,0.0,0.625,95.0,0.29036906804346657,0.03671280079429514,-0.3433923565160651,0.31184716091197473,0.4,0.225,0.0,WIDTH-LEANING
100,4,BSD-MAX,intensive,MAX,False,0.25,0.0,0.0,8,1.0,0.0,0.625,50.0,0.2364067725515496,0.02359263047600629,-0.3484781551502847,0.31184716091197473,0.275,0.075,0.0,WIDTH-NEUTRAL
100,4,COVER-MAX,extensive,MAX,False,0.25,1.0,1.0,8,1.52587890625e-05,0.0,0.625,100.0,0.3841016162182534,0.05334652417934684,-0.3085800439269947,0.31184716091197473,0.65,0.225,0.0,WIDTH-PINNED
100,4,COVERSHARE-MAX,intensive,MAX,False,0.25,0.125,0.125,8,0.8998870849609375,0.0,0.625,67.5,0.20894689171052566,0.019765981182017313,-0.36614456794736927,0.31184716091197473,0.15,0.05,0.0,WIDTH-NEUTRAL
100,4,SELECTIVITY-MAX,inverse,MAX,False,0.25,0.0,0.0,8,1.0,0.0,0.625,40.0,0.25239947917014005,0.026863712783707805,-0.324992796881566,0.31184716091197473,0.275,0.025,0.0,WIDTH-NEUTRAL
100,4,IS-SHARPE-MAX,intensive,MAX,True,0.25,0.35,0.25,8,0.6329193115234375,0.0,0.625,74.5,0.31438612400246396,0.03787075091862236,-0.32917830462847397,0.31184716091197473,0.5,0.075,0.0,WIDTH-NEUTRAL
100,4,EWSHARPE-MAX,intensive,MAX,False,0.25,0.875,0.875,8,0.0003814697265625,0.0,0.625,97.5,0.39048447015795584,0.054172279043040075,-0.30879598955569776,0.31184716091197473,0.65,0.25,0.0,WIDTH-PINNED
100,4,EBAR-MIN,extensive,MIN,False,0.25,1.0,1.0,8,1.52587890625e-05,0.0,0.625,40.0,0.25239947917014005,0.026863712783707805,-0.324992796881566,0.31184716091197473,0.275,0.025,0.0,WIDTH-PINNED
100,4,BREADTH-MIN,intensive,MIN,False,0.25,0.125,0.125,8,0.8998870849609375,0.0,0.625,70.0,0.3389570281864446,0.04075443104930989,-0.3140253117245844,0.31184716091197473,0.525,0.025,0.0,WIDTH-NEUTRAL
100,4,K-MAX,control+,MAX,False,0.25,1.0,1.0,8,1.52587890625e-05,0.0,0.625,100.0,0.3841016162182534,0.05334652417934684,-0.3085800439269947,0.31184716091197473,0.65,0.225,0.0,WIDTH-PINNED
100,4,RANDOM,control-,MAX,False,0.25,0.25,0.25,8,0.6329193115234375,0.0,0.625,65.0,0.3076154495999423,0.03716897060782465,-0.3010206179589625,0.31184716091197473,0.475,0.025,0.0,WIDTH-NEUTRAL
200,5,EBAR-MAX,extensive,MAX,False,0.2,1.0,1.0,8,2.5600000000000013e-06,0.0,0.5,200.0,0.4504436344281514,0.06793582787563637,-0.3156323210608938,0.33956645561521004,0.95,0.1,0.0,WIDTH-PINNED
200,5,BREADTH-MAX,intensive,MAX,False,0.2,0.0,0.0,8,1.0000000000000004,0.0,0.5,67.5,0.225981137476375,0.023214527600793698,-0.3709399177592808,0.33956645561521004,0.2,0.15,0.0,WIDTH-NEUTRAL
200,5,EMED-MAX,extensive,MAX,False,0.2,1.0,1.0,8,2.5600000000000013e-06,0.0,0.5,200.0,0.4504436344281514,0.06793582787563637,-0.3156323210608938,0.33956645561521004,0.95,0.1,0.0,WIDTH-PINNED
200,5,BMED-MAX,intensive,MAX,False,0.2,0.0,0.0,8,1.0000000000000004,0.0,0.5,75.0,0.27882882434934875,0.03264612962039034,-0.3492177945977827,0.33956645561521004,0.3,0.2,0.0,WIDTH-NEUTRAL
200,5,EMAX-MAX,extensive,MAX,False,0.2,1.0,1.0,8,2.5600000000000013e-06,0.0,0.5,200.0,0.4504436344281514,0.06793582787563637,-0.3156323210608938,0.33956645561521004,0.95,0.1,0.0,WIDTH-PINNED
200,5,BMAX-MAX,intensive,MAX,False,0.2,0.125,0.125,8,0.8322278400000002,0.0,0.5,75.0,0.22545159872628293,0.023043068265954817,-0.37513129328696904,0.33956645561521004,0.225,0.05,0.0,WIDTH-NEUTRAL
200,5,ESD-MAX,extensive,MAX,False,0.2,1.0,1.0,8,2.5600000000000013e-06,0.0,0.5,200.0,0.4504436344281514,0.06793582787563637,-0.3156323210608938,0.33956645561521004,0.95,0.1,0.0,WIDTH-PINNED
200,5,BSD-MAX,intensive,MAX,False,0.2,0.0,0.0,8,1.0000000000000004,0.0,0.5,50.0,0.2364067725515496,0.02359263047600629,-0.3484781551502847,0.33956645561521004,0.25,0.075,0.0,WIDTH-NEUTRAL
200,5,COVER-MAX,extensive,MAX,False,0.2,1.0,1.0,8,2.5600000000000013e-06,0.0,0.5,200.0,0.4504436344281514,0.06793582787563637,-0.3156323210608938,0.33956645561521004,0.95,0.1,0.0,WIDTH-PINNED
200,5,COVERSHARE-MAX,intensive,MAX,False,0.2,0.125,0.125,8,0.8322278400000002,0.0,0.5,80.0,0.23286138446094373,0.024359144880719004,-0.36205485239662794,0.33956645561521004,0.2,0.025,0.0,WIDTH-NEUTRAL
200,5,SELECTIVITY-MAX,inverse,MAX,False,0.2,0.0,0.0,8,1.0000000000000004,0.0,0.5,40.0,0.25239947917014005,0.026863712783707805,-0.324992796881566,0.33956645561521004,0.25,0.025,0.0,WIDTH-NEUTRAL
200,5,IS-SHARPE-MAX,intensive,MAX,True,0.2,0.075,0.0,8,1.0000000000000004,0.0,0.5,85.0,0.3204358536523303,0.039334226778419135,-0.3228716239805747,0.33956645561521004,0.5,0.1,0.0,WIDTH-NEUTRAL
200,5,EWSHARPE-MAX,intensive,MAX,False,0.2,0.0,0.0,8,1.0000000000000004,0.0,0.5,97.5,0.39048447015795584,0.054172279043040075,-0.30879598955569776,0.33956645561521004,0.6,0.25,0.0,WIDTH-NEUTRAL
200,5,EBAR-MIN,extensive,MIN,False,0.2,1.0,1.0,8,2.5600000000000013e-06,0.0,0.5,40.0,0.25239947917014005,0.026863712783707805,-0.324992796881566,0.33956645561521004,0.25,0.025,0.0,WIDTH-PINNED
200,5,BREADTH-MIN,intensive,MIN,False,0.2,0.125,0.125,8,0.8322278400000002,0.0,0.5,87.5,0.35011678096997323,0.0442858713435873,-0.3107353960163602,0.33956645561521004,0.5,0.0,0.0,WIDTH-NEUTRAL
200,5,K-MAX,control+,MAX,False,0.2,1.0,1.0,8,2.5600000000000013e-06,0.0,0.5,200.0,0.4504436344281514,0.06793582787563637,-0.3156323210608938,0.33956645561521004,0.95,0.1,0.0,WIDTH-PINNED
200,5,RANDOM,control-,MAX,False,0.2,0.0,0.0,8,1.0000000000000004,0.0,0.5,65.0,0.3076154495999423,0.03716897060782465,-0.3010206179589625,0.33956645561521004,0.4,0.025,0.0,WIDTH-NEUTRAL
400,6,EBAR-MAX,extensive,MAX,False,0.16666666666666666,1.0,1.0,8,5.95374180765127e-07,0.0,0.5,400.0,0.5234057760106777,0.08564076651261518,-0.2958227396365918,0.37020634234778804,1.0,0.25,0.0,WIDTH-PINNED
400,6,BREADTH-MAX,intensive,MAX,False,0.16666666666666666,0.0,0.0,8,1.0000000000000002,0.0,0.5,67.5,0.225981137476375,0.023214527600793698,-0.3709399177592808,0.37020634234778804,0.2,0.15,0.0,WIDTH-NEUTRAL
400,6,EMED-MAX,extensive,MAX,False,0.16666666666666666,1.0,1.0,8,5.95374180765127e-07,0.0,0.5,400.0,0.5234057760106777,0.08564076651261518,-0.2958227396365918,0.37020634234778804,1.0,0.25,0.0,WIDTH-PINNED
400,6,BMED-MAX,intensive,MAX,False,0.16666666666666666,0.0,0.0,8,1.0000000000000002,0.0,0.5,75.0,0.27882882434934875,0.03264612962039034,-0.3492177945977827,0.37020634234778804,0.3,0.2,0.0,WIDTH-NEUTRAL
400,6,EMAX-MAX,extensive,MAX,False,0.16666666666666666,1.0,1.0,8,5.95374180765127e-07,0.0,0.5,400.0,0.5234057760106777,0.08564076651261518,-0.2958227396365918,0.37020634234778804,1.0,0.25,0.0,WIDTH-PINNED
400,6,BMAX-MAX,intensive,MAX,False,0.16666666666666666,0.0,0.0,8,1.0000000000000002,0.0,0.5,75.0,0.22545159872628293,0.023043068265954817,-0.37513129328696904,0.37020634234778804,0.225,0.05,0.0,WIDTH-NEUTRAL
400,6,ESD-MAX,extensive,MAX,False,0.16666666666666666,1.0,1.0,8,5.95374180765127e-07,0.0,0.5,400.0,0.5234057760106777,0.08564076651261518,-0.2958227396365918,0.37020634234778804,1.0,0.25,0.0,WIDTH-PINNED
400,6,BSD-MAX,intensive,MAX,False,0.16666666666666666,0.0,0.0,8,1.0000000000000002,0.0,0.5,50.0,0.2364067725515496,0.02359263047600629,-0.3484781551502847,0.37020634234778804,0.225,0.075,0.0,WIDTH-NEUTRAL
400,6,COVER-MAX,extensive,MAX,False,0.16666666666666666,1.0,1.0,8,5.95374180765127e-07,0.0,0.5,400.0,0.5234057760106777,0.08564076651261518,-0.2958227396365918,0.37020634234778804,1.0,0.25,0.0,WIDTH-PINNED
400,6,COVERSHARE-MAX,intensive,MAX,False,0.16666666666666666,0.0,0.0,8,1.0000000000000002,0.0,0.5,80.0,0.23286138446094373,0.024359144880719004,-0.36205485239662794,0.37020634234778804,0.2,0.025,0.0,WIDTH-NEUTRAL
400,6,SELECTIVITY-MAX,inverse,MAX,False,0.16666666666666666,0.0,0.0,8,1.0000000000000002,0.0,0.5,40.0,0.25239947917014005,0.026863712783707805,-0.324992796881566,0.37020634234778804,0.225,0.025,0.0,WIDTH-NEUTRAL
400,6,IS-SHARPE-MAX,intensive,MAX,True,0.16666666666666666,0.175,0.0,8,1.0000000000000002,0.0,0.5,140.0,0.3650309100989996,0.04956436162468096,-0.3143655899984282,0.37020634234778804,0.55,0.15,0.0,WIDTH-NEUTRAL
400,6,EWSHARPE-MAX,intensive,MAX,False,0.16666666666666666,0.125,0.125,8,0.7674319606386222,0.0,0.5,135.0,0.3790819437980034,0.05330832227815822,-0.31585829176773383,0.37020634234778804,0.525,0.225,0.0,WIDTH-NEUTRAL
400,6,EBAR-MIN,extensive,MIN,False,0.16666666666666666,1.0,1.0,8,5.95374180765127e-07,0.0,0.5,40.0,0.25239947917014005,0.026863712783707805,-0.324992796881566,0.37020634234778804,0.225,0.025,0.0,WIDTH-PINNED
400,6,BREADTH-MIN,intensive,MIN,False,0.16666666666666666,0.125,0.125,8,0.7674319606386222,0.0,0.5,170.0,0.412210418903933,0.05880697768978571,-0.3075361487263265,0.37020634234778804,0.575,0.125,0.0,WIDTH-NEUTRAL
400,6,K-MAX,control+,MAX,False,0.16666666666666666,1.0,1.0,8,5.95374180765127e-07,0.0,0.5,400.0,0.5234057760106777,0.08564076651261518,-0.2958227396365918,0.37020634234778804,1.0,0.25,0.0,WIDTH-PINNED
400,6,RANDOM,control-,MAX,False,0.16666666666666666,0.125,0.125,8,0.7674319606386222,0.0,0.5,107.5,0.3308173181796999,0.04326895139072068,-0.30090544740496744,0.37020634234778804,0.4,0.05,0.0,WIDTH-NEUTRAL
