,NAMED@1,NAMED@2,NAMED@3,NAMED@FWD,NAMED@ALL,vintage,topic,exposure_days,CTRL,n_head,OVERTURN@1,LATENAMED@1,SURVIVE@1,OVERTURN@2,LATENAMED@2,SURVIVE@2,OVERTURN@3,LATENAMED@3,SURVIVE@3,OVERTURN@FWD,LATENAMED@FWD,SURVIVE@FWD,KEEP4B_TXT,KEEP4B_DATA,KEEP4B_COV,KEEP4B,REPRO,REPRO_ANY
2026-09-10_price-the-EW-ALL-control-for-the-top-20-book-on-the-1000-draw-grid_cloud,0,0,0,0,1,2026-09-10,MATCH,2,3,47,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,1.0,1.0
2026-09-10_price-the-RE-DERIVED-METRIC-column-against-its-own-source_C,0,0,0,0,3,2026-09-10,OTHER,2,2,44,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9090909090909091,1.0
2026-09-10_price-the-rf-CONSISTENCY-fix-as-a-PROTOCOL-amendment_cloud,0,0,0,0,1,2026-09-10,OTHER,2,2,18,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.8333333333333334,0.8333333333333334
2026-09-10_price-the-three-free-lunch-cells_cloud,0,0,0,0,1,2026-09-10,OTHER,2,2,21,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.8571428571428571,0.9523809523809523
2026-09-10_publish-DRAG-not-TURNOVER-beside-every-window-width-claim_cloud,0,0,0,0,11,2026-09-10,CENSUS,2,3,23,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-10_publish-an-AS-OF-DATE-beside-every-input-the-record-reads_C,0,0,0,0,1,2026-09-10,CENSUS,2,3,19,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-10_publish-p-and-n-beside-every-WIDE-flag-in-the-record_cloud,0,0,0,0,1,2026-09-10,CENSUS,2,3,16,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9375,1.0
2026-09-10_publish-step_delta-beside-every-adopted-constant_B,0,0,0,0,2,2026-09-10,CENSUS,2,2,5,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.6,0.6
2026-09-10_publish-the-PENALTY-beside-every-residualisation_B,0,0,0,0,2,2026-09-10,CENSUS,2,3,16,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-10_publish-the-PENALTY-beside-every-residualisation_cloud,0,0,0,0,1,2026-09-10,CENSUS,2,3,25,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.96,1.0
2026-09-10_publish-the-SIGN-BALANCE-of-every-fitted-SELECTOR-TARGET_C,0,0,0,0,0,2026-09-10,CENSUS,2,2,53,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.6792452830188679,0.9622641509433962
2026-09-10_put-a-ROW-ID-on-every-artefact-that-RE-READS-another-artefact_C,0,0,0,0,0,2026-09-10,CENSUS,2,2,51,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.8235294117647058,0.9607843137254902
2026-09-10_put-the-T1-line-in-PROTOCOL-and-back-fill-it_B,0,0,0,0,6,2026-09-10,OTHER,2,3,20,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.95,1.0
2026-09-10_put-the-T1-line-in-PROTOCOL-and-back-fill-it_cloud,0,0,0,0,1,2026-09-10,OTHER,2,2,18,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-10_re-cut-every-published-BINDING-BAR-claim-as-a-STEP-NORMALISED-argmin_cloud,0,0,0,0,0,2026-09-10,CENSUS,2,1,33,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-10_re-cut-the-record-s-WINDOW-WIDTH-claims-as-width-per-point_C,0,0,0,0,0,2026-09-10,CENSUS,2,1,6,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.8333333333333334,1.0
2026-09-10_re-read-every-chooser-result-on-the-OOS-RANK-of-its-constant-arm_B,1,1,1,1,2,2026-09-10,CENSUS,2,2,23,0,0,1.0,0,0,1.0,0,0,1.0,0,1,1.0,1.0,0.0,0,1.0,0.7391304347826086,1.0
2026-09-10_re-read-every-published-CADENCE-verdict-against-its-own-PHASE-SPREAD_cloud,0,0,0,0,0,2026-09-10,CENSUS,2,1,32,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-10_re-run-the-3-wide-and-unfolded-census-files-individually_B,0,0,0,0,0,2026-09-10,CENSUS,2,2,31,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-10_restate-idea-121-s-ADV-clause-in-SHARES-before-PROTOCOL-adopts-it_B,0,0,0,0,6,2026-09-10,CENSUS,2,3,12,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.8333333333333334,1.0
2026-09-10_state-the-UNIT-on-every-binding-bar-claim-in-the-record_B,0,0,0,0,1,2026-09-10,CENSUS,2,1,53,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.7547169811320755,0.9811320754716981
2026-09-10_the-stop-family-never-beats-its-own-exposure_cloud,0,0,0,0,5,2026-09-10,OTHER,2,3,8,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-10_which-MATCHED-GROSS-claims-in-the-record-are-SHARPE-claims_cloud,0,0,0,0,0,2026-09-10,CENSUS,2,2,3,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,1.0,1.0
2026-09-10_why-do-145931-pointer-rows-MISS-their-source-entirely_C,0,0,0,0,2,2026-09-10,OTHER,2,3,35,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.8,0.8571428571428571
2026-09-10_why-does-a-0,0,0,0,0,0,2026-09-10,OTHER,2,1,10,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-10_why-does-the-n-dial-disagree-5x-more-than-every-other-dial_B,0,0,0,0,1,2026-09-10,OTHER,2,1,24,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9166666666666666,0.9583333333333334
2026-09-11_4b-candidate-U56-MA-DISTANCE-TOP-HALF-monthly_memo,0,0,0,0,3,2026-09-11,KEEP,1,2,20,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,,
2026-09-11_census-the-record-s-PREDICTOR-IS-REAL-claims-that-were-never-scored-against-the-CONSTANT_C,0,0,0,0,0,2026-09-11,CENSUS,1,1,52,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-11_de-grossed-cash-leg_MEMO_B,0,0,0,0,1,2026-09-11,GROSS,1,2,17,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,,
2026-09-11_do-the-ARM-LEVEL-turnover-slopes-that-die-OOS-die-on-every-residual-family_cloud,0,0,0,0,1,2026-09-11,GROSS,1,1,87,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-11_do-the-THREE-LIVE-PANELS-EVER-AGREE-on-a-vintage_B,0,0,0,0,0,2026-09-11,MATCH,1,1,28,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.7857142857142857,0.9285714285714286
2026-09-11_do-the-record-s-HAND-COPIED-CONSTANT-gates-fail-more-than-its-ARTEFACT-gates_B,0,0,0,0,0,2026-09-11,CENSUS,1,1,20,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.7,0.85
2026-09-11_does-ANY-standing-4b-candidate-clear-an-EQUAL-WEIGHT-bar_B,0,0,0,0,2,2026-09-11,GROSS,1,1,62,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.8870967741935484,0.8870967741935484
2026-09-11_does-any-published-COUNT-FORM-selector-claim-in-the-record-quote-its-FIXED-POLICY-twin_cloud,0,0,0,0,1,2026-09-11,CENSUS,1,2,11,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.7272727272727273,1.0
2026-09-11_does-any-published-panel-property-claim-have-an-INTERIOR-cap-mix_B,0,0,0,0,0,2026-09-11,CENSUS,1,1,43,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9069767441860465,0.9534883720930233
2026-09-11_does-any-published-panel-property-claim-have-an-INTERIOR-cap-mix_cloud,0,0,0,0,0,2026-09-11,CENSUS,1,1,19,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-11_does-idea-153-s-OVERLAP-ordering-survive-a-k-MATCHED-restatement_cloud,0,0,0,0,1,2026-09-11,CENSUS,1,2,41,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.7317073170731707,0.8536585365853658
2026-09-11_does-mrho-s-GAP-SHRINKAGE-survive-a-WIDER-overlap_cloud,0,0,0,0,0,2026-09-11,OTHER,1,1,50,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,1.0,1.0
2026-09-11_does-the-2026-09-04-KEEP-4b-candidate-survive-a-COIN-FLIP-BAR-restatement_cloud,0,0,0,0,0,2026-09-11,CENSUS,1,1,32,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,1.0,1.0
2026-09-11_does-the-B136-SPY-SERIES-gap-ever-reach-a-published-verdict_cloud,0,0,0,0,1,2026-09-11,CENSUS,1,2,30,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9666666666666667,1.0
2026-09-11_does-the-DRAWDOWN-vs-RETURN-survival-gap-hold-against-a-PER-FAMILY-null_C,0,0,0,0,2,2026-09-11,MATCH,1,1,15,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.7333333333333333,1.0
2026-09-11_does-the-MIN-GAP-PAIR-restatement-change-any-published-VERDICT-not-just-the-count_C,0,0,0,0,2,2026-09-11,CENSUS,1,2,19,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,1.0,1.0
2026-09-11_does-the-OOS-SPAN-COLLAPSE-hold-for-the-OTHER-FOUR-STATISTICS_C,0,0,0,0,1,2026-09-11,OTHER,1,2,25,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,0.96,1.0
2026-09-11_does-the-ORIGIN-asymmetry-show-up-in-4b-PASS-RATES-not-just-the-premium_C,0,0,0,0,1,2026-09-11,MATCH,1,3,54,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,1.0,1.0
2026-09-11_does-the-RECORD-S-RELIANCE-GRAPH-have-a-LOAD-BEARING-CORE-worth-re-verifying_C,0,0,0,0,4,2026-09-11,CENSUS,1,3,57,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,0.7543859649122807,0.9473684210526315
2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_B,0,0,0,0,2,2026-09-11,GROSS,1,1,240,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.975,0.975
2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud,0,0,0,0,0,2026-09-11,GROSS,1,1,54,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-11_does-the-premium-order-in-any-NON-TREND-persistence-variable_C,0,0,0,0,0,2026-09-11,OTHER,1,1,38,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,1.0,1.0
2026-09-11_extend-the-q-x-k-ladder-past-k-EQUALS-100_C,0,0,0,0,1,2026-09-11,MATCH,1,2,25,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.44,0.88
2026-09-11_how-many-of-the-60-rc-0-scripts-SILENTLY-changed-their-own-published-numbers_B,0,0,0,0,2,2026-09-11,CENSUS,1,2,29,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.8620689655172413,0.9655172413793104
2026-09-11_how-many-of-the-record-s-46-STRUCTURAL-gates-are-CROSS-PANEL-VINTAGE-tests_B,0,0,0,0,2,2026-09-11,CENSUS,1,3,91,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.8901098901098901,1.0
2026-09-11_how-many-of-the-record-s-520-ASSERT-CLAUSES-are-SELF-CONSISTENCY-gates_cloud,0,0,0,0,1,2026-09-11,CENSUS,1,1,27,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.8888888888888888,0.9629629629629629
2026-09-11_how-many-of-the-record-s-TWO-PANEL-claims-would-flip-under-a-PARENT-SPECIFIC-floor_C,0,0,0,0,7,2026-09-11,CENSUS,1,3,41,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,1.0,1.0
2026-09-11_how-many-published-PANEL-ORDERING-claims-survive-a-draw-level-noise-floor_B,0,0,0,0,9,2026-09-11,CENSUS,1,3,30,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,1.0,1.0
2026-09-11_how-much-of-the-record-s-CAND-vs-EWALL-premia-is-EXPOSURE_C,0,0,0,0,0,2026-09-11,CENSUS,1,2,76,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9868421052631579,1.0
2026-09-11_is-DDnorm-s-EDGE-OF-BAND-reading-a-NORMALISATION-fact-or-a-POWER-fact_C,0,0,0,0,1,2026-09-11,VOL,1,1,18,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.7777777777777778,0.9444444444444444
2026-09-11_is-SEL-DISP-BAR-v-s-BELOW-ANCHOR-pick-a-general-CONTROLLED-CHARACTERISTIC-pathology_cloud,0,0,0,0,1,2026-09-11,OTHER,1,2,36,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.5277777777777778,0.9444444444444444
2026-09-11_is-WIDTH-MAXIMISATION-a-general-rule-8-selector-pathology_C,0,0,0,0,4,2026-09-11,OTHER,1,1,45,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.8444444444444444,0.8666666666666667
2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B,0,0,0,0,5,2026-09-11,GROSS,1,1,16,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.8125,1.0
2026-09-11_is-disp-the-SECOND-vol-channel_cloud,0,0,0,0,3,2026-09-11,VOL,1,1,50,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-11_is-momac-s-0,0,0,0,0,1,2026-09-11,OTHER,1,2,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,,
2026-09-11_is-n_elig-the-variable-the-record-keeps-mislabelling_B,0,0,0,0,4,2026-09-11,CENSUS,1,3,21,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.7619047619047619,1.0
2026-09-11_is-n_elig-the-variable-the-record-keeps-mislabelling_cloud,0,0,0,0,0,2026-09-11,CENSUS,1,1,85,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9411764705882353,1.0
2026-09-11_is-the-0,0,0,0,0,0,2026-09-11,OTHER,1,1,10,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-11_is-the-46-percent-ROUND-MATCH-FLOOR-a-property-of-ARTEFACT-SIZE_C,0,0,0,0,0,2026-09-11,MATCH,1,1,33,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-11_is-the-4a-COLUMN-where-the-MOMENTUM-SLICE-actually-lives_C,0,0,0,0,0,2026-09-11,KEEP,1,1,23,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9130434782608695,1.0
2026-09-11_is-the-4a-DRAWDOWN-LEG-reachable-at-all-on-a-POST-2020-corpus_cloud,0,0,0,0,0,2026-09-11,MATCH,1,1,43,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.7906976744186046,0.7906976744186046
2026-09-11_is-the-4b-DD-CAP-the-CADENCE-DIAL-in-disguise_cloud,0,0,0,0,2,2026-09-11,GROSS,1,2,52,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,0.9615384615384616,0.9807692307692307
2026-09-11_is-the-4b-PASS-RATE-a-PANEL-OF-ORIGIN-statistic-everywhere_cloud,0,0,0,0,1,2026-09-11,MATCH,1,2,14,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-11_is-the-4b-PASS-SHARE-a-monotone-function-of-n_B,0,0,0,0,1,2026-09-11,KEEP,1,2,69,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9130434782608695,0.9855072463768116
2026-09-11_is-the-86,0,0,0,0,0,2026-09-11,OTHER,1,1,28,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-11_is-the-CAGR-FLOOR-the-only-4b-bar-that-ever-binds-ALONE_cloud,0,0,0,0,1,2026-09-11,KEEP,1,2,14,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-11_is-the-DD-CAP-doing-ALL-the-cutting-in-4b_B,0,0,0,0,0,2026-09-11,KEEP,1,2,48,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-11_is-the-EQUAL-WEIGHT-BAR-the-right-4b-COMPARAND-for-PROTOCOL-itself_cloud,0,0,0,0,3,2026-09-11,GROSS,1,2,60,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,0.9833333333333333,1.0
2026-09-11_is-the-EWALL-g1,0,0,0,0,2,2026-09-11,OTHER,1,2,49,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9183673469387755,0.9591836734693877
2026-09-11_is-the-GROSS-dial-s-4b-FOOTPRINT-the-CAGR-FLOOR-alone_C,0,0,0,0,1,2026-09-11,GROSS,1,3,14,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-11_is-the-KEEP-4b-candidate-s-margin-a-TURNOVER-matched-fact_cloud,0,0,0,0,0,2026-09-11,MATCH,1,1,58,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-11_is-the-MA-GATE-worse-than-MOMENTUM-at-matched-daily-depth-a-book-level-fact_cloud,0,0,0,0,2,2026-09-11,MATCH,1,2,22,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-11_is-the-MA-residual-DRIFT-a-regime-not-a-panel_B,0,0,0,0,1,2026-09-11,MATCH,1,1,87,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-11_is-the-MA-residual-DRIFT-a-regime-not-a-panel_cloud,0,0,0,0,1,2026-09-11,MATCH,1,2,38,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-11_is-the-ORIGIN-gap-a-MATCHING-RESIDUAL-or-a-real-panel-effect_cloud,0,0,0,0,3,2026-09-11,MATCH,1,3,49,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,1.0,1.0
2026-09-11_is-the-RATIO-to-OOS-slope-steeper-at-the-WIDE-end-for-a-reason_C,0,0,0,0,1,2026-09-11,OTHER,1,2,132,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.7954545454545454,0.8636363636363636
2026-09-11_is-the-RSS-BAR-the-right-object-when-the-two-parents-OVERLAP_cloud,0,0,0,0,4,2026-09-11,OTHER,1,2,42,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,1.0,1.0
2026-09-11_is-the-RULES-v2-CAGR-FLOOR-GAP-a-BREADTH-fact-or-an-EXPOSURE-fact_cloud,0,0,0,0,0,2026-09-11,KEEP,1,1,41,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9024390243902439,0.9512195121951219
2026-09-11_is-the-SMALL439-ONLY-predictive-correlation-a-BREADTH-effect_cloud,0,0,0,0,0,2026-09-11,OTHER,1,2,45,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9555555555555556,0.9555555555555556
2026-09-11_is-the-SPY-IN-THE-COMPARAND-convention-worth-a-PROTOCOL-clause-of-its-own_C,0,0,0,0,0,2026-09-11,OTHER,1,1,30,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,0.9666666666666667,1.0
2026-09-11_is-the-U56-CAGR-FLOOR-GAP-a-DELISTING-artefact_B,0,0,0,0,4,2026-09-11,OTHER,1,3,41,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-11_is-the-VINTAGE-INERT-DD-LEG-a-2020-2022-artefact_cloud,0,0,0,0,1,2026-09-11,VOL,1,2,29,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.6551724137931034,0.8275862068965517
2026-09-11_is-the-WIDTH-to-OOS-slope-a-SELECTION-POOL-effect-or-a-SMALL-CAP-effect_C,0,0,0,0,1,2026-09-11,OTHER,1,1,77,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.7662337662337663,0.8701298701298701
2026-09-11_is-the-WIDTH-to-OOS-slope-a-SELECTION-POOL-effect-or-a-SMALL-CAP-effect_cloud,0,0,0,0,0,2026-09-11,OTHER,1,1,46,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9347826086956522,0.9782608695652174
2026-09-11_is-the-c_sd-vs-TURNOVER-correlation-SIGN-FLIP-a-property-of-every-published-pooled-rho_B,0,0,0,0,1,2026-09-11,CENSUS,1,3,5,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-11_is-the-len-r-SLASH-2-HALF-SPLIT-the-record-s-single-largest-CONVENTION-artefact_B,0,0,0,0,0,2026-09-11,CENSUS,1,2,37,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,1,0.0,0.7297297297297297,1.0
2026-09-11_is-the-q-0,0,0,0,0,0,2026-09-11,OTHER,1,1,49,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9183673469387755,1.0
2026-09-11_is-the-record-s-LIVE-BOOK-CONSTANT-drifting-monotonically-with-the-PRICES-VINTAGE_C,0,0,0,0,1,2026-09-11,CENSUS,1,2,30,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.8666666666666667,0.9666666666666667
2026-09-11_is-tpers-INFORMATION-or-TAUTOLOGY_B,0,0,0,0,1,2026-09-11,OTHER,1,1,58,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,1.0,1.0
2026-09-11_price-PERSISTENCE-and-SELECTION-separately-on-the-composite_C,0,0,0,0,3,2026-09-11,OTHER,1,3,29,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,1.0,1.0
2026-09-11_price-the-0,0,0,0,0,1,2026-09-11,OTHER,1,1,10,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.8,1.0
2026-09-11_price-the-4a-MaxDD-leg-against-a-VOL-MATCHED-cap_B,0,0,0,0,1,2026-09-11,MATCH,1,1,37,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.972972972972973,1.0
2026-09-11_price-the-APPEND-vs-RESTATE-channels-separately-on-a-LONGER-vintage-ladder_cloud,0,0,0,0,1,2026-09-11,CENSUS,1,2,21,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9047619047619048,0.9523809523809523
2026-09-11_price-the-ENGINE-DRIFT-leg-on-every-published-arm-minus-arm-decomposition_B,0,0,0,0,2,2026-09-11,CENSUS,1,3,22,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9545454545454546,0.9545454545454546
2026-09-11_price-the-STAND-DOWN-RULE-on-its-own-as-a-book_cloud,0,0,0,0,1,2026-09-11,KEEP,1,2,47,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.7446808510638298,0.9148936170212766
2026-09-11_price-the-STANDING-4b-CANDIDATE-against-an-EQUAL-WEIGHT-BENCHMARK_cloud,0,0,0,0,1,2026-09-11,GROSS,1,2,121,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9173553719008265,0.9421487603305785
2026-09-11_publish-a-MINIMUM-CLAIM-COUNT-beside-every-permutation-band-verdict_cloud,0,0,0,0,1,2026-09-11,CENSUS,1,1,28,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9642857142857143,1.0
2026-09-11_publish-a-PERIOD-STABILITY-column-beside-every-FLOOR-COMPARISON-verdict-in-the-record_cloud,0,0,0,0,6,2026-09-11,CENSUS,1,3,46,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,1.0,1.0
2026-09-11_re-gate-the-record-s-ABSOLUTE-reproduction-bars-that-sit-on-LEVEL-quantities_B,0,0,0,0,0,2026-09-11,CENSUS,1,1,15,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.8,0.9333333333333333
