panel,n,k,y,lam,sd_D50,sd_Dmax,M_D50,M_Dmax,gap_D50,gap_Dmax,slope_logD,D_cross
B136,5,80,EWall Sharpe,cv,0.36415024064752133,0.3256153835333043,0.4236787310498751,0.9642392514503814,-0.05952849040235375,-0.638623867917077,-0.2228579388754449,50
B136,5,80,EWall Sharpe,oracle,0.36415024064752133,0.3256153835333043,0.42367873104987785,0.9643610521800836,-0.059528490402356526,-0.6387456686467793,-0.21576440693927731,50
B136,5,80,premium,cv,-0.03849024801339107,0.05923362893950701,-0.0727452352154323,0.7911464384213305,0.03425498720204123,-0.7319128094818235,-0.23530777317494833,100
B136,5,80,premium,oracle,-0.03849024801339107,0.05923362893950701,0.034388228066613125,0.7915618223814833,-0.0728784760800042,-0.7323281934419763,-0.2037155733345904,50
B136,20,20,CAND Sharpe,cv,0.30269255530698347,0.3452321613582746,0.16722624592762447,0.9797989464748941,0.135466309379359,-0.6345667851166195,-0.2395621072854278,100
B136,20,20,CAND Sharpe,oracle,0.30269255530698347,0.3452321613582746,0.2185185445336849,0.9797989464748941,0.08417401077329856,-0.6345667851166195,-0.2273464029107472,100
B136,20,20,EWall Sharpe,cv,0.2893563005014165,0.2801631414627692,0.1971277830911361,0.8951688579857501,0.09222851741028038,-0.6150057165229809,-0.22992799983985734,100
B136,20,20,EWall Sharpe,oracle,0.2893563005014165,0.2801631414627692,0.2778249165593004,0.8951688579857501,0.011531383942116058,-0.6150057165229809,-0.20921537114536853,100
B136,20,20,premium,cv,0.03983913465897937,0.001505195126871306,0.07889708191502431,0.6667626493858155,-0.039057947256044945,-0.6652574542589442,-0.2074162920835799,50
B136,20,20,premium,oracle,0.03983913465897937,0.001505195126871306,0.1397191360195036,0.6667626493858156,-0.09988000136052422,-0.6652574542589443,-0.18499109435336492,50
B136,20,40,CAND Sharpe,cv,0.25198724955576657,0.4201579148494573,0.0910696480925034,0.9441957835974567,0.16091760146326317,-0.5240378687479994,-0.2234054989316373,100
B136,20,40,CAND Sharpe,oracle,0.25198724955576657,0.4201579148494573,0.19216837059927494,0.9441957835974567,0.05981887895649163,-0.5240378687479994,-0.19283139096491234,100
B136,20,40,EWall Sharpe,cv,0.21189101983650904,0.28511237011400503,0.38176430112915216,0.9105614080079886,-0.16987328129264312,-0.6254490378939835,-0.16232686041585034,50
B136,20,40,EWall Sharpe,oracle,0.21189101983650904,0.28511237011400503,0.38176430112915183,0.9105614080079885,-0.16987328129264279,-0.6254490378939834,-0.15925488636228344,50
B136,20,40,premium,cv,-0.03751458581494349,-0.00634941323063809,0.040193989740811675,0.6594867334218167,-0.07770857555575517,-0.6658361466524548,-0.23427447391693015,50
B136,20,40,premium,oracle,-0.03751458581494349,-0.00634941323063809,0.12920693967288244,0.6594867334218169,-0.16672152548782593,-0.6658361466524549,-0.20261404508053973,50
B136,20,80,CAND Sharpe,cv,0.3749877304782373,0.34445584549794794,0.29859108656102784,0.9176518285182965,0.07639664391720946,-0.5731959830203486,-0.23614777786979826,100
B136,20,80,CAND Sharpe,oracle,0.3749877304782373,0.34445584549794794,0.30492430797835124,0.9176518285182964,0.07006342249988606,-0.5731959830203485,-0.23422770984726748,100
B136,20,80,EWall Sharpe,cv,0.36415024064752133,0.3256153835333043,0.4236787310498751,0.9642392514503814,-0.05952849040235375,-0.638623867917077,-0.2228579388754449,50
B136,20,80,EWall Sharpe,oracle,0.36415024064752133,0.3256153835333043,0.42367873104987785,0.9643610521800836,-0.059528490402356526,-0.6387456686467793,-0.21576440693927731,50
B136,20,80,premium,cv,-0.06539167644647614,0.015822123378734454,0.05031771745402902,0.7539878580976183,-0.11570939390050516,-0.7381657347188838,-0.22716203392028064,50
B136,20,80,premium,oracle,-0.06539167644647614,0.015822123378734454,0.18893336929435156,0.7539878580976183,-0.2543250457408277,-0.7381657347188838,-0.18445106943043407,50
SMALL484,5,20,CAND Sharpe,cv,-0.034071828107527624,-0.0003408405419345062,-0.12617510294137713,0.6675729743333103,0.0921032748338495,-0.6679138148752448,-0.27213719419468835,200
SMALL484,5,20,CAND Sharpe,oracle,-0.034071828107527624,-0.0003408405419345062,-0.015714195420758026,0.6697984337441927,-0.018357632686769598,-0.6701392742861272,-0.23877301344655366,50
SMALL484,5,20,EWall Sharpe,cv,-0.043333797163769505,-0.003687442857676082,-0.0834027112602187,0.6506707358604659,0.04006891409644919,-0.654358178718142,-0.23881207593977558,100
SMALL484,5,20,EWall Sharpe,oracle,-0.043333797163769505,-0.003687442857676082,0.015113313320384347,0.6500488080425719,-0.05844711048415385,-0.653736250900248,-0.20747828662208007,50
SMALL484,5,20,premium,cv,-0.09292931291174167,-0.001787223560170803,0.079402283679193,0.20216222553706464,-0.17233159659093467,-0.20394944909723545,-0.013872001185664487,50
SMALL484,5,20,premium,oracle,-0.09292931291174167,-0.001787223560170803,0.10026387949542626,0.20216222553706464,-0.19319319240716792,-0.20394944909723545,-0.002540151956295878,50
SMALL484,5,40,CAND Sharpe,cv,-0.08797663941584433,0.005132309865804485,-0.04471719114599271,0.6259731849871404,-0.04325944826985162,-0.6208408751213359,-0.18580375286112377,50
SMALL484,5,40,CAND Sharpe,oracle,-0.08797663941584433,0.005132309865804485,-0.014462263289381161,0.6259731849871402,-0.07351437612646317,-0.6208408751213357,-0.17171445516275974,50
SMALL484,5,40,EWall Sharpe,cv,-0.014399855219772384,-0.0005522839256315581,-0.10070933944967653,0.7975874892786066,0.08630948422990414,-0.7981397732042381,-0.2816390408475871,100
SMALL484,5,40,EWall Sharpe,oracle,-0.014399855219772384,-0.0005522839256315581,-0.020268358747739912,0.7975874892786065,0.005868503527967528,-0.798139773204238,-0.2617971041539052,100
SMALL484,5,40,premium,cv,-0.16150784347596403,0.0014190223568578686,-0.13704060742072954,0.4275980192636465,-0.024467236055234487,-0.4261789969067886,-0.15310142715936476,50
SMALL484,5,40,premium,oracle,-0.16150784347596403,0.0014190223568578686,-0.059540420180991704,0.4275980192636466,-0.10196742329497233,-0.42617899690678873,-0.13313069944049055,50
SMALL484,5,80,CAND Sharpe,cv,-0.0196876551257974,-0.007121215934629221,0.0008847872338200169,0.6177789201665382,-0.020572442359617416,-0.6249001361011675,-0.21671574366566523,50
SMALL484,5,80,CAND Sharpe,oracle,-0.0196876551257974,-0.007121215934629221,0.04888997131751194,0.6185865504414788,-0.06857762644330934,-0.625707766376108,-0.20148797758677445,50
SMALL484,5,80,EWall Sharpe,cv,-0.05237525166403545,-0.004525663006760938,-0.08602573437964156,0.8512696066883962,0.03365048271560611,-0.8557952696951572,-0.33236513234641984,200
SMALL484,5,80,EWall Sharpe,oracle,-0.05237525166403545,-0.004525663006760938,-0.050821895365030345,0.8535471905906331,-0.0015533562990051042,-0.858072853597394,-0.3169518201133771,50
SMALL484,5,80,premium,cv,-0.08385388110560177,-0.005044557324913601,-0.08389611280516052,0.5644266788165471,4.223169955874795e-05,-0.5694712361414607,-0.21272710050459132,200
SMALL484,5,80,premium,oracle,-0.08385388110560177,-0.005044557324913601,-0.0007731922951361714,0.5644266788165471,-0.0830806888104656,-0.5694712361414607,-0.18827145722629612,50
SMALL484,20,20,CAND Sharpe,cv,-0.033213411431662454,-0.0018595156260692303,-0.07160548948121659,0.9747545580554788,0.038392078049554135,-0.9766140736815481,-0.3992130940722839,200
SMALL484,20,20,CAND Sharpe,oracle,-0.033213411431662454,-0.0018595156260692303,0.005204001721589968,0.974754558055479,-0.03841741315325242,-0.9766140736815482,-0.3659294650027395,50
SMALL484,20,20,EWall Sharpe,cv,-0.043333797163769505,-0.003687442857676082,-0.0834027112602187,0.6506707358604659,0.04006891409644919,-0.654358178718142,-0.23881207593977558,100
SMALL484,20,20,EWall Sharpe,oracle,-0.043333797163769505,-0.003687442857676082,0.015113313320384347,0.6500488080425719,-0.05844711048415385,-0.653736250900248,-0.20747828662208007,50
SMALL484,20,20,premium,cv,-0.13932321744956888,-0.0017917451318234523,0.1769913179500906,0.31700701402835507,-0.3163145353996595,-0.3187987591601785,-0.0020764455274545493,50
SMALL484,20,20,premium,oracle,-0.13932321744956888,-0.0017917451318234523,0.1769913179500895,0.32937183667905057,-0.31631453539965837,-0.331163581810874,-0.004941496631322267,50
SMALL484,20,40,CAND Sharpe,cv,0.01681622911230174,-0.0014423735929463,0.08736890428252542,0.9669993659679398,-0.07055267517022368,-0.9684417395608861,-0.3247612976668956,50
SMALL484,20,40,CAND Sharpe,oracle,0.01681622911230174,-0.0014423735929463,0.1253304975189743,0.9669993659679399,-0.10851426840667255,-0.9684417395608862,-0.31378237714209073,50
SMALL484,20,40,EWall Sharpe,cv,-0.014399855219772384,-0.0005522839256315581,-0.10070933944967653,0.7975874892786066,0.08630948422990414,-0.7981397732042381,-0.2816390408475871,100
SMALL484,20,40,EWall Sharpe,oracle,-0.014399855219772384,-0.0005522839256315581,-0.020268358747739912,0.7975874892786065,0.005868503527967528,-0.798139773204238,-0.2617971041539052,100
SMALL484,20,40,premium,cv,-0.0697788086820108,-0.0035535940625197604,-0.0732396767722101,0.4706364949792671,0.0034608680901992983,-0.47419008904178683,-0.15586863707168605,100
SMALL484,20,40,premium,oracle,-0.0697788086820108,-0.0035535940625197604,0.007354505619020624,0.4706364949792671,-0.07713331430103143,-0.47419008904178683,-0.1285708799534023,50
SMALL484,20,80,CAND Sharpe,cv,-0.05067419205178281,-0.006543115096840024,-0.06226529162879624,0.861478739748071,0.01159109957701343,-0.868021854844911,-0.30926260344893625,100
SMALL484,20,80,CAND Sharpe,oracle,-0.05067419205178281,-0.006543115096840024,-0.029662696675080147,0.8624439640859856,-0.02101149537670266,-0.8689870791828256,-0.29892299707569014,50
SMALL484,20,80,EWall Sharpe,cv,-0.05237525166403545,-0.004525663006760938,-0.08602573437964156,0.8512696066883962,0.03365048271560611,-0.8557952696951572,-0.33236513234641984,200
SMALL484,20,80,EWall Sharpe,oracle,-0.05237525166403545,-0.004525663006760938,-0.050821895365030345,0.8535471905906331,-0.0015533562990051042,-0.858072853597394,-0.3169518201133771,50
SMALL484,20,80,premium,cv,-0.11133485547567057,-0.003624664513169007,-0.12162876094389685,0.4762141060223767,0.010293905468226283,-0.4798387705355457,-0.18329989968635219,100
SMALL484,20,80,premium,oracle,-0.11133485547567057,-0.003624664513169007,-0.019245629431052125,0.4762141060223769,-0.09208922604461844,-0.4798387705355459,-0.14864793515796945,50
