panel,T_trade,target,stale,gap10,gap0,cost_part,cost_share,flips,d_turn
B136,W,0.08,M,0.14566589177307754,0.10847707098474269,0.03718882078833485,0.25530218732514715,False,2.9417192847769025
B136,W,0.08,Q,-0.020261195160740098,-0.07482040482098751,0.05455920966024741,,False,4.453774065784048
B136,W,0.1,M,0.08972961454075112,0.06583457439760121,0.023895040143149915,0.2663004880322747,False,2.187521697821837
B136,W,0.1,Q,-0.04550520859580498,-0.08174697399466613,0.03624176539886115,,False,3.484940930748053
B136,W,0.12,M,0.053592111627939865,0.03792198373559752,0.015670127892342345,0.29239616459099993,False,1.6144914992264585
B136,W,0.12,Q,-0.07798654683577566,-0.10101386051196704,0.023027313676191374,,False,2.4676777817682622
B136,W,0.16,M,0.05223108550451094,0.044030468899768804,0.00820061660474214,0.15700643640718306,False,1.0294761083413917
B136,W,0.16,Q,-0.07476049350974634,-0.08545188401930526,0.010691390509558918,,False,1.3440524964060838
B136,W,0.2,M,0.059153696311227355,0.0541830110582473,0.004970685252980056,0.08403000256869192,False,0.7137903732592383
B136,W,0.2,Q,-0.03336584083069183,-0.040124484586629094,0.006758643755937266,,False,0.9404312802828554
B136,M,0.08,M,0.14764591297385055,0.10510591981468709,0.04253999315916346,0.28812171161620764,False,3.451075145281337
B136,M,0.08,Q,-0.017343847517858446,-0.07489615318167764,0.05755230566381919,,False,4.7693327851569105
B136,M,0.1,M,0.09139056401527035,0.06324020486004778,0.02815035915522257,0.3080226001288159,False,2.674609743477759
B136,M,0.1,Q,-0.04373239191232581,-0.08234185986621645,0.03860946795389064,,False,3.7829996495905145
B136,M,0.12,M,0.054944697271315235,0.036082080952428264,0.01886261631888697,0.3433018517827835,False,2.0240825634298014
B136,M,0.12,Q,-0.07629450667676285,-0.10097090335763381,0.02467639668087096,,False,2.704111092154198
B136,M,0.16,M,0.050650840323575474,0.04091915557407999,0.009731684749495484,0.19213274029267907,False,1.2533034715835103
B136,M,0.16,Q,-0.07490415504640846,-0.08648166137147095,0.011577506325062492,,False,1.4893843265151876
B136,M,0.2,M,0.05611834522997161,0.05029159973787589,0.00582674549209572,0.10382960274786897,False,0.8430162448207921
B136,M,0.2,Q,-0.034713841309671034,-0.04195211215210892,0.007238270842437888,,False,1.0257898662957423
SMALL665,W,0.08,M,0.26492903720102934,0.22680637469847054,0.0381226625025588,0.1438976372893061,False,3.088406781237576
SMALL665,W,0.08,Q,0.17504195934828393,0.1194434394888817,0.05559851985940223,0.3176296704310589,False,4.687085198504687
SMALL665,W,0.1,M,0.23298038039202784,0.2059364687488544,0.027043911643173435,0.11607806458924826,False,2.6563043757826996
SMALL665,W,0.1,Q,0.08726809449287476,0.04657119111215513,0.04069690338071963,0.4663434399159757,False,4.126598080190896
SMALL665,W,0.12,M,0.18963669217538204,0.1706696522914014,0.01896703988398063,0.10001777433683197,False,2.1391764884123474
SMALL665,W,0.12,Q,0.01008147045600194,-0.017936508584038724,0.028017979040040664,2.7791559933958183,True,3.2067137281526095
SMALL665,W,0.16,M,0.04310793796089851,0.036471839643619,0.006636098317279515,0.15394144631317913,False,0.8027835854472771
SMALL665,W,0.16,Q,-0.09030104949061812,-0.09982996573644409,0.009528916245825969,,False,1.157550707763069
SMALL665,W,0.2,M,0.03703908728490224,0.034874847709926104,0.0021642395749761345,0.058431233964512816,False,0.26699111779841456
SMALL665,W,0.2,Q,-0.05691589250148055,-0.060575047771056045,0.003659155269575498,,False,0.4317832934554262
SMALL665,M,0.08,M,0.2708384134202543,0.2255879489377728,0.04525046448248149,0.16707550421316084,False,3.7861993488807224
SMALL665,M,0.08,Q,0.18129376384067108,0.12147471980350821,0.05981904403716287,0.3299564351796153,False,5.126528717931254
SMALL665,M,0.1,M,0.2382606350548767,0.20501339832245513,0.03324723673242158,0.13954145939703386,False,3.379270830079634
SMALL665,M,0.1,Q,0.09145258839397308,0.04724066600571908,0.044211922388254,0.48344090817628144,False,4.5643166324502324
SMALL665,M,0.12,M,0.19369537863917174,0.1703167031899413,0.023378675449230446,0.12069815817744291,False,2.7166352032173506
SMALL665,M,0.12,Q,0.012594000231086144,-0.017762361377712588,0.030356361608798732,2.4103828054464556,True,3.546736760122411
SMALL665,M,0.16,M,0.044986890494180365,0.03676084763279708,0.008226042861383287,0.18285422199712673,False,1.0670872615518159
SMALL665,M,0.16,Q,-0.08922050427196127,-0.09945159471374798,0.010231090441786717,,False,1.324187301817251
SMALL665,M,0.2,M,0.03661403216227288,0.034019075359890794,0.002594956802382087,0.07087328680111697,False,0.36090548488676233
SMALL665,M,0.2,Q,-0.056771598607055496,-0.06055755788713968,0.0037859592800841835,,False,0.5068672197417932
