m_min,split,model,k,n_test,coverage,mean_width,median_width,rho_w_err,oos_logsd_R2
8,corpus A -> corpus B,CONST,100.0,385,0.9766233766233766,0.17886084384555614,0.1788608438455562,,-0.024522132461555657
8,corpus A -> corpus B,SHARE+CTRL,0.25,385,0.37402597402597404,0.011500767910859364,0.0009661053703176851,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,0.5,385,0.4857142857142857,0.023001535821718728,0.0019322107406353703,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,0.75,385,0.5454545454545454,0.03450230373257809,0.0028983161109530555,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,1.0,385,0.6025974025974026,0.046003071643437456,0.0038644214812707405,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,1.25,385,0.6415584415584416,0.057503839554296825,0.0048305268515884256,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,1.5,385,0.6727272727272727,0.06900460746515619,0.005796632221906111,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,1.75,385,0.7012987012987013,0.08050537537601554,0.006762737592223796,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,2.0,385,0.7194805194805195,0.09200614328687491,0.007728842962541481,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,2.5,385,0.7454545454545455,0.11500767910859365,0.009661053703176851,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,3.0,385,0.7610389610389611,0.13800921493031237,0.011593264443812222,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,4.0,385,0.7896103896103897,0.18401228657374982,0.015457685925082962,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,6.0,385,0.8155844155844156,0.27601842986062475,0.023186528887624444,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,10.0,385,0.8545454545454545,0.4600307164343746,0.038644214812707404,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,15.0,385,0.8831168831168831,0.6900460746515618,0.05796632221906111,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,25.0,385,0.8961038961038961,1.1500767910859366,0.09661053703176851,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,40.0,385,0.9142857142857143,1.8401228657374984,0.15457685925082962,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,60.0,385,0.9324675324675324,2.760184298606247,0.23186528887624444,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,SHARE+CTRL,100.0,385,0.9688311688311688,4.6003071643437465,0.38644214812707406,0.7025413347553078,0.6073337825197485
8,corpus A -> corpus B,CTRL-ONLY,0.25,385,0.35324675324675325,0.010291629517499797,0.0009920120603609801,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,0.5,385,0.4701298701298701,0.020583259034999593,0.0019840241207219602,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,0.75,385,0.5428571428571428,0.03087488855249939,0.0029760361810829404,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,1.0,385,0.574025974025974,0.041166518069999186,0.0039680482414439205,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,1.25,385,0.6337662337662338,0.051458147587498976,0.004960060301804901,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,1.5,385,0.6649350649350649,0.06174977710499878,0.005952072362165881,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,1.75,385,0.6935064935064935,0.07204140662249858,0.00694408442252686,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,2.0,385,0.7038961038961039,0.08233303613999837,0.007936096482887841,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,2.5,385,0.7298701298701299,0.10291629517499795,0.009920120603609802,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,3.0,385,0.7584415584415585,0.12349955420999756,0.011904144724331761,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,4.0,385,0.7818181818181819,0.16466607227999674,0.015872192965775682,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,6.0,385,0.8207792207792208,0.24699910841999512,0.023808289448663523,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,10.0,385,0.8571428571428571,0.4116651806999918,0.03968048241443921,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,15.0,385,0.8857142857142857,0.6174977710499877,0.059520723621658805,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,25.0,385,0.8987012987012987,1.0291629517499796,0.09920120603609801,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,40.0,385,0.9246753246753247,1.6466607227999672,0.15872192965775683,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,60.0,385,0.9454545454545454,2.469991084199951,0.23808289448663522,0.6906970239502493,0.6111031197777048
8,corpus A -> corpus B,CTRL-ONLY,100.0,385,0.9688311688311688,4.1166518069999185,0.39680482414439205,0.6906970239502493,0.6111031197777048
8,corpus B -> corpus A,SHARE,0.25,175,0.38285714285714284,0.009631180073707198,0.00022181521033731925,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,0.5,175,0.49714285714285716,0.019262360147414396,0.0004436304206746385,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,0.75,175,0.5314285714285715,0.028893540221121592,0.0006654456310119577,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,1.0,175,0.5714285714285714,0.03852472029482879,0.000887260841349277,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,1.25,175,0.5942857142857143,0.048155900368535995,0.0011090760516865963,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,1.5,175,0.6228571428571429,0.057787080442243184,0.0013308912620239154,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,1.75,175,0.64,0.06741826051595039,0.0015527064723612348,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,2.0,175,0.6571428571428571,0.07704944058965758,0.001774521682698554,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,2.5,175,0.68,0.09631180073707199,0.0022181521033731925,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,3.0,175,0.7085714285714285,0.11557416088448637,0.002661782524047831,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,4.0,175,0.7428571428571429,0.15409888117931517,0.003549043365397108,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,6.0,175,0.7714285714285715,0.23114832176897274,0.005323565048095662,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,10.0,175,0.8285714285714286,0.38524720294828796,0.00887260841349277,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,15.0,175,0.8742857142857143,0.5778708044224319,0.013308912620239154,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,25.0,175,0.9428571428571428,0.96311800737072,0.022181521033731926,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,40.0,175,0.9657142857142857,1.5409888117931518,0.03549043365397108,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,60.0,175,0.9771428571428571,2.3114832176897275,0.05323565048095662,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,SHARE,100.0,175,0.9885714285714285,3.85247202948288,0.0887260841349277,0.8270404808801949,0.5917961469773914
8,corpus B -> corpus A,CONST,0.25,175,0.33714285714285713,0.000803852251276881,0.0008038522512768808,,-0.022016335076119775
8,corpus B -> corpus A,CONST,0.5,175,0.35428571428571426,0.001607704502553762,0.0016077045025537616,,-0.022016335076119775
8,corpus B -> corpus A,CONST,0.75,175,0.38857142857142857,0.002411556753830643,0.0024115567538306425,,-0.022016335076119775
8,corpus B -> corpus A,CONST,1.0,175,0.4114285714285714,0.003215409005107524,0.003215409005107523,,-0.022016335076119775
8,corpus B -> corpus A,CONST,1.25,175,0.42857142857142855,0.004019261256384404,0.004019261256384404,,-0.022016335076119775
8,corpus B -> corpus A,CONST,1.5,175,0.46285714285714286,0.004823113507661286,0.004823113507661285,,-0.022016335076119775
8,corpus B -> corpus A,CONST,1.75,175,0.4742857142857143,0.005626965758938167,0.005626965758938165,,-0.022016335076119775
8,corpus B -> corpus A,CONST,2.0,175,0.5085714285714286,0.006430818010215048,0.006430818010215046,,-0.022016335076119775
8,corpus B -> corpus A,CONST,2.5,175,0.5314285714285715,0.008038522512768808,0.008038522512768808,,-0.022016335076119775
8,corpus B -> corpus A,CONST,3.0,175,0.56,0.009646227015322572,0.00964622701532257,,-0.022016335076119775
8,corpus B -> corpus A,CONST,4.0,175,0.6342857142857142,0.012861636020430096,0.012861636020430093,,-0.022016335076119775
8,corpus B -> corpus A,CONST,6.0,175,0.6971428571428572,0.019292454030645143,0.01929245403064514,,-0.022016335076119775
8,corpus B -> corpus A,CONST,10.0,175,0.8228571428571428,0.03215409005107523,0.03215409005107523,,-0.022016335076119775
8,corpus B -> corpus A,CONST,15.0,175,0.8857142857142857,0.04823113507661284,0.04823113507661285,,-0.022016335076119775
8,corpus B -> corpus A,CONST,25.0,175,0.9314285714285714,0.08038522512768806,0.08038522512768807,,-0.022016335076119775
8,corpus B -> corpus A,CONST,40.0,175,0.9485714285714286,0.12861636020430092,0.12861636020430092,,-0.022016335076119775
8,corpus B -> corpus A,CONST,60.0,175,0.9714285714285714,0.19292454030645137,0.1929245403064514,,-0.022016335076119775
8,corpus B -> corpus A,CONST,100.0,175,0.9828571428571429,0.32154090051075224,0.3215409005107523,,-0.022016335076119775
8,corpus B -> corpus A,SHARE+CTRL,0.25,175,0.4228571428571429,0.013165263239093452,0.0009890852654269747,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,0.5,175,0.5257142857142857,0.026330526478186903,0.0019781705308539494,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,0.75,175,0.6457142857142857,0.03949578971728036,0.0029672557962809243,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,1.0,175,0.6685714285714286,0.052661052956373806,0.003956341061707899,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,1.25,175,0.6971428571428572,0.06582631619546728,0.004945426327134873,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,1.5,175,0.72,0.07899157943456071,0.0059345115925618485,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,1.75,175,0.7371428571428571,0.09215684267365416,0.006923596857988823,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,2.0,175,0.7485714285714286,0.10532210591274761,0.007912682123415797,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,2.5,175,0.7771428571428571,0.13165263239093455,0.009890852654269746,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,3.0,175,0.8057142857142857,0.15798315886912143,0.011869023185123697,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,4.0,175,0.84,0.21064421182549523,0.015825364246831595,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,6.0,175,0.8685714285714285,0.31596631773824285,0.023738046370247394,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,10.0,175,0.9028571428571428,0.5266105295637382,0.039563410617078985,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,15.0,175,0.9142857142857143,0.7899157943456071,0.05934511592561848,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,25.0,175,0.9371428571428572,1.3165263239093452,0.09890852654269747,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,40.0,175,0.9485714285714286,2.106442118254953,0.15825364246831594,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,60.0,175,0.9714285714285714,3.1596631773824284,0.23738046370247393,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,SHARE+CTRL,100.0,175,1.0,5.266105295637381,0.39563410617078987,0.7935852072088762,0.7471155249848522
8,corpus B -> corpus A,CTRL-ONLY,0.25,175,0.42857142857142855,0.013181260962966278,0.0009601188106251906,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,0.5,175,0.5314285714285715,0.026362521925932556,0.0019202376212503812,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,0.75,175,0.64,0.03954378288889883,0.002880356431875572,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,1.0,175,0.6628571428571428,0.05272504385186511,0.0038404752425007624,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,1.25,175,0.6971428571428572,0.06590630481483138,0.004800594053125953,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,1.5,175,0.72,0.07908756577779766,0.005760712863751144,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,1.75,175,0.7371428571428571,0.09226882674076392,0.006720831674376334,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,2.0,175,0.7485714285714286,0.10545008770373022,0.007680950485001525,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,2.5,175,0.7771428571428571,0.13181260962966276,0.009601188106251907,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,3.0,175,0.8114285714285714,0.15817513155559532,0.011521425727502288,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,4.0,175,0.84,0.21090017540746045,0.01536190097000305,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,6.0,175,0.8685714285714285,0.31635026311119063,0.023042851455004575,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,10.0,175,0.9028571428571428,0.527250438518651,0.03840475242500763,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,15.0,175,0.9142857142857143,0.7908756577779766,0.05760712863751143,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,25.0,175,0.9371428571428572,1.3181260962966277,0.09601188106251907,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,40.0,175,0.9485714285714286,2.109001754074604,0.1536190097000305,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,60.0,175,0.9771428571428571,3.1635026311119065,0.23042851455004573,0.7799909349603966,0.7459871643795866
8,corpus B -> corpus A,CTRL-ONLY,100.0,175,1.0,5.272504385186511,0.38404752425007627,0.7799909349603966,0.7459871643795866
8,10 bps -> 5/15/20/25,SHARE,0.25,448,0.36160714285714285,0.009215053113301359,0.000324324339897756,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,0.5,448,0.4330357142857143,0.018430106226602717,0.000648648679795512,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,0.75,448,0.4888392857142857,0.02764515933990408,0.000972973019693268,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,1.0,448,0.5267857142857143,0.036860212453205435,0.001297297359591024,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,1.25,448,0.5580357142857143,0.0460752655665068,0.00162162169948878,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,1.5,448,0.5825892857142857,0.05529031867980816,0.001945946039386536,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,1.75,448,0.609375,0.06450537179310951,0.002270270379284292,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,2.0,448,0.6339285714285714,0.07372042490641087,0.002594594719182048,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,2.5,448,0.6741071428571429,0.0921505311330136,0.00324324339897756,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,3.0,448,0.7008928571428571,0.11058063735961632,0.003891892078773072,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,4.0,448,0.734375,0.14744084981282174,0.005189189438364096,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,6.0,448,0.7723214285714286,0.22116127471923264,0.007783784157546144,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,10.0,448,0.8080357142857143,0.3686021245320544,0.01297297359591024,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,15.0,448,0.8482142857142857,0.5529031867980816,0.019459460393865362,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,25.0,448,0.890625,0.9215053113301358,0.032432433989775605,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,40.0,448,0.9196428571428571,1.4744084981282175,0.05189189438364096,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,60.0,448,0.9397321428571429,2.2116127471923264,0.07783784157546145,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,SHARE,100.0,448,0.9598214285714286,3.686021245320543,0.12972973595910242,0.7333531922161095,0.5388263144129466
8,10 bps -> 5/15/20/25,CONST,0.25,448,0.3125,0.000668755434320542,0.0006687554343205421,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,0.5,448,0.3325892857142857,0.001337510868641084,0.0013375108686410843,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,0.75,448,0.3638392857142857,0.0020062663029616267,0.0020062663029616263,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,1.0,448,0.38169642857142855,0.002675021737282168,0.0026750217372821686,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,1.25,448,0.39285714285714285,0.003343777171602711,0.003343777171602711,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,1.5,448,0.40401785714285715,0.0040125326059232535,0.004012532605923253,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,1.75,448,0.41964285714285715,0.004681288040243794,0.004681288040243795,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,2.0,448,0.4419642857142857,0.005350043474564336,0.005350043474564337,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,2.5,448,0.4799107142857143,0.006687554343205422,0.006687554343205422,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,3.0,448,0.5022321428571429,0.008025065211846507,0.008025065211846505,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,4.0,448,0.5602678571428571,0.010700086949128673,0.010700086949128674,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,6.0,448,0.6383928571428571,0.016050130423693014,0.01605013042369301,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,10.0,448,0.7589285714285714,0.026750217372821686,0.026750217372821686,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,15.0,448,0.8191964285714286,0.04012532605923253,0.04012532605923253,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,25.0,448,0.9017857142857143,0.06687554343205424,0.06687554343205421,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,40.0,448,0.9464285714285714,0.10700086949128675,0.10700086949128675,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,60.0,448,0.96875,0.16050130423693013,0.16050130423693013,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,CONST,100.0,448,0.9866071428571429,0.26750217372821694,0.26750217372821683,,-5.931443936013636e-08
8,10 bps -> 5/15/20/25,SHARE+CTRL,0.25,448,0.37723214285714285,0.009942777912037893,0.0008337381119685704,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,0.5,448,0.47544642857142855,0.019885555824075786,0.0016674762239371407,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,0.75,448,0.5379464285714286,0.029828333736113682,0.002501214335905711,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,1.0,448,0.5803571428571429,0.03977111164815157,0.0033349524478742815,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,1.25,448,0.6272321428571429,0.04971388956018947,0.004168690559842852,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,1.5,448,0.65625,0.059656667472227365,0.005002428671811422,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,1.75,448,0.6875,0.06959944538426525,0.005836166783779993,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,2.0,448,0.7053571428571429,0.07954222329630314,0.006669904895748563,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,2.5,448,0.7321428571428571,0.09942777912037894,0.008337381119685704,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,3.0,448,0.7544642857142857,0.11931333494445473,0.010004857343622844,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,4.0,448,0.7834821428571429,0.1590844465926063,0.013339809791497126,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,6.0,448,0.8236607142857143,0.23862666988890946,0.02000971468724569,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,10.0,448,0.8638392857142857,0.39771111648151575,0.033349524478742815,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,15.0,448,0.890625,0.5965666747222735,0.05002428671811422,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,25.0,448,0.9084821428571429,0.9942777912037896,0.08337381119685704,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,40.0,448,0.921875,1.590844465926063,0.13339809791497126,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,60.0,448,0.9464285714285714,2.386266698889094,0.2000971468724569,0.7050811345232899,0.6587579578560752
8,10 bps -> 5/15/20/25,SHARE+CTRL,100.0,448,0.9821428571428571,3.9771111648151583,0.33349524478742815,0.7050811345232899,0.6587579578560752
