panel,frame,G,F,era,mean_idle,pred_pp,real_pp,resid_pp
B136,INC,0.6,0.75,ERA_ZIRP,0.39962635244870515,0.2736108792296675,0.2941442995515464,0.020533420321878916
B136,INC,0.6,0.75,ERA_HIKE,0.39943871116554497,0.7430826566303858,0.831173400506402,0.0880907438760162
B136,INC,0.6,1.0,FULL,0.39958114747502155,0.5232640977415824,0.5696157932976398,0.04635169555605731
B136,INC,0.6,1.0,ERA_ZIRP,0.39962837768992954,0.364816354460015,0.3919812672998013,0.027164912839786365
B136,INC,0.6,1.0,ERA_HIKE,0.3994427946546725,0.9907870042866054,1.108368035101459,0.11758103081485373
B136,INC,0.75,0.25,FULL,0.24967451262295962,0.08173915949381044,0.09083161782665883,0.009092458332848385
B136,INC,0.75,0.25,ERA_ZIRP,0.24971240222136368,0.056989926971936916,0.06234119428798479,0.005351267316047877
B136,INC,0.75,0.25,ERA_HIKE,0.24956352153788197,0.15475576051978826,0.17765021909301737,0.022894458573229103
B136,INC,0.75,0.5,FULL,0.24967655814630932,0.16347965832624678,0.181591791763136,0.018112133436889218
B136,INC,0.75,0.5,ERA_ZIRP,0.24971404205031483,0.11398060243478852,0.12461288865490694,0.010632286220118421
B136,INC,0.75,0.5,ERA_HIKE,0.24956675547344515,0.30951553180328484,0.3553022899885683,0.04578675818528344
B136,INC,0.75,0.75,FULL,0.24967859464261988,0.245221487631415,0.2722755632335039,0.02705407560208888
B136,INC,0.75,0.75,ERA_ZIRP,0.24971567668900788,0.1709720228349576,0.18681428897071584,0.015842266135758228
B136,INC,0.75,0.75,ERA_HIKE,0.24956996914277654,0.4642792761488726,0.5329384268481618,0.06865915069928924
B136,INC,0.75,1.0,FULL,0.24968062211222644,0.3269646385438599,0.3628821141864025,0.03591747564254261
B136,INC,0.75,1.0,ERA_ZIRP,0.24971730613787413,0.22796418461924073,0.2489453980889067,0.020981213469665985
B136,INC,0.75,1.0,ERA_HIKE,0.2495731625459298,0.6190469558550674,0.71055516351064,0.09150820765557255
B136,INC,0.9,0.25,FULL,0.09984749278310318,0.03268835914373042,0.03700786698599412,0.0043195078422637034
B136,INC,0.9,0.25,ERA_ZIRP,0.09986556460116115,0.022791544124373137,0.0253230584787989,0.0025315143544257625
B136,INC,0.9,0.25,ERA_HIKE,0.09979455448921605,0.06188317138876333,0.07285292819889655,0.010969756810133222
B136,INC,0.9,0.5,FULL,0.09984848833875146,0.06537737014319946,0.07398541477499077,0.008608044631791305
B136,INC,0.9,0.5,ERA_ZIRP,0.09986637239356115,0.04558345696114882,0.05061677261295472,0.005033315651805899
B136,INC,0.9,0.5,ERA_HIKE,0.09979610006512163,0.1237682596183633,0.14568550672691138,0.021917247108548085
B136,INC,0.9,0.75,FULL,0.09984948145464571,0.09806703060220605,0.11093021315728979,0.012863182555083747
B136,INC,0.9,0.75,ERA_ZIRP,0.09986717876873638,0.06837573754000036,0.07588086464367372,0.007505127103673366
B136,INC,0.9,0.75,ERA_HIKE,0.09979764020594908,0.18565525457783125,0.2184886845010059,0.03283342992317464
B136,INC,0.9,1.0,FULL,0.09985047213023944,0.1307573381238335,0.14784177626512296,0.01708443814128946
B136,INC,0.9,1.0,ERA_ZIRP,0.09986798372680629,0.09116838489071011,0.10111535927896931,0.009946974388259195
B136,INC,0.9,1.0,ERA_HIKE,0.09979917490920082,0.24754414615000336,0.29126039103382073,0.04371624488381737
B136,INC,1.0,0.25,FULL,-1.448478148225054e-19,-4.742069390152853e-20,0.0,4.742069390152853e-20
B136,INC,1.0,0.25,ERA_ZIRP,1.356383479315438e-19,3.095568932279297e-20,0.0,-3.095568932279297e-20
B136,INC,1.0,0.25,ERA_HIKE,-9.66483959427123e-19,-5.993222056237779e-19,0.0,5.993222056237779e-19
B136,INC,1.0,0.5,FULL,-1.4485830201009908e-19,-9.484825445428514e-20,0.0,9.484825445428514e-20
B136,INC,1.0,0.5,ERA_ZIRP,1.3562835011301136e-19,6.190681519625004e-20,0.0,-6.190681519625004e-20
B136,INC,1.0,0.5,ERA_HIKE,-9.664958801375145e-19,-1.198659195448317e-18,0.0,1.198659195448317e-18
B136,INC,1.0,0.75,FULL,-1.4486879383583692e-19,-1.4228268621361673e-19,0.0,1.4228268621361673e-19
B136,INC,1.0,0.75,ERA_ZIRP,1.3561834393394403e-19,9.285337189619088e-20,0.0,-9.285337189619088e-20
B136,INC,1.0,0.75,ERA_HIKE,-9.665077945819443e-19,-1.798010957816942e-18,0.0,1.798010957816942e-18
B136,INC,1.0,1.0,FULL,-1.448792903005216e-19,-1.8972399373592133e-19,0.0,1.8972399373592133e-19
B136,INC,1.0,1.0,ERA_ZIRP,1.3560832939323014e-19,1.2379535369742034e-19,0.0,-1.2379535369742034e-19
B136,INC,1.0,1.0,ERA_HIKE,-9.665197027603104e-19,-2.3973774810727246e-18,0.0,2.3973774810727246e-18
B136,LIVE,0.5,0.25,FULL,0.6451470984739546,0.21121011121694408,0.1998354777327238,-0.011374633484220265
B136,LIVE,0.5,0.25,ERA_ZIRP,0.6353325920238659,0.14499703539047465,0.13824664637880346,-0.00675038901167119
B136,LIVE,0.5,0.25,ERA_HIKE,0.6738970131281017,0.41788737446879914,0.37843497145633176,-0.039452403012467385
B136,LIVE,0.5,0.5,FULL,0.6451495219275228,0.4224218092282762,0.39942572275089017,-0.022996086477386057
B136,LIVE,0.5,0.5,ERA_ZIRP,0.6353340999121223,0.28999475904825883,0.27634362992581263,-0.013651129122446183
B136,LIVE,0.5,0.5,ERA_HIKE,0.6739021185733434,0.8357810807689197,0.7567619177504703,-0.0790191630184494
B136,LIVE,0.5,0.75,FULL,0.645151924161248,0.6336350731929569,0.5987632749314242,-0.034871798261532694
B136,LIVE,0.5,0.75,ERA_ZIRP,0.6353355959083575,0.43499316283128087,0.41428775962975006,-0.020705403201530786
B136,LIVE,0.5,0.75,ERA_HIKE,0.6739071754744854,1.2536810285929438,1.1349578496920198,-0.11872317890092403
B136,LIVE,0.5,1.0,FULL,0.645154305185621,0.8448498822836846,0.7978436345571494,-0.04700624772653525
B136,LIVE,0.5,1.0,ERA_ZIRP,0.6353370800143251,0.5799922385990701,0.552077157030495,-0.02791508156857513
B136,LIVE,0.5,1.0,ERA_HIKE,0.6739121838676149,1.6715871277229652,1.5130074580348207,-0.15857966968814452
B136,LIVE,0.6,0.25,FULL,0.5742135799992792,0.18798769207953525,0.1722078948609873,-0.015779797218547935
B136,LIVE,0.6,0.25,ERA_ZIRP,0.5624384007281185,0.12836095884133944,0.1183984396927018,-0.009962519148637633
B136,LIVE,0.6,0.25,ERA_HIKE,0.6087069496663902,0.37746264497635584,0.3278874477519178,-0.04957519722443805
B136,LIVE,0.6,0.5,FULL,0.5742161598676574,0.3759770733685186,0.34415819942987813,-0.03181887393864046
B136,LIVE,0.6,0.5,ERA_ZIRP,0.5624400248971703,0.2567226590257185,0.2366504785518142,-0.020072180473904327
B136,LIVE,0.6,0.5,ERA_HIKE,0.6087123290921592,0.7549319615778027,0.6555087953847627,-0.09942316619304002
B136,LIVE,0.6,0.75,FULL,0.5742187189319368,0.5639681234342331,0.515845718160457,-0.04812240527377609
B136,LIVE,0.6,0.75,ERA_ZIRP,0.5624416377410315,0.3850850927991558,0.3547535938224211,-0.03033149897673469
B136,LIVE,0.6,0.75,ERA_HIKE,0.6087176599469911,1.1324078594469966,0.9828484072931909,-0.1495594521538057
B136,LIVE,0.6,1.0,FULL,0.5742212572012474,0.7519608218559178,0.6872646222976453,-0.06469619955827254
B136,LIVE,0.6,1.0,ERA_ZIRP,0.5624432392613619,0.5134482524091848,0.4727073432299278,-0.04074090917925702
B136,LIVE,0.6,1.0,ERA_HIKE,0.6087229422619014,1.5098902483035253,1.3098820601463723,-0.20000818815715302
B136,LIVE,0.75,0.25,FULL,0.4678350287847728,0.15316117625661652,0.12937027215202956,-0.023790904104586952
B136,LIVE,0.75,0.25,ERA_ZIRP,0.4531200234003922,0.10341207250178555,0.0874023138652813,-0.016009758636504258
B136,LIVE,0.75,0.25,ERA_HIKE,0.5109401152287714,0.3168368743357965,0.25037738520392594,-0.06645948913187055
B136,LIVE,0.75,0.5,FULL,0.46783762810122115,0.30632405445661137,0.25847519020449905,-0.04784886425211231
B136,LIVE,0.75,0.5,ERA_ZIRP,0.4531216881395725,0.20682490486462302,0.17466742675824598,-0.032157478106377035
B136,LIVE,0.75,0.5,ERA_HIKE,0.5109454522291603,0.6336803676802446,0.5003074678177732,-0.13337289986247136
B136,LIVE,0.75,0.75,FULL,0.4678402088395373,0.4594886163534976,0.387310885181269,-0.07217773117222859
B136,LIVE,0.75,0.75,ERA_ZIRP,0.45312334330794934,0.3102384905357014,0.2617935089936241,-0.04844498154207735
B136,LIVE,0.75,0.75,ERA_HIKE,0.5109507442659909,0.9505303963868685,0.7497784521661721,-0.20075194422069648
B136,LIVE,0.75,1.0,FULL,0.4678427710062735,0.6126548437093686,0.5158760075238966,-0.09677883618547196
B136,LIVE,0.75,1.0,ERA_ZIRP,0.4531249889070147,0.4136528229635718,0.34878060454466286,-0.06487221841890893
B136,LIVE,0.75,1.0,ERA_HIKE,0.5109559913606393,1.267386876862215,0.9987829081188782,-0.2686039687433368
B136,LIVE,0.9,0.25,FULL,0.36148162571444203,0.11834289350541247,0.084803145798662,-0.03353974770675047
B136,LIVE,0.9,0.25,ERA_ZIRP,0.34382807815002714,0.07846921855047165,0.054870418679398014,-0.02359879987107363
B136,LIVE,0.9,0.25,ERA_HIKE,0.4131946678730994,0.25622436594651327,0.1708225964076826,-0.08540176953883068
B136,LIVE,0.9,0.5,FULL,0.36148397966290097,0.23668732829564815,0.16934658170124628,-0.06734074659440187
B136,LIVE,0.9,0.5,ERA_ZIRP,0.3438296110669896,0.15693913679246815,0.10961158210238686,-0.047327554690081305
B136,LIVE,0.9,0.5,ERA_HIKE,0.4131994268926201,0.5124546340832242,0.3411043325559193,-0.17135030152730493
B136,LIVE,0.9,0.75,FULL,0.3614863183435953,0.3550332893754931,0.25362808726103747,-0.10140520211445563
B136,LIVE,0.9,0.75,ERA_ZIRP,0.34383113665045273,0.23540974970498635,0.16422282389563225,-0.07118692580935408
B136,LIVE,0.9,0.75,ERA_HIKE,0.4132041474023061,0.7686907327696295,0.5108371963466141,-0.25785353642301545
B136,LIVE,0.9,1.0,FULL,0.3614886417604869,0.47338076175492144,0.3376464116602085,-0.13573435009471296
B136,LIVE,0.9,1.0,ERA_ZIRP,0.34383265490177234,0.31388105226826063,0.21870435444297787,-0.09517669782528279
B136,LIVE,0.9,1.0,ERA_HIKE,0.4132088294137531,1.0249325903939883,0.680014401183926,-0.34491818921006234
B136,LIVE,1.0,0.25,FULL,0.29059281361718553,0.09513511047032677,0.054132257683314755,-0.041002852787012024
B136,LIVE,1.0,0.25,ERA_ZIRP,0.2709808752110261,0.06184386578996562,0.032321307687310785,-0.029522558102654837
B136,LIVE,1.0,0.25,ERA_HIKE,0.34804262612144754,0.21582321393294304,0.11667670994326418,-0.09914650398967885
B136,LIVE,1.0,0.5,FULL,0.2905948531265378,0.19027155634151993,0.10801332553680432,-0.08225823080471563
B136,LIVE,1.0,0.5,ERA_ZIRP,0.27098221785529386,0.12368834442253007,0.06451914716925078,-0.059169197253279286
B136,LIVE,1.0,0.5,ERA_HIKE,0.3480467069776375,0.4316514889901991,0.23278501193633172,-0.1988664770538674
B136,LIVE,1.0,0.75,FULL,0.29059687971132414,0.2854093249197348,0.16164159835345693,-0.12376772656627791
B136,LIVE,1.0,0.75,ERA_ZIRP,0.2709835545902144,0.18553343185175974,0.09659301195157344,-0.08894041990018631
B136,LIVE,1.0,0.75,ERA_HIKE,0.3480507543593808,0.6474847628986833,0.3483192583755068,-0.2991655045231765
B136,LIVE,1.0,1.0,FULL,0.2905988933739942,0.3805484035143348,0.21501671229824382,-0.16553169121609096
B136,LIVE,1.0,1.0,ERA_ZIRP,0.27098488541706744,0.2473791240328893,0.12854296063657955,-0.11883616339630974
B136,LIVE,1.0,1.0,ERA_HIKE,0.3480547682725536,0.8633229733998863,0.46327698366390724,-0.40004598973597905
SMALL,INC,0.5,0.25,FULL,0.4998496352017624,0.1636422101136913,0.16388900048092125,0.0002467903672299671
SMALL,INC,0.5,0.25,ERA_ZIRP,0.49983683938104745,0.1140738894857046,0.10447295251585498,-0.009600936969849618
SMALL,INC,0.5,0.25,ERA_HIKE,0.49988140998270736,0.3099793082533311,0.30315934477314066,-0.006819963480190431
SMALL,INC,0.5,0.5,FULL,0.49985153188241066,0.32728566210890575,0.32767128269537427,0.0003856205864685106
SMALL,INC,0.5,0.5,ERA_ZIRP,0.49983774961108307,0.22814819444090773,0.208845235170374,-0.0193029592705337
SMALL,INC,0.5,0.5,ERA_HIKE,0.49988575623285386,0.619964006775582,0.6064912776425846,-0.013472729132997432
SMALL,INC,0.5,0.75,FULL,0.49985340814840257,0.4909303359354168,0.4913404501164953,0.00041011418107847475
SMALL,INC,0.5,0.75,ERA_ZIRP,0.4998386501587904,0.34222290823644097,0.3131155835107924,-0.029107324725648587
SMALL,INC,0.5,0.75,ERA_HIKE,0.4998900554176603,0.9299540080102966,0.9099765891089628,-0.019977418901333775
SMALL,INC,0.5,1.0,FULL,0.49985526400678526,0.6545762115522262,0.6548900443576144,0.0003138328053882422
SMALL,INC,0.5,1.0,ERA_ZIRP,0.4998395410255625,0.45629802424440774,0.41727956493624596,-0.039018459308161765
SMALL,INC,0.5,1.0,ERA_HIKE,0.49989430755821396,1.2399492244533248,1.2136032543981212,-0.02634597005520354
SMALL,INC,0.6,0.25,FULL,0.3998662219605776,0.1309093529397659,0.1312350089056613,0.0003256559658954038
SMALL,INC,0.6,0.25,ERA_ZIRP,0.399854716189228,0.09125574409719531,0.08374862803672833,-0.007507116060466966
SMALL,INC,0.6,0.25,ERA_HIKE,0.3998947932708812,0.24797703798687928,0.24120302644818903,-0.006774011538690245
SMALL,INC,0.6,0.5,FULL,0.3998680622244355,0.2618199108212731,0.26238013891310974,0.0005602280918366644
SMALL,INC,0.6,0.5,ERA_ZIRP,0.3998556275804306,0.18251190419389737,0.1674124122474474,-0.015099491946449954
SMALL,INC,0.6,0.5,ERA_HIKE,0.3998989401257587,0.4959592189503954,0.48249097674288866,-0.013468242207506729
SMALL,INC,0.6,0.75,FULL,0.3998698861853588,0.39273165763261675,0.3934295423931866,0.0006978847605698668
SMALL,INC,0.6,0.75,ERA_ZIRP,0.39985653123888165,0.2737684749957483,0.2509897763441904,-0.02277869865155791
SMALL,INC,0.6,0.75,ERA_HIKE,0.3999030493960897,0.7439464729713745,0.7238476831510576,-0.020098789820316865
SMALL,INC,0.6,1.0,FULL,0.39987169384722776,0.5236445773669735,0.5243779840025331,0.0007334066355596698
SMALL,INC,0.6,1.0,ERA_ZIRP,0.3998574271655605,0.3650254512092841,0.3344771103117372,-0.030548340897546898
SMALL,INC,0.6,1.0,ERA_HIKE,0.3999071210929582,0.9919387301581357,0.9652636994740726,-0.026675030684063065
SMALL,INC,0.75,0.25,FULL,0.24990795085967435,0.08181558317463522,0.0820554171359511,0.00023983396131588026
SMALL,INC,0.75,0.25,ERA_ZIRP,0.2498999018658206,0.05703271856318272,0.052446688864660196,-0.0045860296985225256
SMALL,INC,0.75,0.25,ERA_HIKE,0.24992793824635542,0.15498173739540855,0.14938264544583912,-0.005599091949569411
SMALL,INC,0.75,0.5,FULL,0.24990941149864035,0.16363212272563543,0.1640521494139513,0.00042002668831587955
SMALL,INC,0.75,0.5,ERA_ZIRP,0.2499006580248691,0.11406578227100841,0.10483725770304986,-0.00922852456795855
SMALL,INC,0.75,0.5,ERA_HIKE,0.2499311482608054,0.3099674558872884,0.29877280259398287,-0.011194653293305568
SMALL,INC,0.75,0.75,FULL,0.24991086327558462,0.24544960994917817,0.24598611426920325,0.0005365043200250899
SMALL,INC,0.75,0.75,ERA_ZIRP,0.2499014099754219,0.17109918824205994,0.15717060868947197,-0.013928579552587961
SMALL,INC,0.75,0.75,ERA_HIKE,0.24993433785752567,0.46495711749218843,0.44815947511192,-0.016797642380268415
SMALL,INC,0.75,1.0,FULL,0.2499123061909043,0.3272680361419611,0.32785306194447195,0.000585025802510861
SMALL,INC,0.75,1.0,ERA_ZIRP,0.249902157717933,0.22813293359533465,0.2094433881929536,-0.01868954540238106
SMALL,INC,0.75,1.0,ERA_HIKE,0.24993750703677198,0.6199506842272914,0.5975362523136685,-0.02241443191362295
SMALL,INC,0.9,0.25,FULL,0.09996184822767176,0.03272579715782477,0.032792785594026874,6.698843620210767e-05
SMALL,INC,0.9,0.25,ERA_ZIRP,0.09995845358230565,0.022812743456904608,0.0209914456245075,-0.0018212978323971078
SMALL,INC,0.9,0.25,ERA_HIKE,0.09997027786382384,0.06199213845378531,0.059139698836507826,-0.0028524396172774857
SMALL,INC,0.9,0.5,FULL,0.0999625604170694,0.06545206063287312,0.06556201747462964,0.00010995684175652519
SMALL,INC,0.9,0.5,ERA_ZIRP,0.09995883777983863,0.04562566227866216,0.041959598410068466,-0.003666063868593692
SMALL,INC,0.9,0.5,ERA_HIKE,0.09997180452771921,0.12398617029351686,0.11826669157417591,-0.005719478719340941
SMALL,INC,0.9,0.75,FULL,0.0999632702212619,0.09817878808251912,0.09830565300881222,0.00012686492629309775
SMALL,INC,0.9,0.75,ERA_ZIRP,0.09995922083879892,0.06843875568572978,0.06290393305909969,-0.005534822626630093
SMALL,INC,0.9,0.75,ERA_HIKE,0.09997332571075258,0.18598208532305344,0.17737552995771289,-0.008606555365340565
SMALL,INC,0.9,1.0,FULL,0.09996397763962994,0.1309059771633258,0.1310217681913084,0.00011579102798260198
SMALL,INC,0.9,1.0,ERA_ZIRP,0.09995960275933151,0.09125202289869697,0.08382284911243598,-0.007429173786260986
SMALL,INC,0.9,1.0,ERA_HIKE,0.09997484141040629,0.24797987334000904,0.23646355888082837,-0.011516314459180657
SMALL,INC,1.0,0.25,FULL,3.6863884228892734e-18,1.2068604363702825e-18,0.0,-1.2068604363702825e-18
SMALL,INC,1.0,0.25,ERA_ZIRP,5.170910548364427e-18,1.1801168540618657e-18,0.0,-1.1801168540618657e-18
SMALL,INC,1.0,0.25,ERA_HIKE,0.0,0.0,0.0,0.0
SMALL,INC,1.0,0.5,FULL,3.686413203245748e-18,2.4137370980692053e-18,0.0,-2.4137370980692053e-18
SMALL,INC,1.0,0.5,ERA_ZIRP,5.170945307861254e-18,2.3602495739050715e-18,0.0,-2.3602495739050715e-18
SMALL,INC,1.0,0.5,ERA_HIKE,0.0,0.0,0.0,0.0
SMALL,INC,1.0,0.75,FULL,3.686437969121868e-18,3.620629970874908e-18,0.0,-3.620629970874908e-18
SMALL,INC,1.0,0.75,ERA_ZIRP,5.1709800470464335e-18,3.5403981456229075e-18,0.0,-3.5403981456229075e-18
SMALL,INC,1.0,0.75,ERA_HIKE,0.0,0.0,0.0,0.0
SMALL,INC,1.0,1.0,FULL,3.686462720515238e-18,4.8275390405623936e-18,0.0,-4.8275390405623936e-18
SMALL,INC,1.0,1.0,ERA_ZIRP,5.1710147659166075e-18,4.7205625553055974e-18,0.0,-4.7205625553055974e-18
SMALL,INC,1.0,1.0,ERA_HIKE,0.0,0.0,0.0,0.0
SMALL,LIVE,0.5,0.25,FULL,0.72993041401525,0.2389667167216051,0.23614184040332553,-0.0028248763182795854
SMALL,LIVE,0.5,0.25,ERA_ZIRP,0.7160190411607651,0.16341147857804408,0.14964311824299248,-0.013768360335051601
SMALL,LIVE,0.5,0.25,ERA_HIKE,0.7644753513774029,0.47405551769746196,0.44638692510803324,-0.027668592589428706
SMALL,LIVE,0.5,0.5,FULL,0.7299316658203265,0.47793425308229737,0.4720878129134354,-0.0058464401688620125
SMALL,LIVE,0.5,0.5,ERA_ZIRP,0.7160193217851039,0.3268230852455257,0.2991940149518868,-0.0276290702936389
SMALL,LIVE,0.5,0.5,ERA_HIKE,0.7644790148335872,0.9481155788549972,0.8929543728616984,-0.05516120599329873
SMALL,LIVE,0.5,0.75,FULL,0.7299328984956842,0.7169025902938497,0.7078336829680065,-0.0090689073258432
SMALL,LIVE,0.5,0.75,ERA_ZIRP,0.7160195930410872,0.4902348135882433,0.4486512803639986,-0.04158353322424469
SMALL,LIVE,0.5,0.75,ERA_HIKE,0.7644826349204829,1.4221801027919776,1.3396870239552383,-0.0824930788367392
SMALL,LIVE,0.5,1.0,FULL,0.7299341120532925,0.9558717095837097,0.9433753637141384,-0.012496345869571213
SMALL,LIVE,0.5,1.0,ERA_ZIRP,0.7160198549302617,0.6536466571934072,0.5980132793875548,-0.05563337780585238
SMALL,LIVE,0.5,1.0,ERA_HIKE,0.7644862116759426,1.896249008921665,1.7865705621747496,-0.10967844674691536
SMALL,LIVE,0.6,0.25,FULL,0.6759316323002686,0.2212884403741201,0.21762959851443497,-0.003658841859685135
SMALL,LIVE,0.6,0.25,ERA_ZIRP,0.6592396308498962,0.15045315364768055,0.13766135538817448,-0.012791798259506083
SMALL,LIVE,0.6,0.25,ERA_HIKE,0.7173814698241171,0.4448523336315516,0.4110786508297881,-0.03377368280176345
SMALL,LIVE,0.6,0.5,FULL,0.6759330533362888,0.44257781119395273,0.4350493164435809,-0.007528494750371796
SMALL,LIVE,0.6,0.5,ERA_ZIRP,0.6592399817301505,0.30090646745272526,0.2752340787619323,-0.025672388690792983
SMALL,LIVE,0.6,0.5,ERA_HIKE,0.717385548287574,0.8897097254199213,0.8221884001512247,-0.0675213252686966
SMALL,LIVE,0.6,0.75,FULL,0.6759344540779584,0.6638680925274295,0.652255680320657,-0.011612412206772529
SMALL,LIVE,0.6,0.75,ERA_ZIRP,0.659240322909113,0.45135993477298214,0.4127171397442009,-0.03864279502878128
SMALL,LIVE,0.6,0.75,ERA_HIKE,0.7173895801518316,1.334572088675823,1.2333159235968782,-0.1012561650789447
SMALL,LIVE,0.6,1.0,FULL,0.675935834537397,0.8851592644583527,0.869245521335138,-0.015913743123214738
SMALL,LIVE,0.6,1.0,ERA_ZIRP,0.6592406543884591,0.6018135489678286,0.5501098083013023,-0.05170374066652628
SMALL,LIVE,0.6,1.0,ERA_HIKE,0.7173935654549449,1.7794393368043628,1.6444481659387167,-0.13499117086564622
SMALL,LIVE,0.75,0.25,FULL,0.5949418404414253,0.19477376955500605,0.18920273383762343,-0.005571035717382637
SMALL,LIVE,0.75,0.25,ERA_ZIRP,0.5740798417712993,0.13101779474134756,0.11910002094113192,-0.01191777380021564
SMALL,LIVE,0.75,0.25,ERA_HIKE,0.6467466798952451,0.4010512982589249,0.3575731668061133,-0.043478131452811576
SMALL,LIVE,0.75,0.5,FULL,0.5949434625552577,0.38954860121458873,0.37817962516386583,-0.011368976050722896
SMALL,LIVE,0.75,0.5,ERA_ZIRP,0.5740803007189103,0.2620357989668104,0.23811762511358747,-0.02391817385322295
SMALL,LIVE,0.75,0.5,ERA_HIKE,0.6467511904015233,0.8021081904990943,0.714983366163513,-0.08712482433558127
SMALL,LIVE,0.75,0.75,FULL,0.5949450638321919,0.5843244745138173,0.5669278544065959,-0.01739662010722138
SMALL,LIVE,0.75,0.75,ERA_ZIRP,0.5740807501145777,0.39305400613649044,0.35705170781570317,-0.03600229832078725
SMALL,LIVE,0.75,0.75,ERA_HIKE,0.6467556520479283,1.2031705858256516,1.0722201953429877,-0.1309503904826639
SMALL,LIVE,0.75,1.0,FULL,0.5949466442837414,0.779101369002838,0.7554448325438834,-0.023656536458954627
SMALL,LIVE,0.75,1.0,ERA_ZIRP,0.5740811899600702,0.5240724097121039,0.4759012168433774,-0.04817119286872652
SMALL,LIVE,0.75,1.0,ERA_HIKE,0.6467600648701729,1.6042383934323234,1.4292738899608137,-0.17496450347150966
SMALL,LIVE,0.9,0.25,FULL,0.513961417624641,0.16826216599980745,0.15993160983229782,-0.008330556167509629
SMALL,LIVE,0.9,0.25,ERA_ZIRP,0.4889305035183818,0.11158482094599409,0.09975011272167489,-0.011834708224319205
SMALL,LIVE,0.9,0.25,ERA_HIKE,0.5761185727065264,0.3572544068915133,0.30343324528510074,-0.05382116160641253
SMALL,LIVE,0.9,0.5,FULL,0.5139631761406801,0.3365254834156844,0.3196242172943231,-0.0169012661213613
SMALL,LIVE,0.9,0.5,ERA_ZIRP,0.48893106979791107,0.2231699003671679,0.1994207332502329,-0.023749167116934998
SMALL,LIVE,0.9,0.5,ERA_HIKE,0.5761232918028036,0.7145146664599631,0.6065447834044946,-0.10796988305546845
SMALL,LIVE,0.9,0.75,FULL,0.5139649144281,0.5047899323801205,0.4790759016485957,-0.025714030731524735
SMALL,LIVE,0.9,0.75,ERA_ZIRP,0.4889316272520757,0.33475523222108755,0.29901129107219315,-0.035743941148894426
SMALL,LIVE,0.9,0.75,ERA_HIKE,0.5761279623537224,1.0717806883955898,0.9093265415204499,-0.1624541468751399
SMALL,LIVE,0.9,1.0,FULL,0.5139666324971149,0.6730554930389809,0.6382845198993792,-0.034770973139601744
SMALL,LIVE,0.9,1.0,ERA_ZIRP,0.48893217588263804,0.4463408104669282,0.398521281652231,-0.047819528814697226
SMALL,LIVE,0.9,1.0,ERA_HIKE,0.5761325843904844,1.4290523824660275,1.2117695193137878,-0.21728286315223969
SMALL,LIVE,1.0,0.25,FULL,0.45997929267696924,0.1505893427926749,0.1399390484773333,-0.010650294315341612
SMALL,LIVE,1.0,0.25,ERA_ZIRP,0.4321696731562049,0.09863073637337684,0.08639945387174386,-0.012231282501632985
SMALL,LIVE,1.0,0.25,ERA_HIKE,0.529036572246641,0.3280585903592618,0.2669873012563162,-0.06107128910294562
