panel,cost,grid,basis,null,floor_frac,base_rate,base_rate_min,base_rate_max
U56,0.0,POSTCRASH,FULL,BLOCK,0.8,0.25072727272727274,0.092,0.46
U56,0.0,POSTCRASH,FULL,BLOCK,0.9,0.13036363636363635,0.014,0.296
U56,0.0,POSTCRASH,FULL,IID,0.5,0.7301818181818182,0.546,0.854
U56,0.0,POSTCRASH,FULL,IID,0.6,0.5838181818181819,0.38,0.76
U56,0.0,POSTCRASH,FULL,IID,0.7,0.4196363636363636,0.234,0.628
U56,0.0,POSTCRASH,FULL,IID,0.8,0.2692727272727273,0.136,0.482
U56,0.0,POSTCRASH,FULL,IID,0.9,0.1589090909090909,0.064,0.38
U56,0.0,POSTCRASH,OOSWIN,GROSS,0.5,0.9601818181818182,0.658,1.0
U56,0.0,POSTCRASH,OOSWIN,GROSS,0.6,0.6110909090909091,0.0,0.892
U56,0.0,POSTCRASH,OOSWIN,GROSS,0.7,0.028000000000000004,0.0,0.154
U56,0.0,POSTCRASH,OOSWIN,GROSS,0.8,0.0,0.0,0.0
U56,0.0,POSTCRASH,OOSWIN,GROSS,0.9,0.0,0.0,0.0
U56,0.0,POSTCRASH,OOSWIN,BLOCK,0.5,0.7230909090909091,0.476,0.832
U56,0.0,POSTCRASH,OOSWIN,BLOCK,0.6,0.5392727272727272,0.244,0.678
U56,0.0,POSTCRASH,OOSWIN,BLOCK,0.7,0.34581818181818186,0.084,0.506
U56,0.0,POSTCRASH,OOSWIN,BLOCK,0.8,0.18818181818181817,0.014,0.296
U56,0.0,POSTCRASH,OOSWIN,BLOCK,0.9,0.0870909090909091,0.004,0.182
U56,0.0,POSTCRASH,OOSWIN,IID,0.5,0.6912727272727271,0.452,0.798
U56,0.0,POSTCRASH,OOSWIN,IID,0.6,0.5234545454545454,0.26,0.622
U56,0.0,POSTCRASH,OOSWIN,IID,0.7,0.3530909090909091,0.094,0.444
U56,0.0,POSTCRASH,OOSWIN,IID,0.8,0.2158181818181818,0.026,0.324
U56,0.0,POSTCRASH,OOSWIN,IID,0.9,0.11872727272727274,0.004,0.222
U56,10.0,LEGAL,FULL,GROSS,0.5,0.5062500000000001,0.086,0.958
U56,10.0,LEGAL,FULL,GROSS,0.6,0.001625,0.0,0.026
U56,10.0,LEGAL,FULL,GROSS,0.7,0.0,0.0,0.0
U56,10.0,LEGAL,FULL,GROSS,0.8,0.0,0.0,0.0
U56,10.0,LEGAL,FULL,GROSS,0.9,0.0,0.0,0.0
U56,10.0,LEGAL,FULL,BLOCK,0.5,0.759125,0.698,0.838
U56,10.0,LEGAL,FULL,BLOCK,0.6,0.53725,0.436,0.642
U56,10.0,LEGAL,FULL,BLOCK,0.7,0.291125,0.202,0.396
U56,10.0,LEGAL,FULL,BLOCK,0.8,0.11275,0.05,0.2
U56,10.0,LEGAL,FULL,BLOCK,0.9,0.032,0.008,0.078
U56,10.0,LEGAL,FULL,IID,0.5,0.74,0.69,0.802
U56,10.0,LEGAL,FULL,IID,0.6,0.5235,0.446,0.608
U56,10.0,LEGAL,FULL,IID,0.7,0.29762500000000003,0.204,0.41
U56,10.0,LEGAL,FULL,IID,0.8,0.1365,0.064,0.26
U56,10.0,LEGAL,FULL,IID,0.9,0.048625,0.008,0.116
U56,10.0,LEGAL,OOSWIN,GROSS,0.5,0.5740000000000001,0.258,0.874
U56,10.0,LEGAL,OOSWIN,GROSS,0.6,0.0,0.0,0.0
U56,10.0,LEGAL,OOSWIN,GROSS,0.7,0.0,0.0,0.0
U56,10.0,LEGAL,OOSWIN,GROSS,0.8,0.0,0.0,0.0
U56,10.0,LEGAL,OOSWIN,GROSS,0.9,0.0,0.0,0.0
U56,10.0,LEGAL,OOSWIN,BLOCK,0.5,0.766875,0.714,0.804
U56,10.0,LEGAL,OOSWIN,BLOCK,0.6,0.544875,0.422,0.596
U56,10.0,LEGAL,OOSWIN,BLOCK,0.7,0.300125,0.2,0.374
U56,10.0,LEGAL,OOSWIN,BLOCK,0.8,0.11825,0.07,0.166
U56,10.0,LEGAL,OOSWIN,BLOCK,0.9,0.032875,0.016,0.06
U56,10.0,LEGAL,OOSWIN,IID,0.5,0.74625,0.662,0.804
U56,10.0,LEGAL,OOSWIN,IID,0.6,0.5341250000000001,0.436,0.594
U56,10.0,LEGAL,OOSWIN,IID,0.7,0.309125,0.262,0.348
U56,10.0,LEGAL,OOSWIN,IID,0.8,0.13987500000000003,0.106,0.172
U56,10.0,LEGAL,OOSWIN,IID,0.9,0.052750000000000005,0.03,0.072
U56,10.0,POST2020,FULL,GROSS,0.5,0.7195,0.004,1.0
U56,10.0,POST2020,FULL,GROSS,0.6,0.304625,0.0,0.998
U56,10.0,POST2020,FULL,GROSS,0.7,0.062375,0.0,0.744
U56,10.0,POST2020,FULL,GROSS,0.8,0.002125,0.0,0.034
U56,10.0,POST2020,FULL,GROSS,0.9,0.0,0.0,0.0
U56,10.0,POST2020,FULL,BLOCK,0.5,0.7817500000000001,0.568,0.942
U56,10.0,POST2020,FULL,BLOCK,0.6,0.61625,0.362,0.802
U56,10.0,POST2020,FULL,BLOCK,0.7,0.42075,0.184,0.62
U56,10.0,POST2020,FULL,BLOCK,0.8,0.253375,0.098,0.428
U56,10.0,POST2020,FULL,BLOCK,0.9,0.127625,0.03,0.282
U56,10.0,POST2020,FULL,IID,0.5,0.7501249999999999,0.542,0.894
U56,10.0,POST2020,FULL,IID,0.6,0.5942500000000001,0.354,0.778
U56,10.0,POST2020,FULL,IID,0.7,0.41912499999999997,0.212,0.6
U56,10.0,POST2020,FULL,IID,0.8,0.263625,0.11,0.422
U56,10.0,POST2020,FULL,IID,0.9,0.146,0.058,0.276
U56,10.0,POST2020,OOSWIN,GROSS,0.5,0.6836249999999999,0.014,0.954
U56,10.0,POST2020,OOSWIN,GROSS,0.6,0.0145,0.0,0.066
U56,10.0,POST2020,OOSWIN,GROSS,0.7,0.0,0.0,0.0
U56,10.0,POST2020,OOSWIN,GROSS,0.8,0.0,0.0,0.0
U56,10.0,POST2020,OOSWIN,GROSS,0.9,0.0,0.0,0.0
U56,10.0,POST2020,OOSWIN,BLOCK,0.5,0.7328749999999999,0.428,0.838
U56,10.0,POST2020,OOSWIN,BLOCK,0.6,0.5295,0.208,0.682
U56,10.0,POST2020,OOSWIN,BLOCK,0.7,0.33087500000000003,0.072,0.462
U56,10.0,POST2020,OOSWIN,BLOCK,0.8,0.173875,0.024,0.298
U56,10.0,POST2020,OOSWIN,BLOCK,0.9,0.07925,0.0,0.176
U56,10.0,POST2020,OOSWIN,IID,0.5,0.696125,0.452,0.786
U56,10.0,POST2020,OOSWIN,IID,0.6,0.518375,0.236,0.624
U56,10.0,POST2020,OOSWIN,IID,0.7,0.34062500000000007,0.1,0.442
U56,10.0,POST2020,OOSWIN,IID,0.8,0.197,0.028,0.316
U56,10.0,POST2020,OOSWIN,IID,0.9,0.09625,0.006,0.212
U56,10.0,POSTCRASH,FULL,GROSS,0.5,0.612909090909091,0.004,1.0
U56,10.0,POSTCRASH,FULL,GROSS,0.6,0.3310909090909091,0.0,0.998
U56,10.0,POSTCRASH,FULL,GROSS,0.7,0.08545454545454545,0.0,0.744
U56,10.0,POSTCRASH,FULL,GROSS,0.8,0.003090909090909091,0.0,0.034
U56,10.0,POSTCRASH,FULL,GROSS,0.9,0.0,0.0,0.0
U56,10.0,POSTCRASH,FULL,BLOCK,0.5,0.746,0.568,0.89
U56,10.0,POSTCRASH,FULL,BLOCK,0.6,0.574,0.362,0.778
U56,10.0,POSTCRASH,FULL,BLOCK,0.7,0.382,0.184,0.612
U56,10.0,POSTCRASH,FULL,BLOCK,0.8,0.22709090909090907,0.098,0.428
U56,10.0,POSTCRASH,FULL,BLOCK,0.9,0.11800000000000001,0.03,0.282
U56,10.0,POSTCRASH,FULL,IID,0.5,0.7163636363636363,0.542,0.832
U56,10.0,POSTCRASH,FULL,IID,0.6,0.5574545454545455,0.354,0.718
U56,10.0,POSTCRASH,FULL,IID,0.7,0.3899999999999999,0.212,0.592
U56,10.0,POSTCRASH,FULL,IID,0.8,0.2387272727272727,0.11,0.416
U56,10.0,POSTCRASH,FULL,IID,0.9,0.132,0.058,0.276
U56,10.0,POSTCRASH,OOSWIN,GROSS,0.5,0.6436363636363637,0.014,0.954
U56,10.0,POSTCRASH,OOSWIN,GROSS,0.6,0.01890909090909091,0.0,0.066
U56,10.0,POSTCRASH,OOSWIN,GROSS,0.7,0.0,0.0,0.0
U56,10.0,POSTCRASH,OOSWIN,GROSS,0.8,0.0,0.0,0.0
U56,10.0,POSTCRASH,OOSWIN,GROSS,0.9,0.0,0.0,0.0
U56,10.0,POSTCRASH,OOSWIN,BLOCK,0.5,0.7049090909090908,0.428,0.812
U56,10.0,POSTCRASH,OOSWIN,BLOCK,0.6,0.4996363636363636,0.208,0.604
U56,10.0,POSTCRASH,OOSWIN,BLOCK,0.7,0.31581818181818183,0.072,0.46
U56,10.0,POSTCRASH,OOSWIN,BLOCK,0.8,0.16727272727272727,0.024,0.298
U56,10.0,POSTCRASH,OOSWIN,BLOCK,0.9,0.07727272727272728,0.0,0.176
U56,10.0,POSTCRASH,OOSWIN,IID,0.5,0.6698181818181818,0.452,0.764
U56,10.0,POSTCRASH,OOSWIN,IID,0.6,0.4929090909090909,0.236,0.618
U56,10.0,POSTCRASH,OOSWIN,IID,0.7,0.32454545454545464,0.1,0.442
U56,10.0,POSTCRASH,OOSWIN,IID,0.8,0.19072727272727272,0.028,0.316
U56,10.0,POSTCRASH,OOSWIN,IID,0.9,0.0970909090909091,0.006,0.212
U56,25.0,LEGAL,FULL,GROSS,0.5,0.0,0.0,0.0
U56,25.0,LEGAL,FULL,GROSS,0.6,0.0,0.0,0.0
U56,25.0,LEGAL,FULL,GROSS,0.7,0.0,0.0,0.0
U56,25.0,LEGAL,FULL,GROSS,0.8,0.0,0.0,0.0
U56,25.0,LEGAL,FULL,GROSS,0.9,0.0,0.0,0.0
U56,25.0,LEGAL,FULL,BLOCK,0.5,0.723375,0.648,0.83
U56,25.0,LEGAL,FULL,BLOCK,0.6,0.479625,0.354,0.642
U56,25.0,LEGAL,FULL,BLOCK,0.7,0.244875,0.144,0.39
U56,25.0,LEGAL,FULL,BLOCK,0.8,0.09425,0.04,0.182
U56,25.0,LEGAL,FULL,BLOCK,0.9,0.025125,0.0,0.062
U56,25.0,LEGAL,FULL,IID,0.5,0.708125,0.626,0.766
U56,25.0,LEGAL,FULL,IID,0.6,0.47650000000000003,0.386,0.592
U56,25.0,LEGAL,FULL,IID,0.7,0.258375,0.168,0.396
U56,25.0,LEGAL,FULL,IID,0.8,0.10999999999999999,0.046,0.204
U56,25.0,LEGAL,FULL,IID,0.9,0.037625000000000006,0.008,0.088
U56,25.0,LEGAL,OOSWIN,GROSS,0.5,0.0,0.0,0.0
U56,25.0,LEGAL,OOSWIN,GROSS,0.6,0.0,0.0,0.0
U56,25.0,LEGAL,OOSWIN,GROSS,0.7,0.0,0.0,0.0
U56,25.0,LEGAL,OOSWIN,GROSS,0.8,0.0,0.0,0.0
U56,25.0,LEGAL,OOSWIN,GROSS,0.9,0.0,0.0,0.0
U56,25.0,LEGAL,OOSWIN,BLOCK,0.5,0.733625,0.676,0.8
U56,25.0,LEGAL,OOSWIN,BLOCK,0.6,0.48975,0.42,0.568
U56,25.0,LEGAL,OOSWIN,BLOCK,0.7,0.24862499999999998,0.178,0.312
U56,25.0,LEGAL,OOSWIN,BLOCK,0.8,0.09675,0.052,0.132
U56,25.0,LEGAL,OOSWIN,BLOCK,0.9,0.0265,0.008,0.048
U56,25.0,LEGAL,OOSWIN,IID,0.5,0.714375,0.648,0.76
U56,25.0,LEGAL,OOSWIN,IID,0.6,0.48825,0.44,0.53
U56,25.0,LEGAL,OOSWIN,IID,0.7,0.26587500000000003,0.208,0.304
U56,25.0,LEGAL,OOSWIN,IID,0.8,0.11687499999999999,0.072,0.156
U56,25.0,LEGAL,OOSWIN,IID,0.9,0.03949999999999999,0.016,0.056
U56,25.0,POST2020,FULL,GROSS,0.5,0.173375,0.0,0.97
U56,25.0,POST2020,FULL,GROSS,0.6,0.019,0.0,0.29
U56,25.0,POST2020,FULL,GROSS,0.7,0.00025,0.0,0.004
U56,25.0,POST2020,FULL,GROSS,0.8,0.0,0.0,0.0
U56,25.0,POST2020,FULL,GROSS,0.9,0.0,0.0,0.0
U56,25.0,POST2020,FULL,BLOCK,0.5,0.7515000000000001,0.528,0.918
U56,25.0,POST2020,FULL,BLOCK,0.6,0.5722499999999999,0.326,0.784
U56,25.0,POST2020,FULL,BLOCK,0.7,0.386625,0.158,0.602
U56,25.0,POST2020,FULL,BLOCK,0.8,0.21612499999999998,0.072,0.452
U56,25.0,POST2020,FULL,BLOCK,0.9,0.10837499999999999,0.03,0.278
U56,25.0,POST2020,FULL,IID,0.5,0.724875,0.474,0.898
U56,25.0,POST2020,FULL,IID,0.6,0.56725,0.328,0.754
U56,25.0,POST2020,FULL,IID,0.7,0.3955,0.198,0.576
U56,25.0,POST2020,FULL,IID,0.8,0.23912500000000003,0.074,0.406
U56,25.0,POST2020,FULL,IID,0.9,0.130125,0.028,0.276
U56,25.0,POST2020,OOSWIN,GROSS,0.5,0.0,0.0,0.0
U56,25.0,POST2020,OOSWIN,GROSS,0.6,0.0,0.0,0.0
U56,25.0,POST2020,OOSWIN,GROSS,0.7,0.0,0.0,0.0
U56,25.0,POST2020,OOSWIN,GROSS,0.8,0.0,0.0,0.0
U56,25.0,POST2020,OOSWIN,GROSS,0.9,0.0,0.0,0.0
U56,25.0,POST2020,OOSWIN,BLOCK,0.5,0.697375,0.414,0.798
U56,25.0,POST2020,OOSWIN,BLOCK,0.6,0.48675,0.176,0.626
U56,25.0,POST2020,OOSWIN,BLOCK,0.7,0.2905,0.038,0.416
U56,25.0,POST2020,OOSWIN,BLOCK,0.8,0.14887499999999998,0.008,0.248
U56,25.0,POST2020,OOSWIN,BLOCK,0.9,0.06525,0.002,0.152
U56,25.0,POST2020,OOSWIN,IID,0.5,0.670125,0.426,0.778
U56,25.0,POST2020,OOSWIN,IID,0.6,0.49075,0.226,0.584
U56,25.0,POST2020,OOSWIN,IID,0.7,0.313625,0.102,0.422
U56,25.0,POST2020,OOSWIN,IID,0.8,0.17775000000000002,0.034,0.282
U56,25.0,POST2020,OOSWIN,IID,0.9,0.08875,0.012,0.178
U56,25.0,POSTCRASH,FULL,GROSS,0.5,0.19309090909090906,0.0,0.97
U56,25.0,POSTCRASH,FULL,GROSS,0.6,0.027636363636363636,0.0,0.29
U56,25.0,POSTCRASH,FULL,GROSS,0.7,0.00036363636363636367,0.0,0.004
U56,25.0,POSTCRASH,FULL,GROSS,0.8,0.0,0.0,0.0
U56,25.0,POSTCRASH,FULL,GROSS,0.9,0.0,0.0,0.0
U56,25.0,POSTCRASH,FULL,BLOCK,0.5,0.7178181818181818,0.528,0.888
U56,25.0,POSTCRASH,FULL,BLOCK,0.6,0.5332727272727272,0.326,0.736
U56,25.0,POSTCRASH,FULL,BLOCK,0.7,0.3496363636363636,0.158,0.6
U56,25.0,POSTCRASH,FULL,BLOCK,0.8,0.19272727272727275,0.072,0.452
U56,25.0,POSTCRASH,FULL,BLOCK,0.9,0.09854545454545455,0.03,0.278
U56,25.0,POSTCRASH,FULL,IID,0.5,0.6874545454545454,0.474,0.828
U56,25.0,POSTCRASH,FULL,IID,0.6,0.5307272727272727,0.328,0.688
U56,25.0,POSTCRASH,FULL,IID,0.7,0.3641818181818182,0.198,0.552
U56,25.0,POSTCRASH,FULL,IID,0.8,0.21781818181818186,0.074,0.406
U56,25.0,POSTCRASH,FULL,IID,0.9,0.1190909090909091,0.028,0.276
U56,25.0,POSTCRASH,OOSWIN,GROSS,0.5,0.0,0.0,0.0
U56,25.0,POSTCRASH,OOSWIN,GROSS,0.6,0.0,0.0,0.0
U56,25.0,POSTCRASH,OOSWIN,GROSS,0.7,0.0,0.0,0.0
U56,25.0,POSTCRASH,OOSWIN,GROSS,0.8,0.0,0.0,0.0
U56,25.0,POSTCRASH,OOSWIN,GROSS,0.9,0.0,0.0,0.0
U56,25.0,POSTCRASH,OOSWIN,BLOCK,0.5,0.6719999999999999,0.414,0.798
U56,25.0,POSTCRASH,OOSWIN,BLOCK,0.6,0.4639999999999999,0.176,0.586
U56,25.0,POSTCRASH,OOSWIN,BLOCK,0.7,0.2734545454545454,0.038,0.41
U56,25.0,POSTCRASH,OOSWIN,BLOCK,0.8,0.1410909090909091,0.008,0.248
U56,25.0,POSTCRASH,OOSWIN,BLOCK,0.9,0.06418181818181819,0.002,0.152
U56,25.0,POSTCRASH,OOSWIN,IID,0.5,0.6403636363636364,0.426,0.748
U56,25.0,POSTCRASH,OOSWIN,IID,0.6,0.4689090909090909,0.226,0.572
U56,25.0,POSTCRASH,OOSWIN,IID,0.7,0.30036363636363633,0.102,0.422
U56,25.0,POSTCRASH,OOSWIN,IID,0.8,0.17472727272727273,0.034,0.282
U56,25.0,POSTCRASH,OOSWIN,IID,0.9,0.09018181818181818,0.012,0.178
B136,0.0,LEGAL,FULL,GROSS,0.5,0.827,0.326,1.0
B136,0.0,LEGAL,FULL,GROSS,0.6,0.0027500000000000003,0.0,0.032
B136,0.0,LEGAL,FULL,GROSS,0.7,0.0,0.0,0.0
B136,0.0,LEGAL,FULL,GROSS,0.8,0.0,0.0,0.0
B136,0.0,LEGAL,FULL,GROSS,0.9,0.0,0.0,0.0
B136,0.0,LEGAL,FULL,BLOCK,0.5,0.530375,0.4,0.632
B136,0.0,LEGAL,FULL,BLOCK,0.6,0.27475,0.206,0.374
B136,0.0,LEGAL,FULL,BLOCK,0.7,0.101875,0.044,0.178
B136,0.0,LEGAL,FULL,BLOCK,0.8,0.026625000000000003,0.004,0.062
B136,0.0,LEGAL,FULL,BLOCK,0.9,0.004375,0.0,0.018
B136,0.0,LEGAL,FULL,IID,0.5,0.52425,0.408,0.634
B136,0.0,LEGAL,FULL,IID,0.6,0.289125,0.21,0.392
B136,0.0,LEGAL,FULL,IID,0.7,0.12300000000000001,0.062,0.196
B136,0.0,LEGAL,FULL,IID,0.8,0.040375,0.012,0.08
B136,0.0,LEGAL,FULL,IID,0.9,0.01025,0.0,0.034
B136,0.0,LEGAL,OOSWIN,GROSS,0.5,0.8607499999999999,0.356,1.0
B136,0.0,LEGAL,OOSWIN,GROSS,0.6,0.000625,0.0,0.002
B136,0.0,LEGAL,OOSWIN,GROSS,0.7,0.0,0.0,0.0
B136,0.0,LEGAL,OOSWIN,GROSS,0.8,0.0,0.0,0.0
B136,0.0,LEGAL,OOSWIN,GROSS,0.9,0.0,0.0,0.0
B136,0.0,LEGAL,OOSWIN,BLOCK,0.5,0.5345,0.434,0.616
B136,0.0,LEGAL,OOSWIN,BLOCK,0.6,0.28,0.2,0.342
B136,0.0,LEGAL,OOSWIN,BLOCK,0.7,0.103625,0.05,0.152
B136,0.0,LEGAL,OOSWIN,BLOCK,0.8,0.027624999999999997,0.012,0.044
B136,0.0,LEGAL,OOSWIN,BLOCK,0.9,0.00325,0.0,0.008
B136,0.0,LEGAL,OOSWIN,IID,0.5,0.5282500000000001,0.44,0.632
B136,0.0,LEGAL,OOSWIN,IID,0.6,0.29175,0.216,0.366
B136,0.0,LEGAL,OOSWIN,IID,0.7,0.12537500000000001,0.08,0.164
B136,0.0,LEGAL,OOSWIN,IID,0.8,0.03949999999999999,0.024,0.052
B136,0.0,LEGAL,OOSWIN,IID,0.9,0.009375000000000001,0.002,0.018
B136,0.0,POST2020,FULL,GROSS,0.5,0.7053750000000001,0.0,1.0
B136,0.0,POST2020,FULL,GROSS,0.6,0.285125,0.0,0.992
B136,0.0,POST2020,FULL,GROSS,0.7,0.005,0.0,0.072
B136,0.0,POST2020,FULL,GROSS,0.8,0.0,0.0,0.0
B136,0.0,POST2020,FULL,GROSS,0.9,0.0,0.0,0.0
B136,0.0,POST2020,FULL,BLOCK,0.5,0.539125,0.26,0.748
B136,0.0,POST2020,FULL,BLOCK,0.6,0.3325,0.116,0.518
B136,0.0,POST2020,FULL,BLOCK,0.7,0.16825,0.048,0.354
B136,0.0,POST2020,FULL,BLOCK,0.8,0.06475,0.014,0.168
B136,0.0,POST2020,FULL,BLOCK,0.9,0.022875,0.002,0.08
B136,0.0,POST2020,FULL,IID,0.5,0.521375,0.244,0.7
B136,0.0,POST2020,FULL,IID,0.6,0.337125,0.114,0.51
B136,0.0,POST2020,FULL,IID,0.7,0.1865,0.054,0.356
B136,0.0,POST2020,FULL,IID,0.8,0.096875,0.024,0.216
B136,0.0,POST2020,FULL,IID,0.9,0.04175,0.006,0.12
B136,0.0,POST2020,OOSWIN,GROSS,0.5,0.60275,0.0,1.0
B136,0.0,POST2020,OOSWIN,GROSS,0.6,0.001,0.0,0.014
B136,0.0,POST2020,OOSWIN,GROSS,0.7,0.0,0.0,0.0
B136,0.0,POST2020,OOSWIN,GROSS,0.8,0.0,0.0,0.0
B136,0.0,POST2020,OOSWIN,GROSS,0.9,0.0,0.0,0.0
B136,0.0,POST2020,OOSWIN,BLOCK,0.5,0.450625,0.184,0.586
B136,0.0,POST2020,OOSWIN,BLOCK,0.6,0.2365,0.054,0.33
B136,0.0,POST2020,OOSWIN,BLOCK,0.7,0.10412500000000001,0.008,0.172
B136,0.0,POST2020,OOSWIN,BLOCK,0.8,0.035,0.0,0.078
B136,0.0,POST2020,OOSWIN,BLOCK,0.9,0.011125,0.0,0.036
B136,0.0,POST2020,OOSWIN,IID,0.5,0.438625,0.232,0.534
B136,0.0,POST2020,OOSWIN,IID,0.6,0.25262500000000004,0.088,0.334
B136,0.0,POST2020,OOSWIN,IID,0.7,0.126125,0.03,0.176
B136,0.0,POST2020,OOSWIN,IID,0.8,0.05650000000000001,0.004,0.1
B136,0.0,POST2020,OOSWIN,IID,0.9,0.021625,0.0,0.046
B136,0.0,POSTCRASH,FULL,GROSS,0.5,0.5847272727272728,0.0,1.0
B136,0.0,POSTCRASH,FULL,GROSS,0.6,0.32472727272727275,0.0,0.992
B136,0.0,POSTCRASH,FULL,GROSS,0.7,0.006909090909090909,0.0,0.072
