m_min,decile,share_lo,share_hi,n_cells,share,d_mean,abs_d,sd_d,sd_d_median,sd_fix,switch,n_books,distinct,mode_stable
12,5,0.5825,0.71875,57,0.6522184379013172,0.02496932910066896,0.02639879841862226,0.02330248813705518,0.01039115087667733,0.013904662630853151,0.06184210526315789,25.75438596491228,3.543859649122807,0.8763157894736843
12,6,0.71875,0.8125,56,0.7834841216519416,0.007993772190358439,0.012711288265408863,0.006942072818262919,0.00427517447390897,0.006610704074731147,0.0017857142857142859,24.696428571428573,3.0,0.9964285714285713
12,7,0.8125,0.9049213551119178,55,0.8663836154602942,0.009952779152998734,0.011690565435052551,0.006149231300788143,0.005153042697089535,0.006149231300788143,0.0,54.6,3.272727272727273,1.0
12,8,0.9049213551119178,0.9583333333333333,60,0.9393830128205127,0.0019580316919728022,0.003089597102776981,0.0029513675496140065,0.00024300520113750522,0.0029513675496140065,0.0,28.15,2.35,1.0
12,9,0.9583333333333333,1.0,108,0.9973958333333334,0.0003296876995934099,0.0003347997871277558,0.00032681345446644247,0.0,0.00032681345446644247,0.0,21.564814814814813,1.0833333333333333,1.0
20,1,0.21439050111736238,0.33734375000000005,44,0.2701375062664196,0.005747316782574837,0.014162598657058515,0.03235670192251773,0.028207999413112778,0.012577507121554348,0.3928977272727273,68.25,8.431818181818182,0.2767045454545454
20,2,0.33734375000000005,0.3934375,20,0.36115762998575496,0.003312299513392504,0.009635101868278496,0.015046772493479585,0.010023785673691669,0.0061935138383198435,0.35624999999999996,42.85,5.95,0.30625
20,3,0.3934375,0.46515625000000005,20,0.4123151486823361,0.004659970207210097,0.007792905606169187,0.009626134753429261,0.008791271138631072,0.0048251762119155975,0.25437499999999996,39.4,5.35,0.505
20,4,0.46515625000000005,0.5825,13,0.5117588141025642,0.018240016128257115,0.018240016128257115,0.006099557064479017,0.006292548533321818,0.005321180403425381,0.0125,40.61538461538461,5.769230769230769,0.9749999999999999
20,5,0.5825,0.71875,10,0.6753013460375076,0.02194278844727945,0.02194278844727945,0.006300938025826401,0.004475391039141445,0.006300938025826401,0.0,71.6,4.8,1.0
20,6,0.71875,0.8125,17,0.7757418125005133,0.01988421274006624,0.023441427271259415,0.008660914719733225,0.005632111663798663,0.008660914719733225,0.0,44.64705882352941,3.235294117647059,1.0
20,7,0.8125,0.9049213551119178,37,0.8621918608193564,0.01177371280364474,0.012954043383129513,0.0059764932429868965,0.004049115263563093,0.0059764932429868965,0.0,73.37837837837837,3.8378378378378377,1.0
20,8,0.9049213551119178,0.9583333333333333,26,0.9418454142011833,0.00021287067635396672,0.0011581112610437227,0.0008391199845137821,0.0003521860651912908,0.0008391199845137821,0.0,44.03846153846154,2.8076923076923075,1.0
20,9,0.9583333333333333,1.0,23,0.9877717391304348,0.0015480987633081855,0.0015721033482520707,0.0015346023079293818,0.0,0.0015346023079293818,0.0,42.130434782608695,1.391304347826087,1.0
40,1,0.21439050111736238,0.33734375000000005,35,0.2607175078777847,0.007676866512800142,0.014528891369863909,0.027623142810405846,0.024310765380099925,0.012207015131135666,0.38000000000000006,77.57142857142857,8.857142857142858,0.3
40,2,0.33734375000000005,0.3934375,12,0.36026271664292503,0.006125989642039759,0.006206021652028461,0.010385423354212919,0.009983866036841496,0.004705797548280663,0.3322916666666667,50.083333333333336,6.25,0.3416666666666666
40,3,0.3934375,0.46515625000000005,8,0.41740896545584044,0.0046777870611908814,0.0046777870611908814,0.005761865422996809,0.006070343979055013,0.002987396558449056,0.1640625,50.5,5.0,0.671875
40,4,0.46515625000000005,0.5825,7,0.4947172619047619,0.03211623501680786,0.03211623501680786,0.00951735434510773,0.010325515345072313,0.008095740033195258,0.014285714285714287,48.0,5.285714285714286,0.9714285714285715
40,5,0.5825,0.71875,8,0.6644391825468845,0.026020946719651328,0.026020946719651328,0.007205995985678655,0.007030873370185322,0.007205995985678655,0.0,81.5,5.25,1.0
40,6,0.71875,0.8125,8,0.7773576015635906,0.016683544082518046,0.01741394041217508,0.006861607250270278,0.006952876275374302,0.006861607250270278,0.0,58.875,4.0,1.0
40,7,0.8125,0.9049213551119178,31,0.8637451242037479,0.011422891230841885,0.011436165397193058,0.005217882208012586,0.003740356611996127,0.005217882208012586,0.0,81.38709677419355,4.064516129032258,1.0
40,8,0.9049213551119178,0.9583333333333333,18,0.9507211538461537,0.0006440317042598559,0.0007493932792890436,0.000612153279069029,8.235958734641447e-05,0.000612153279069029,0.0,49.388888888888886,2.888888888888889,1.0
40,9,0.9583333333333333,1.0,13,0.9903846153846155,0.00019429713569788447,0.00021852717908233277,0.00015217918466526803,0.0,0.00015217918466526803,0.0,49.92307692307692,1.3076923076923077,1.0
