panel,ladder,is_stat,ladder_size,ext_size,anchor_rung,anchor_index,anchor_at_boundary,pick_base,pick_index,pick_ext,B_EXT,B_STRICT,B_ADJ,is_margin,oos_S_pick,oos_S_ext,oos_S_anchor,d_oos_S,d_oos_S_ext,oos_CAGR_pick,oos_DD_pick,pick_keep4a,pick_keep4b,reach
B135,GROSS,IS_SHARPE,4,7,0.75,3,True,0.75,3,1.0,True,True,True,0.0,1.024015074035567,1.0260990582600251,1.024015074035567,0.0,0.002083984224458213,0.1628665539757932,-0.20740302267849475,False,False,True
B135,GROSS,IS_CAGR,4,7,0.75,3,True,0.75,3,1.0,True,True,True,0.0,1.024015074035567,1.0260990582600251,1.024015074035567,0.0,0.002083984224458213,0.1628665539757932,-0.20740302267849475,False,False,True
B135,GROSS,IS_DD,4,7,0.75,3,True,0.3,0,0.15,True,True,True,0.0868569791422461,1.0195369811665826,1.017876607864935,1.024015074035567,-0.0044780928689842625,-0.006138466170631851,0.06508635487337444,-0.08672096624141135,False,False,False
B135,N,IS_SHARPE,6,10,20.0,3,False,10.0,0,8.0,True,True,True,0.14145403661356215,0.923493018629746,0.8227244920583104,1.024015074035567,-0.10052205540582093,-0.20129058197725647,0.16787343178113612,-0.20203288162979294,False,True,False
B135,N,IS_CAGR,6,10,20.0,3,False,10.0,0,5.0,True,True,True,0.0461931808166145,0.923493018629746,0.7546439359925252,1.024015074035567,-0.10052205540582093,-0.2693711380430417,0.16787343178113612,-0.20203288162979294,False,True,False
B135,N,IS_DD,6,10,20.0,3,False,30.0,5,30.0,False,True,True,0.014522091977295593,1.0662916149681585,1.0662916149681585,1.024015074035567,0.04227654093259159,0.04227654093259159,0.16563224574126112,-0.24354358049436964,False,False,False
B135,H,IS_SHARPE,6,10,126.0,3,False,63.0,2,63.0,False,False,False,0.08687728988130261,1.0023341092550495,1.0023341092550495,1.024015074035567,-0.021680964780517398,-0.021680964780517398,0.16610264706157918,-0.28694818362899377,False,False,False
B135,H,IS_CAGR,6,10,126.0,3,False,63.0,2,63.0,False,False,False,0.017278389271673245,1.0023341092550495,1.0023341092550495,1.024015074035567,-0.021680964780517398,-0.021680964780517398,0.16610264706157918,-0.28694818362899377,False,False,False
B135,H,IS_DD,6,10,126.0,3,False,21.0,0,378.0,True,True,True,0.01305700292377221,0.960512071949132,0.93881141345483,1.024015074035567,-0.06350300208643489,-0.08520366058073692,0.1497515856632301,-0.2637239267741077,False,False,False
B135,MAXVOL,IS_SHARPE,4,7,0.6,2,False,0.4,0,0.3,True,True,True,0.03259818504096135,0.9859978518767877,0.8921519083009622,1.024015074035567,-0.03801722215877923,-0.13186316573460466,0.15201331514510685,-0.21712798377980536,False,False,False
B135,MAXVOL,IS_CAGR,4,7,0.6,2,False,0.6,2,0.6,False,False,True,0.0,1.024015074035567,1.024015074035567,1.024015074035567,0.0,0.0,0.1628665539757932,-0.20740302267849475,False,False,True
B135,MAXVOL,IS_DD,4,7,0.6,2,False,0.4,0,0.3,True,True,True,0.0018896770357612613,0.9859978518767877,0.8921519083009622,1.024015074035567,-0.03801722215877923,-0.13186316573460466,0.15201331514510685,-0.21712798377980536,False,False,False
SMALL663,GROSS,IS_SHARPE,4,7,0.75,3,True,0.75,3,1.0,True,True,True,0.0,0.4534302580652866,0.45450664638264227,0.4534302580652866,0.0,0.001076388317355681,0.07086077006544778,-0.3581405418032817,False,False,True
SMALL663,GROSS,IS_CAGR,4,7,0.75,3,True,0.75,3,1.0,True,True,True,0.0,0.4534302580652866,0.45450664638264227,0.4534302580652866,0.0,0.001076388317355681,0.07086077006544778,-0.3581405418032817,False,False,True
SMALL663,GROSS,IS_DD,4,7,0.75,3,True,0.3,0,0.15,True,True,True,0.14511061176421558,0.45138230147505126,0.45066881471289794,0.4534302580652866,-0.0020479565902353225,-0.0027614433523886484,0.03210950949710423,-0.15665461197088526,False,False,False
SMALL663,N,IS_SHARPE,6,10,20.0,3,False,25.0,4,25.0,False,False,True,0.13068162623475266,0.4088136544221219,0.4088136544221219,0.4534302580652866,-0.044616603643164665,-0.044616603643164665,0.060150899982084116,-0.3544633971172021,False,False,False
SMALL663,N,IS_CAGR,6,10,20.0,3,False,25.0,4,25.0,False,False,True,0.020219407139038248,0.4088136544221219,0.4088136544221219,0.4534302580652866,-0.044616603643164665,-0.044616603643164665,0.060150899982084116,-0.3544633971172021,False,False,False
SMALL663,N,IS_DD,6,10,20.0,3,False,30.0,5,40.0,True,True,True,0.030844792768126128,0.45048099059038654,0.4281901972330355,0.4534302580652866,-0.0029492674749000414,-0.02524006083225111,0.06695867916807385,-0.3631259269428533,False,False,False
SMALL663,H,IS_SHARPE,6,10,126.0,3,False,252.0,5,252.0,False,True,True,0.37191248457531556,0.667742920666616,0.667742920666616,0.4534302580652866,0.21431266260132942,0.21431266260132942,0.11159184725299287,-0.37411836270629706,False,False,False
SMALL663,H,IS_CAGR,6,10,126.0,3,False,252.0,5,252.0,False,True,True,0.07846438199408623,0.667742920666616,0.667742920666616,0.4534302580652866,0.21431266260132942,0.21431266260132942,0.11159184725299287,-0.37411836270629706,False,False,False
SMALL663,H,IS_DD,6,10,126.0,3,False,42.0,1,10.0,True,False,True,0.07845923954380674,0.39264252285794665,0.5459047733851458,0.4534302580652866,-0.06078773520733993,0.09247451531985917,0.05736232135049346,-0.41225237483416266,False,False,False
SMALL663,MAXVOL,IS_SHARPE,4,7,0.6,2,False,0.4,0,0.4,False,True,True,0.1924345817029961,0.36215971080311204,0.36215971080311204,0.4534302580652866,-0.09127054726217454,-0.09127054726217454,0.048256643404014365,-0.35897448240218677,False,False,False
SMALL663,MAXVOL,IS_CAGR,4,7,0.6,2,False,0.4,0,0.4,False,True,True,0.024253995472635292,0.36215971080311204,0.36215971080311204,0.4534302580652866,-0.09127054726217454,-0.09127054726217454,0.048256643404014365,-0.35897448240218677,False,False,False
SMALL663,MAXVOL,IS_DD,4,7,0.6,2,False,0.4,0,0.3,True,True,True,0.05541610143132758,0.36215971080311204,0.33451595020518327,0.4534302580652866,-0.09127054726217454,-0.11891430786010332,0.048256643404014365,-0.35897448240218677,False,False,False
