it,scheme,family,resid,cells,claims,survive,defined
19,FAM5,MaxDD,logx,36,10,7,36
19,FAM5,MaxDD,loglog,36,10,0,36
19,FAM5,Sharpe,partial,36,14,12,36
19,FAM5,Sharpe,logx,36,14,12,36
19,FAM5,Sharpe,loglog,36,14,0,0
20,FAM2,DD,partial,72,20,14,72
20,FAM2,DD,logx,72,20,13,72
20,FAM2,DD,loglog,72,20,0,72
20,FAM2,RET,partial,108,40,32,108
20,FAM2,RET,logx,108,40,31,108
20,FAM2,RET,loglog,108,40,0,0
20,FAM3,DD,partial,72,20,14,72
20,FAM3,DD,logx,72,20,13,72
20,FAM3,DD,loglog,72,20,0,72
20,FAM3,LEVEL,partial,72,26,21,72
20,FAM3,LEVEL,logx,72,26,21,72
20,FAM3,LEVEL,loglog,72,26,0,0
20,FAM3,RATIO,partial,36,14,11,36
20,FAM3,RATIO,logx,36,14,10,36
20,FAM3,RATIO,loglog,36,14,0,0
20,FAM5,CAGR,partial,36,12,10,36
20,FAM5,CAGR,logx,36,12,10,36
20,FAM5,CAGR,loglog,36,12,0,0
20,FAM5,CAGRnorm,partial,36,14,11,36
20,FAM5,CAGRnorm,logx,36,14,11,36
20,FAM5,CAGRnorm,loglog,36,14,0,0
20,FAM5,DDnorm,partial,36,10,7,36
20,FAM5,DDnorm,logx,36,10,7,36
20,FAM5,DDnorm,loglog,36,10,0,36
20,FAM5,MaxDD,partial,36,10,7,36
20,FAM5,MaxDD,logx,36,10,6,36
20,FAM5,MaxDD,loglog,36,10,0,36
20,FAM5,Sharpe,partial,36,14,11,36
20,FAM5,Sharpe,logx,36,14,10,36
20,FAM5,Sharpe,loglog,36,14,0,0
21,FAM2,DD,partial,72,17,6,72
21,FAM2,DD,logx,72,17,4,72
21,FAM2,DD,loglog,72,17,0,72
21,FAM2,RET,partial,108,36,27,108
21,FAM2,RET,logx,108,36,27,108
21,FAM2,RET,loglog,108,36,0,0
21,FAM3,DD,partial,72,17,6,72
21,FAM3,DD,logx,72,17,4,72
21,FAM3,DD,loglog,72,17,0,72
21,FAM3,LEVEL,partial,72,24,18,72
21,FAM3,LEVEL,logx,72,24,18,72
21,FAM3,LEVEL,loglog,72,24,0,0
21,FAM3,RATIO,partial,36,12,9,36
21,FAM3,RATIO,logx,36,12,9,36
21,FAM3,RATIO,loglog,36,12,0,0
21,FAM5,CAGR,partial,36,12,9,36
21,FAM5,CAGR,logx,36,12,9,36
21,FAM5,CAGR,loglog,36,12,0,0
21,FAM5,CAGRnorm,partial,36,12,9,36
21,FAM5,CAGRnorm,logx,36,12,9,36
21,FAM5,CAGRnorm,loglog,36,12,0,0
21,FAM5,DDnorm,partial,36,7,3,36
21,FAM5,DDnorm,logx,36,7,2,36
21,FAM5,DDnorm,loglog,36,7,0,36
21,FAM5,MaxDD,partial,36,10,3,36
21,FAM5,MaxDD,logx,36,10,2,36
21,FAM5,MaxDD,loglog,36,10,0,36
21,FAM5,Sharpe,partial,36,12,9,36
21,FAM5,Sharpe,logx,36,12,9,36
21,FAM5,Sharpe,loglog,36,12,0,0
22,FAM2,DD,partial,72,23,11,72
22,FAM2,DD,logx,72,23,10,72
22,FAM2,DD,loglog,72,23,0,72
22,FAM2,RET,partial,108,49,41,108
22,FAM2,RET,logx,108,49,34,108
22,FAM2,RET,loglog,108,49,0,0
22,FAM3,DD,partial,72,23,11,72
22,FAM3,DD,logx,72,23,10,72
22,FAM3,DD,loglog,72,23,0,72
22,FAM3,LEVEL,partial,72,32,26,72
22,FAM3,LEVEL,logx,72,32,22,72
22,FAM3,LEVEL,loglog,72,32,0,0
22,FAM3,RATIO,partial,36,17,15,36
22,FAM3,RATIO,logx,36,17,12,36
22,FAM3,RATIO,loglog,36,17,0,0
22,FAM5,CAGR,partial,36,15,11,36
22,FAM5,CAGR,logx,36,15,10,36
22,FAM5,CAGR,loglog,36,15,0,0
22,FAM5,CAGRnorm,partial,36,17,15,36
22,FAM5,CAGRnorm,logx,36,17,12,36
22,FAM5,CAGRnorm,loglog,36,17,0,0
22,FAM5,DDnorm,partial,36,10,6,36
22,FAM5,DDnorm,logx,36,10,5,36
22,FAM5,DDnorm,loglog,36,10,0,36
22,FAM5,MaxDD,partial,36,13,5,36
22,FAM5,MaxDD,logx,36,13,5,36
22,FAM5,MaxDD,loglog,36,13,0,36
22,FAM5,Sharpe,partial,36,17,15,36
22,FAM5,Sharpe,logx,36,17,12,36
22,FAM5,Sharpe,loglog,36,17,0,0
23,FAM2,DD,partial,72,17,12,72
23,FAM2,DD,logx,72,17,6,72
23,FAM2,DD,loglog,72,17,0,72
23,FAM2,RET,partial,108,42,36,108
23,FAM2,RET,logx,108,42,35,108
23,FAM2,RET,loglog,108,42,0,0
23,FAM3,DD,partial,72,17,12,72
23,FAM3,DD,logx,72,17,6,72
23,FAM3,DD,loglog,72,17,0,72
23,FAM3,LEVEL,partial,72,28,24,72
23,FAM3,LEVEL,logx,72,28,23,72
23,FAM3,LEVEL,loglog,72,28,0,0
23,FAM3,RATIO,partial,36,14,12,36
23,FAM3,RATIO,logx,36,14,12,36
23,FAM3,RATIO,loglog,36,14,0,0
23,FAM5,CAGR,partial,36,14,12,36
23,FAM5,CAGR,logx,36,14,11,36
23,FAM5,CAGR,loglog,36,14,0,0
23,FAM5,CAGRnorm,partial,36,14,12,36
23,FAM5,CAGRnorm,logx,36,14,12,36
23,FAM5,CAGRnorm,loglog,36,14,0,0
23,FAM5,DDnorm,partial,36,8,7,36
23,FAM5,DDnorm,logx,36,8,3,36
23,FAM5,DDnorm,loglog,36,8,0,36
23,FAM5,MaxDD,partial,36,9,5,36
23,FAM5,MaxDD,logx,36,9,3,36
23,FAM5,MaxDD,loglog,36,9,0,36
23,FAM5,Sharpe,partial,36,14,12,36
23,FAM5,Sharpe,logx,36,14,12,36
23,FAM5,Sharpe,loglog,36,14,0,0
24,FAM2,DD,partial,72,25,22,72
24,FAM2,DD,logx,72,25,19,72
24,FAM2,DD,loglog,72,25,1,72
24,FAM2,RET,partial,108,44,35,108
24,FAM2,RET,logx,108,44,38,108
24,FAM2,RET,loglog,108,44,0,0
24,FAM3,DD,partial,72,25,22,72
24,FAM3,DD,logx,72,25,19,72
24,FAM3,DD,loglog,72,25,1,72
24,FAM3,LEVEL,partial,72,29,24,72
24,FAM3,LEVEL,logx,72,29,25,72
24,FAM3,LEVEL,loglog,72,29,0,0
24,FAM3,RATIO,partial,36,15,11,36
24,FAM3,RATIO,logx,36,15,13,36
24,FAM3,RATIO,loglog,36,15,0,0
24,FAM5,CAGR,partial,36,14,12,36
24,FAM5,CAGR,logx,36,14,12,36
24,FAM5,CAGR,loglog,36,14,0,0
24,FAM5,CAGRnorm,partial,36,15,12,36
24,FAM5,CAGRnorm,logx,36,15,13,36
24,FAM5,CAGRnorm,loglog,36,15,0,0
24,FAM5,DDnorm,partial,36,12,12,36
24,FAM5,DDnorm,logx,36,12,10,36
24,FAM5,DDnorm,loglog,36,12,0,36
24,FAM5,MaxDD,partial,36,13,10,36
24,FAM5,MaxDD,logx,36,13,9,36
24,FAM5,MaxDD,loglog,36,13,1,36
24,FAM5,Sharpe,partial,36,15,11,36
24,FAM5,Sharpe,logx,36,15,13,36
24,FAM5,Sharpe,loglog,36,15,0,0
25,FAM2,DD,partial,72,17,10,72
25,FAM2,DD,logx,72,17,8,72
25,FAM2,DD,loglog,72,17,1,72
25,FAM2,RET,partial,108,32,24,108
25,FAM2,RET,logx,108,32,24,108
25,FAM2,RET,loglog,108,32,0,0
25,FAM3,DD,partial,72,17,10,72
25,FAM3,DD,logx,72,17,8,72
25,FAM3,DD,loglog,72,17,1,72
25,FAM3,LEVEL,partial,72,22,16,72
25,FAM3,LEVEL,logx,72,22,16,72
25,FAM3,LEVEL,loglog,72,22,0,0
25,FAM3,RATIO,partial,36,10,8,36
25,FAM3,RATIO,logx,36,10,8,36
25,FAM3,RATIO,loglog,36,10,0,0
25,FAM5,CAGR,partial,36,12,8,36
25,FAM5,CAGR,logx,36,12,8,36
25,FAM5,CAGR,loglog,36,12,0,0
25,FAM5,CAGRnorm,partial,36,10,8,36
25,FAM5,CAGRnorm,logx,36,10,8,36
25,FAM5,CAGRnorm,loglog,36,10,0,0
25,FAM5,DDnorm,partial,36,7,6,36
25,FAM5,DDnorm,logx,36,7,4,36
25,FAM5,DDnorm,loglog,36,7,0,36
25,FAM5,MaxDD,partial,36,10,4,36
25,FAM5,MaxDD,logx,36,10,4,36
25,FAM5,MaxDD,loglog,36,10,1,36
25,FAM5,Sharpe,partial,36,10,8,36
25,FAM5,Sharpe,logx,36,10,8,36
25,FAM5,Sharpe,loglog,36,10,0,0
26,FAM2,DD,partial,72,18,11,72
26,FAM2,DD,logx,72,18,8,72
26,FAM2,DD,loglog,72,18,0,72
26,FAM2,RET,partial,108,43,29,108
26,FAM2,RET,logx,108,43,28,108
26,FAM2,RET,loglog,108,43,0,0
26,FAM3,DD,partial,72,18,11,72
26,FAM3,DD,logx,72,18,8,72
26,FAM3,DD,loglog,72,18,0,72
26,FAM3,LEVEL,partial,72,28,19,72
26,FAM3,LEVEL,logx,72,28,18,72
26,FAM3,LEVEL,loglog,72,28,0,0
26,FAM3,RATIO,partial,36,15,10,36
26,FAM3,RATIO,logx,36,15,10,36
26,FAM3,RATIO,loglog,36,15,0,0
26,FAM5,CAGR,partial,36,13,9,36
26,FAM5,CAGR,logx,36,13,8,36
26,FAM5,CAGR,loglog,36,13,0,0
26,FAM5,CAGRnorm,partial,36,15,10,36
26,FAM5,CAGRnorm,logx,36,15,10,36
26,FAM5,CAGRnorm,loglog,36,15,0,0
26,FAM5,DDnorm,partial,36,7,5,36
26,FAM5,DDnorm,logx,36,7,4,36
26,FAM5,DDnorm,loglog,36,7,0,36
26,FAM5,MaxDD,partial,36,11,6,36
26,FAM5,MaxDD,logx,36,11,4,36
26,FAM5,MaxDD,loglog,36,11,0,36
26,FAM5,Sharpe,partial,36,15,10,36
26,FAM5,Sharpe,logx,36,15,10,36
26,FAM5,Sharpe,loglog,36,15,0,0
27,FAM2,DD,partial,72,26,20,72
27,FAM2,DD,logx,72,26,16,72
27,FAM2,DD,loglog,72,26,1,72
27,FAM2,RET,partial,108,44,33,108
27,FAM2,RET,logx,108,44,30,108
27,FAM2,RET,loglog,108,44,0,0
27,FAM3,DD,partial,72,26,20,72
27,FAM3,DD,logx,72,26,16,72
27,FAM3,DD,loglog,72,26,1,72
27,FAM3,LEVEL,partial,72,29,22,72
27,FAM3,LEVEL,logx,72,29,20,72
27,FAM3,LEVEL,loglog,72,29,0,0
27,FAM3,RATIO,partial,36,15,11,36
27,FAM3,RATIO,logx,36,15,10,36
27,FAM3,RATIO,loglog,36,15,0,0
27,FAM5,CAGR,partial,36,16,12,36
27,FAM5,CAGR,logx,36,16,10,36
27,FAM5,CAGR,loglog,36,16,0,0
27,FAM5,CAGRnorm,partial,36,13,10,36
27,FAM5,CAGRnorm,logx,36,13,10,36
27,FAM5,CAGRnorm,loglog,36,13,0,0
27,FAM5,DDnorm,partial,36,12,11,36
27,FAM5,DDnorm,logx,36,12,8,36
27,FAM5,DDnorm,loglog,36,12,0,36
27,FAM5,MaxDD,partial,36,14,9,36
27,FAM5,MaxDD,logx,36,14,8,36
27,FAM5,MaxDD,loglog,36,14,1,36
27,FAM5,Sharpe,partial,36,15,11,36
27,FAM5,Sharpe,logx,36,15,10,36
27,FAM5,Sharpe,loglog,36,15,0,0
28,FAM2,DD,partial,72,20,15,72
28,FAM2,DD,logx,72,20,9,72
28,FAM2,DD,loglog,72,20,1,72
28,FAM2,RET,partial,108,40,30,108
28,FAM2,RET,logx,108,40,20,108
28,FAM2,RET,loglog,108,40,0,0
28,FAM3,DD,partial,72,20,15,72
28,FAM3,DD,logx,72,20,9,72
28,FAM3,DD,loglog,72,20,1,72
28,FAM3,LEVEL,partial,72,26,19,72
28,FAM3,LEVEL,logx,72,26,13,72
28,FAM3,LEVEL,loglog,72,26,0,0
28,FAM3,RATIO,partial,36,14,11,36
28,FAM3,RATIO,logx,36,14,7,36
28,FAM3,RATIO,loglog,36,14,0,0
28,FAM5,CAGR,partial,36,12,8,36
28,FAM5,CAGR,logx,36,12,6,36
28,FAM5,CAGR,loglog,36,12,0,0
28,FAM5,CAGRnorm,partial,36,14,11,36
28,FAM5,CAGRnorm,logx,36,14,7,36
28,FAM5,CAGRnorm,loglog,36,14,0,0
28,FAM5,DDnorm,partial,36,8,7,36
28,FAM5,DDnorm,logx,36,8,5,36
28,FAM5,DDnorm,loglog,36,8,0,36
28,FAM5,MaxDD,partial,36,12,8,36
28,FAM5,MaxDD,logx,36,12,4,36
28,FAM5,MaxDD,loglog,36,12,1,36
28,FAM5,Sharpe,partial,36,14,11,36
28,FAM5,Sharpe,logx,36,14,7,36
28,FAM5,Sharpe,loglog,36,14,0,0
29,FAM2,DD,partial,72,22,16,72
29,FAM2,DD,logx,72,22,11,72
29,FAM2,DD,loglog,72,22,0,72
29,FAM2,RET,partial,108,41,36,108
29,FAM2,RET,logx,108,41,36,108
29,FAM2,RET,loglog,108,41,0,0
29,FAM3,DD,partial,72,22,16,72
29,FAM3,DD,logx,72,22,11,72
29,FAM3,DD,loglog,72,22,0,72
29,FAM3,LEVEL,partial,72,27,24,72
29,FAM3,LEVEL,logx,72,27,24,72
29,FAM3,LEVEL,loglog,72,27,0,0
29,FAM3,RATIO,partial,36,14,12,36
29,FAM3,RATIO,logx,36,14,12,36
29,FAM3,RATIO,loglog,36,14,0,0
29,FAM5,CAGR,partial,36,13,12,36
29,FAM5,CAGR,logx,36,13,12,36
29,FAM5,CAGR,loglog,36,13,0,0
29,FAM5,CAGRnorm,partial,36,14,12,36
29,FAM5,CAGRnorm,logx,36,14,12,36
29,FAM5,CAGRnorm,loglog,36,14,0,0
29,FAM5,DDnorm,partial,36,11,9,36
29,FAM5,DDnorm,logx,36,11,6,36
29,FAM5,DDnorm,loglog,36,11,0,36
29,FAM5,MaxDD,partial,36,11,7,36
29,FAM5,MaxDD,logx,36,11,5,36
29,FAM5,MaxDD,loglog,36,11,0,36
29,FAM5,Sharpe,partial,36,14,12,36
29,FAM5,Sharpe,logx,36,14,12,36
29,FAM5,Sharpe,loglog,36,14,0,0
30,FAM2,DD,partial,72,23,13,72
30,FAM2,DD,logx,72,23,11,72
30,FAM2,DD,loglog,72,23,0,72
30,FAM2,RET,partial,108,44,33,108
30,FAM2,RET,logx,108,44,29,108
30,FAM2,RET,loglog,108,44,0,0
30,FAM3,DD,partial,72,23,13,72
30,FAM3,DD,logx,72,23,11,72
30,FAM3,DD,loglog,72,23,0,72
30,FAM3,LEVEL,partial,72,29,22,72
30,FAM3,LEVEL,logx,72,29,19,72
30,FAM3,LEVEL,loglog,72,29,0,0
30,FAM3,RATIO,partial,36,15,11,36
30,FAM3,RATIO,logx,36,15,10,36
30,FAM3,RATIO,loglog,36,15,0,0
30,FAM5,CAGR,partial,36,14,11,36
30,FAM5,CAGR,logx,36,14,9,36
30,FAM5,CAGR,loglog,36,14,0,0
30,FAM5,CAGRnorm,partial,36,15,11,36
30,FAM5,CAGRnorm,logx,36,15,10,36
30,FAM5,CAGRnorm,loglog,36,15,0,0
30,FAM5,DDnorm,partial,36,12,7,36
30,FAM5,DDnorm,logx,36,12,6,36
30,FAM5,DDnorm,loglog,36,12,0,36
30,FAM5,MaxDD,partial,36,11,6,36
30,FAM5,MaxDD,logx,36,11,5,36
30,FAM5,MaxDD,loglog,36,11,0,36
30,FAM5,Sharpe,partial,36,15,11,36
30,FAM5,Sharpe,logx,36,15,10,36
30,FAM5,Sharpe,loglog,36,15,0,0
31,FAM2,DD,partial,72,19,17,72
31,FAM2,DD,logx,72,19,17,72
31,FAM2,DD,loglog,72,19,0,72
31,FAM2,RET,partial,108,38,35,108
31,FAM2,RET,logx,108,38,33,108
31,FAM2,RET,loglog,108,38,0,0
31,FAM3,DD,partial,72,19,17,72
31,FAM3,DD,logx,72,19,17,72
31,FAM3,DD,loglog,72,19,0,72
31,FAM3,LEVEL,partial,72,25,23,72
31,FAM3,LEVEL,logx,72,25,22,72
31,FAM3,LEVEL,loglog,72,25,0,0
31,FAM3,RATIO,partial,36,13,12,36
31,FAM3,RATIO,logx,36,13,11,36
31,FAM3,RATIO,loglog,36,13,0,0
31,FAM5,CAGR,partial,36,12,12,36
31,FAM5,CAGR,logx,36,12,11,36
31,FAM5,CAGR,loglog,36,12,0,0
31,FAM5,CAGRnorm,partial,36,13,11,36
31,FAM5,CAGRnorm,logx,36,13,11,36
31,FAM5,CAGRnorm,loglog,36,13,0,0
31,FAM5,DDnorm,partial,36,10,9,36
31,FAM5,DDnorm,logx,36,10,9,36
31,FAM5,DDnorm,loglog,36,10,0,36
31,FAM5,MaxDD,partial,36,9,8,36
31,FAM5,MaxDD,logx,36,9,8,36
31,FAM5,MaxDD,loglog,36,9,0,36
31,FAM5,Sharpe,partial,36,13,12,36
31,FAM5,Sharpe,logx,36,13,11,36
31,FAM5,Sharpe,loglog,36,13,0,0
32,FAM2,DD,partial,72,24,15,72
32,FAM2,DD,logx,72,24,15,72
32,FAM2,DD,loglog,72,24,0,72
32,FAM2,RET,partial,108,45,40,108
32,FAM2,RET,logx,108,45,40,108
32,FAM2,RET,loglog,108,45,0,0
32,FAM3,DD,partial,72,24,15,72
32,FAM3,DD,logx,72,24,15,72
32,FAM3,DD,loglog,72,24,0,72
32,FAM3,LEVEL,partial,72,30,27,72
32,FAM3,LEVEL,logx,72,30,27,72
32,FAM3,LEVEL,loglog,72,30,0,0
32,FAM3,RATIO,partial,36,15,13,36
32,FAM3,RATIO,logx,36,15,13,36
32,FAM3,RATIO,loglog,36,15,0,0
32,FAM5,CAGR,partial,36,15,14,36
32,FAM5,CAGR,logx,36,15,14,36
32,FAM5,CAGR,loglog,36,15,0,0
32,FAM5,CAGRnorm,partial,36,15,13,36
32,FAM5,CAGRnorm,logx,36,15,13,36
32,FAM5,CAGRnorm,loglog,36,15,0,0
32,FAM5,DDnorm,partial,36,11,8,36
32,FAM5,DDnorm,logx,36,11,8,36
32,FAM5,DDnorm,loglog,36,11,0,36
32,FAM5,MaxDD,partial,36,13,7,36
32,FAM5,MaxDD,logx,36,13,7,36
32,FAM5,MaxDD,loglog,36,13,0,36
32,FAM5,Sharpe,partial,36,15,13,36
32,FAM5,Sharpe,logx,36,15,13,36
32,FAM5,Sharpe,loglog,36,15,0,0
33,FAM2,DD,partial,72,24,16,72
33,FAM2,DD,logx,72,24,14,72
33,FAM2,DD,loglog,72,24,1,72
33,FAM2,RET,partial,108,40,33,108
33,FAM2,RET,logx,108,40,33,108
33,FAM2,RET,loglog,108,40,0,0
33,FAM3,DD,partial,72,24,16,72
33,FAM3,DD,logx,72,24,14,72
33,FAM3,DD,loglog,72,24,1,72
33,FAM3,LEVEL,partial,72,26,22,72
33,FAM3,LEVEL,logx,72,26,22,72
33,FAM3,LEVEL,loglog,72,26,0,0
33,FAM3,RATIO,partial,36,14,11,36
33,FAM3,RATIO,logx,36,14,11,36
33,FAM3,RATIO,loglog,36,14,0,0
33,FAM5,CAGR,partial,36,13,11,36
33,FAM5,CAGR,logx,36,13,11,36
33,FAM5,CAGR,loglog,36,13,0,0
33,FAM5,CAGRnorm,partial,36,13,11,36
33,FAM5,CAGRnorm,logx,36,13,11,36
33,FAM5,CAGRnorm,loglog,36,13,0,0
33,FAM5,DDnorm,partial,36,11,8,36
33,FAM5,DDnorm,logx,36,11,7,36
33,FAM5,DDnorm,loglog,36,11,0,36
33,FAM5,MaxDD,partial,36,13,8,36
33,FAM5,MaxDD,logx,36,13,7,36
33,FAM5,MaxDD,loglog,36,13,1,36
33,FAM5,Sharpe,partial,36,14,11,36
33,FAM5,Sharpe,logx,36,14,11,36
33,FAM5,Sharpe,loglog,36,14,0,0
34,FAM2,DD,partial,72,17,10,72
34,FAM2,DD,logx,72,17,9,72
34,FAM2,DD,loglog,72,17,1,72
34,FAM2,RET,partial,108,53,42,108
34,FAM2,RET,logx,108,53,37,108
34,FAM2,RET,loglog,108,53,0,0
34,FAM3,DD,partial,72,17,10,72
34,FAM3,DD,logx,72,17,9,72
34,FAM3,DD,loglog,72,17,1,72
34,FAM3,LEVEL,partial,72,35,27,72
34,FAM3,LEVEL,logx,72,35,25,72
34,FAM3,LEVEL,loglog,72,35,0,0
34,FAM3,RATIO,partial,36,18,15,36
34,FAM3,RATIO,logx,36,18,12,36
34,FAM3,RATIO,loglog,36,18,0,0
34,FAM5,CAGR,partial,36,18,13,36
34,FAM5,CAGR,logx,36,18,13,36
34,FAM5,CAGR,loglog,36,18,0,0
34,FAM5,CAGRnorm,partial,36,17,14,36
34,FAM5,CAGRnorm,logx,36,17,12,36
34,FAM5,CAGRnorm,loglog,36,17,0,0
34,FAM5,DDnorm,partial,36,8,6,36
34,FAM5,DDnorm,logx,36,8,5,36
34,FAM5,DDnorm,loglog,36,8,0,36
34,FAM5,MaxDD,partial,36,9,4,36
34,FAM5,MaxDD,logx,36,9,4,36
34,FAM5,MaxDD,loglog,36,9,1,36
34,FAM5,Sharpe,partial,36,18,15,36
34,FAM5,Sharpe,logx,36,18,12,36
34,FAM5,Sharpe,loglog,36,18,0,0
35,FAM2,DD,partial,72,16,12,72
35,FAM2,DD,logx,72,16,8,72
35,FAM2,DD,loglog,72,16,1,72
35,FAM2,RET,partial,108,33,21,108
35,FAM2,RET,logx,108,33,18,108
35,FAM2,RET,loglog,108,33,0,0
35,FAM3,DD,partial,72,16,12,72
35,FAM3,DD,logx,72,16,8,72
35,FAM3,DD,loglog,72,16,1,72
35,FAM3,LEVEL,partial,72,22,14,72
35,FAM3,LEVEL,logx,72,22,12,72
35,FAM3,LEVEL,loglog,72,22,0,0
35,FAM3,RATIO,partial,36,11,7,36
35,FAM3,RATIO,logx,36,11,6,36
35,FAM3,RATIO,loglog,36,11,0,0
35,FAM5,CAGR,partial,36,11,7,36
35,FAM5,CAGR,logx,36,11,6,36
35,FAM5,CAGR,loglog,36,11,0,0
35,FAM5,CAGRnorm,partial,36,11,7,36
35,FAM5,CAGRnorm,logx,36,11,6,36
35,FAM5,CAGRnorm,loglog,36,11,0,0
35,FAM5,DDnorm,partial,36,7,6,36
35,FAM5,DDnorm,logx,36,7,4,36
35,FAM5,DDnorm,loglog,36,7,0,36
35,FAM5,MaxDD,partial,36,9,6,36
35,FAM5,MaxDD,logx,36,9,4,36
35,FAM5,MaxDD,loglog,36,9,1,36
35,FAM5,Sharpe,partial,36,11,7,36
35,FAM5,Sharpe,logx,36,11,6,36
35,FAM5,Sharpe,loglog,36,11,0,0
36,FAM2,DD,partial,72,23,18,72
36,FAM2,DD,logx,72,23,16,72
36,FAM2,DD,loglog,72,23,0,72
36,FAM2,RET,partial,108,49,41,108
36,FAM2,RET,logx,108,49,42,108
36,FAM2,RET,loglog,108,49,0,0
36,FAM3,DD,partial,72,23,18,72
36,FAM3,DD,logx,72,23,16,72
36,FAM3,DD,loglog,72,23,0,72
36,FAM3,LEVEL,partial,72,33,27,72
36,FAM3,LEVEL,logx,72,33,28,72
36,FAM3,LEVEL,loglog,72,33,0,0
36,FAM3,RATIO,partial,36,16,14,36
36,FAM3,RATIO,logx,36,16,14,36
36,FAM3,RATIO,loglog,36,16,0,0
36,FAM5,CAGR,partial,36,17,13,36
36,FAM5,CAGR,logx,36,17,14,36
36,FAM5,CAGR,loglog,36,17,0,0
36,FAM5,CAGRnorm,partial,36,16,14,36
36,FAM5,CAGRnorm,logx,36,16,14,36
36,FAM5,CAGRnorm,loglog,36,16,0,0
36,FAM5,DDnorm,partial,36,11,9,36
36,FAM5,DDnorm,logx,36,11,8,36
36,FAM5,DDnorm,loglog,36,11,0,36
36,FAM5,MaxDD,partial,36,12,9,36
36,FAM5,MaxDD,logx,36,12,8,36
36,FAM5,MaxDD,loglog,36,12,0,36
36,FAM5,Sharpe,partial,36,16,14,36
36,FAM5,Sharpe,logx,36,16,14,36
36,FAM5,Sharpe,loglog,36,16,0,0
37,FAM2,DD,partial,72,31,27,72
37,FAM2,DD,logx,72,31,23,72
37,FAM2,DD,loglog,72,31,1,72
37,FAM2,RET,partial,108,44,35,108
37,FAM2,RET,logx,108,44,34,108
37,FAM2,RET,loglog,108,44,0,0
37,FAM3,DD,partial,72,31,27,72
37,FAM3,DD,logx,72,31,23,72
37,FAM3,DD,loglog,72,31,1,72
37,FAM3,LEVEL,partial,72,29,23,72
37,FAM3,LEVEL,logx,72,29,23,72
37,FAM3,LEVEL,loglog,72,29,0,0
37,FAM3,RATIO,partial,36,15,12,36
37,FAM3,RATIO,logx,36,15,11,36
37,FAM3,RATIO,loglog,36,15,0,0
37,FAM5,CAGR,partial,36,14,11,36
37,FAM5,CAGR,logx,36,14,11,36
37,FAM5,CAGR,loglog,36,14,0,0
37,FAM5,CAGRnorm,partial,36,15,12,36
37,FAM5,CAGRnorm,logx,36,15,12,36
37,FAM5,CAGRnorm,loglog,36,15,0,0
37,FAM5,DDnorm,partial,36,15,14,36
37,FAM5,DDnorm,logx,36,15,12,36
37,FAM5,DDnorm,loglog,36,15,0,36
37,FAM5,MaxDD,partial,36,16,13,36
37,FAM5,MaxDD,logx,36,16,11,36
37,FAM5,MaxDD,loglog,36,16,1,36
37,FAM5,Sharpe,partial,36,15,12,36
37,FAM5,Sharpe,logx,36,15,11,36
37,FAM5,Sharpe,loglog,36,15,0,0
38,FAM2,DD,partial,72,17,8,72
38,FAM2,DD,logx,72,17,6,72
38,FAM2,DD,loglog,72,17,0,72
38,FAM2,RET,partial,108,32,27,108
38,FAM2,RET,logx,108,32,27,108
38,FAM2,RET,loglog,108,32,0,0
38,FAM3,DD,partial,72,17,8,72
38,FAM3,DD,logx,72,17,6,72
38,FAM3,DD,loglog,72,17,0,72
38,FAM3,LEVEL,partial,72,21,18,72
38,FAM3,LEVEL,logx,72,21,18,72
38,FAM3,LEVEL,loglog,72,21,0,0
38,FAM3,RATIO,partial,36,11,9,36
38,FAM3,RATIO,logx,36,11,9,36
38,FAM3,RATIO,loglog,36,11,0,0
38,FAM5,CAGR,partial,36,10,9,36
38,FAM5,CAGR,logx,36,10,9,36
38,FAM5,CAGR,loglog,36,10,0,0
38,FAM5,CAGRnorm,partial,36,11,9,36
38,FAM5,CAGRnorm,logx,36,11,9,36
38,FAM5,CAGRnorm,loglog,36,11,0,0
38,FAM5,DDnorm,partial,36,6,4,36
38,FAM5,DDnorm,logx,36,6,3,36
38,FAM5,DDnorm,loglog,36,6,0,36
38,FAM5,MaxDD,partial,36,11,4,36
38,FAM5,MaxDD,logx,36,11,3,36
38,FAM5,MaxDD,loglog,36,11,0,36
38,FAM5,Sharpe,partial,36,11,9,36
38,FAM5,Sharpe,logx,36,11,9,36
38,FAM5,Sharpe,loglog,36,11,0,0
39,FAM2,DD,partial,72,19,12,72
39,FAM2,DD,logx,72,19,11,72
39,FAM2,DD,loglog,72,19,1,72
39,FAM2,RET,partial,108,37,30,108
39,FAM2,RET,logx,108,37,30,108
39,FAM2,RET,loglog,108,37,0,0
39,FAM3,DD,partial,72,19,12,72
39,FAM3,DD,logx,72,19,11,72
39,FAM3,DD,loglog,72,19,1,72
39,FAM3,LEVEL,partial,72,24,20,72
39,FAM3,LEVEL,logx,72,24,20,72
39,FAM3,LEVEL,loglog,72,24,0,0
39,FAM3,RATIO,partial,36,13,10,36
39,FAM3,RATIO,logx,36,13,10,36
39,FAM3,RATIO,loglog,36,13,0,0
39,FAM5,CAGR,partial,36,12,10,36
39,FAM5,CAGR,logx,36,12,10,36
39,FAM5,CAGR,loglog,36,12,0,0
39,FAM5,CAGRnorm,partial,36,12,10,36
39,FAM5,CAGRnorm,logx,36,12,10,36
39,FAM5,CAGRnorm,loglog,36,12,0,0
