script,worst,committed,today
2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.py,0.03859922178988328,U56  SPY ALL  4.7787  0.9237     False  -3.8550          False                         0 0.9527   0.9963,U56  SPY ALL  4.9276  0.9237     False  -4.0038          False                         0 0.9527   0.9960
2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.py,0.00990000000000002,U56  SPY     20      0.7500     1.0204    0.1887      1.1369    -0.2468     0.1712       1.0858     -0.2468 1.,U56  SPY     20      0.7500     1.0203    0.1877      1.1321    -0.2468     0.1707       1.0831     -0.2468 1.
2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.py,0.000800000000000009,picks above SPY OOS: 4/9 | above RULES v2 OOS: 3/9 | clearing 4b: 1/9 | 4a: 1/9 | mean regret +0.0951,picks above SPY OOS: 4/9 | above RULES v2 OOS: 3/9 | clearing 4b: 1/9 | 4a: 1/9 | mean regret +0.0943
2026-09-05_stop-as-negative-insurance_cloud.py,0.013000000000000012,[SPY] u56: CAGR 15.23% Sharpe 0.889 MaxDD -33.7% halves 0.957/0.834 OOS 15.45%/0.882/-33.7% | 4b bars MaxDD >=,[SPY] u56: CAGR 15.11% Sharpe 0.883 MaxDD -33.7% halves 0.960/0.821 OOS 15.24%/0.872/-33.7% | 4b bars MaxDD >=
2026-09-05_stop-as-negative-insurance_cloud.py,0.010000000000000009,u56/EWall @10bp pick **control (no stop)** (IS 1.110 vs control 1.110) -> OOS  13.82%/1.136/-22.5% vs control ,u56/EWall @10bp pick **control (no stop)** (IS 1.110 vs control 1.110) -> OOS  13.69%/1.127/-22.5% vs control 
2026-09-05_stop-as-negative-insurance_cloud.py,0.010000000000000009,u56/EWall @25bp pick **control (no stop)** (IS 1.099 vs control 1.099) -> OOS  13.67%/1.125/-22.5% vs control ,u56/EWall @25bp pick **control (no stop)** (IS 1.099 vs control 1.099) -> OOS  13.54%/1.116/-22.5% vs control 
2026-09-05_stop-as-negative-insurance_cloud.py,0.010000000000000009,u56/TOP20 @10bp pick **control (no stop)** (IS 1.187 vs control 1.187) -> OOS  16.64%/1.168/-22.2% vs control ,u56/TOP20 @10bp pick **control (no stop)** (IS 1.187 vs control 1.187) -> OOS  16.57%/1.164/-22.2% vs control 
2026-09-05_stop-as-negative-insurance_cloud.py,0.010000000000000009,u56/TOP20 @25bp pick **control (no stop)** (IS 1.069 vs control 1.069) -> OOS  15.09%/1.072/-22.3% vs control ,u56/TOP20 @25bp pick **control (no stop)** (IS 1.069 vs control 1.069) -> OOS  15.02%/1.068/-22.3% vs control 
2026-09-05_stop-as-negative-insurance_cloud.py,0.018000000000000016,u56/V1u   @10bp pick **daily/same/stop15** (IS 0.596 vs control 0.596) -> OOS   7.14%/0.712/-16.2% vs control ,u56/V1u   @10bp pick **daily/same/stop15** (IS 0.597 vs control 0.597) -> OOS   6.94%/0.694/-16.3% vs control 
2026-09-05_stop-as-negative-insurance_cloud.py,0.01799999999999996,u56/V1u   @25bp pick **daily/same/stop15** (IS 0.250 vs control 0.250) -> OOS   3.24%/0.357/-20.4% vs control ,u56/V1u   @25bp pick **daily/same/stop15** (IS 0.252 vs control 0.252) -> OOS   3.04%/0.339/-20.5% vs control 
2026-09-08_is-the-pool-sign-the-whole-selector-story_B.py,0.010000000000000009,SPY full 15.23%/0.889/-33.72% | OOS 15.45%/0.882/-33.72%,SPY full 15.11%/0.883/-33.72% | OOS 15.24%/0.872/-33.72%
2026-09-08_is-the-pool-sign-the-whole-selector-story_B.py,0.007782101167315182,RULES v2 @10bps 8.66%/1.206/-12.05% | OOS 9.53%/1.285/-12.05%,RULES v2 @10bps 8.61%/1.200/-12.05% | OOS 9.45%/1.275/-12.05%
2026-09-08_is-the-pool-sign-the-whole-selector-story_B.py,0.0022999999999999687,A      FIXED (SPY / live book)  24     0.8850  0.4384  0.9821        1.0633     0.4933     1.1965             ,A      FIXED (SPY / live book)  24     0.8852  0.4367  0.9826        1.0628     0.4936     1.1961             
2026-09-08_is-the-pool-sign-the-whole-selector-story_B.py,0.01849999999999996,B      FIXED (SPY / live book)  54     0.6949  0.0261  0.9946        0.9112     0.1949     2.0034             ,B      FIXED (SPY / live book)  54     0.6959  0.0253  0.9946        0.9112     0.1913     2.0034             
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,0.010000000000000009,SPY 15.23%/0.889/-33.72% | OOS 15.45%/0.882/-33.72%,SPY 15.11%/0.883/-33.72% | OOS 15.24%/0.872/-33.72%
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,0.010000000000000009,RULES v2 @10bps 8.66%/1.206/-12.05%   RULES v1 @10bps 6.46%/0.665/-13.83%,RULES v2 @10bps 8.61%/1.200/-12.05%   RULES v1 @10bps 6.36%/0.655/-13.83%
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,0.009000000000000008,RULES v2 @25bps 8.37%/1.168/-12.09%   RULES v1 @25bps 2.76%/0.317/-15.63%,RULES v2 @25bps 8.32%/1.162/-12.09%   RULES v1 @25bps 2.65%/0.308/-15.63%
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,0.006000000000000005,4b bars off the pooled SPY: H1>0.965 H2>0.834 OOS>0.882 |MaxDD|<=20.23% CAGR>=10.05%,4b bars off the pooled SPY: H1>0.969 H2>0.828 OOS>0.878 |MaxDD|<=20.23% CAGR>=10.02%
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,0.006000000000000005,SPY                                |   14.36%   0.883  -33.72%  0.965  0.834 |    15.45%   0.882  -33.72% |  F,SPY                                |   14.31%   0.881  -33.72%  0.969  0.828 |    15.37%   0.878  -33.72% |  F
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,0.009000000000000008,RULES v2 (live) @10bps             |    6.69%   1.032  -10.90%  1.086  0.987 |     7.13%   1.063  -10.90% |  F,RULES v2 (live) @10bps             |    6.67%   1.029  -10.90%  1.091  0.978 |     7.09%   1.059  -10.90% |  F
2026-09-04_prox-inverted-signal_cloud.py,0.016000000000000014,SPY: CAGR 15.3%  Sharpe 0.890  MaxDD -33.7%  halves 0.957/0.837  OOS Sharpe 0.884,SPY: CAGR 15.1%  Sharpe 0.883  MaxDD -33.7%  halves 0.960/0.821  OOS Sharpe 0.872
2026-09-04_prox-inverted-signal_cloud.py,0.0010199999999999931,"4b bars: Sharpe > SPY halves & OOS, MaxDD <= 20.23%, CAGR >= 10.680%","4b bars: Sharpe > SPY halves & OOS, MaxDD <= 20.23%, CAGR >= 10.578%"
2026-09-04_prox-inverted-signal_cloud.py,0.020000000000000018,"OOS bars: Sharpe > 0.884, MaxDD <= 20.2%, CAGR >= 10.85%   (SPY OOS 15.5%/0.884/-33.7%; v1 OOS 7.8%/0.751/-13.","OOS bars: Sharpe > 0.872, MaxDD <= 20.2%, CAGR >= 10.67%   (SPY OOS 15.2%/0.872/-33.7%; v1 OOS 7.5%/0.731/-13."
2026-09-04_prox-inverted-signal_cloud.py,0.0030000000000000027,SPY: CAGR 15.3%  Sharpe 0.890  MaxDD -33.7%  halves 0.957/0.837  OOS Sharpe 0.884,SPY: CAGR 15.2%  Sharpe 0.889  MaxDD -33.7%  halves 0.957/0.834  OOS Sharpe 0.882
2026-09-04_prox-inverted-signal_cloud.py,0.00019999999999999185,"4b bars: Sharpe > SPY halves & OOS, MaxDD <= 20.23%, CAGR >= 10.680%","4b bars: Sharpe > SPY halves & OOS, MaxDD <= 20.23%, CAGR >= 10.660%"
2026-09-04_prox-inverted-signal_cloud.py,0.0050000000000000044,"OOS bars: Sharpe > 0.884, MaxDD <= 20.2%, CAGR >= 10.85%   (SPY OOS 15.5%/0.884/-33.7%; v1 OOS 6.0%/0.581/-21.","OOS bars: Sharpe > 0.882, MaxDD <= 20.2%, CAGR >= 10.82%   (SPY OOS 15.5%/0.882/-33.7%; v1 OOS 5.9%/0.576/-21."
2026-09-08_why-the-035-045-share-window-dips_cloud.py,0.010000000000000009,"reference (U56 window, 10 bps): SPY 15.23%/0.889/-33.7% OOS 15.45%/0.882/-33.7% | RULES v2 8.66%/1.206/-12.1% ","reference (U56 window, 10 bps): SPY 15.11%/0.883/-33.7% OOS 15.24%/0.872/-33.7% | RULES v2 8.61%/1.200/-12.1% "
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.013000000000000012,SPY: CAGR 15.23% Sharpe 0.889 (0.957/0.834) MaxDD -33.72% OOS 0.882  ->  4b bars: H1>0.957 H2>0.834 OOS>0.882 ,SPY: CAGR 15.11% Sharpe 0.883 (0.960/0.821) MaxDD -33.72% OOS 0.872  ->  4b bars: H1>0.960 H2>0.821 OOS>0.872 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c= 0 S1: pick BAND12/W  -> OOS  15.40% / 1.284 / -19.35% | anchor N20/W 1.247 | RULESv2/W 1.310 | SPY 0.882 | ,c= 0 S1: pick BAND12/W  -> OOS  15.27% / 1.276 / -19.35% | anchor N20/W 1.244 | RULESv2/W 1.299 | SPY 0.872 | 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c= 0 S2: pick BAND12/W  -> OOS  15.40% / 1.284 / -19.35% | anchor N20/W 1.247 | RULESv2/W 1.310 | SPY 0.882 | ,c= 0 S2: pick BAND12/W  -> OOS  15.27% / 1.276 / -19.35% | anchor N20/W 1.244 | RULESv2/W 1.299 | SPY 0.872 | 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c= 5 S1: pick BAND12/W  -> OOS  15.28% / 1.275 / -19.38% | anchor N20/W 1.207 | RULESv2/W 1.297 | SPY 0.882 | ,c= 5 S1: pick BAND12/W  -> OOS  15.15% / 1.267 / -19.38% | anchor N20/W 1.204 | RULESv2/W 1.287 | SPY 0.872 | 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c= 5 S2: pick BAND12/W  -> OOS  15.28% / 1.275 / -19.38% | anchor N20/W 1.207 | RULESv2/W 1.297 | SPY 0.882 | ,c= 5 S2: pick BAND12/W  -> OOS  15.15% / 1.267 / -19.38% | anchor N20/W 1.204 | RULESv2/W 1.287 | SPY 0.872 | 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c=10 S1: pick BAND12/W  -> OOS  15.16% / 1.266 / -19.42% | anchor N20/W 1.168 | RULESv2/W 1.285 | SPY 0.882 | ,c=10 S1: pick BAND12/W  -> OOS  15.03% / 1.258 / -19.42% | anchor N20/W 1.165 | RULESv2/W 1.275 | SPY 0.872 | 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c=10 S2: pick BAND12/W  -> OOS  15.16% / 1.266 / -19.42% | anchor N20/W 1.168 | RULESv2/W 1.285 | SPY 0.882 | ,c=10 S2: pick BAND12/W  -> OOS  15.03% / 1.258 / -19.42% | anchor N20/W 1.165 | RULESv2/W 1.275 | SPY 0.872 | 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c=15 S1: pick BAND12/W  -> OOS  15.04% / 1.257 / -19.46% | anchor N20/W 1.129 | RULESv2/W 1.273 | SPY 0.882 | ,c=15 S1: pick BAND12/W  -> OOS  14.91% / 1.248 / -19.46% | anchor N20/W 1.125 | RULESv2/W 1.262 | SPY 0.872 | 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c=15 S2: pick BAND12/W  -> OOS  15.04% / 1.257 / -19.46% | anchor N20/W 1.129 | RULESv2/W 1.273 | SPY 0.882 | ,c=15 S2: pick BAND12/W  -> OOS  14.91% / 1.248 / -19.46% | anchor N20/W 1.125 | RULESv2/W 1.262 | SPY 0.872 | 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c=20 S1: pick BAND12/W  -> OOS  14.92% / 1.248 / -19.49% | anchor N20/W 1.089 | RULESv2/W 1.261 | SPY 0.882 | ,c=20 S1: pick BAND12/W  -> OOS  14.79% / 1.239 / -19.49% | anchor N20/W 1.086 | RULESv2/W 1.250 | SPY 0.872 | 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c=20 S2: pick BAND12/W  -> OOS  14.92% / 1.248 / -19.49% | anchor N20/W 1.089 | RULESv2/W 1.261 | SPY 0.882 | ,c=20 S2: pick BAND12/W  -> OOS  14.79% / 1.239 / -19.49% | anchor N20/W 1.086 | RULESv2/W 1.250 | SPY 0.872 | 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c=25 S1: pick BAND12/W  -> OOS  14.80% / 1.239 / -19.53% | anchor N20/W 1.050 | RULESv2/W 1.248 | SPY 0.882 | ,c=25 S1: pick BAND12/W  -> OOS  14.67% / 1.230 / -19.53% | anchor N20/W 1.046 | RULESv2/W 1.238 | SPY 0.872 | 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c=25 S2: pick BAND12/W  -> OOS  14.80% / 1.239 / -19.53% | anchor N20/W 1.050 | RULESv2/W 1.248 | SPY 0.882 | ,c=25 S2: pick BAND12/W  -> OOS  14.67% / 1.230 / -19.53% | anchor N20/W 1.046 | RULESv2/W 1.238 | SPY 0.872 | 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c=30 S1: pick BAND12/W  -> OOS  14.68% / 1.230 / -19.56% | anchor N20/W 1.010 | RULESv2/W 1.236 | SPY 0.882 | ,c=30 S1: pick BAND12/W  -> OOS  14.56% / 1.221 / -19.56% | anchor N20/W 1.006 | RULESv2/W 1.226 | SPY 0.872 | 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c=30 S2: pick BAND12/W  -> OOS  14.68% / 1.230 / -19.56% | anchor N20/W 1.010 | RULESv2/W 1.236 | SPY 0.882 | ,c=30 S2: pick BAND12/W  -> OOS  14.56% / 1.221 / -19.56% | anchor N20/W 1.006 | RULESv2/W 1.226 | SPY 0.872 | 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c=40 S1: pick BAND12/W  -> OOS  14.44% / 1.211 / -19.63% | anchor N20/W 0.931 | RULESv2/W 1.211 | SPY 0.882 | ,c=40 S1: pick BAND12/W  -> OOS  14.32% / 1.203 / -19.63% | anchor N20/W 0.927 | RULESv2/W 1.201 | SPY 0.872 | 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c=40 S2: pick BAND12/W  -> OOS  14.44% / 1.211 / -19.63% | anchor N20/W 0.931 | RULESv2/W 1.211 | SPY 0.882 | ,c=40 S2: pick BAND12/W  -> OOS  14.32% / 1.203 / -19.63% | anchor N20/W 0.927 | RULESv2/W 1.201 | SPY 0.872 | 
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c=50 S1: pick EWALL/Q  -> OOS  13.96% / 1.157 / -21.79% | anchor N20/W 0.852 | RULESv2/W 1.187 | SPY 0.882 | O,c=50 S1: pick EWALL/Q  -> OOS  13.83% / 1.148 / -21.79% | anchor N20/W 0.848 | RULESv2/W 1.176 | SPY 0.872 | O
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.010000000000000009,c=50 S2: pick EWALL/Q  -> OOS  13.96% / 1.157 / -21.79% | anchor N20/W 0.852 | RULESv2/W 1.187 | SPY 0.882 | O,c=50 S2: pick EWALL/Q  -> OOS  13.83% / 1.148 / -21.79% | anchor N20/W 0.848 | RULESv2/W 1.176 | SPY 0.872 | O
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.0038654133356761673,"S1: beats N20/W anchor 18/18, beats RULES v2 4/18, beats SPY 18/18, mean OOS Sharpe 1.1383 vs anchor 0.9260 (+","S1: beats N20/W anchor 18/18, beats RULES v2 4/18, beats SPY 18/18, mean OOS Sharpe 1.1339 vs anchor 0.9243 (+"
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,0.0038715354157500743,"S2: beats N20/W anchor 18/18, beats RULES v2 4/18, beats SPY 18/18, mean OOS Sharpe 1.1365 vs anchor 0.9260 (+","S2: beats N20/W anchor 18/18, beats RULES v2 4/18, beats SPY 18/18, mean OOS Sharpe 1.1321 vs anchor 0.9243 (+"
2026-09-08_is-selection-beats-do-nothing-just-a-rung-artefact_cloud.py,0.016199999999999992,"U56       RULES v1 OOS 0.7471 (CAGR 7.73%, MaxDD -13.83%)  RULES v2 1.2851  SPY 0.8820 (CAGR 15.45%, MaxDD -33","U56       RULES v1 OOS 0.7309 (CAGR 7.54%, MaxDD -13.83%)  RULES v2 1.2747  SPY 0.8721 (CAGR 15.24%, MaxDD -33"
2026-09-04_broad-H2-binding-bar_cloud.py,0.0030000000000000027,SPY H1 Sharpe 0.957  H2 Sharpe 0.837  (the 4b bars),SPY H1 Sharpe 0.957  H2 Sharpe 0.834  (the 4b bars)
2026-09-04_broad-H2-binding-bar_cloud.py,0.0020000000000000018,SPY OOS 15.5%/0.884/-33.7%,SPY OOS 15.5%/0.882/-33.7%
2026-09-04_broad-H2-binding-bar_cloud.py,0.0050000000000000044,"v1        SPY      10    7.8%   0.797  -17.7%  0.908  0.702  0.751   KILL 4b (H1,H2,OOS,CAGR)","v1        SPY      10    7.8%   0.793  -17.7%  0.903  0.698  0.747   KILL 4b (H1,H2,OOS,CAGR)"
2026-09-04_broad-H2-binding-bar_cloud.py,0.0050000000000000044,"v1        SPY      25    4.3%   0.466  -21.4%  0.575  0.371  0.412   KILL 4b (H1,H2,OOS,DD,CAGR)","v1        SPY      25    4.2%   0.461  -21.4%  0.570  0.367  0.408   KILL 4b (H1,H2,OOS,DD,CAGR)"
2026-09-04_broad-H2-binding-bar_cloud.py,0.0020000000000000018,top20     SPY      10   12.8%   0.985  -20.1%  1.126  0.861  0.938   KEEP 4b,top20     SPY      10   12.8%   0.984  -20.1%  1.126  0.859  0.936   KEEP 4b
2026-09-04_broad-H2-binding-bar_cloud.py,0.0020000000000000018,"top20     SPY      25   11.0%   0.865  -20.2%  1.005  0.743  0.818   KILL 4b (H2,OOS)","top20     SPY      25   11.0%   0.864  -20.2%  1.005  0.741  0.816   KILL 4b (H2,OOS)"
2026-09-04_broad-H2-binding-bar_cloud.py,0.0030000000000000027,ew-all    SPY      10   11.0%   1.014  -18.9%  1.116  0.920  1.009   KEEP 4b,ew-all    SPY      10   11.0%   1.012  -18.9%  1.116  0.917  1.007   KEEP 4b
