k,draw,n_in_U56,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4b,first_fail_4b,n_fail_4b
55,23,23,0.12421,1.042229,-0.184407,1.179596,0.922405,1.071633,0.124213,1.019803,-0.184407,True,-,0
55,24,19,0.114513,0.941441,-0.203717,1.055719,0.84241,0.984048,0.113052,0.909031,-0.203717,False,DD,1
55,25,25,0.108835,0.931872,-0.176393,1.0441,0.836625,0.90132,0.115523,0.95621,-0.176393,True,-,0
55,26,22,0.118342,0.935145,-0.209388,1.069331,0.826176,0.933755,0.124262,0.938321,-0.209388,False,H2,2
55,27,23,0.144015,1.141383,-0.200026,1.214002,1.088407,1.093227,0.158059,1.180168,-0.200026,True,-,0
55,28,20,0.134211,1.082404,-0.193155,1.179935,1.003852,1.044262,0.144544,1.113009,-0.193155,True,-,0
55,29,22,0.119315,0.953983,-0.187456,1.076599,0.857724,0.987188,0.122962,0.9334,-0.187456,True,-,0
55,30,25,0.136658,1.076773,-0.228257,1.159732,1.01201,1.078607,0.143201,1.077856,-0.228257,False,DD,1
55,31,20,0.111345,0.925087,-0.199021,1.024283,0.844924,0.915005,0.117883,0.934712,-0.199021,True,-,0
55,32,23,0.131707,1.050044,-0.172846,1.182997,0.93758,1.108183,0.130084,1.007109,-0.172846,True,-,0
55,33,20,0.121064,0.996418,-0.180484,1.147957,0.846119,1.068738,0.110187,0.934186,-0.180484,True,-,0
55,34,23,0.105219,0.905133,-0.191522,1.024815,0.798869,0.943597,0.103196,0.874944,-0.191522,False,H2,3
55,35,22,0.125131,1.003189,-0.190795,1.115776,0.904912,1.004798,0.128329,1.002531,-0.190795,True,-,0
55,36,20,0.127491,1.013615,-0.210688,1.18657,0.853688,1.115076,0.116948,0.931553,-0.210688,False,DD,1
55,37,23,0.148398,1.139407,-0.212187,1.298174,0.999788,1.22169,0.142633,1.075945,-0.212187,False,DD,1
55,38,25,0.10637,0.927992,-0.173048,1.106816,0.761693,1.069899,0.091684,0.811361,-0.173048,False,H2,3
55,39,27,0.132647,1.063851,-0.199622,1.121868,1.013033,1.053475,0.136776,1.072362,-0.199622,True,-,0
55,40,18,0.12143,0.977007,-0.201685,1.119766,0.864801,1.015978,0.124135,0.95167,-0.201685,True,-,0
55,41,18,0.100071,0.876614,-0.190783,1.067123,0.703994,0.951285,0.094074,0.817485,-0.190783,False,H2,3
55,42,20,0.135876,1.104286,-0.1964,1.167297,1.049998,1.067146,0.143664,1.133819,-0.1964,True,-,0
55,43,26,0.149952,1.190953,-0.190472,1.294324,1.100279,1.216512,0.15017,1.171115,-0.190472,True,-,0
55,44,20,0.106782,0.905476,-0.196593,0.967639,0.854273,0.838169,0.117624,0.957891,-0.196593,True,-,0
55,45,21,0.144258,1.095502,-0.198184,1.211627,0.998904,1.126472,0.147418,1.074647,-0.198184,True,-,0
55,46,24,0.142143,1.16442,-0.186995,1.264367,1.072242,1.183713,0.141148,1.148641,-0.186995,True,-,0
55,47,24,0.14014,1.126479,-0.208756,1.242022,1.032759,1.113844,0.148575,1.138462,-0.208756,False,DD,1
55,48,18,0.102269,0.918624,-0.184052,1.0188,0.827286,0.920072,0.10308,0.917362,-0.184052,False,H2,2
55,49,24,0.12507,1.032336,-0.184622,1.105976,0.973437,0.991198,0.134595,1.064978,-0.184622,True,-,0
55,50,22,0.133261,1.097077,-0.189762,1.200963,1.001493,1.156244,0.127809,1.049055,-0.189762,True,-,0
55,51,20,0.121606,1.047733,-0.18598,1.247275,0.875406,1.152337,0.115402,0.969444,-0.18598,True,-,0
55,52,14,0.122271,1.041015,-0.188839,1.137489,0.955255,1.047614,0.123542,1.035852,-0.188839,True,-,0
55,53,21,0.128543,1.055486,-0.186808,1.116862,1.000444,1.023627,0.13399,1.080976,-0.186808,True,-,0
55,54,28,0.13022,1.083022,-0.188199,1.14669,1.02951,1.018009,0.140914,1.134188,-0.188199,True,-,0
55,55,19,0.092775,0.805376,-0.197855,0.760084,0.848184,0.680175,0.10733,0.905561,-0.197855,False,H1,2
55,56,21,0.11824,1.021947,-0.192234,1.165381,0.881644,1.091886,0.108897,0.962355,-0.192234,True,-,0
55,57,21,0.117676,0.974963,-0.194731,1.068529,0.891468,0.961421,0.121362,0.985866,-0.194731,True,-,0
55,58,24,0.093903,0.829289,-0.203729,0.928945,0.743323,0.834898,0.095862,0.825453,-0.203729,False,H1,5
55,59,21,0.128483,1.045967,-0.190633,1.143086,0.966758,1.050302,0.133706,1.044624,-0.190633,True,-,0
55,60,22,0.126238,1.042492,-0.205061,1.092496,1.008777,0.942945,0.144571,1.11814,-0.205061,False,DD,1
55,61,24,0.125351,1.070329,-0.178034,1.133486,1.013666,1.05125,0.129263,1.085612,-0.178034,True,-,0
55,62,22,0.1016,0.872694,-0.180989,0.973324,0.781992,0.894075,0.100979,0.855779,-0.180989,False,H2,3
55,63,23,0.134398,1.086982,-0.188615,1.185702,1.00611,1.079399,0.14124,1.094662,-0.188615,True,-,0
55,64,25,0.130688,1.002557,-0.206296,1.00436,1.008035,0.881279,0.152537,1.093828,-0.206296,False,DD,1
55,65,23,0.134249,1.089151,-0.193,1.166254,1.038171,1.043431,0.150295,1.127712,-0.193,True,-,0
55,66,21,0.098776,0.853473,-0.198225,0.990455,0.738719,0.892824,0.098826,0.825276,-0.198225,False,H2,3
55,67,21,0.107979,0.925889,-0.192618,1.011136,0.855079,0.888681,0.115906,0.955366,-0.192618,True,-,0
55,68,25,0.116653,0.987497,-0.171998,1.064022,0.922956,0.952875,0.123713,1.014998,-0.171998,True,-,0
55,69,16,0.118809,0.973902,-0.203289,0.930103,1.015988,0.79705,0.142415,1.110213,-0.203289,False,H1,2
55,70,26,0.137433,1.099948,-0.203476,1.192104,1.047499,1.007693,0.162238,1.172132,-0.203476,False,DD,1
55,71,22,0.107021,0.877138,-0.211484,0.956123,0.807971,0.860492,0.110942,0.890485,-0.211484,False,H1,3
55,72,24,0.128006,1.033469,-0.19482,1.193687,0.905558,1.044638,0.133952,1.02835,-0.19482,True,-,0
55,73,22,0.122938,0.979177,-0.207121,1.054409,0.915425,0.991084,0.125357,0.970797,-0.207121,False,DD,1
55,74,21,0.105983,0.889849,-0.186856,0.956173,0.834123,0.827502,0.115948,0.93863,-0.186856,False,H1,2
55,75,25,0.119305,0.991302,-0.192294,1.115052,0.881844,1.010015,0.119541,0.976707,-0.192294,True,-,0
55,76,28,0.135216,1.082519,-0.178881,1.167782,1.007595,1.083134,0.138336,1.082465,-0.178881,True,-,0
55,77,24,0.107287,0.919527,-0.203051,0.89643,0.942576,0.792377,0.123153,1.019751,-0.203051,False,H1,2
55,78,23,0.122575,0.982204,-0.190678,1.018127,0.951881,0.942198,0.1302,1.013913,-0.190678,True,-,0
55,79,24,0.140131,1.10395,-0.188482,1.29521,0.933368,1.20597,0.131121,1.02359,-0.188482,True,-,0
55,80,26,0.101399,0.8641,-0.209235,0.910954,0.828551,0.751839,0.117684,0.949583,-0.209235,False,H1,4
55,81,24,0.122685,1.04833,-0.170425,1.147599,0.959545,1.040826,0.125694,1.054443,-0.170425,True,-,0
55,82,22,0.115666,0.953108,-0.19383,1.036063,0.883554,0.929214,0.122383,0.972443,-0.19383,True,-,0
55,83,24,0.133731,1.033794,-0.181141,1.151992,0.931241,1.047698,0.136181,1.023882,-0.181141,True,-,0
55,84,18,0.113612,0.977183,-0.196436,1.02835,0.935043,0.905994,0.12477,1.032761,-0.196436,True,-,0
55,85,26,0.132679,1.093748,-0.179885,1.286151,0.912349,1.220625,0.11847,0.988894,-0.179885,True,-,0
55,86,20,0.119225,1.031579,-0.178709,1.137178,0.940008,1.020528,0.123317,1.040689,-0.178709,True,-,0
55,87,21,0.118853,0.981528,-0.216304,1.116649,0.866639,1.026091,0.118642,0.949099,-0.216304,False,DD,1
55,88,18,0.103237,0.855699,-0.21633,0.861258,0.854318,0.812564,0.111478,0.889599,-0.21633,False,H1,3
55,89,23,0.109718,0.97613,-0.191953,1.045722,0.922169,0.95296,0.11711,0.995404,-0.191953,True,-,0
55,90,19,0.1066,0.92414,-0.190266,1.019148,0.840979,0.94232,0.106954,0.910108,-0.190266,True,-,0
55,91,24,0.137009,1.06081,-0.192812,1.136997,0.994794,1.054215,0.14192,1.06672,-0.192812,True,-,0
55,92,22,0.11105,0.973597,-0.192111,1.122055,0.838419,1.025615,0.106807,0.931604,-0.192111,True,-,0
55,93,20,0.115399,1.007532,-0.19628,1.056726,0.969983,0.952881,0.125592,1.050344,-0.19628,True,-,0
55,94,29,0.113172,0.977469,-0.191401,1.134687,0.842036,1.067497,0.107508,0.909105,-0.191401,True,-,0
55,95,25,0.114798,0.968458,-0.188682,1.075888,0.880523,0.950027,0.121972,0.984138,-0.188682,True,-,0
55,96,24,0.123341,1.010053,-0.179841,1.146697,0.889978,1.035897,0.124067,0.990748,-0.179841,True,-,0
55,97,21,0.094347,0.804075,-0.19913,0.844425,0.773102,0.718903,0.107045,0.86957,-0.19913,False,H1,4
55,98,21,0.136961,1.099586,-0.198325,1.278095,0.943623,1.166841,0.133556,1.048444,-0.198325,True,-,0
55,99,25,0.111428,0.939457,-0.199732,1.03484,0.852301,0.921587,0.114572,0.953784,-0.199732,True,-,0
55,100,25,0.112593,0.980555,-0.192049,1.029877,0.935871,0.924554,0.119179,1.025999,-0.192049,True,-,0
55,101,25,0.114805,0.985011,-0.20292,0.993054,0.98208,0.887374,0.128838,1.06086,-0.20292,False,DD,1
55,102,24,0.118484,0.965837,-0.194239,1.202107,0.75328,1.093342,0.10692,0.865935,-0.194239,False,H2,2
55,103,18,0.100163,0.881531,-0.180613,0.949177,0.820422,0.834927,0.106169,0.918956,-0.180613,False,H1,3
55,104,24,0.13499,1.061182,-0.214453,1.029951,1.095334,0.899443,0.161552,1.181724,-0.214453,False,DD,1
55,105,24,0.12916,1.044162,-0.20026,1.133179,0.966168,0.999394,0.137654,1.079592,-0.20026,True,-,0
55,106,24,0.141835,1.13591,-0.192721,1.269365,1.022439,1.146953,0.14539,1.128552,-0.192721,True,-,0
55,107,25,0.126298,1.012069,-0.202115,1.143339,0.899652,0.986799,0.133357,1.03245,-0.202115,True,-,0
55,108,27,0.121267,1.021473,-0.210297,1.080854,0.968885,0.98003,0.127674,1.054574,-0.210297,False,DD,1
55,109,21,0.120318,0.976484,-0.198589,0.995887,0.964202,0.918869,0.1317,1.021463,-0.198589,True,-,0
55,110,28,0.127552,1.08565,-0.177709,1.275625,0.924281,1.203708,0.120055,0.997161,-0.177709,True,-,0
55,111,23,0.119003,0.971555,-0.207118,0.961621,0.984922,0.855213,0.137008,1.060457,-0.207118,False,DD,1
55,112,24,0.13989,1.119635,-0.174102,1.261404,0.996459,1.157309,0.140025,1.091498,-0.174102,True,-,0
55,113,24,0.133811,1.084697,-0.186759,1.176918,1.014171,1.03509,0.146768,1.124195,-0.186759,True,-,0
55,114,23,0.108658,0.970374,-0.182451,1.012633,0.939202,0.88553,0.121699,1.03579,-0.182451,True,-,0
55,115,22,0.142434,1.164607,-0.199713,1.241958,1.103017,1.097188,0.155498,1.217333,-0.199713,True,-,0
55,116,24,0.135129,1.07563,-0.191557,1.196945,0.972569,1.121673,0.134452,1.041347,-0.191557,True,-,0
55,117,15,0.137825,1.07585,-0.206805,1.203075,0.969363,1.090757,0.141773,1.066248,-0.206805,False,DD,1
55,118,18,0.122618,1.004479,-0.189526,1.05841,0.957859,0.998565,0.125991,1.009466,-0.189526,True,-,0
55,119,24,0.138701,1.065983,-0.205439,1.168551,0.989004,1.05389,0.149507,1.079208,-0.205439,False,DD,1
55,120,22,0.129723,1.046073,-0.180631,1.24155,0.867751,1.169033,0.118048,0.948479,-0.180631,True,-,0
55,121,18,0.14805,1.156742,-0.187035,1.283987,1.041348,1.171193,0.148862,1.145372,-0.187035,True,-,0
55,122,24,0.123019,1.024047,-0.181404,1.123702,0.937393,1.006048,0.128454,1.038683,-0.181404,True,-,0
55,123,21,0.103543,0.93722,-0.193875,1.023675,0.864228,0.907506,0.109711,0.960909,-0.193875,False,CAGR,1
55,124,22,0.114729,0.992254,-0.190876,1.139655,0.865867,1.033269,0.113966,0.961373,-0.190876,True,-,0
55,125,24,0.125279,1.025036,-0.176041,1.123255,0.944746,1.057382,0.127176,1.002506,-0.176041,True,-,0
55,126,21,0.144833,1.114893,-0.196768,1.185672,1.058645,1.075544,0.155729,1.146389,-0.196768,True,-,0
55,127,22,0.130823,1.058024,-0.189757,1.202904,0.939778,1.103652,0.132621,1.02698,-0.189757,True,-,0
55,128,23,0.111649,0.904079,-0.191125,1.025356,0.80375,0.928387,0.114103,0.8878,-0.191125,False,H2,1
55,129,26,0.124708,1.011922,-0.183003,1.177422,0.867915,1.079565,0.120842,0.960291,-0.183003,True,-,0
55,130,23,0.139749,1.064558,-0.189397,1.086443,1.051172,0.984031,0.155735,1.126787,-0.189397,True,-,0
55,131,24,0.105354,0.883359,-0.18903,0.946499,0.834317,0.792396,0.120162,0.952738,-0.18903,False,H1,2
55,132,19,0.153858,1.138328,-0.207398,1.278921,1.028146,1.183977,0.157993,1.109352,-0.207398,False,DD,1
55,133,25,0.111535,0.950875,-0.171264,1.059513,0.847091,0.93981,0.112248,0.959919,-0.171264,True,-,0
55,134,26,0.1385,1.089748,-0.202746,1.22516,0.966942,1.158703,0.1324,1.034602,-0.202746,False,DD,1
55,135,24,0.116628,0.980207,-0.184211,1.053785,0.928588,0.937986,0.128944,1.014619,-0.184211,True,-,0
55,136,23,0.148174,1.111505,-0.199763,1.174794,1.059603,1.095685,0.155719,1.124968,-0.199763,True,-,0
55,137,25,0.125129,1.025754,-0.199278,1.084481,0.979117,0.936269,0.140221,1.094771,-0.199278,True,-,0
55,138,18,0.118996,1.000453,-0.179582,1.205133,0.811683,1.103908,0.108726,0.916566,-0.179582,False,H2,1
55,139,22,0.133739,1.111984,-0.193035,1.240817,0.995437,1.128328,0.13394,1.098979,-0.193035,True,-,0
55,140,22,0.125484,1.034046,-0.19406,1.156164,0.931511,1.065116,0.126637,1.011549,-0.19406,True,-,0
55,141,26,0.128267,1.051106,-0.190923,1.119744,0.992523,1.002648,0.137099,1.089406,-0.190923,True,-,0
55,142,22,0.127886,1.102413,-0.179745,1.277937,0.939724,1.16694,0.121682,1.0496,-0.179745,True,-,0
55,143,24,0.127835,1.078026,-0.181362,1.23258,0.93336,1.138857,0.121405,1.027831,-0.181362,True,-,0
55,144,21,0.100658,0.849519,-0.213069,0.839631,0.863477,0.735236,0.117765,0.935869,-0.213069,False,H1,3
55,145,22,0.100696,0.905467,-0.181649,1.104497,0.726577,1.008631,0.092075,0.823683,-0.181649,False,H2,3
55,146,23,0.147912,1.182752,-0.209965,1.396656,0.999362,1.276849,0.143048,1.112684,-0.209965,False,DD,1
55,147,21,0.109615,0.937987,-0.192793,0.992965,0.891933,0.90624,0.115483,0.963241,-0.192793,True,-,0
55,148,23,0.10966,0.965528,-0.16519,1.089734,0.846758,0.9547,0.109893,0.974503,-0.16519,True,-,0
55,149,26,0.129701,1.012979,-0.211407,1.093047,0.952012,0.956128,0.143201,1.057515,-0.211407,False,DD,1
55,150,24,0.130005,1.076205,-0.186569,1.075063,1.081568,0.999629,0.14362,1.135671,-0.186569,True,-,0
55,151,22,0.122592,1.013526,-0.187606,1.151012,0.89011,1.019204,0.124044,1.009133,-0.187606,True,-,0
55,152,20,0.138662,1.120908,-0.186452,1.22981,1.019655,1.155646,0.135745,1.092567,-0.186452,True,-,0
55,153,21,0.126584,0.976277,-0.202535,1.028751,0.938397,0.907161,0.141675,1.02969,-0.202535,False,DD,1
55,154,27,0.116418,0.956155,-0.199898,1.133004,0.802069,1.034167,0.111228,0.896438,-0.199898,False,H2,1
55,155,25,0.109995,1.013858,-0.1649,1.122741,0.906444,1.092823,0.099942,0.94615,-0.1649,True,-,0
55,156,21,0.113639,0.962897,-0.183785,1.127855,0.819431,0.994543,0.113711,0.939218,-0.183785,False,H2,1
55,157,23,0.153696,1.255426,-0.183399,1.469869,1.06741,1.335229,0.149429,1.194436,-0.183399,True,-,0
55,158,24,0.126034,1.051521,-0.182859,1.155881,0.958909,1.06134,0.127553,1.044048,-0.182859,True,-,0
55,159,20,0.105318,0.881273,-0.184756,0.90069,0.865366,0.7988,0.116393,0.946609,-0.184756,False,H1,2
55,160,22,0.119565,1.00473,-0.174573,1.012433,1.002317,0.877092,0.137675,1.10303,-0.174573,True,-,0
55,161,25,0.119463,0.986924,-0.211173,1.06982,0.914426,0.983409,0.122554,0.990043,-0.211173,False,DD,1
55,162,24,0.125042,0.980375,-0.203929,1.002321,0.964809,0.901566,0.138888,1.04149,-0.203929,False,DD,1
55,163,18,0.109476,0.918161,-0.193044,1.054989,0.792716,0.936418,0.108363,0.90326,-0.193044,False,H2,1
55,164,23,0.109171,0.932239,-0.202252,1.074172,0.814723,0.947685,0.112546,0.922562,-0.202252,False,H2,1
55,165,22,0.10835,0.974716,-0.192005,1.074307,0.888777,0.923465,0.116385,1.015136,-0.192005,True,-,0
55,166,23,0.134708,1.103987,-0.199375,1.321528,0.916918,1.25063,0.12384,0.993692,-0.199375,True,-,0
55,167,24,0.120116,0.992157,-0.207962,1.003122,0.986705,0.917114,0.132607,1.050541,-0.207962,False,DD,1
55,168,27,0.125745,1.037855,-0.200425,1.160622,0.939873,1.039891,0.13204,1.03897,-0.200425,True,-,0
55,169,25,0.126803,1.052216,-0.192915,1.162952,0.950886,1.031897,0.130373,1.068515,-0.192915,True,-,0
55,170,21,0.095934,0.911302,-0.180752,0.955528,0.870097,0.896066,0.09723,0.92374,-0.180752,False,H1,2
55,171,28,0.109525,0.962887,-0.175285,1.115289,0.8259,1.048799,0.102709,0.894991,-0.175285,False,H2,1
55,172,26,0.09802,0.863278,-0.193189,0.899629,0.829964,0.783187,0.106932,0.928451,-0.193189,False,H1,3
55,173,23,0.113647,1.022744,-0.181349,1.140187,0.913324,1.025243,0.113404,1.020472,-0.181349,True,-,0
55,174,24,0.134392,1.065206,-0.188537,1.251684,0.900848,1.121471,0.131602,1.022058,-0.188537,True,-,0
55,175,23,0.102518,0.920452,-0.19545,1.037041,0.814525,0.963423,0.099399,0.885913,-0.19545,False,H2,2
55,176,26,0.136585,1.117986,-0.187498,1.121499,1.122372,1.012455,0.155816,1.198405,-0.187498,True,-,0
55,177,25,0.123079,1.022243,-0.200822,1.199119,0.877275,1.082947,0.12269,0.97951,-0.200822,True,-,0
55,178,19,0.114579,1.008159,-0.186326,1.115352,0.914712,1.006399,0.117614,1.010013,-0.186326,True,-,0
55,179,19,0.105553,0.903072,-0.17297,1.033774,0.787981,0.965912,0.101376,0.854209,-0.17297,False,H2,3
55,180,20,0.130671,1.050594,-0.18003,1.159582,0.959557,1.060643,0.134582,1.044379,-0.18003,True,-,0
55,181,19,0.12454,0.986644,-0.207672,1.046343,0.941891,0.93559,0.136852,1.026828,-0.207672,False,DD,1
55,182,23,0.12369,1.040503,-0.180693,1.146364,0.948057,1.088943,0.121474,1.003033,-0.180693,True,-,0
55,183,23,0.111308,0.969449,-0.184402,0.977449,0.965477,0.85574,0.126583,1.057771,-0.184402,True,-,0
55,184,25,0.115082,0.990553,-0.194401,1.056775,0.941249,0.931909,0.127181,1.036327,-0.194401,True,-,0
55,185,19,0.114169,0.965553,-0.196546,1.092369,0.8624,0.962883,0.119854,0.969605,-0.196546,True,-,0
55,186,20,0.110725,0.9696,-0.189793,1.097521,0.859978,0.973674,0.113673,0.967231,-0.189793,True,-,0
55,187,19,0.135198,1.088887,-0.211331,1.175873,1.013949,1.103326,0.137664,1.078558,-0.211331,False,DD,1
55,188,26,0.152673,1.17263,-0.202321,1.151984,1.198675,1.047538,0.177157,1.267037,-0.202321,False,DD,1
55,189,20,0.124549,1.009555,-0.199061,1.153725,0.881883,1.076909,0.120194,0.957498,-0.199061,True,-,0
55,190,24,0.122952,1.001597,-0.191004,1.175318,0.857702,1.078149,0.120652,0.946993,-0.191004,True,-,0
55,191,23,0.139804,1.132881,-0.211642,1.254742,1.035224,1.149275,0.14564,1.123931,-0.211642,False,DD,1
55,192,26,0.123335,0.992004,-0.200096,1.040173,0.962025,0.924372,0.139326,1.044604,-0.200096,True,-,0
55,193,25,0.100785,0.889505,-0.188614,1.063449,0.741438,0.953305,0.097721,0.841537,-0.188614,False,H2,3
55,194,22,0.148331,1.154176,-0.191766,1.325617,1.005421,1.240557,0.143132,1.08871,-0.191766,True,-,0
55,195,22,0.116224,0.950116,-0.206573,0.995638,0.916454,0.907317,0.126454,0.984006,-0.206573,False,DD,1
55,196,22,0.106734,0.948518,-0.188658,0.992715,0.909415,0.896429,0.113243,0.99041,-0.188658,True,-,0
55,197,27,0.135012,1.050138,-0.208338,1.269949,0.879957,1.147408,0.134308,0.98705,-0.208338,False,DD,1
55,198,24,0.119409,1.031209,-0.188924,1.106017,0.965408,0.999515,0.124924,1.056501,-0.188924,True,-,0
55,199,18,0.115531,0.991037,-0.174986,1.118899,0.876292,1.004941,0.115893,0.980045,-0.174986,True,-,0
55,200,18,0.113206,0.943209,-0.18819,0.941324,0.94749,0.834092,0.127894,1.028927,-0.18819,False,H1,1
55,201,20,0.131559,1.050411,-0.202062,1.106021,1.002192,0.995947,0.140358,1.093701,-0.202062,True,-,0
55,202,23,0.124278,1.024688,-0.195491,1.159932,0.909973,1.069402,0.123883,0.991746,-0.195491,True,-,0
55,203,23,0.103694,0.932365,-0.192538,1.056863,0.8255,0.94888,0.105486,0.920613,-0.192538,False,H2,2
55,204,22,0.110368,0.921386,-0.195165,0.888525,0.95631,0.735868,0.137204,1.05735,-0.195165,False,H1,1
55,205,14,0.120739,1.002944,-0.207438,1.05436,0.96065,0.948584,0.130052,1.045765,-0.207438,False,DD,1
55,206,23,0.128191,1.041734,-0.200464,1.163417,0.931557,1.063053,0.128083,1.024979,-0.200464,True,-,0
55,207,25,0.116798,0.992543,-0.180253,1.159332,0.840737,1.06687,0.110329,0.932938,-0.180253,True,-,0
55,208,20,0.136516,1.050298,-0.2094,1.138688,0.980149,1.015192,0.147005,1.078629,-0.2094,False,DD,1
55,209,25,0.136816,1.090369,-0.197926,1.195878,1.006561,1.056839,0.147536,1.117807,-0.197926,True,-,0
55,210,19,0.124874,1.034694,-0.192115,1.139886,0.937135,1.057755,0.122752,1.015628,-0.192115,True,-,0
55,211,21,0.109762,0.998455,-0.197299,0.995292,1.002111,0.928425,0.116916,1.055969,-0.197299,True,-,0
55,212,24,0.129696,1.008207,-0.210702,1.165107,0.876664,1.059358,0.129671,0.971856,-0.210702,False,DD,1
55,213,23,0.128531,1.032092,-0.202132,1.136078,0.937388,1.032904,0.129956,1.031393,-0.202132,True,-,0
55,214,25,0.142292,1.117446,-0.210735,1.237748,1.01902,1.143361,0.145694,1.100035,-0.210735,False,DD,1
55,215,16,0.124083,1.016079,-0.191515,1.207,0.836603,1.100789,0.115097,0.946719,-0.191515,True,-,0
55,216,25,0.146814,1.183101,-0.197231,1.206869,1.170262,1.065247,0.167708,1.272956,-0.197231,True,-,0
55,217,16,0.107695,0.91208,-0.189342,1.023046,0.810311,0.903629,0.109403,0.91881,-0.189342,False,H2,1
55,218,23,0.118847,1.022513,-0.201608,1.141748,0.927502,1.038902,0.122918,1.012577,-0.201608,True,-,0
55,219,25,0.141216,1.114481,-0.207252,1.285488,0.96366,1.200924,0.135294,1.048074,-0.207252,False,DD,1
55,220,25,0.109937,1.006562,-0.184452,1.099377,0.925139,1.019299,0.11118,0.996925,-0.184452,True,-,0
55,221,29,0.126519,1.034023,-0.18556,1.186188,0.89992,1.132393,0.118965,0.957902,-0.18556,True,-,0
55,222,17,0.105401,0.91016,-0.184219,1.110428,0.724075,1.00484,0.095977,0.832973,-0.184219,False,H2,3
55,223,22,0.148068,1.082296,-0.210096,1.200046,0.994387,1.084379,0.158298,1.085842,-0.210096,False,DD,1
55,224,22,0.107472,0.930499,-0.190882,0.976994,0.896085,0.825576,0.123389,1.010406,-0.190882,True,-,0
55,225,26,0.136796,1.153521,-0.185479,1.265728,1.052902,1.176177,0.136864,1.135741,-0.185479,True,-,0
55,226,26,0.109054,0.979463,-0.186748,1.014756,0.949018,0.892365,0.119717,1.048792,-0.186748,True,-,0
55,227,22,0.119425,0.968311,-0.21254,0.918667,1.015341,0.853864,0.134895,1.058699,-0.21254,False,H1,2
55,228,25,0.129284,1.014578,-0.214325,0.993957,1.040202,0.902696,0.150126,1.098877,-0.214325,False,DD,1
55,229,21,0.126305,1.001249,-0.192655,1.172611,0.854657,1.095234,0.120737,0.931576,-0.192655,True,-,0
55,230,20,0.126536,1.015918,-0.199762,1.20694,0.831133,1.14058,0.110702,0.910671,-0.199762,False,H2,1
55,231,19,0.123568,1.007638,-0.190699,1.098809,0.943842,0.948792,0.139039,1.054287,-0.190699,True,-,0
