k,draw,n_in_U56,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4b,first_fail_4b,n_fail_4b
100,164,42,0.151039,1.083857,-0.214703,1.25072,0.948281,1.127755,0.153301,1.054048,-0.214703,False,DD,1
100,165,38,0.142941,1.029217,-0.205908,1.198718,0.882726,1.139238,0.133993,0.946072,-0.205908,False,DD,1
100,166,42,0.149615,1.061319,-0.221034,1.232579,0.925989,1.140032,0.149371,1.00869,-0.221034,False,DD,1
100,167,44,0.140346,1.045442,-0.209338,1.241016,0.878594,1.150061,0.132907,0.967103,-0.209338,False,DD,1
100,168,41,0.132087,0.956509,-0.212159,1.175323,0.777933,1.070238,0.125772,0.876725,-0.212159,False,H2,3
100,169,38,0.121993,0.920683,-0.219176,1.076268,0.799843,0.982646,0.122592,0.879871,-0.219176,False,H2,3
100,170,44,0.146013,1.072693,-0.22277,1.223691,0.950991,1.131669,0.146909,1.032461,-0.22277,False,DD,1
100,171,40,0.145548,1.03258,-0.235752,1.22482,0.872793,1.143055,0.138968,0.953297,-0.235752,False,DD,1
100,172,40,0.13952,0.988597,-0.22958,1.111916,0.900409,1.027256,0.146185,0.968022,-0.22958,False,DD,1
100,173,42,0.137848,1.021795,-0.199038,1.175296,0.892721,1.100997,0.133935,0.96366,-0.199038,True,-,0
100,174,42,0.156867,1.056013,-0.222627,1.251347,0.909177,1.15028,0.157408,0.996963,-0.222627,False,DD,1
100,175,39,0.118628,0.90147,-0.199293,0.972257,0.847706,0.899116,0.125193,0.905689,-0.199293,True,-,0
100,176,41,0.122396,0.926976,-0.211992,1.020424,0.85701,0.895885,0.13385,0.952978,-0.211992,False,DD,1
100,177,38,0.126583,0.956464,-0.201722,1.090096,0.842875,1.012569,0.124277,0.914655,-0.201722,True,-,0
100,178,45,0.125989,0.962031,-0.22035,1.146788,0.807973,1.067685,0.119418,0.885043,-0.22035,False,H2,2
100,179,41,0.13356,0.974499,-0.214094,1.205242,0.782962,1.113884,0.123346,0.873892,-0.214094,False,H2,3
100,180,40,0.147781,1.04603,-0.223625,1.267112,0.867867,1.183604,0.139834,0.950438,-0.223625,False,DD,1
100,181,38,0.144169,1.008719,-0.227531,1.190966,0.867956,1.094399,0.14359,0.952688,-0.227531,False,DD,1
100,182,41,0.126483,0.952365,-0.210485,1.16465,0.768712,1.097542,0.113343,0.8421,-0.210485,False,H2,3
100,183,38,0.140921,1.016815,-0.219337,1.243924,0.824637,1.146205,0.13103,0.921597,-0.219337,False,H2,2
100,184,44,0.145042,1.045293,-0.230542,1.207267,0.910089,1.125723,0.141729,0.987319,-0.230542,False,DD,1
100,185,42,0.141508,0.998751,-0.212038,1.182509,0.855058,1.072562,0.141618,0.950036,-0.212038,False,DD,1
100,186,43,0.127795,0.969843,-0.195494,1.11244,0.854563,0.998704,0.131267,0.951322,-0.195494,True,-,0
100,187,41,0.14238,1.02569,-0.222812,1.202252,0.876541,1.140469,0.133822,0.94057,-0.222812,False,DD,1
100,188,43,0.152695,1.075021,-0.223588,1.210261,0.971459,1.095449,0.16072,1.065278,-0.223588,False,DD,1
100,189,45,0.155379,1.070207,-0.234124,1.20806,0.965538,1.119145,0.159745,1.039987,-0.234124,False,DD,1
100,190,41,0.14946,1.064455,-0.222762,1.226088,0.933237,1.12983,0.149195,1.019127,-0.222762,False,DD,1
100,191,39,0.15114,1.064103,-0.22365,1.166762,0.985558,1.102485,0.155307,1.039779,-0.22365,False,DD,1
100,192,41,0.143892,1.027381,-0.235624,1.215269,0.882767,1.121393,0.142914,0.966145,-0.235624,False,DD,1
100,193,36,0.140526,1.018321,-0.219415,1.201661,0.868103,1.078141,0.140553,0.976936,-0.219415,False,DD,1
100,194,39,0.154922,1.091006,-0.211713,1.256474,0.963513,1.16723,0.155853,1.04111,-0.211713,False,DD,1
100,195,40,0.139177,1.007691,-0.220106,1.187535,0.862736,1.106197,0.134863,0.9386,-0.220106,False,DD,1
100,196,38,0.139113,1.015039,-0.209689,1.194665,0.874168,1.073161,0.141159,0.977403,-0.209689,False,DD,1
100,197,39,0.157164,1.086789,-0.213989,1.326026,0.900324,1.222147,0.15178,0.996906,-0.213989,False,DD,1
100,198,41,0.140269,1.048682,-0.209352,1.255684,0.876972,1.19461,0.130026,0.943084,-0.209352,False,DD,1
100,199,43,0.144988,1.036175,-0.229137,1.155872,0.942538,1.060594,0.15027,1.021602,-0.229137,False,DD,1
