ticker,year,day,action,kind,scheme,d,seed
SHY,2009,2009-12-16,DROP,LOSERCUT,SHRINK,0.2,5
UUP,2009,2009-07-29,DROP,LOSERCUT,SHRINK,0.2,5
TLT,2009,2009-11-19,DROP,LOSERCUT,SHRINK,0.2,5
IEF,2009,2009-03-24,DROP,LOSERCUT,SHRINK,0.2,5
TIP,2009,2009-02-12,DROP,LOSERCUT,SHRINK,0.2,5
EEM,2009,2009-09-14,DROP,LOSERCUT,SHRINK,0.2,5
LQD,2009,2009-09-08,DROP,LOSERCUT,SHRINK,0.2,5
XLRE,2009,2009-12-14,DROP,LOSERCUT,SHRINK,0.2,5
GDX,2010,2010-11-11,DROP,LOSERCUT,SHRINK,0.2,5
EFA,2010,2010-06-04,DROP,LOSERCUT,SHRINK,0.2,5
XLC,2010,2010-12-31,DROP,LOSERCUT,SHRINK,0.2,5
HYG,2010,2010-11-18,DROP,LOSERCUT,SHRINK,0.2,5
XLE,2010,2010-08-27,DROP,LOSERCUT,SHRINK,0.2,5
KRE,2010,2010-07-30,DROP,LOSERCUT,SHRINK,0.2,5
XOM,2010,2010-09-13,DROP,LOSERCUT,SHRINK,0.2,5
XLF,2010,2010-03-23,DROP,LOSERCUT,SHRINK,0.2,5
XLB,2011,2011-12-19,DROP,LOSERCUT,SHRINK,0.2,5
XLU,2011,2011-09-28,DROP,LOSERCUT,SHRINK,0.2,5
SLV,2011,2011-06-16,DROP,LOSERCUT,SHRINK,0.2,5
GLD,2011,2011-05-06,DROP,LOSERCUT,SHRINK,0.2,5
XLP,2011,2011-11-28,DROP,LOSERCUT,SHRINK,0.2,5
IWM,2011,2011-12-13,DROP,LOSERCUT,SHRINK,0.2,5
BRK-B,2011,2011-05-02,DROP,LOSERCUT,SHRINK,0.2,5
ITB,2012,2012-06-21,DROP,LOSERCUT,SHRINK,0.2,5
DIA,2012,2012-11-09,DROP,LOSERCUT,SHRINK,0.2,5
RSP,2012,2012-08-17,DROP,LOSERCUT,SHRINK,0.2,5
XLI,2012,2012-03-05,DROP,LOSERCUT,SHRINK,0.2,5
XLV,2012,2012-07-30,DROP,LOSERCUT,SHRINK,0.2,5
VTI,2013,2013-05-03,DROP,LOSERCUT,SHRINK,0.2,5
ORCL,2013,2013-07-05,DROP,LOSERCUT,SHRINK,0.2,5
XBI,2013,2013-08-21,DROP,LOSERCUT,SHRINK,0.2,5
UNH,2013,2013-01-30,DROP,LOSERCUT,SHRINK,0.2,5
XLY,2014,2014-12-11,DROP,LOSERCUT,SHRINK,0.2,5
JPM,2014,2014-05-29,DROP,LOSERCUT,SHRINK,0.2,5
CRM,2014,2014-03-12,DROP,LOSERCUT,SHRINK,0.2,5
QQQ,2014,2014-09-25,DROP,LOSERCUT,SHRINK,0.2,5
META,2015,2015-10-05,DROP,LOSERCUT,SHRINK,0.2,5
XLK,2015,2015-03-05,DROP,LOSERCUT,SHRINK,0.2,5
PLTR,2015,2015-04-13,DROP,LOSERCUT,SHRINK,0.2,5
COST,2016,2016-05-25,DROP,LOSERCUT,SHRINK,0.2,5
MSFT,2016,2016-06-10,DROP,LOSERCUT,SHRINK,0.2,5
GOOGL,2017,2017-02-14,DROP,LOSERCUT,SHRINK,0.2,5
V,2017,2017-01-18,DROP,LOSERCUT,SHRINK,0.2,5
LLY,2018,2018-09-17,DROP,LOSERCUT,SHRINK,0.2,5
SMH,2019,2019-06-11,DROP,LOSERCUT,SHRINK,0.2,5
AMZN,2020,2020-05-15,DROP,LOSERCUT,SHRINK,0.2,5
AAPL,2021,2021-03-25,DROP,LOSERCUT,SHRINK,0.2,5
AMD,2022,2022-07-28,DROP,LOSERCUT,SHRINK,0.2,5
EEM,2009,2009-10-13,DROP,RANDOM,ROTATE,0.05,1
JPM,2009,2009-01-16,DROP,RANDOM,ROTATE,0.05,1
EEM,2010,2010-04-26,READMIT,RANDOM,ROTATE,0.05,1
JPM,2010,2010-08-11,READMIT,RANDOM,ROTATE,0.05,1
AMZN,2010,2010-05-05,DROP,RANDOM,ROTATE,0.05,1
ITB,2010,2010-07-14,DROP,RANDOM,ROTATE,0.05,1
AMZN,2011,2011-05-10,READMIT,RANDOM,ROTATE,0.05,1
ITB,2011,2011-03-07,READMIT,RANDOM,ROTATE,0.05,1
XLU,2011,2011-09-16,DROP,RANDOM,ROTATE,0.05,1
XBI,2011,2011-07-22,DROP,RANDOM,ROTATE,0.05,1
XLU,2012,2012-06-11,READMIT,RANDOM,ROTATE,0.05,1
XBI,2012,2012-07-30,READMIT,RANDOM,ROTATE,0.05,1
SHY,2012,2012-06-01,DROP,RANDOM,ROTATE,0.05,1
COST,2012,2012-01-27,DROP,RANDOM,ROTATE,0.05,1
SHY,2013,2013-10-16,READMIT,RANDOM,ROTATE,0.05,1
COST,2013,2013-05-03,READMIT,RANDOM,ROTATE,0.05,1
ITB,2013,2013-03-14,DROP,RANDOM,ROTATE,0.05,1
ORCL,2013,2013-03-22,DROP,RANDOM,ROTATE,0.05,1
ITB,2014,2014-07-31,READMIT,RANDOM,ROTATE,0.05,1
ORCL,2014,2014-10-03,READMIT,RANDOM,ROTATE,0.05,1
XLV,2014,2014-02-07,DROP,RANDOM,ROTATE,0.05,1
V,2014,2014-01-10,DROP,RANDOM,ROTATE,0.05,1
XLV,2015,2015-07-06,READMIT,RANDOM,ROTATE,0.05,1
V,2015,2015-04-16,READMIT,RANDOM,ROTATE,0.05,1
ITB,2015,2015-03-27,DROP,RANDOM,ROTATE,0.05,1
QQQ,2015,2015-10-23,DROP,RANDOM,ROTATE,0.05,1
ITB,2016,2016-10-21,READMIT,RANDOM,ROTATE,0.05,1
QQQ,2016,2016-05-27,READMIT,RANDOM,ROTATE,0.05,1
AMD,2016,2016-08-08,DROP,RANDOM,ROTATE,0.05,1
SHY,2016,2016-03-03,DROP,RANDOM,ROTATE,0.05,1
AMD,2017,2017-12-19,READMIT,RANDOM,ROTATE,0.05,1
SHY,2017,2017-08-08,READMIT,RANDOM,ROTATE,0.05,1
SMH,2017,2017-12-08,DROP,RANDOM,ROTATE,0.05,1
AMZN,2017,2017-03-23,DROP,RANDOM,ROTATE,0.05,1
SMH,2018,2018-05-09,READMIT,RANDOM,ROTATE,0.05,1
AMZN,2018,2018-07-06,READMIT,RANDOM,ROTATE,0.05,1
LLY,2018,2018-04-24,DROP,RANDOM,ROTATE,0.05,1
USO,2018,2018-08-08,DROP,RANDOM,ROTATE,0.05,1
LLY,2019,2019-10-28,READMIT,RANDOM,ROTATE,0.05,1
USO,2019,2019-08-19,READMIT,RANDOM,ROTATE,0.05,1
ITB,2019,2019-07-03,DROP,RANDOM,ROTATE,0.05,1
TSLA,2019,2019-09-03,DROP,RANDOM,ROTATE,0.05,1
ITB,2020,2020-10-22,READMIT,RANDOM,ROTATE,0.05,1
TSLA,2020,2020-04-17,READMIT,RANDOM,ROTATE,0.05,1
XLI,2020,2020-02-10,DROP,RANDOM,ROTATE,0.05,1
ITB,2020,2020-10-06,DROP,RANDOM,ROTATE,0.05,1
XLI,2021,2021-01-04,READMIT,RANDOM,ROTATE,0.05,1
ITB,2021,2021-06-02,READMIT,RANDOM,ROTATE,0.05,1
XLY,2021,2021-07-19,DROP,RANDOM,ROTATE,0.05,1
KRE,2021,2021-01-07,DROP,RANDOM,ROTATE,0.05,1
XLY,2022,2022-12-15,READMIT,RANDOM,ROTATE,0.05,1
KRE,2022,2022-07-18,READMIT,RANDOM,ROTATE,0.05,1
UUP,2022,2022-07-22,DROP,RANDOM,ROTATE,0.05,1
HYG,2022,2022-03-07,DROP,RANDOM,ROTATE,0.05,1
UUP,2023,2023-11-21,READMIT,RANDOM,ROTATE,0.05,1
HYG,2023,2023-12-15,READMIT,RANDOM,ROTATE,0.05,1
VTI,2023,2023-06-15,DROP,RANDOM,ROTATE,0.05,1
KRE,2023,2023-05-17,DROP,RANDOM,ROTATE,0.05,1
VTI,2024,2024-08-05,READMIT,RANDOM,ROTATE,0.05,1
KRE,2024,2024-08-14,READMIT,RANDOM,ROTATE,0.05,1
QQQ,2024,2024-07-23,DROP,RANDOM,ROTATE,0.05,1
COST,2024,2024-05-31,DROP,RANDOM,ROTATE,0.05,1
QQQ,2025,2025-03-10,READMIT,RANDOM,ROTATE,0.05,1
COST,2025,2025-09-19,READMIT,RANDOM,ROTATE,0.05,1
XLV,2025,2025-01-07,DROP,RANDOM,ROTATE,0.05,1
BRK-B,2025,2025-04-16,DROP,RANDOM,ROTATE,0.05,1
XLV,2026,2026-09-18,READMIT,RANDOM,ROTATE,0.05,1
BRK-B,2026,2026-07-02,READMIT,RANDOM,ROTATE,0.05,1
HYG,2026,2026-04-15,DROP,RANDOM,ROTATE,0.05,1
TLT,2026,2026-04-10,DROP,RANDOM,ROTATE,0.05,1
XLP,2009,2009-04-03,DROP,RANDOM,ROTATE,0.05,2
XLU,2009,2009-09-24,DROP,RANDOM,ROTATE,0.05,2
XLP,2010,2010-03-29,READMIT,RANDOM,ROTATE,0.05,2
XLU,2010,2010-04-29,READMIT,RANDOM,ROTATE,0.05,2
XBI,2010,2010-02-01,DROP,RANDOM,ROTATE,0.05,2
GDX,2010,2010-05-25,DROP,RANDOM,ROTATE,0.05,2
XBI,2011,2011-02-18,READMIT,RANDOM,ROTATE,0.05,2
GDX,2011,2011-05-09,READMIT,RANDOM,ROTATE,0.05,2
NVDA,2011,2011-11-21,DROP,RANDOM,ROTATE,0.05,2
SMH,2011,2011-10-10,DROP,RANDOM,ROTATE,0.05,2
NVDA,2012,2012-02-02,READMIT,RANDOM,ROTATE,0.05,2
SMH,2012,2012-01-12,READMIT,RANDOM,ROTATE,0.05,2
XLU,2012,2012-08-10,DROP,RANDOM,ROTATE,0.05,2
CRM,2012,2012-11-12,DROP,RANDOM,ROTATE,0.05,2
XLU,2013,2013-07-29,READMIT,RANDOM,ROTATE,0.05,2
CRM,2013,2013-05-07,READMIT,RANDOM,ROTATE,0.05,2
XOM,2013,2013-01-11,DROP,RANDOM,ROTATE,0.05,2
COST,2013,2013-08-15,DROP,RANDOM,ROTATE,0.05,2
XOM,2014,2014-01-16,READMIT,RANDOM,ROTATE,0.05,2
COST,2014,2014-12-10,READMIT,RANDOM,ROTATE,0.05,2
IEF,2014,2014-06-30,DROP,RANDOM,ROTATE,0.05,2
XBI,2014,2014-05-15,DROP,RANDOM,ROTATE,0.05,2
IEF,2015,2015-01-28,READMIT,RANDOM,ROTATE,0.05,2
XBI,2015,2015-12-29,READMIT,RANDOM,ROTATE,0.05,2
V,2015,2015-11-25,DROP,RANDOM,ROTATE,0.05,2
XLY,2015,2015-06-04,DROP,RANDOM,ROTATE,0.05,2
V,2016,2016-02-08,READMIT,RANDOM,ROTATE,0.05,2
XLY,2016,2016-12-07,READMIT,RANDOM,ROTATE,0.05,2
TLT,2016,2016-10-07,DROP,RANDOM,ROTATE,0.05,2
XLY,2016,2016-02-02,DROP,RANDOM,ROTATE,0.05,2
TLT,2017,2017-12-28,READMIT,RANDOM,ROTATE,0.05,2
XLY,2017,2017-08-17,READMIT,RANDOM,ROTATE,0.05,2
XBI,2017,2017-08-25,DROP,RANDOM,ROTATE,0.05,2
XLK,2017,2017-01-12,DROP,RANDOM,ROTATE,0.05,2
XBI,2018,2018-03-14,READMIT,RANDOM,ROTATE,0.05,2
XLK,2018,2018-07-20,READMIT,RANDOM,ROTATE,0.05,2
LQD,2018,2018-04-26,DROP,RANDOM,ROTATE,0.05,2
QQQ,2018,2018-02-01,DROP,RANDOM,ROTATE,0.05,2
LQD,2019,2019-06-20,READMIT,RANDOM,ROTATE,0.05,2
QQQ,2019,2019-09-06,READMIT,RANDOM,ROTATE,0.05,2
VTI,2019,2019-03-27,DROP,RANDOM,ROTATE,0.05,2
MSFT,2019,2019-11-11,DROP,RANDOM,ROTATE,0.05,2
VTI,2020,2020-01-16,READMIT,RANDOM,ROTATE,0.05,2
MSFT,2020,2020-02-12,READMIT,RANDOM,ROTATE,0.05,2
XLY,2020,2020-09-10,DROP,RANDOM,ROTATE,0.05,2
XLV,2020,2020-08-31,DROP,RANDOM,ROTATE,0.05,2
XLY,2021,2021-10-01,READMIT,RANDOM,ROTATE,0.05,2
XLV,2021,2021-01-27,READMIT,RANDOM,ROTATE,0.05,2
IWM,2021,2021-03-17,DROP,RANDOM,ROTATE,0.05,2
LLY,2021,2021-02-03,DROP,RANDOM,ROTATE,0.05,2
IWM,2022,2022-07-22,READMIT,RANDOM,ROTATE,0.05,2
LLY,2022,2022-02-15,READMIT,RANDOM,ROTATE,0.05,2
NFLX,2022,2022-07-01,DROP,RANDOM,ROTATE,0.05,2
XLU,2022,2022-12-22,DROP,RANDOM,ROTATE,0.05,2
NFLX,2023,2023-08-08,READMIT,RANDOM,ROTATE,0.05,2
XLU,2023,2023-12-11,READMIT,RANDOM,ROTATE,0.05,2
LLY,2023,2023-03-22,DROP,RANDOM,ROTATE,0.05,2
TSLA,2023,2023-09-22,DROP,RANDOM,ROTATE,0.05,2
LLY,2024,2024-03-05,READMIT,RANDOM,ROTATE,0.05,2
TSLA,2024,2024-05-06,READMIT,RANDOM,ROTATE,0.05,2
QQQ,2024,2024-02-07,DROP,RANDOM,ROTATE,0.05,2
XLY,2024,2024-06-21,DROP,RANDOM,ROTATE,0.05,2
QQQ,2025,2025-03-24,READMIT,RANDOM,ROTATE,0.05,2
XLY,2025,2025-03-18,READMIT,RANDOM,ROTATE,0.05,2
HYG,2025,2025-06-26,DROP,RANDOM,ROTATE,0.05,2
XLF,2025,2025-05-28,DROP,RANDOM,ROTATE,0.05,2
HYG,2026,2026-08-14,READMIT,RANDOM,ROTATE,0.05,2
XLF,2026,2026-06-29,READMIT,RANDOM,ROTATE,0.05,2
CRM,2026,2026-06-02,DROP,RANDOM,ROTATE,0.05,2
SMH,2026,2026-08-12,DROP,RANDOM,ROTATE,0.05,2
XOM,2009,2009-12-21,DROP,RANDOM,ROTATE,0.05,3
RSP,2009,2009-02-11,DROP,RANDOM,ROTATE,0.05,3
XOM,2010,2010-02-26,READMIT,RANDOM,ROTATE,0.05,3
RSP,2010,2010-07-23,READMIT,RANDOM,ROTATE,0.05,3
XLI,2010,2010-12-30,DROP,RANDOM,ROTATE,0.05,3
IWM,2010,2010-08-30,DROP,RANDOM,ROTATE,0.05,3
XLI,2011,2011-06-17,READMIT,RANDOM,ROTATE,0.05,3
IWM,2011,2011-05-10,READMIT,RANDOM,ROTATE,0.05,3
IEF,2011,2011-04-25,DROP,RANDOM,ROTATE,0.05,3
EEM,2011,2011-04-27,DROP,RANDOM,ROTATE,0.05,3
IEF,2012,2012-08-17,READMIT,RANDOM,ROTATE,0.05,3
EEM,2012,2012-10-05,READMIT,RANDOM,ROTATE,0.05,3
UNH,2012,2012-04-05,DROP,RANDOM,ROTATE,0.05,3
TLT,2012,2012-05-24,DROP,RANDOM,ROTATE,0.05,3
UNH,2013,2013-06-13,READMIT,RANDOM,ROTATE,0.05,3
TLT,2013,2013-11-29,READMIT,RANDOM,ROTATE,0.05,3
CRM,2013,2013-10-30,DROP,RANDOM,ROTATE,0.05,3
V,2013,2013-06-24,DROP,RANDOM,ROTATE,0.05,3
CRM,2014,2014-09-18,READMIT,RANDOM,ROTATE,0.05,3
V,2014,2014-10-15,READMIT,RANDOM,ROTATE,0.05,3
QQQ,2014,2014-01-23,DROP,RANDOM,ROTATE,0.05,3
META,2014,2014-04-08,DROP,RANDOM,ROTATE,0.05,3
QQQ,2015,2015-09-09,READMIT,RANDOM,ROTATE,0.05,3
META,2015,2015-11-06,READMIT,RANDOM,ROTATE,0.05,3
CRM,2015,2015-04-02,DROP,RANDOM,ROTATE,0.05,3
IEF,2015,2015-06-26,DROP,RANDOM,ROTATE,0.05,3
CRM,2016,2016-12-23,READMIT,RANDOM,ROTATE,0.05,3
IEF,2016,2016-07-15,READMIT,RANDOM,ROTATE,0.05,3
XLP,2016,2016-05-02,DROP,RANDOM,ROTATE,0.05,3
NFLX,2016,2016-04-13,DROP,RANDOM,ROTATE,0.05,3
XLP,2017,2017-09-13,READMIT,RANDOM,ROTATE,0.05,3
NFLX,2017,2017-09-14,READMIT,RANDOM,ROTATE,0.05,3
IEF,2017,2017-03-01,DROP,RANDOM,ROTATE,0.05,3
DBC,2017,2017-05-31,DROP,RANDOM,ROTATE,0.05,3
IEF,2018,2018-12-28,READMIT,RANDOM,ROTATE,0.05,3
DBC,2018,2018-02-26,READMIT,RANDOM,ROTATE,0.05,3
AVGO,2018,2018-02-01,DROP,RANDOM,ROTATE,0.05,3
CRM,2018,2018-01-22,DROP,RANDOM,ROTATE,0.05,3
AVGO,2019,2019-05-10,READMIT,RANDOM,ROTATE,0.05,3
CRM,2019,2019-09-24,READMIT,RANDOM,ROTATE,0.05,3
PLTR,2019,2019-07-30,DROP,RANDOM,ROTATE,0.05,3
MSFT,2019,2019-10-24,DROP,RANDOM,ROTATE,0.05,3
PLTR,2020,2020-09-10,READMIT,RANDOM,ROTATE,0.05,3
MSFT,2020,2020-04-22,READMIT,RANDOM,ROTATE,0.05,3
XBI,2020,2020-09-03,DROP,RANDOM,ROTATE,0.05,3
AMZN,2020,2020-12-04,DROP,RANDOM,ROTATE,0.05,3
XBI,2021,2021-12-01,READMIT,RANDOM,ROTATE,0.05,3
AMZN,2021,2021-08-25,READMIT,RANDOM,ROTATE,0.05,3
NVDA,2021,2021-04-12,DROP,RANDOM,ROTATE,0.05,3
XLRE,2021,2021-10-27,DROP,RANDOM,ROTATE,0.05,3
NVDA,2022,2022-12-30,READMIT,RANDOM,ROTATE,0.05,3
XLRE,2022,2022-11-01,READMIT,RANDOM,ROTATE,0.05,3
AAPL,2022,2022-04-05,DROP,RANDOM,ROTATE,0.05,3
IWM,2022,2022-01-20,DROP,RANDOM,ROTATE,0.05,3
AAPL,2023,2023-12-07,READMIT,RANDOM,ROTATE,0.05,3
IWM,2023,2023-11-08,READMIT,RANDOM,ROTATE,0.05,3
ITB,2023,2023-05-08,DROP,RANDOM,ROTATE,0.05,3
KRE,2023,2023-03-13,DROP,RANDOM,ROTATE,0.05,3
ITB,2024,2024-04-25,READMIT,RANDOM,ROTATE,0.05,3
KRE,2024,2024-11-01,READMIT,RANDOM,ROTATE,0.05,3
XLV,2024,2024-07-03,DROP,RANDOM,ROTATE,0.05,3
XLB,2024,2024-06-12,DROP,RANDOM,ROTATE,0.05,3
XLV,2025,2025-11-13,READMIT,RANDOM,ROTATE,0.05,3
XLB,2025,2025-10-09,READMIT,RANDOM,ROTATE,0.05,3
AMD,2025,2025-12-19,DROP,RANDOM,ROTATE,0.05,3
XLI,2025,2025-04-04,DROP,RANDOM,ROTATE,0.05,3
AMD,2026,2026-04-29,READMIT,RANDOM,ROTATE,0.05,3
XLI,2026,2026-03-17,READMIT,RANDOM,ROTATE,0.05,3
UNH,2026,2026-07-14,DROP,RANDOM,ROTATE,0.05,3
XLI,2026,2026-02-10,DROP,RANDOM,ROTATE,0.05,3
SMH,2009,2009-01-30,DROP,RANDOM,ROTATE,0.05,4
BRK-B,2009,2009-04-13,DROP,RANDOM,ROTATE,0.05,4
SMH,2010,2010-09-09,READMIT,RANDOM,ROTATE,0.05,4
BRK-B,2010,2010-01-22,READMIT,RANDOM,ROTATE,0.05,4
AVGO,2010,2010-03-29,DROP,RANDOM,ROTATE,0.05,4
LLY,2010,2010-04-13,DROP,RANDOM,ROTATE,0.05,4
AVGO,2011,2011-04-08,READMIT,RANDOM,ROTATE,0.05,4
LLY,2011,2011-09-20,READMIT,RANDOM,ROTATE,0.05,4
LLY,2011,2011-10-27,DROP,RANDOM,ROTATE,0.05,4
TLT,2011,2011-10-06,DROP,RANDOM,ROTATE,0.05,4
LLY,2012,2012-06-11,READMIT,RANDOM,ROTATE,0.05,4
TLT,2012,2012-12-10,READMIT,RANDOM,ROTATE,0.05,4
NVDA,2012,2012-09-06,DROP,RANDOM,ROTATE,0.05,4
IEF,2012,2012-06-12,DROP,RANDOM,ROTATE,0.05,4
NVDA,2013,2013-04-12,READMIT,RANDOM,ROTATE,0.05,4
IEF,2013,2013-10-30,READMIT,RANDOM,ROTATE,0.05,4
MSFT,2013,2013-11-13,DROP,RANDOM,ROTATE,0.05,4
DIA,2013,2013-02-06,DROP,RANDOM,ROTATE,0.05,4
MSFT,2014,2014-01-07,READMIT,RANDOM,ROTATE,0.05,4
DIA,2014,2014-04-21,READMIT,RANDOM,ROTATE,0.05,4
IEF,2014,2014-04-15,DROP,RANDOM,ROTATE,0.05,4
DBC,2014,2014-08-18,DROP,RANDOM,ROTATE,0.05,4
IEF,2015,2015-01-16,READMIT,RANDOM,ROTATE,0.05,4
DBC,2015,2015-03-23,READMIT,RANDOM,ROTATE,0.05,4
CRM,2015,2015-03-12,DROP,RANDOM,ROTATE,0.05,4
DBC,2015,2015-10-12,DROP,RANDOM,ROTATE,0.05,4
CRM,2016,2016-06-01,READMIT,RANDOM,ROTATE,0.05,4
DBC,2016,2016-12-01,READMIT,RANDOM,ROTATE,0.05,4
AAPL,2016,2016-02-12,DROP,RANDOM,ROTATE,0.05,4
IEF,2016,2016-03-08,DROP,RANDOM,ROTATE,0.05,4
AAPL,2017,2017-03-14,READMIT,RANDOM,ROTATE,0.05,4
IEF,2017,2017-02-06,READMIT,RANDOM,ROTATE,0.05,4
XLP,2017,2017-01-11,DROP,RANDOM,ROTATE,0.05,4
VTI,2017,2017-08-17,DROP,RANDOM,ROTATE,0.05,4
XLP,2018,2018-05-09,READMIT,RANDOM,ROTATE,0.05,4
VTI,2018,2018-07-19,READMIT,RANDOM,ROTATE,0.05,4
XLP,2018,2018-07-25,DROP,RANDOM,ROTATE,0.05,4
XLB,2018,2018-06-19,DROP,RANDOM,ROTATE,0.05,4
XLP,2019,2019-05-22,READMIT,RANDOM,ROTATE,0.05,4
XLB,2019,2019-08-14,READMIT,RANDOM,ROTATE,0.05,4
LLY,2019,2019-10-31,DROP,RANDOM,ROTATE,0.05,4
DIA,2019,2019-03-01,DROP,RANDOM,ROTATE,0.05,4
LLY,2020,2020-03-13,READMIT,RANDOM,ROTATE,0.05,4
DIA,2020,2020-09-15,READMIT,RANDOM,ROTATE,0.05,4
XOM,2020,2020-09-30,DROP,RANDOM,ROTATE,0.05,4
BRK-B,2020,2020-12-14,DROP,RANDOM,ROTATE,0.05,4
XOM,2021,2021-03-16,READMIT,RANDOM,ROTATE,0.05,4
BRK-B,2021,2021-12-31,READMIT,RANDOM,ROTATE,0.05,4
LQD,2021,2021-03-30,DROP,RANDOM,ROTATE,0.05,4
IWM,2021,2021-04-30,DROP,RANDOM,ROTATE,0.05,4
LQD,2022,2022-01-07,READMIT,RANDOM,ROTATE,0.05,4
IWM,2022,2022-10-13,READMIT,RANDOM,ROTATE,0.05,4
XLRE,2022,2022-05-09,DROP,RANDOM,ROTATE,0.05,4
XLC,2022,2022-09-06,DROP,RANDOM,ROTATE,0.05,4
XLRE,2023,2023-02-10,READMIT,RANDOM,ROTATE,0.05,4
XLC,2023,2023-09-05,READMIT,RANDOM,ROTATE,0.05,4
UNG,2023,2023-09-14,DROP,RANDOM,ROTATE,0.05,4
TSLA,2023,2023-05-12,DROP,RANDOM,ROTATE,0.05,4
UNG,2024,2024-11-01,READMIT,RANDOM,ROTATE,0.05,4
TSLA,2024,2024-04-11,READMIT,RANDOM,ROTATE,0.05,4
EEM,2024,2024-10-14,DROP,RANDOM,ROTATE,0.05,4
XLRE,2024,2024-10-18,DROP,RANDOM,ROTATE,0.05,4
EEM,2025,2025-02-25,READMIT,RANDOM,ROTATE,0.05,4
XLRE,2025,2025-07-11,READMIT,RANDOM,ROTATE,0.05,4
NFLX,2025,2025-03-06,DROP,RANDOM,ROTATE,0.05,4
XLP,2025,2025-11-14,DROP,RANDOM,ROTATE,0.05,4
NFLX,2026,2026-05-15,READMIT,RANDOM,ROTATE,0.05,4
XLP,2026,2026-06-15,READMIT,RANDOM,ROTATE,0.05,4
CRM,2026,2026-04-06,DROP,RANDOM,ROTATE,0.05,4
DBC,2026,2026-04-17,DROP,RANDOM,ROTATE,0.05,4
DBC,2009,2009-07-13,DROP,RANDOM,ROTATE,0.05,5
DIA,2009,2009-02-18,DROP,RANDOM,ROTATE,0.05,5
DBC,2010,2010-03-01,READMIT,RANDOM,ROTATE,0.05,5
DIA,2010,2010-05-27,READMIT,RANDOM,ROTATE,0.05,5
SMH,2010,2010-09-07,DROP,RANDOM,ROTATE,0.05,5
XLC,2010,2010-12-30,DROP,RANDOM,ROTATE,0.05,5
SMH,2011,2011-02-07,READMIT,RANDOM,ROTATE,0.05,5
XLC,2011,2011-01-21,READMIT,RANDOM,ROTATE,0.05,5
XLC,2011,2011-08-08,DROP,RANDOM,ROTATE,0.05,5
SHY,2011,2011-04-19,DROP,RANDOM,ROTATE,0.05,5
XLC,2012,2012-03-02,READMIT,RANDOM,ROTATE,0.05,5
SHY,2012,2012-05-11,READMIT,RANDOM,ROTATE,0.05,5
SLV,2012,2012-06-28,DROP,RANDOM,ROTATE,0.05,5
MSFT,2012,2012-02-07,DROP,RANDOM,ROTATE,0.05,5
SLV,2013,2013-12-11,READMIT,RANDOM,ROTATE,0.05,5
MSFT,2013,2013-03-22,READMIT,RANDOM,ROTATE,0.05,5
KRE,2013,2013-09-13,DROP,RANDOM,ROTATE,0.05,5
AMD,2013,2013-03-18,DROP,RANDOM,ROTATE,0.05,5
KRE,2014,2014-02-10,READMIT,RANDOM,ROTATE,0.05,5
AMD,2014,2014-01-14,READMIT,RANDOM,ROTATE,0.05,5
GOOGL,2014,2014-12-05,DROP,RANDOM,ROTATE,0.05,5
XBI,2014,2014-08-22,DROP,RANDOM,ROTATE,0.05,5
GOOGL,2015,2015-01-28,READMIT,RANDOM,ROTATE,0.05,5
XBI,2015,2015-01-15,READMIT,RANDOM,ROTATE,0.05,5
COST,2015,2015-12-21,DROP,RANDOM,ROTATE,0.05,5
XLY,2015,2015-05-11,DROP,RANDOM,ROTATE,0.05,5
COST,2016,2016-09-13,READMIT,RANDOM,ROTATE,0.05,5
XLY,2016,2016-11-09,READMIT,RANDOM,ROTATE,0.05,5
COST,2016,2016-10-05,DROP,RANDOM,ROTATE,0.05,5
AVGO,2016,2016-04-19,DROP,RANDOM,ROTATE,0.05,5
COST,2017,2017-06-09,READMIT,RANDOM,ROTATE,0.05,5
AVGO,2017,2017-10-03,READMIT,RANDOM,ROTATE,0.05,5
IEF,2017,2017-04-28,DROP,RANDOM,ROTATE,0.05,5
CRM,2017,2017-11-08,DROP,RANDOM,ROTATE,0.05,5
IEF,2018,2018-12-11,READMIT,RANDOM,ROTATE,0.05,5
CRM,2018,2018-09-13,READMIT,RANDOM,ROTATE,0.05,5
USO,2018,2018-07-30,DROP,RANDOM,ROTATE,0.05,5
XOM,2018,2018-04-03,DROP,RANDOM,ROTATE,0.05,5
USO,2019,2019-05-17,READMIT,RANDOM,ROTATE,0.05,5
XOM,2019,2019-09-13,READMIT,RANDOM,ROTATE,0.05,5
TLT,2019,2019-12-12,DROP,RANDOM,ROTATE,0.05,5
XLB,2019,2019-02-12,DROP,RANDOM,ROTATE,0.05,5
TLT,2020,2020-04-15,READMIT,RANDOM,ROTATE,0.05,5
XLB,2020,2020-12-04,READMIT,RANDOM,ROTATE,0.05,5
SLV,2020,2020-03-03,DROP,RANDOM,ROTATE,0.05,5
GLD,2020,2020-11-25,DROP,RANDOM,ROTATE,0.05,5
SLV,2021,2021-01-20,READMIT,RANDOM,ROTATE,0.05,5
GLD,2021,2021-06-04,READMIT,RANDOM,ROTATE,0.05,5
SMH,2021,2021-03-16,DROP,RANDOM,ROTATE,0.05,5
PLTR,2021,2021-03-02,DROP,RANDOM,ROTATE,0.05,5
SMH,2022,2022-12-28,READMIT,RANDOM,ROTATE,0.05,5
