panel,ladder,null_type,object,machinery_ratio
U56,CADENCE,N_STAT,OBJ_SPREAD,0.8366284666810078
U56,GROSS,N_BLOCK,OBJ_ARGMAX,1.0216497897672971
U56,GROSS,N_BLOCK,OBJ_MAXDD,1.0187096266595894
U56,GROSS,N_BLOCK,OBJ_SPREAD,1.0117939661353097
U56,GROSS,N_IID,OBJ_ARGMAX,0.9902405550931651
U56,GROSS,N_IID,OBJ_MAXDD,0.9914477670111409
U56,GROSS,N_IID,OBJ_SPREAD,1.007340361290248
U56,GROSS,N_STAT,OBJ_ARGMAX,0.9999999999999618
U56,GROSS,N_STAT,OBJ_MAXDD,0.9999999999999956
U56,GROSS,N_STAT,OBJ_SPREAD,1.0147113324420454
U56,H,N_BLOCK,OBJ_ARGMAX,1.520999674481788
U56,H,N_BLOCK,OBJ_MAXDD,1.0582380352213787
U56,H,N_BLOCK,OBJ_SPREAD,1.0271445481290942
U56,H,N_IID,OBJ_ARGMAX,1.1627363409200522
U56,H,N_IID,OBJ_MAXDD,1.0524420483085002
U56,H,N_IID,OBJ_SPREAD,1.0195159271868843
U56,H,N_STAT,OBJ_ARGMAX,1.351146574710143
U56,H,N_STAT,OBJ_MAXDD,1.0388701727371275
U56,H,N_STAT,OBJ_SPREAD,1.0775964212104252
U56,N,N_BLOCK,OBJ_ARGMAX,1.3383097051642936
U56,N,N_BLOCK,OBJ_MAXDD,1.0129622892033665
U56,N,N_BLOCK,OBJ_SPREAD,0.9994043399615178
U56,N,N_IID,OBJ_ARGMAX,1.1607203212738382
U56,N,N_IID,OBJ_MAXDD,1.1078411756531672
U56,N,N_IID,OBJ_SPREAD,1.041542624091269
U56,N,N_STAT,OBJ_ARGMAX,1.114988124179453
U56,N,N_STAT,OBJ_MAXDD,1.0553782087948738
U56,N,N_STAT,OBJ_SPREAD,1.017078417175707
