arm,q,n_fail,fails_H1,sole_H1,fails_H2,sole_H2,fails_OOS,sole_OOS,fails_DDcap,sole_DDcap,fails_CAGRfloor,sole_CAGRfloor
top20,0.1,8,0.0,0.0,1.0,0.5,0.375,0.0,0.0,0.0,0.5,0.0
top20,0.15,5,0.2,0.0,0.8,0.4,0.4,0.0,0.2,0.0,0.6,0.0
top20,0.2,11,0.18181818181818182,0.0,0.9090909090909091,0.36363636363636365,0.36363636363636365,0.0,0.0,0.0,0.5454545454545454,0.0
top20,0.25,11,0.18181818181818182,0.0,0.9090909090909091,0.2727272727272727,0.45454545454545453,0.0,0.09090909090909091,0.0,0.6363636363636364,0.09090909090909091
top20,0.3,13,0.38461538461538464,0.07692307692307693,0.8461538461538461,0.23076923076923078,0.5384615384615384,0.0,0.07692307692307693,0.0,0.6923076923076923,0.07692307692307693
top20,0.35,17,0.4117647058823529,0.0,0.7647058823529411,0.11764705882352941,0.6470588235294118,0.0,0.0,0.0,0.7647058823529411,0.058823529411764705
top20,0.4,15,0.4,0.0,0.8,0.06666666666666667,0.6,0.0,0.13333333333333333,0.0,0.9333333333333333,0.06666666666666667
top20,0.45,17,0.23529411764705882,0.0,0.8235294117647058,0.11764705882352941,0.6470588235294118,0.0,0.23529411764705882,0.058823529411764705,0.7647058823529411,0.058823529411764705
top20,0.5,19,0.42105263157894735,0.0,0.8947368421052632,0.0,0.8421052631578947,0.0,0.15789473684210525,0.05263157894736842,0.8947368421052632,0.0
top20,0.55,20,0.65,0.0,1.0,0.0,0.95,0.0,0.15,0.0,1.0,0.0
top20,0.6,19,0.6842105263157895,0.0,1.0,0.0,1.0,0.0,0.2631578947368421,0.0,1.0,0.0
top20,0.65,20,0.85,0.0,1.0,0.0,0.95,0.0,0.1,0.0,1.0,0.0
top20,0.7,20,0.85,0.0,1.0,0.0,1.0,0.0,0.3,0.0,1.0,0.0
top20,0.75,20,0.9,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0
top20,0.8,20,0.8,0.0,1.0,0.05,0.95,0.0,0.5,0.0,0.95,0.0
top20,0.85,20,1.0,0.0,1.0,0.0,1.0,0.0,0.8,0.0,1.0,0.0
top20,0.9,20,0.95,0.0,1.0,0.0,1.0,0.0,0.55,0.0,1.0,0.0
top20,0.95,20,1.0,0.0,1.0,0.0,1.0,0.0,0.7,0.0,1.0,0.0
top20,1.0,20,1.0,0.0,1.0,0.0,1.0,0.0,0.8,0.0,1.0,0.0
top30,0.0,10,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.9,0.6
top30,0.05,18,0.0,0.0,0.3888888888888889,0.0,0.1111111111111111,0.0,0.0,0.0,1.0,0.6111111111111112
top30,0.1,16,0.0,0.0,0.4375,0.0,0.1875,0.0,0.0,0.0,1.0,0.5625
top30,0.15,18,0.0,0.0,0.2222222222222222,0.0,0.05555555555555555,0.0,0.0,0.0,1.0,0.7777777777777778
top30,0.2,19,0.0,0.0,0.6842105263157895,0.0,0.3157894736842105,0.0,0.0,0.0,1.0,0.3157894736842105
top30,0.25,19,0.10526315789473684,0.0,0.42105263157894735,0.0,0.3157894736842105,0.0,0.0,0.0,1.0,0.5263157894736842
top30,0.3,20,0.2,0.0,0.45,0.0,0.4,0.0,0.0,0.0,1.0,0.45
top30,0.35,20,0.35,0.0,0.8,0.0,0.6,0.0,0.0,0.0,1.0,0.2
top30,0.4,20,0.3,0.0,0.75,0.0,0.55,0.0,0.0,0.0,1.0,0.2
top30,0.45,20,0.2,0.0,0.7,0.0,0.65,0.0,0.0,0.0,1.0,0.15
top30,0.5,20,0.4,0.0,0.95,0.0,0.9,0.0,0.0,0.0,1.0,0.05
top30,0.55,20,0.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
top30,0.6,20,0.65,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
top30,0.65,20,0.7,0.0,1.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0
top30,0.7,20,0.8,0.0,0.95,0.0,0.95,0.0,0.05,0.0,1.0,0.0
top30,0.75,20,0.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
top30,0.8,20,0.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
top30,0.85,20,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,1.0,0.0
top30,0.9,20,1.0,0.0,1.0,0.0,1.0,0.0,0.15,0.0,1.0,0.0
top30,0.95,20,1.0,0.0,1.0,0.0,1.0,0.0,0.15,0.0,1.0,0.0
top30,1.0,20,1.0,0.0,1.0,0.0,1.0,0.0,0.4,0.0,1.0,0.0
