n,g,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,m_H1,m_H2,m_OOS,m_DD,m_CAGR,fails,pass4b,pass4a,turnover,Calmar
20,0.75,0.13593877980171087,0.681016484368555,-0.3489287796293389,0.72206689299766,0.672982675848852,0.7111097895319187,0.6768456875351697,0.14609566675071073,-0.34892877962933877,-0.16859357947044595,-0.1847237982640959,-0.2051650796471145,-0.1466253679289493,0.037029791466883996,H1+H2+OOS+DD,False,False,12.897492534933349,0.3895889010534366
20,1.0,0.17287769809579534,0.6832534729888694,-0.4428946037320949,0.7240944200328412,0.6754528543829501,0.7122322439400262,0.6796258337768909,0.1843916006792452,-0.44289460373209477,-0.1665660524352648,-0.18225361972999776,-0.20238493340539332,-0.24059119203170531,0.07396870976096846,H1+H2+OOS+DD,False,False,17.19081888585935,0.3903359775418902
40,0.25,0.05065473481162197,0.7973513066174851,-0.12344298280384547,0.79234467297929,0.823933300042861,0.7736851826485076,0.8184991966856567,0.05693807963705955,-0.12344298280384591,-0.09831579948881597,-0.03377317407008684,-0.06351157049662748,0.0788604288965441,-0.04825425352320491,H1+H2+OOS+CAGR,False,True,3.8555753821668612,0.41034924514189547
40,0.375,0.07532759448747717,0.7977989750776663,-0.18090855046029652,0.7928136593103178,0.8243747739362584,0.7738605784441489,0.8190723547492453,0.08467048202607663,-0.18090855046029652,-0.0978468131577882,-0.033331700176689516,-0.06293841243303888,0.021394861240093044,-0.02358139384734971,H1+H2+OOS+CAGR,False,False,5.762559774409525,0.4163849320323259
40,0.5,0.09947785182879043,0.7982167390133802,-0.23564895248906426,0.7932592332364039,0.8247858576848996,0.7740154856556001,0.8196128999472364,0.1117986314235353,-0.23564895248906426,-0.09740123923170207,-0.03292061642804822,-0.06239786723504781,-0.03334554078867469,0.0005688634939635534,H1+H2+OOS+DD,False,False,7.6609015385474235,0.4221442564375791
40,0.625,0.12303965903130498,0.7986063918867237,-0.28774748173472575,0.7936813970469997,0.8251698635330115,0.7741496755763391,0.8201236800229946,0.1382360672696601,-0.287747481734726,-0.09697907542110629,-0.0325366105799364,-0.06188708715928959,-0.08544407003433618,0.024130670696478104,H1+H2+OOS+DD,False,False,9.554510211721727,0.42759595423578783
40,0.75,0.14594538284110525,0.7989646921796344,-0.33867591290540355,0.7940752645799396,0.8255248149877321,0.7742592293544397,0.8206018163526481,0.16389400270404852,-0.33867591290540455,-0.09658520788816638,-0.032181659125215756,-0.061408950829636155,-0.13637250120501399,0.047036394506278376,H1+H2+OOS+DD,False,False,11.448229589256647,0.43092932588291166
40,1.0,0.1895159021684638,0.799590444379754,-0.4350778095142849,0.7947729841350395,0.8261581089504852,0.7743948125844694,0.8214700114409719,0.21251469876020201,-0.435077809514285,-0.09588748833306648,-0.03154836516246262,-0.060540755741312346,-0.2327743978138953,0.09060691383363693,H1+H2+OOS+DD,False,False,15.254958999195363,0.43559082542048483
80,0.25,0.03806746351619861,0.676105659058459,-0.13082800921631044,0.6508775336030118,0.7121356030188908,0.6357147460227618,0.7025694288271859,0.04302159721744836,-0.1308280092163111,-0.23978293886509416,-0.14557087109405709,-0.17944133835509835,0.07147540248407913,-0.06084152481862827,H1+H2+OOS+CAGR,False,True,3.3005845196746635,0.2909733454191605
80,0.375,0.05637123518881526,0.6764066505430332,-0.19222729740452282,0.6515894743614228,0.7121665555822244,0.6362909818582154,0.7027427013934509,0.06369256337046258,-0.19222729740452227,-0.2390709981066832,-0.14553991853072346,-0.17926806578883336,0.010076114295866745,-0.04253775314601162,H1+H2+OOS+CAGR,False,False,4.932032049631723,0.2932530184315484
80,0.5,0.07413094532573994,0.6766755196645698,-0.2509373415507029,0.6522733183864453,0.7121658880198116,0.636840963951689,0.7028822626772687,0.083728198418908,-0.25093734155070224,-0.23838715408166067,-0.14554058609313625,-0.1791285045050155,-0.04863392985031334,-0.02477804300908694,H1+H2+OOS+DD+CAGR,False,False,6.555513465735096,0.2954161579445978
80,0.625,0.09130318808065341,0.6769136501474646,-0.30695898103154007,0.6529288327788548,0.7121363990619154,0.6373638607981388,0.7029906701981804,0.10307148288849888,-0.3069589810315395,-0.23773163968925115,-0.14557007505103248,-0.17902009698410382,-0.1046555693311505,-0.00760580025417347,H1+H2+OOS+DD+CAGR,False,False,8.174535054397248,0.2974442636401376
80,0.75,0.10784372307521073,0.6771189829763975,-0.36030276851019893,0.6535514588917091,0.712078057725533,0.637855058813211,0.7030672038229732,0.12166452443276188,-0.36030276851019793,-0.2371090135763969,-0.14562841638741486,-0.17894356335931105,-0.15799935680980937,0.008934734740383851,H1+H2+OOS+DD,False,False,9.793260366495216,0.29931416714095566
80,1.0,0.13885191462756108,0.6774317136723113,-0.45904112310202794,0.654689017019501,0.7118832055580818,0.6387333020685398,0.7031302023985712,0.1563675074478088,-0.45904112310202727,-0.23597145544860498,-0.14582326855486605,-0.17888056478371306,-0.25673771140163837,0.0399429262927342,H1+H2+OOS+DD,False,False,13.04711949317949,0.3024825176647614
ALL,0.25,0.03603803198972089,0.6773037133946,-0.13605490631979522,0.7716034275001068,0.6301379481506981,0.757004589360462,0.6436466460500075,0.03671454375343575,-0.1360549063197951,-0.11905704496799918,-0.22756852596224975,-0.23836412113227667,0.06624850538059435,-0.06287095634510599,H1+H2+OOS+CAGR,False,True,0.6108510351339448,0.26487859177245676
ALL,0.375,0.053359359514703275,0.6769252198807967,-0.19954974831204664,0.7718279629569896,0.6293759258038121,0.7572439427129656,0.6429811501864675,0.054175621664396933,-0.19954974831204675,-0.11883250951111635,-0.2283305483091358,-0.2390296169958167,0.0027536633883429307,-0.0455496288201236,H1+H2+OOS+CAGR,False,False,0.8968881150873427,0.2673987813367842
ALL,0.5,0.07016458834157935,0.676499484978368,-0.2600328223434528,0.7720203541297604,0.628567803848541,0.7574530472365744,0.6422660982522528,0.07097727912581564,-0.26003282234345126,-0.11864011833834553,-0.22913867026440682,-0.23974466893003143,-0.05772941064306325,-0.02874439999324753,H1+H2+OOS+DD+CAGR,False,False,1.1750782056737297,0.26982973806631827
ALL,0.625,0.08641480158637593,0.6760255849096725,-0.31752417500820784,0.7721789573718641,0.6277139210759554,0.7576303600523575,0.641501287884129,0.08707245779653405,-0.31752417500820773,-0.11848151509624183,-0.2299925530369925,-0.24050947929815525,-0.11522076330781827,-0.012494186748450944,H1+H2+OOS+DD+CAGR,False,False,1.449624448753754,0.27215188129893464
ALL,0.75,0.10207084557761914,0.6755042107261502,-0.3720528697035277,0.7723025930291616,0.6268171839256327,0.7577738837313283,0.6406892300900265,0.10241418393525104,-0.372052869703529,-0.11835787943894438,-0.2308892901873152,-0.24132153709225768,-0.16974945800313812,0.0031618572427922625,H1+H2+OOS+DD,False,False,1.7248231131882525,0.2743450027920893
ALL,1.0,0.1314429226814815,0.6743241239600205,-0.4723821579846227,0.7724380484290272,0.624912926984591,0.7579506481979575,0.6389377086270668,0.13065033900900436,-0.4723821579846228,-0.11822242403907879,-0.23279354712835687,-0.24307305855521744,-0.2700787462842331,0.03253393434665462,H1+H2+OOS+DD,False,False,2.295005680827293,0.2782554769686291
