panel,N,gross,row_support,file_support,rows,files,gap_pp
U56,20,0.8,0.0,0.0,5,4,0.0
U56,20,0.81,0.16666666666666666,0.16666666666666666,6,1,0.0
U56,20,0.85,0.019230769230769232,0.005555555555555556,52,6,1.3675213675213675
U56,20,0.86,0.0,0.0,6,1,0.0
U56,20,0.9,0.0,0.0,9,3,0.0
U56,20,0.91,0.0,0.0,6,1,0.0
U56,20,0.95,0.0,0.0,3,2,0.0
U56,20,0.96,0.0,0.0,4,1,0.0
U56,20,1.0,0.09935897435897435,0.02178030303030303,312,24,7.7578671328671325
U56,20,1.01,0.0,0.0,4,1,0.0
U56,20,1.05,0.0,0.0,12,2,0.0
U56,20,1.1,0.0,0.0,6,1,0.0
U56,20,1.15,0.0,0.0,6,1,0.0
U56,20,1.19,0.0,0.0,2,1,0.0
U56,20,1.2,0.0,0.0,10,2,0.0
U56,20,1.24,0.0,0.0,2,1,0.0
U56,20,1.25,0.0,0.0,4,1,0.0
U56,20,1.29,0.0,0.0,6,1,0.0
U56,20,1.34,0.0,0.0,6,1,0.0
U56,20,1.35,0.0,0.0,6,1,0.0
U56,25,0.2,0.0,0.0,1,1,0.0
U56,25,0.25,0.0,0.0,1,1,0.0
U56,25,0.3,0.0,0.0,1,1,0.0
U56,25,0.35,0.0,0.0,1,1,0.0
U56,25,0.4,0.0,0.0,1,1,0.0
U56,25,0.45,0.0,0.0,47,4,0.0
U56,25,0.5,0.0,0.0,1,1,0.0
U56,25,0.55,0.32653061224489793,0.7999999999999999,49,6,47.3469387755102
U56,25,0.6,1.0,1.0,3,3,0.0
U56,25,0.65,0.43137254901960786,0.838095238095238,51,7,40.672268907563016
U56,25,0.7,0.0,0.0,3,3,0.0
U56,25,0.71,0.25,0.25,8,1,0.0
U56,25,0.72,0.625,0.625,8,1,0.0
U56,25,0.75,0.20754716981132076,0.14523809523809522,53,7,6.230907457322554
U56,25,0.8,0.0,0.0,3,3,0.0
U56,25,0.85,0.0,0.0,38,6,0.0
U56,25,0.9,0.0,0.0,1,1,0.0
U56,25,0.95,0.0,0.0,1,1,0.0
U56,25,1.0,0.0,0.0,1,1,0.0
U56,28,0.69,0.5,0.5,4,2,0.0
U56,28,0.7,0.32142857142857145,0.29166666666666663,28,2,2.9761904761904825
U56,28,0.75,0.4,0.3333333333333333,5,2,6.6666666666666705
U56,30,0.2,0.0,0.0,3,2,0.0
U56,30,0.25,0.0,0.0,1,1,0.0
U56,30,0.3,0.0,0.0,3,2,0.0
U56,30,0.35,0.0,0.0,1,1,0.0
U56,30,0.4,0.0,0.0,3,2,0.0
U56,30,0.45,0.0,0.0,32,3,0.0
U56,30,0.5,0.0,0.0,11,5,0.0
U56,30,0.55,0.11764705882352941,0.8,34,5,68.23529411764706
U56,30,0.6,0.6,0.75,5,4,15.000000000000002
U56,30,0.65,0.5142857142857142,0.9055555555555556,35,6,39.126984126984134
U56,30,0.7,0.3333333333333333,0.23611111111111113,18,6,9.722222222222218
U56,30,0.71,1.0,1.0,4,1,0.0
U56,30,0.75,0.08391608391608392,0.24222222222222223,143,15,15.830613830613832
U56,30,0.8,0.0,0.0,5,4,0.0
U56,30,0.85,0.0,0.0,52,6,0.0
U56,30,0.9,0.3333333333333333,0.25,3,2,8.333333333333332
U56,30,0.95,0.0,0.0,1,1,0.0
U56,30,1.0,0.07142857142857142,0.03125,14,8,4.017857142857142
U56,36,0.5,0.0,0.0,5,2,0.0
U56,36,0.75,0.0,0.0,5,2,0.0
U56,36,1.0,0.0,0.0,5,2,0.0
U56,37,0.66,0.0,0.0,4,2,0.0
U56,37,0.67,0.0,0.0,28,2,0.0
U56,37,0.75,0.6666666666666666,0.6666666666666666,3,1,0.0
U56,40,0.2,0.0,0.0,8,2,0.0
U56,40,0.3,0.0,0.0,2,1,0.0
U56,40,0.35,0.0,0.0,6,1,0.0
U56,40,0.4,0.0,0.0,2,1,0.0
U56,40,0.5,0.0,0.0,25,8,0.0
U56,40,0.6,0.02586206896551724,0.006818181818181818,116,4,1.9043887147335423
U56,40,0.65,0.0,0.0,6,1,0.0
U56,40,0.66,0.2222222222222222,0.125,9,2,9.722222222222221
U56,40,0.67,0.625,0.625,8,1,0.0
U56,40,0.7,0.0,0.0,2,1,0.0
U56,40,0.75,0.11206896551724138,0.3861952861952862,232,18,27.41263206780448
U56,40,0.8,0.0,0.0,2,1,0.0
U56,40,0.9,0.5,0.5,8,2,0.0
U56,40,1.0,0.4460431654676259,0.3724025974025974,139,14,7.36405680650285
U56,40,1.05,1.0,1.0,6,1,0.0
U56,40,1.2,0.0,0.0,6,1,0.0
U56,40,1.35,0.0,0.0,6,1,0.0
U56,50,0.5,0.0,0.0,10,2,0.0
U56,50,0.58,0.0,0.0,12,1,0.0
U56,50,0.59,0.0,0.0,4,1,0.0
U56,50,0.75,0.3,0.1875,10,2,11.249999999999998
U56,50,1.0,0.2,0.5,10,2,30.0
U56,56,0.75,0.0,0.0,2,1,0.0
U56,60,0.47,0.0,0.0,1,1,0.0
U56,60,0.5,0.0,0.0,6,2,0.0
U56,60,0.75,0.1111111111111111,0.3333333333333333,9,3,22.22222222222222
U56,60,1.0,0.0,0.0,6,2,0.0
U56,80,0.5,0.0,0.0,3,2,0.0
U56,80,0.75,0.2,0.5,5,2,30.0
U56,80,1.0,0.0,0.0,3,2,0.0
U56,90,0.5,0.0,0.0,4,1,0.0
U56,90,0.75,0.0,0.0,4,1,0.0
U56,90,1.0,0.0,0.0,4,1,0.0
U56,132,0.5,0.0,0.0,5,2,0.0
U56,132,0.75,0.0,0.0,5,2,0.0
U56,132,1.0,0.0,0.0,5,2,0.0
U56,384,0.5,0.0,0.0,5,2,0.0
U56,384,0.75,0.0,0.0,5,2,0.0
U56,384,1.0,0.0,0.0,5,2,0.0
