panel,ladder,selector,decided,pick,is_sharpe
B136,GROSS,ALWAYS_ACT,2018-12-31,G1.00,1.0622519448399743
B136,GROSS,ALWAYS_ACT,2019-12-31,G1.00,1.0821379285839992
B136,GROSS,ALWAYS_ACT,2020-12-31,G1.00,1.0302296287737287
B136,GROSS,ALWAYS_ACT,2021-12-31,G1.00,1.028931299658982
B136,GROSS,ALWAYS_ACT,2022-12-30,G1.00,0.9103900376185978
B136,GROSS,ALWAYS_ACT,2023-12-29,G1.00,0.918860244471682
B136,GROSS,ALWAYS_ACT,2024-12-31,G1.00,0.9466251055455821
B136,GROSS,ALWAYS_ACT,2025-12-31,G1.00,0.9787286050127392
B136,GROSS,ANCHOR,2012-12-31,G1.00,0.938885620667361
B136,GROSS,ANCHOR_R8,2016-12-30,G1.00,1.1098926227569736
B136,GROSS,INCUMBENT,,G0.30,
B136,CADENCE,ALWAYS_ACT,2012-12-31,CM,1.167331867040908
B136,CADENCE,ALWAYS_ACT,2013-12-31,CM,1.4741600621822797
B136,CADENCE,ALWAYS_ACT,2014-12-31,CM,1.4042633530605146
B136,CADENCE,ALWAYS_ACT,2015-12-31,CM,1.2983180128053973
B136,CADENCE,ALWAYS_ACT,2016-12-30,CM,1.2950137055875133
B136,CADENCE,ALWAYS_ACT,2017-12-29,CM,1.3858726283478118
B136,CADENCE,ALWAYS_ACT,2018-12-31,CM,1.2674640604247571
B136,CADENCE,ALWAYS_ACT,2019-12-31,CM,1.280330468257463
B136,CADENCE,ALWAYS_ACT,2020-12-31,CM,1.2014377855051563
B136,CADENCE,ALWAYS_ACT,2021-12-31,CM,1.1948201703631351
B136,CADENCE,ALWAYS_ACT,2022-12-30,CM,1.0573672985297575
B136,CADENCE,ALWAYS_ACT,2023-12-29,CM,1.0702055708389147
B136,CADENCE,ALWAYS_ACT,2024-12-31,CM,1.0859900230747859
B136,CADENCE,ALWAYS_ACT,2025-12-31,CM,1.0929134107271397
B136,CADENCE,ANCHOR,2012-12-31,CM,1.167331867040908
B136,CADENCE,ANCHOR_R8,2016-12-30,CM,1.2950137055875133
B136,CADENCE,INCUMBENT,,CW,
B136,MOM,ALWAYS_ACT,2012-12-31,K1.5,1.100517453394174
B136,MOM,ALWAYS_ACT,2013-12-31,K1.5,1.3741692069319074
B136,MOM,ALWAYS_ACT,2014-12-31,K1.5,1.2512267479430486
B136,MOM,ALWAYS_ACT,2015-12-31,K1.5,1.14037239603944
B136,MOM,ALWAYS_ACT,2016-12-30,K1.5,1.1329436240998372
B136,MOM,ALWAYS_ACT,2017-12-29,K1.5,1.2350192491799699
B136,MOM,ALWAYS_ACT,2018-12-31,K1.5,1.087284497097842
B136,MOM,ALWAYS_ACT,2019-12-31,K1.5,1.1306806985755862
B136,MOM,ALWAYS_ACT,2020-12-31,K1.5,1.0800531982344397
B136,MOM,ALWAYS_ACT,2021-12-31,K1.5,1.092466339261005
B136,MOM,ALWAYS_ACT,2022-12-30,K1.5,0.9740697536384633
B136,MOM,ALWAYS_ACT,2023-12-29,K1.5,0.9589877779391444
B136,MOM,ALWAYS_ACT,2024-12-31,K1.5,1.009217583377218
B136,MOM,ALWAYS_ACT,2025-12-31,K1.5,1.0323643949522279
B136,MOM,ANCHOR,2012-12-31,K1.5,1.100517453394174
B136,MOM,ANCHOR_R8,2016-12-30,K1.5,1.1329436240998372
B136,MOM,INCUMBENT,,K1,
SMALL,N,ALWAYS_ACT,2012-12-31,N20,0.8199326560403519
SMALL,N,ALWAYS_ACT,2013-12-31,N20,1.5015368301873038
SMALL,N,ALWAYS_ACT,2014-12-31,N20,1.1362456430731331
SMALL,N,ALWAYS_ACT,2015-12-31,N20,0.8816459732505508
SMALL,N,ALWAYS_ACT,2016-12-30,N20,0.8004419518158775
SMALL,N,ALWAYS_ACT,2017-12-29,N20,0.8894459120706321
SMALL,N,ALWAYS_ACT,2018-12-31,N20,0.8865752001369688
SMALL,N,ALWAYS_ACT,2019-12-31,N20,0.9658038017998226
SMALL,N,ALWAYS_ACT,2020-12-31,N15,1.1020259415625482
SMALL,N,ALWAYS_ACT,2021-12-31,N15,1.0542075016276895
SMALL,N,ALWAYS_ACT,2022-12-30,N15,0.937922489604312
SMALL,N,ALWAYS_ACT,2023-12-29,N15,0.9299909707025669
SMALL,N,ALWAYS_ACT,2024-12-31,N15,0.8664403019720166
SMALL,N,ALWAYS_ACT,2025-12-31,N20,0.8327431456646238
SMALL,N,ANCHOR,2012-12-31,N20,0.8199326560403519
SMALL,N,ANCHOR_R8,2016-12-30,N20,0.8004419518158775
SMALL,N,INCUMBENT,,N20,
SMALL,GROSS,ALWAYS_ACT,2012-12-31,G0.30,0.8209528974311533
SMALL,GROSS,ALWAYS_ACT,2013-12-31,G0.30,1.5021098309146081
SMALL,GROSS,ALWAYS_ACT,2014-12-31,G1.00,1.1373950015238605
SMALL,GROSS,ALWAYS_ACT,2015-12-31,G1.00,0.8838067051438457
SMALL,GROSS,ALWAYS_ACT,2016-12-30,G1.00,0.8021888683367977
SMALL,GROSS,ALWAYS_ACT,2017-12-29,G1.00,0.8918765111522091
SMALL,GROSS,ALWAYS_ACT,2018-12-31,G1.00,0.8875927433289693
SMALL,GROSS,ALWAYS_ACT,2019-12-31,G1.00,0.9672230462235826
SMALL,GROSS,ALWAYS_ACT,2020-12-31,G0.30,1.0767420515399024
SMALL,GROSS,ALWAYS_ACT,2021-12-31,G0.30,1.0237925593561426
SMALL,GROSS,ALWAYS_ACT,2022-12-30,G0.30,0.9014320812274033
SMALL,GROSS,ALWAYS_ACT,2023-12-29,G0.30,0.8918471386069012
SMALL,GROSS,ALWAYS_ACT,2024-12-31,G0.30,0.8537282949050349
SMALL,GROSS,ALWAYS_ACT,2025-12-31,G0.30,0.8336797911089001
SMALL,GROSS,ANCHOR,2012-12-31,G0.30,0.8209528974311533
SMALL,GROSS,ANCHOR_R8,2016-12-30,G1.00,0.8021888683367977
SMALL,GROSS,INCUMBENT,,G0.30,
SMALL,CADENCE,ALWAYS_ACT,2012-12-31,CW,0.8199326560403519
SMALL,CADENCE,ALWAYS_ACT,2013-12-31,CW,1.5015368301873038
SMALL,CADENCE,ALWAYS_ACT,2014-12-31,CW,1.1362456430731331
SMALL,CADENCE,ALWAYS_ACT,2015-12-31,CW,0.8816459732505508
SMALL,CADENCE,ALWAYS_ACT,2016-12-30,CW,0.8004419518158775
SMALL,CADENCE,ALWAYS_ACT,2017-12-29,CW,0.8894459120706321
SMALL,CADENCE,ALWAYS_ACT,2018-12-31,CW,0.8865752001369688
SMALL,CADENCE,ALWAYS_ACT,2019-12-31,CW,0.9658038017998226
SMALL,CADENCE,ALWAYS_ACT,2020-12-31,CW,1.0754450423111142
SMALL,CADENCE,ALWAYS_ACT,2021-12-31,CW,1.0213576456977065
SMALL,CADENCE,ALWAYS_ACT,2022-12-30,CW,0.899670635848433
SMALL,CADENCE,ALWAYS_ACT,2023-12-29,CW,0.8905278766990922
SMALL,CADENCE,ALWAYS_ACT,2024-12-31,CW,0.8522264933449683
SMALL,CADENCE,ALWAYS_ACT,2025-12-31,CW,0.8327431456646238
SMALL,CADENCE,ANCHOR,2012-12-31,CW,0.8199326560403519
SMALL,CADENCE,ANCHOR_R8,2016-12-30,CW,0.8004419518158775
SMALL,CADENCE,INCUMBENT,,CW,
SMALL,MOM,ALWAYS_ACT,2012-12-31,K1,0.8199326560403519
SMALL,MOM,ALWAYS_ACT,2013-12-31,K1,1.5015368301873038
SMALL,MOM,ALWAYS_ACT,2014-12-31,K1,1.1362456430731331
SMALL,MOM,ALWAYS_ACT,2015-12-31,K1,0.8816459732505508
SMALL,MOM,ALWAYS_ACT,2016-12-30,K1,0.8004419518158775
SMALL,MOM,ALWAYS_ACT,2017-12-29,K1,0.8894459120706321
SMALL,MOM,ALWAYS_ACT,2018-12-31,K1,0.8865752001369688
SMALL,MOM,ALWAYS_ACT,2019-12-31,K1,0.9658038017998226
SMALL,MOM,ALWAYS_ACT,2020-12-31,K1,1.0754450423111142
SMALL,MOM,ALWAYS_ACT,2021-12-31,K1,1.0213576456977065
SMALL,MOM,ALWAYS_ACT,2022-12-30,K1,0.899670635848433
SMALL,MOM,ALWAYS_ACT,2023-12-29,K1,0.8905278766990922
SMALL,MOM,ALWAYS_ACT,2024-12-31,K1,0.8522264933449683
SMALL,MOM,ALWAYS_ACT,2025-12-31,K1,0.8327431456646238
SMALL,MOM,ANCHOR,2012-12-31,K1,0.8199326560403519
SMALL,MOM,ANCHOR_R8,2016-12-30,K1,0.8004419518158775
SMALL,MOM,INCUMBENT,,K1,
