arm,point,target_g,panel,bps,nearest_m,nearest_g,g_err,pass4b,fail4b,in_interval,iv_lo,iv_hi,dist_to_hi,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,m_DD,m_CAGR,m_H1,m_H2,m_OOS,TO,pass4a
vol60-dg,alternative g=0.85,0.85,small,10.0,1.3,0.7625817629536784,0.08741823704632157,False,"H1,H2,DD,CAGR,OOS",False,,,,0.0514542672840661,0.4338903469406061,-0.27358455423320216,0.6394911107121559,0.2501673315541539,0.303762456868027,-0.07128114253281259,-0.047454721050760776,-0.25116936175595006,-0.6075391425587939,-0.5782483103142573,5.040445051115396,False
vol60-dg,alternative g=0.85,0.85,small,25.0,1.3,0.7625817629536784,0.08741823704632157,False,"H1,H2,DD,CAGR,OOS",False,,,,0.04353138342923657,0.3788086605145537,-0.2818066190453071,0.5902031738022397,0.1897058657292,0.24377702776265806,-0.07950320734491756,-0.05537760490559031,-0.30045729866586623,-0.6680006083837479,-0.6382337394196261,5.040445051115396,False
vol60-rw,incumbent g=0.75,0.75,u56,5.0,1.0,0.7502136947060454,0.00021369470604537533,True,,True,0.6527617475295945,0.8326571912174476,-0.08265719121744763,0.12310908490897066,1.1341078542349536,-0.18333392520224812,1.1485467434492518,1.122274179708144,1.1890834695409553,0.018969486498141452,0.01651277000300444,0.19192671084556034,0.28825824206570194,0.3070727023586711,1.8575949311993638,False
vol60-rw,incumbent g=0.75,0.75,u56,10.0,1.0,0.7502136947060454,0.00021369470604537533,True,,True,0.6602587888945474,0.8251629133544106,-0.07516291335441061,0.12206588359251214,1.1253851931444865,-0.1838375757992694,1.1409399977389243,1.1125121920932997,1.1794861189314223,0.018465835901120164,0.01546956868654592,0.18431996513523285,0.2784962544508577,0.2974753517491381,1.8575949311993638,False
vol60-rw,incumbent g=0.75,0.75,u56,25.0,1.0,0.7502136947060454,0.00021369470604537533,True,,True,0.6752524989397256,0.817668519550236,-0.067668519550236,0.11894167925885779,1.0991925199341017,-0.1853481407830041,1.1181122854132555,1.083188138332592,1.1506532755086258,0.016955270917385468,0.012345364352891575,0.16149225280956403,0.24917220069015011,0.2686425083263416,1.8575949311993638,False
vol60-rw,incumbent g=0.75,0.75,broad,5.0,1.0,0.7502036376726019,0.00020363767260189736,False,DD,False,0.6227603397383574,0.7277160693910073,0.022283930608992697,0.12999459070290942,1.127592371855953,-0.20724127978640716,1.2398910607964384,1.0209917678212972,1.1099969009815944,-0.004945559942049121,0.023396254200893155,0.28325266286076334,0.18695907598546202,0.22797297738436284,1.7919293445895317,False
vol60-rw,incumbent g=0.75,0.75,broad,10.0,1.0,0.7502036376726019,0.00020363767260189736,False,DD,False,0.6227603397383574,0.7277160693910073,0.022283930608992697,0.12898134337345923,1.1196266301030424,-0.2077914707632701,1.2333431678776687,1.0116936331384712,1.1008541645691114,-0.005495750918912051,0.02238300687144297,0.27670476994199367,0.177660941302636,0.21883024097187986,1.7919293445895317,True
vol60-rw,incumbent g=0.75,0.75,broad,25.0,1.0,0.7502036376726019,0.00020363767260189736,False,DD,False,0.6377554274381508,0.7202199860668396,0.029780013933160432,0.1259464816427449,1.0957000519144693,-0.20944165272460546,1.2136897075902078,0.9837603270743736,1.0733820979436113,-0.007145932880247424,0.019348145140728648,0.2570513096545327,0.14972763523853838,0.1913581743463797,1.7919293445895317,True
vol60-rw,incumbent g=0.75,0.75,small,5.0,1.0,0.7500422434932876,4.224349328763033e-05,False,"H1,H2,DD,CAGR,OOS",False,,,,0.05783089959995946,0.46633792372504757,-0.3468655084250295,0.6778156859788366,0.3123496039903904,0.35235258864659263,-0.14456209672463993,-0.041078088734867416,-0.2128447864892694,-0.5453568701225575,-0.5296581785356915,6.219950600818659,False
vol60-rw,incumbent g=0.75,0.75,small,10.0,1.0,0.7500422434932876,4.224349328763033e-05,False,"H1,H2,DD,CAGR,OOS",False,,,,0.05454251904881291,0.44441477735639967,-0.35029367620570995,0.6592385206808009,0.28758557283340086,0.3283211971347637,-0.14799026450532038,-0.04436646928601397,-0.23142195178730507,-0.570120901279547,-0.5536895700475205,6.219950600818659,False
vol60-rw,incumbent g=0.75,0.75,small,25.0,1.0,0.7500422434932876,4.224349328763033e-05,False,"H1,H2,DD,CAGR,OOS",False,,,,0.04473652287556429,0.37866112675918484,-0.3604745325115857,0.603478698373423,0.2133526953952241,0.2562779927308283,-0.1581711208111961,-0.05417246545926259,-0.28718177409468293,-0.6443537787177238,-0.6257327744514559,6.219950600818659,True
vol60-rw,alternative g=0.85,0.85,u56,5.0,1.13,0.8476454006550526,0.0023545993449474167,False,DD,False,0.6527617475295945,0.8326571912174476,0.017342808782552344,0.13928493992504887,1.13414405526329,-0.20536158266510607,1.1490172921408155,1.121940472991848,1.1887013972421125,-0.0030581709647165,0.03268862501908265,0.19239725953712405,0.2879245353494061,0.30669063005982833,2.092780374709584,False
vol60-rw,alternative g=0.85,0.85,u56,10.0,1.13,0.8476454006550526,0.0023545993449474167,False,DD,False,0.6602587888945474,0.8251629133544106,0.024837086645589368,0.1380926874868349,1.1254503988600935,-0.20591703126263383,1.1414366423975717,1.1122106572247992,1.1791356900711034,-0.0036136195622442635,0.03149637258086868,0.18481660979388026,0.2781947195823572,0.2971249228888192,2.092780374709584,False
vol60-rw,alternative g=0.85,0.85,u56,25.0,1.13,0.8476454006550526,0.0023545993449474167,False,DD,False,0.6752524989397256,0.817668519550236,0.03233148044976397,0.1345228781891492,1.0993448224349136,-0.20758290658710654,1.1186872558582812,1.0829832735305276,1.1503979295710425,-0.005279494886716973,0.027926563283182992,0.16206722325458978,0.24896733588808562,0.26838716238875826,2.092780374709584,False
vol60-rw,alternative g=0.85,0.85,broad,5.0,1.13,0.8476382078524458,0.0023617921475541648,False,DD,False,0.6227603397383574,0.7277160693910073,0.12228393060899267,0.14705184980299135,1.1273952327510477,-0.2318628031657054,1.240465946425021,1.0201753843532768,1.1090977201431962,-0.02956708332134736,0.04045351330097509,0.2838275484893459,0.18614269251744164,0.2270737965459646,2.016777031857138,False
vol60-rw,alternative g=0.85,0.85,broad,10.0,1.13,0.8476382078524458,0.0023617921475541648,False,DD,False,0.6227603397383574,0.7277160693910073,0.12228393060899267,0.14589406840019437,1.1194655120195154,-0.2324689546339792,1.233952712872229,1.0109158952234412,1.0999922388049672,-0.030173234789621167,0.0392957318981781,0.2773143149365539,0.176883203387606,0.21796831520773563,2.016777031857138,False
vol60-rw,alternative g=0.85,0.85,broad,25.0,1.13,0.8476382078524458,0.0023617921475541648,False,DD,False,0.6377554274381508,0.7202199860668396,0.1297800139331604,0.1424269920383634,1.0956470113409833,-0.23428694123703053,1.2144032329118737,0.9830986244231323,1.072632040828926,-0.03199122139267249,0.035828655536347134,0.2577648349761986,0.14906593258729717,0.19060811723169446,2.016777031857138,True
vol60-rw,alternative g=0.85,0.85,small,5.0,1.13,0.8475254714646066,0.0024745285353934277,False,"H1,H2,DD,CAGR,OOS",False,,,,0.06398453807386728,0.4660756934984382,-0.38477491545707343,0.6778227841053939,0.3120048624015589,0.3520336430280222,-0.18247150375668386,-0.0349244502609596,-0.2128376883627121,-0.545701611711389,-0.529977124154262,7.023372947267614,False
vol60-rw,alternative g=0.85,0.85,small,10.0,1.13,0.8475254714646066,0.0024745285353934277,False,"H1,H2,DD,CAGR,OOS",False,,,,0.060249886473158876,0.44418459769032265,-0.38842866476244853,0.6592706607429493,0.2872793101100197,0.3280402311822363,-0.18612525306205896,-0.038659101861668,-0.2313898117251567,-0.5704271640029281,-0.553970536000048,7.023372947267614,False
vol60-rw,alternative g=0.85,0.85,small,25.0,1.13,0.8475254714646066,0.0024745285353934277,False,"H1,H2,DD,CAGR,OOS",False,,,,0.04912175089413107,0.37852709271991264,-0.3992650458364758,0.6035856990491004,0.21316202096747786,0.25611108775369695,-0.19696163413608625,-0.04978723744069581,-0.28707477341900556,-0.64454445314547,-0.6258996794285873,7.023372947267614,True
