claimset,stratum,method,n_quads,n_blocks,FLIP,SIMPSON,CANCEL,CANCEL0,med_abs_rho,med_spread
CANON,arm,pearson,360,44,0.11388888888888889,0.008333333333333333,0.075,0.03888888888888889,0.6990814131514151,0.15387346491184478
CANON,arm,spearman,360,44,0.09444444444444444,0.005555555555555556,0.08333333333333333,0.05,0.6551665793094331,0.17012543521427353
CANON,book,pearson,1090,134,0.11100917431192661,0.015596330275229359,0.05045871559633028,0.03394495412844037,0.7312608511924024,0.14714049687864827
CANON,book,spearman,1090,134,0.11926605504587157,0.022018348623853212,0.03944954128440367,0.025688073394495414,0.6885276717802553,0.19538805477238788
CANON,bps,pearson,562,74,0.033807829181494664,0.0,0.030249110320284697,0.019572953736654804,0.7675738396393602,0.06615320191443924
CANON,bps,spearman,562,74,0.02491103202846975,0.0017793594306049821,0.030249110320284697,0.021352313167259787,0.6861722427036312,0.09061063146294146
CANON,cad,pearson,181,29,0.03867403314917127,0.0,0.049723756906077346,0.03314917127071823,0.4852080656483499,0.12929795118267468
CANON,cad,spearman,181,29,0.03314917127071823,0.0,0.03314917127071823,0.022099447513812154,0.410256730977495,0.17022687884513943
CANON,cadence,pearson,200,24,0.045,0.0,0.04,0.02,0.7305457068348822,0.07482006453331363
CANON,cadence,spearman,200,24,0.03,0.0,0.03,0.025,0.6877957019176969,0.0881801120263287
CANON,con,pearson,189,32,0.15873015873015872,0.021164021164021163,0.031746031746031744,0.010582010582010581,0.46234879140296026,0.21257064634786416
CANON,con,spearman,189,32,0.20634920634920634,0.031746031746031744,0.021164021164021163,0.010582010582010581,0.39532228016670706,0.20270630836668574
CANON,construction,pearson,4,1,0.25,0.0,0.25,0.0,0.11083443073125993,0.40920952633352503
CANON,construction,spearman,4,1,0.0,0.0,0.25,0.25,0.07901497115602622,0.4289242939319623
CANON,conv,pearson,399,51,0.03258145363408521,0.005012531328320802,0.03258145363408521,0.015037593984962405,0.6747718734209895,0.0713579010482206
CANON,conv,spearman,399,51,0.017543859649122806,0.005012531328320802,0.022556390977443608,0.017543859649122806,0.6244443319325603,0.0699153234598261
CANON,cost,pearson,1153,133,0.02515177797051171,0.005203816131830009,0.03555941023417172,0.030355594102341718,0.7786306276878086,0.07168449491229423
CANON,cost,spearman,1153,133,0.023417172593235037,0.003469210754553339,0.026886383347788378,0.01821335646140503,0.7176446330565124,0.08648749533407987
CANON,dial,pearson,290,35,0.1103448275862069,0.0,0.027586206896551724,0.006896551724137931,0.7933125661952048,0.22801230501123404
CANON,dial,spearman,290,35,0.12413793103448276,0.0,0.041379310344827586,0.013793103448275862,0.712482072478007,0.23821566177960452
CANON,family,pearson,415,59,0.10120481927710843,0.0024096385542168677,0.043373493975903614,0.021686746987951807,0.6549790036022373,0.19456908925345762
CANON,family,spearman,415,59,0.07710843373493977,0.0,0.060240963855421686,0.033734939759036145,0.5984283347964072,0.1813630614132795
CANON,freq,pearson,131,17,0.0916030534351145,0.0,0.030534351145038167,0.007633587786259542,0.7630438986918301,0.08313441627624829
CANON,freq,spearman,131,17,0.061068702290076333,0.0,0.03816793893129771,0.022900763358778626,0.6703308794390388,0.10352695229959985
CANON,gross,pearson,850,100,0.06941176470588235,0.03529411764705882,0.00823529411764706,0.002352941176470588,0.7624053271294261,0.001713051954875422
CANON,gross,spearman,850,100,0.07294117647058823,0.04470588235294118,0.009411764705882352,0.0035294117647058825,0.7072462436216658,0.0022684656593162655
CANON,kind,pearson,414,48,0.024154589371980676,0.0024154589371980675,0.057971014492753624,0.043478260869565216,0.7495011957186103,0.10750382296954014
CANON,kind,spearman,414,48,0.026570048309178744,0.0,0.03864734299516908,0.028985507246376812,0.6902921851265563,0.11512380293418811
CANON,level,pearson,50,7,0.12,0.0,0.04,0.02,0.704024052037186,0.318082812875337
CANON,level,spearman,50,7,0.12,0.0,0.04,0.02,0.6945902977130549,0.3567924762736747
CANON,mode,pearson,53,6,0.0,0.0,0.0,0.0,0.7829096776023671,0.06742939648776058
CANON,mode,spearman,53,6,0.018867924528301886,0.0,0.0,0.0,0.638477801268499,0.09711256057011064
CANON,panel,pearson,2107,264,0.14807783578547698,0.02040816326530612,0.034171808258187,0.014238253440911248,0.7685942688000073,0.19810264930211535
CANON,panel,spearman,2107,264,0.13573801613668723,0.014712861888941622,0.04034171808258187,0.018035121025154248,0.6963504450848852,0.21547980894485452
CANON,universe,pearson,262,34,0.030534351145038167,0.007633587786259542,0.03435114503816794,0.022900763358778626,0.638176608447709,0.07635153802703876
CANON,universe,spearman,262,34,0.03435114503816794,0.007633587786259542,0.03435114503816794,0.022900763358778626,0.5609967609271095,0.09300586930362814
CANON,variant,pearson,12,2,0.08333333333333333,0.0,0.0,0.0,0.6536398767544497,0.3617658064919085
CANON,variant,spearman,12,2,0.0,0.0,0.08333333333333333,0.08333333333333333,0.6327199019530955,0.348912391563277
QUEUE,RANDOM2,pearson,3352,239,0.0014916467780429594,0.0,0.004474940334128878,0.0038782816229116944,0.4226877236220015,0.05230639200152923
QUEUE,RANDOM2,spearman,3352,239,0.002386634844868735,0.0,0.004176610978520286,0.003579952267303103,0.3970684543585325,0.056209048488292855
QUEUE,ROWHALF,pearson,3352,239,0.0736873508353222,0.004474940334128878,0.04385441527446301,0.02058472553699284,0.4226877236220015,0.15470008909649952
QUEUE,ROWHALF,spearman,3352,239,0.08144391408114558,0.005071599045346062,0.05847255369928401,0.028639618138424822,0.3970684543585325,0.16782867821692643
QUEUE,arm,pearson,473,34,0.16913319238900634,0.008456659619450317,0.07822410147991543,0.040169133192389,0.375827887096942,0.32402160460181817
QUEUE,arm,spearman,473,34,0.15644820295983086,0.0021141649048625794,0.1014799154334038,0.05496828752642706,0.3573168225388808,0.30334355854138495
QUEUE,book,pearson,1200,86,0.2575,0.041666666666666664,0.08083333333333333,0.05,0.4368581109695575,0.4795966110553547
QUEUE,book,spearman,1200,86,0.27,0.05,0.08916666666666667,0.056666666666666664,0.42496058899392986,0.529886450984765
QUEUE,bps,pearson,702,55,0.014245014245014245,0.0,0.02849002849002849,0.02564102564102564,0.44552518034894373,0.11385779952364711
QUEUE,bps,spearman,702,55,0.009971509971509971,0.0,0.027065527065527065,0.019943019943019943,0.4349111334685861,0.10800001521578531
QUEUE,cad,pearson,413,28,0.06053268765133172,0.0,0.05084745762711865,0.021791767554479417,0.27633749490395,0.1409956942910774
QUEUE,cad,spearman,413,28,0.029055690072639227,0.0,0.05084745762711865,0.031476997578692496,0.25819633098256195,0.20367958688487448
QUEUE,cadence,pearson,200,15,0.025,0.015,0.04,0.035,0.287368517107238,0.09627595510463585
QUEUE,cadence,spearman,200,15,0.055,0.015,0.025,0.015,0.2774181118336625,0.10574897978851518
QUEUE,con,pearson,427,29,0.30210772833723654,0.03747072599531616,0.00702576112412178,0.0,0.2837603297539002,0.25188388477031254
QUEUE,con,spearman,427,29,0.23185011709601874,0.06791569086651054,0.01873536299765808,0.00702576112412178,0.267112730476782,0.22384488318471443
QUEUE,conv,pearson,442,32,0.07239819004524888,0.01809954751131222,0.04072398190045249,0.02262443438914027,0.46086065955847766,0.14981498348542077
QUEUE,conv,spearman,442,32,0.07013574660633484,0.01809954751131222,0.027149321266968326,0.02262443438914027,0.4449213815063985,0.13414064488237026
QUEUE,cost,pearson,1419,98,0.021846370683579985,0.0,0.035940803382663845,0.028893587033121917,0.44955460973612277,0.16326211901994214
QUEUE,cost,spearman,1419,98,0.018322762508809022,0.0,0.04298801973220578,0.035236081747709654,0.4302434552148079,0.14557273778209656
QUEUE,dial,pearson,402,29,0.1417910447761194,0.0,0.07960199004975124,0.0472636815920398,0.5032931508209344,0.44035053702561117
QUEUE,dial,spearman,402,29,0.23134328358208955,0.0,0.09701492537313433,0.0472636815920398,0.479467671308234,0.5035848724590339
QUEUE,family,pearson,639,44,0.12206572769953052,0.009389671361502348,0.081377151799687,0.051643192488262914,0.3338681256878472,0.22275083362935916
QUEUE,family,spearman,639,44,0.1267605633802817,0.003129890453834116,0.07511737089201878,0.046948356807511735,0.28368749911244406,0.21729460273322818
QUEUE,freq,pearson,126,10,0.05555555555555555,0.0,0.07142857142857142,0.06349206349206349,0.3422773718257692,0.21959751636769775
QUEUE,freq,spearman,126,10,0.07936507936507936,0.023809523809523808,0.05555555555555555,0.023809523809523808,0.29993984325028533,0.22533935849444267
QUEUE,gross,pearson,1037,72,0.05978784956605593,0.015429122468659595,0.02507232401157184,0.01446480231436837,0.4537681061175223,0.011476001994198681
QUEUE,gross,spearman,1037,72,0.05978784956605593,0.013500482160077145,0.020250723240115717,0.008678881388621022,0.4216876914863519,0.01728133359615286
QUEUE,kind,pearson,552,38,0.11231884057971014,0.0018115942028985507,0.016304347826086956,0.0018115942028985507,0.49037060782872066,0.21803940055321802
QUEUE,kind,spearman,552,38,0.07065217391304347,0.0,0.018115942028985508,0.0018115942028985507,0.46126156341508145,0.19014346169105556
QUEUE,level,pearson,45,3,0.2,0.0,0.06666666666666667,0.022222222222222223,0.36380924043192475,0.44113609384344155
QUEUE,level,spearman,45,3,0.2222222222222222,0.0,0.044444444444444446,0.044444444444444446,0.3406669528807468,0.44585701556351104
QUEUE,mode,pearson,56,4,0.05357142857142857,0.0,0.125,0.10714285714285714,0.42607400087959657,0.34216824202145774
QUEUE,mode,spearman,56,4,0.10714285714285714,0.0,0.125,0.07142857142857142,0.3891054110904307,0.34210987827625333
QUEUE,panel,pearson,2699,191,0.15635420526120786,0.02408299370137088,0.06632085957762134,0.03260466839570211,0.4353465423662923,0.259999291921876
QUEUE,panel,spearman,2699,191,0.1663579103371619,0.02741756206002223,0.0448314190440904,0.023712486105965172,0.4101507010685281,0.2729157729866664
QUEUE,universe,pearson,148,11,0.060810810810810814,0.0,0.06756756756756757,0.02702702702702703,0.4462173715507613,0.07066788893121183
QUEUE,universe,spearman,148,11,0.0945945945945946,0.0,0.0945945945945946,0.02027027027027027,0.36481649719172105,0.11958996633039876
