period,bar,k,n_side,pass_B,pass_S,ratio,capped,dropH1_ratio,failH1_B,failH1_S,dropH2_ratio,failH2_B,failH2_S,dropDD_ratio,failDD_B,failDD_S,dropCAGR_ratio,failCAGR_B,failCAGR_S,leg,book,CAGR,Sharpe,MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,fail4b,keep4b,cond,crude_OR,MH_OR,STD_DIFF,n_same_decile,MH_OR_samedecile,STD_DIFF_samedecile,dropOOS_ratio,SHARPEonly_B,SHARPEonly_S,SHARPEonly_ratio,LEVELonly_B,LEVELonly_S,LEVELonly_ratio,arm
FULL,1.25,36.0,1152.0,1.0,0.0,3.0,True,3.0,0.7855902777777778,0.7421875,3.0,0.5260416666666666,0.9921875,16.599999999999998,0.8888888888888888,0.9973958333333334,29.000000000000004,0.4826388888888889,0.7829861111111112,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
FULL,1.25,72.0,288.0,0.0,0.0,,True,,0.4965277777777778,0.75,,0.8506944444444444,1.0,31.000000000000004,0.84375,1.0,3.0,0.5381944444444444,0.7916666666666666,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
IS,0.6,18.0,1152.0,736.0,927.0,0.7939590075512405,False,0.7717842323651453,0.021701388888888888,0.07899305555555555,0.7970557308096741,0.0625,0.0390625,1.023529411764706,0.3107638888888889,0.12413194444444445,0.8073196986006458,0.029513888888888888,0.022569444444444444,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
IS,0.6,36.0,1152.0,747.0,886.0,0.8431151241534989,False,0.8254143646408839,0.0,0.03211805555555555,0.826797385620915,0.033854166666666664,0.04774305555555555,1.0680272108843538,0.3194444444444444,0.1371527777777778,0.8298800436205017,0.021701388888888888,0.049479166666666664,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
IS,0.6,72.0,288.0,281.0,201.0,1.3980099502487562,False,1.3980099502487562,0.0,0.0,1.3192488262910798,0.0,0.12152777777777778,1.1383399209486167,0.024305555555555556,0.21875,1.3980099502487562,0.0,0.041666666666666664,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
IS,0.8,18.0,1152.0,322.0,531.0,0.6064030131826742,False,0.5855855855855857,0.09027777777777778,0.1935763888888889,0.6330275229357798,0.15104166666666666,0.08072916666666667,1.0293757649938802,0.5972222222222222,0.3993055555555556,0.6848591549295774,0.1345486111111111,0.125,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
IS,0.8,36.0,1152.0,298.0,451.0,0.6607538802660754,False,0.6499999999999999,0.010416666666666666,0.1440972222222222,0.6416309012875536,0.11458333333333333,0.1189236111111111,1.071342200725514,0.5972222222222222,0.4548611111111111,0.8571428571428571,0.15364583333333334,0.14583333333333334,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
IS,0.8,72.0,288.0,171.0,86.0,1.9883720930232558,False,1.9883720930232558,0.0,0.027777777777777776,1.9655172413793105,0.0,0.16319444444444445,1.1954545454545455,0.3194444444444444,0.5833333333333334,1.97979797979798,0.08680555555555555,0.14583333333333334,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
IS,1.0,18.0,1152.0,72.0,208.0,0.34615384615384615,False,0.35185185185185186,0.2838541666666667,0.3923611111111111,0.35185185185185186,0.3524305555555556,0.18489583333333334,0.9146825396825397,0.7847222222222222,0.6276041666666666,0.571969696969697,0.3081597222222222,0.2725694444444444,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
IS,1.0,36.0,1152.0,40.0,142.0,0.28169014084507044,False,0.27972027972027974,0.21006944444444445,0.4140625,0.28873239436619713,0.3194444444444444,0.2230902777777778,0.9844961240310077,0.8090277777777778,0.6701388888888888,0.5901639344262295,0.3107638888888889,0.3472222222222222,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
IS,1.0,72.0,288.0,20.0,26.0,0.7692307692307693,False,0.7692307692307693,0.0,0.2569444444444444,0.8076923076923077,0.020833333333333332,0.3368055555555556,1.2789115646258504,0.59375,0.7256944444444444,2.150943396226415,0.3333333333333333,0.3472222222222222,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
IS,1.25,18.0,1152.0,1.0,57.0,0.017543859649122806,False,0.017543859649122806,0.6770833333333334,0.5720486111111112,0.017241379310344827,0.6883680555555556,0.4618055555555556,0.3440860215053763,0.9279513888888888,0.8055555555555556,0.11965811965811966,0.4904513888888889,0.4539930555555556,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
IS,1.25,36.0,1152.0,0.0,1.0,0.0,False,0.0,0.8289930555555556,0.7005208333333334,0.0,0.6762152777777778,0.4887152777777778,0.2582159624413145,0.9409722222222222,0.8550347222222222,0.14285714285714288,0.5364583333333334,0.5381944444444444,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
IS,1.25,72.0,288.0,0.0,0.0,,True,,0.4618055555555556,0.7013888888888888,,0.4861111111111111,0.5833333333333334,1.0,0.7118055555555556,0.9652777777777778,45.0,0.4583333333333333,0.5381944444444444,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
OOS,0.6,18.0,1152.0,917.0,306.0,2.996732026143791,False,2.9329073482428116,0.0026041666666666665,0.4574652777777778,2.8636363636363638,0.044270833333333336,0.5052083333333334,2.11545988258317,0.15625,0.3090277777777778,2.946372239747634,0.022569444444444444,0.4826388888888889,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
OOS,0.6,36.0,1152.0,998.0,344.0,2.9011627906976742,False,2.9011627906976742,0.0,0.4435763888888889,2.859598853868195,0.0,0.5,2.0987202925045705,0.13020833333333334,0.3289930555555556,2.7756232686980606,0.003472222222222222,0.4713541666666667,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
OOS,0.6,72.0,288.0,276.0,65.0,4.246153846153846,False,3.8333333333333335,0.0,0.3923611111111111,4.246153846153846,0.0,0.5,2.75,0.034722222222222224,0.3368055555555556,3.5641025641025643,0.006944444444444444,0.5069444444444444,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
OOS,0.8,18.0,1152.0,424.0,115.0,3.6869565217391305,False,3.663793103448276,0.034722222222222224,0.6189236111111112,3.8034188034188032,0.09895833333333333,0.5859375,2.3815789473684212,0.4921875,0.6267361111111112,4.046511627906977,0.1328125,0.5729166666666666,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
OOS,0.8,36.0,1152.0,502.0,117.0,4.2905982905982905,False,4.2905982905982905,0.0,0.6015625,4.235294117647059,0.005208333333333333,0.5251736111111112,2.5059952038369304,0.4730902777777778,0.6484375,4.02,0.08940972222222222,0.5720486111111112,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
OOS,0.8,72.0,288.0,130.0,0.0,261.0,True,261.0,0.0,0.6805555555555556,263.0,0.010416666666666666,0.6979166666666666,4.775510204081632,0.3645833333333333,0.6666666666666666,6.464285714285714,0.18055555555555555,0.71875,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
OOS,1.0,18.0,1152.0,100.0,6.0,16.666666666666668,False,17.000000000000004,0.18836805555555555,0.7473958333333334,17.5,0.2222222222222222,0.6901041666666666,2.93717277486911,0.6692708333333334,0.8402777777777778,11.857142857142858,0.3029513888888889,0.6822916666666666,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
OOS,1.0,36.0,1152.0,146.0,0.0,293.00000000000006,True,293.00000000000006,0.07465277777777778,0.7074652777777778,293.00000000000006,0.050347222222222224,0.6796875,4.5632183908045985,0.6467013888888888,0.8585069444444444,17.8,0.2404513888888889,0.7109375,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
OOS,1.0,72.0,288.0,13.0,0.0,27.0,True,27.0,0.0,0.9583333333333334,27.0,0.052083333333333336,0.9791666666666666,357.0,0.6076388888888888,0.8854166666666666,215.00000000000003,0.3576388888888889,0.7916666666666666,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
OOS,1.25,18.0,1152.0,2.0,0.0,5.000000000000001,True,5.000000000000001,0.7517361111111112,0.9574652777777778,5.000000000000001,0.5850694444444444,0.8715277777777778,4.933333333333333,0.8967013888888888,0.9670138888888888,33.0,0.5008680555555556,0.7690972222222222,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
OOS,1.25,36.0,1152.0,1.0,0.0,3.0,True,3.0,0.6710069444444444,0.9817708333333334,3.0,0.390625,0.9661458333333334,285.0,0.8880208333333334,0.9973958333333334,45.0,0.453125,0.7760416666666666,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
OOS,1.25,72.0,288.0,0.0,0.0,,True,,0.8576388888888888,1.0,,0.4930555555555556,1.0,23.0,0.84375,1.0,3.0,0.5868055555555556,0.9166666666666666,WF-A,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,WF-B,B-side (IS pick),0.13151755185084002,1.0313872978170036,-0.24542399014144323,0.14084189303158667,1.0502203327109343,-0.24542399014144312,False,DD,False,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,WF-B,S-side twin,0.030848429755214735,0.3046880399317586,-0.22623771855005226,-0.00034118523193649164,0.06289006187872351,-0.22623771855005148,False,"H1,H2,OOS,DD,CAGR",False,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,WF-B,ORIGIN-BLIND control,0.08554175159996591,0.7645225820840194,-0.22070384861851988,0.07708540703924194,0.6783093926672309,-0.22070384861851977,False,"H2,OOS,DD,CAGR",False,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,WF-B,INCUMBENT B136 MA-RS g0.75 W,0.11200053373324415,1.0450277468603142,-0.2011670484693583,0.11971563331408408,1.0659505550392183,-0.20116704846935807,False,-,True,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,WF-B,SMALL439 MA-RS g0.75 W,0.06478682046825734,0.5033872943946726,-0.38239943767382534,0.07382991597741184,0.535474046054103,-0.3823994376738248,False,"H1,H2,OOS,DD,CAGR",False,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,WF-B,RULES v2 U56 (live book),0.0866006138307156,1.2056282272849141,-0.12054945176473186,0.09534821724270404,1.2850855590004044,-0.12054945176473153,False,CAGR,False,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,WF-B,SPY,0.15228044986566625,0.8890291118649435,-0.3371725677562024,0.15450723909089636,0.8820106885412021,-0.33717256775620263,False,"H1,H2,OOS,DD",False,,,,,,,,,,,,,,,
,0.6,,,,,,,,,,,,,,,,,,,COND,,,,,,,,,,,Sharpe (the premium's own unit),15.269032830523514,3.594578410710657,0.2766653251454156,172.0,4.806389916598733,0.27325581395348836,,,,,,,,
,0.6,,,,,,,,,,,,,,,,,,,COND,,,,,,,,,,,CAGR,15.269032830523514,16.005219980066464,0.4453480624973073,289.0,15.395827296435815,0.2698961937716263,,,,,,,,
,0.6,,,,,,,,,,,,,,,,,,,COND,,,,,,,,,,,MaxDD  [TAUTOLOGY CHECK - the DD leg is in the outcome],15.269032830523514,35.16693821020506,0.4908306322163994,385.0,144.1226053639847,0.625974025974026,,,,,,,,
,0.8,,,,,,,,,,,,,,,,,,,COND,,,,,,,,,,,Sharpe (the premium's own unit),5.664079765395894,1.8483811387091993,0.09583379303385041,172.0,1.7617005669078705,0.11046511627906977,,,,,,,,
,0.8,,,,,,,,,,,,,,,,,,,COND,,,,,,,,,,,CAGR,5.664079765395894,14.799481103793187,0.26382085040213893,289.0,9.705581250062977,0.1695501730103806,,,,,,,,
,0.8,,,,,,,,,,,,,,,,,,,COND,,,,,,,,,,,MaxDD  [TAUTOLOGY CHECK - the DD leg is in the outcome],5.664079765395894,18.49411121157821,0.25079743437301455,385.0,23.914581522765914,0.2857142857142857,,,,,,,,
,1.0,,,,,,,,,,,,,,,,,,,COND,,,,,,,,,,,Sharpe (the premium's own unit),12.872723634180508,7.634834602657146,0.060162194421344066,172.0,1.0,0.0,,,,,,,,
,1.0,,,,,,,,,,,,,,,,,,,COND,,,,,,,,,,,CAGR,12.872723634180508,11.911473403251462,0.07145490423914709,289.0,4.346153846153846,0.020761245674740483,,,,,,,,
,1.0,,,,,,,,,,,,,,,,,,,COND,,,,,,,,,,,MaxDD  [TAUTOLOGY CHECK - the DD leg is in the outcome],12.872723634180508,10.229806277459618,0.061338665658422886,385.0,13.228296207104156,0.10909090909090909,,,,,,,,
,1.25,,,,,,,,,,,,,,,,,,,COND,,,,,,,,,,,Sharpe (the premium's own unit),inf,inf,0.0007491853151017138,172.0,inf,0.0,,,,,,,,
,1.25,,,,,,,,,,,,,,,,,,,COND,,,,,,,,,,,CAGR,inf,inf,0.000569074267481353,289.0,inf,0.0,,,,,,,,
,1.25,,,,,,,,,,,,,,,,,,,COND,,,,,,,,,,,MaxDD  [TAUTOLOGY CHECK - the DD leg is in the outcome],inf,inf,0.0004667400500733834,385.0,inf,0.0025974025974025974,,,,,,,,
,0.6,,,2224.0,735.0,3.0258503401360546,,3.0258503401360546,,,2.966666666666667,,,2.124275062137531,,,2.8794871794871795,,,POOLED,,,,,,,,,,,,,,,,,,2.989247311827957,2586.0,1252.0,2.0654952076677318,2225.0,1061.0,2.0970782280867106,
,0.8,,,1042.0,275.0,3.789090909090909,,3.84,,,3.8,,,2.411123227917121,,,4.17515923566879,,,POOLED,,,,,,,,,,,,,,,,,,3.789090909090909,2480.0,958.0,2.5887265135699375,1060.0,284.0,3.732394366197183,
,1.0,,,225.0,19.0,11.842105263157896,,13.000000000000002,,,12.000000000000002,,,2.7996146435452793,,,13.080000000000002,,,POOLED,,,,,,,,,,,,,,,,,,11.842105263157896,1903.0,649.0,2.9322033898305087,251.0,19.0,13.210526315789474,
,1.25,,,2.0,0.0,5.0,,5.0,,,5.0,,,4.1891891891891895,,,53.00000000000001,,,POOLED,,,,,,,,,,,,,,,,,,5.0,223.0,59.0,3.7796610169491522,2.0,0.0,5.0,
,0.6,,1296.0,1053.0,425.0,2.4776470588235293,False,,,,,,,,,,,,,ARM,,,,,,,,,,,,,,,,,,,,,,,,,EWall
,0.6,,1296.0,1171.0,310.0,3.7774193548387096,False,,,,,,,,,,,,,ARM,,,,,,,,,,,,,,,,,,,,,,,,,MA-RS
,0.8,,1296.0,477.0,214.0,2.2289719626168223,False,,,,,,,,,,,,,ARM,,,,,,,,,,,,,,,,,,,,,,,,,EWall
,0.8,,1296.0,565.0,61.0,9.262295081967213,False,,,,,,,,,,,,,ARM,,,,,,,,,,,,,,,,,,,,,,,,,MA-RS
,1.0,,1296.0,96.0,19.0,5.052631578947368,False,,,,,,,,,,,,,ARM,,,,,,,,,,,,,,,,,,,,,,,,,EWall
,1.0,,1296.0,129.0,0.0,259.0,True,,,,,,,,,,,,,ARM,,,,,,,,,,,,,,,,,,,,,,,,,MA-RS
,1.25,,1296.0,0.0,0.0,,True,,,,,,,,,,,,,ARM,,,,,,,,,,,,,,,,,,,,,,,,,EWall
,1.25,,1296.0,2.0,0.0,5.0,True,,,,,,,,,,,,,ARM,,,,,,,,,,,,,,,,,,,,,,,,,MA-RS
