panel,chooser,cadence,G,note,isSharpe,isCAGR,isMaxDD,oCAGR,oSharpe,oMaxDD,d_oSharpe_vs_anchor,keep4b_oos,keep4b_full,keep4a_full,oleg_H1,oleg_H2,oleg_DD,oleg_CAGR
SMALL,C_SHARPE@D,D,0.875,,0.6235620737917744,0.10895563476144021,-0.24100282125555716,0.05518085692557162,0.34936906251815136,-0.4484687995484794,-0.09047786774739941,False,False,False,False,False,False,False
SMALL,C_SHARPE@W,W,1.0,,0.6414273638708384,0.123954878771944,-0.3335366056449762,0.08210784063935339,0.4410970049117589,-0.46543459915663277,0.0012500746462081325,False,False,False,False,False,False,False
SMALL,C_SHARPE@M,M,1.0,,0.7447494768153283,0.13910067545665528,-0.289260715227175,0.014057653393978242,0.18691474492365293,-0.5276673172305715,-0.2529321853418979,False,False,False,False,False,False,False
SMALL,C_SHARPE@Q,Q,0.25,,0.42059194300406166,0.020369672763292268,-0.09678500486859543,0.02111982859930772,0.36799064933901543,-0.1314353283684282,-0.07185628092653534,False,False,False,False,False,True,False
SMALL,C_MEMO joint,W,0.75,FALLBACK -> keep G=0.75,0.6401415772704393,0.09627545379836278,-0.2596140984013027,0.06698806653983369,0.4398469302655508,-0.3651051671527562,0.0,False,False,False,False,False,False,False
SMALL,C_BUDGET joint,D,0.375,fired,0.6225765731682286,0.05026164441328218,-0.10600300292618958,0.02988506164017135,0.3482780418005355,-0.21399743405158655,-0.09156888846501526,False,False,False,False,False,False,False
SMALL,C_MEMO@D,D,0.75,FALLBACK -> keep G=0.75,0.6234985473563293,0.09531191751078927,-0.20804508367261199,0.05053564687589618,0.3492800809719774,-0.39514059438274807,-0.09056684929357339,False,False,False,False,False,False,False
SMALL,C_MEMO@W,W,0.75,FALLBACK -> keep G=0.75,0.6401415772704393,0.09627545379836278,-0.2596140984013027,0.06698806653983369,0.4398469302655508,-0.3651051671527562,0.0,False,False,False,False,False,False,False
SMALL,C_MEMO@M,M,0.75,FALLBACK -> keep G=0.75,0.7408398236994996,0.10546878315400487,-0.22034030480507416,0.015870081916887102,0.17908456776391798,-0.4108092315360352,-0.26076236250163276,False,False,False,False,False,False,False
SMALL,C_MEMO@Q,Q,0.75,FALLBACK -> keep G=0.75,0.4133315779196646,0.05390705940704965,-0.2796827765500063,0.05401140119624026,0.3741255482013059,-0.3798134728169765,-0.06572138206424488,False,False,False,False,False,False,False
SMALL,C_ANCHOR (choose nothing),W,0.75,the null,0.6401415772704393,0.09627545379836278,-0.2596140984013027,0.06698806653983369,0.4398469302655508,-0.3651051671527562,0.0,False,False,False,False,False,False,False
