panel,anchor,ladder,chooser,k_rungs,anchor_rung,pick_rung,reached,d_obs,is_margin,P_pick,P_anchor,SE_BLOCK,SE_IID,SE_FOLD,n_folds,t_SE_BLOCK,t_SE_IID,t_SE_FOLD
SMALL,A,GROSS,CH_ISDD,10,0.75,0.3,False,0.14511061176421536,0.017078356157468444,1.0,0.0,0.03892246872808591,0.04600708294964737,0.009669767275365788,6,3.728196502076076,3.154092858332971,15.006629180610359
SMALL,A,CADENCE,CH_ISSHARPE,4,W,M,False,0.05515787759813606,0.037259650222237206,0.402,0.374,0.2554698365441322,0.23790819123767099,0.30410607574627313,6,0.21590759341409602,0.231845222777694,0.18137709831274895
SMALL,A,CADENCE,CH_ISCAGR,4,W,D,False,0.0049344127907366975,0.0025384840350211046,0.248,0.404,0.03311683022167761,0.031119657517132977,0.04305867721378295,6,0.14900015362903696,0.15856256734252452,0.11459740777074329
SMALL,A,CADENCE,CH_ISDD,4,W,D,False,0.03608654232533037,0.014650405149797985,0.323,0.328,0.04737983266840039,0.0463610789982177,0.012897218791120197,6,0.7616435156681761,0.7783801219707953,2.7980096259339375
SMALL,B,N,CH_ISSHARPE,9,12,8,False,0.1128861763052521,0.02175904874166823,0.372,0.015,0.12730631617904387,0.137007292667234,0.14563752208195171,6,0.8867287947165854,0.8239428289370864,0.7751173920806611
SMALL,B,N,CH_ISCAGR,9,12,5,False,0.03638674895056693,0.011299569627757577,0.649,0.004,0.03632059720326708,0.03786411572896862,0.04366510656017414,6,1.0018213287333804,0.9609824037889414,0.8333140994497052
SMALL,B,N,CH_ISDD,9,12,40,False,0.04039063123242281,0.006361130906150203,0.309,0.064,0.03487298324888502,0.04195627292078031,0.005729195691433827,6,1.1582212781785513,0.9626839664401635,7.049965371721206
SMALL,B,H,CH_ISSHARPE,4,63,21,False,0.22819788922234507,0.22819788922234507,0.812,0.045,0.15619006223663345,0.21296979827194373,0.20269619706258565,6,1.4610269434211327,1.071503523382017,1.1258123858726632
SMALL,B,H,CH_ISCAGR,4,63,21,False,0.03334210864439835,0.03334210864439835,0.805,0.021,0.02197028017531134,0.029165477561768148,0.027089390623605554,6,1.5176005211743213,1.1432046183294862,1.2308179651462594
SMALL,B,H,CH_ISDD,4,63,21,False,0.012729262244576267,0.011767699702508239,0.459,0.369,0.028318273649392368,0.04114086217945976,0.007544173363153871,6,0.44950700039758257,0.30940679339801386,1.6872971539528288
SMALL,B,GROSS,CH_ISSHARPE,10,0.55,0.75,False,0.003970106457930722,0.0009918443631792284,0.875,0.0,0.003295202817850541,0.0046620642897214565,0.0037481883631040065,6,1.2048139909398417,0.8515769434333398,1.0592067615948035
SMALL,B,GROSS,CH_ISCAGR,10,0.55,0.75,False,0.029928631161577846,0.007394234093112795,0.974,0.001,0.015477591485916103,0.02266296760064708,0.020518761022735938,6,1.9336749641448752,1.320596300050454,1.4585983592486527
SMALL,B,GROSS,CH_ISDD,10,0.55,0.3,False,0.075993019036946,0.015702180217124773,1.0,0.0,0.017729301348445622,0.02541373090703589,0.004991579861030949,6,4.286295186900217,2.9902346615272863,15.224241853810705
SMALL,B,CADENCE,CH_ISSHARPE,4,M,W,False,0.013628648134358046,0.013628648134358046,0.511,0.383,0.22789336062064408,0.2454527234547217,0.1625343653027221,6,0.05980274325343146,0.05552453418538704,0.08385087122329196
SMALL,B,CADENCE,CH_ISCAGR,4,M,W,False,0.007643965476808123,0.007643965476808123,0.555,0.315,0.03216884486024454,0.03526445065794179,0.02369953355491644,6,0.23762014178677648,0.21676122367403594,0.32253653680970407
SMALL,B,CADENCE,CH_ISDD,4,M,M,True,0.0,0.007435207790264076,0.564,0.564,0.0,0.0,0.0,6,0.0,0.0,0.0
